ID2,title,description,amenityfeatures,streetaddress,type,city,state,unclear_address,Year,unclear type or question,notes,Last Modified
2305,Rick's Retreat,,(N),3445 N. Halsted,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2306,Rocks,,(N),3320 N. Halsted,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2307,Sheridan Books,,,3930 N. Sheridan,Book Store,Chicago,IL,,1989,,,6/30/2022 2:38pm
2308,Sidetrack ,(Great videos) (Cruisy),"(*),(YC)",3349 N. Halsted,"Bars/Clubs,Cruising Areas",Chicago,IL,,1989,,,6/30/2022 2:37pm
2309,Suzie B's Tavern ,,(L),829 N. Montrose,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:36pm
2310,Take One,(Cruisy) ,"(YC),(V),(*)",2570 N. Clark St.,"Bars/Clubs,Cruising Areas",Chicago,IL,,1989,,,6/30/2022 2:37pm
2311,Touche,(Levi) (Cruisy) (Patio) (Fun!),"(*),(SM)",2825 N. Lincoln ,"Bars/Clubs,Cruising Areas",Chicago,IL,,1989,,,6/30/2022 2:37pm
2312,Two Doors South,,(R),3320 N. Clark St.,Restaurant,Chicago,IL,,1989,,,6/30/2022 2:37pm
2313,Unabridged Books,,(*),3251 N. Broadway,Book Store,Chicago,IL,,1989,,,6/30/2022 2:37pm
2314,Unicorn Club,(Spa) ,"(*),(P),(YC),(IGHC)",3246 N. Halsted,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2315,Windy City Times,(Publication),,606 W. Barry,Publication,Chicago,IL,,1989,,,6/30/2022 2:36pm
2320,Bistro Too,(Disco),"(*),(V)",5015 N. Clark,Theatre,Chicago,IL,,1989,,,6/30/2022 2:38pm
2321,Blue Pub,,"(N),(OC)",3059 W. Irving Park Blvd.,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2322,Christy's on Clark,,"(E),(M)",3474 N. Clark St.,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2323,Coconuts,(Disco),(M),5246 N. Broadway,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:38pm
2324,Different Strokes,,(N),4923 N. Clark St.,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:38pm
2325,Eagle's Nest,,(N),1138 W. Granville,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2326,Howard St. Book Store,,,7614 N. Ashland,Book Store,Chicago,IL,,1989,,,6/30/2022 2:38pm
2327,Inn Exile,,"(D),(V)",5758 W. 65 St.,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:38pm
2328,J.J.'s ,,(D),6406 N. Clark,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:38pm
2329,Lost & Found,,"(L),(P)",3058 W. Irving Park Rd.,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2330,Man's Country ,(Spa),(P),5015 N. Clark St.,Bathhouses,Chicago,IL,,1989,,,6/30/2022 2:38pm
2331,Man's World,(Spa),"(P),(OC)",4740 N. Western,Bathhouses,Chicago,IL,,1989,,,6/30/2022 2:38pm
2332,Mike's Terrace,,(N),1137 W. Granville,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2333,Paris Dance,(Disco) (Some L) ,"(*),(L)",1122 W. Montrose,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2334,Pelican ,,(N),6341 N. Clark St.,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:38pm
2335,Pepper's,,(OC),1502 W. Jarvis,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2336,Razmataz,,(L),4147 N. Elston Ave.,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:38pm
2337,Roscoe's,(Cocktail hour) (Patio),(*),3354 N. Halsted,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2338,Twenty One Club,,,3042 W. Irving Park Blvd.,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:37pm
2339,U.S. Limo Service,,,4753 N. Broadway #1034,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:38pm
2344,Edye Room,,"(D),(S)",6403 S. Martin Luther King Dr.,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:38pm
2345,Innbetween ,(Some L),(L),6301 S. Harlem,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:38pm
2346,Martin's Den,,(B),5550 S. State St.,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:38pm
2347,Rialto ,,(N),14 Van Buren,Bars/Clubs,Chicago,IL,,1989,,,6/30/2022 2:35pm
2355,Quality Inn,(Bar),(M),400 N. Vermillion,Bars/Clubs,Danville,IL,,1989,,,6/30/2022 2:36pm
2356,Redmore Book Store,,,425 E. Main,Book Store,Danville,IL,,1989,,,6/30/2022 2:36pm
2358,Adult Books & Cinema,(Cruisy),,145 N. Main St.,"Cruising Areas,Book Store,Erotic Shop",Decatur,IL,,1989,,,1/18/2023 9:42am
2362,Charlies Angles,(Disco),(*),8710 Gold St.,Bars/Clubs,Des Plains,IL,,1989,,,6/30/2022 2:38pm
2363,Ogden Books,(Cruisy),,218 Ogden Ave.,"Book Store,Cruising Areas",Downers Grove,IL,,1989,,,6/30/2022 2:36pm
2364,Faces,(Disco),"(YC),(S),(*)",130 4th St.,Bars/Clubs,East St. Louis,IL,,1989,,,6/30/2022 2:35pm
2365,Helen Schrader's,(Some L),"(OC),(S),(L)",205 N. 5th St.,Bars/Clubs,East St. Louis,IL,,1989,,,6/30/2022 2:36pm
2367,Ramada Inn,(R & Bar) (Jct. 31 & N.W. Tollway),(R),500 W. River Rd.,"Hotel,Restaurant,Bars/Clubs",Elgin,IL,,1989,,,1/3/2023 10:36pm
2368,Hunters,(Disco),"(V),(*)",1932 E. Higgins,Theatre,Elk Grove Village,IL,,1989,,,6/30/2022 2:37pm
2370,M.C.C. ,,(MCC),933 Chicago,Religious Institution,Evanston,IL,,1989,,,1/3/2023 10:37pm
2373,Hideaway II,(Disco),"(V),(*)",7301 W. Roosevelt Rd.,Theatre,Forest Park,IL,,1989,,,6/30/2022 2:38pm
2375,Max & Michael's Settle Inn Resort,(312) 587-8111,,166 Eagle Point Rd.,Hotel,Fox Lake,IL,,1989,,,6/30/2022 2:35pm
2376,River's Edge,,"(M),(S),(D)",3548 N. River Rd.,Bars/Clubs,Franklin Park,IL,,1989,,,6/30/2022 2:38pm
2377,Adult Book Store,,,579 N. Henderson,"Book Store,Erotic Shop",Galesburg,IL,,1989,,,7/19/2022 12:51pm
2379,Holy Covenant M.C.C.,,(MCC),17 W. Maple,Religious Institution,Hinsdale,IL,,1989,,,1/3/2023 10:37pm
2380,Bill's Regular,,(M),216 E. State St.,Bars/Clubs,Jacksonville,IL,,1989,,,6/30/2022 2:36pm
2381,Club Illusions ,(Disco),(L),1620 Plainfield Ave.,Bars/Clubs,Joliet,IL,,1989,,,6/30/2022 2:37pm
2382,Maneuvers,(Some L) ,"(L),(D),(*)",118 E. Jefferson,Bars/Clubs,Joliet,IL,,1989,,,6/30/2022 2:35pm
2387,Mineshaft ,,"(YC),(D),(*)",8437 Ogden Ave.,Bars/Clubs,Lyons,IL,,1989,,,6/30/2022 2:38pm
2388,The Regulator,,"(M),(YC)",1400 W. Jackson ,Bars/Clubs,Macomb,IL,,1989,,,6/30/2022 2:37pm
2393,Gentleman's Adult Books,(Cruisy),,1506 N. Main,"Book Store,Cruising Areas",Normal,IL,,1989,,,6/30/2022 2:37pm
2398,Renaissance Books,(Cruisy),,2307 N. Rand Rd.,"Book Store,Cruising Areas",Palatine,IL,,1989,,,6/30/2022 2:37pm
2399,Club Peorian,(Disco) (Some L) (Opens 10pm),"(*),(YC),(L),(S),(PT)",733 S. W. Adams,Bars/Clubs,Peoria,IL,,1989,,,6/30/2022 2:36pm
2400,M.C.C.,,(MCC),908 Hamilton Blvd.,Religious Institution,Peoria,IL,,1989,,,1/3/2023 10:37pm
2401,Quench Room,(Some L) ,"(D),(L),(PT)",631 W. Main ,Bars/Clubs,Peoria,IL,,1989,,,6/30/2022 2:36pm
2402,Red Fox Den,(Cocktail hour),(PE),807 S.W. Adams St.,Bars/Clubs,Peoria,IL,,1989,,,6/30/2022 2:36pm
2403,Swingers World ,"(Books, peeps) (Cruisy)",,333 Adams St.,"Book Store,Cruising Areas",Peoria,IL,,1989,,,6/30/2022 2:36pm
2411,Chelsea Books,(Cruisy arcade),,122 N. 5th St.,"Book Store,Cruising Areas",Quincy,IL,,1989,,,11/15/2022 2:42pm
2412,M.C.C.,,(MCC),122 N. 5th St.,Religious Institution,Quincy,IL,,1989,,,1/3/2023 10:37pm
2413,Irene's Cabaret,(Disco),"(*),(S),(PT)",124 N. 5th ,Bars/Clubs,Quincy,IL,,1989,,,6/30/2022 2:35pm
2415,Bookmart I,,,519 W. State ,Book Store,Rockford,IL,,1989,,,6/30/2022 2:36pm
2416,Bookmart II,,,623 7th St.,Book Store,Rockford,IL,,1989,,,6/30/2022 2:36pm
2417,Office,(Some L) ,"(*),(D),(L),(OC)",513 E. State St.,Bars/Clubs,Rockford,IL,,1989,,,6/30/2022 2:36pm
2418,Short Stop,(Greasy Spoon),"(M),(AH)",517 E. State St.,Bars/Clubs,Rockford,IL,,1989,,,6/30/2022 2:36pm
2419,Augie's ,(Some Levi) ,"(OC),(RT),(L),(PT),(*)",313 20th St.,Bars/Clubs,Rock Island,IL,,1989,,,6/30/2022 2:36pm
2420,Centennial Video Center,(Cruisy arcade),(*),309 20th St.,"Theatre,Cruising Areas",Rock Island,IL,,1989,,,6/30/2022 2:36pm
2421,J.R.'s ,(Disco),"(YC),(*)",325 20th St.,Bars/Clubs,Rock Island,IL,,1989,,,6/30/2022 2:36pm
2422,Madison Square ,"(Garden ?) (Some OC,L) ","(OC),(L),(PE),(*)",321 20th St.,Bars/Clubs,Rock Island,IL,,1989,,,6/30/2022 2:36pm
2423,Rock Island Connection,(Some OC),"(D),(PT),(YC),(OC)",300 21st St,Bars/Clubs,Rock Island,IL,,1989,,,6/30/2022 2:36pm
2424,Zebulon Adult Books,(Rt. 20),(F&S),24 W. 777 Lake St.,Book Store,Roselle,IL,,1989,,,6/30/2022 2:35pm
2426,Bobby's ,(Disco) (Some L),"(YC),(PT),(V),(L)",3036 Peoria Rd.,Bars/Clubs,Springfield,IL,,1989,,,6/30/2022 2:37pm
2427,Expo I Books,,,300 N. 5th St.,Book Store,Springfield,IL,,1989,,,6/30/2022 2:36pm
2428,M.C.C.,,(MCC),514 N. Walnut,Religious Institution,Springfield,IL,,1989,,,1/3/2023 10:37pm
2429,Smokey's Den,(Disco) (Some L) (20th year),"(L),(*)",411 E. Washington,Bars/Clubs,Springfield,IL,,1989,,,6/30/2022 2:36pm
2434,Horizon Book Store,,,519 S. Goodwin,Book Store,Urbana,IL,,1989,,,6/30/2022 2:36pm
2435,Urbana Adult News,,,602 N. Cunningham,Book Store,Urbana,IL,,1989,,,6/30/2022 2:36pm
2439,Rainbow Inn,"(Some M, L) ","(M),(L),(PT)",12 E. Ferguson,Hotel,Wood River,IL,,1989,,,6/30/2022 2:35pm
2444,Bullwinkle's,"(Some YC, L) (Disco)","(R),(YC),(L),(*)",201 S. College,Restaurant,Bloomington,IN,,1989,,,6/30/2022 2:35pm
2446,Pleasure Hours,(Books),,501 N. College,Book Store,Bloomington,IN,,1989,,,6/30/2022 2:36pm
2461,Other Side II ,"(Some YC, L) (Disco)","(YC),(L),(*)",4209 E. Morgan,Bars/Clubs,Evansville,IN,,1989,,,6/30/2022 2:38pm
2463,Swinging Door ,(Disco),"(L),(*)",2130 W. Maryland St.,Bars/Clubs,Evansville,IN,,1989,,,6/30/2022 2:37pm
2472,Henry's ,,"(M),(R)",536 W. Main St.,Restaurant,Ft. Wayne,IN,,1989,,,6/30/2022 2:36pm
2473,New World Church,,,213 E. Leith St.,Religious Institution,Ft. Wayne,IN,,1989,,,6/30/2022 2:36pm
2474,Old Forge I,(Some L),"(*),(D),(S),(L)",244 W. Main St.,Bars/Clubs,Ft. Wayne,IN,,1989,,,6/30/2022 2:36pm
2475,Old Forge II,(Some L),"(*),(D),(S),(L)",244 W. Main St.,Bars/Clubs,Ft. Wayne,IN,,1989,,,6/30/2022 2:36pm
2477,Up the Stairs Comm. Center ,(219) 744-1199,,3426 Broadway,Community Center/Support Group,Ft. Wayne,IN,,1989,,,1/3/2023 10:38pm
2478,Up the Street,(Disco),"(*),(YC)",226 W. Main St.,Bars/Clubs,Ft. Wayne,IN,,1989,,,6/30/2022 2:36pm
2482,Swingers Supply Adult Book Store,,(M),3763 Broadway,Book Store,Gary,IN,,1989,,,6/30/2022 2:38pm
2486,Club Fayette,(Spa),,532 Fayette St.,Bathhouses,Hammond,IN,,1989,,,6/30/2022 2:36pm
2490,Body Works,(Spa) (May be closing),,303 N. Senate Ave.,Bathhouses,Indianapolis,IN,,1989,,,6/30/2022 2:36pm
2491,Club Body Center,,"(*),(IGHC)",620 N. Capitol,Bathhouses,Indianapolis,IN,,1989,,,6/30/2022 2:36pm
2493,Five-0-One Club,,"(C&W),(PT),(*)",501 N. College,Bars/Clubs,Indianapolis,IN,,1989,,,6/30/2022 2:36pm
2494,G.G.'s Night Club,(Disco) (Patio),"(YC),(R),(E)",4458 Allisonville Rd.,"Bars/Clubs,Restaurant",Indianapolis,IN,,1989,,,1/18/2023 10:01am
2497,Jimmy's Bar & R,(Some L),"(*),(PE),(L)",924 N. Pennsylvania,"Bars/Clubs,Restaurant",Indianapolis,IN,,1989,,,1/3/2023 10:38pm
2499,Our Place,(Disco) (Cruisy),(*),231 E. 16th St,"Bars/Clubs,Cruising Areas",Indianapolis,IN,,1989,,,6/30/2022 2:36pm
2500,Shirley's One Way,,"(L),(D),(PT),(*)",1341 N. Capital ,Bars/Clubs,Indianapolis,IN,,1989,,,6/30/2022 2:37pm
2501,Ten ,,"(L),(D),(R),(*)",1218 N. Pennsylvania ,"Bars/Clubs,Restaurant",Indianapolis,IN,,1989,,,1/3/2023 10:39pm
2502,The 21 Club,(Disco),"(*),(YC),(PT),(S)",150 E. 21st St.,Bars/Clubs,Indianapolis,IN,,1989,,,6/30/2022 2:35pm
2503,The New Works News,(Publication),,303 N. Senate Ave.,"Publication,Book Store",Indianapolis,IN,,1989,,,1/18/2023 9:47am
2504,Thunder & Lighting ,(Disco),"(AH),(*)",150 E. 21st St.,Bars/Clubs,Indianapolis,IN,,1989,,,6/30/2022 2:35pm
2505,Tomorrows,(Sun. brunch *),"(M),(R),(*)",2301 N. Meridian,Restaurant,Indianapolis,IN,,1989,,,6/30/2022 2:37pm
2506,Unicorn ,(Strippers),(*),122 W. 13th St.,Bars/Clubs,Indianapolis,IN,,1989,,,6/30/2022 2:35pm
2507,Uptown Connection,(Sun. *),"(M),(R),(OC),(*)",822 N. Illinois,Restaurant,Indianapolis,IN,,1989,,,6/30/2022 2:36pm
2508,Varsity Lounge,(Some OC),"(M),(OC),(R)",1517 N. Pennsylvania ,Restaurant,Indianapolis,IN,,1989,,,6/30/2022 2:37pm
2509,World Tours,,(IGTA),902 E. 66th St.,Travel Agency,Indianapolis,IN,,1989,,,6/30/2022 2:36pm
2515,Depot Bar,,"(D),(YC),(PT),(*)",1119 Ferry St.,Bars/Clubs,Lafayette,IN,,1989,,,6/30/2022 2:37pm
2524,Scandinavian Book Stores,(Cruisy),,105 Pine Lake Ave.,"Book Store,Cruising Areas",La Porte,IN,,1989,,,11/15/2022 2:38pm
2525,Scandinavian Book Stores,(Cruisy),,1506 Lincoln Way,"Book Store,Cruising Areas",La Porte,IN,,1989,,,11/15/2022 2:38pm
2534,Terrace Restaurant & Lounge,(Opp. KOA camp),"(M),(R),(E)",1534 N. US Hwy. 241 ,Restaurant,Michigan City,IN,,1989,,,6/30/2022 2:37pm
2541,Adult News,,,203 Wiser,"Book Store,Erotic Shop",Muncie,IN,,1989,,,7/19/2022 12:52pm
2542,Carriage House,,"(M),(R)",247 Kilgore,Restaurant,Muncie,IN,,1989,,,6/30/2022 2:36pm
2543,Mark III,(Disco) ,"(*),(YC)",107 E. Main St.,Bars/Clubs,Muncie,IN,,1989,,,6/30/2022 2:35pm
2547,Coachman Lounge,(Some L) ,"(L),(D)",911 E. Main St.,Bars/Clubs,Richmond,IN,,1989,,,6/30/2022 2:36pm
2548,Fraternity House,(Disco) ,"(*),(YC),(R),(S)",3421 W. Sample St.,Restaurant,South Bend,IN,,1989,,,6/30/2022 2:37pm
2549,Little Denmark Book Store,,,3002 Western Ave.,Book Store,South Bend,IN,,1989,,,6/30/2022 2:37pm
2550,Pleasure Land Bookstore,,,918 S. Museum,Book Store,South Bend,IN,,1989,,,6/30/2022 2:36pm
2551,Sea Horse ,(Some L) (Cabaret) (No sign),"(L),(D),(*)",1902 Western Ave.,Bars/Clubs,South Bend,IN,,1989,,at Brookfield,6/30/2022 2:37pm
2557,Book-a-Rama,,,425 Wabash Ave.,Book Store,Terre Haute,IN,,1989,,,6/30/2022 2:36pm
2559,R-Place,,"(*),(D),(S),(PT)",684 Lafayette Ave.,Bars/Clubs,Terre Haute,IN,,1989,,,6/30/2022 2:36pm
2571,Pleasure Palace Adult Books,(Cruisy arcade),,117 Kellogg,"Book Store,Cruising Areas",Ames,IA,,1989,,,6/30/2022 2:35pm
2576,Travelers Motel,(X-rated movies),"(M),(H)",433 14th St.,Hotel,Bettendorf,IA,,1989,,,6/30/2022 2:36pm
2578,Venus News,(Books) (Cruisy),,219 S. Main,"Book Store,Cruising Areas",Burlington,IA,,1989,,,6/30/2022 2:36pm
2579,Arcade Theater-Times II,,,1415 1st Ave. S.E.,Theatre,Cedar Rapids,IA,,1989,,,6/30/2022 2:37pm
2580,Confetti's,,"(E),(D),(V)",529 4th Ave. S.E.,Bars/Clubs,Cedar Rapids,IA,,1989,,,6/30/2022 2:36pm
2582,Warehouse Saloon,(Disco) (Some L),"(*),(YC),(L)",525 'H' St. S.W.,Bars/Clubs,Cedar Rapids,IA,,1989,,,6/30/2022 2:36pm
2587,Contemporaray Video Center,,,921 S. 4th St.,Theatre,Clinton,IA,,1989,,,6/30/2022 2:36pm
2588,The Bookstore,,,133 S. 5th,Book Store,Clinton,IA,,1989,,,6/30/2022 2:35pm
2589,Ernie's Book Store,(Cruisy),(OC),2305 W. Broadway,"Book Store,Cruising Areas",Council Bluffs,IA,,1989,,,6/30/2022 2:37pm
2590,Good Times Too,(Adult Books),,117 N. 16th St.,Book Store,Council Bluffs,IA,,1989,,,6/30/2022 2:35pm
2591,Off Broadway ,"(Books, etc.)",,3216 1st Ave.,Book Store,Council Bluffs,IA,,1989,,,6/30/2022 2:37pm
2592,Club 506,(Disco),"(*),(YC)",506 Brady St.,Bars/Clubs,Davenport,IA,,1989,,,6/30/2022 2:36pm
2593,M.C.C.,,(MCC),1618 W. 3rd St.,Religious Institution,Davenport,IA,,1989,,,1/3/2023 10:39pm
2594,Riverfront Video ,(Cruisy),,717 W. 3rd St.,"Theatre,Cruising Areas",Davenport,IA,,1989,,,6/30/2022 2:36pm
2598,Blazing Saddles,,"(*),(C&W)",416 E. 5th St.,Bars/Clubs,Des Moines,IA,,1989,,,6/30/2022 2:36pm
2599,Brass Garden,(Disco) ,"(*),(YC),(PT),(E)",112 E. 4th St.,Bars/Clubs,Des Moines,IA,,1989,,,6/30/2022 2:35pm
2600,Gallery Book Store,(Cruisy),,908 6th Ave.,"Book Store,Cruising Areas",Des Moines,IA,,1989,,,6/30/2022 2:36pm
2603,La Cage ,(Levi) ,(OC),416 E. Walnut,Bars/Clubs,Des Moines,IA,,1989,,,6/30/2022 2:36pm
2604,M.C.C.,(515) 287-6747,(MCC),6001 S.W. 14th St.,Religious Institution,Des Moines,IA,,1989,,,1/3/2023 10:40pm
2612,D.J.'s Bistro,(Disco) (Use rear door) (Nights only),"(YC),(R)",951 Main Park,Restaurant,Dubuque,IA,,1989,,,6/30/2022 2:36pm
2615,Just a Bit Different ,"(Books, etc.)",,440 Kirkwood Ave.,Book Store,Iowa City,IA,,1989,,,6/30/2022 2:36pm
2616,Pleasure Palace Adult Books,,,315 Kirkwood Ave.,Book Store,Iowa City,IA,,1989,,,6/30/2022 2:36pm
2617,Six Twenty Club,(Disco) (Some L),"(*),(M),(YC),(PT),(L)",620 Madison St.,Bars/Clubs,Iowa City,IA,,1989,,,6/30/2022 2:36pm
2621,Good Life,,(M),111 S. Delaware,Bars/Clubs,Mason City,IA,,1989,,,6/30/2022 2:35pm
2626,Rowdie's ,(Some L) ,"(M),(L),(S),(PT)",1127 4th St.,Bars/Clubs,Sioux City,IA,,1989,,,6/30/2022 2:37pm
2627,Danish Book World,nr. Crossroad Ctr.,,1507 La Port Rd.,Book Store,Waterloo,IA,,1989,,,6/30/2022 2:37pm
2628,M.C.C.,(Church of New Hope) (319) 234-1981,(MCC),712 Jefferson,Religious Institution,Waterloo,IA,,1989,,,1/3/2023 10:40pm
2629,Old Dutch Mill,(Some L) ,"(*),(L),(D),(PT)",823 Franklin,Bars/Clubs,Waterloo,IA,,1989,,,6/30/2022 2:36pm
2637,Kelly's Pub,,(N),315 S. 10th ,Bars/Clubs,Kansas City,KS,,1989,,,6/30/2022 2:36pm
2638,M.C.C.,,(MCC),1310-A E. 123rd Terrace,Religious Institution,Kansas City,KS,,1989,,,1/3/2023 10:40pm
2639,View on the Hill,,"(P),(D),(PT)",204 Orchard,Bars/Clubs,Kansas City,KS,,1989,,,6/30/2022 2:36pm
2640,DYMNZ,,,530 Wisconsin,Bars/Clubs,Lawrence,KS,,1989,,,6/30/2022 2:36pm
2642,Spinsters Books,(Many L) ,(L),"801 1/2 Massachusetts, Suite D",Book Store,Lawrence,KS,,1989,,,6/30/2022 2:36pm
2652,M.C.C.,,(MCC),7725 W. 87th St.,Religious Institution,Overland Park,KS,,1989,,,1/3/2023 10:40pm
2658,Alpha Omega Book Store,,,730 S. Kansas,Book Store,Topeka,KS,,1989,,,6/30/2022 2:36pm
2660,Club Lambda ,(Disco) (Some L),"(YC),(L),(PT),(P),(*)",624 S. Kansas Ave.,Bars/Clubs,Topeka,KS,,1989,,,6/30/2022 2:36pm
2663,Town Crier Books,,,3937 S.W. Gage Ctr. Dr.,Book Store,Topeka,KS,,1989,,,6/30/2022 2:38pm
2666,Adult Book Store,,(M),1515 S. Oliver,"Book Store,Erotic Shop",Wichita,KS,,1989,,,7/19/2022 12:51pm
2667,Boots,(Levi),"(P),(*)",2959 S. Hillside,Bars/Clubs,Wichita,KS,,1989,,,6/30/2022 2:37pm
2669,Jack's Lounge,"(Some YC, L)","(PT),(YC),(L)",1507 E. Pawnee,Bars/Clubs,Wichita,KS,,1989,,,6/30/2022 2:37pm
2670,M.C.C.,,(MCC),1700 S. Santa Fe,Religious Institution,Wichita,KS,,1989,,,1/3/2023 10:40pm
2671,Mission of Faith Fellowship,,,2338 S. Palisades,Religious Institution,Wichita,KS,,1989,,,1/3/2023 10:40pm
2672,Our Fantasy,(Disco) (Huge complex),"(*),(YC),(PT),(R)",3201 S. Hillside,"Restaurant,Bars/Clubs",Wichita,KS,,1989,,,1/3/2023 10:40pm
2673,Plato's Bookstore,,(M),1306 E. Harry,Book Store,Wichita,KS,,1989,,,6/30/2022 2:37pm
2674,R & R Brass Rail,(Some L) ,"(C&W),(PT),(L)",2828 E. 31st S.,Bars/Clubs,Wichita,KS,,1989,,,6/30/2022 2:37pm
2675,Tony's Club,,"(PT),(L)",3210 E. Osie,Bars/Clubs,Wichita,KS,,1989,,,6/30/2022 2:37pm
2686,Brik's ,(Some W) (Levi) (Cruisy),"(W),(*)",115 W. Pike St.,"Bars/Clubs,Cruising Areas",Covington,KY,,1989,,,6/30/2022 2:35pm
2694,Bungalow,(Some L) (WE*),"(L),(WE),(*)",121 Mill St.,Bars/Clubs,Lexington,KY,,1989,,nr. Main,6/30/2022 2:35pm
2695,Fleur de Lys,,"(M),(R)",1205 Upper St.,Restaurant,Lexington,KY,,1989,,,6/30/2022 2:37pm
2697,Great Moments ,,"(M),(R)",137 W. Vine St.,Restaurant,Lexington,KY,,1989,,,6/30/2022 2:35pm
2698,J & B Bookstore,(Cruisy),,654 Winchester,"Book Store,Cruising Areas",Lexington,KY,,1989,,,6/30/2022 2:36pm
2700,The Bar ,(Disco),"(*),(YC)",224 E. Main St.,Bars/Clubs,Lexington,KY,,1989,,,6/30/2022 2:36pm
2705,Adult Book Store,,(M),4600 Dixie Hwy,"Book Store,Erotic Shop",Louisville,KY,,1989,,,1/3/2023 10:41pm
2706,Adult Bookstore,(peeps),,1501 S. 7th St.,"Erotic Shop,Book Store",Louisville,KY,,1989,,,1/18/2023 9:41am
2707,Adult Toy Store,(Cruisy) (Late),,1857 Berry Blvd.,"Erotic Shop,Cruising Areas",Louisville,KY,,1989,,,6/30/2022 2:37pm
2708,Alley Cat,(Go Go Dancers) ,"(D),(PT)",104 W. Main,Bars/Clubs,Louisville,KY,,1989,,,6/30/2022 2:35pm
2709,Carriage House Bar,,"(D),(L),(PT)",725 E. Main,Bars/Clubs,Louisville,KY,,1989,,,6/30/2022 2:36pm
2710,Cinema Art Theater,,,3423 Taylor Blvd.,Theatre,Louisville,KY,,1989,,,6/30/2022 2:37pm
2711,City Lounge ,(Hustlers),"(PT),(*)",202 W. Market,Bars/Clubs,Louisville,KY,,1989,,,6/30/2022 2:35pm
2712,Dignity,,,1321 S. Preston St.,Religious Institution,Louisville,KY,,1989,,,1/18/2023 9:51am
2713,Discovery,(Disco) (Sun.T-D),"(*),(YC),(PT)",116 E. Main St.,Bars/Clubs,Louisville,KY,,1989,,,6/30/2022 2:35pm
2714,Downtowner,(Disco) (Some L) (3 bars),"(YC),(E),(S),(L),(*)",105 W. Main St.,Bars/Clubs,Louisville,KY,,1989,,,11/15/2022 3:36pm
2718,Lavendar Letter,(Publication) ,,1321 S. Preston,Publication,Louisville,KY,,1989,,,6/30/2022 2:37pm
2719,Lenny's Place,(Levi) (Cruisy) (Upstairs at Downtowner),(V),105 W. Main St.,"Bars/Clubs,Cruising Areas",Louisville,KY,,1989,,,6/30/2022 2:35pm
2721,Market Place,,"(M),(R)",725 E. Market St.,Restaurant,Louisville,KY,,1989,,,6/30/2022 2:36pm
2722,Murphy's Place,,(PT),416 W. Market St.,Bars/Clubs,Louisville,KY,,1989,,,6/30/2022 2:36pm
2723,New Odyssey ,,(S),106 W. Main St.,Bars/Clubs,Louisville,KY,,1989,,,6/30/2022 2:35pm
2724,One-0-Five West,,(R),105 W. Washington,Restaurant,Louisville,KY,,1989,,,6/30/2022 2:35pm
2741,Silly Sally's,(Unisex) (Disco) ,(*),924 Jackson,Bars/Clubs,Alexandria,LA,,1989,,,6/30/2022 2:36pm
2745,Bon Temp Travel,,(IGTA),5248 Florida Blvd.,Travel Agency,Baton Rouge,LA,,1989,,,6/30/2022 2:38pm
2746,Cock n Bull,"(Disco) (Some L, R) (Open Sun.)","(*),(YC),(L),(R)",1564 Nicholson,Restaurant,Baton Rouge,LA,,1989,,,6/30/2022 2:37pm
2747,George's Place,(Levi) (Patio) ,"(W),(*)",860 St. Louis,Bars/Clubs,Baton Rouge,LA,,1989,,,6/30/2022 2:36pm
2748,Mirror Lounge,(Some C&W),"(PT),(OC),(C&W)",111 Riverside Mall,Bars/Clubs,Baton Rouge,LA,,1989,,,6/30/2022 2:35pm
2749,Opinions,(Disco) ,"(*),(YC),(S),(PT),(P)",2183 Highland Rd.,Bars/Clubs,Baton Rouge,LA,,1989,,,6/30/2022 2:37pm
2750,Xanthus ,(Disco) (Some L) (New Wave),"(YC),(L)",2160 Highland Rd.,Bars/Clubs,Baton Rouge,LA,,1989,,,6/30/2022 2:37pm
