ID,title,description,streetaddress,city,state,amenityfeatures,type,unclear_address,uncleartype,notes,Year,lastmodified
1704,Island House,"(Pool, sauna & gym)",1129 Fleming St.,Key West,FL,"(*),(H)",Hotel,,,,1986,2/17/2022 6:14pm
3538,Warehouse ,"(Disco) (W, YC)",1130 E. Chestnut Exp. ,Springfield,MO,"(*),(W),(YC),(D),(PT)",Bars/Clubs,,,,1986,3/16/2022 2:11pm
1244,Dragon Moon,(Disco) ,1130 Soquel Ave.,Santa Cruz,CA,"(M),(D)",Bars/Clubs,,,,1986,2/11/2022 3:49pm
1108,Giraffe,,1131 Polk St.,San Francisco,CA,(*),Bars/Clubs,,,,1986,2/13/2022 3:02pm
5339,Studz News,('Flicks') ,1132 Alabama ,Houston,TX,"(F&S),(*)",Book Store,,,,1986,6/7/2022 2:07pm
2654,Steak 'n' Eggs,,1136 S. 4th ,Louisville,KY,"(M),(R),(C),(AH),(RT)",Restaurant,,,,1986,3/4/2022 2:19pm
4432,Denny's ,,1136 S. Main,Dayton,OH,"(M),(R),(C),(AH)",Restaurant,,,,1986,4/8/2022 12:53pm
5433,San Antonio Free Clinic,,1136 W. Woodlawn,San Antonio,TX,,Health Clinic,,,,1986,4/20/2022 2:05pm
2281,Mike's Terrace,,1137 W. Granville,Chicago,IL,,Bars/Clubs,,,,1986,2/27/2022 6:36pm
1474,Club 1140 ,(Sun only) (Some L) ,1140 18th St. N.W .,Washington,D.C.,"(R),(D),(L)","Restaurant,Bars/Clubs",,,,1986,2/15/2022 5:22pm
287,'F' St. Book Store,,1141 3rd Ave.,Chula Vista,CA,,Book Store,,,,1986,1/28/2022 12:37pm
2793,Vera Cruz ,(Mexican R) ,1141 Decatur ,New Orleans,LA,"(M),(R)",Restaurant,,,,1986,3/6/2022 9:54pm
1053,Watering Hole ,"(Some W, SM) ",1145 Folsom St.,San Francisco,CA,"(W),(SM),(PT),(*)",Bars/Clubs,,,,1986,2/13/2022 3:02pm
3218,M.C.C. ,,1152 Bennaville ,Birmingham,MI,(MCC),Religious Institution,,,,1986,6/7/2022 12:44pm
1135,Sutter Medical Group,"(Walk-in VD clinic)
",1154 Sutter St.,San Francisco,CA,,Health Clinic,,,,1986,2/13/2022 3:02pm
1054,Worn Out West ,(Clothing) ,1158 Howard St.,San Francisco,CA,,Business,,,,1986,2/13/2022 3:02pm
1113,Hunk's Loft ,,1160 Polk St.,San Francisco,CA,,Bars/Clubs,,,,1986,2/13/2022 3:02pm
4676,Green Door,"(Books, etc.) (24 Hrs.) ",1164 Pembroke Rd.,Bethlehem,PA,,Book Store,,,,1986,4/12/2022 6:00pm
4563,Over the Rainbow,(Disco) ,1164 S. Garnett ,Tulsa,OK,"(L),(D),(*)",Bars/Clubs,,,,1986,4/8/2022 2:14pm
4589,M.C.C. ,,1165 N.W. Monroe,Corvallis,OR,(MCC),Religious Institution,,,,1986,6/7/2022 12:44pm
1393,Club Hartford Baths & Health Club,,1169 M ain St.,East Hartford,CT,"(CBC),(*)",Bathhouses,,,,1986,2/13/2022 3:44pm
483,Sling,(Leather Loft upstairs) ,1170 N. Western Ave.,Hollywood,CA,"(SM),(PT)",Bars/Clubs,,,,1986,1/31/2022 2:46pm
4521,Adult Toy Box,,1184 N. MacArthur ,Oklahoma City,OK,,Erotic Shop,,,,1986,4/8/2022 2:14pm
1664,College Station,(Disco) ,1187 Edgewood Ave. So.,Jacksonville,FL,"(YC),(D),(V),(S),(*)",Bars/Clubs,,,,1986,2/15/2022 11:21pm
1028,Clementina's Baybrick Inn,,1190 Folsom St.,San Francisco,CA,"(L),(R),(D),(H),(*)","Restaurant,Bars/Clubs,Hotel",,,,1986,2/13/2022 3:02pm
1076,Artemis Society,,1199 Valencia,San Francisco,CA,"(L),(R),(*)",Restaurant,,,,1986,2/13/2022 3:02pm
418,Li'l Lucy's ,(Fun & cruisy) (Also AH-WE),1200 Broadway,Long Beach,CA,"(PT),(AH),(WE),(*)","Bars/Clubs,Cruising Areas",,,,1986,6/7/2022 1:32pm
5548,Steak 'n' Eggs,,1200 Colley Ave.,Norfolk,VA,"(M),(R),(C),(AH)",Restaurant,,,,1986,4/21/2022 11:38pm
921,The Grande ,(Disco) ,1200 Garnet ,Pacific Beach,CA,"(D),(*)",Bars/Clubs,,,,1986,2/7/2022 11:44am
1602,Oasis Motel,(Pool) ,1200 S. Miami Rd.,Ft. Lauderdale,FL,"(H),(*)",Hotel,,,,1986,2/15/2022 9:12pm
431,Sweet Water,(Liquor) (Cruisy) ,1201 Broadway,Long Beach,CA,(*),"Bars/Clubs,Cruising Areas",,,,1986,6/7/2022 1:28pm
5620,Pioneer Motel,,1201 Main St.,Pomeroy,WA,"(M),(H)",Hotel,,,,1986,4/22/2022 1:32pm
5280,Asylum ,(Books & arcade) (Open 24 hrs.) ,1201 Richmond ,Houston,TX,(F&S),Book Store,,,,1986,6/7/2022 12:52pm
4806,Spruce St. Video,,1201 Spruce St.,Philadelphia,PA,,Theatre,,,,1986,4/12/2022 6:00pm
3284,Suomi Sauna ,"(Sat. afternoons, Wed. & Fri. 6-10pm) ",1203 2nd Ave. ,Marquette,MI,(M),Bars/Clubs,,,,1986,3/12/2022 3:19pm
4232,Matchbox Adult Center,(Cruisy) ,1203 E. Besse,Greensboro,NC,,"Erotic Shop,Cruising Areas",,,,1986,6/7/2022 1:27pm
1124,New Bell Saloom,,1203 Polk St.,San Francisco,CA,"(*),(E)",Bars/Clubs,,,,1986,2/13/2022 3:02pm
1914,Officers Club ,(Small Disco) (Some Levi & SM) ,1204 N. Franklin St.,Tampa,FL,(SM),Bars/Clubs,,,,1986,2/22/2022 7:11pm
675,Harbor Hut Restaurant ,"(Bar only, best late) (Best bet) ",1205 Embarcadero,Morro Bay,CA,"(E),(M),(OC)",Bars/Clubs,,,,1986,2/3/2022 11:25pm
1200,Toyon ,(Disco) (Many L) ,1205 The Alameda,San Jose ,CA,"(*),(D),(R),(L)","Restaurant,Bars/Clubs",,,,1986,2/10/2022 10:11pm
1730,The Buttery ,,1206 Simonton St.,Key West,FL,"(PE),(M),(R)",Restaurant,,,,1986,2/17/2022 6:37pm
2755,Jewel's Tavern ,(Active 'john') ,1207 Decatur St. ,New Orleans,LA,(*),Bars/Clubs,,,,1986,3/6/2022 9:54pm
4845,Shawn's ,,1209 5th Ave.,Pittsburgh,PA,"(L),(D)",Bars/Clubs,,,,1986,4/12/2022 6:00pm
263,Trade Winds,(Disco),1209 20th St.,Bakersfield,CA,"(M),(D)",Bars/Clubs,,,,1986,1/28/2022 12:13pm
4257,Chateaux II Book Store,,1210 Downtown Blvd. ,Raleigh,NC,(*),Book Store,,,,1986,3/25/2022 1:51pm
1517,Plain Brown Wrapper,"(Books, film s, peep shows,
liquid, toys, etc.)",1210 New York Ave. N.W.,Washington,D.C.,(*),"Book Store,Erotic Shop,Theatre",,,,1986,2/15/2022 6:23pm
5822,Willy Bear,,1210 Williamson,Madison,WI,"(R),(M),(L)",Restaurant,,,,1986,4/25/2022 1:29pm
5596,Green Apple Cinema,,1211 N. State St. ,Bellingham,WA,(M),Theatre,,,,1986,4/21/2022 11:56pm
5624,Al Duane's Adult Books,,1212 First Ave.,Seattle,WA,,"Book Store,Erotic Shop",,,,1986,6/7/2022 12:51pm
1256,Manhattan,,1212 Santa M onica M a ll,Santa Monica,CA,(R),Restaurant,,,,1986,2/12/2022 1:49am
1715,New Spindrift Motel,,1212 Simonton,Key West,FL,(H),Hotel,,,,1986,2/17/2022 6:22pm
5349,Union Jack ,(Clothing),1212 Westheimer ,Houston,TX,,Business,,,,1986,4/20/2022 2:05pm
463,Gay & Lesbian Community Center,(213) 464-7400,1213 N. Highland,Hollywood,CA,,Community Center/ Support Group,,,,1986,6/7/2022 12:36pm
5298,E.J.'s ,(Cruisy) ,1213 Richmond ,Houston,TX,,"Bars/Clubs,Cruising Areas",,,,1986,6/7/2022 1:26pm
2552,Heritage Book Store,,1214 Central Ave.,Ft. Dodge,IA,(M),Book Store,,,,1986,3/3/2022 8:03pm
5149,Leopard Club ,(Latins) ,1214 Leopard St. ,Corpus Christi,TX,,Bars/Clubs,,,,1986,4/20/2022 2:05pm
3437,Hill City News & Novelty ,,1214 Washington ,Vicksburg,MS,,Book Store,,,,1986,3/16/2022 12:26am
1093,Ben Her Books ,"(Erotica, flicks)",1215 Polk,San Francisco,CA,"(*),(F&S)","Book Store,Erotic Shop",,,,1986,2/13/2022 3:02pm
5224,T.J.'s ,(Many L) ,1215 University Dr. E. ,Denton,TX,"(P),(L),(PT)",Bars/Clubs,,,,1986,4/20/2022 2:05pm
4781,Kennel Club ,(Punk Disco) ,1215 Walnut Ave. ,Philadelphia,PA,"(P),(V),(D),(*)",Bars/Clubs,,,,1986,4/12/2022 6:00pm
4803,SMC Club ,,1215 Walnut St. ,Philadelphia,PA,,Bars/Clubs,,,,1986,4/12/2022 6:00pm
1303,First Amendment Adult Book Store,(Cruisy) ,1216 W. Colorado,Colorado Springs,CO,,"Book Store,Erotic Shop,Cruising Areas",,,,1986,6/7/2022 1:26pm
1323,Denver Sandwich Co.,,1217 E. 9th Ave.,Denver,CO,(R),Restaurant,,,,1986,2/12/2022 7:53pm
1112,Headlines ,"(Gifts, accessories) ",1217 Polk St.,San Francisco,CA,(*),Erotic Shop,,,,1986,2/13/2022 3:02pm
4625,Flossie's ,(Liquor) ,1217 S.W. Stark ,Portland,OR,"(PT),(D),(RT),(*)",Bars/Clubs,,,,1986,4/9/2022 1:09pm
2436,Ten ,(Some L) ,1218 N. Pennsylvania ,Indianapolis,IN,"(L),(D),(R),(*)","Restaurant,Bars/Clubs",,,,1986,3/2/2022 5:56pm
4812,Uncles ,,1220 Locust St.,Philadelphia,PA,(R),Restaurant,,,,1986,4/12/2022 6:00pm
1290,Hub,(Disco),1220 Pine St.,Walnut Creek,CA,"(*),(D)",Bars/Clubs,,,,1986,2/12/2022 11:59am
4565,Rustic ,,1221 Memorial ,Tulsa,OK,"(P),(L),(D)",Bars/Clubs,,,,1986,4/8/2022 2:14pm
5657,Marshall's Office,,1224 Howell,Seattle,WA,(W),Bars/Clubs,,,,1986,4/22/2022 1:32pm
1660,Where the Boys Are,,1224 S. Dixie Hwy.,Hollywood,FL,,Bars/Clubs,,,,1986,2/15/2022 11:19pm
1046,Shag's,,1225 Folsom St.,San Francisco,CA,(V),Theatre,,,,1986,2/13/2022 3:02pm
1506,Mr. Henry's,,1225 Wisconsin Ave. N.W.,Washington,D.C.,"(M),(R)",Restaurant,,,(Georgetown) ,1986,2/15/2022 6:15pm
4838,Norreh Social Club ,(Cruisy) (Main floor has R) (2nd floor has Some L) ('Basement 'Rathskeller' has some SM) (Open til 3am) ,1226 Herron Ave.,Pittsburgh,PA,"(P),(*),(R),(L),(SM)","Bars/Clubs,Restaurant,Cruising Areas",,,,1986,6/7/2022 1:27pm
2560,Rowdie's ,"(Some M, L) ",1227 4th St.,Sioux City,IA,"(M),(L),(S),(PT)",Bars/Clubs,,,,1986,3/3/2022 8:03pm
3563,Ol' Time Barbers ,,1227 Helen Ave.,Missoula,MT,(M),Bars/Clubs,,,,1986,3/16/2022 2:29pm
1508,Naples,(Hustlers) ,1227 New Y ork Ave. N.W.,Washington,D.C.,(RT),Bars/Clubs,,,,1986,2/15/2022 6:16pm
1095,Body Center ,(Gym) ,1230 Sutter St.,San Francisco,CA,,Gym,,,,1986,2/13/2022 3:02pm
420,M.C.C.,,1231 Locust St.,Long Beach,CA,(MCC),Religious Institution,,,,1986,6/7/2022 12:44pm
4957,Our Place ,(Late) ,1232 Assembly St. ,Columbia,SC,(*),Bars/Clubs,,,,1986,4/12/2022 7:02pm
4324,All Saints Church ,,1232 Ida,Cincinnati,OH,,Religious Institution,,,,1986,6/7/2022 12:34pm
3643,Hi Ho Lodge ,"(Hot tubs, Jaccuzis & waterbeds) ",1233 E. 4th St. ,Reno,NV,(H),Hotel,,,,1986,3/16/2022 11:49pm
1813,Z,(Disco) (Sun T-D*) ,1235 Washington Ave.,Miami Beach,FL,"(M),(D),(*)",Bars/Clubs,,,,1986,2/18/2022 1:29pm
1098,Carlene's of Maui,,1237 Polk,San Francisco,CA,(R),Restaurant,,,,1986,2/13/2022 3:02pm
3850,M.C. Compton's ,(Disco) ,1239 Niagara St. ,Buffalo,NY,"(L),(D),(*)",Bars/Clubs,,,,1986,3/24/2022 7:35pm
2747,Golden Lantern ,,1239 Royal St. ,New Orleans,LA,,Bars/Clubs,,,,1986,3/6/2022 9:54pm
5831,Brady East Clinic,,1240 E. Brady ,Milwaukee,WI,,Bars/Clubs,,,,1986,4/25/2022 1:29pm
4836,Jackson's ,,1241 Penn Ave. ,Pittsburgh,PA,"(R),(*)",Restaurant,,,,1986,4/12/2022 6:00pm
4829,Crossover Lounge ,"(Some W, SM) (Cruisy) (N. side of West End Bridge) ",1241 Western Ave. ,Pittsburgh,PA,"(W),(SM),(*)","Bars/Clubs,Cruising Areas",,,,1986,6/7/2022 1:26pm
662,Adult Book Store,,1245 McHenry,Modesto,CA,,"Book Store,Erotic Shop",,,,1986,2/3/2022 11:12pm
1381,Frannie's Lost & Found,(Some L) ,1246 Main St.,Bridgeport,CT,(L),Bars/Clubs,,,,1986,2/12/2022 9:16pm
1402,Red Lantern Book Store,,1247 Main St.,East Hartford,CT,,Book Store,,,,1986,2/14/2022 11:52pm
2920,Boston Ramrod ,,1254 Boylston St. ,Boston,MA,"(SM),(W),(*)",Bars/Clubs,,,,1986,3/11/2022 12:00pm
2031,Broad St. News,(Books) ,1254 Broad St.,Augusta,GA,,Book Store,,,,1986,2/23/2022 2:23pm
396,Back Door,,1255 West Ave. I,Lancaster,CA,"(PT),(D)",Bars/Clubs,,,,1986,1/28/2022 11:30pm
3205,Famous Door ,(Disco) (Closed Sun.) ,1256 Griswald ,Detroit,MI,"(B),(YC),(D),(*)",Bars/Clubs,,,at State,1986,3/12/2022 3:19pm
1153,Black Feather ,,1257 Taylor St.,San Francisco,CA,,Bars/Clubs,,,,1986,2/13/2022 3:02pm
1259,Westbay M.C.C.,,1260 18th St.,Santa Monica,CA,(MCC),Religious Institution,,,,1986,6/7/2022 12:48pm
1669,Junction,,1261 King St.,Jacksonville,FL,"(N),(OC)",Bars/Clubs,,,,1986,2/15/2022 11:24pm
5047,Encore Cards & Gifts,,1266 Madison Ave. ,Memphis,TN,,Book Store,,,,1986,4/13/2022 2:18pm
5056,J-Wag's Bar,"(C-AH) (Some B, RT) ",1268 Madison Ave.,Memphis,TN,"(C),(AH),(BYOB),(B),(RT)",Bars/Clubs,,,,1986,4/13/2022 2:18pm
2966,Twelve-Seventy Club,(3 floors) (Disco) (Unisex) ,1270 Boylston St.,Boston,MA,"(*),(D)",Bars/Clubs,,,,1986,3/11/2022 12:00pm
1022,Canary Island,(R-Cl. Sun.-Tue.) ,1270 Harrison St.,San Francisco,CA,(R),Restaurant,,,,1986,2/13/2022 3:02pm
3650,Saddle Room,(Downstairs at Chute #1) ,1278 S. Virginia ,Reno,NV,"(*),(D)",Bars/Clubs,,,,1986,3/16/2022 11:49pm
3637,Chute #1 ,(Cruisy) (Disco upstairs) ,1278 S. Virginia 1030 W. 2nd St. ,Reno,NV,"(*),(D)","Bars/Clubs,Cruising Areas",,,,1986,6/7/2022 1:25pm
3186,F.B.I ,"(Food & Booze, Inc.) (Bar & beach) (Cruisy summer-WE) ",1280 Shoreline Dr. ,Brooklyn,MI,"(*),(H),(PT),(D),(SM),(W)","Hotel,Bars/Clubs,Cruising Areas",,,,1986,6/7/2022 1:31pm
4384,Water Street Dan's ,,1281 W. 9th St. ,Cleveland,OH,"(R),(*)",Restaurant,,,,1986,4/8/2022 12:53pm
760,Pleasure Spa,(Baths) ,1284 S. Garey Ave.,Pomona,CA,(P),Bathhouses,,,,1986,2/6/2022 1:56pm
4358,Club Cleveland II ,(West 9th Club) ,1293 W. 9th ,Cleveland,OH,"(CBC),(*),(P)",Bathhouses,,,,1986,4/8/2022 12:53pm
3645,Imagine That,(Disco) (WE*) (L only) (S-WE) ,1295 E. 2nd St. ,Reno,NV,"(D),(WE),(*),(L),(S)",Bars/Clubs,,,,1986,3/16/2022 11:49pm
1475,Clubhouse,(Disco) (WE only *),1296 Upshur St. N.W .,Washington,D.C.,"(P),(B),(YC),(D),(WE),(*)",Bars/Clubs,,,,1986,6/7/2022 2:24pm
4635,Old Wives Tale,,1300 E. Burnside,Portland,OR,"(M),(L),(R)",Restaurant,,,,1986,4/9/2022 1:09pm
1836,Silver Hammer,(W & Levi) ,1300 N. Mills Ave.,Orlando,FL,"(W),(PT),(*)",Bars/Clubs,,,,1986,2/18/2022 1:54pm
5127,Uncle Charlie's ,(Disco) ,1301 Lavaca ,Austin,TX,"(YC),(D),(*)",Bars/Clubs,,,,1986,4/20/2022 2:05pm
2035,Curiosity Pub,"(Upstairs M - Some Military, * Hustlers downstairs) ","1302 13th St,",Columbus,GA,"(M),(*)",Bars/Clubs,,,,1986,2/23/2022 2:25pm
2752,I-Beam,,1302 Allon St.,New Orleans,LA,(N),Bars/Clubs,,,,1986,3/6/2022 9:54pm
4540,Our Place,(Snacks) ,1302 N.W. Penneylvania,Oklahoma City,OK,"(OC),(L)",Bars/Clubs,,,,1986,4/8/2022 2:14pm
648,Roosterfish,,1302 W ashington ,Venice,CA,,Bars/Clubs,,,,1986,2/2/2022 2:57pm
1622,Allen's,,1303 Del Prado,Ft. Myers,FL,"(L),(E)",Bars/Clubs,,,,1986,2/15/2022 9:28pm
256,Adult Bookstore,,1304 19th St.,Bakersfield,CA,,"Book Store,Erotic Shop",,,,1986,1/28/2022 12:09pm
4763,Cafe LaFitte,(Some OC) ,1304 Drury Lane,Philadelphia,PA,"(R),(OC)",Restaurant,,,,1986,4/12/2022 6:00pm
46,David's ,(Disco) (Some L) (WE*) ,1304 Spring Hill Ave.,Mobile,AL,"(PT),(D),(S),(L),(WE),(*)",Bars/Clubs,,,,1986,6/7/2022 2:24pm
5716,Jerry's Adult Bookstore,(Cruisy - Military) ,1305 Commerce,Tacoma,WA,(M),"Book Store,Erotic Shop,Cruising Areas",,,,1986,6/7/2022 1:31pm
379,Little Shrimp,"(Piano bar—
patio in summer)",1305 S. Coast Hwy.,Laguna Beach,CA,"(*),(R),(E)",Restaurant,,,,1986,1/28/2022 11:16pm
4779,Justine's ,,1306 Drury Lane,Philadelphia,PA,,Bars/Clubs,,,,1986,4/12/2022 6:00pm
5595,Great Northern Book Store,,1306 Railroad Ave.,Bellingham,WA,,Book Store,,,,1986,4/21/2022 11:56pm
2036,Deep Purple,(Some B) ,1307 1st Ave.,Columbus,GA,(B),Bars/Clubs,,,,1986,2/23/2022 2:26pm
2543,Our Place ,(Some YC) (Disco) ,1307 Locust ,Des Moines,IA,"(YC),(PT),(D),(*)",Bars/Clubs,,,,1986,3/3/2022 8:03pm
4801,Seasons Again,,1308 Drury Lane ,Philadelphia,PA,,Bars/Clubs,,,off 13th ,1986,4/12/2022 6:00pm
5249,D.J.'s ,,1308 St. Louis St. ,Ft. Worth,TX,(R),Restaurant,,,,1986,4/20/2022 2:05pm
5635,Crypt ,"(Leather, cloths, toys, erotica, etc.) ",1310 E. Union St.,Seattle,WA,(*),Erotic Shop,,,,1986,4/22/2022 1:32pm
1641,Goering's Book Store,(Serious books-- Sometimes cruisy) ,1310 W. U niversity,Gainesville,FL,,"Book Store,Cruising Areas",,,,1986,6/7/2022 1:31pm
2577,M.C.C.,,1310-A E. 123rd Terrance ,Kansas City,KS,(MCC),Religious Institution,,,,1986,6/7/2022 12:44pm
1130,Q.T. ,(Hustlers) ,1312 Polk St.,San Francisco,CA,"(*),(E)",Bars/Clubs,,,,1986,2/13/2022 3:02pm
5672,Sultan's Palace Cinema,,1313 1st Ave.,Seattle,WA,,Theatre,,,,1986,4/22/2022 1:32pm
661,Adult Book Store,,1313 McHenry,Modesto,CA,,"Book Store,Erotic Shop",,,,1986,2/3/2022 11:12pm
4691,Eastern Adult Books,,1313 State St. ,Erie,PA,,"Book Store,Erotic Shop",,,,1986,6/7/2022 12:54pm
5329,Pigasus ,(Baths) ,1314 Rosalie ,Houston,TX,"(SM),(FFA),(*)",Bathhouses,,,,1986,4/20/2022 2:05pm
4797,Quincy's Bar & R,,1314 Walnut St. ,Philadelphia,PA,"(R),(*)","Bars/Clubs,Restaurant",,,,1986,4/12/2022 6:00pm
5655,Magazine City Adult Books,,1315 3rd Ave.,Seattle,WA,,"Book Store,Erotic Shop",,,,1986,6/7/2022 12:57pm
5721,Pete's Tavern ,,1315 Commerce,Tacoma,WA,"(L),(PT)",Bars/Clubs,,,,1986,4/22/2022 1:32pm
1948,Flutters,(Disco) (WE*) ,1316 S. Westover,Albany,GA,"(YC),(D),(S),(WE),(*)",Bars/Clubs,,,,1986,2/22/2022 7:39pm
5598,Toyon ,,1317 1/2 N. State St.,Bellingham,WA,"(D),(PT),(L)",Bars/Clubs,,,,1986,4/21/2022 11:56pm
3629,Red Barn ,(Games & slots) (Looking up again) ,1317 E. Tropicana ,Las Vegas,NV,,Bars/Clubs,,,nr. Maryland Pkwy. ,1986,3/16/2022 11:49pm
5718,Jo-Max Book Store,,1318 Pacific Ave.,Tacoma,WA,,Book Store,,,,1986,4/22/2022 1:32pm
1138,Town Squire ,(Clothing) ,1318 Polk St.,San Francisco,CA,(*),Business,,,,1986,2/13/2022 3:02pm
5338,Studio 13 ,(Cabaret) (Upstairs),1318 Westheimer ,Houston,TX,(E),Bars/Clubs,,,,1986,4/20/2022 2:05pm
5702,M.C.C.,,1319 W. Cleveland,Spokane,WA,(MCC),Religious Institution,,,,1986,6/7/2022 12:44pm
1729,Southwind Motel,"(Some L, M) (Pool) ",1321 Simonton St.,Key West,FL,"(H),(L),(M)",Hotel,,,,1986,2/17/2022 6:36pm
374,Carriage House,(Bed & Breakfast) ,1322 Catalina,Laguna Beach,CA,(M),"Hotel,Restaurant",,,,1986,1/28/2022 11:14pm
2380,A&J Cafe,,1324 Meridian,Anderson,IN,,Restaurant,,,,1986,2/27/2022 11:22pm
5495,Dignity ,(Church),1327 E. 2nd So. ,Salt Lake City,UT,,Religious Institution,,,,1986,6/7/2022 12:33pm
1577,Downtown Adult Books,,1330 S.W. 1st Ave.,Ft. Lauderdale,FL,,"Book Store,Erotic Shop",,,,1986,6/7/2022 12:54pm
2786,Sidney's News Stand ,(Books) ,1332 S. Carrolton ,New Orleans,LA,,Book Store,,,,1986,3/6/2022 9:54pm
2820,Old Lyons House,(Bed & breakfast) (318) 589-2903,1335 Horridge St.,Vinton,LA,"(M),(H)","Hotel,Restaurant",,,,1986,3/6/2022 9:54pm
1136,The Paperback,(Books) ,1335 Polk St.,San Francisco,CA,(*),Book Store,,,,1986,2/13/2022 3:02pm
4298,Club Baths & Health Club of Akron ,,1339 E. Market ,Akron,OH,"(CBC),(*)",Bathhouses,,,,1986,4/8/2022 12:53pm
1882,Charlie's News Stand,,1341 Main St.,Sarasota,FL,,Book Store,,,,1986,6/7/2022 2:06pm
2434,Shirley's,(Some L) ,1341 N. Capitol ,Indianapolis,IN,"(D),(PT),(L)",Bars/Clubs,,,,1986,3/2/2022 5:56pm
2188,Glory Hole,(Flicks) ,"1343 N. Wells St,",Chicago,IL,"(D),(S)","Theatre,Bars/Clubs",,,,1986,2/26/2022 10:12pm
1511,Other Side ,(Many L) ,1345 Half St. S.E.,Washington,D.C.,"(L),(R),(D),(*)","Restaurant,Bars/Clubs",,,,1986,2/15/2022 6:18pm
2198,Old Town Bookstore,,1345 N. Wells St. ,Chicago,IL,(*),Book Store,,,,1986,2/26/2022 10:17pm
1021,Brig,,1347 Folsom St.,San Francisco,CA,"(SM),(*),(PT)",Bars/Clubs,,,,1986,2/13/2022 3:02pm
1140,What's Up,(Books) ,1347 Polk St.,San Francisco,CA,(*),Book Store,,,,1986,6/7/2022 2:02pm
5041,Across the Street,,1349 Madison ,Memphis,TN,(N),Bars/Clubs,,,,1986,4/13/2022 2:18pm
2178,Bijou Theatre,,1349 N. Wells St. ,Chicago,IL,,Theatre,,,,1986,2/26/2022 10:05pm
433,1350 Club ,(Baths) ,1350 Locust,Long Beach,CA,"(YC),(P),(*)",Bathhouses,,,,1986,1/31/2022 12:31pm
1017,Ambush,"(Some W, SM, FFA) (Cruisy) (Beer & wine) ",1351 Harrison,San Francisco,CA,"(*),(W),(SM),(FFA),(R)","Restaurant,Cruising Areas",,,,1986,6/7/2022 1:16pm
4360,Downtown Books,,1352 W. 6th St. ,Cleveland,OH,,Book Store,,,,1986,4/8/2022 12:53pm
916,Rendezvous ,,1355 5th Ave.,San Diego,CA,(R),Restaurant,,,,1986,2/7/2022 11:40am
2180,Carol's Speakeasy ,(Macho) (Disco) (SM Room) (Great Mon.) ,1355 N. Wells St.,Chicago,IL,"(*),(P),(YC),(D),(SM)",Bars/Clubs,,,,1986,2/26/2022 10:07pm
1890,T.J.'s Upper Deck,(Upstairs) ,1359 1/2 Main St.,Sarasota,FL,"(R),(*)",Restaurant,,,,1986,2/18/2022 2:54pm
3737,Adult Books,(Some L) ,1359 River Road,Lakewood,NJ,"(M),(L)","Book Store,Erotic Shop",,,,1986,6/7/2022 12:51pm
5059,Midtown Theatre Arcade ,,1360 Poplar ,Memphis,TN,(*),Theatre,,,,1986,4/13/2022 2:18pm
5046,Eighth Day ,,1382 Poplar,Memphis,TN,(L),Bars/Clubs,,,,1986,4/13/2022 2:18pm
5520,Buccaneer Country Lodge,"(Bed & breakfast) (Bunkhouse) (Pool & spa) (802) 253-4772, ",1390 Mountain Rd. ,Stowe,VT,"(*),(H),(PT)",Hotel,,,,1986,4/21/2022 12:28am
1087,Phone Booth,,1398 S. Van Ness,San Francisco,CA,,Bars/Clubs,,,,1986,2/13/2022 3:02pm
185,The Bookstore Southwest,,1400 S. Alvernon,Tucson,AZ,"(S),(F&S)",Book Store,,,,1986,1/26/2022 7:33pm
4369,Isis Club ,(L only) ,1400 W. 6th St. ,Cleveland,OH,"(P),(E),(D),(*),(L)",Bars/Clubs,,,,1986,4/8/2022 12:53pm
2335,The Regulator ,,1400 W. Jackson ,Macomb,IL,"(M),(YC)",Bars/Clubs,,,,1986,2/27/2022 9:03pm
2111,Question Mark II,(WE*) ,1401 Kalakaua ,"Waikiki Beach, Oahu",HI,"(WE),(N),(*)",Bars/Clubs,,,,1986,2/26/2022 4:36pm
372,Beach Men,(Clothing) (Enter next to Boom Boom Room off Mountain Rd.) ,1401 S. Coast Hwy.,Laguna Beach,CA,,Business,,,,1986,1/28/2022 11:13pm
373,Boom Boom Room,(Game room) (Cruisy) (Small Disco) (Enter thru side door or thru Tap Room) Coast Inn,1401 S. Coast Hwy.,Laguna Beach,CA,"(*),(YC),(D)","Bars/Clubs,Cruising Areas",,,,1986,6/7/2022 1:25pm
376,Coast Inn,,1401 S. Coast Hwy.,Laguna Beach,CA,"(M),(R),(H)","Restaurant,Hotel",,,,1986,1/28/2022 11:15pm
383,Tap Room,(Entrance next door to R) Coast Inn,1401 S. Coast Hwy.,Laguna Beach,CA,"(WE),(R)",Restaurant,,,,1986,1/28/2022 11:18pm
2728,Chaps ,(New & New Wave) ,1401 St. Charles St.,New Orleans,LA,"(M),(N),(R)",Restaurant,,,,1986,3/6/2022 9:54pm
3427,Warehouse ,,1402 Jackson Ave.,Oxford,MS,"(M),(YC),(D),(E)",Bars/Clubs,,,,1986,3/16/2022 12:26am
3630,Snick's ,,1402 S. 4th St. ,Las Vegas,NV,"(PT),(N)",Bars/Clubs,,,,1986,3/16/2022 11:49pm
1510,Olympic Baths,(2nd floor) ,1405 'H ' St. N.W.,Washington,D.C.,(IGHC),Bathhouses,,,,1986,2/15/2022 6:17pm
