ID2,title,amenityfeatures,description,streetaddress,type,city,state,Year,unclear_address,unclear type or question,notes,Last Modified
4166,Friars Inn,"(YC),(D),(*)",(Disco) (Macho),248 Monroe Ave.,Bars/Clubs,Rochester,NY,1987,,,,6/11/2022 12:25am
4167,Gallery ,"(M),(R)",,113 State St.,Restaurant,Rochester,NY,1987,,,,6/11/2022 12:25am
4168,Gay Alliance & Empty Closet Press,,(Publication) (716) 244-8640 & 244-9030 (6-8),713 Monroe Ave.,Publication,Rochester,NY,1987,,,,6/11/2022 12:26am
4169,Granite Rose Cafe,"(M),(R)",,1038 S. Clinton Ave.,Restaurant,Rochester,NY,1987,,,,6/11/2022 12:26am
4170,Idols,"(M),(D)",(New Wave)(Disco),123 Liberty Pole Way,Bars/Clubs,Rochester,NY,1987,,,,6/11/2022 12:27am
4171,Iggy's Study ,(R),, 54 Park Ave.,Restaurant,Rochester,NY,1987,,,,6/11/2022 12:27am
4172,Jazzberry's,"(R),(E)",,713 Monroe St.,Restaurant,Rochester,NY,1987,,,,6/11/2022 12:27am
4173,Liberty,"(*),(YC),(D),(W),(S),(WE)",(Disco),88 Liberty Pole Way,Bars/Clubs,Rochester,NY,1987,,,,6/11/2022 12:28am
4175,Parent's F.L.A.G.,,,153 Liberty Pole Way,Organization,Rochester,NY,1987,,,,6/11/2022 12:29am
4176,Roman Sauna Baths,"(IGHC),(*)",(Tanning Salon),109 Liberty Pole Way,Bathhouses,Rochester,NY,1987,,,,6/11/2022 12:29am
4177,Rosie's,"(D),(L)",(Disco) (Cl. Mon.),201 Monroe,Bars/Clubs,Rochester,NY,1987,,,,6/11/2022 12:30am
4178,Silkwood Books,(L),,633 Monroe Ave.,Book Store,Rochester,NY,1987,,,,6/11/2022 12:30am
4179,Snake Sisters Cafe,(R),,666 South St.,Restaurant,Rochester,NY,1987,,,,6/11/2022 12:31am
4180,Tara,"(OC),(E)",(Piano bar),395 Andrews St.,Bars/Clubs,Rochester,NY,1987,,,,6/11/2022 12:32am
4181,Two Twelve Club,(L),,212 Colvin St.,Bars/Clubs,Rochester,NY,1987,,,,6/11/2022 12:32am
4182,Village Green Books,(M),,766 Monroe Ave.,Book Store,Rochester,NY,1987,,,,6/11/2022 12:32am
4188,Bunk House,"(*),(W),(D)",(Disco) (Montauk Hwy.),192 N. Main St.,"Cruising Areas,Bars/Clubs",Sayville,NY,1987,,,,6/11/2022 12:34am
4189,Coachman's Corner,,(Some OC) ,239 N. Main St.,Bars/Clubs,Sayville,NY,1987,,,,6/11/2022 12:34am
4191,Adult World Books,,,1700 State St.,Book Store,Schenectady,NY,1987,,,,6/11/2022 12:35am
4192,Blythwood,(PT),,50 N. Jay St.,Bars/Clubs,Schenectady,NY,1987,,,,6/11/2022 12:36am
4193,Falcon ,"(YC),(D)",(Disco),1924 Curry Rd.,Bars/Clubs,Schenectady,NY,1987,,,,6/11/2022 12:37am
4196,Crystals,"(D),(L),(*)",(Disco)(Some L),863 W. Jerricho Tpke.,Bars/Clubs,Smithtown,NY,1987,,,,6/11/2022 12:42am
4198,Adult World & Playhouse Cinema,,(Cruisy 24 hrs.),2870 Erie Blvd. E.,"Cruising Areas,Theatre",Syracuse,NY,1987,,,,6/11/2022 12:43am
4199,Blue Skies,"(D),(R)","(Disco)(Lunches)(Patio)
(Rooms above)",212 N. Franklin St.,"Restaurant,Bars/Clubs",Syracuse,NY,1987,,,,6/11/2022 12:43am
4200,Bunk House,"(W),(SM),(OC),(AH),(*)","(SomeW,SM,OC",306 S. Warren,Bars/Clubs,Syracuse,NY,1987,,,,6/11/2022 12:45am
4202,Laurel Tree ,"(L),(D),(*)",(Disco) (2floors),210 Hawley,Bars/Clubs,Syracuse,NY,1987,,,,6/11/2022 12:45am
4203,Le Paris Bookstore ,,,307 W. Fayette,Book Store,Syracuse,NY,1987,,,,6/11/2022 12:45am
4204,M.C.C.,,,819 Madison St.,Religious Institution,Syracuse,NY,1987,,,,6/11/2022 12:45am
4205,Mr.T's,"(V),(OC),(*)",,218 N. Franklin S,Bars/Clubs,Syracuse,NY,1987,,,,6/11/2022 12:46am
4206,Ryan's Someplace Else,"(YC),(D),(V),(WE),(*)",(Disco),408-410 Pearl St.,Bars/Clubs,Syracuse,NY,1987,,,,6/11/2022 12:47am
4207,Travelers Sauna Baths,, (Scruffy) ,309 S. Warren,Bathhouses,Syracuse,NY,1987,,,,6/11/2022 12:47am
4213,132 N. Main,"(P),(*)",(Summer guest house)  (Easthampton),132 N. Main,Hotel,The Hamptons,NY,1987,,,,6/11/2022 12:51am
4220,Reflections,(L),(Many L) ,1724 W. Oriskany St.,Bars/Clubs,Utica,NY,1987,,,,6/11/2022 12:56am
4221,That Place,"(*),(YC),(D),(V),(PT)",(Disco),216 Bleecker St.,Bars/Clubs,Utica,NY,1987,,,,6/11/2022 12:56am
4226,Don Juan,"(M),(R)",,535 Old County Rd.,Restaurant,Westbury,NY,1987,,,,6/11/2022 1:27am
4227,T.C. & Company,"(*),(D),(PT),(L)",,121 Woodfield,Bars/Clubs,West Hempstead,NY,1987,,,,6/11/2022 1:27am
4230,Goodtime Charlie's,"(M),(*)",(Many peeps),3287 Niagara Falls Blvd.,Cruising Areas,Wheatfield,NY,1987,,,,6/11/2022 1:31am
4231,Barbara's ,"(L),(D),(*)",,359 Mamaroneck Ave.,Bars/Clubs,White Plains,NY,1987,,,,6/11/2022 1:31am
4236,Excuses,"(D),(E),(S)",,590 Nepperham Ave.,Bars/Clubs,Yonkers,NY,1987,,,,6/11/2022 1:34am
4238,Cockatoo,"(P),(YC),(L),(D),(*)","(Some YC,L)(Disco)",45 Cherry St.,Bars/Clubs,Asheville,NC,1987,,,,6/11/2022 1:36am
4239,Denny's ,"(M),(R),(C),(AH)",,1 Regent Park Blvd.,Restaurant,Asheville,NC,1987,,,,6/11/2022 1:37am
4241,Hitching Post,"(P),(W),(PT)",, 85 Patton Ave.,"Cruising Areas,Bars/Clubs",Asheville,NC,1987,,,,6/11/2022 1:38am
4242,Howard Johnson's,"(M),(R),(C),(AH)",,190 Hendersonville Rd.,Restaurant,Asheville,NC,1987,,,,6/11/2022 1:38am
4243,O'Henry's,"(M),(R)",,59 Haywood St.,Restaurant,Asheville,NC,1987,,,,6/11/2022 1:38am
4244,Trax,"(YC),(D)",(Disco)(Looking good),38 N. French Ave.,Bars/Clubs,Asheville,NC,1987,,,,6/11/2022 1:39am
4248,Crook's Corner,"(M),(R)",(Beer & wine),610 Franklin St.,Restaurant,Chapel Hill,NC,1987,,,,6/11/2022 1:41am
4252,Airport News,(*),(Late*),6101 Wilkinson Blvd.,Book Store,Charlotte,NC,1987,,,,7/13/2022 8:45am
4253,Chap’s,,(Bookstore),919 W. Morehead,"Cruising Areas,Book Store",Charlotte,NC,1987,,,,6/11/2022 1:43am
4254,City Nights,"(D),(*)",(Disco),1615 Elizabeth Ave.,Bars/Clubs,Charlotte,NC,1987,,,,6/11/2022 1:44am
4255,Club South Baths,,,1708 South Blvd.,Bathhouses,Charlotte,NC,1987,,,,6/11/2022 1:44am
4256,Eros Bookstore,,,2215 Berryville Rd. ,Book Store,Charlotte,NC,1987,,,,6/11/2022 1:45am
4258,Josh's,"(M),(R)",,224 East Blvd.,Restaurant,Charlotte,NC,1987,,,,6/11/2022 1:45am
4259,M.C.C.,,,229 Austin Dr.,Religious Institution,Charlotte,NC,1987,,,,6/11/2022 1:46am
4260, New Life M.C.C. ,,,2121 Commonwealth,Religious Institution,Charlotte,NC,1987,,,,6/11/2022 1:46am
4261,New Brass Rail,"(P),(PT),(W),(OC),(*)",(Sun.Brunch),3513 Wilkinson Blvd.,"Cruising Areas,Bars/Clubs",Charlotte,NC,1987,,,,6/11/2022 1:47am
4262,Oleen's Lounge,"(S),(YC),(L),(D),(PT),(*)","(YC, L, ’Drags')(Disco",1831 South Blvd.,Bars/Clubs,Charlotte,NC,1987,,,,6/11/2022 1:48am
4263,Scorpio's,"(*),(P),(D),(YC)",(Disco)(Patio & pool),2301 Freedom Dr.,Bars/Clubs,Charlotte,NC,1987,,,,6/11/2022 1:48am
4265,Van's Love Boutique,,('Toys/etc.) ,4409-A N. Tryon,Erotic Shop,Charlotte,NC,1987,,,,6/11/2022 1:49am
4272,Alternatives,"(M),(E)",,605 W. Chapel Hill Rd.,Bars/Clubs,Durham,NC,1987,,,,6/11/2022 1:53am
4273,Imperial 400 Motel,,,605 W. Chapel Hill Rd.,Hotel,Durham,NC,1987,,,,6/11/2022 1:53am
4274,Lakewood Book Mart,(*),,502 Lakewood,"Cruising Areas,Book Store",Durham,NC,1987,,,,7/13/2022 8:43am
4275,Power Company,"(P),(YC),(D),(*)",(Disco),315 W. Main St.,Bars/Clubs,Durham,NC,1987,,,,6/11/2022 1:56am
4276,Swingers Book Store,,,3310 Guess Rd.,Book Store,Durham,NC,1987,,,,6/11/2022 1:56am
4281,Executive Book Store,,,4431 Bragg Blvd.,Book Store,Fayetteville,NC,1987,,,,6/11/2022 1:59am
4282,Fountainhead News,(*),,3712 Bragg Blvd.,"Cruising Areas,Book Store",Fayetteville,NC,1987,,,,7/13/2022 8:45am
4283,Stonewood Lounge,"(P),(D),(S),(*)",(Disco),346 Wilkes Rd.,Bars/Clubs,Fayetteville,NC,1987,,,,6/11/2022 2:01am
4284,Swedish Erotica Bookstore,,,4431 Bragg Blvd.,Book Store,Fayetteville,NC,1987,,,,6/11/2022 2:01am
4288,West Main Adult Books,,"(Peep shows, etc.)",414 W. Main,Book Store,Gastonia,NC,1987,,,,6/11/2022 2:03am
4289,Busby's,"(P),(YC),(*),(D)",(Disco),330 Bellemeade St.,Bars/Clubs,Greensboro,NC,1987,,,,6/11/2022 2:04am
4290,Dudes Book Store,,"(Flicks,etc.)",3722 High Point Rd.,"Cruising Areas,Book Store",Greensboro,NC,1987,,,,6/11/2022 2:04am
4291,Encore,"(*),(YC),(D),(S),(AH)",(Disco) (Thu.-Sat.-Sun.),1011 Arnold St.,Bars/Clubs,Greensboro,NC,1987,,,,6/11/2022 2:05am
4292,Hart's Book Store,,,109 McGee,Book Store,Greensboro,NC,1987,,,,6/11/2022 2:06am
4293,Matchbox Adult Center,,,1203 E. Besse,Cruising Areas,Greensboro,NC,1987,,,,6/11/2022 2:06am
4294,St. Mary's M.C.C.,,,3010 Monterey St.,Religious Institution,Greensboro,NC,1987,,,,6/11/2022 2:06am
4295,The Palms,"(P),(E),(W),(L),(S),(*)","(Some W,L)",413 N. Eugene,Bars/Clubs,Greensboro,NC,1987,,,,6/11/2022 2:07am
4296,White Rabbit Books,,,1833 Spring Garden St.,Book Store,Greensboro,NC,1987,,,,6/11/2022 2:07am
4303,M.C.C.,,,32 Buist Ave.,Religious Institution,Greenville,NC,1987,,,,6/11/2022 2:10am
4304,Paddock Club,"(P),(D)",(Disco) (Opens 8pm),1008 Dickinson Ave.,Bars/Clubs,Greenville,NC,1987,,,,6/11/2022 2:11am
4306,Fantasies,"(P),(L),(S),(D),(*)",(L-Wed.),708 1st Ave. S.W.,Bars/Clubs,Hickory,NC,1987,,,,6/11/2022 2:13am
4307,Tree Tops,"(YC),(D),(S),(*)",(Disco),246 14th Ave. N.E.,Bars/Clubs,Hickory,NC,1987,,,,6/11/2022 2:13am
4308,Parkers News,,,339 S. Main,"Cruising Areas,Book Store",High Point,NC,1987,,,,7/13/2022 8:46am
4309,Friends,"(P),(YC),(D),(S),(*)",(Disco),1551 Lejeune Blvd.,Bars/Clubs,Jacksonville,NC,1987,,,,6/11/2022 2:14am
4314,Adult Entertainment Center,,,6804 Davis Circle,Bars/Clubs,Raleigh,NC,1987,,,,6/11/2022 2:17am
4315,Bachelors Books ,,,3411 S. Wilmington St.,Book Store,Raleigh,NC,1987,,,,6/11/2022 2:18am
4316,Camera's Eye,, (Erotica),1433 S. Wilmington,Erotic Shop,Raleigh,NC,1987,,,,6/11/2022 2:18am
4317,Capital Corral,"(*),(W),(PT),(D)",('Glitter Gulch')(Disco),313 W. Hargett,Bars/Clubs,Raleigh,NC,1987,,,,6/11/2022 2:19am
4318,Chateaux II Book Store,(*),,1210 Downtown Blvd.,Book Store,Raleigh,NC,1987,,,,6/11/2022 2:19am
4319,Detour,"(L),(E),(D)",(Some L) (Dynasty),3329 North Blvd.,Bars/Clubs,Raleigh,NC,1987,,,,6/11/2022 2:20am
4321,Glenwood Park,"(E),(L)",at Five Points,1622 Glenwood Ave.,,Raleigh,NC,1987,,,,6/11/2022 2:21am
4322,Our Place ,,(Book Store),327 W. Hargett St.,Book Store,Raleigh,NC,1987,,,,6/11/2022 2:21am
4323,St. John's M.C.C.,,,814 Dixie Trail,Religious Institution,Raleigh,NC,1987,,,,6/11/2022 2:22am
4328,Jay's,"(M),(R)",,127 E. Liberty St.,Restaurant,Salisbury,NC,1987,,,,6/11/2022 2:25am
4329,Uptown Connection,(M),(Best late Thur. & Sun.),135 E. Fisher St.,Bars/Clubs,Salisbury,NC,1987,,,,6/11/2022 2:26am
4332,David's Lounge,"(L),(YC),(D)",(Disco),114 Market St.,Bars/Clubs,Wilmington,NC,1987,,,,6/11/2022 2:27am
4333,Fountainhead News,,,7751 Carolina Beach Rd.,Book Store,Roanoke Rapids,NC,1987,,,,7/13/2022 8:46am
4335,Mirrors,"(PT),(L),(W)","(Some L,W) (Club Haven Shopping Ctr.)",5055 Country Club Rd.,Bars/Clubs,Winston-Salem,NC,1987,,,,6/11/2022 2:29am
4336,N. Liberty Books ,,, 42N. Liberty St.,Book Store,Winston-Salem,NC,1987,,,,6/11/2022 2:29am
4337,Power Company,"(P),(YC),(D),(S),(*)",(Disco)(Use side door weekdays),5045 Country Club Road at Peacehaven,Bars/Clubs,Winston-Salem,NC,1987,,,,6/11/2022 2:30am
4338,Studz Book Store,,,411 N. Liberty St.,"Cruising Areas,Book Store",Winston-Salem,NC,1987,,,,6/11/2022 2:30am
4342,Adult Book & Cinema X ,,,417 N.P. Ave.,"Erotic Shop,Book Store,Theatre",Fargo,ND,1987,,,,6/11/2022 2:34am
4343,Fryn'sPan,"(M),(R),(AH)",,300 Main St.,Restaurant,Fargo,ND,1987,,,,6/11/2022 2:35am
4344,My Place,"(L),(D),(PT),(*)",(Some L) at 10th St.,1001 First Ave. S. ,Bars/Clubs,Fargo,ND,1987,,,,6/11/2022 2:36am
4345,Old Broadway,"(M),(R)",,22 Broadway,Restaurant,Fargo,ND,1987,,,,6/11/2022 2:36am
4346,Pioneer Tavern,"(M),(OC),(PT),(WE)",,107 Broadway,Bars/Clubs,Fargo,ND,1987,,,,6/11/2022 2:36am
4349,Plain Brown Wrapper,(F&S),,102 S. 3rd St.,Bars/Clubs,Grand Forks,ND,1987,,,,7/13/2022 9:03am
4358,Adams Street Bar,(D),(Cocktail hour) (Disco),77 N. Adams,Bars/Clubs,Akron,OH,1987,,,,6/11/2022 3:03am
4359,Akron Steam & Sauna,,, 41 S. Case at River,Bathhouses,Akron,OH,1987,,,,6/11/2022 3:04am
4360,Cascade Comm. Church,,,475 W. Market St.,Religious Institution,Akron,OH,1987,,,,6/11/2022 3:04am
4362,Gentle Lady,"(M),(L)",(Some L), 782 W. Market,Bars/Clubs,Akron,OH,1987,,,,6/11/2022 3:05am
4363,Heartbeat,"(PT),(*)",,22 N. Main,Cruising Areas,Akron,OH,1987,,,,6/11/2022 3:05am
4364,Jox,"(YC),(D),(*)",(Disco),1433 S. Main,Bars/Clubs,Akron,OH,1987,,,,6/11/2022 3:06am
4366,Quest,"(L),(D),(S),(PT),(*)",(Many L)(Disco),1615 S. Arlington Rd.,Bars/Clubs,Akron,OH,1987,,,,6/11/2022 3:07am
4373,Graduate,(M),,24 W. Union,Bars/Clubs,Athens,OH,1987,,,,7/13/2022 9:03am
4377,D & L,"(P),(L)",,318 12th St.,Bars/Clubs,Canton,OH,1987,,,,6/11/2022 3:15am
4378,Five-Forty Club,"(D),(P),(*)",,540 Walnut Ave. N.E.,Bars/Clubs,Canton,OH,1987,,,,6/11/2022 3:15am
4379,300 Club,"(D),(*)",(Disco),1120 W. Tuscarawas,Bars/Clubs,Canton,OH,1987,,,,6/11/2022 3:16am
4386,All Saints Chapel,,"(Box 19096, 45219)",1222 Ida,Religious Institution,Cincinnati,OH,1987,,,,6/11/2022 3:21am
4387,Badland's Territory,"(*),(YC),(W),(SM),(AH),(WE)","(Super complex—Many rooms
& bars)(Some YC,W,SM)(Something for everyone)
(Cruisy)(AH-WE",419 Plum St.,"Bars/Clubs,Cruising Areas",Cincinnati,OH,1987,,,,7/13/2022 8:35am
4388,Crazy Ladies Bookstore,,,4168 Hamilton Ave.,Book Store,Cincinnati,OH,1987,,,,6/11/2022 3:23am
4390,Dock,"(*),(D)",(Macho) (Disco)(3rd St.),603 W. Pete Rose Way,Bars/Clubs,Cincinnati,OH,1987,,,,6/11/2022 3:24am
4392,Golden Lions,"(E),(OC)",,340 Ludlow,Bars/Clubs,Cincinnati,OH,1987,,,,7/13/2022 9:04am
4394,Integrity,,(Church) ,412 Sycamore,Religious Institution,Cincinnati,OH,1987,,,,6/11/2022 3:25am
4395,jacobers,(S),,36 W. 5th St.,Bars/Clubs,Cincinnati,OH,1987,,,,6/11/2022 3:26am
4397,Metro,"(S),(D),(M),(RT)","(Some M, RT, Punk)",616 Ruth Lyons Lane,Bars/Clubs,Cincinnati,OH,1987,,,,6/11/2022 3:27am
4398,Plum St. Pipeline,"(*),(W),(SM)",(Levi & W)(Main Hole & Leather Works) (Downstairs),241 W. Court at Plum St.,"Erotic Shop,Bars/Clubs",Cincinnati,OH,1987,,,,6/11/2022 3:29am
4399,Rusconi's,"(M),(R)",(24 hrs.),126 W. 6th St.,Restaurant,Cincinnati,OH,1987,,,,6/11/2022 3:29am
4400,Side Door ,,at Gano Alley,619 Walnut ,Bars/Clubs,Cincinnati,OH,1987,,,,6/11/2022 3:30am
4401,Simon Says,(*),(Some Hustlers) (Good cocktail hr.),428 Walnut,Bars/Clubs,Cincinnati,OH,1987,,,,6/11/2022 3:31am
4402,Spurs,"(*),(W)",(Some W),326 E. 8th St.,Cruising Areas,Cincinnati,OH,1987,,,,6/11/2022 3:31am
4403,Subway Bar & R,"(E),(R)",(Hustlers),609 Walnut,"Restaurant,Bars/Clubs",Cincinnati,OH,1987,,,,6/11/2022 3:32am
4404,2601 Club,"(*),(L),(YC),(D)",(Disco),2601 Vine St.,Bars/Clubs,Cincinnati,OH,1987,,,,6/11/2022 3:33am
4414,A Mans World,"(SM),(W),(D),(*)",,2909 Detroit Ave.,Bars/Clubs,Cleveland,OH,1987,,,,6/11/2022 3:42am
4415,Adams Row Bar & Grill,"(R),(WE),(*)",,11921 Lorain Rd.,Restaurant,Cleveland,OH,1987,,,,6/11/2022 3:43am
4416,All Adult Books,(M),,3141 W. 25th St.,Book Store,Cleveland,OH,1987,,,,6/11/2022 3:43am
4417,Attraxxions,(M),(Disco)(Parma Hts.),6757 W. 130th at Pearl,Bars/Clubs,Cleveland,OH,1987,,,,6/11/2022 3:44am
4418,Body Language,(*),"(Leather, toys, erotica) at Lorain",3291 W. 115th St.,Erotic Shop,Cleveland,OH,1987,,,,6/11/2022 3:44am
4419,Club Body Center ,"(IGHC),(*)",,1448 W. 32nd St.,Bathhouses,Cleveland,OH,1987,,,,6/11/2022 3:45am
4420,Club West 9th,(B),,1293 W. 9th,Bars/Clubs,Cleveland,OH,1987,,,,6/11/2022 3:46am
4423,Downtown Books,,,1352 W. 6th St.,Book Store,Cleveland,OH,1987,,,,6/11/2022 3:47am
4424,Gay Hotline & Community Center,, (6-10pm) (216) 651-7111,2100 Fulton,Community Center/Support Group,Cleveland,OH,1987,,,,6/11/2022 3:48am
4427,Ginzzy's,"(L),(D),(WE),(S),(*)",(SomeL)(Disco)(May be moving)(Lakewood),11840 Detroit Ave.,Bars/Clubs,Cleveland,OH,1987,,,,6/11/2022 3:53am
4428,Heck's,"(M),(R),(*)",,2927 Bridge,Restaurant,Cleveland,OH,1987,,,,6/11/2022 3:53am
4429,H.I.T. Trinity Cathedral,,,2021 E. 22nd St.,Religious Institution,Cleveland,OH,1987,,,,6/11/2022 3:53am
4430,House of Books,(M),,16500 Brookpark,"Cruising Areas,Book Store",Cleveland,OH,1987,,,,6/11/2022 3:54am
4431,Integrity,,(Church),2021 E. 22nd St.,Religious Institution,Cleveland,OH,1987,,,,6/11/2022 3:54am
4432,Isis Club,"(P),(E),(D),(*),(L)",(L only),1400 W. 6th St.,Bars/Clubs,Cleveland,OH,1987,,,,6/11/2022 3:55am
4433,Keys,"(R),(*),(D)",(Macho)(Disco)('Tops')('Hot' cocktail hour),1028 Prospect Ave.,"Cruising Areas,Restaurant,Bars/Clubs",Cleveland,OH,1987,,,,6/11/2022 3:56am
4434,Leather Stallion ,"(SM),(W),(*)",,2203 E. St. Claire Ave.,Erotic Shop,Cleveland,OH,1987,,,,6/11/2022 3:57am
4435,Legends,"(D),(AH),(WE),(*)",(Lakewood),11719 Detroit,Cruising Areas,Cleveland,OH,1987,,,,6/11/2022 3:58am
4436,Mans World,"(D),(*)",(Disco),2909 W. Detroit,,Cleveland,OH,1987,,,,6/11/2022 3:58am
4437,Over the Rainbow,"(N),(V),(W),(R),(*)",(Some W),9506 Detroit Ave.,Restaurant,Cleveland,OH,1987,,,,6/11/2022 4:02am
4438,Paperback Outlet,,(Books),2112 Prospect Ave.,Book Store,Cleveland,OH,1987,,,,6/11/2022 4:02am
4439,Park Books,(M),,1813 E. 13th St.,Book Store,Cleveland,OH,1987,,,,6/11/2022 4:03am
4440,Phase IV,"(M),(R)",,4153 Lorain,Restaurant,Cleveland,OH,1987,,,,6/11/2022 4:04am
4441,Pickwood Lounge,"(M),(PE),(OC)", (Lakewood),11633 Clifton,Bars/Clubs,Cleveland,OH,1987,,,,6/11/2022 4:04am
4442,Positions,"(L),(D),(WE),(*)",(Disco),4377 State Rd.,Bars/Clubs,Cleveland,OH,1987,,,,6/11/2022 4:05am
4443,Rawhide Saloon,(SM)," (Some SM, levis, hustlers)",4153 Lorain Ave.,Bars/Clubs,Cleveland,OH,1987,,,,6/11/2022 4:06am
4444,Ritz,"(YC),(D)",(Disco)(Sun. only *),1012 Sumner,Bars/Clubs,Cleveland,OH,1987,,,,6/11/2022 4:07am
4445,R.S.V.P.,,,13200 Shaker Square,Bars/Clubs,Cleveland,OH,1987,,,,6/11/2022 4:07am
4446,Six Twenty Club,,(Was closed—may be reopening) betw. 6th & 9th Sts. W.,620 Frankfort,Bars/Clubs,Cleveland,OH,1987,,,,6/11/2022 4:08am
4447,Tomahawk,(OC),,11217 Detroit Ave.,Bars/Clubs,Cleveland,OH,1987,,,,6/11/2022 4:09am
4448,Turkey Ridge,(R),(Cleveland Hts.),1852 Coventry,Restaurant,Cleveland,OH,1987,,,,6/11/2022 4:09am
4449,Water Street Dan's,"(R),(*)",(Sun.brunch),1281 W. 9th St.,Restaurant,Cleveland,OH,1987,,,,6/11/2022 4:10am
4459,Campus Arcade,,(24 hrs.), N. High St.,Business,Columbus,OH,1987,,,,6/11/2022 4:15am
4460,Club Columbus Health Club,"(P),(YC),(*)",,1575 E. Livingston,Bathhouses,Columbus,OH,1987,,,,6/11/2022 4:16am
4461,Columbus Eagle Bar,"(*),(D),(PT),(SM),(W)",(Disco)('Eagle's Nest' in back—SM & W)(Open Sun.),232 N. 3rd,Bars/Clubs,Columbus,OH,1987,,,,6/11/2022 4:16am
4462,Fan the Flames,(L),(Books),65 S. 4th St.,Book Store,Columbus,OH,1987,,,,6/11/2022 4:17am
4465,Herby's,"(D),(E),(PT),(R),(WE),(*)",(DJ),349 Marconi,Restaurant,Columbus,OH,1987,,,,6/11/2022 4:19am
4466,Jillian's,(D),(Disco),129 Nationwide Blvd.,Bars/Clubs,Columbus,OH,1987,,,,6/11/2022 4:20am
4467,Lion's Den Bookstore ,(F&S),(Peeps),4309 Westerville Rd.,Book Store,Columbus,OH,1987,,,,6/11/2022 4:21am
4468,Mel's Place,"(L),(R)",(Some L),785 Bank St.,Restaurant,Columbus,OH,1987,,,,6/11/2022 4:21am
4469,M.C.C.,,,1253 N. High St.,Religious Institution,Columbus,OH,1987,,,,6/11/2022 4:22am
4471,Summit Station,"(YC),(L),(D),(S)",(L only),2210 Summit St.,Bars/Clubs,Columbus,OH,1987,,,,6/11/2022 4:22am
4472,Tradewinds II,"(*),(W),(SM),(PT),(D)",(Adj. Fort Dicks—W-Disco-D),117 E. Chestnut,Bars/Clubs,Columbus,OH,1987,,,,6/11/2022 4:24am
4473,Trends,"(YC),(D),(E),(*)",(Disco)(Adj. Garage Disco),40 E. Long St.,Bars/Clubs,Columbus,OH,1987,,,,6/11/2022 4:26am
4474,The Exchange,,(Leather shop at Tradewinds II),117 E. Chestnut,Erotic Shop,Columbus,OH,1987,,,,6/11/2022 4:27am
4475,The Grotto,(PT),(Disco)(GoodSun.),40 E. Long St.,"Cruising Areas,Bars/Clubs",Columbus,OH,1987,,,,6/11/2022 4:28am
4476,Village Junction,"(M),(R),(C),(AH)",(AH-Fri. & Sat. only),780 S. High St.,Restaurant,Columbus,OH,1987,,,,6/11/2022 4:30am
4477,Zodiac Book Store,(F&S),(Peeps)(F&S upstairs),3015 Morse Rd.,Book Store,Columbus,OH,1987,,,,6/11/2022 4:31am
4478,Zodiac Book Store,(F&S),(Peeps)(F&S upstairs),3395 E. Main,Book Store,Columbus,OH,1987,,,,6/11/2022 4:31am
4479,Zodiac Book Store,(F&S),(Peeps)(F&S upstairs),3615 Trabue Rd.,Book Store,Columbus,OH,1987,,,,6/11/2022 4:31am
4490,Changes,"(L),(D),(PT)",,35 W. 5th St.,Bars/Clubs,Dayton,OH,1987,,,,6/11/2022 4:41am
4491,Dayton Lesbian & Gay Ctr.,,,655 Salem Ave.,Organization,Dayton,OH,1987,,,,6/11/2022 4:42am
4492,Denny's,"(M),(R),(C),(AH)",,1136 S. Main,Restaurant,Dayton,OH,1987,,,,6/11/2022 4:43am
4494,Martinique,"(N),(L)",(Some L),148 Salem Ave.,Bars/Clubs,Dayton,OH,1987,,,,6/11/2022 4:44am
4496,Rustic Cabin Inn,"(OC),(PT)",,2320 Wilmington Pike,Stage Door,Dayton,OH,1987,,,,6/11/2022 4:45am
4503,Springhill Farm,(L),(Cabins & camping)(Some L),5704 Highpoint Rd.,Hotel,Glenford,OH,1987,,,,6/11/2022 4:52am
4505,1470 West,"(M),(YC),(D),(WE),(*),(V)","(Dynasty-Wed.)(C1. Mon.)(SomeM,YC)(Disco)",1470 W. Dorothy Lane,Bars/Clubs,Kettering,OH,1987,,,,6/11/2022 4:55am
4508,Somewhere in Time,"(*),(D)",(Disco),804 W. North St.,Bars/Clubs,Lima,OH,1987,,,,6/11/2022 4:59am
4510,Club 1504,"(*),(D),(W)",(Some W),1504 Broadway,Bars/Clubs,Lorain,OH,1987,,,,6/11/2022 5:00am
4511,Fantasy's,"(D),(PT),(S),(*)",(Occ. S),328 Orange St.,Bars/Clubs,Mansfield,OH,1987,,,,6/11/2022 5:01am
4512,Richard's ,"(D),(PT),(YC)",(Disco),15 E. 5th at Main,Bars/Clubs,Mansfield,OH,1987,,,,6/11/2022 5:01am
4518,Water Main,"(*),(D),(S),(E)",(Disco),202 N. Main St.,Bars/Clubs,Piqua,OH,1987,,,,6/15/2022 1:15am
4524,Universal Fruit & Nut Co.,"(*),(YC),(S),(D),(PT)",(Disco),2112 Cleveland Rd.,Bars/Clubs,Sandusky,OH,1987,,,,6/15/2022 1:20am
4525,Your Place or Mine,(OC),,402 W. Water St.,Bars/Clubs,Sandusky,OH,1987,,,,6/15/2022 1:22am
4528,Gaslight Inn,"(*),(PT),(D),(L),(V),(E),(S)",(Liquor) (Some L),638 W. Main,Bars/Clubs,Springfield,OH,1987,,,,6/15/2022 1:24am
