Name,title,description,streetaddress,unclear_address,city,state,amenityfeatures,type,unclear type or question,notes,Year,Last Modified
2993,Ali'i Bluffs Windward B&B,"808/235-1124, 800/235-1151",46-251 Ikiiki St,,Windward Coast,HI,"GS,GO",Accommodations,,"Listed under ""Oahu""",1999,
2997,The Community Center,"(at Jordan) 208/336-3870, 208/939-1629 6pm-9pm Wed & 10am-2pm Sat, 24hr info line",919-A N 27th St,,Boise,ID,,Info Lines & Services,,,1999,
2998,8th Street Balcony Pub,208/336-1313 2pm-2am,150 N 8th St,,Boise,ID,"GS,(NH),GO",Bars,,,1999,
2999,Papa's Club 96,"208/333-0074 4pm-2am, from 2pm wknds, patio",1108 Front St,,Boise,ID,"(M),(NH)",Bars,,,1999,
3000,Emerald City Club,208/342-5446 10am-2am,415 S 9th ,,Boise,ID,"(MW),(D),(S)",Nightclubs,,,1999,
3001,Partners,208/331-3551 2pm-2am,2210 Main St,,Boise,ID,"(MW),(D),(E),(K),(WC)",Nightclubs,,,1999,
3002,Flying M Coffeehouse,"(at 5th St) 208/345-4320 6:30am-10pm, till 11pm Fri-Sat, 11:30am-6pm Sun, espresso & Coffeehouse, some veggie & vegan",500 W Idaho,,Boise,ID,"(F),(E)",Cafes,,,1999,
3003,Jumpin' Juice & Java,"(in Plantation Shopping Ctr), Garden City 208/853-6264 6:30am-8pm, till 9pm Fri-Sat, 8am-6pm Sun",6748 Glenwood Ave,,Boise,ID,,Cafes,,,1999,
3005,Flicks & Rick's Cafe American,"208/342-4288 opens 4:30pm, from noon wknds, 4 movie theaters, patio",646 Fulton St,,Boise,ID,"MR,(E),(BW),(WC)",Entertainment & Recreation,,,1999,
3007,Blue Unicorn ,"(btwn Idaho & Main) 208/345-9390 10am-6pm, 11am-5pm Sun, lesbigay section",107 N 9th St,,Boise,ID,(WC),Bookstores,,,1999,
3008,Auntie Em's,"(at 23rd St) 208/343-9984 10am-10pm, till midnight Fri-Sat, 11am-6pm Sun",2232 Main St,,Boise,ID,(WC),Retail Shops,,,1999,
3009,The Edge,"(at 11th) 208/344-5383 6:30am-10pm, from 9am wknds, till 6pm Sun, gifts, cards, some lesbigay magazines: also coffee & pastries",1101 W Idaho St,,Boise,ID,,Retail Shops,,,1999,
3010,Retrospect,"(btwn W Idaho & Main) 208/336-5034 10am-7pm, till 6pm Sat, noon-5pm Sun, sassy stuff, pride gifts",113 N 11th St,,Boise,ID,(WC),Retail Shops,,,1999,
3012,Over 19 Adult Bookstore,208/344-7532 cruisy,4109 Chinden Blvd,,Boise,ID,,"Erotica,Cruisy Areas",,,1999,
3014,Adult Bookstore,208/454-2422 cruisy,716 Arthur,,Caldwell,ID,,"Erotica,Cruisy Areas",,,1999,
3015,The Clark House on Hayden Lake,"Hayden Lake 208/772-3470, 800/765-4593 mansion on 12-acre estate",4550 S Hayden Lake Rd,,Coeur D'alene,ID,"(*),(GF)",Accommodations,,,1999,
3016,Milk-N-Mak's,"208/667-4858 noon-2am, till midnight Sun, DJ or live shows Fri-Sat",406 N 4th,,Coeur D'alene,ID,"(MW),(NH)",Bars,,,1999,
3018,Davis,208/725-0180 10am-6pm,320 Leadville Ave N,,Ketchum,ID,,Retail Shops,,,1999,
3020,Aura Soma Lava,"(at Portneuf River Rd) 208/776-5800, 800/757-1233 seasonal, 11am-5pm, metaphysical & lesbigay books",97 N 2nd St East,,Lava Hot Springs,ID,,Bookstores,,,1999,
3023,Bookpeople,208/882-7957 9am-8pm,512 S Main,,Moscow ,ID,,Bookstores,,,1999,
3024,Continental Bistro,"(at Center) 208/233-4433 11am-1am, clsd Sun, patio, also restaurant, northern Italian",140 S Main St,,Pocatello,ID,(GF),Bars,,,1999,
3025,Charleys,"208/232-9606 2pm-2am, clsd Sun-Mon",331 E Center,,Pocatello,ID,"(MW),(D),(E),(WC)",Nightclubs,,,1999,
3027,Pegasus Book Store,208/232-6493,246 W Center,,Pocatello,ID,,Erotica,,,1999,
3026,Main St Coffee & News,"(btwn Lander & Clark) 208/234-9834 7am-9pm, till 6pm Sat, 9am-4pm Sun",234 N Main St,,Pocatello,ID,,Cafes,,,1999,
3028,The Silver Fox,(at Center) 208/234-2477,143 S 2nd St,,Pocatello,ID,,Erotica,,,1999,
3035,Mabel's Budget Beauty Shops & Chainsaw Repair,(at 6th) 618/465-8687 4pm-1:30am,602 Belle,,Alton,IL,"(M),(D),(S),(WC)",Nightclubs,,,1999,
3037,Denmark Book Store,(2 miles S of Rte 34) 630/898-9838 24hrs,1300 US Hwy 30,,Aurora,IL,,Erotica,,,1999,
3038,Connections Community Center,"309/827-2437 24hr recorded info, staffed 7pm-10pm wkdys & 11am-1pm Sat",313 N Main St,,Bloomington,IL,,Info Lines & Services,,,1999,
3040,Bistro,"(at Jefferson) 309/829-2278 4pm-1am, till 2am Fri-Sat, from 8pm Sat, from 6pm Sun",316 N Main St,,Bloomington,IL,"(MW),(D),(WC)",Info Lines & Services,,,1999,
3041,Coffee Works Gallery & Cafe,309/887-9696,608 N Main St,,Bloomington,IL,,Cafes,,,1999,
3042,Risque's,(at Division) 309/827-9279 24hrs,1506 N Main,,Bloomington,IL,,Erotica,,,1999,
3046,Are You Crazy,"(at Forsythe) 708/862-4605 4pm-2am, till 3am Wed, Fri-Sat, clsd Sun",48 154th Pl,,Calumet City,IL,(M),Bars,,,1999,
3047,Pour House,"(at Forsythe) 708/891-3980 9:30pm-2am, till 3am Wed, Fri-Sat, clsd Th",103 155th Pl,,Calumet City,IL,"(M),(D)",Nightclubs,,,1999,
3052,Club Traz,618/549-4270 8pm-2am clsd Mon,213 E Main St,,Carbondale,IL,"(MW),(D),(A),(S),(WC)",Nightclubs,,,1999,
3056,OUTpost Community Center,"Champaign 217/239-4688 6pm-9pm, 1pm-4pm Sat, 2pm-5pm Sun, lesbigaytrans events & groups, events for teens every Sun",123 W Church St,,Champaign,IL,,Info Lines & Services,,,1999,
3061,Espresso Royale,in Champaign,602 E Daniel,,Champaign,IL,,Cafes,,,1999,
3062,Horizon Book Store,"Champaign (at Green) 217/356-9113 10am-6pm, till 5pm Sat, clsd Sun",603 S Wright St,,Champaign,IL,,Bookstores,,,1999,
3059,Chester Street,(at Water St) 217/356-5607 5pm-1am,63 Chester St,,Champaign/Urbana,IL,"(MW),(D),(WC)",Nightclubs,,,1999,
3063,Illini's Video Arcade,"(nr Central Tap, S Neil exit off I-74) 217/359-8529",33 E Springfield Ave,,Champaign/Urbana,IL,,Erotica,,,1999,
3064,Urbana News,(next to Five Points Tavern) 217/384-0188,602 Cunningham,,Champaign/Urbana,IL,,Erotica,,,1999,
3065,AA Gay/Lesbian-Newton Al-Anon Club,"2nd flr (btwn Clark & Sheffield) 773/529-0321 3pm-11pm, from 11am Fri, from 8am wknds",909 W Belmont St,,Chicago,IL,(WC),Info Lines & Services,,"Listed under ""Chicago--Overview"".",1999,
3067,Cafe Pride,"Lakeview Presbyterian, 773/784-2635 lesbigay coffeehouse, for youth only, 8pm-midnight Fri",716 W Addison,,Chicago,IL,(MW),Info Lines & Services,,"Listed under ""Chicago--Overview"".",1999,
3073,Gerber/Hart Library & Archives,"(at Lincoln & Roscoe) 773/883-3003 6pm-9pm Wed-Th, noon-4pm Fri-Sun, lesbigay resource center",3352 N Paulina St,,Chicago,IL,(WC),Info Lines & Services,,"Listed under ""Chicago--Overview"".",1999,
3075,Horizons Community Services,"773/472-6469 9am-10pm Mon-Th, till 5pm Fri",961 W Montana,,Chicago,IL,,Info Lines & Services,,"Listed under ""Chicago--Overview"".",1999,
3076,Illinois Bureau of Tourism,800/822-0292,310 S Michigan #108,,Chicago,IL,,Info Lines & Services,,"Listed under ""Chicago--Overview"".",1999,
3079,Bailiwick Arts Center,"773/883-1090 Bailiwick Repertory presents many lesbigay-themed productions, including the popular Pride Series",1229 W Belmont,,Chicago,IL,,Entertainment & Recreation,,"Listed under ""Chicago--Overview"".",1999,
3081,The Hancock Observatory,(in John Hancock Center) 888/875-8439 renovated 94th-flr observatory w/ outside 'Skywalk',875 N Michigan Ave,,Chicago,IL,,Entertainment & Recreation,,"Listed under ""Chicago--Overview"".",1999,
3082,Leather Archives & Museum,773/275-1570 4pm-midnight Sat or by appt,5007 N Clark St,,Chicago,IL,,Entertainment & Recreation,,"Listed under ""Chicago--Overview"".",1999,
3083,Sears Tower Skydeck,(enter at Jackson Blvd) 312/875-9696 see the City from the world's tallest building,233 S Wacker Dr,,Chicago,IL,,Entertainment & Recreation,,"Listed under ""Chicago--Overview"".",1999,
3084,Barbara's Bookstore,"(at Schiller) 312/642-5044 9am-10pm, 10am-9pm Sun, lesbigay section",1350 N Wells St,,Chicago,IL,(WC),Bookstores,,"Listed under ""Chicago--Overview"".",1999,
3085,Barbara's Bookstore,"at Navy Pier, 312/222-0890",700 E Grand Ave,,Chicago,IL,,Bookstores,,"Listed under ""Chicago--Overview"".",1999,
3094,Mimi's Adult Bookstore,773/283-0980 24hrs,3203 N Cicero,,Chicago,IL,,Erotica,,"Listed under ""Chicago--Overview"".",1999,
3097,Deek's Den,(at Clark) 773/381-1118,1919 W Greenleaf,,Chicago,IL,(MO),Accommodations,,"Listed under ""Chicago--North Side"".",1999,
3098,Augenblick,"(at Irving Park) 773/929-0994 7pm-2am, till 3am Sat",3907 N Damen,,Chicago,IL,"(MW),(E)",Bars,,"Listed under ""Chicago--North Side"".",1999,
3099,Big Chicks,"(btwn Foster & Argyle) 773/728-5511 3pm-2am, from 1pm wknds",5024 N Sheridan,,Chicago,IL,"(MW),(NH),(WC)",Bars,,"Listed under ""Chicago--North Side"".",1999,
3100,Charmer's Lounge,"(at Greenview) 773/465-2811 4pm-2am, till 3am Sat",1502 W Jarvis,,Chicago,IL,"(M),(NH)",Bars,,"Listed under ""Chicago--North Side"".",1999,
3101,Chicago Eagle,"773/728-0050 8pm-4am, till 5am Sat",5015 N Clark St,,Chicago,IL,"(MW),(L),(WC)",Bars,,"Listed under ""Chicago--North Side"".",1999,
3102,Clark's on Clark,"773/728-2373 4pm-4am, till 5am Sat, 8pm-4am Sun",5001 N Clark St,,Chicago,IL,"(*),(M),(NH)",Bars,,"Listed under ""Chicago--North Side"".",1999,
3103,Different Strokes,"(btwn Argyle & Clark) 773/989-1958 noon-2am, till 3am Sat",4923 N Clark St,,Chicago,IL,"(M),(NH)",Bars,,"Listed under ""Chicago--North Side"".",1999,
3104,Friends Pub,"(at Bernard) 773/539-5229 4pm-2am, noon-3am Sat, 11am-2am Sun",3432 W Irving Park Rd,,Chicago,IL,"(MW),(D)",Bars,,"Listed under ""Chicago--North Side"".",1999,
3105,Granville Anvil,773/973-0006 11am-2am,1137 W Grandville,,Chicago,IL,"(M),(NH)",Bars,,"Listed under ""Chicago--North Side"".",1999,
3106,Legacy,"773/588-9405 8pm-4am, till 5am Sat",3042 W Irving Park Rd,,Chicago,IL,"(M),(NH)",Bars,,"Listed under ""Chicago--North Side"".",1999,
3107,Madrigal's,"(at Balmoral) 773/334-3033 2pm-2am, live shows Th-Sun",5316 N Clark St,,Chicago,IL,"(MW),(S)",Bars,,"Listed under ""Chicago--North Side"".",1999,
3108,Numbers,"(at Devon) 773/743-5772 4pm-4am, patio",6406 N Clark St,,Chicago,IL,"(*),(M),(D),(S)",Bars,,"Listed under ""Chicago--North Side"".",1999,
3109,Scot's,"(at Damen) 773/528-3253 3pm-2am, from 11am wknds",1829 W Montrose,,Chicago,IL,"(MW),(NH)",Bars,,"Listed under ""Chicago--North Side"".",1999,
3110,Tocuhe,"773/465-7400 5pm-4am, from 3pm wknds",6412 N Clark St,,Chicago,IL,"(*),(M),(L)",Bars,,"Listed under ""Chicago--North Side"".",1999,
3111,Traveler's Rest,(at Broadway) 773/262-4225 10am-2am,1138 W Granville Ave,,Chicago,IL,"(M),(NH)",Bars,,"Listed under ""Chicago--North Side"".",1999,
3112,Fireside,"(at Rosehill) 773/878-5942 11am-3am, dinner till 10pm, full bar, patio",5739 N Ravenswood,,Chicago,IL,,Restaurants,,"Listed under ""Chicago--North Side"".",1999,
3113,Julie Mai's,"(at Winnemac) 773/784-6000 3pm-10pm, French/Vietnamese, full bar",5025 N Clark,,Chicago,IL,,Restaurants,,"Listed under ""Chicago--North Side"".",1999,
3114,Lolita's Cafe,"(at Montrose) 773/561-3356 noon-11pm, till 2am Fri & 3am Sat, authentic Mexican, full bar",4400 N Clark St,,Chicago,IL,"(MW),MR-L,(TG),(S)",Restaurants,,"Listed under ""Chicago--North Side"".",1999,
3115,Lolita's Cafe,club from 11pm Fri-Sat,4400 N Clark St,,Chicago,IL,"(D),(S)",Nightclubs,,"Listed under ""Chicago--North Side"".",1999,
3116,Tendino's,"(at Broadway) 773/275-8100 11am-11pm, pizzeria, full bar",5335 N Sheridan,,Chicago,IL,(WC),Restaurants,,"Listed under ""Chicago--North Side"".",1999,
3117,Tomboy,"(at Balmoral) 773/907-06363 5pm-10pm, clsd Mon",5402 N Clark,,Chicago,IL,"(*),(BYOB),(WC)",Restaurants,,"Listed under ""Chicago--North Side"".",1999,
3119,KOPI: A Traveler's Cafe,"(at Summerdale) 773/989-5674 8am-midnight, from 9am Sat, 10am-11pm Sun",5317 N Clark St,,Chicago,IL,(E),Bookstores,,"Listed under ""Chicago--North Side"".",1999,
3120,Man's Country,(at Argyle) 773/878-2069 24hrs,5017 N Clark St,,Chicago,IL,"(MO),(PC)",Men's Clubs,,"Listed under ""Chicago--North Side"".",1999,
3121,Man's World,(at Lawrence) 773/728-0400 24hrs Fri-Sat,4862 N Clark St,,Chicago,IL,"(MO),(PC)",Men's Clubs,,"Listed under ""Chicago--North Side"".",1999,
3122,Admiral Theater,773/478-8111,3936 W Lawrence,,Chicago,IL,,Erotica,,"Listed under ""Chicago--North Side"".",1999,
3123,L'Amour's,773/558-9787,3901 W Lawrence,,Chicago,IL,,Erotica,,"Listed under ""Chicago--North Side"".",1999,
3124,Broadway Adult Bookstore,773/271-6646,4416 N Broadway,,Chicago,IL,,Erotica,,"Listed under ""Chicago--North Side"".",1999,
3125,Howard Street Book Store,(at Howard) 773/465-9431 24hrs,7614 N Ashland,,Chicago,IL,,Erotica,,"Listed under ""Chicago--North Side"".",1999,
3130,Best Western Hawthorne Terrace,"(at Hawthorne Pl) 773/244-3434, 888/675-2378 located in the heart of Chicago's gay community",3434 N Broadway,,Chicago,IL,(GF),Accommodations,,"Listed under ""Chicago--New Town"".",1999,
3131,City Suites Hotel,"(btwn Clark & Belmont) 773/404-3400, 800/248-9108 accommodations w/touch of European style",933 W Belmont,,Chicago,IL,"(GF),TA",Accommodations,,"Listed under ""Chicago--New Town"".",1999,
3132,Park Brompton Inn,"(at Addison) 773/404-3499, 800/727-5108 romantic 19th century atmosphere",528 W Brompton Pl,,Chicago,IL,(GF),Accommodations,,"Listed under ""Chicago--New Town"".",1999,
3133,Surf Hotel,"(at Broadway) 773/528-8400, 800/787-3108 1920s hotel",555 Surf St,,Chicago,IL,(GF),Accommodations,,"Listed under ""Chicago--New Town"".",1999,
3134,Villa Toscana B&B,"773/404-2643, 800/684-5755",3447 N Halsted St,,Chicago,IL,(MW),Accommodations,,"Listed under ""Chicago--New Town"".",1999,
3135,Annex,"(at Belmont) 773/327-5969 noon-2am, till 3am Sat, sports bar",3160 N Clark St,,Chicago,IL,"(MW),(V),(WC)",Bars,,"Listed under ""Chicago--New Town"".",1999,
3136,Beat Kitchen,(btwn Hoyne & Damen) 773/281-4444 noon-2am,2100 W Belmont,,Chicago,IL,"(GF),(F),(E)",Bars,,"Listed under ""Chicago--New Town"".",1999,
3137,Berlin,"(at Sheffield) 773/348-4975 5pm-4am, till 5am Sat",954 W Belmont,,Chicago,IL,"(*),(MW),(D),(S),(WC)",Bars,,"Listed under ""Chicago--New Town"".",1999,
3138,Big Daddies Bar & Grill,(at Oakdale) 773/929-0922 9am-2am,2914 N Broadway,,Chicago,IL,"(MW),(NH)",Bars,,"Listed under ""Chicago--New Town"".",1999,
3139,Blues,(at Fullerton) 773/528-1012 classic Chicago blues spot,2519 N Halsted,,Chicago,IL,"(GF),(E)",Bars,,"Listed under ""Chicago--New Town"".",1999,
3140,Buck's Saloon,"(btwn Cornelia & Newport) 773/525-1125 10am-2am, patio",3439 N Halsted St,,Chicago,IL,(M),Bars,,"Listed under ""Chicago--New Town"".",1999,
3141,Buddies,"(at Aldine) 773/477-4066 9am-2am, till 3am Sat",3301 N Clark St,,Chicago,IL,(MW),Bars,,"Listed under ""Chicago--New Town"".",1999,
3142,Cell Block,"(btwn Waveland & Addison) 773/665-8064 4pm-2am, till 3am Sat, from 2pm Sun",3702 N Halsted,,Chicago,IL,"(M),(D),(L),(WC)",Bars,,"Listed under ""Chicago--New Town"".",1999,
3143,Holding Cell,"from 10pm Th-Sat w/strict leather/latex/uniform code, from 6pm Sun w/no dress code",3702 N Halsted,,Chicago,IL,,Bars,,"Listed under ""Chicago--New Town"".",1999,
3144,Leather Cell,store,3702 N Halsted,,Chicago,IL,,Retail Shops,,"Listed under ""Chicago--New Town"".",1999,
3145,Charlie's Chicago,(btwn Waveland & Grace) 773/871-8887,3726 N Broadway,,Chicago,IL,"(MW),(D),(CW)",Bars,,"Listed under ""Chicago--New Town"".",1999,
3146,Circuit,"(at Addison) 773/325-2233 9pm-2am Tue-Fri, till 3am Sat",3641 N Halsted St,,Chicago,IL,"(GF),(D),(K),(F),(S)",Bars,,"Listed under ""Chicago--New Town"".",1999,
3147,The Closet,"(at Buckingham) 773/477-8533 2pm-4am, till 5am Sat, from noon wknds",3325 N Broadway St,,Chicago,IL,"(*),(MW),(V)",Bars,,"Listed under ""Chicago--New Town"".",1999,
3148,Cocktail,"(at Roscoe) 773/477-1420 4pm-2am, from 2pm wknds",3359 Halsted St,,Chicago,IL,"(MW),(V),(WC)",Bars,,"Listed under ""Chicago--New Town"".",1999,
3149,Dandy's Piano Bar,"(at Waveland) 773/525-1200 1pm-2am, till 3am Sat",3729 N Halsted St,,Chicago,IL,"(MW),(NH),(WC)",Bars,,"Listed under ""Chicago--New Town"".",1999,
3150,Dram Shop,(at Barry) 773/525-9885 7am-2am,3040 N Broadway,,Chicago,IL,"(GF),(NH)",Bars,,"Listed under ""Chicago--New Town"".",1999,
3151,Gentry on Halsted,(at Aldine) 773/348-1053 4pm-2am,3320 N Halsted,,Chicago,IL,"(MW),(S)",Bars,,"Listed under ""Chicago--New Town"".",1999,
3152,Girlbar,"(btwn Fullerton & Diversey) 773/871-4210 6pm-2am, from 3pm Fri & Sun, till 3am Sat, 'Boybar' Wed",2625 N Halsted St,,Chicago,IL,"(W),(D)",Bars,,"Listed under ""Chicago--New Town"".",1999,
3153,Little Jim's,"(at Cornelia) 773/871-6116 11am-4am, till 5am Sat",3501 N Halsted St,,Chicago,IL,"(*),(M),(NH)",Bars,,"Listed under ""Chicago--New Town"".",1999,
3154,Lucky Horseshoe,"(at Briar) 773/404-3169 2pm-2am, from noon wknds, patio",3169 N Halsted St,,Chicago,IL,"(M),(S)",Bars,,"Listed under ""Chicago--New Town"".",1999,
3155,Manhandler,"(at Armitage) 773/871-3339 noon-4am, till 5am Sat, patio",1948 N Halsted St,,Chicago,IL,"(*),(M),(CW),(L)",Bars,,"Listed under ""Chicago--New Town"".",1999,
3156,The North End,"(at Grace) 773/477-7999 3pm-2am, till 3am Sat, from 2pm wknds",3733 N Halsted St,,Chicago,IL,"(M),(NH)",Bars,,"Listed under ""Chicago--New Town"".",1999,
3157,Roscoe's,"(at W Roscoe) 773/281-3355 2pm-2am, till 3am Sat, patio",3354-3356 N Halsted St,,Chicago,IL,"(*),(MW),(NH),(D),(F),(V)",Bars,,"Listed under ""Chicago--New Town"".",1999,
3158,Sidetrack,(at Roscoe) 773/477-9189 3pm-2am,3349 N Halsted St,,Chicago,IL,"(*),(M),(V),(WC)",Bars,,"Listed under ""Chicago--New Town"".",1999,
3159,Spin,(at Belmont) 773/327-7711 4pm-2am,3200 N Halsted,,Chicago,IL,"(M),(D),(V)",Bars,,"Listed under ""Chicago--New Town"".",1999,
3160,Clubhouse at Convent,(at Elston) 773/395-8660 11pm-4am Mon,1529 Armitage,,Chicago,IL,"(MW),(D),(S),MR",Nightclubs,,"Listed under ""Chicago--New Town"".",1999,
3162,Manhole,"(at Cornelia) 773/975-9244 9pm-4am, till 5am Sat",3458 N Halsted St,,Chicago,IL,"(*),(M),(D),(L),(V)",Nightclubs,,"Listed under ""Chicago--New Town"".",1999,
3161,Fusion,"(at Addison) 773/975-6622 10pm-4am Fri, till 5am Sat",3631 N Halsted,,Chicago,IL,"(*),(MW),(D),(A),(E),(V),(WC)",Nightclubs,,"Listed under ""Chicago--New Town"".",1999,
3164,Energia,(at Broadway) 773/871-8717 juice bar & cafe,620 W Belmont,,Chicago,IL,,Cafes,,"Listed under ""Chicago--New Town"".",1999,
3163,Smart Bar/Metro,"(at Irving Park Rd) 773/549-4140 9:30pm-4am, till 5pm Sat ",3730 N Clark St,,Chicago,IL,"(GF),(D),(E)",Nightclubs,,"Listed under ""Chicago--New Town"".",1999,
3165,Mike's Broadway Cafe,"(btwn Grace & Halsted) 773/404-2205 7am-10pm, 24hrs wknds",3805 N Broadway,,Chicago,IL,"(MW),(WC)",Cafes,,"Listed under ""Chicago--New Town"".",1999,
3167,Ann Sather's,"(at Sheffield) 773/348-2378 7am-10pm, till 11pm Fri-Sat, Swedish diner & New Town fixture",929 W Belmont Ave,,Chicago,IL,(*),Restaurants,,"Listed under ""Chicago--New Town"".",1999,
3166,Angelina Ristorante,"(at Addison) 773-935-5933 5:30pm-11pm, Sun brunch, Italian",3561 Broadway,,Chicago,IL,,Restaurants,,"Listed under ""Chicago--New Town"".",1999,
3168,Buddies Restaurant & Bar,"(at Aldine) 773/477-4066 7am-2am, from 9am Sun",3301 N Clark St,,Chicago,IL,"(*),(MW)",Restaurants,,"Listed under ""Chicago--New Town"".",1999,
3169,Churrasco's,"(at Racine) 773/248-4800 dinner only, clsd Sun, South American",1960 N Clybourn Ave,,Chicago,IL,,Restaurants,,"Listed under ""Chicago--New Town"".",1999,
3170,Cornelia's,"(at Halsted) 773/248-8333 clsd Mon, dinner nightly, full bar",750 W Cornelia Ave,,Chicago,IL,(WC),Restaurants,,"Listed under ""Chicago--New Town"".",1999,
3171,The Pepper Lounge,"(btwn Newport & Clark) 773/665-7377 6pm-2am, clsd Mon, supper club",3441 N Sheffield,,Chicago,IL,(MW),Restaurants,,"Listed under ""Chicago--New Town"".",1999,
3172,The Raw Bar & Grill,"(at Waveland) 773/348-7291 5pm-2am, seafood",3720 N Clark St,,Chicago,IL,,Restaurants,,"Listed under ""Chicago--New Town"".",1999,
3173,Unabridged Books,"(at Aldine) 773/883-9119 10am-10pm, till 8pm wknds",3251 N Broadway St,,Chicago,IL,,Bookstores,,"Listed under ""Chicago--New Town"".",1999,
3174,We're Everywhere,"(at Newport) 773/404-0590, 800/772-6411 noon-9pm, 11am-8pm wknds",3434 N Halsted St,,Chicago,IL,,Retail Shops,,"Listed under ""Chicago--New Town"".",1999,
3175,The Body Shop,"(btwn Clark & Belmont) 773/248-7717 5am-10pm, till 8pm wknds ",3246 N Halsted St,,Chicago,IL,(MO),Gyms & Health Clubs,,"Listed under ""Chicago--New Town"".",1999,
3177,The Unicorn Bookstore,(in with 'Bodyshop') 773/929-6080 24hrs,3246 N Halsted St,,Chicago,IL,"(*),(MO),(PC)",Men's Clubs,,"Listed under ""Chicago--New Town"".",1999,
3176,Chicago Sweat Shop,(at Belmont) 773/871-2789,3215 N Broadway,,Chicago,IL,(GF),Gyms & Health Clubs,,"Listed under ""Chicago--New Town"".",1999,
3179,Batteries Not Included,(at Belmont) 773/935-9900 50% of all profits donated to charity,3420 N Halsted,,Chicago,IL,,Erotica,,"Listed under ""Chicago--New Town"".",1999,
3178,Adult Fantasy,(next to 'Nancy's Pizza') 773/525-9705 24hrs,2928 N Broadway,,Chicago,IL,,Erotica,,"Listed under ""Chicago--New Town"".",1999,
3180,Cupid's Leather Sport,773/868-0914,3505 N Halsted,,Chicago,IL,,Erotica,,"Listed under ""Chicago--New Town"".",1999,
3181,Male Hide Leathers,"(at Discovery) 773/929-0069 noon-8pm, 1pm-5pm Sun, clsd Mon",2816 N Lincoln Ave,,Chicago,IL,,Erotica,,"Listed under ""Chicago--New Town"".",1999,
3182,The Pleasure Chest,(at Belmont Ave) 773/525-7152,3155 N Broadway,,Chicago,IL,,Erotica,,"Listed under ""Chicago--New Town"".",1999,
3183,The Ram Bookstore,(at Cornelia) 773/525-9528 24hrs,3511-1/2 N Halsted St,,Chicago,IL,,Erotica,,"Listed under ""Chicago--New Town"".",1999,
3186,Allegro,(at LaSalle) 312/236-0123,161 W Randolph,,Chicago,IL,(GF),Accommodations,,"Listed under ""Chicago--Near North"".",1999,
3188,Cass Hotel,"(btwn Ontario & Erie) 312/787-4030, 800/227-7850 full bar",640 N Wabash Ave,,Chicago,IL,"(GF),(F)",Accommodations,,"Listed under ""Chicago--Near North"".",1999,
3187,Best Western Inn of Chicago,"(at Michigan Ave) 312/787-3100, 800/557-2378",162 E Ohio St,,Chicago,IL,"(GF),(F),(WC),TA",Accommodations,,"Listed under ""Chicago--Near North"".",1999,
3189,Days Inn Gold Coast,"(at Lincoln) 312/664-3040, 800/329-7466",1816 N Clark St,,Chicago,IL,"(GF),(WC)",Accommodations,,"Listed under ""Chicago--Near North"".",1999,
3191,Gold Coast Guest House,(btwn Clark & LaSalle) 312/337-0361 also 2 studios available,113 W Elm St,,Chicago,IL,(GF),Accommodations,,"Listed under ""Chicago--Near North"".",1999,
3190,Flemish House of Chicago,312/664-9981 studios & apts in greystone rowhouse,68 E Cedar St,,Chicago,IL,"GS,GO",Accommodations,,"Listed under ""Chicago--Near North"".",1999,
3192,Hyatt Regency Chicago,"(at Michigan Ave) 312/565-1234, 800/233-1234",151 E Wacker Dr,,Chicago,IL,(GF),Accommodations,,"Listed under ""Chicago--Near North"".",1999,
3194,Artful Dodger,"(at Hermitage) 773/227-6859 5pm-2am, 8pm-3am Sat",1734 W Wabansia,,Chicago,IL,"(GF),(D)",Bars,,"Listed under ""Chicago--Near North"".",1999,
3195,Boom Boom Room at Red Dog,(at Damen) 773/278-1009 9pm-4am Mon,1958 W North Ave,,Chicago,IL,"(GF),(D)",Bars,,"Listed under ""Chicago--Near North"".",1999,
3196,Club BAD (House of Blues),888/777/8886 T-Dance one Sun a month,329 N Dearborn St,,Chicago,IL,"(M),(D)",Bars,,"Listed under ""Chicago--Near North"".",1999,
3197,Estelle's,"(at Damen) 773/486-8760 7pm-4am, Wicker Park artsy bar",2013 W North Ave,,Chicago,IL,(GF),Bars,,"Listed under ""Chicago--Near North"".",1999,
3198,Gentry on State,"312/664-1033 4pm-2am, till 3am Sat",440 N State,,Chicago,IL,"(*),(M),(E),(V)",Bars,,"Listed under ""Chicago--Near North"".",1999,
3199,Second Story Bar,"(at Michigan Ave) 312/923-9536 noon-2am, till 3am Sat",157 E Ohio St,,Chicago,IL,"(M),(NH)",Bars,,"Listed under ""Chicago--Near North"".",1999,
3200,Baton Show Lounge,(btwn Illinois & Hubbard) 312/644-5269 8pm-4am Wed-Sun,436 N Clark St,,Chicago,IL,"(MW),(S),(WC)",Nightclubs,,"Listed under ""Chicago--Near North"".",1999,
3201,The Crowbar,"(at Sheffield) 312/243-4800 10pm-4am, clsd Mon-Tue, more gay Sun",1543 N Kingsbury,,Chicago,IL,"(*),(GF),(D)",Nightclubs,,"Listed under ""Chicago--Near North"".",1999,
3202,Elixir,"312/258-0523 10pm-4am Th-Sat, hip fashion crowd",325 N Jefferson St,,Chicago,IL,(GF),Nightclubs,,"Listed under ""Chicago--Near North"".",1999,
