ID,Title,description,streetaddress,city,state,amenityfeatures,type,unclearaddress,uncleartype,Year,notes,dateadded,lastmodified
220,Pachyderm,(Looks promising) (Disco),877 Springfield Ave.,Irvington,NJ,"(R),(D)","Bars/Clubs,Restaurant",,,1978,,3/16/2020 7:16pm,7/23/2020 7:21pm
221,Plaza Hotel Bar,,91 Sip St.,Jersey City,NJ,"(RT),(B)","Bars/Clubs,Hotels",,,1978,,3/16/2020 7:17pm,7/23/2020 7:21pm
227,Club North Baths,(Some SM),49 Broadway,Newark,NJ,"(SM),(*)",Baths,,,1978,,3/16/2020 7:20pm,7/23/2020 7:21pm
228,Murphy's Tavern ,,59 Edison Pl.,Newark,NJ,"(B),(D),(*)",Bars/Clubs,,,1978,,3/16/2020 7:20pm,7/23/2020 7:21pm
229,Manny's Den,(Some G) (Disco) (Some OC in back),111 Albany St.,New Brunswick,NJ,"(YC),(G),(*),(D)",Bars/Clubs,,,1978,,3/16/2020 7:21pm,7/23/2020 7:21pm
231,Pad I ,,389 Madison Ave.,Paterson,NJ,(D),Bars/Clubs,,,1978,,3/16/2020 7:22pm,7/23/2020 7:21pm
233,Annex,,128 Nassau ,Princeton,NJ,"(M),(YC)",Bars/Clubs,,,1978,,3/16/2020 7:23pm,7/23/2020 7:21pm
234,Sea Shell,,21 Ferry St.,South River,NJ,"(R),(D)",Restaurant,,,1978,,3/16/2020 7:23pm,7/23/2020 7:21pm
236,Fantasia ,(Showers & lockers),2609 So. Broad St.,Trenton,NJ,(P),Bars/Clubs,,,1978,,3/16/2020 7:24pm,7/23/2020 7:21pm
237,Red Coach,Hotel Penn,81 So. Clinton,Trenton,NJ,(M),"Bars/Clubs,Hotels",,,1978,,3/16/2020 7:24pm,7/23/2020 7:21pm
238,Shamrock ,,28 So. Warren ,Trenton,NJ,"(*),(D)",Bars/Clubs,,,1978,,3/16/2020 7:26pm,7/23/2020 7:21pm
239,Zodiac Lounge,(Disco),1500 So. Clinton,Trenton,NJ,"(YC),(*),(D)",Bars/Clubs,,,1978,,3/16/2020 7:26pm,7/23/2020 7:21pm
241,Nite Lite Disco,(Disco),509 22nd St. ,Union City,NJ,"(G),(D),(*)",Bars/Clubs,,,1978,,3/16/2020 7:27pm,7/23/2020 7:21pm
242,Albion Hotel & Motel ,,102 2nd Avenue ,Asbury Park,NJ,(H),Hotels,,,1977,,3/16/2020 7:27pm,7/23/2020 7:21pm
243,Asbury Hudson,(3rd & 4th floors),331 Cookman Avenue ,Asbury Park,NJ,(H),Hotels,,,1977,,3/16/2020 7:33pm,7/23/2020 7:21pm
244,Blue Note,,707 Bangs Avenue ,Asbury Park,NJ,"OC,(*)",Bars/Clubs,,,1977,,3/16/2020 7:34pm,7/23/2020 7:21pm
245,Club Asbury Spa,(Baths open summers only),216 3rd Avenue ,Asbury Park,NJ,(*),Baths,,,1977,,3/16/2020 7:34pm,7/23/2020 7:21pm
246,Colony Baths ,"(Small but new & looks pro-mising - ""flicks and beer"" - open all year)",500 Summerfield Avenue ,Asbury Park,NJ,,Baths,,,1977,,3/16/2020 7:35pm,7/23/2020 7:21pm
247,M & K Tavern,"(""Pauls"") (Some G, B) (Disco) (Swimming pool)",329 Cookman Avenue ,Asbury Park,NJ,"(*),(YC),(G),(B),(D),(S)",Bars/Clubs,,,1977,,3/16/2020 7:35pm,7/23/2020 7:21pm
248,Odyssey ,(Many G),429 Cookman Avenue,Asbury Park,NJ,"(G),(D)",Bars/Clubs,,,1977,,3/16/2020 7:37pm,7/23/2020 7:21pm
252,Belleville Hotel,,122 S. New York Ave.,Atlantic City,NJ,(H),Hotels,,,1977,,3/16/2020 7:41pm,7/23/2020 7:21pm
253,Brass Rail Bar,(Disco),12 S. Mt. Vernon Avenue,Atlantic City,NJ,"(YC),(*)",Bars/Clubs,,,1977,,3/16/2020 7:41pm,7/23/2020 7:21pm
254,Carroll Hotel,,146 S. New York Avenue,Atlantic City,NJ,(H),Hotels,,,1977,,3/16/2020 7:41pm,7/23/2020 7:21pm
255,Ceil's Saratoga Bar,,205 S. New York Avenue,Atlantic City,NJ,(D),Bars/Clubs,,,1977,,3/16/2020 7:42pm,7/23/2020 7:21pm
256,Chester Inn,(5th floor),132 S. New York,Atlantic City,NJ,"(H),(*)",Hotels,,,1977,,3/16/2020 7:42pm,7/23/2020 7:21pm
257,Chester Lounge,(Disco) (Side entrance or through hotel),132 S. New York Avenue ,Atlantic City,NJ,"(YC),(D),(*)","Bars/Clubs,Hotels",,,1977,,3/16/2020 7:42pm,7/23/2020 7:21pm
258,Chez Paree,(Some G) (Disco) ,235 S. New York Avenue ,Atlantic City,NJ,"(B),(G),(D),(*)",Bars/Clubs,,,1977,,3/16/2020 7:43pm,7/23/2020 7:21pm
259,De Ville Hotel,,149 Kentucky Avenue,Atlantic City,NJ,(H),Hotels,,,1977,,3/16/2020 8:31pm,7/23/2020 7:21pm
260,Entertainer's Club,an alley off New York Ave. nr. Boardwalk,169 S. Westminister,Atlantic City,NJ,"OC,(*)",Bars/Clubs,,,1977,,3/16/2020 8:31pm,7/23/2020 7:21pm
261,Holiday House,,145 S. New York Avenue,Atlantic City,NJ,(H),Hotels,,,1977,,3/16/2020 8:32pm,7/23/2020 7:21pm
262,Jo Ann's Beach House,,175 S. New York Avenue,Atlantic City,NJ,(H),Hotels,,,1977,,3/16/2020 8:32pm,7/23/2020 7:21pm
263,Kappa Gamma Phi Fraternity,,159 S. Westminister,Atlantic City,NJ,"(P),(H)",Hotels,,,1977,,3/16/2020 8:33pm,7/23/2020 7:21pm
265,Lyle's ,(Breakfast & Lunch),120 S. New York Avenue,Atlantic City,NJ,(R),Restaurant,,,1977,,3/16/2020 8:33pm,7/23/2020 7:21pm
266,Mama Motts ,(Italian),151 S. New York Avenue,Atlantic City,NJ,(R),Restaurant,,,1977,,3/16/2020 8:33pm,7/23/2020 7:21pm
267,M & M Lounge,(Disco),156 S. Westminister,Atlantic City,NJ,"(YC),(D),(*)",Bars/Clubs,,,1977,,3/16/2020 8:34pm,7/23/2020 7:21pm
268,New York Subs,(Snacks),178 South New York Avenue,Atlantic City,NJ,"(R),(C)",Bars/Clubs,,,1977,,3/16/2020 8:34pm,7/23/2020 7:21pm
269,Ocean House ,`,127 S. Ocean Avenue,Atlantic City,NJ,(H),Hotels,,,1977,,3/16/2020 8:35pm,7/23/2020 7:21pm
270,Other Door,(Upstairs above Brass Rail),12 S. Mt. Vernon Avenue ,Atlantic City,NJ,"(D),(G)",Bars/Clubs,,,1977,,3/16/2020 8:35pm,7/23/2020 7:21pm
272,Sea Horse Inn,Edna's House of Vapors (baths) & The Stampede (SM) (This little complex burned and may or may not re-open),170 S. New York Avenue,Atlantic City,NJ,(H),"Hotels,Baths",,,1977,,3/16/2020 8:36pm,7/23/2020 7:21pm
276,Club Camden Baths,(Some SM),1498 Brodway,Camden,NJ,,Baths,,,1977,,3/16/2020 8:39pm,7/23/2020 7:21pm
277,Lamplighter Lounge,(7th & Linden Streets),5 Northgate Center,Camden,NJ,(D),Bars/Clubs,,,1977,,3/16/2020 8:39pm,7/23/2020 7:21pm
280,Penelope's ,(Two floors) (Disco),611 Central Avenue,East Orange,NJ,"(YC),(D),(*)",Bars/Clubs,,,1977,,3/16/2020 8:40pm,7/23/2020 7:21pm
281,The Sting of New Jersey,(Disco),604 Market Street,East Patterson,NJ,"(R),(D),(*)","Restaurant,Bars/Clubs",,,1977,,3/16/2020 8:40pm,7/23/2020 7:21pm
282,The Barrel House,,40 W. Grand Street,Elizabeth,NJ,(*),Bars/Clubs,,,1977,,3/16/2020 8:41pm,7/23/2020 7:21pm
284,The Bell ,(Looks promising) 41 Route 4 - opposite Bloomingdale's - 4 miles west of George Washington Bridge ,41 Route 4,Hackensack,NJ,(D),Bars/Clubs,,,1977,,3/16/2020 8:41pm,7/23/2020 7:21pm
285,Plaza Hotel Bar,,91 Sip Street,Jersey City,NJ,"(RT),(B)","Bars/Clubs,Hotels",,,1977,,3/16/2020 8:43pm,7/23/2020 7:21pm
292,Club North Baths,(Some SM),49 Broadway,Newark,NJ,"(SM),(*)",Bars/Clubs,,,1977,,3/16/2020 8:46pm,7/23/2020 7:21pm
293,Murphy's Tavern,,59 Madison Place,Newark,NJ,"(B),(D),(*)",Bars/Clubs,,,1977,,3/16/2020 8:46pm,7/23/2020 7:21pm
294,Manny's Den,(Some G) (Many B),111 Albany Street,New Brunswick,NJ,"(D),(G),(B),(*)",Bars/Clubs,,,1977,,3/16/2020 8:46pm,7/23/2020 7:21pm
295,The Follies,(Disco) (Several bars),505 Main Street,Passaic,NJ,"(YC),(D),(S),(*)",Bars/Clubs,,,1977,,3/16/2020 8:47pm,7/23/2020 7:21pm
296,Coach ,,541 Union Avenue,Paterson,NJ,"(G),(D)",Bars/Clubs,,,1977,,3/16/2020 8:47pm,7/23/2020 7:21pm
298,Pad I ,,389 Madison Avenue,Paterson,NJ,(D),Bars/Clubs,,,1977,,3/16/2020 8:48pm,7/23/2020 7:21pm
299,Musical Bar,Phillipsburg Hotel,216 S. Main Street,Phillipsburg,NJ,(M),"Bars/Clubs,Hotels",,,1977,,3/16/2020 8:48pm,7/23/2020 7:21pm
302,Peacock Inn,,20 Bayard Lane,Princeton,NJ,"(M),(YC),(*)",Bars/Clubs,,,1977,,3/16/2020 8:49pm,7/23/2020 7:21pm
303,Town & Country,"(Some G, B)",Water Street,Princeton,NJ,"(D),(G),(B),(S),(*)",Bars/Clubs,,,1977,,3/16/2020 8:49pm,7/23/2020 7:21pm
304,Sea Shell,,21 Ferry Street ,Princeton,NJ,"(D),(R)","Restaurant,Bars/Clubs",,,1977,,3/16/2020 8:50pm,7/23/2020 7:21pm
305,Aladin's Lamp,,677 S. Broad,Trenton,NJ,"(G),(R),(D),(*)","Restaurant,Bars/Clubs",,,1977,,3/16/2020 8:50pm,7/23/2020 7:21pm
306,Forty West,(Disco),40 W. State St.,Trenton,NJ,"(YC),(D),(*)",Bars/Clubs,,,1977,,3/16/2020 8:50pm,7/23/2020 7:21pm
307,Red Coach,Hotel Penn,81 S. Clinton,Trenton,NJ,(M),"Bars/Clubs,Hotels",,,1977,,3/16/2020 8:51pm,7/23/2020 7:21pm
308,Shamrock,,28 S. Warren,Trenton,NJ,"(D),OC",Bars/Clubs,,,1977,,3/16/2020 8:51pm,7/23/2020 7:21pm
310,Nite Lite Disco,(Disco),509 22nd St.,Union City,NJ,"(G),(D),(*)",Bars/Clubs,,,1977,,3/16/2020 8:52pm,7/23/2020 7:21pm
311,Albion Hotel & Motel,(Disco),102 2nd Ave.,Asbury Park,NJ,"(YC),(D),(R),(S),(*)","Bars/Clubs,Hotels",,,1976,,3/16/2020 8:52pm,7/23/2020 7:21pm
312,Asbury Hudson,(3rd & 4th floors),331 Cookman Ave.,Asbury Park,NJ,(H),Hotels,,,1976,,3/16/2020 8:59pm,7/23/2020 7:21pm
313,Blue Note ,,707 Bangs Ave.,Asbury Park,NJ,(*),Bars/Clubs,,,1976,,3/16/2020 9:00pm,7/23/2020 7:21pm
314,Club Asbury Spa,(Baths - open summers & some WE*),216 3rd Ave,Asbury Park,NJ,,Baths,,,1976,,3/16/2020 9:00pm,7/23/2020 7:21pm
316,M & K Tavern ('Paul's'),(several bars) (some G) (upstairs),329 Cookman Ave.,Asbury Park,NJ,"(YC),(*),(G),(D)",Bars/Clubs,,,1976,,3/16/2020 9:01pm,7/23/2020 7:21pm
317,Odyssey,,429 Cookman Ave.,Asbury Park,NJ,(D),Bars/Clubs,,,1976,,3/16/2020 9:01pm,7/23/2020 7:21pm
321,Belleville Hotel,,122 S. New York Ave.,Atlantic City,NJ,(H),Hotels,,,1976,,3/16/2020 9:03pm,7/23/2020 7:21pm
322,Brass Rail Bar,,12 S. Mt. Vernon Ave.,Atlantic City,NJ,,Bars/Clubs,,,1976,,3/16/2020 9:03pm,7/23/2020 7:21pm
323,Carroll Hotel,,146 S. New York Ave.,Atlantic City,NJ,(H),Hotels,,,1976,,3/16/2020 9:03pm,7/23/2020 7:21pm
324,Ceil's Saratoga Bar,(go-go boys),205 S. New York Ave.,Atlantic City,NJ,(D),Bars/Clubs,,,1976,,3/16/2020 9:03pm,7/23/2020 7:21pm
325,Chester Inn,(5th floor),132 S. New York Ave.,Atlantic City,NJ,"(H),(*)",Bars/Clubs,,,1976,,3/16/2020 9:04pm,7/23/2020 7:21pm
326,Chester Lounge,(Disco) (side entrance or thru hotel),132 S. New York Ave.,Atlantic City,NJ,"(YC),(D),(*)","Bars/Clubs,Hotels",,,1976,,3/16/2020 9:04pm,7/23/2020 7:21pm
327,Chez Paree,(Some G) (Disco),235 S. New York Ave.,Atlantic City,NJ,"(G),(D),(*),(B)",Bars/Clubs,,,1976,,3/16/2020 9:05pm,7/23/2020 7:21pm
328,DeVille Hotel & Sauna ,,149 Kentucky Ave.,Atlantic City,NJ,"(H),(*)",Hotels,,,1976,,3/16/2020 9:28pm,7/23/2020 7:21pm
329,Edna's ,(Disco),172 S. New York Ave.,Atlantic City,NJ,"(YC),(D)",Bars/Clubs,,,1976,,3/16/2020 9:29pm,7/23/2020 7:21pm
330,Entertainer's Club,(regretfully Louise passed away) in alley off New York Ave. nr. Boardwalk,169 S. Westminster,Atlantic City,NJ,"OC,(*)",Bars/Clubs,,,1976,,3/16/2020 9:29pm,7/23/2020 7:21pm
331,Jo Ann's Beach House,,176 S. Ocean Ave.,Atlantic City,NJ,(H),Hotels,,,1976,,3/16/2020 9:30pm,7/23/2020 7:21pm
332,Kappa Gamma Phi Fraternity,,159 S. Westminster,Atlantic City,NJ,"(P),(H)",Hotels,,,1976,,3/16/2020 9:30pm,7/23/2020 7:21pm
334,Lyle's ,(breakfast & lunch only),120 S. New York Ave.,Atlantic City,NJ,(R),Restaurant,,,1976,,3/16/2020 9:31pm,7/23/2020 7:21pm
336,Mama Motts,,151 S. New York Ave.,Atlantic City,NJ,(R),Restaurant,,,1976,,3/16/2020 9:32pm,7/23/2020 7:21pm
335,M & M Lounge,(Disco),156 S. Westminster,Atlantic City,NJ,"(YC),(D),(*)",Bars/Clubs,,,1976,,3/16/2020 9:31pm,7/23/2020 7:21pm
337,New York Subs,(snacks),178 S. New York Ave.,Atlantic City,NJ,"(R),(C)",Restaurant,,,1976,,3/16/2020 9:32pm,7/23/2020 7:21pm
338,Ocean House,,127 S. Ocean Ave.,Atlantic City,NJ,(H),Hotels,,,1976,,3/16/2020 9:33pm,7/23/2020 7:21pm
339,Other Door ,(upstairs above Brass Rail),12 S. Mt. Vernon Ave.,Atlantic City,NJ,"(G),(D)",Bars/Clubs,,,1976,,3/16/2020 9:33pm,7/23/2020 7:21pm
340,Rendez-vous,,139 S. New York Ave.,Atlantic City,NJ,"(D),(S)",Bars/Clubs,,,1976,,3/16/2020 9:34pm,7/23/2020 7:21pm
341,Unicorn,(Disco) (same bldg. as Edna's),172 S. New York Ave.,Atlantic City,NJ,"(YC),(D)",Bars/Clubs,,,1976,,3/16/2020 9:35pm,7/23/2020 7:21pm
345,Club Camden Baths,(some SM),1498 Broadway,Camden,NJ,"(*),(SM)",Baths,,,1976,,3/16/2020 9:42pm,7/23/2020 7:21pm
346,Lamplighter Lounge,(7th & Linden Sts.),5 Northgate Center,Camden,NJ,(D),Bars/Clubs,,,1976,,3/16/2020 9:42pm,7/23/2020 7:21pm
348,Penelope's,(two floors),611 Central Ave.,East Orange,NJ,"(D),(*)",Bars/Clubs,,,1976,,3/16/2020 9:43pm,7/23/2020 7:21pm
349,Plaza Hotel Bar,,91 Sip St.,Jersey City,NJ,"(RT),(B),(*)","Bars/Clubs,Hotels",,,1976,,3/16/2020 9:44pm,7/23/2020 7:21pm
355,Club North Baths ,(some SM),49 Broadway ,Newark,NJ,"(*),(SM)",Baths,,,1976,,3/16/2020 9:45pm,7/23/2020 7:21pm
356,Murphy's Tavern,,59 Madison Pl.,Newark,NJ,"(B),(D),(*)",Bars/Clubs,,,1976,,3/16/2020 9:46pm,7/23/2020 7:21pm
357,Other World ,(Disco),390 N. 5th St.,Newark,NJ,"(D),(YC),(B),(*)",Bars/Clubs,,,1976,,3/16/2020 9:46pm,7/23/2020 7:21pm
358,Manny's Den,(some G),111 Albany St.,New Brunswick,NJ,"(G),(*),(D)",Bars/Clubs,,,1976,,3/16/2020 9:47pm,7/23/2020 7:21pm
359,Normandie ,,21 Main St.,Orange,NJ,(M),Bars/Clubs,,,1976,,3/16/2020 9:47pm,7/23/2020 7:21pm
360,Pad 1 ,,389 Madison Ave.,Patterson,NJ,"(D),(*)",Bars/Clubs,,,1976,,3/16/2020 9:47pm,7/23/2020 7:21pm
362,Musical Bar,Phillipsburg Hotel,216 S. Main St.,Phillipsburg,NJ,(M),"Bars/Clubs,Hotels",,,1976,,3/16/2020 9:48pm,7/23/2020 7:21pm
364,Annex,,128 Nassau,Princeton,NJ,,Bars/Clubs,,,1976,,3/16/2020 9:50pm,7/23/2020 7:21pm
365,Peacock Inn,,20 Bayard Lane,Princeton,NJ,"(M),(YC),(*)",Bars/Clubs,,,1976,,3/16/2020 9:51pm,7/23/2020 7:21pm
366,Aladin's Lamp,(Some G),677 S. Broad,Trenton,NJ,"(G),(R),(D),(*)","Restaurant,Bars/Clubs",,,1976,,3/16/2020 9:51pm,7/23/2020 7:21pm
367,Red Coach,Hotel Penn,81 S. Clinton,Trenton,NJ,(M),"Bars/Clubs,Hotels",,,1976,,3/16/2020 9:52pm,7/23/2020 7:21pm
368,Shamrock ,,28 S. Warren,Trenton,NJ,"(YC),(D),(*)",Bars/Clubs,,,1976,,3/16/2020 9:52pm,7/23/2020 7:21pm
371,Asbury Hudson Hotel ,(3rd & 4th floors),331 Cookman Ave.,Asbury Park,NJ,(H),Hotels,,,1975,,3/16/2020 10:10pm,7/23/2020 7:21pm
373,Blue Note,,707 Bangs Ave.,Asbury Park,NJ,(*),Bars/Clubs,,,1975,,3/16/2020 10:11pm,7/23/2020 7:21pm
374,Breakers Hotel,,4 Surf Ave.,Asbury Park,NJ,(H),Hotels,,,1975,,3/16/2020 10:11pm,7/23/2020 7:21pm
372,Harry's Coffee Shop,,341 Cookman Ave.,Asbury Park,NJ,"(R),(C)",Restaurant,,,1975,,3/16/2020 10:11pm,7/23/2020 7:21pm
375,M & K Tavern (Paul's),,329 Cookman Ave.,Asbury Park,NJ,"(YC),(*)",Bars/Clubs,,,1975,,3/16/2020 10:12pm,7/23/2020 7:21pm
381,Belleville Hotel,,122 S. New York Ave.,Atlantic City,NJ,(H),Hotels,,,1975,,3/16/2020 10:14pm,7/23/2020 7:21pm
382,Brass Rail Bar,,12 S. Mt. Vernon Ave.,Atlantic City,NJ,(D),Bars/Clubs,,,1975,,3/16/2020 10:14pm,7/23/2020 7:21pm
383,Ceil's Saratoga Bar,"(go-go boys...burned, but supposedly reopening)",205 S. New York Ave.,Atlantic City,NJ,(D),Bars/Clubs,,,1975,,3/16/2020 10:14pm,7/23/2020 7:21pm
384,Chester Inn,(5th floor *),132 S. New York Ave.,Atlantic City,NJ,"(H),(*)",Hotels,,,1975,,3/16/2020 10:15pm,7/23/2020 7:21pm
385,Chester Lounge ,(Disco) (side entrance or thru hotel),132 S. New York Ave.,Atlantic City,NJ,"(YC),(D),(*)","Bars/Clubs,Hotels",,,1975,,3/16/2020 10:15pm,7/23/2020 7:21pm
386,Chez Paree,(Disco),235 S. New York ,Atlantic City,NJ,"(G),(D),(*)",Bars/Clubs,,,1975,,3/16/2020 10:17pm,7/23/2020 7:21pm
387,DeVille Hotel & Sauna ,,149 Kentucky Ave.,Atlantic City,NJ,(H),Hotels,,,1975,,3/16/2020 10:17pm,7/23/2020 7:21pm
388,Edna's In Exile,"(Disco) (Edna has returned to New York, but the name goes on.)",172 S. New York Ave.,Atlantic City,NJ,"(YC),(D)",Bars/Clubs,,,1975,,3/16/2020 10:17pm,7/23/2020 7:21pm
389,Entertainer's Club,(Louise's - in alley off New York Ave. nr. Boardwalk),169 S. Westminster,Atlantic City,NJ,(*),Bars/Clubs,,,1975,,3/16/2020 10:18pm,7/23/2020 7:21pm
390,JoAnn's Beach House,,176 S. Ocean Ave.,Atlantic City,NJ,(H),Hotels,,,1975,,3/16/2020 10:18pm,7/23/2020 7:21pm
391,Kappa Gamma Phi Fraternity ,,159 S. Westminster,Atlantic City,NJ,"(P),(H)",Hotels,,,1975,,3/16/2020 10:18pm,7/23/2020 7:21pm
393,Lori's,,165 S. New York Ave.,Atlantic City,NJ,(R),Restaurant,,,1975,,3/16/2020 10:19pm,7/23/2020 7:21pm
394,Lori's II,,165 S. New York Ave.,Atlantic City,NJ,(H),Hotels,,,1975,,3/16/2020 10:19pm,7/23/2020 7:21pm
395,Lyle's ,(breakfast & lunch),120 S. New York Ave.,Atlantic City,NJ,(R),Restaurant,,,1975,,3/16/2020 10:19pm,7/23/2020 7:21pm
396,M & M Lounge ,(Disco),156 S. Westminster,Atlantic City,NJ,"(YC),(*),(D)",Bars/Clubs,,,1975,,3/16/2020 10:21pm,7/23/2020 7:21pm
397,New York Subs,(snacks),178 S. New York Ave.,Atlantic City,NJ,"(R),(C)",Restaurant,,,1975,,3/16/2020 10:21pm,7/23/2020 7:21pm
398,Ocean House,,127 S. Ocean Ave. ,Atlantic City,NJ,(H),Hotels,,,1975,,3/16/2020 10:21pm,7/23/2020 7:21pm
399,Rendez-vous,,139 S. New York Ave.,Atlantic City,NJ,"(D),(S)",Bars/Clubs,,,1975,,3/16/2020 10:22pm,7/23/2020 7:21pm
400,Strawberry Fields ,(Ice Cream Parlor),157 S. New York Ave.,Atlantic City,NJ,,Business,,,1975,,3/16/2020 10:23pm,7/23/2020 7:21pm
401,The Look ,(Mama Rosa's Italian),143 S. New York Ave.,Atlantic City,NJ,"(R),(*)",Restaurant,,,1975,,3/16/2020 10:24pm,7/23/2020 7:21pm
405,Club Camden Baths,(some SM),1498 Broadway,Camden,NJ,"(*),(SM)",Baths,,,1975,,3/16/2020 10:25pm,7/23/2020 7:21pm
406,Lamplighter Lounge,(7th & Linden Sts.),5 Northgate Center,Camden,NJ,"(D),(*)",Bars/Clubs,,,1975,,3/16/2020 10:25pm,7/23/2020 7:21pm
408,Barrell House,,40 W. Grand St.,Elizabeth,NJ,(*),Bars/Clubs,,,1975,,3/16/2020 10:26pm,7/23/2020 7:21pm
409,Plaza Hotel Bar,,91 Sip St.,Jersey City,NJ,"(RT),(*)","Bars/Clubs,Hotels",,,1975,,3/16/2020 10:27pm,7/23/2020 7:21pm
414,Stella Dallas' River's Edge,,1 block N. of bridge ,Lambertville,NJ,"(M),(R),(PE)",Restaurant,,,1975,,3/16/2020 10:30pm,7/23/2020 7:21pm
415,Club North Baths ,(Some SM),49 Broadway,Newark,NJ,"(*),(SM)",Baths,,,1975,,3/16/2020 10:31pm,7/23/2020 7:21pm
416,Murphy's Tavern,(Some B),59 Madison Place,Newark,NJ,"(D),(B),(*)",Bars/Clubs,,,1975,,3/16/2020 10:32pm,7/23/2020 7:21pm
417,Other World ,(Disco),390 N. 5th St.,Newark,NJ,"(D),(YC),(B),(*)",Bars/Clubs,,,1975,,3/16/2020 10:32pm,7/23/2020 7:21pm
418,Manny's Den ,,111 Albany St. ,New Brunswick,NJ,"(D),(S),(*)",Bars/Clubs,,,1975,,3/16/2020 10:33pm,7/23/2020 7:21pm
419,Normandie ,,21 Main St.,Orange,NJ,(M),Bars/Clubs,,,1975,,3/16/2020 10:33pm,7/23/2020 7:21pm
420,Pad 1,,389 Madison Ave.,Patterson,NJ,"(D),(*)",Bars/Clubs,,,1975,,3/16/2020 10:34pm,7/23/2020 7:21pm
422,Musical Bar Phillipsburg Hotel,,216 S. Main St.,Phillipsburg,NJ,,"Hotels,Bars/Clubs",,,1975,,3/16/2020 10:35pm,7/23/2020 7:21pm
423,Annex ,,128 Nassau ,Princeton,NJ,,Bars/Clubs,,,1975,,3/16/2020 10:35pm,7/23/2020 7:21pm
424,Peacock Inn,,20 Bayard Lane ,Princeton,NJ,"(M),(YC),(*)",Bars/Clubs,,,1975,,3/16/2020 10:35pm,7/23/2020 7:21pm
425,Aladin's Lamp,(some G),677 S. Broad,Trenton,NJ,"(D),(G),(*)",Bars/Clubs,,,1975,,3/16/2020 10:36pm,7/23/2020 7:21pm
426,Red Coach ,Hotel Penn ,81 S. Clinton,Trenton,NJ,(M),"Bars/Clubs,Hotels",,,1975,,3/16/2020 10:36pm,7/23/2020 7:21pm
427,Shamrock,,28 S. Warren,Trenton,NJ,"(YC),(D),(*)",Bars/Clubs,,,1975,,3/16/2020 10:36pm,7/23/2020 7:21pm
429,Asbury Hudson Hotel ,(3rd & 4th floors),331 Cookman Ave.,Asbury Park,NJ,(H),Hotels,,,1974,,3/16/2020 10:37pm,7/23/2020 7:21pm
430,Blue Note ,,707 Bangs Ave.,Asbury Park,NJ,(*),Bars/Clubs,,,1974,,3/16/2020 10:47pm,7/23/2020 7:21pm
431,Chez  L,,429 Cookman Ave.,Asbury Park,NJ,(D),Bars/Clubs,,,1974,,3/16/2020 10:47pm,7/23/2020 7:21pm
432,El Matador,,1201 Kingsley ,Asbury Park,NJ,"(G),(D)",Bars/Clubs,,,1974,,3/16/2020 10:48pm,7/23/2020 7:21pm
433,El Moroccan ,,111 2nd Ave.,Asbury Park,NJ,"(YC),(D)",Bars/Clubs,,,1974,,3/16/2020 10:48pm,7/23/2020 7:21pm
434,Harry's Coffee Shop,,341 Cookman Ave.,Asbury Park,NJ,"(R),(C)",Restaurant,,,1974,,3/16/2020 10:49pm,7/23/2020 7:21pm
435,M & K Tavern (Paul's),,329 Cookman Ave.,Asbury Park,NJ,"(YC),(*)",Bars/Clubs,,,1974,,3/16/2020 10:49pm,7/23/2020 7:21pm
441,Belleville Hotel,,122 S. New York Ave.,Atlantic City,NJ,(H),Hotels,,,1974,,3/16/2020 10:51pm,7/23/2020 7:21pm
442,Chester Inn & Lounge,,132 S. New York Ave.,Atlantic City,NJ,(H),Hotels,,,1974,,3/16/2020 10:51pm,7/23/2020 7:21pm
443,Chez Paree,,235 S. New York Ave.,Atlantic City,NJ,"(G),(D),(*)",Bars/Clubs,,,1974,,3/16/2020 10:52pm,7/23/2020 7:21pm
444,Deville Hotel & Sauna,,149 Kentucky Ave.,Atlantic City,NJ,(H),Hotels,,,1974,,3/16/2020 10:52pm,7/23/2020 7:21pm
445,Dirty Edna's,(Disco),172 S. New York Ave.,Atlantic City,NJ,"(YC),(D),(*)",Bars/Clubs,,,1974,,3/16/2020 10:53pm,7/23/2020 7:21pm
446,Entertainer's Club (Louise's),"(alley off New York Ave., nr. Boardwalk)",169 Westheimer ,Atlantic City,NJ,(*),Bars/Clubs,,,1974,,3/16/2020 10:53pm,7/23/2020 7:21pm
448,Jo Ann Beach House,,176 S. Westheimer,Atlantic City,NJ,(H),Hotels,,,1974,,3/16/2020 10:54pm,7/23/2020 7:21pm
449,M & M ,,156 S. Westheimer,Atlantic City,NJ,"(YC),(D),(*)",Bars/Clubs,,,1974,,3/16/2020 10:55pm,7/23/2020 7:21pm
450,Martin's Hotel,,161 S. New York Ave.,Atlantic City,NJ,(H),Hotels,,,1974,,3/16/2020 10:55pm,7/23/2020 7:21pm
451,Rendezvous ,,139 S. New York Ave.,Atlantic City,NJ,"(YC),(D),(*)",Bars/Clubs,,,1974,,3/16/2020 10:55pm,7/23/2020 7:21pm
452,The Look,,143 New York Ave.,Atlantic City,NJ,"(R),(*)",Restaurant,,,1974,,3/16/2020 10:56pm,7/23/2020 7:21pm
455,Club Camden Baths,,1498 Broadway,Camden,NJ,(*),Baths,,,1974,,3/16/2020 10:59pm,7/23/2020 7:21pm
456,Lamplighter Lounge,,5 Northgate Center,Camden,NJ,,Bars/Clubs,,,1974,,3/16/2020 11:00pm,7/23/2020 7:21pm
