ID2,title,description,streetaddress,type,amenityfeatures,city,state,Year,unclear_address,unclear type or question,notes,Last Modified
1082,T.T.'s West,('Wild back room'),820 N. Rampart St.,Bars/Clubs,"(*),(SM),(W),(PT)",New Orleans,LA,1981,,,,3/22/2022 8:14am
1083,Tush ,,718 N. Rampart St.,Bars/Clubs,(L),New Orleans,LA,1981,,,,3/17/2022 3:10pm
1084,Ursuline Guest House ,(Friendly H),708 Ursulines,Hotel,"(*),(H)",New Orleans,LA,1981,,,,3/17/2022 3:10pm
1085,Verte Marte,"(Sandwiches, etc.) ",1201 Royal St.,Restaurant,"(M),(R)",New Orleans,LA,1981,,,,3/17/2022 3:10pm
1086,Vieux Carre Motor Lodge ,,920 N. Rampart St.,Hotel,"(M),(H)",New Orleans,LA,1981,,,,3/17/2022 3:10pm
1087,Wanda's ,('Hustlers') ,704 Iberville,Bars/Clubs,"(*),(RT)",New Orleans,LA,1981,,,,3/17/2022 3:10pm
1102,A Cut Above ,(Hair Salon)(Bosier City),2560 Barksdale Blvd.,Business,,Shreveport,LA,1981,,,,3/17/2022 3:10pm
1103,Florentine,"(M, L, B)(Wed. - Sat. only) ",728 Austin PI.,Bars/Clubs,"(L),(B),(M)",Shreveport,LA,1981,,,,3/17/2022 3:10pm
1104,Fun Shop ,"(Books, etc.) ",103 Texas Dr.,Book Store,,Shreveport,LA,1981,,,,3/17/2022 3:10pm
1105,Korner ,(Bobby's) (Something for everyone),800 Louisiana Ave.,Bars/Clubs,(*),Shreveport,LA,1981,,,,3/17/2022 3:10pm
1112,Miller's ,,427 Main St.,Restaurant,"(M),(R)",Bangor,ME,1981,,,,3/17/2022 3:10pm
1113,Peter's Candlelight ,(Some RT) ,158 Main St.,Bars/Clubs,"(RT),(M)",Bangor,ME,1981,,,,3/17/2022 3:10pm
1119,Moonlight Reader II ,"(Books, etc.) ",22 Alfred St.,Book Store,,Biddeford,ME,1981,,,,3/17/2022 3:10pm
1124,Paris Book Store ,,297 Lisbon St.,Book Store,(*),Lewiston,ME,1981,,,,3/17/2022 3:10pm
1125,Sports' Man Athletic Club,(Some L)(Liquor)(Show Address Book for adm.) nr. M ain,18 Canal St. ,Bars/Clubs,"(YC),(D),(*),(L),(P),(PT)",Lewiston,ME,1981,,,,3/17/2022 3:10pm
1128,Clipper Ship Guest House ,,46 Main St.,Hotel,(H),Ogunquit ,ME,1981,,,,3/17/2022 3:10pm
1130,Gov. Wm. F. King Guest House,, 89 Shore Rd.,Hotel,(H),Ogunquit ,ME,1981,,,,3/17/2022 3:10pm
1131,Linden Lodge ,,24 Shore Rd.,Hotel,(H),Ogunquit ,ME,1981,,,,3/17/2022 3:10pm
1133,Proof of the Pudd'n ,(Disco),52 Main St.,"Restaurant,Bars/Clubs","(R),(YC),(D),(*)",Ogunquit ,ME,1981,,,,3/17/2022 3:10pm
1138,Yellow Monkey Guest House ,, 44 Main St.,Hotel,(H),Ogunquit ,ME,1981,,,,3/17/2022 3:10pm
1144,Denny's ,,1210 Brighton Ave.,Restaurant,"(M),(R),(C),(AH)",Portland,ME,1981,,,,3/17/2022 3:10pm
1145,One Way Pub ,(Many L) ,10 Union St.,Bars/Clubs,"(D),(L)",Portland,ME,1981,,,,3/17/2022 3:10pm
1146,Phoenix ,(Disco)(Also C-AH-WE-subs),83 Oak St.,Bars/Clubs,"(PT),(M),(D),(C),(AH),(WE),(*)",Portland,ME,1981,,,,3/17/2022 3:10pm
1147,Roland's Tavern  ,(Sun. 1pm - midnight),413-A Cumberland Ave.,Bars/Clubs,"(*),(D),(E)",Portland,ME,1981,,,,3/17/2022 3:10pm
1148,Treasure Chest ,(Books),613 Congress St.,Book Store,(M),Portland,ME,1981,,,,3/17/2022 3:10pm
1149,Wayne's Country I ,"(Books, etc.)(Peep shows)(Cruisy)('Wild back room!') ",61 Forest Ave.,"Book Store,Cruising Areas",(*),Portland,ME,1981,,,,3/21/2022 7:30am
1154,Little Campus,,63 Maryland,Bars/Clubs,(M),Annapolis,MD,1981,,,,3/17/2022 3:10pm
1157,Alien,(Disco),5430 Park Hgts. Ave.,Bars/Clubs,"(P),(D)",Baltimore,MD,1981,,,,3/17/2022 3:10pm
1159,Bob's Hideaway,,505 Broadway,Bars/Clubs,,Baltimore,MD,1981,,,,3/17/2022 3:10pm
1160,Brig ,,1710 Aliceanna St.,Bars/Clubs,(SM),Baltimore,MD,1981,,,,3/17/2022 3:10pm
1161,Chambord,,801 N. Charles,Restaurant,"(PE),(M),(R)",Baltimore,MD,1981,,,,3/17/2022 3:10pm
1162,Club East Baths ,,1105 Cathedral,Bathhouses,"(*),(P)",Baltimore,MD,1981,,,,3/17/2022 3:10pm
1163,Club Mitchell ,(Also C-AH),1003 E. Pratt,"Bars/Clubs,Restaurant","(*),(C),(AH),(PT),(D),(R),(L)",Baltimore,MD,1981,,,,3/21/2022 5:56pm
1164,Drinkery,(Disco)(Cruisy) at Park,302 W. Read ,"Bars/Clubs,Cruising Areas","(*),(D)",Baltimore,MD,1981,,,,3/17/2022 3:10pm
1165,Eager St. Saloon ,(Adjoins Hippo-opens 4pm) at Charles,1 W. Eager,Bars/Clubs,"(D),(YC),(PT),(*)",Baltimore,MD,1981,,,,3/17/2022 3:10pm
1166,Frankie & Ronnie's,(Fun neighborhood bar*),2218 Boston St.,Bars/Clubs,"(D),(*)",Baltimore,MD,1981,,,,3/22/2022 8:01am
1167,Gallery & Shipmates Disco Room,,1735 Maryland,"Restaurant,Bars/Clubs","(SM),(W),(R),(*)",Baltimore,MD,1981,,,,3/17/2022 3:10pm
1169,Go West ,(W & Levi)(Cruisy) (Opens 11am),228 Park Ave.,"Cruising Areas,Bars/Clubs","(W),(*)",Baltimore,MD,1981,,,,3/17/2022 3:10pm
1170,Hippopotamus ,(Unisex)(Disco) at Charles,1 W. Eager ,Bars/Clubs,"(Hip),(*),(YC),(PT),(D)",Baltimore,MD,1981,,,,3/17/2022 3:10pm
1172,J.J. Gallagher's Pub ,(Disco-D -WE),1722 Fleet St.,Bars/Clubs,"(YC),(PT),(D),(WE)",Baltimore,MD,1981,,,,3/17/2022 3:10pm
1173,Leather Underground ,(Shop & dungeon),208 W. Read St.,Erotic Shop,,Baltimore,MD,1981,,,,3/17/2022 3:10pm
1174,Leon's ,,870 Park Ave.,Bars/Clubs,(*),Baltimore,MD,1981,,,,3/17/2022 3:10pm
1175,Lynn's,(Looks promising),774 Washington,Bars/Clubs,,Baltimore,MD,1981,,,,3/17/2022 3:10pm
1176,Mary's Club ,"(Disco)(Downstairs)(Some YC, B)",1106 C athedral,Bars/Clubs,"(D),(*),(B),(YC)",Baltimore,MD,1981,,,,3/17/2022 3:10pm
1177,Masquerade ,(Disco),2308 Boston St.,Bars/Clubs,"(L),(PT),(D)",Baltimore,MD,1981,,,,3/17/2022 3:10pm
1178,M.C.C.,,2233 St. Paul St.,Religious Institution,MCC,Baltimore,MD,1981,,,,3/17/2022 3:10pm
1179,Odell's ,,21 E. North Ave.,Bars/Clubs,,Baltimore,MD,1981,,,,3/17/2022 3:10pm
1180,Office Disco & Pub ,(Looks promising),411 E. 32nd St.,Bars/Clubs,,Baltimore,MD,1981,,,,3/17/2022 3:10pm
1182,Parker's ,('Hustle's') ,704 N. Howard,Bars/Clubs,"(B),(RT)",Baltimore,MD,1981,,,,3/17/2022 3:10pm
1183,Private Affair ,(Disco) ,1901 Aliceanna,Bars/Clubs,,Baltimore,MD,1981,,,,3/17/2022 3:10pm
1184,Senator Bar ,(Some OC)(Good Sundays),612 1/2 N. Howard,Bars/Clubs,"(*),(E),(OC)",Baltimore,MD,1981,,,,3/17/2022 3:10pm
1185,Shot Tower Bar ,(Some L),4 N. High St.,Bars/Clubs,(L),Baltimore,MD,1981,,,,3/17/2022 3:10pm
1186,Studio ,(Adjoins Gallery) ,1735 Maryland Ave.,Restaurant,(R),Baltimore,MD,1981,,,,3/17/2022 3:10pm
1188,Tyson Place,(Can enter thru rear of Leon's),227 W. Chase St.,Restaurant,"(M),(R)",Baltimore,MD,1981,,,,3/17/2022 3:10pm
1189,Wyatt's Saloon , (Fells Point),1614 Eastern Ave.,Bars/Clubs,,Baltimore,MD,1981,,,,3/17/2022 3:10pm
1198,Bull Ring Lounge ,(Cl Sun.)(Disco) at Antietam,57 S. Potomac ,"Hotel,Bars/Clubs","(S),(H),(D)",Hagerstown,MD,1981,,,,3/17/2022 3:10pm
1199,Bull Annex,(Cl. Sun.)(W - levi) ,59 S. Potomac,Bars/Clubs,(PT),Hagerstown,MD,1981,,,,3/17/2022 3:10pm
1205,Hideaway II ,(Downstairs) & (Disco)(Upstairs*) ,7301 W. Roosevelt Rd.,"Restaurant,Bars/Clubs","(M),(R),(D),(*)",Forest Park,Il,1981,,,,3/22/2022 8:00am
1209,Dugan's Deli ,,2902 West,Restaurant,"(M),(R)",Ames,IA,1981,,,,3/17/2022 3:10pm
1211,Towson Books ,,516 York Rd.,Book Store,(*),Towson,MD,1981,,,,3/17/2022 3:10pm
1212,Adult Book Store ,,11226 Georgia Ave.,"Erotic Shop,Book Store",,Wheaton,MD,1981,,,,3/17/2022 3:10pm
1217,Art I Cinema ,,204 Tremont,Theatre,,Boston,MA,1981,,,,3/17/2022 3:10pm
1218,Beacon Tours ,(Travel) ,160 Commonwealth,Travel Service,,Boston,MA,1981,,,,3/17/2022 3:10pm
1219,"Boston, Boston ",(Disco)(Sunday nites only -9pm -2am*) ,15 Lansdown St.,Bars/Clubs,"(YC),(D),(*)",Boston,MA,1981,,,,3/22/2022 7:58am
1220,Buddies ,(Disco)(Cruise bar - PT),733 Boylston St.,Bars/Clubs,"(*),(D),(E),(PT)",Boston,MA,1981,,,,3/17/2022 3:10pm
1221,Chaps ,,25 Huntington Ave.,Bars/Clubs,,Boston,MA,1981,,,,3/17/2022 3:10pm
1222,Citadel ,(E - upstairs) ,22 Avery St.,Bars/Clubs,"(S),(D),(E)",Boston,MA,1981,,,,3/17/2022 3:10pm
1223,Club Boston Baths ,(Some W) betw. Stuart & Washington,4 La Grange ,Bathhouses,"(*),(W)",Boston,MA,1981,,,,3/21/2022 8:06am
1225,Dart's ,(Disco)(R -lunch)(Cruisy)(Macho)('locks') ,271 Dartmouth St.,"Bars/Clubs,Restaurant,Cruising Areas","(*),(YC),(D),(PT),(R)",Boston,MA,1981,,,,3/17/2022 3:10pm
1226,Delivery Entrance ,(Bar at The House)(Some L)(Boston's most unusual bar) (Allston),12 Wilton,Bars/Clubs,(L),Boston,MA,1981,,,,3/17/2022 3:10pm
1228,Esplanade Paperback Books ,,107 Charles St.,Book Store,(*),Boston,MA,1981,,,,3/17/2022 3:10pm
1229,Glad Day Books,,22 Bromfield St.,Book Store,(*),Boston,MA,1981,,,,3/17/2022 3:10pm
1230,Harry 's Place ,,45 Essex St.,Bars/Clubs,(D),Boston,MA,1981,,,,3/17/2022 3:10pm
1231,Herbie's Ramrod Room,,1254 Boylston S.,Bars/Clubs,"(SM),(W),(*)",Boston,MA,1981,,,,3/17/2022 3:10pm
1232,Icarus ,(Looks promising) ,540 Tremont St.,Restaurant,(R),Boston,MA,1981,,,,3/17/2022 3:10pm
1233,Ideal Diner,,21 Huntington,Restaurant,"(M),(R)",Boston,MA,1981,,,,3/17/2022 3:10pm
1234,Jacques' ,(Disco),87 Broadway,Bars/Clubs,(RT),Boston,MA,1981,,,,3/17/2022 3:10pm
1235,Jolair Cinema ,,1 Essex St.,Theatre,(*),Boston,MA,1981,,,,3/17/2022 3:10pm
1236,Ken's (M )(R )(C )(A H ) 549 Boylston St.,,549 Boylston St.,Restaurant,"(M),(R),(C),(AH)",Boston,MA,1981,,,,3/17/2022 3:10pm
1237,La Trattoria ,(Italian R) ,288 Cambridge St.,Restaurant,"(M),(R)",Boston,MA,1981,,,,3/17/2022 3:10pm
1238,M.C.C. ,Old West Church ,131 Cambridge St.,Religious Institution,MCC,Boston,MA,1981,,,,3/17/2022 3:10pm
1239,Napoleon Club, (Disco-D -upstairs),52 Piedmont,Bars/Clubs,"(OC),(E),(D),(*)",Boston,MA,1981,,,,3/17/2022 3:10pm
1240,119 Merrimac ,(Disco)(Thurs. nights*),119 Merrimac,Bars/Clubs,"(D),(*)",Boston,MA,1981,,,,3/22/2022 7:58am
1241,Paperback Booksmith ,(Books),753 Boylston,Book Store,(M),Boston,MA,1981,,,,3/17/2022 3:10pm
1242,Playland ,('Hustlers')('Combat Zone') ,21 Essex,Bars/Clubs,"(RT),(*)",Boston,MA,1981,,,,3/17/2022 3:10pm
1243,Regency Club Baths,(2 floors - Open 24 hrs),11 O tis St.,Bathhouses,(*),Boston,MA,1981,,,,3/17/2022 3:10pm
1244,Somewhere,(Disco)(M any L)  295 Franklin,295 Franklin,Bars/Clubs,"(D),(L),(*)",Boston,MA,1981,,,,3/17/2022 3:10pm
1246,Sporters ,"(Cruisy)(Small disco room)(Opp. Holiday Inn - no sign, but don't miss it -opens 4pm ) nr. Blossom St.",228 Cambridge,"Bars/Clubs,Cruising Areas","(*),(YC),(PT)",Boston,MA,1981,,,,3/17/2022 3:10pm
1247,The Bar ,"(Cruisy)(Disco)(Some YC, Midnight Cowboys) ",252 Boylston St.,"Bars/Clubs,Cruising Areas","(D),(YC),(*)",Boston,MA,1981,,,,3/17/2022 3:10pm
1248,The House,(Italian R) (Guest house) off Cambridge nr. Harvard (Allston),12 Wilton St.,"Restaurant,Hotel","(R),(*),(H)",Boston,MA,1981,,,,3/17/2022 3:10pm
1249,Together ,(Disco)(Bar downstairs)(Best Mondays),110 Boylston,Bars/Clubs,"(S),(D)",Boston,MA,1981,,,,3/17/2022 3:10pm
1250,Twelve-Seventy Club ,(3 floors)(Disco),1254 Boylston St.,Bars/Clubs,"(Hip),(*),(YC),(D)",Boston,MA,1981,,,,3/17/2022 3:10pm
1261,New Words (Books) 186 H am pshire St.,(Books) 186 H am pshire St.,186 Hampshire St.,Book Store,(L),Cambridge,MA,1981,,,,3/17/2022 3:10pm
1262,Paradise Club ,(Cruisy)(Closes 1am),180 Massachusetts Ave.,"Bars/Clubs,Cruising Areas","(*),(YC)",Cambridge,MA,1981,,,,3/21/2022 7:29am
1263,Redbook ,(Some L)(Books) 136 R iver St.,136 River St.,Book Store,(L),Cambridge,MA,1981,,,,3/17/2022 3:10pm
1264,Words Worth,(Books) ,30 Brattle St.,Book Store,,Cambridge,MA,1981,,,,3/17/2022 3:10pm
1265,Xanadu Graphics,(Typesetting),143 Albany St.,Business,,Cambridge,MA,1981,,,,3/17/2022 3:10pm
1269,Sword & Shield ,,735 Pleasant St.,Bars/Clubs,"(D),(*)",Fall River,MA,1981,,,,3/17/2022 3:10pm
1275,Cosmopolitan Cafe ,,511 Market St.,Restaurant,(M),Lowell,MA,1981,,,,3/17/2022 3:10pm
1276,Tower News Stand,(Books) ,101 Gotham St.,Book Store,(M),Lowell,MA,1981,,,,3/17/2022 3:10pm
1279,Fran's Place,(Many L)(Disco),776 Washington,Bars/Clubs,"(L),(D)",Lynn,MA,1981,,,,3/17/2022 3:10pm
1287,House of Orange ,,25 Orange St.,Hotel,"(M),(H)",Nantucket,MA,1981,,,,3/17/2022 3:10pm
1288,Friends & Lovers ,"(Some B, L, Latins)(Disco) ",145 N. Front St.,Bars/Clubs,"(B),(L),(D),(*),(AYOR)",New Bedford,MA,1981,,,,3/17/2022 3:10pm
1289,Meeting Place,(Some L),1447 Acushnet St.,Bars/Clubs,"(D),(PT),(L),(*)",New Bedford,MA,1981,,,,3/17/2022 3:10pm
1294,Eagle's Nest Lounge ,Holiday Inn ,Lenox Rd.,Bars/Clubs,(M),Pittsfield,MA,1981,,,,3/17/2022 3:10pm
1295,Jimmy's,,W. Housatonic St.,Bars/Clubs,(M),Pittsfield,MA,1981,,,,3/17/2022 3:10pm
1301,Sleepy Pilgrim Motel ,(Looks promising),182 Court St.,Hotel,"(M),(H)",Plymouth,MA,1981,,,,3/17/2022 3:10pm
1302,Anchor Inn Guest House ,,175 Commercial St.,Hotel,(H),Provincetown,MA,1981,,,,3/17/2022 3:10pm
1303,Angels Landing ,,353 Commercial St.,Hotel,"(H),(*)",Provincetown,MA,1981,,,,3/17/2022 3:10pm
1304,Atlantic House Hotel,"(Disco)(2 adj. cruise bars - some W & SM upstairs) Masonic, an alley ",216 Commercial St.,"Bars/Clubs,Hotel","(*),(YC),(D),(SM),(W)",Provincetown,MA,1981,,,,3/21/2022 8:26am
1307,Boatslip Motel & Bar,"('Tops' days -cruisy beach & pool)(Tea dance Disco, 3:30-6:30)",161 Commercial St.,"Hotel,Restaurant,Cruising Areas,Bars/Clubs","(H),(R),(*)",Provincetown,MA,1981,,,,3/17/2022 3:10pm
1308,Caper Inn ,(Swim Pool)  ,14 Mechanic St.,Hotel,"(H),(*)",Provincetown,MA,1981,,,,3/17/2022 3:10pm
1309,Capricorn Guest House ,,6 Cottage St.,Hotel,"(H),(YC)",Provincetown,MA,1981,,,,3/17/2022 3:10pm
1310,Captain & His Ship ,,164 Commercial St.,Hotel,"(H),(*)",Provincetown,MA,1981,,,,3/17/2022 3:10pm
1311,Captain's House ,,350-A Commercial St.,Hotel,,Provincetown,MA,1981,,,,3/17/2022 3:10pm
1312,Casablanca Guest House ,,166 Commercial St.,Hotel,(H),Provincetown,MA,1981,,,,3/17/2022 3:10pm
1313,Chancellor Inn ,,17 Center St.,Hotel,(H),Provincetown,MA,1981,,,,3/17/2022 3:10pm
1314,Chicago Guest House,,6 Winslow St.,Hotel,(H),Provincetown,MA,1981,,,,3/17/2022 3:10pm
1315,Christopher Inn,,8 Dye r St.,Hotel,"(H),(YC)",Provincetown,MA,1981,,,,3/17/2022 3:10pm
1316,Ciro & Sal's ,(Italian R) ,4 Kiley Court,Restaurant,"(M),(R),(*)",Provincetown,MA,1981,,,,3/17/2022 3:10pm
1317,Cottage ,(Breakfast & lunch),149 Commercial St.,Restaurant,"(M),(R),(*)",Provincetown,MA,1981,,,,3/17/2022 3:10pm
1318,Crown & Anchor ,"(Includes the 'Back Room' 'Cellar Bar' Cabaret, Clambake & Sidewalk Cafe)",247 Commercial St.,"Hotel,Restaurant,Bars/Clubs","(H),(*),(M),(R)",Provincetown,MA,1981,,,,3/17/2022 3:10pm
1319,Dance 293 ,(Disco),293 Commercial St.,Bars/Clubs,"(M),(YC),(D)",Provincetown,MA,1981,,,,3/17/2022 3:10pm
1320,Dexter's Inn  ,,6 Conwell St.,Hotel,"(M),(H),(*)",Provincetown,MA,1981,,,,3/17/2022 3:10pm
1322,1807 House ,,54 Commercial St.,Hotel,(H),Provincetown,MA,1981,,,,3/17/2022 3:10pm
1323,Fisherman's Cove,,145 Commercial St.,Hotel,"(H),(M),(*)",Provincetown,MA,1981,,,,3/17/2022 3:10pm
1324,Fredrik's Guest House,,156 Bradford St. ,Hotel,(H),Provincetown,MA,1981,,,,3/17/2022 3:10pm
1325,Front Street,,230 Commercial St.,Restaurant,"(M),(R)",Provincetown,MA,1981,,,,3/17/2022 3:10pm
1326,Gallery Inn ,(Some L) ,3 Johnson St.,Hotel,"(H),(L)",Provincetown,MA,1981,,,,3/17/2022 3:10pm
1327,George's Inn,,9 Court St.,Hotel,"(H),(*)",Provincetown,MA,1981,,,,3/17/2022 3:10pm
1329,Haven House,,12 Carver St.,Hotel,"(H),(M)",Provincetown,MA,1981,,,,3/17/2022 3:10pm
1331,Isis Books & Records ,(Many L),247 Commercial St.,Book Store,"(L),(*)",Provincetown,MA,1981,,,,3/17/2022 3:10pm
1332,Jenny Lind,(Some L) ,183 Commercial St.,Restaurant,"(L),(M),(R),(*)",Provincetown,MA,1981,,,,3/17/2022 3:10pm
1333,J.P.'s Hilltop Inn ,,140 Bradford St. ,Hotel,"(M),(H)",Provincetown,MA,1981,,,,3/17/2022 3:10pm
1334,Jones' Locker ,,45 Commercial St.,Restaurant,"(M),(R)",Provincetown,MA,1981,,,,3/17/2022 3:10pm
1335,Lamplighter Guest House ,,26 Bradford St. ,Hotel,(H),Provincetown,MA,1981,,,,3/17/2022 3:10pm
1336,Land's End Inn ,,22 Commercial St.,Hotel,"(M),(H)",Provincetown,MA,1981,,,,3/17/2022 3:10pm
1337,Liverpool Mod ,"(Clothes, books, erotica, liquid )(Also called 'Just Men') ",393 Commercial St.,"Erotic Shop,Book Store",(*),Provincetown,MA,1981,,,,3/17/2022 3:10pm
1338,Madeira Room ,Pilgrim House,336 Commercial St.,Bars/Clubs,"(M),(S),(*)",Provincetown,MA,1981,,,,3/17/2022 3:10pm
1339,Moffett House ,,296A Commercial St.,Hotel,(H),Provincetown,MA,1981,,,,3/17/2022 3:10pm
1340,Monument House ,,129 Bradford St. ,Hotel,(H),Provincetown,MA,1981,,,,3/17/2022 3:10pm
1341,Monument View,,82 Bradford St. ,Hotel,(H),Provincetown,MA,1981,,,,3/17/2022 3:10pm
1343,Normandy House ,,1 Miller Hill Rd.,Hotel,(H),Provincetown,MA,1981,,,,3/17/2022 3:10pm
1344,Ocean's Inn ,,386 Commercial St.,"Hotel,Restaurant","(H),(R)",Provincetown,MA,1981,,,,3/17/2022 3:10pm
1345,Pete's Bouy ,,97 Bradford St. ,Hotel,(H),Provincetown,MA,1981,,,,3/17/2022 3:10pm
1346,Pied Piper ,(Disco),193-A Commercial St.,"Restaurant,Bars/Clubs","(R),(*),(D),(PT),(L)",Provincetown,MA,1981,,,,3/17/2022 3:10pm
1347,Pilgrim House ,,336 Commercial St.,Hotel,(H),Provincetown,MA,1981,,,,3/17/2022 3:10pm
1349,Plaza Guest House,,11 Pearl St.,Hotel,(H),Provincetown,MA,1981,,,,3/17/2022 3:10pm
1350,Post Office Cabaret ,(Upstairs),303 Commercial St.,Restaurant,"(R),(M),(E)",Provincetown,MA,1981,,,,3/17/2022 3:10pm
1351,Richmond Inn ,,4 Conant St.,Hotel,(H),Provincetown,MA,1981,,,,3/17/2022 3:10pm
1352,Sandpiper Beach House ,(Swim pool),165 Commercial St.,Hotel,"(H),(M),(*)",Provincetown,MA,1981,,,,3/17/2022 3:10pm
1353,Sea Drift Inn ,,80 Bradford St. ,Hotel,"(H),(SM),(W),(*)",Provincetown,MA,1981,,,,3/17/2022 3:10pm
1354,Six Dyer Street Guest House,,6 Dyer St.,Hotel,(H),Provincetown,MA,1981,,,,3/17/2022 3:10pm
1355,Sunset Inn ,,142 Bradford St. ,Hotel,(H),Provincetown,MA,1981,,,,3/17/2022 3:10pm
1357,The Ranch ,"(Some W, OC) ",198 C Commercial St.,Hotel,"(H),(W),(OC),(*)",Provincetown,MA,1981,,,,3/17/2022 3:10pm
1358,Town House  ,(Bar with (OC) - 'sing along' is in back through called T h e G allery'),291 Commercial St.,"Restaurant,Bars/Clubs","(R),(*),(OC),(M)",Provincetown,MA,1981,,,,3/17/2022 3:10pm
1359,Trade Winds ,,12 Johnson St.,Hotel,(H),Provincetown,MA,1981,,,,3/17/2022 3:10pm
1360,Uptown Strutters Ball ,(Clothing store),212 Commercial St.,Business,,Provincetown,MA,1981,,,,3/17/2022 3:10pm
1361,Victoria House ,,5 Standish St.,Hotel,(H),Provincetown,MA,1981,,,,3/17/2022 3:10pm
1363,Watership Inn ,(Some L)  ,7 Winthrop St.,Hotel,"(L),(H),(*)",Provincetown,MA,1981,,,,3/17/2022 3:10pm
1365,White Wind Inn ,"(Some M, L) ",174 Commercial St.,Hotel,"(M),(L)",Provincetown,MA,1981,,,,3/21/2022 6:44pm
1372,Country Club ,(Disco)(Swim pool) (WE*)(Rte. 139),44 Mazeo Drive,Bars/Clubs,"(P),(D),(E),(WE),(*)",Randolph,MA,1981,,,,3/22/2022 7:58am
1374,Pleasant Stock ,,421 Washington St.,Restaurant,(R),Somerville,MA,1981,,,,3/17/2022 3:10pm
1375,Frontier ,(Disco)(Sun. brunch)(Cruisy)(4 bars) ,19 Pearl St.,"Bars/Clubs,Restaurant,Cruising Areas","(*),(YC),(D),(R)",Springfield,MA,1981,,,,3/17/2022 3:10pm
1377,Pub,"(Some OC)(Cocktail hour, 5-8pm- Tues. night pizza) nr. Worthington",382 Dwight St.,Bars/Clubs,"(D),(OC),(S),(*)",Springfield,MA,1981,,,,3/17/2022 3:10pm
1378,Quarry ,"(Some W, SM)(Disco)(C-AH-WE*)(Below 'The Pub') ",382 Dwight St.,Bars/Clubs,"(YC),(W),(SM),(C),(AH),(WE),(*)",Springfield,MA,1981,,,,3/22/2022 8:03am
1398,Bickford's Pancake House ,,97 Stafford St.,Restaurant,"(M),(R),(C),(AH)",Worcester,MA,1981,,,,3/17/2022 3:10pm
1399,Howard Johnson's  ,,481 Lincoln,Restaurant,"(M),(R),(C),(AH)",Worcester,MA,1981,,,,3/17/2022 3:10pm
1400,Isaiah's ,(Disco) ,11 Thomas St.,"Restaurant,Bars/Clubs","(R),(D)",Worcester,MA,1981,,,,3/17/2022 3:10pm
1401,Mailbox ,(Disco)(Cruisy) 282 Main St.,282 Main St.,"Bars/Clubs,Cruising Areas","(*),(YC),(D)",Worcester,MA,1981,,,,3/21/2022 7:27am
1406,Apartment ,(Disco) ,2200 Fuller Rd.,Bars/Clubs,"(M),(YC),(*),(D)",Ann Arbor,MI,1981,,,,3/17/2022 3:10pm
1407,Flame ,,115 W. Washington,Bars/Clubs,"(M),(YC),(*)",Ann Arbor,MI,1981,,,,3/17/2022 3:10pm
1417,Akron Health Club Baths ,,7530 E. 7 Mile Rd.,Bathhouses,,Detroit,MI,1981,,,,3/17/2022 3:10pm
1418,Amigas Club,(Disco) betw. 7 & 8 Mile Roads,19326 Conant ,Bars/Clubs,"(D),(L)",Detroit,MI,1981,,,,3/17/2022 3:10pm
1419,Aruba,(Disco) ,99 W. 7 Mile Rd.,Bars/Clubs,"(YC),(D),(*)",Detroit,MI,1981,,,,3/17/2022 3:10pm
1420,Back Stage Deli ,(Open until 4am*),1020 W. 7 Mile Rd.,Restaurant,"(R),(*)",Detroit,MI,1981,,,,3/22/2022 8:02am
1421,Back Street ,(Current 'in' disco) at Greenfield,15606 Joy ,Bars/Clubs,"(YC),(*),(D)",Detroit,MI,1981,,,,3/17/2022 3:10pm
1422,Bookie's Club 870 ,(also called 'Gagens')(S - Sun)(Some B) nr. Hamilton,870 McNichols ,"Bars/Clubs,Book Store","(S),(D),(B)",Detroit,MI,1981,,,,3/21/2022 8:38am
1423,Butterfly Introductions ,(Escort Services)  (313) 541-2990 (Ferndale),109 E. 9 Mile Rd.,Escort and Model Services,,Detroit,MI,1981,,,,3/17/2022 3:10pm
1424,Cafe Gigi's ,(Use rear entrance)(Mon. go-go boys) nr. Southfield,16920 W. Warren ,"Restaurant,Bars/Clubs","(R),(YC),(D),(*)",Detroit,MI,1981,,,,3/17/2022 3:10pm
1425,C.C.W. Saloon ,(Country & W) ,16103 W. Warren,Bars/Clubs,(W),Detroit,MI,1981,,,,3/17/2022 3:10pm
1426,Club Detroit Baths ,"(Some YC, W, SM, FFA) ",7646 Woodward Ave.,"Bars/Clubs,Bathhouses","(YC),(W),(SM),(FFA),(*)",Detroit,MI,1981,,,,3/21/2022 6:09pm
1427,Club Exclusive ,,16021 W. 8 Mi. Rd.,Bars/Clubs,"(L),(S)",Detroit,MI,1981,,,,3/17/2022 3:10pm
1428,Crews In ,(Sun. Brunch)(Cruisy)  (AH - until 5am)(6 Mile Road),950 McNichols ,"Restaurant,Cruising Areas","(R),(*),(AH)",Detroit,MI,1981,,,,3/17/2022 3:10pm
1429,Deck,(Opens 12 noon) ,14901 E. Jefferson,Bars/Clubs,,Detroit,MI,1981,,,,3/17/2022 3:10pm
1430,Dignity Detroit ,(Catholic organ.),2846 17th St.,Religious Institution,,Detroit,MI,1981,,,,3/17/2022 3:10pm
