ID,Title,description,streetaddress,city,state,amenityfeatures,type,unclearaddress,uncleartype,Year,notes,dateadded,lastmodified
222,Side Walk Cafe,(Open 24 hours),Main at 7th St.,Pueblo,CO,"(M),(R),(C)",Restaurant,checked,,1977,,4/2/2020 9:46pm,7/23/2020 7:26pm
223,Turquoise Club,,707 N. Main St.,Pueblo,CO,"(S),(*)",Bars/Clubs,,,1977,,4/2/2020 9:46pm,7/23/2020 7:26pm
224,Mineral Palace Park,,,Pueblo,CO,Cruisy Area,Cruising Areas,checked,,1977,,4/2/2020 9:46pm,7/23/2020 7:26pm
225,Slope,Top of Bridge St.,,Vail,CO,"(M),(YC)",Bars/Clubs,checked,,1977,,4/2/2020 9:47pm,7/23/2020 7:26pm
226,Alice's Alley,"(Both bars share the same entrance, downstairs below the Aspen Mine Co. (R). Both are very M, HIP, but interesting.)",426 E. Hyman,Aspen,CO,"(M),(YC),(HIP)",Bars/Clubs,,,1976,,4/8/2020 7:48pm,7/23/2020 7:26pm
227,Slope,"(Movies) (Both bars share the same entrance, downstairs below the Aspen Mine Co. (R). Both are very M, HIP, but interesting.)",428 E. Hyman,Aspen,CO,"(M),(YC),(HIP)",Theatre,,,1976,,4/8/2020 7:48pm,7/23/2020 7:26pm
228,Catacombs,(late - downstairs - Boulderado Hotel),2115 13th St.,Boulder,CO,"(M),(R),(HIP),(YC)","Restaurant,Hotels",,,1976,,4/8/2020 9:23pm,7/23/2020 7:26pm
229,Five-O-Seven Club,(Baths),507 Canyon Bl.,Boulder,CO,(*),Baths,,,1976,,4/8/2020 9:23pm,7/23/2020 7:26pm
230,Norlin Library,,,Boulder,CO,Cruisy Area,Cruising Areas,checked,,1976,,4/8/2020 9:24pm,7/23/2020 7:26pm
231,Off campus ,,around 13th & College,Boulder,CO,Cruisy Area,Cruising Areas,checked,,1976,,4/8/2020 9:24pm,7/23/2020 7:26pm
232,Bunk House,"(Ski resort guest house) Tel: 303-453-6475. Box 6, Breckenridge, Colo.",,Breckenridge,CO,"(H),(*),(W),(YC)",Hotels,checked,,1976,,4/8/2020 9:24pm,7/23/2020 7:26pm
233,Depot Bar,,110 W. Lincoln,Breckenridge,CO,"(M),(YC)",Bars/Clubs,,,1976,,4/8/2020 9:24pm,7/23/2020 7:26pm
234,Box Car,,5935 N. Nevada,Colorado Springs,CO,"(YC),(D),(*)",Bars/Clubs,,,1976,,4/8/2020 9:25pm,7/23/2020 7:26pm
235,Denny's,,I-25 at Bijou,Colorado Springs,CO,"(M),(R),(C),(AH)",Restaurant,checked,,1976,,4/8/2020 9:25pm,7/23/2020 7:26pm
236,Exit Lounge,,2028 Sheldon Ave.,Colorado Springs,CO,(*),Bars/Clubs,,,1976,,4/8/2020 9:26pm,7/23/2020 7:26pm
237,Hide & Seek,,512 W. Colorado,Colorado Springs,CO,"(D),(*),(YC)",Bars/Clubs,,,1976,,4/8/2020 9:27pm,7/23/2020 7:26pm
238,Jinx's Place,(sign says 'Silver Lounge' Acacia Hotel - Tejon & Platt),,Colorado Springs,CO,(M),"Bars/Clubs,Hotels",checked,,1976,,4/8/2020 9:28pm,7/23/2020 7:26pm
239,Kona Steam Baths,,1004 S. Tejon,Colorado Springs,CO,,Baths,,,1976,,4/8/2020 9:28pm,7/23/2020 7:26pm
240,Acacia Park,,,Colorado Springs,CO,Cruisy Area,Cruising Areas,checked,,1976,,4/8/2020 9:28pm,7/23/2020 7:26pm
241,Buffalo Park,Manitou Springs,,Colorado Springs,CO,Cruisy Area,Cruising Areas,checked,,1976,,4/8/2020 9:29pm,7/23/2020 7:26pm
242,Beachelors Library ,(Books),826 15th St.,Denver,CO,,Book Store,,,1976,,4/8/2020 9:29pm,7/23/2020 7:26pm
243,Back Door III,(use rear entrance),1512 Broadway,Denver,CO,(S),Bars/Clubs,,,1976,,4/8/2020 9:29pm,7/23/2020 7:26pm
244,Brew,(3.2 beer only - closes at 12 midnight),608 E. 13th Ave.,Denver,CO,"(YC),(D)",Bars/Clubs,,,1976,,4/8/2020 9:30pm,7/23/2020 7:26pm
245,Broadway Cabaret,(Disco) (see ad next page),1260 Broadway ,Denver,CO,"(YC),(R),(D),(*)","Restaurant,Bars/Clubs",,,1976,,4/8/2020 9:30pm,7/23/2020 7:26pm
246,Central Park West,,551 E. Colfax,Denver,CO,(S),Bars/Clubs,,,1976,,4/8/2020 9:30pm,7/23/2020 7:26pm
247,Club Baths of Denver,,1359 Court Pl.,Denver,CO,,Baths,,,1976,,4/8/2020 9:31pm,7/23/2020 7:26pm
