ID2,title,amenityfeatures,description,streetaddress,unclear_address,type,city,state,Year,unclear type or question,notes,Last Modified
2367,Madison Square,"(P),(F),(S)",786-9400 noon-3am,319 20th St.,,Bars,Rock Island,IL,1994,,,4/25/2023 9:24pm
1078,Metro Hotel,"(GF),(F)",861-5364 ,319 Divisadero St.,,Accommodations,San Francisco,CA,1994,,,4/25/2023 9:23pm
4447,Midtown Theater ,,"584-3112, 24hrs ",319 E. 3rd St.,,Erotica,Tulsa,OK,1994,,,4/25/2023 9:24pm
4802,"Court, The ","(MW),(D),(F)","326-3611 4pm-2am, clsd Sun",320 Court St.,,Bars,Williamsport,PA,1994,,,4/25/2023 9:24pm
1551,Two Quail,"(*),(MW)","543-8030 New American cuisine, full bar",320 Massachusetts Ave. NE,,Restaurants & Cafes,Washington,DC,1994,,,4/25/2023 9:23pm
1599,Spanky's Delray Beach,"(NH),(D),(F),(E),(S)",(NE 6th Ave.) 265-3268 3pm-2am,320 N. Federal Hwy.,,,Delray Beach,FL,1994,checked,Not listed under a 'type',5/19/2023 10:54am
1744,Simonton Court Guest House,"(*),(MW),(SW)",294-6386/(800)944-2687,320 SImonton St.,,Accommodations,Key West,FL,1994,,,4/25/2023 9:23pm
3357,Billie Jeans II,"(W),(D),(WC)",421-4170 7pm-3am,320 SW Blvd.,,Bars,Kansas City,MO,1994,,,4/25/2023 9:24pm
5740,Mad Hatter,"(MW),(D),(V),(WC)","842-3225 7pm-2am, 3pm-2am Sun",320 Washington,,Bars,Wausau,WI,1994,,,4/25/2023 9:24pm
960,Inn on Castro ,"(MW),(IGTA)",861-0321 B&B,321 Castro St.,,Accommodations,San Francisco,CA,1994,,,4/25/2023 9:23pm
4912,Edna's Brown Derby,"(NH),(BW),(BYOB)","645-5638  8am-1am, til 2am Fri & Sat, from noon Sun",321 Commerce St.,,Bars,Clarksville,TN,1994,,,4/25/2023 9:24pm
3075,Lobster Pot,(GF),487-0842 ,321 Commercial St.,,Restaurants & Cafes,Provincetown,MA,1994,,,4/25/2023 9:24pm
1618,Badd Boys,"(D),(CW),(F),(WC)","523-9818 3pm-2am, piano bar",321 W. SUnrise Blvd.,,Bars,Ft. Lauderdale,FL,1994,,,4/25/2023 9:23pm
1542,Café Berlin,"(GF),(WC)","543-7656 lunch & dinner weekdays, dinner only wknds",322 Massachusetts Ave. NE,,Restaurants & Cafes,Washington,DC,1994,,,4/25/2023 9:23pm
3362,"Edge, The ","(*),(MW),(D),(A),(YC),(WC)","(in the Lucas Bldg.) 221-8900 8pm-3am, clsd Sun",323 W. 8th ,,Bars,Kansas City,MO,1994,,,4/25/2023 9:24pm
4999,"Ritz, The ","(*),(MW),(D),(CW),(S)",372-9382 2pm-2am,323 W. 10th Ave.,,Bars,Amarillo,TX,1994,,,4/25/2023 9:24pm
307,Windsong Books & Records ,,964-2050,324 N. Main,,Bookstores/Retail Shops,Fort Bragg,CA,1994,,,4/25/2023 9:23pm
2366,J.R.'s,"(MW),(D),(S),(WC)","786-9411 3pm-3am, from noon Sun",325 20th St.,,Bars,Rock Island,IL,1994,,,4/25/2023 9:24pm
825,L'Amour Shoppe,,758-9600,325 E. Alisal St.,,Erotica,Salinas,CA,1994,,,4/25/2023 9:23pm
1601,1470 West,"(MW),(D),(E),(S)","736-5483 3pm-2am, from 1pm Sun",325 Main St.,,Bars,Dunedin,FL,1994,,,4/25/2023 9:23pm
4014,Sandy's Old Homestead ,"(GF),(F),(WC)","939-0758 8am-4am, restaurant ",325 N. Main St.,,Bars,Portchester,NY,1994,,,4/25/2023 9:24pm
3944,"Prism Gallery, The",(PC),714-2582,325 W. 37th St. #1,,Men's Clubs,N.Y.C - Midtown,NY,1994,,,5/19/2023 10:54am
4035,DePrez Travel,(IGTA),234-3615 contact Ray ,325 Westminster Rd.,,Travel/Tour Operators,Rochester,NY,1994,,,4/25/2023 9:24pm
3716,Deceptions ,"(*),(MW),(D),(YC)",434-4288 4pm-4am,326 Central Ave.,,Bars,Albany,NY,1994,,,4/25/2023 9:24pm
4224,Spurs ,"(*),(L),(WC)",621-2668 4pm-2:30am; leather store 10pm-2am Th-Sat,326 E. 8th St.,,Bars,Cincinnati ,OH,1994,,,4/25/2023 9:24pm
5602,Shamrock ,"(MW),(D),(S)",9pm-? Fri & Sat,326 Princeton Ave.,,Bars,Bluefield,WV,1994,,,4/25/2023 9:24pm
4163,Our Place ,,833-8968 ,327 W. Hargett ,,Erotica,Raleigh ,NC,1994,,,4/25/2023 9:24pm
594,"Mansion Inn, The",(GF),Venice 821-2557/(800)828-0688 ,327 Washington Blvd.,,Accommodations,Los Angeles,CA,1994,,,5/19/2023 10:54am
1724,Garden House,"(*),(GF),(SW)",296-5368/(800)695-6453,329 Elizabeth St.,,Accommodations,Key West,FL,1994,,,4/25/2023 9:23pm
3258,"Coffee Hag, The","(GF),(E),(WC)","387-5533 8am-midnight, 10am-6pm Sun, clsd Mon",329 N. Riverfront ,,Restaurants & Cafes,Mankato,MN,1994,,,4/25/2023 9:24pm
3688,AA Gay/Lesbian,,"(Life Center) 526-3419, 7pm Wed",329 S. Camp St.,,Info Lines & Services,Las Cruces,NM,1994,,,4/25/2023 9:24pm
1309,"Crested Beauty, The",(MW),"349-1201 B&B, great Rocky Mtn. location",329 Whiterock Ave.,,Accommodations,Crested Butte,CO,1994,,,4/25/2023 9:23pm
3123,Community News Center,,"663-6168, 8:30am-11pm",330 E. Liberty ,,Bookstores/Retail Shops,Ann Arbor,MI,1994,,,4/25/2023 9:24pm
5278,Nite Owl ,(NH),"223-6957 4pm-2am, patio",330 San Pedro Ave.,,Bars,San Antonio,TX,1994,,,4/25/2023 9:24pm
4560,Hart's Arcade,,224-2338,330 SW 3rd Ave.,,Erotica,Portland,OR,1994,,,4/25/2023 9:24pm
4152,Legends ,"(GF),(D),(E),(S),(YC),(PC),(WC)","831-8888 8pm-4am, from 9pm Sat & 3pm Sun, deck ",330 W. Hargett St.,,Bars,Raleigh ,NC,1994,,,4/25/2023 9:24pm
3713,Gay/Lesbian Community Center,,"462-6138 7pm-10pm, til 11pm Fri & Sat, from 1pm Sun, touchtone info: referrals, nightclubs, library, café",332 HUdson Ave.,,Info Lines & Services,Albany,NY,1994,,,4/25/2023 9:24pm
1242,Adult Books,,941-8607,332 N. California ,,Erotica,Stockton,CA,1994,,,4/25/2023 9:23pm
4903,Club 332,"(*),(MW),(D),(S)",335-9874 8pm-2am,332 S. Phillips Ave.,,Bars,Sioux Falls,SD,1994,,,4/25/2023 9:24pm
3606,Kiki on Second,"(GF),(E)",963-6264 (unconfirmed '93),332 Second St.,,Restaurants & Cafes,Jersey City,NJ,1994,,,4/25/2023 9:24pm
3228,Douglas Dunes,"(*),(D),(F),(SW),(IGTA)","857-1401 motel, dorm-style rooms, cottages",333 Blue Star Hwy.,,Accommodations,Saugatuck,MI,1994,,,4/25/2023 9:24pm
3070,Dodie's Pizza,"(*),(GF)",487-3388 ,333 Commercial St.,,Restaurants & Cafes,Provincetown,MA,1994,,,4/25/2023 9:24pm
1076,Inn at the Opera,(GF),863-8400/(800)325-2708 B&B,333 Fulton St. ,,Accommodations,San Francisco,CA,1994,,,4/25/2023 9:23pm
1377,Fort Collins Travel ,,482-5555/(800)228-7402,333 W. Mountain Ave.,,Travel/Tour Operators,Fort Collins,CO,1994,,,4/25/2023 9:23pm
3084,"Provincetown Gym., Inc.",(MW),487-2776,333-R Commercial St.,,Gyms & Health Clubs,Provincetown,MA,1994,,,4/25/2023 9:24pm
4699,Alouette,(GF),"629-1126 lunch & dinner, clsd Tues, French & Asian cuisine",334 Bainbridge St.,,Restaurants & Cafes,Philadelphia ,PA,1994,,,4/25/2023 9:24pm
5623,Class Act ,"(MW),(D),(E),(S),(PC)","(rear entrance) 292-2010 9pm-3am, from 8pm Th-Sat",335 High St.,,Bars,Morgantown,WV,1994,,,4/25/2023 9:24pm
2356,Swingers World,,"676-9275, 24hrs",335 SW Adams,,Erotica,Peoria,IL,1994,,,4/25/2023 9:24pm
2092,"First City Network, Inc.",,"236-2489 complete info & events line, active social group, AA info",335 Tatnall St.,,Info Lines & Services,Savannah,GA,1994,,,4/25/2023 9:24pm
5665,UW Madison Gay/Lesbian/Bi Center,,265-3344,336 W. Dayton St.,,Info Lines & Services,Madison,WI,1994,,,4/25/2023 9:24pm
2667,Dauzat House,"(GF),(SW)","524-2075 homemade amaretto, fireplaces, kitchenettes",337 Burgundy St.,,Accommodations,New Orleans,LA,1994,,,4/25/2023 9:24pm
1873,East Side Café,(MW),898-6802 9am-3pm,337 N. Shine Ave.,,Restaurants & Cafes,Orlando,FL,1994,,,4/25/2023 9:23pm
3847,Crow Bar,(S),420-0670 7pm-4am,339 E. 10th St.,,Bars,Greenwich Village,NY,1994,,,4/25/2023 9:24pm
3532,Visions Bar & Hotel,"(*),(D),(YC)","786-5455 noon-4am, 24hrs Fri-Sun",340 Kietzke St.,,Bars,Reno,NV,1994,,,4/25/2023 9:24pm
4219,Golden Lions,"(D),(S),(OC)",281-4179 7pm-2:30am ,340 Ludlow ,,Bars,Cincinnati ,OH,1994,,,4/25/2023 9:24pm
1275,Scene One,"(MW),(D),(S)",339-5505 (unconfirmed fall '93),340 N. Azusa Ave. ,,Bars,West Covina,CA,1994,,,4/25/2023 9:23pm
4166,Gay/Lesbian Switchboard ,,"28403 675-9222, 6pm-10pm, info, counseling, AIDS resources",341-11 S. College Rd. Ste. 182,,Info Lines & Services,Wilmington,NC,1994,,,5/19/2023 10:54am
4942,Apartment,"(D),(MRC-AF),(S)",525-9491 9pm-3am,343 Madison Ave.,,Bars,Memphis,TN,1994,,,4/25/2023 9:24pm
3926,Don't Tell Mama,"(*),(GF),(E),(YC)","757-0788 4pm-4am, cabaret, piano bar",343 W. 46th St.,,Bars,N.Y.C - Midtown,NY,1994,,,4/25/2023 9:24pm
3885,Black Sheep,(*),"242-1010 dinner only, fine dining, country cooking, wknd brunch",344 W. 11th St.,,Restaurants & Cafes,Greenwich Village,NY,1994,,,4/25/2023 9:24pm
3831,Chelsea Mews Guest House,(GF),255-9174 ,344 W. 15th St.,,Accommodations,Greenwich Village,NY,1994,,,4/25/2023 9:24pm
4713,Giovanni's Room,(*),"923-2960 open 7 days a week, lesbigay/feminist bookstore",345 S. 12th St.,,Bookstores/Retail Shops,Philadelphia ,PA,1994,,,4/25/2023 9:24pm
831,Grand Central,"(MW),(D)","889-5204 7pm-2am, clsd Mon & Tues",345 W. 7th St.,,Bars,San Bernardino,CA,1994,,,4/25/2023 9:23pm
4766,Boulevard Videos & Magazines,,"261-9119, 24hrs",346 Blvd. of the Allies,,Erotica,Pittsburgh,PA,1994,,,4/25/2023 9:24pm
4862,Dudley's Inc.,"(*),(NH),(PC)","723-2784 4pm-2am, from 2pm Sun ",346 King St.,,Bars,Charleston,SC,1994,,,4/25/2023 9:24pm
961,Le Grenier ,(MW),864-4748 B&B ,347 Noe St.,,Accommodations,San Francisco,CA,1994,,,4/25/2023 9:23pm
4864,"Treehouse, The","(GF),(D),(A)","(entrance off George St.) 723-9945 10pm-6am, from 6pm Sun",348-A King St.,,Bars,Charleston,SC,1994,,,4/25/2023 9:24pm
1417,Aircraft Book & News,,E. Hartford 569-2324,349 Main St.,,Erotica,Hartford,CT,1994,,,5/19/2023 10:54am
4306,Herby's Tavern ,"(MW),(F),(E),(S),(WC)","464-2270 1pm-2:30am, dancing Sun only ",349 Marconi Blvd.,,Bars,Columbus,OH,1994,,,4/25/2023 9:24pm
1183,Mac's Club,(NH),998-9535 10am-2am,349 S. 1st St.,,Bars,San Jose,CA,1994,,,4/25/2023 9:23pm
4344,Books & Co. ,,"298-6540, 9am-9pm, til 6pm Sun ",350 E. Stroop Rd.,,Bars,Dayton,OH,1994,,,4/25/2023 9:24pm
3012,Captain's House,,"487-9353/(800)457-8885 B&B, seasonal",350-A Commercial St.,,Accommodations,Provincetown,MA,1994,,,4/25/2023 9:24pm
3547,Blanche's B&B,(GF),823-7061 non-smoking,351 Easton Valley Rd.,,Accommodations,Franconia,NH,1994,,,4/25/2023 9:24pm
3217,Club Flamingo,"(MW),(D),(K),(S),(WC)",253-0430 2pm-2am,352 Oakland Ave.,,Bars,Pontiac,MI,1994,,,4/25/2023 9:24pm
4665,Galerie Metamorphosis,,"862-5005 cards, books, fine art",352 W. Bridge St.,,Bookstores/Retail Shops,New Hope,PA,1994,,,4/25/2023 9:24pm
3000,Angel's Landing,(MW),487-1600 efficiency units on waterfront,353 Commercial St.,,Accommodations,Provincetown,MA,1994,,,4/25/2023 9:24pm
3927,G.H. Club ,"(P),(E),(OC)","223-9752 4pm-1am, til 2am Fri & Sat, piano bar",353 E. 53rd St.,,Bars,N.Y.C - Midtown,NY,1994,,,4/25/2023 9:24pm
3956,Come Again,,308-9394,353 E. 53rd St.,,Erotica,N.Y.C. - Uptown,NY,1994,,,4/25/2023 9:24pm
4228,GJ's Gaslight Restaurant ,"(*),(GF),(BW)",221-2020,354 Ludlow Ave.,,Restaurants & Cafes,Cincinnati ,OH,1994,,,4/25/2023 9:24pm
5435,Back Street Café,"(MW),(NH),(F)","345-1542 7pm-2am, til midnight Sun",356 Salem Ave.,,Bars,Roanoke,VA,1994,,,4/25/2023 9:24pm
3694,Antonio & Hank's Adobe Guesthouse,(MW),982-9184 historic home on working ranch,356 W. Zia Rd.,,Accommodations,Santa Fe,NM,1994,,,4/25/2023 9:24pm
3086,"Now, Voyager",,"487-0848, 11am-11pm, til 5pm off seaso, lesbigay bookstore",357 Commercial St.,,Bookstores/Retail Shops,Provincetown,MA,1994,,,4/25/2023 9:24pm
4190,358 Club ,,"434-7788, 5pm-2:30am ",358 S. Main ,,Bars,Akron,OH,1994,,,4/25/2023 9:24pm
3076,Mews,"(*),(GF)",487-1500 seasonal,359 Commercial St.,,Restaurants & Cafes,Provincetown,MA,1994,,,4/25/2023 9:24pm
1262,Three Star Adult News,,"653-9068, 24hrs",359 E. Main St.,,Erotica,Ventura,CA,1994,,,4/25/2023 9:23pm
1318,P.T. Barnum Estate ,(GF),830-6758 B&B,360 King St.,,Accommodations,Denver,CO,1994,,,4/25/2023 9:23pm
4195,Tear-Ez,"(NH),(S),(WC)","376-0011 11am-2:30am, from midnight Sun",360 S. Main ,,Bars,Akron,OH,1994,,,4/25/2023 9:24pm
3928,Le Fleur's ,"(D),(E),(S),(WC)","502-5937 noon-4am, from 8am Sat, clsd Mon & Tues ",360 W. 42nd ,,Bars,N.Y.C - Midtown,NY,1994,,,4/25/2023 9:24pm
1090,Muscle System,,863-4701,364 Hayes St.,,Gyms & Health Clubs,San Francisco,CA,1994,,,4/25/2023 9:23pm
3624,Yacht Club,"(*),(MW),(D),(V),(WC)","5 mi. N. of Rte. 15 697-9780 7pm-3am, form 2pm Sun (BBQ)",366 Berkshire Valley Rd.,,Bars,Oak Ridge,NJ,1994,,,5/19/2023 10:54am
705,Spurs,"(D),(CW)",Cathedral City 321-1233 2pm-2am,367-37 Cathedral Canyon,,Bars,Palm Springs,CA,1994,,,5/19/2023 10:54am
1168,Circle J Video ,,474-6995,369 Ellis St.,,Erotica,San Francisco,CA,1994,,,4/25/2023 9:23pm
693,Monaco Villa Resort,(SW),323-3233 hot tub,371 Camino Monte Vista,,Accommodations,Palm Springs,CA,1994,,,4/25/2023 9:23pm
1031,Cruisin' the Castro ,(IGTA),550-8110 walking tour of the Castro,375 Lexington St.,,Travel/Tour Operators,San Francisco,CA,1994,,,4/25/2023 9:23pm
1870,Southern Nights ,"(D),(S)",898-0424 4pm-2am ,375 S. Bumby Ave.,,Bars,Orlando,FL,1994,,,4/25/2023 9:23pm
3705,Downtown Subscription,,"983-3085, 8am-7pm, newsstand & coffeeshop",376 Garcia St.,,Bookstores/Retail Shops,Santa Fe,NM,1994,,,4/25/2023 9:24pm
2148,Hotel Honolulu,(IGTA),(Waikiki) 926-2766/(800)426-2766,376 Kaiolu St.,,Accommodations,"Honolulu, Oahu",HI,1994,,,4/25/2023 9:24pm
3049,Somerset House,(GF),487-0383 seasonsal,378 Commercial St.,,Accommodations,Provincetown,MA,1994,,,4/25/2023 9:24pm
3101,Pub,"(*),(MW),(NH),(D),(F),(S)","734-8123 11am-2am, 3 bars, dinner Th-Sun",382 Dwight ,,Bars,Springfield,MA,1994,,,4/25/2023 9:24pm
3857,Keller's ,"(NH),(MRC-AF)",243-1907 1pm-4am,384 West St.,,Bars,Greenwich Village,NY,1994,,,4/25/2023 9:24pm
4653,Raven Hall/Ravenwood ,"(*),(MW),(F),(SW)",862-2081 motel and B&B,385 W. Bridge St.,,Accommodations,New Hope,PA,1994,,,4/25/2023 9:24pm
3036,Ocean's Inn,"(MW),(E)",487-0358 bar & restaurant on premises ,386 Commercial St.,,Accommodations,Provincetown,MA,1994,,,4/25/2023 9:24pm
2807,Maine Progressive ,,"Scarborough, 04074 725-7675",387 Goram Rd.,,Publications,Portland,ME,1994,,,5/19/2023 10:54am
742,Robbie's ,"(MW),(D),(E),(S)","@ College Plaza 620-4371 5pm-2am, clsd Tues & Wed, Men's Night Mon, Ladies NIght Th",390 East 2nd St. ,,Bars,Pomona,CA,1994,,,4/25/2023 9:23pm
3422,Duff's ,"(GF),(WC)","361-0522 clsd Mon, full bar",392 N. Euclid Ave.,,Restaurants & Cafes,St. Louis,MO,1994,,,4/25/2023 9:24pm
3871,Sneakers ,"(NH),(WC)",242-9830 noon-4am,392 West St.,,Bars,Greenwich Village,NY,1994,,,4/25/2023 9:24pm
1184,Renegades ,"(NH),(L)","275-9902 11am-2am, patio",393 Stockton ,,Bars,San Jose,CA,1994,,,4/25/2023 9:23pm
2592,Imperial Flowers,,(Shopping Center) 233-7486,393 Waller Ave.,,Bookstores/Retail Shops,Lexington,KY,1994,,,4/25/2023 9:24pm
948,B.A.R (Bar Area Reporter),,861-5019,395 9th St.,,Publications,San Francisco,CA,1994,,,4/25/2023 9:23pm
3099,David's,"(MW),(D),(YC)",734-0566 8pm-2am Wed-Sun,397 Dwight St.,,Bars,Springfield,MA,1994,,,4/25/2023 9:24pm
1059,Line-Up,(MW),861-2887 Mexican,398 7th St.,,Restaurants & Cafes,San Francisco,CA,1994,,,4/25/2023 9:23pm
1051,San Francisco Eagle,"(*),(L)","626-0880 4pm-2am, from noon Sun, great beer bust",398 12th St.,,Bars,San Francisco,CA,1994,,,4/25/2023 9:23pm
2946,In ,,426-8246,398 Columbus Ave. Ste. 283,,Publications,Boston,MA,1994,,,4/25/2023 9:24pm
1088,Ivy's,(GF),626-3930 lunch & dinner,398 Hayes St.,,Restaurants & Cafes,San Francisco,CA,1994,,,4/25/2023 9:23pm
1052,Stud,"(*),(MW),(D),(YC)","863-6623 5pm02am, theme nights, Wed a must",399 9th St.,,Bars,San Francisco,CA,1994,,,4/25/2023 9:23pm
3429,Left Bank Books,,"367-6731, 10am-10pm, til 5pm",399 N. Euclid Ave.,,Bookstores/Retail Shops,St. Louis,MO,1994,,,4/25/2023 9:24pm
3934,Star Sapphire ,"(NH),(D),(MRC-A)",688-4710 4pm-4am,400 E. 59th St.,,Bars,N.Y.C - Midtown,NY,1994,,,4/25/2023 9:24pm
3412,Char Pel Lounge,"(MW),(D)","Bellville, IL (618)236-0810 6pm-2am, from noon Sun",400 Mascoutah Ave.,,Bars,Bellville,IL,1994,,,5/19/2023 10:55am
223,Wil Card,,"223-9071, 10am-9pm, clsd Sun",400 N. Bowman ,,Bookstores/Retail Shops,Little Rock,AR,1994,,,4/25/2023 9:23pm
1901,Normandy Inn ,"(GF),(F)",366-8979/(800)282-8050 ,400 N. Tamiami Trail N.,,Accommodations,Sarasota,FL,1994,,,4/25/2023 9:23pm
4048,Armory Pub,"(D),(H),(WC)","471-9059 8am-2am, 2 bars",400 S. Clinton,,Bars,Syracuse,NY,1994,,,4/25/2023 9:24pm
1653,Club Ft. Lauderdale,"(*),(PC),(SW)","525-3344 24hrs, full fym",400 W. Broward Blvd.,,Men's Clubs,Ft. Lauderdale,FL,1994,,,4/25/2023 9:23pm
1045,Endup ,"(*),(D),(MRC)","495-9550 fabulous Sun mornings, wild people (a San Francisco tradition & must-see), theme nights ",401 6th St.,,Bars,San Francisco,CA,1994,,,4/25/2023 9:23pm
5535,Hamburger Mary's,"(*),(GF),(D)","325-6565 til 2am, full bar, patio overlooking Broadway; Night Mary's (Fri & Sat)",401 Broadway Ave. E.,,Restaurants & Cafes,Seattle ,WA,1994,,,4/25/2023 9:24pm
5542,Pink Zone ,,325-0050 queer gear,401 Broadway E.,,Bookstores/Retail Shops,Seattle ,WA,1994,,,4/25/2023 9:24pm
991,Twin Peaks ,(OC),864-9497 noon-2am,401 Castro St.,,Bars,San Francisco,CA,1994,,,4/25/2023 9:23pm
302,Booklegger ,,445-1344 some gay titles,402 2nd St.,,Bookstores/Retail Shops,Eureka,CA,1994,,,4/25/2023 9:23pm
3571,Teddy's Pub,"(MW),(NH),(WC)",774-9871 7am-2am,402 Emory St.,,Bars,Asbury Park,NJ,1994,,,4/25/2023 9:24pm
5189,Mother's ,"(*),(D),(A),(S)","520-7935 7am-2am, from noon Sun, upstairs sports bar, patio",402 Lovett ,,Bars,Houston,TX,1994,,,4/25/2023 9:24pm
5811,Prince Street Inn ,(GF),"772-9550 6 apts. w/kitchens, quiet, nr. beach",402 Prince St.,,Accommodations,Frederiksted,VI,1994,,,4/25/2023 9:24pm
4362,Your Place or Mine ,"(MW),(NH),(D),(S)",627-9192 8pm-1am,402 W. Water St.,,Bars,Sandusky,OH,1994,,,4/25/2023 9:24pm
718,Las Palmas Travel,(IGTA),325-6311/(800)776-6888,403 N. Palm Canyon Dr.,,Travel/Tour Operators,Palm Springs,CA,1994,,,4/25/2023 9:23pm
35,Opening Books,,"536-5880, 10am-10pm, lending library ",403 Pratt Ave. NE,,Bookstores/Retail Shops,Huntsville,AL,1994,,,4/25/2023 9:23pm
654,New Venture Travel,(IGTA),835-3800,404 22nd St.,,Travel/Tour Operators,Oakland,CA,1994,,,4/25/2023 9:23pm
5022,"404, The","(D),(S)",499-0088 call for events,404 Colorado,,Bars,Austin,TX,1994,,,4/25/2023 9:24pm
3074,Landmark Inn Restaurant,(MW),487-9319 seasonal,404 Commercial St.,,Restaurants & Cafes,Provincetown,MA,1994,,,4/25/2023 9:24pm
4841,Troye's Southwestern Grill ,"(GF),(BYOB)","861-1430 6pm-10pm, Sun brunch, clsd Mon ",404 Wickenden St.,,Restaurants & Cafes,Providence,RI,1994,,,4/25/2023 9:24pm
3933,South Dakota,"(NH),(CW),(WC)","684-8376 3pm-4am, cruisy",405 3rd Ave.,,"Bars,Cruising Areas",N.Y.C - Midtown,NY,1994,,,4/25/2023 9:24pm
4895,Hideaway ,"(MW),(NH),(D),(S),(PC),(WC)",328-6630 9pm-5am Th-Sun,405 Baskins Rd.,,Bars,Rock Hill,SC,1994,,,4/25/2023 9:24pm
2672,Hotel de la Monnaie ,"(GF),(IGTA)","947-0009 52 rooms, priv. baths",405 Esplanade Ave.,,Accommodations,New Orleans,LA,1994,,,4/25/2023 9:24pm
1158,Square ,"(GF),(F),(E)","776-8699 Chinese food, piano bar",405 Mason St.,,Bars,San Francisco,CA,1994,,,4/25/2023 9:23pm
3421,Café Balaban's,"(*),(GF),(WC)",361-8085 full bar,405 N. Euclid Ave.,,Restaurants & Cafes,St. Louis,MO,1994,,,4/25/2023 9:24pm
5738,Molly & Oscar's,"(GF),(NH)",394-7423 2pm-2am,405 Tower Ave.,,Bars,Superior,WI,1994,,,4/25/2023 9:24pm
1890,"Office on Wright St., The","(MW),(D),(S),(SW),(WC)","432-7969 3pm-3am, health clubs inside ",406 E. Wright St. ,,Bars,Pensacola,FL,1994,,,4/25/2023 9:23pm
5510,Double Header,(NH),"624-8439 10am-1am, one of the oldest gay bars in US",407 2nd Ave.,,Bars,Seattle ,WA,1994,,,4/25/2023 9:24pm
5051,Obies Restaurant & Bar,"(GF),(E)","838-9111 11am-10pm, from 5pm Sat, til 3pm Sun",407 7th St.,,Bars,Beaumont,TX,1994,,,4/25/2023 9:24pm
5789,Café Berlin,"(*),(GF)",Old San Juan 722-5205 espresso bar,407 Plaza Colon,,Restaurants & Cafes,San Juan,PR,1994,,,5/19/2023 10:55am
5656,Pure Pleasure Books,,785-1912,407 S. 3rd St. ,,Erotica,La Crosse,WI,1994,,,4/25/2023 9:24pm
187,Bargain Box,,"782-6742, 24hrs",408 16th St.,,Erotica,Yuma,AZ,1994,,,4/25/2023 9:23pm
5223,"New Voice, The",,529-8490,408 Avondale ,,Publications,Houston,TX,1994,,,4/25/2023 9:24pm
4216,Prospect Hill Bed & Breakfast ,(MW),"421-4408 secluded, nr. downtown, full brkfst ",408 Boal St.,,Accommodations,Cincinnati ,OH,1994,,,4/25/2023 9:24pm
3280,Gay 90's,"(*),(MW),(D),(F),(E),(S)","Mpls. 333-7755 8am-1am, 5 bar complex w/ erotica store, dinner nightly",408 Hennepin Ave.,,Bars,Minneapolis,MN,1994,,,8/7/2023 3:31pm
2646,Whispers ,"(MW),(D),(E),(YC)","234-7054 8pm-2am, clsd Sun & Mon",408 Maurice St.,,Bars,Lafayette,LA,1994,,,4/25/2023 9:24pm
4079,Internationalist Books,,"942-1740 noon-6pm, from 10am Sat, til 8pm Tues & Th",408 W. Rosemary St.,,Bookstores/Retail Shops,Chapel Hill,NC,1994,,,4/25/2023 9:24pm
4655,Barbary Coast II ,"(*),(MW),(E)","1 mi W. on Rte. 179 862-3600 11am-2am, 4 bars & restaurant ",408 York Rd.,,Bars,New Hope,PA,1994,,,5/19/2023 10:55am
1713,Big Ruby's,"(*),(SW),(N),(IGTA)","296-2323/(800)477-7829 full brkfst, complimentary evening wine service except Sun",409 APplerouth Ln.,,Accommodations,Key West,FL,1994,,,4/25/2023 9:23pm
2385,Village Deli,(MW),336-2303 7am-9pm,409 E. Kirkwood ,,Restaurants & Cafes,Bloomington,IN,1994,,,4/25/2023 9:24pm
1084,Blue Muse,(GF),626-7505 ,409 Gough St.,,Restaurants & Cafes,San Francisco,CA,1994,,,4/25/2023 9:23pm
5252,Mining Co.,"(MW),(D),(S),(BW),(BYOB),(WC)",580-6161 9pm-2am Wed-Sun,409 N. Hancock ,,Bars,Odessa/Midland,TX,1994,,,4/25/2023 9:24pm
1383,Pirates' Cove,"(MW),(NH),(WC)","542-9624 2pm-2am, from 4pm Sun, clsd Mon ",409 N. Union ,,Bars,Pueblo,CO,1994,,,4/25/2023 9:23pm
1718,Colours: The Mansion in Key West,"(*),(MW),(SW),(IGTA)",294-6977/(800)93-GLOBAL complimentary sunset cocktails,410 Fleming St.,,Accommodations,Key West,FL,1994,,,4/25/2023 9:23pm
1855,Parliament House Motor Inn ,"(*),(MW),(D),(F),(E),(S),(YC),(SW)","425-7571 6 bars, 120 rooms ",410 N. Orange Blossom Trail ,,Accommodations,Orlando,FL,1994,,,4/25/2023 9:23pm
1803,AA Gay/Lesbian,,(Lambda Day Clubhouse) 573-9608,410 NE 22nd St.,,Info Lines & Services,Miami,FL,1994,,,4/25/2023 9:23pm
4050,Ryan's Someplace Else,"(*),(D),(V)","471-9499 9pm-2am, til 4am Fri & Sat, from noon Sun, clsd Mon & Tues",410 Pearl St. ,,Bars,Syracuse,NY,1994,,,4/25/2023 9:24pm
2378,Carlson Travel Network/Cray's Travel,(IGTA),623-4722 ,410 S. Greenbay Rd.,,Travel/Tour Operators,Waukegan ,IL,1994,,,4/25/2023 9:24pm
5270,"Bonham Exchange, The ","(*),(GF),(D),(A),(V)","271-3811 4pm-?, from 8pm wknds, patio",411 Bonham St.,,Bars,San Antonio,TX,1994,,,4/25/2023 9:24pm
5263,"Happy Foundation, The",,78205 227-6451 lesbigay archives,411 Bonham,,Info Lines & Services,San Antonio,TX,1994,,,5/19/2023 10:55am
