ID2,title,streetaddress,description,city,state,amenityfeatures,Year,type,unclear_address,unclear type or question,notes,Last Modified
1059,Le Domino ,2742 17th St. ,626-3095 excellent French Cuisine ,San Francisco,CA,"(*),(MX),(MW)",1990,Restaurants & Cafes,,,(415),4/25/2023 9:36pm
1063,Essex Hotel ,684 Ellis St.,474-4664/(800)453-7739,San Francisco,CA,"(MX),(IGTA)",1990,Accommodations,,,(415),4/25/2023 9:36pm
1060,Modern Times Bookstore,968 Valencia St.,282-9246 general bookstore with large gay/lesbian section,San Francisco,CA,,1990,Book Stores/Retail Shops,,,(415),4/25/2023 9:36pm
1062,Mission News,2086 Mission St.,8637380 24 hrs,San Francisco,CA,,1990,Book Stores/Retail Shops,,,(415),4/25/2023 9:36pm
1066,The Cinch ,1723 Polk St. ,776-4162 6am-2am,San Francisco,CA,"(MX),(NH)",1990,Bars,,,(415),4/25/2023 9:36pm
1064,Leland Hotel ,1315 Polk St.,441-5141,San Francisco,CA,(IGTA),1990,Accommodations,,,(415),4/25/2023 9:36pm
1065,The Phoenix Inn,601 Eddy St.,776-1380 top notch service & accommodations resaonable rates,San Francisco,CA,"(*),(MX),(MW),(IGTA),(SW),(F)",1990,Accommodations,,,(415),4/25/2023 9:36pm
1067,Gangway ,841 Larking St.,885-4441 6am-2am,San Francisco,CA,"(NH),(MW)",1990,Bars,,,(415),4/25/2023 9:36pm
1071,N'Touch ,1548 Polk St.,441-8413 3pm-2am ,San Francisco,CA,"(D),(NH),(S)",1990,Bars,,,(415),4/25/2023 9:36pm
1069,Kimo's ,1351 Polk St.,885-4535 9am-2am,San Francisco,CA,"(NH),(OC)",1990,Bars,,,(415),4/25/2023 9:36pm
1068,Giraffe Lounge,1131 Polk St.,474-1702 11:30am-2am ,San Francisco,CA,"(*),(V)",1990,Bars,,,(415),4/25/2023 9:36pm
1070,Mother Lode,1002 Post St. ,928-6006 10am-2am Mon-Fri 6am-2am Sat & Sun,San Francisco,CA,"(NH),(S)",1990,Bars,,,(415),4/25/2023 9:36pm
1073,Old Rick's Gold Room,939 Geary St.,441-9211 10am-2am,San Francisco,CA,(NH),1990,Bars,,,(415),4/25/2023 9:36pm
1074,Polk Gulch Saloon,1100 Polk St.,771-2022 6am-2am,San Francisco,CA,"(NH),(OC)",1990,Bars,,,(415),4/25/2023 9:36pm
1072,New Belle ,1203 Polk St.,775-6905 6am-2am,San Francisco,CA,"(NH),(E),(OC)",1990,Bars,,,(415),4/25/2023 9:36pm
1076,Q.T. ,1312 Polk St.,885-1114 noon-2am,San Francisco,CA,"(NH),(H)",1990,Bars,,,(415),4/25/2023 9:36pm
1077,Reflections ,1160 Polk St.,771-6262 6am-2am ,San Francisco,CA,(NH),1990,Bars,,,(415),4/25/2023 9:36pm
1075,Polk Rendezvous Bar & Grill,1303-1305 Polk St.,673-7934 11am-2am,San Francisco,CA,"(NH),(OC),(F)",1990,Bars,,,(415),4/25/2023 9:36pm
1078,White Swallow,1750 Polk St.,775-4152 10am-2am,San Francisco,CA,"(NH),(OC)",1990,Bars,,,(415),4/25/2023 9:36pm
1080,Yacht Club,2155 Polk St.,441-8381 10am-2am,San Francisco,CA,"(NH),(OC)",1990,Bars,,,(415),4/25/2023 9:36pm
1079,Wooden Horse,622 Polk St.,441-9278 6am-2am,San Francisco,CA,"(NH),(OC)",1990,Bars,,,(415),4/25/2023 9:36pm
1081,Grubstake II,1525 Pine St.,673-8268 7am-5am hamburgers ,San Francisco,CA,"(MW),(AH)",1990,Restaurants & Cafes,,,(415),4/25/2023 9:36pm
1084,Paperback Traffic ,1501 Polk St.,771-8848 general books with gay/lesbian section,San Francisco,CA,,1990,Book Stores/Retail Shops,,,(415),4/25/2023 9:36pm
1082,Ivy's ,398 Hayes St. ,626-3930 California cuisine lunch & dinner,San Francisco,CA,"(MX),(MW)",1990,Restaurants & Cafes,,,(415),4/25/2023 9:36pm
1083,Headlines,1217 Polk St.,"776-4466 cards, gifts, novelties, 10am-9pm Sun-Thurs, til 11pm Fri & Sat",San Francisco,CA,,1990,Book Stores/Retail Shops,,,(415),4/25/2023 9:36pm
1085,Walt Whitman Bookshop,1429 Polk St.,"923-9258 gay/lesbian books, 10am-10pm Sun-Thurs, 10am-midnight Fri & Sat",San Francisco,CA,,1990,Book Stores/Retail Shops,,,(415),4/25/2023 9:36pm
1086,Jackson Travel,1829 Polk St. ,928-2500,San Francisco,CA,(IGTA),1990,Travel/Tour Operators,,,(415),4/25/2023 9:36pm
1088,Ben Her Books,1215 Polk St.,"441-5948 24hrs, books, erotica",San Francisco,CA,,1990,Book Stores/Retail Shops,,,(415),4/25/2023 9:36pm
1090,Le Salon Book Store,1118 Polk St. ,673-4492 8am-2am books periodicals video erotica ,San Francisco,CA,,1990,Book Stores/Retail Shops,,,(415),4/25/2023 9:36pm
1089,Century All Male Theater,816 Larkin St.,776-3045,San Francisco,CA,,1990,Erotica/Adult Groups,,,(415),4/25/2023 9:36pm
1092,Locker Room,1038 Polk St.,"474-5156 24hrs books, periodicals erotica",San Francisco,CA,,1990,Book Stores/Retail Shops,,,(415),4/25/2023 9:36pm
1091,Le Salon Video Store,835 Larkin St.,"776-1115 8am-2am, video rentals",San Francisco,CA,,1990,Book Stores/Retail Shops,,,(415),4/25/2023 9:36pm
1096,Amsterdam Hotel,749 Taylor St.,673-3277,San Francisco,CA,"(MX),(MW)",1990,Accommodations,,,(415),4/25/2023 9:36pm
1098,Abbey Room,685 Ellis St. ,(at Atherton Hotel) 474-5720,San Francisco,CA,"(MX),(MW),(F)",1990,Bars,,,(415),4/25/2023 9:36pm
1097,Atherton Hotel,685 Ellis St. ,474-5820 ,San Francisco,CA,"(MX),(MW)",1990,Accommodations,,,(415),4/25/2023 9:36pm
1099,Alvin's ,688 Geary St.,"673-5994 10am-1am Mon Fri, 6am-1am Sat & Sun",San Francisco,CA,(NH),1990,Bars,,,(415),4/25/2023 9:36pm
1100,Aunt Charlie's Lounge ,133 Turk St. ,441-2922 6am-2am,San Francisco,CA,"(NH),(MX),(MW)",1990,Bars,,,(415),4/25/2023 9:36pm
1101,Black Rose,335 Jones St.,441-3585 TV's 10am-2am,San Francisco,CA,"(D),(V)",1990,Bars,,,(415),4/25/2023 9:36pm
1102,Blue & Gold ,136 Turk St.,928-9651 10am-2am,San Francisco,CA,(NH),1990,Bars,,,(415),4/25/2023 9:36pm
1103,Company ,1319 California St.,928-0677 11am-2am Tues-Sun From 4pm Mon,San Francisco,CA,"(MW),(NH),(F)",1990,Bars,,,(415),4/25/2023 9:36pm
1105,Gilmore's Pub,1068 Hyde St.,441-9494 10am-2am,San Francisco,CA,"(MW),(NH)",1990,Bars,,,(415),4/25/2023 9:36pm
1104,The Gate,1093 Pine St.,885-9871 3pm-2am,San Francisco,CA,"(NH),(F)",1990,Bars,,,(415),4/25/2023 9:36pm
1106,Kokpit ,301 Turk St.,775-326 6am-2am,San Francisco,CA,(NH),1990,Bars,,,(415),4/25/2023 9:36pm
1108,Ram's Head,117 Taylor St.,775-6960 6am-2am,San Francisco,CA,(NH),1990,Bars,,,(415),4/25/2023 9:36pm
1107,Peter Pan Lounge,45 Turk St.,928-6991 6am-2am daily,San Francisco,CA,(NH),1990,Bars,,,(415),4/25/2023 9:36pm
1110,Square ,405 Mason ,"776-8699 11:30am-10:30pm, till Fri & Sat 5pm-10:30 Sun",San Francisco,CA,"(MX),(F)",1990,Bars,,,(415),4/25/2023 9:36pm
1109,Scandals ,162 Turk St.,973-5153 noon-2am,San Francisco,CA,"(D),(V)",1990,Bars,,,(415),4/25/2023 9:36pm
1112,Square,405 Mason ,(at Square bar) 776-8699 ,San Francisco,CA,(MX),1990,Bars,,,(415),4/25/2023 9:36pm
1111,Lilie's Cafe on Mason,542 Mason St.,391-2401 8am-3pm,San Francisco,CA,(MX),1990,Bars,,,(415),4/25/2023 9:36pm
1113,Campus Theater ,220 Jones St,673-3384 live male theater ,San Francisco,CA,,1990,Erotica/Adult Groups,,,(415),4/25/2023 9:36pm
1115,City Books,52 Turk St.,885-4216 24hrs,San Francisco,CA,,1990,Erotica/Adult Groups,,,(415),4/25/2023 9:36pm
1114,Circle J Video,369 Ellis St ,474-6995 male theater,San Francisco,CA,,1990,Erotica/Adult Groups,,,(415),4/25/2023 9:36pm
1118,Turk St. News,66 Turk St.,885-2040 24hrs,San Francisco,CA,,1990,Erotica/Adult Groups,,,(415),4/25/2023 9:36pm
1117,Pleasure Palace ,120 Turk St.,885-6368 24hrs,San Francisco,CA,,1990,Erotica/Adult Groups,,,(415),4/25/2023 9:36pm
1116,Nob Hill Theater,729 Bush St. ,781-9468 live shows & video ,San Francisco,CA,,1990,Erotica/Adult Groups,,,(415),4/25/2023 9:36pm
1119,Bangle San Jose,1040 Park Ave.,(Billy DeFrank Community Center) 293-4525 social group meets 7:30pm 2nd Wed,San Jose,CA,,1990,Info Lines & Services,,,(408),4/25/2023 9:36pm
1120,Billy DeFrank Center & Hotline ,1040 Park Ave.,"293-4525 6pm-9pm Mon-Fri, noon-9pm Wed & Sun",San Jose,CA,,1990,Info Lines & Services,,,(408),4/25/2023 9:36pm
1123,Club St. John,170 W. St. John St.,"947-1667 piano bar, 11am-2am Sun Fri 4pm-2am Sat",San Jose,CA,"(*),(D),(YC),(E),(S),(V),(F)",1990,Bars,,,(408),4/25/2023 9:36pm
1122,Buck's ,301 Stockton Ave.,"286-1176 2pm-2am Mon-Thurs, 2pm-4am Fri & Sat 8am-2am Sun",San Jose,CA,"(D),(MW),(NH)",1990,Bars,,,(408),4/25/2023 9:36pm
1125,Mac's Club,349 S. 1st St.,998-9535 10am-2am,San Jose,CA,"(E),(S),(NH)",1990,Bars,,,(408),4/25/2023 9:36pm
1124,Jus' Country Saloon,448 W. Santa Clara ,287-1535 2pm-2am ,San Jose,CA,"(MW),(CW),(LV),(D)",1990,Bars,,,(408),4/25/2023 9:36pm
1126,Renegades ,393 Stockton ,998-1144 noon-midnight Mon-Fri 11am-2am Sat & Sun,San Jose,CA,"(MW),(D)",1990,Bars,,,(408),4/25/2023 9:36pm
1128,Holy Trinity Church ,24 N. Fifth St.,293-2437 ,San Jose,CA,,1990,Religious Organizations,,,(408),4/25/2023 9:36pm
1127,Watergarden ,1010 The Alameda ,275-1215 24hrs ,San Jose,CA,(PC),1990,Gyms/Health Clubs,,,(408),4/25/2023 9:36pm
1133,Bill's Eagle ,16024 E. 14th St.,276-5540 or 9783 6am-2am Sun-Thurs 24hrs Fri & Sat,San Leandro,CA,"(MW),(CW),(LV),(E),(S),(AH)",1990,Bars,,,(415),4/25/2023 9:36pm
1139,B Street ,236 S. B St,348-4045,San Mateo,CA,"(*),(MW),(D),(YC),(V),(S),(E)",1990,Bars,,,(415),4/25/2023 9:36pm
1143,MCC Christ Chapel ,720 N. Spurgeon ,"835-0722 worship 9am, 11am & 7pm Sun",Santa Ana,CA,(MCC),1990,Religious Organizations,,,(714),4/25/2023 9:36pm
1142,MCC of the Redwoods,8 Olive St.,(Community Church of Mill Valley) 388-2315 worship 6pm Sun,Corte Madera,CA,(MCC),1990,Religious Organizations,,,(415),4/25/2023 9:36pm
1141,B.J.'s ,"5625 Paradise Drive, ",924-8432 2pm-2am,Corte Madera,CA,"(*),(MW),(D),(V),(YC)",1990,Bars,,,(415),4/25/2023 9:36pm
1144,St. John's Ecumenical Catholic Church,2302 W. Adams St.,545-6648 services 10:30am Sun,Santa Ana,CA,,1990,Religious Organizations,,,(714),4/25/2023 9:36pm
1146,Gay & Lesbian Center,126 E. Haley St.,963-3636 10am-4pm Mon-THurs,Santa Barbara,CA,,1990,Info Lines & Services,,,(805),4/25/2023 9:36pm
1145,AA Gay/Lesbian ,126 E. Haley St.,(at Gay/Lesbian Center Rm. A18) 963-3636 meets 11am Sun,Santa Barbara,CA,,1990,Info Lines & Services,,,(805),4/25/2023 9:36pm
1147,MCC Santa Barbara Co,230 Lighthouse Rd. ,(La Mesa Church) 963-0951 worship 6:45pm Sun,Santa Barbara,CA,(MCC),1990,Religious Organizations,,,(805),4/25/2023 9:36pm
1148,Gelnborough Inn,1327 Bath St.,966-0589 year-round,Santa Barbara,CA,"(MX),(MW)",1990,Accommodations,,,(805),4/25/2023 9:36pm
1149,Gold Coast ,30 W. Cota ,4pm-2am 965-6701,Santa Barbara,CA,"(*),(D)",1990,Bars,,,(805),4/25/2023 9:36pm
1152,The Adult Book Shop,405 State St.,24 hrs,Santa Barbara,CA,,1990,Erotica/Adult Groups,,,(805),4/25/2023 9:36pm
1150,Pub ,224 Helena ,"962-3911 4pm-2am Mon-Thurs, 2:15pm-4am Fri & Sat",Santa Barbara,CA,"(*),(D),(V),(F),(AH)",1990,Bars,,,(805),4/25/2023 9:36pm
1153,For Adults Only,223 Anacapa ,963-9922 24hrs,Santa Barbara,CA,,1990,Erotica/Adult Groups,,,(805),4/25/2023 9:36pm
1151,Earthling Bookshop,1236 State St ,965-0926 gay/lesbian section 10am-10pm Sun-Fri til 11pm Sat,Santa Barbara,CA,,1990,Book Stores/Retail Shops,,,(805),4/25/2023 9:36pm
1162,Tinker's Damn,46 N. Saratoga,243-4595,Santa Clara,CA,"(*),(D),(YC),(V)",1990,Bars,,,(408),4/25/2023 9:36pm
1164,AA Gay/Lesbian,4200 Capitola,688-2058 (AA#) 8pm Mon at ,Santa Cruz,CA,,1990,Info Lines & Services,,,(408),4/25/2023 9:36pm
1166,Blue Lagoon,923 Pacific Ave.,423-7117 4pm-2am,Santa Cruz,CA,"(*),(MW),(D),(V)",1990,Bars,,,(408),4/25/2023 9:36pm
1168,Book Loft,1207 Soquel Ave.,429-812 gay/lesbian section mostly used books,Santa Cruz,CA,,1990,Book Stores/Retail Shops,,,(408),4/25/2023 9:36pm
1167,The Galaxy Club,1535 Commercial Way,462-1611 5pm-2am,Santa Cruz,CA,"(MW),(D),(E),(S)",1990,Bars,,,(408),4/25/2023 9:36pm
1169,Bookshop Santa Cruz,1547 Pacific Garden Mall,"423-0900 gay/lesbian sect, 9am-10pm Mon-Thurs, till 11pm Fri & Sat 10-6 S",Santa Cruz,CA,,1990,Book Stores/Retail Shops,,,(408),4/25/2023 9:36pm
1174,The Adult Book Shop,306 S. Blosser Rd.,928-7094,Santa Maria,CA,,1990,Erotica/Adult Groups,,,(805),4/25/2023 9:36pm
1176,The Friendship ,112 W. Channel Rd.,454-9080 11am-2am,Santa Monica,CA,"(*),(NH)",1990,Bars,,,(213),4/25/2023 9:36pm
1178,Golden Bull,170 W. Channel Rd.,454-2078 cocktails 4:30pm-2am,Santa Monica,CA,"(*),(MX),(MW)",1990,Bars,,,(213),4/25/2023 9:36pm
1177,Mirage ,719 Broadway ,395-4095 5pm-2am Wed-Sun,Santa Monica,CA,(F),1990,Bars,,,(213),4/25/2023 9:36pm
1183,Sawyer's News,733 4th St. ,542-1311 general news & bookstand 7am-9pm til 10,Santa Rosa,CA,,1990,Book Stores/Retail Shops,,,(707),4/25/2023 9:36pm
1182,Santa Rosa Inn,4302 Santa Rosa Ave.,584-0345 noon-2am ,Santa Rosa,CA,"(*),(MW),(D)",1990,Bars,,,(707),4/25/2023 9:36pm
1185,Bill Jones Houseboat ,B-61 Issaquah Dock,"332-2270 B&B, year-round, largest floating house on SF Bay ",Sausalito,CA,,1990,Accommodations,,,(415),4/25/2023 9:36pm
1184,Adult Books,3301 Santa Rosa Ave.,542-8248,Santa Rosa,CA,,1990,Erotica/Adult Groups,,,(707),4/25/2023 9:36pm
1188,Faces Too ,4206 N. West Ln,"463-5135 patio, 5:30pm-2am Tues-Sun clsd Mon",Stockton,CA,"(MW),(D),(E),(S),(V),(YC)",1990,Bars,,,(209),4/25/2023 9:36pm
1191,Adult Books,332 N. California,,Stockton,CA,,1990,Erotica/Adult Groups,,,(209),4/25/2023 9:36pm
1190,MCC ,2737 Pacific Ave.,465-3944 worship 6pm Sun,Stockton,CA,(MCC),1990,Religious Organizations,,,(209),4/25/2023 9:36pm
1189,Paradise,10100 N. Lower Sacramento Rd. ,"473-9928 6pm-2am Mon-Thurs, 4pm-2am Fri & Sat 3pm-2am Sun",Stockton,CA,,1990,Bars,,,(209),4/25/2023 9:36pm
1192,Pleasure Place Books,171 W. Adams ,464-8073,Stockton,CA,,1990,Erotica/Adult Groups,,,(209),4/25/2023 9:36pm
1195,Travel Advisors ,5530 Corbin Ave. #220 ,345-1100 (800) 227-0141 ,Tarzana,CA,(IGTA),1990,Travel/Tour Operators,,,(818),4/25/2023 9:36pm
1198,Club Pegasus,730 Lincoln Rd. E. ,"(rear entrance) 642-7350 1pm-2am Mon-Thurs, 11am-2am Fri-Sat",Vallejo,CA,"(*),(D),(YC)",1990,Bars,,,(707),4/25/2023 9:36pm
1199,Scarlet's ,412 Georgia St.,11am-2am ,Vallejo,CA,"(MW),(D)",1990,Bars,,,(707),4/25/2023 9:36pm
1197,Mustang Books,961 N. Central ,981-0227,Upland,CA,,1990,Erotica/Adult Groups,,,(714),4/25/2023 9:36pm
1200,AA Gay/Lesbian,739 E. Main ,659-1816 (MCC#) meets 8pm Fri,Ventura,CA,,1990,Info Lines & Services,,,(805),4/25/2023 9:36pm
1202,Library ,2815 E. Main ,"648-5363 9pm-2am, gay on Thurs, Sat & Sun only",Ventura,CA,"(D),(YC)",1990,Bars,,,(805),4/25/2023 9:36pm
1204,MCC Ventura ,4949 Foothill Blvd,659-1816 worship 6:20pm Sun,Ventura,CA,(MCC),1990,Religious Organizations,,,(805),4/25/2023 9:36pm
1203,Wild Goose,2485 E. Main St.,653-9194 2pm-2am,Ventura,CA,"(*),(MW),(V),(BW)",1990,Bars,,,(805),4/25/2023 9:36pm
1205,Three Star Adult News,359 E. Main ,653-9068 24hrs ,Ventura,CA,,1990,Erotica/Adult Groups,,,(805),4/25/2023 9:36pm
1209,West Side 15,16868 Stoddard Wells Rd.,243-9600 noon-2am ,Victorville,CA,"(MX),(MW),(BW)",1990,Bars,,,(619),4/25/2023 9:36pm
1212,AA Gay/ Lesbian ,1924 Trinity Ave.,(St. Paul's Episcopal Church) 939-4155 (AA#) call for info,Walnut Creek,CA,,1990,Info Lines & Services,,,(415),4/25/2023 9:36pm
1210,Oasis Book Store,14949 Palmdale Rd.,241-0788,Victorville,CA,,1990,Erotica/Adult Groups,,,(619),4/25/2023 9:36pm
1213,DJ's ,1535 Olympic Blvd.,930-0300 4pm-2am Mon-Fri 2pm-2am Sat/Sun,Walnut Creek,CA,"(*),(MW),(E)",1990,Bars,,,(415),4/25/2023 9:36pm
1214,Hub,1220 Pine St.,938-4550 4pm-2am Mon-Sat 3pm-2am Sun,Walnut Creek,CA,"(*),(MW),(D),(YC)",1990,Bars,,,(415),4/25/2023 9:36pm
1215,Just Rewards,2520 Camino Diablo ,256-1200 5pm-2am Mon-Thurs til 4am Fri & Sat 4pm-2am Sun,Walnut Creek,CA,"(MW),(D),(E),(AH)",1990,Bars,,,(415),4/25/2023 9:36pm
1216,Quail Court,31 Quail Court,939-4646 continental cuisine lunch M-F 11-3pm dinner 5-10pm,Walnut Creek,CA,"(*),(MW)",1990,Restaurants & Cafes,,,(415),4/25/2023 9:36pm
1219,Scene One,340 N. Azusa Ave.,339-5505 4:30pm-2am,West Covina,CA,"(MW),(D),(YC),(S)",1990,Bars,,,(818),4/25/2023 9:36pm
1218,Erotic News,1688 Locust St.,932-9517,Walnut Creek,CA,,1990,Erotica/Adult Groups,,,(415),4/25/2023 9:36pm
1222,Andre's Club,312 Galena,3rd floor 925-6200 more gay late,Aspen,CO,"(MX),(D)",1990,Bars,,,(303),4/25/2023 9:36pm
1220,MCC Good Samaritan,11933 1/2 E. Washington Blvd.,696-6213 worship 10am Sun 7:15pm Wed,Whittier,CA,(MCC),1990,Religious Organizations,,,(213),4/25/2023 9:36pm
1225,Yard of Ale,2690 28th St. #C,443-1987 4pm-2am Mon-Fri 2pm-2am Sat 2pm-midnight Sun,Boulder,CO,"(MW),(D),(YC)",1990,Bars,,,(303),4/25/2023 9:36pm
1226,Adventure Bound Expeditions ,711 Walnut St.,(Carriage House) 449-0990 tours and hiking excursions in the mountains ,Boulder,CO,(IGTA),1990,Travel/Tour Operators,,,(303),4/25/2023 9:36pm
1228,The News Stand,1720 15th Street ,"442-9515 9am-1am Mon-Sat, Sun 10am-12am",Boulder,CO,,1990,Erotica/Adult Groups,,,(303),4/25/2023 9:36pm
1227,Gay & Concerned Catholics,904 14th St.,443-8383,Boulder,CO,,1990,Religious Organizations,,,(303),4/25/2023 9:36pm
1235,Annex ,1807 Depaul ,632-7251,Colorado Springs,CO,"(MX),(D),(YC),(V)",1990,Bars,,,(719),4/25/2023 9:36pm
1237,Hide & Seek Complex,512 W. Colorado ,634-9303 11am-2am Mon-Sat til midnight Sun 2 bars,Colorado Springs,CO,"(*),(MW),(D),(YC),(CW),(F)",1990,Bars,,,(719),4/25/2023 9:36pm
1239,Pikes Peak MCC,730 N. Tejon,(Unitarian Church) 634-3771 worship 5pm Sun,Colorado Springs,CO,(MCC),1990,Religious Organizations,,,(719),4/25/2023 9:36pm
1236,Exit Lounge,2028 Sheldon ,634-9276,Colorado Springs,CO,"(*),(S),(F)",1990,Bars,,,(719),4/25/2023 9:36pm
1240,First Amendment Adult Book Store,220 E. Fillmore ,630-7676 8am-3am daily,Colorado Springs,CO,,1990,Erotica/Adult Groups,,,(719),4/25/2023 9:36pm
1242,AA Gay/Lesbian ,2801 E. Colfax #200,"322-4440 voluminous schedule with frequent changes, call first",Denver,CO,,1990,Info Lines & Services,,,(303),4/25/2023 9:36pm
1243,Gay & Lesbian Community Center,1245 Colfax Ave #319,831-6268 comprehensive listings of men's resources/activities ,Denver,CO,,1990,Info Lines & Services,,,(303),4/25/2023 9:36pm
1246,Franklin House,1620 Franklin St. ,331-9106 B&B,Denver,CO,"(MX),(MW)",1990,Accommodations,,,(303),4/25/2023 9:36pm
1247,Victoria Oaks Inn,1575 Race St. ,355-1818 B&B,Denver,CO,"(MW),(MX),(IGTA)",1990,Accommodations,,,(303),4/25/2023 9:36pm
1248,BJ's Carousel ,1380 S Broadway ,777-9880 Mon-Sat 10am-2am,Denver,CO,"(*),(F),(NH),(E),(S)",1990,Bars,,,(303),4/25/2023 9:36pm
1251,Compound,145 Broadway ,722-7977 dance bar 7am-2am,Denver,CO,"(D),(LV),(YC)",1990,Bars,,,(303),4/25/2023 9:36pm
1249,Charlie's,7900 E Colfax ,399-1979 Mon-Sat 11am-2am Sun til midnight,Denver,CO,"(*),(CW),(D)",1990,Bars,,,(303),4/25/2023 9:36pm
1253,Denver Detour ,551 E Colfax ,861-1497 lunch and dinner available,Denver,CO,"(MW),(F)",1990,Bars,,,(303),4/25/2023 9:36pm
1252,Den,5110 W Colfax ,534-9526,Denver,CO,"(F),(NH)",1990,Bars,,,(303),4/25/2023 9:36pm
1255,Garbo's ,116 E 9th Ave,837-8217 live jazz Mon Tues Piano Wed-Sun Fri more men,Denver,CO,"(P),(E),(MW)",1990,Bars,,,(303),4/25/2023 9:36pm
1254,Dicks,2101 Champa St,298-9301,Denver,CO,"(CW),(D),(LV),(V)",1990,Bars,,,(303),4/25/2023 9:36pm
1257,Metro Fast Forward ,314 E 13th Ave,839-5810 possible name change in Spring '89,Denver,CO,"(D),(S)",1990,Bars,,,(303),4/25/2023 9:36pm
1256,Highland Bar,2532 15th St.,455-9978 open 7 days can be more women,Denver,CO,"(D),(F),(MW)",1990,Bars,,,(303),4/25/2023 9:36pm
1259,Mr. Bill's,1027 Broadway,777-0193,Denver,CO,(NH),1990,Bars,,,(303),4/25/2023 9:36pm
1258,Mike's ,117 Broadway,777-0193,Denver,CO,(NH),1990,Bars,,,(303),4/25/2023 9:36pm
1260,R&R Denver ,4958 E Colfax,320-9337 7am-2am,Denver,CO,"(NH),(LV),(CW)",1990,Bars,,,(303),4/25/2023 9:36pm
1261,Rock Island,1614 15th St.,572-7625 Open Wed-Sun only 11am-2am women welcome,Denver,CO,(NH),1990,Bars,,,(303),4/25/2023 9:36pm
1262,Southtown Lumber Co.,255 S Broadway ,777-9849 open 11am-2am women welcome,Denver,CO,(NH),1990,Bars,,,(303),4/25/2023 9:36pm
1264,Twenty-Two Broadway,22 Broadway,722-9543 Mon-Sat 7am-2am Sun 8am-midnight,Denver,CO,"(D),(L),(LV)",1990,Bars,,,(303),4/25/2023 9:36pm
1263,Triangle ,2036 Broadway,295-9008,Denver,CO,"(*),(L),(LV),(AH)",1990,Bars,,,(303),4/25/2023 9:36pm
1265,Uptown,1700 Logan St.,839-5170 open 24 hrs,Denver,CO,(MW),1990,Bars,,,(303),4/25/2023 9:36pm
1266,Broadway Cafe,102 S Broadway,722-3430,Denver,CO,,1990,Restaurants & Cafes,,,(303),4/25/2023 9:36pm
1268,Devine Cafe,2033 E. Colfax Ave,333-8463 cocktails,Denver,CO,"(MX),(MW)",1990,Restaurants & Cafes,,,(303),4/25/2023 9:36pm
1267,Denver Sandwich Co. ,1217 E 9th Ave,861-9762 11am-8pm,Denver,CO,"(MW),(MX)",1990,Restaurants & Cafes,,,(303),4/25/2023 9:36pm
1270,Broadway Bodyworks,160 S Broadway,722-4342 gym facilities only open every day,Denver,CO,,1990,Gyms/Health Clubs,,,(303),4/25/2023 9:36pm
1269,John Galt's Coffeehouse,430 S Broadway,"744-6774 coffeehouse desserts, games and cards",Denver,CO,"(NH),(MW)",1990,Restaurants & Cafes,,,(303),4/25/2023 9:36pm
1271,Community Country Club,2151 Lawrence ,297-2601 24hrs,Denver,CO,,1990,Gyms/Health Clubs,,,,4/25/2023 9:36pm
1273,Midtown Spa,2935 Zuni ,24 hrs 458-9909 ,Denver,CO,,1990,Gyms/Health Clubs,,,(303),4/25/2023 9:36pm
1272,Denver Swim Club,6913 E Colfax ,321-9399 open 24hrs,Denver,CO,(SW),1990,Gyms/Health Clubs,,,,4/25/2023 9:36pm
1276,Imperial Travel,1050 17th St.,892-1334,Denver,CO,(IGTA),1990,Travel/Tour Operators,,,(303),4/25/2023 9:36pm
1275,News Gallery,200 E. 13th Ave,830-2229 international gay magazines and lesbian periodicals,Denver,CO,,1990,Book Stores/Retail Shops,,,(303),4/25/2023 9:36pm
1274,Categroy Six,1029 E 11th Ave.,832-6263 gay & lesbian books records jewelry,Denver,CO,,1990,Book Stores/Retail Shops,,,(303),4/25/2023 9:36pm
1278,Journeys ,900 S Dexter ,752-3626 specializes in Mexico packages,Denver,CO,(IGTA),1990,Travel/Tour Operators,,,(303),4/25/2023 9:36pm
1279,Metro Travel ,1302 S. Pearl Suite 1,744-7500,Denver,CO,,1990,Travel/Tour Operators,,,(303),4/25/2023 9:36pm
1280,Travel Junction,3200 Wadsworth ,233-2629,Wheatridge,CO,(IGTA),1990,Travel/Tour Operators,,,(303),4/25/2023 9:36pm
1281,Affirmation Methodist ,1615 Ogden ,(St. Pauls Church) 832-4929,Denver,CO,,1990,Religious Organizations,,,(303),4/25/2023 9:36pm
1283,Integrity ,1280 Vine St.,388-6469 call for meeting times and locations,Denver,CO,,1990,Religious Organizations,,,(303),4/25/2023 9:36pm
1284,MCC of the Rockies,980 Clarkson ,860-1819 worship Sun 9:30am 11am Wed 7pm,Denver,CO,(MCC),1990,Religious Organizations,,,(303),4/25/2023 9:36pm
1286,United Faith Ministries,1400 Lafayette,(Unitarian Church) 369-1117 worship Sun 5pm,Denver,CO,,1990,Religious Organizations,,,(303),4/25/2023 9:36pm
1288,Quest ,432 S Broadway ,722-5965,Denver,CO,,1990,Publications,,,(303),4/25/2023 9:36pm
1289,Crypt ,2222 N. Broadway ,292-4040 novelties gifts leather etc. hours vary,Denver,CO,,1990,Erotica/Adult Groups,,,(303),4/25/2023 9:36pm
1290,Empress Theater,139 Broadway ,778-6584,Denver,CO,,1990,Erotica/Adult Groups,,,(303),4/25/2023 9:36pm
