ID2,title,type,streetaddress,city,state,description,amenityfeatures,unclear_address,Year,unclear type or question,notes,Last Modified
979,Lutherans Concerned ,Religious Organizations, 566 Vallejo St. ,San Francisco,CA,#25 956-2069 call for meeting schedule,,,1991,,,4/25/2023 9:34pm
981,B.A.R. (Bay Area Reporter) ,Publications,395 Ninth St.,San Francisco,CA,861-5019,,,1991,,,4/25/2023 9:34pm
983,Sentinel ,Publications,500 Hayes St. ,San Francisco,CA,861-8100,,,1991,,,4/25/2023 9:34pm
984,Castro Country Club ,Info Lines & Services,4058 18th St. ,San Francisco,CA,"552-6102 alcohol & drug-free club, noon-midnight Su-Th, til 1:30am Fri/ Sat",,,1991,,,4/25/2023 9:34pm
982,San Francisco Bay Times/Coming Up,Publications,592 Castro,San Francisco,CA,626-8121,,,1991,,,4/25/2023 9:34pm
988,Beck's Motor Lodge,Accommodations,2222 Market St.,San Francisco,CA,621-8212,"(MW),(MX)",,1991,,,4/25/2023 9:34pm
987,The Parsonage,Info Lines & Services,555-A Castro St.,San Francisco,CA,"552-2909 Episcopal community outreach, call for programs & events",,,1991,,,4/25/2023 9:34pm
990,Inn on Castro ,Accommodations, 321 Castro St.,San Francisco,CA,"861-0321 B & B, private baths","(MW),(IGTA)",,1991,,,4/25/2023 9:34pm
991,Pensione,Accommodations,1668 Market St.,San Francisco,CA,864-1271 B & B,"(MW),(MX)",,1991,,,4/25/2023 9:34pm
989,Dolores Park Inn,Accommodations,3641 17th St.,San Francisco,CA,621-0482 B & B,"(MW),(MX)",,1991,,,4/25/2023 9:34pm
995,Bear,Bars/Clubs,440 Castro St.,San Francisco,CA,861-9427 6am-2am,"(LV),(NH)",,1991,,,4/25/2023 9:34pm
993,Willows Inn,Accommodations, 710 14th St. ,San Francisco,CA,431-4770 B & B,"(MW),(IGTA)",,1991,,,4/25/2023 9:34pm
994,Badlands,Bars/Clubs,4121 18th St.,San Francisco,CA,"626-9320 11am-2am Mon- Fri, 10:30am-2am Sat & Sun",(LV),,1991,,,4/25/2023 9:34pm
992,Twenty-four Henry,Accommodations,24 Henry St ,San Francisco,CA,864-5686 B&B,(IGTA),,1991,,,4/25/2023 9:34pm
996,Cafe San Marcos,Bars/Clubs,2367 Market St.,San Francisco,CA,"861-3846 patio,noon-2am","(*),(MW)",,1991,,,4/25/2023 9:34pm
997,Castro Station,Bars/Clubs,456 Castro St. ,San Francisco,CA,626-7220 6am- 2am,"(LV),(NH)",,1991,,,4/25/2023 9:34pm
998,The Corral,Bars/Clubs,2140 Market St.,San Francisco,CA,"552-2451 6pm-2amMon-Fri, 11am -2am Sat, 4pm-2am Sun","(MW),(CW),(D),(NH)",,1991,,,4/25/2023 9:34pm
999,Detour,Bars/Clubs,2348 Market St.,San Francisco,CA,"861-6053 2pm-2am Mon-Fri, 11am-2am Sat & Sun","(*),(LV),(L),(NH)",,1991,,,4/25/2023 9:34pm
1001,Hideaway Bar,Bars/Clubs,2100 Market St.,San Francisco,CA,861-1266 10am- 2am,(NH),,1991,,,4/25/2023 9:34pm
1000,Eagle Creek Saloon ,Bars/Clubs,1884 Market St. ,San Francisco,CA,863-3323 noon-2am,"(B),(NH)",,1991,,,4/25/2023 9:34pm
1002,Men's Room ,Bars/Clubs,3988 18th St. ,San Francisco,CA,861-1310 11am-2am,(NH),,1991,,,4/25/2023 9:34pm
1003,Metro,Bars/Clubs,3600 16th St.,San Francisco,CA,"431-1655 3:30pm-2am, happy hour",(*),,1991,,,4/25/2023 9:34pm
1006,Moby Dick's,Bars/Clubs,4049 18th St. ,San Francisco,CA,,"(NH),(V)",,1991,,,4/25/2023 9:34pm
1005,The Mint,Bars/Clubs,1942 Market St. ,San Francisco,CA,"626-4726 11am- 2am,piano bar","(NH),(OC),(E)",,1991,,,4/25/2023 9:34pm
1004,Midnight Sun,Bars/Clubs,4067 18th St.,San Francisco,CA,861-4186 noon-2am,"(*),(V)",,1991,,,4/25/2023 9:34pm
1008,Phoenix,Bars/Clubs,482 Castro St.,San Francisco,CA,"552-6827 12:30pm-2am Mon-Fri, ll:30am-2am Sat & Sun",(D),,1991,,,4/25/2023 9:34pm
1007,Pendulum,Bars/Clubs,4146 18th St.,San Francisco,CA,863-4441 6am-2am,"(*),(B)",,1991,,,4/25/2023 9:34pm
1011,Transfer,Bars/Clubs,198 Church St. ,San Francisco,CA,861-7499 6am-2am,(NH),,1991,,,4/25/2023 9:34pm
1012,Twin Peaks,Bars/Clubs,401 Castro St.,San Francisco,CA,864-9470 noon-2am,(OC),,1991,,,4/25/2023 9:34pm
1013,Uncle Bert's Place ,Bars/Clubs,4086 18th St.,San Francisco,CA,"431-8616 patio, 6am-2am",(NH),,1991,,,4/25/2023 9:34pm
1009,Pilsner Inn,Bars/Clubs,225 Church St.,San Francisco,CA,"621-7058  patio, 6am- 2am","(*),(NH)",,1991,,,4/25/2023 9:34pm
1010,Special,Bars/Clubs,469 Castro St. ,San Francisco,CA,626-5876 6am-2am,(NH),,1991,,,4/25/2023 9:34pm
1017,Cafe Lupann's,Restaurants & Cafes,4072 18th St.,San Francisco,CA,"552-6655 6pm-10pm Tues-Sun, til 10:30pm Fri & Sat, 11:00-2:30pm Sun brunch",(MW),,1991,,,4/25/2023 9:34pm
1014,Bagdad Cafe,Restaurants & Cafes,2295 Market St.,San Francisco,CA,621-4434 8am-10pm,(MW),,1991,,,4/25/2023 9:34pm
1016,Cafe Flore,Restaurants & Cafes,2298 Market St.,San Francisco,CA,"('Cafe Hairdo') 621-8579 8am -11pm Mon-Fri, til midnight Sat, til 8pm Sun","(*),(MX),(MW),(F)",,1991,,,4/25/2023 9:34pm
1018,Castro Gardens,Restaurants & Cafes,558 Castro St. ,San Francisco,CA,"621-2566 8am- 4pm Mon-Fri, 9am-5pm Sat & Sun",(MW),,1991,,,4/25/2023 9:34pm
1015,Bobby Ray’sBar-B-Que,Restaurants & Cafes,4063 18th St. ,San Francisco,CA,"863-0484 4pm-10:30pm Mon-Fri, from noon Sat & Sun","(MW),(BW)",,1991,,,4/25/2023 9:34pm
1020,Church St. Station,Restaurants & Cafes,2100 Market S,San Francisco,CA,"861-1266 coffee- shop, 24hrs",,,1991,,,4/25/2023 9:34pm
1021,Cock-a-Doodle-Do,Restaurants & Cafes,4150 18th St.,San Francisco,CA,"861-3880  fast food chicken, 11:30am -10pm Mon-Thurs, til 11pm Fri & Sat",(MW),,1991,,,4/25/2023 9:34pm
1022,Counter Culture,Restaurants & Cafes,2073 Market St.,San Francisco,CA,"621-7488 gourmet take-out, 8:30am-9pm Mon-Fri, clsd Sat/Sun","(MW),(MX)",,1991,,,4/25/2023 9:34pm
1019,Cha Cha's,Restaurants & Cafes,4238 18th St.,San Francisco,CA,"861-8234 Mexican food, 6pm-11pm, clsd Mon",(MW),,1991,,,4/25/2023 9:34pm
1025,Galleon Restaurant and Bar,Restaurants & Cafes,718 14th St. ,San Francisco,CA,"431-0253 1pm-2amMon-Fri, 10am-2am Sat& Sun, piano bar","(*),(MW),(E),(OC)",,1991,,,4/25/2023 9:34pm
1023,Cove Cafe ,Restaurants & Cafes,434 Castro St. ,San Francisco,CA,"626-0462 7am-10pm Mon-Fri, 8am-10pm Sat, 8am-4pm Sun",(MW),,1991,,,4/25/2023 9:34pm
1026,German Oak ,Restaurants & Cafes,2257 Market St.,San Francisco,CA,861-9669 5pm- 10pm Tues-Sun,"(MW),(MX)",,1991,,,4/25/2023 9:34pm
1027,Hot 'N Hunky,Restaurants & Cafes,1942 Market St.,San Francisco,CA,"621-3622 hamburgers, 11am -11pm Sun-Thurs, 11 am -midnight Fri & Sat","(*),(MW)",,1991,,,4/25/2023 9:34pm
1024,Duo ,Restaurants & Cafes,4094 18th St.,San Francisco,CA,"552-8388 cont'l cuisine, 5:30pm- 10:30pm Mon-Thurs, til 11pm Fri & Sat",(MW),,1991,,,4/25/2023 9:34pm
1032,Luisa's ,Restaurants & Cafes,544 Castro St.,San Francisco,CA,"621-8515 Italian cuisine, 11am -11pm Sun-Thurs, til midnight Fri & Sat",(MW),,1991,,,4/25/2023 9:34pm
1029,It's Tops,Restaurants & Cafes,1801 Market St.,San Francisco,CA,"431-6395 '50's diner, breakfast and lunch only",(MX),,1991,,,4/25/2023 9:34pm
1031,Leticia's,Restaurants & Cafes,2223 Market St.,San Francisco,CA,"621-0441 Mexican food, cocktails","(MW),(MX)",,1991,,,4/25/2023 9:34pm
1030,Le Piano Zinc,Restaurants & Cafes,708 14th St.,San Francisco,CA,"431-5266  French cuisine, 6pm-midnight Tues-Sun","(MW),(MX),(E)",,1991,,,4/25/2023 9:34pm
1028,Hot 'N Hunky,Restaurants & Cafes,4039 18th St.,San Francisco,CA,"621-6365 hamburg­ers, 11 am -midnight Sun-Thurs, til lam Fri & Sat","(*),(MW)",,1991,,,4/25/2023 9:34pm
1037,Orchids,Restaurants & Cafes,215 Church St,San Francisco,CA,"864-1601 Chinese cuisine, 11:30am-10:15pm Sun-Thurs, 5pm-10:45pm Fri & Sat",(MW),,1991,,,4/25/2023 9:34pm
1034,Ma Tante Sumi,Restaurants & Cafes,4243 18th St.,San Francisco,CA,,,,1991,,,4/25/2023 9:34pm
1035,Marcello's Pizza,Restaurants & Cafes,420 Castro St.,San Francisco,CA,"863-3900 11am- lam Sun-Thurs, til 3am Fri & Sat",(MW),,1991,,,4/25/2023 9:34pm
1036,Metro,Restaurants & Cafes,3600 16th St.,San Francisco,CA,"(at Metro bar) 431-1655 Chinese cuisine, 5:30pm-l 1:00pm, cocktails","(MW),(*)",,1991,,,4/25/2023 9:34pm
1033,M & L Market ,Restaurants & Cafes, 691 14th St.,San Francisco,CA,(May's) 431-7044 the Damron Company's choice for best sandwiches in San Francisco!,(*),,1991,,,4/25/2023 9:34pm
1040,Port Deli,Restaurants & Cafes,3499 16th St.,San Francisco,CA,861-9650  7am-10pm,"(MW),(MX)",,1991,,,4/25/2023 9:34pm
1039,Patio Cafe,Restaurants & Cafes,531 Castro St.,San Francisco,CA,"621-4640 continental outdoor dining, 8am -11pm","(*),(MW)",,1991,,,4/25/2023 9:34pm
1041,Rosie's Cantina,Restaurants & Cafes,4001 18th St.,San Francisco,CA,"864-5643 Mexican food, 11am-10pm",(MW),,1991,,,4/25/2023 9:34pm
1038,Orphan Andy's,Restaurants & Cafes,3991A 17th St.,San Francisco,CA,864-9795 24hr coffee shop,"(MW),(AH)",,1991,,,4/25/2023 9:34pm
1043,Sparky's,Restaurants & Cafes,242 Church St. ,San Francisco,CA,626-8666 24hr diner,"(MW),(MX)",,1991,,,4/25/2023 9:34pm
1042,Sausage Factory ,Restaurants & Cafes,517 Castro St.,San Francisco,CA,"626-1250 Italian cuisine & pizza, 11:30pm-1am","(MW),(*)",,1991,,,4/25/2023 9:34pm
1045,Without Reservations ,Restaurants & Cafes,460 Castro St.,San Francisco,CA,"861-9510 7am-2:30am Mon-Fri, til 3am Sat & Sun",(MW),,1991,,,4/25/2023 9:34pm
1046,Zuni Cafe,Restaurants & Cafes,1658 Market St. ,San Francisco,CA,"552-2522  upscale cont'l/nouvelle, 7am - midnight Tues-Sun, cocktails","(MX),(*)",,1991,,,4/25/2023 9:34pm
1044,Welcome Home,Restaurants & Cafes,464 Castro St.,San Francisco,CA,626-3600,"(MW),(BW)",,1991,,,4/25/2023 9:34pm
1049,Muscle System,Gym/Health Clubs,2275 Market St.,San Francisco,CA,"863-4700 gym, day passes available (aka 'muscle sisters')","(*),(PC)",,1991,,,4/25/2023 9:34pm
1048,Market Street Gym,Gym/Health Clubs,2301 Market St.,San Francisco,CA,"626-4488 gym, day passes available",(MW),,1991,,,4/25/2023 9:34pm
1047,City Athletic Club,Gym/Health Clubs,2500 Market St.,San Francisco,CA,"552-6680 gym, 6am-10pm",(PC),,1991,,,4/25/2023 9:34pm
1050,A Different Light,Book Stores or Retail Shops,489 Castro St.,San Francisco,CA,"431-0891 gay/ lesbian bookstore, 10am-11pm Sun-Thurs, til mid night Fri/Sat",(*),,1991,,,4/25/2023 9:34pm
1053,Does Your Mother Know?,Book Stores or Retail Shops,4079 18th St.,San Francisco,CA,"864-3160 10am-9pm, cards, T-shirts, novelties",,,1991,,,4/25/2023 9:34pm
1052,Castro Kiosk ,Book Stores or Retail Shops, 554 Castro St. ,San Francisco,CA,431-3323 gay/lesbian peri­ odicals,,,1991,,,4/25/2023 9:34pm
1055,Yo! Vinnie ,Book Stores or Retail Shops,575 Castro St. ,San Francisco,CA,"626-2464 T-shirts, gifts & cards",,,1991,,,4/25/2023 9:34pm
1051,Books Etc.,Book Stores or Retail Shops,538 Castro St.,San Francisco,CA,"621-8631 used books with large gay/lesbian section, open 7 days",,,1991,,,4/25/2023 9:34pm
1054,Headline,Book Stores or Retail Shops,557 Castro St.,San Francisco,CA,"626-8061 clothing, novelties, 10am-8pm Sun-Thurs, til 9pm Fri & Sat",,,1991,,,4/25/2023 9:34pm
1056,Club Eighteen-O-Eight,Men's Services,1808 Market St.,San Francisco,CA, j/o club,(PC),,1991,,,4/25/2023 9:34pm
1059,G.O.A. Travel,Travel Agency or Tour Operators,1618 Castro St. ,San Francisco,CA,647-2267,(IGTA),,1991,,,4/25/2023 9:34pm
1058,Crusin' the Castro ,Travel Agency or Tour Operators, 375 Lexington St.,San Francisco,CA,550-8110 walking tour of the Castro,,,1991,,,4/25/2023 9:34pm
1063,Passport to Leisure ,Travel Agency or Tour Operators,2265 Market St.,San Francisco,CA,621-8300,(IGTA),,1991,,,4/25/2023 9:34pm
1060,Navigator Travel Service,Travel Agency or Tour Operators,2047 Market St.,San Francisco,CA,864-0401,(IGTA),,1991,,,4/25/2023 9:34pm
1061,"Now, Voyager",Travel Agency or Tour Operators,4406 18th St.,San Francisco,CA,626-1169,(IGTA),,1991,,,4/25/2023 9:34pm
1062,Orion Travel,Travel Agency or Tour Operators,563 Castro St,San Francisco,CA,864-3233,(IGTA),,1991,,,4/25/2023 9:34pm
1064,Winship Travel,Travel Agency or Tour Operators,2321 Market St. ,San Francisco,CA,863-2555,(IGTA),,1991,,,4/25/2023 9:34pm
1066,Congregation Sha'ar Zahav,Religious Organizations,220 Danvers St.,San Francisco,CA,861-6932 Shabbat services 8:15pm Fri & 10:30am last Sat,,,1991,,,4/25/2023 9:34pm
1067,Integrity (Episcopal),Religious Organizations,1661 15th St.,San Francisco,CA,(St. John's) 553- 5270 5:30pm Sun,,,1991,,,4/25/2023 9:34pm
1071,Mr. S Leather,Erotica,4202 18th St.,San Francisco,CA,863-7764 leather goods & erotica,,,1991,,,4/25/2023 9:34pm
1068,MCC Golden Gate,Religious Organizations,48 Belcher St. ,San Francisco,CA,621-6300 11:30am Sun,,,1991,,,4/25/2023 9:34pm
1069,MCC of San Francisco,Religious Organizations,150 Eureka St.,San Francisco,CA,"863-4434 9am, 11am & 7pm Sun",,,1991,,,4/25/2023 9:34pm
1070,Jaguar,Erotica,4057 18th St.,San Francisco,CA,"863-4777 11am-11pm Sun-Thurs, 11am-midnight Fri & Sat",,,1991,,,4/25/2023 9:34pm
1076,Brainwash,Bars/Clubs,1122 Folsom St.,San Francisco,CA,"431-9274 laun­ drom ats bar, 7:30am-11pm Sun-Thurs, til 12:30amFri & Sat","(MX),(BW),(F)",,1991,,,4/25/2023 9:34pm
1075,National Hotel,Accommodations,1139 Market St. ,San Francisco,CA,864-9343 mostly residential,(MX),,1991,,,4/25/2023 9:34pm
1078,Colossus,Bars/Clubs,1015 Folsom St,San Francisco,CA,431-2697 Sat9:30pm til dawn,"(*),(D),(AH)",,1991,,,4/25/2023 9:34pm
1080,Dreamland ,Bars/Clubs,715 Harrison St.,San Francisco,CA,"824-6151 6pm-3am Sun T-dance, laser show","(D),(V)",,1991,,,4/25/2023 9:34pm
1079,Covered Wagon Saloon,Bars/Clubs,917 Folsom St. ,San Francisco,CA,974-1585 10am-2am,(E),,1991,,,4/25/2023 9:34pm
1081,Endup,Bars/Clubs,401 6th St.,San Francisco,CA,"495-9550 popular Sun am, 6pm- 2am Mon-Sat, 6am-midnight Sun, many Asians","(D),(S)",,1991,,,4/25/2023 9:34pm
1082,Ginger's Too,Bars/Clubs,43 6th St. ,San Francisco,CA,543-3622 10am-2am,"(NH),(OC),(F)",,1991,,,4/25/2023 9:34pm
1083,My Place,Bars/Clubs,1225 Folsom St.,San Francisco,CA,"863-2329 ""bear bar,""noon-2am","(L),(LV)",,1991,,,4/25/2023 9:34pm
1085,Rawhide II,Bars/Clubs,280 7th St. ,San Francisco,CA,621-1197 noon-2am,"(*),(CW),(D)",,1991,,,4/25/2023 9:34pm
1086,San Francisco Eagle,Bars/Clubs,398 12th St.,San Francisco,CA,"626-0880 4pm-2am Mon-Fri, from 2pm Sat, from noon Sun, great beer bus","(*),(LV),(L)",,1991,,,4/25/2023 9:34pm
1084,Powerhouse,Bars/Clubs,1347 Folsom St.,San Francisco,CA,861-1790 4pm-2am,"(L),(LV),(*),(NH)",,1991,,,4/25/2023 9:34pm
1091,Don Ramon's,Restaurants & Cafes,225 11th St.,San Francisco,CA,"864-2700 lunch & dinner Mon-Fri, dinner Sat & Sun","(MW),(MX)",,1991,,,4/25/2023 9:34pm
1090,Chez Molle,Restaurants & Cafes,527 Bryant St.,San Francisco,CA,"495-4527 cont’l cui­ sine, cocktails, 11am-11pm",(MW),,1991,,,4/25/2023 9:34pm
1088,Watering Hole Saloon,Bars/Clubs,1145 Folsom St.,San Francisco,CA,864-0309 6:00am-2am,"(*),(LV),(L),(F)",,1991,,,4/25/2023 9:34pm
1087,Stud,Bars/Clubs,399 9th St.,San Francisco,CA,863-6623 5pm-2am,"(*),(MX),(D)",,1991,,,4/25/2023 9:34pm
1089,Caribbean Zone,Restaurants & Cafes,55 Natoma St. ,San Francisco,CA,"541-9465 festive decor, waterfalls and airplanes, cocktails","(*),(MX)",,1991,,,4/25/2023 9:34pm
1092,Half Shell ,Restaurants & Cafes,64 Rausch St. ,San Francisco,CA,"552-7677 seafood, 11:30am-10:30pm Mon-Thurs, til 11pm Fri & Sat","(MW),(MX),(*)",,1991,,,4/25/2023 9:34pm
1094,Julie's Supper Club,Restaurants & Cafes,1123 Folsom St.,San Francisco,CA,"861-0707 California cuisine, famous for their martinis, 4pm-2am, \ clsd Sun","(MX),(MW)",,1991,,,4/25/2023 9:34pm
1096,Olive Oil's ,Restaurants & Cafes,Pier 50,San Francisco,CA,"China Basin Way 495-3099 ! bkfst & lunch, full bar ","(MX),(MW)",,1991,,,4/25/2023 9:34pm
1095,Line-Up,Restaurants & Cafes,398 7th St.,San Francisco,CA,"861-2887 Mexican food, cocktails, open everyday","(MX),(MW)",,1991,,,4/25/2023 9:34pm
1093,Hamburger Mary's,Restaurants & Cafes,1582 Folsom St. ,San Francisco,CA,"626-5767 10am-2am, full ba","(MW),(MX),(*)",,1991,,,4/25/2023 9:34pm
1097,San Francisco Jacks,Men's Services,543-3433,San Francisco,CA,call hotline for info & location,,,1991,,,4/25/2023 9:34pm
1099,A Taste of Leather ,Erotica,336 6th St. ,San Francisco,CA,777-4643 leather goods,,,1991,,,4/25/2023 9:34pm
1098,China Basin Travel Center,Travel Agency or Tour Operators,185 Berry St.,San Francisco,CA,777-4747,(IGTA),,1991,,,4/25/2023 9:34pm
1100,Arcade Books,Erotica,1036 Market St.,San Francisco,CA,861-9040,,,1991,,,4/25/2023 9:34pm
1101,City Entertainment,Erotica,960 Folsom St.,San Francisco,CA,543-2124,,,1991,,,4/25/2023 9:34pm
1103,Golden Gate Video,Erotica,99 6th St.,San Francisco,CA,896-9617 #6,,,1991,,,4/25/2023 9:34pm
1102,Folsom Gulch ,Erotica,947 Folsom,San Francisco,CA,"495-9417 video's, maga zines",,,1991,,,4/25/2023 9:34pm
1104,Mr. S Leather,Erotica,398 12th St.,San Francisco,CA,(at S.F. Eagle bar) 863-7764 leather goods,(*),,1991,,,4/25/2023 9:34pm
1105,Mr. S Leather Ltd,Erotica,1779 Folsom St.,San Francisco,CA,863-7764 leather goods,,,1991,,,4/25/2023 9:34pm
1111,Albion House Inn,Accommodations,135 Gough Street,San Francisco,CA,621-0896 B&B,"(MX),(MW)",,1991,,,4/25/2023 9:34pm
1110,Alamo Square Inn,Accommodations,719 Scott St. ,San Francisco,CA,"922-2055 B & B, non-smoking","(MX),(MW)",,1991,,,4/25/2023 9:34pm
1112,Bock's Bed & Breakfast,Accommodations,1448 Willard St. ,San Francisco,CA,664-6842,"(MX),(MW)",,1991,,,4/25/2023 9:34pm
1114,Gough Hayes Hotel,Accommodations,417 Gough St.,San Francisco,CA,431-9131,,,1991,,,4/25/2023 9:34pm
1113,Casa Loma Hotel,Accommodations,610 Fillmore St.,San Francisco,CA,552-7100,,,1991,,,4/25/2023 9:34pm
1117,Lombard Plaza Motel,Accommodations,2026 Lombard St. ,San Francisco,CA,921-2444,,,1991,,,4/25/2023 9:34pm
1115,Inn at the Opera,Accommodations,333 Fulton St. ,San Francisco,CA,863-8400/(800)325- 2708,"(MW),(MX)",,1991,,,4/25/2023 9:34pm
1116,Ivy Hotel,Accommodations,539 Octavia St.,San Francisco,CA,863-6388,,,1991,,,4/25/2023 9:34pm
1121,I-Beam,Bars/Clubs,1748 Haight St. ,San Francisco,CA,668-6006 popu­lar Sunday T-dance,"(*),(MW),(MX),(D),(E)",,1991,,,4/25/2023 9:34pm
1118,Alamo Square Saloon ,Bars/Clubs,610 Fillmore St.,San Francisco,CA,(at Casa Loma Hotel) 552-7100 5:30pm-2am,(NH),,1991,,,4/25/2023 9:34pm
1120,The Box,Bars/Clubs,628 Divisadero St.,San Francisco,CA,"(Kennel Club) 931-1914 Thurs& Sat only;great funk ,rap ,soul,& house","(*),(MW),(D),(B)",,1991,,,4/25/2023 9:34pm
1119,Alta Plaza ,Bars/Clubs,2301 Fillmore St.,San Francisco,CA,921-4646 5:30pm-2am,"(P),(F)",,1991,,,4/25/2023 9:34pm
1123,Lion's Cocktail Lounge,Bars/Clubs,2062 Divisadero St.,San Francisco,CA,567-6565 noon-2am,"(*),(P)",,1991,,,4/25/2023 9:34pm
1125,Alta Plaza,Bars/Clubs,2301 Fillmore St.,San Francisco,CA,"(at Alta Plaza bar) 921-4646 lunch from 11:30am, dinner from 5:30pm, cocktails",(*),,1991,,,4/25/2023 9:34pm
1122,J.J.'s Piano Bar,Bars/Clubs,2225 Fillmore St.,San Francisco,CA,563-2219 6pm- 2am,"(*),(P),(E)",,1991,,,4/25/2023 9:34pm
1124,Trax,Bars/Clubs,1437 Haight St. ,San Francisco,CA,864-4213  noon-2am,(NH),,1991,,,4/25/2023 9:34pm
1126,Blue Muse,Bars/Clubs,409 Gough St.,San Francisco,CA,"626-7505 7am- 10pm Mon-Fri, 9am-11pm Sat & Sun","(MW),(MX)",,1991,,,4/25/2023 9:34pm
1127,Cafe Corbus ,Bars/Clubs,2275 Market St.,San Francisco,CA,(at The Muscle System) coffee bar & sand­ wiches,,,1991,,,4/25/2023 9:34pm
1128,Ivy’s,Bars/Clubs,398 Hayes St.,San Francisco,CA,"626-3930 California cui­ sine, lunch & dinner","(MW),(MX)",,1991,,,4/25/2023 9:34pm
1130,Muscle System,Gym/Health Clubs, 364 Hayes St. ,San Francisco,CA,"863-4701 6am-10pm Mon-Fri, 9am-8pm Sat, 10am-6pm Sun",,,1991,,,4/25/2023 9:34pm
1129,La Posada,Bars/Clubs,2298 Fillmore St.,San Francisco,CA,Mexi­can food 922-1722,"(MW),(MX)",,1991,,,4/25/2023 9:34pm
1131,Mainline Gifts,Book Stores or Retail Shops,1928 Fillmore St.,San Francisco,CA,"563-4438 11am-7pm; cards, gifts, & novelties",,,1991,,,4/25/2023 9:34pm
1132,Pages Bookstore,Book Stores or Retail Shops,1812 Divisadero St. ,San Francisco,CA,"567-3581 10am- 7pm Tues-Sat, general bookstore, gay/lesbian titles",,,1991,,,4/25/2023 9:34pm
1137,Theatre Rhinoceros,Info Lines & Services,2926 16th St. ,San Francisco,CA, 861-5079 lesbian & gay theatre,,,1991,,,4/25/2023 9:34pm
1138,The Inn San Francisco,Accommodations,943 S. Van Ness Ave.,San Francisco,CA,641-0188,"(MW),(MX),(*)",,1991,,,4/25/2023 9:34pm
1139,Chaos ,Bars/Clubs,842 Valencia St.,San Francisco,CA,"at the Crystal Pistol) 695-788 punk skateboarders & industrial rock, Thurs only 10pm- 2am","(D),(V),(*)",,1991,,,4/25/2023 9:34pm
1140,Crystal Pistol,Bars/Clubs,842 Valencia St.,San Francisco,CA,"695-7887 6pm-2am, popular theme nights, call for info","(*),(MW),(MX),(D),(V),(NH)",,1991,,,4/25/2023 9:34pm
1141,El Rio,Bars/Clubs,3158-A Mission St. ,San Francisco,CA,"282-3325 Latino, popular Sun w / live bands, your kind of dive","(MX),(MW),(E),(NH)",,1991,,,4/25/2023 9:34pm
1142,Esta Noche,Bars/Clubs,3079 16th St. ,San Francisco,CA,"861-5757 Latino, salsa & disco, 2pm-2am","(D),(S)",,1991,,,4/25/2023 9:34pm
1143,Phone Booth,Bars/Clubs,1398 S. Van Ness Ave.,San Francisco,CA,648-4683 10am-2am,"(MW),(MX),(NH)",,1991,,,4/25/2023 9:34pm
1144,Blue Muse ,Restaurants & Cafes,1101 Valencia St.,San Francisco,CA,647-7497,"(MX),(*)",,1991,,,4/25/2023 9:34pm
1147,Le Domino,Restaurants & Cafes,2742 17th St. ,San Francisco,CA,"626-3095 excel­lent French cuisine, cocktails, clsd Sun","(*),(MW),(MX)",,1991,,,4/25/2023 9:34pm
1146,Klein's Delicatessen,Restaurants & Cafes,501 Connecticut ,San Francisco,CA,"821-9149 8am-8pm Mon-Sat, til 5pm Sun, patio","(MX),(BW)",,1991,,,4/25/2023 9:34pm
1145,Just for You,Restaurants & Cafes,1453 18th St,San Francisco,CA,647-3033,"(*),(W)",,1991,,,4/25/2023 9:34pm
1148,Pauline's Pizza Pie,Restaurants & Cafes,260 Valencia St.,San Francisco,CA,"552-2050 Wed-Sat, dinner only","(MX),(BW),(*)",,1991,,,4/25/2023 9:34pm
1150,Modern Times Bookstore ,Book Stores or Retail Shops,968 Valencia St.,San Francisco,CA,282-9246 general bookstore with large gay/lesbian section,,,1991,,,4/25/2023 9:34pm
1149,We Be Sushi,Restaurants & Cafes,1071 Valencia St.,San Francisco,CA,"826-0607 lunch & dinner, clsd Sun","(MX),(BW)",,1991,,,4/25/2023 9:34pm
1152,Mission News ,Erotica,2086 Mission St. ,San Francisco,CA, 863-7380 24hrs,,,1991,,,4/25/2023 9:34pm
1155,Essex Hotel ,Accommodations, 684 Ellis St.,San Francisco,CA,474-4664/(800)453-7739,"(MX),(IGTA)",,1991,,,4/25/2023 9:34pm
1157,The Phoenix Inn,Accommodations,601 Eddy St. ,San Francisco,CA,"776-1380 top-notch service & accommodations, reasonable rates","(*),(MX),(MW),(IGTA),(SW),(F)",,1991,,,4/25/2023 9:34pm
1156,Leland Hotel ,Accommodations,1315 Polk St.,San Francisco,CA,441-5141,(IGTA),,1991,,,4/25/2023 9:34pm
1159,Gangway ,Bars/Clubs,841 Larkin St.,San Francisco,CA,885-4441 6am-2am,(NH),,1991,,,4/25/2023 9:34pm
1158,The Cinch,Bars/Clubs,1723 Polk St.,San Francisco,CA,776-4162 6am-2am,"(MX),(NH)",,1991,,,4/25/2023 9:34pm
1161,Kimo's ,Bars/Clubs,1351 Polk St.,San Francisco,CA,885-4535 9am-2am,"(NH),(OC)",,1991,,,4/25/2023 9:34pm
1160,Giraffe Lounge,Bars/Clubs,1131 Polk St.,San Francisco,CA,474-1702 11:30am- 2am,"(*),(V)",,1991,,,4/25/2023 9:34pm
1162,Mother Lode,Bars/Clubs,1002 Post St.,San Francisco,CA,928-6006 6am-2am,"(NH),(S)",,1991,,,4/25/2023 9:34pm
