ID2,title,amenityfeatures,description,streetaddress,unclear_address,city,state,type,unclear type or question,notes,Year,Last Modified
2623,AA Gay/Lesbian,,(MCC) 224-2800,124-1/2 N. 5th.,,Quincy ,IL,Info Lines & Services,,,1996,4/25/2023 9:20pm
3358,Dunes Motel & Apartments ,(MW),"487-1956 seasonal, comfortable motel rms, spacious apartment suites & cottages nestled on a quiet hillside ",125 Bradford St. W.,,Provincetown,MA,Accommodations,,,1996,4/25/2023 9:20pm
4430,Sag Harbor B&B ,"(MW),(WC)","725-5945 spacious cedar house nestled in the woods nr. the very private village of Sag Harbor, full brkfst ",125 Mt. Misery Dr.,,Sag Harbor,NY,Accommodations,,,1996,6/7/2023 11:45am
6470,Valley Books,,733-4533,125 N. Cache ,,Jackson,WY,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
171,Anderson's Villas of Sedona ,(GF),"284-9559/(800)350-2633 full service 2-bdrm villas, fireplace, private patios, non-smoking",125 Sugarloaf St. #5 ,,Sedona,AZ,Accommodations,,,1996,4/25/2023 9:20pm
5456,Blinky's ,"(MW),(E),(V),(WC)","272-6950 noon-1am, til 2am Fri-Sat",125 Washington ,,Providence ,RI,Bars,,,1996,4/25/2023 9:20pm
4283,Bump!,"(M),(D),(S),(WC)",473-7171 11pm Sun,126 E. 14th St.,,Greenwich Village/ Chelsea,NY,Bars,,,1996,4/25/2023 9:20pm
1308,Gay/Lesbian Resource Center,,"963-3636, 10am-5pm Mon-Fri, social/educational & support sservices",126 E. Haley St. Ste. A-17,,Santa Barbara,CA,Info Lines & Services,,,1996,4/25/2023 9:20pm
6358,Gay/Lesbian Support Group,,"784-7600, 7:30pm 1st & 3rd Sun",126 N. 17th St.,,La Crosse,WI,Info Lines & Services,,,1996,4/25/2023 9:20pm
3066,AA Gay/Lesbian,,(Unitarian Church) 941-8326 (AA#) 7:30 Th,126 Union,,Bangor,ME,Info Lines & Services,,,1996,6/7/2023 11:59am
5346,Step-by-Step ,,"(610) 789-4870, recovery bookstore",126 Westchester Pike,,Havertown,PA,Restaurants & Cafes,,,1996,6/7/2023 12:00pm
4408,Hatfields ,"(MW),(D),(MRC-L),(S),(18+)",261-8484 9am-4am,126-19 Queens Blvd.,,Kew Gardens,NY,Bars,,,1996,6/7/2023 12:01pm
1499,Pleasure Entertainment Center,,"722-5852, 24hrs",127 S. Broadway ,,Denver,CO,Erotica,,,1996,4/25/2023 9:20pm
3987,Ocean House ,"(MO),(N)","345-8203 turn-of-the-century house, once a convent & now a guesthouse exclusively for gay men ",127 S. Ocean Ave.,,Atlantic City,NJ,Accommodations,,,1996,4/25/2023 9:20pm
4050,"Travel Registry, Inc.",(IGTA),921-6900/ (800) 346-6901 ,127 Washington St.,,Rocky Hill ,NJ,Travel/Tour Operators,,,1996,4/25/2023 9:20pm
5382,Bubba's ,"(W),(NH)","461-9700 6pm-2am, clsd Sun",128 E. 8th Ave.,,Homestead,PA,Bars,,,1996,6/7/2023 12:18pm
1391,Sardy House ,"(GF),(SW)",920-2525/(800)321-3457 hot tub; also seasonal treatment,128 E. Main St. ,,Aspen,CO,Accommodations,,,1996,4/25/2023 9:20pm
4477,Empty Closet ,,"244-9030, 244-8246 (fax) monthly ",129 Atlantic Ave.,,Rochester,NY,Publications,,,1996,4/25/2023 9:20pm
3380,Monument House ,"(MW),(IGTA)","487-9664 seasonal, banker's home dating from 1840s ",129 Bradford St.,,Provincetown,MA,Accommodations,,,1996,4/25/2023 9:20pm
4363,Buster's,"(MW),(NH)",(29th) 684-8832 noon-4am,129 Lexington Ave.,,New York City,NY,Bars,,,1996,6/7/2023 12:18pm
6344,Adult Book & Novelty ,,835-7292,129 N. Barstow ,,Eau Claire,WI,Erotica,,,1996,4/25/2023 9:20pm
3124,Woodford's Café,(WC),772-1374 11am-10pm,129 Spring St.,,Portland,ME,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
3796,Faces Complex ,"(M),(D),(E),(S)","271-7410 3pm-6am, 3 level complex, beer garden",130 4th,,East St. Louis,IL,Bars,,,1996,6/7/2023 12:19pm
6227,Giorgina's Pizza,,"329-8118, 11am-9pm, from 4pm Sat, clsd Sun",131 15th Ave. E,,Seattle,WA,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
4268,A Village B&B,(MW),387-9117 studio apts.,131 E. 15th St. #2N,,Greenwich Village/ Chelsea,NY,Accommodations,,,1996,4/25/2023 9:20pm
1166,Charpe's Grill,,"621-6766, dinner nightly; also full bar ",131 Gough St. ,,San Francisco,CA,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
3587,Newham SunCatcher Inn,(GF),"857-4249 full brkfst, hot tub",131 Griffith ,,Saugatuck,MI,Accommodations,,,1996,4/25/2023 9:20pm
4801,Down Under,"(W),(D),(F),(WC)","228-1050 11:30am-2:30pm for lunch, from 7pm",131 N. Ludlow St.,,Dayton,OH,Bars,,,1996,4/25/2023 9:20pm
1750,Triangle Palms Guest House,"(MW),(SW)",799-2221/(800) 799-4297 luxurious accommodations on a secluded 1-acre compound w/ private sundeck,131 Sunny Ln. ,,Cocoa Beach,FL,Accommodations,,,1996,4/25/2023 9:20pm
6085,Uncle Louie's ,(WC),"480-1225 11am-11pm, bar til 2am, Jewish fine dining",132 E. Little Creek Rd.,,Norfolk,VA,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
4425,132 North Main,"(M),(SW),(WC)","324-2246 seasonal, mini-resort on 2 wooded acres, 5 min. from town & beaches ",132 N. Main,,East Hampton ,NY,Accommodations,,,1996,6/7/2023 1:39pm
5142,Bijou Café,(WC),"222-3187 7am-3pm, natural brkfst & lunch, plenty veggie",132 SW 3rd Ave.,,Portland,OR,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
3932,Five Star Saloon,"(*),(M),(NH),(D),(WC)","329-2878 24hrs, slots",132 West St.,,Reno,NV,Bars,,,1996,4/25/2023 9:20pm
3429,Franco's ,"(*),(MW)",487-3178 ,133 Bradford St.,,Provincetown,MA,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
3431,Gallerani's ,"(*),(MW),(BW)",487-4433 ,133 Commercial St.,,Provincetown,MA,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
4842,Caesar's Show Bar,"(MW),(D),(S),(WC)",241-5140 8pm-2:30am Th-Sun,133 N. Epic St.,,Toledo,OH,Bars,,,1996,4/25/2023 9:20pm
4129,The Ark ,,"988-3709, 10am-7pm, til 5pm Sun, alternative bookstore ",133 Romero St.,,Santa Fe,NM,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
5364,Danny's New Adam & Eve Books,,"925-5041, 24hrs",133 S. 13th St.,,Philadelphia ,PA,Erotica,,,1996,4/25/2023 9:20pm
1614,Silver Lake,"(MW),(IGTA)","226-2115/(800) 842-2115 lake & ocean views, luxurious accommodations nr. Poodle Beach",133 Silver Lake Dr.,,Rehoboth Beach,DE,Accommodations,,,1996,4/25/2023 9:20pm
1249,Aunt Charlie's Lounge,"(GF),(NH)",441-2922 6am-2am,133 Turk St.,,San Francisco,CA,Bars,,,1996,4/25/2023 9:20pm
2705,Out & About Indiana ,,574-0615,133 W. Market St. #105,,Indianapolis,IN,Publications,,,1996,4/25/2023 9:20pm
3072,Gulf of Maine Books ,,"729-5083, 9:30am-5pm, clsd Sun",134 Maine St.,,Brunswick,ME,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
4120,Open Sky B&B,(WC),471-3475/ (800) 244-3475 ,134 Turquoise Trail,,Santa Fe,NM,Accommodations,,,1996,4/25/2023 9:20pm
4387,New York B&B ,,666-0559,134 W. 119th St.,,N.Y.C. - Uptown,NY,Accommodations,,,1996,4/25/2023 9:20pm
5977,Baci Trattoria,,"328-1333, clsd Sun",134 W. Pierport Ave.,,Salt Lake City,UT,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
28,Chuckie Bee's ,"(MW),(D),(S)",794-0230 9pm-6am Th-Sun,134-A Foster St.,,Dothan,AL,Bars,,,1996,4/25/2023 9:20pm
4282,The Bulge,"(M),(NH)","243-4803 4pm-4am, from noon Sun",135 Christopher St.,,Greenwich Village/ Chelsea,NY,Bars,,,1996,4/25/2023 9:20pm
6422,Triangle Bar,"(*),(M),(NH)","383-9412 5pm-2am, from 3pm wknds",135 E. National Ave.,,Milwaukee,WI,Bars,,,1996,4/25/2023 9:20pm
1007,Albion House Inn,(GF),621-0896/(800) 625-2466 ,135 Gough St.,,San Francisco,CA,Accommodations,,,1996,4/25/2023 9:20pm
213,Palace Hotel & Bath House,"(*),(GF)",253-7474,135 Spring St. ,,Eureka Springs,AR,Accommodations,,,1996,4/25/2023 9:20pm
3095,The Inn at Two Village Square,(M),"646-5779 seasonal, oceanview Victorian B&B perched on 5 acres of wooded hillside ",135 US Rte. 1,,Ogunquit,ME,Accommodations,,,1996,4/25/2023 9:20pm
4855,The Purple Onion,"(MW),(NH),(D),(S)","399-2097 3pm-2:30am, patio",136 Pine St.,,Warren,OH,Bars,,,1996,4/25/2023 9:20pm
3,The Ultra Box,"(GF),(D),(F),(WC)","826-3491 9pm-2am, clsd Mon",136 W. Magnolia Ave.,,Auburn,AL,Bars,,,1996,4/25/2023 9:20pm
3188,Leather Underground,,"528-0991, clsd Sun",136 W. Read St.,,Baltimore,MD,Erotica,,,1996,4/25/2023 9:20pm
2696,Coffee Zon,"(MW),(F),(E)","684-0432 6:30am-11pm, clsd Sun, café, live acoustic ",137 E. Ohio St.,,Indianapolis,IN,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
3992,Rendezvous ,"(*),(M),(S)","347-8539 3pm-3am, cruisy",137 S. New York Ave.,,Atlantic City,NJ,"Bars,Cruising Areas",,,1996,4/25/2023 9:20pm
79,Anchorage Video Mart ,,"276-9224, 24hrs",137 W. 5th Ave.,,Anchorage,AK,Erotica,,,1996,4/25/2023 9:20pm
3465,Video Expo ,,335-0446 ,138 Bridge St. ,,Weymouth,MA,Erotica,,,1996,4/25/2023 9:20pm
4275,Holiday Inn,"(GF),(IGTA)",966-8898 ,138 Lafayette St. ,,Greenwich Village/ Chelsea,NY,Accommodations,,,1996,4/25/2023 9:20pm
4818,Alternatives ,"(GF),(D)",552-0044 ,138 W. 3rd St.,,Mansfield,OH,Bars,,,1996,6/7/2023 1:39pm
3843,Black Dog Café,"(BYOB),(WC)","542-1138 lunch & dinner, dinner only Sat, clsd Sun, vegetarian",138 W. Broadway ,,Missoula,MT,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
135,Johnny Mc's,"(M),(OC),(WC)",266-0875 10am-1am,138 W. Camelback Rd.,,Phoenix,AZ,Bars,,,1996,4/25/2023 9:20pm
1497,Crypt Adult Entertainment,,"778-6584, 24hrs, all-male theaters & arcades; bookstore next door 733-3112, 10am-10pm, noon-8pm Sun",139 Broadway ,,Denver,CO,Erotica,,,1996,4/25/2023 9:20pm
4829,City News ,,626-1265,139 Columbus Ave.,,Sandusky,OH,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
4519,Mountain Laurel B&B,(MW),"628-9903 unique, contemporary house located in a private, totally secluded 13-acre mountain cove, full brkfst ",139 Lee Dotson Rd.,,Asheville ,NC,Accommodations,,,1996,4/25/2023 9:20pm
1062,Jumpin' Java ,(MW),431-5282 7am-10pm,139 Noe St. ,,San Francisco,CA,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
4462,Common Grounds ,"(MW),(NH)",232-9303 noon-2am,139 State St.,,Rochester,NY,Bars,,,1996,4/25/2023 9:20pm
4051,Graywood Manor,"(MO),(L),(SW)",245-5323 ,139 W. 4th Ave.,,Roselle,NJ,Accommodations,,,1996,4/25/2023 9:20pm
3374,John Randal House ,(MW),487-3533 ,140 Bradford St.,,Provincetown,MA,Accommodations,,,1996,4/25/2023 9:20pm
2078,Boxcars ,"(M),(D),(A),(S)",Fernpark 831-7559 8pm-4am,140 Fernwood Blvd.,,Casselberry,FL,Bars,,,1996,6/7/2023 1:45pm
4167,Allie's Bookstore ,,724-8659,140 Washington ,,Binghamton,NY,Erotica,,,1996,4/25/2023 9:20pm
951,Lowe's World Travel,,298-8595/ (800) 260-1011,141 University Ste. 4,,San Diego,CA,Travel/Tour Operators,,,1996,4/25/2023 9:20pm
2905,The 141 Club,"(MW),(D)","233-4262 9pm-1am, clsd Sun-Tue",141 W. Vine,,Lexington,KY,Bars,,,1996,7/31/2023 4:48pm
4292,The Eagle ,"(*),(M),(L),(S),(V),(WC)","(at 21st)  691-8451 10pm-4am, cruisy",142 11th Ave.,,Greenwich Village/ Chelsea,NY,"Bars,Cruising Areas",,,1996,5/13/2023 10:16pm
3249,The Blue Wave,(MW),424-6711 ,142 Berkeley St.,,Boston,MA,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
3406,Sunset Inn ,(MW),487-9810 seasonal,142 Bradford St.,,Provincetown,MA,Accommodations,,,1996,4/25/2023 9:20pm
5639,Lee Valley Farm,"(*),(M),(F),(SW)","272-4068 guest farm w/ cabins & camping, secluded retreat, all meals included, hot tub, horseback riding",142 Drinnon Ln.,,Rogersville,TN,Accommodations,,,1996,4/25/2023 9:20pm
3128,Community Pride Reporter ,,"879-1342, lesbigay",142 High St. Ste. 634 ,,Portland,ME,Publications,,,1996,4/25/2023 9:20pm
939,Hillcrest Gym,(MW),299-7867,142 University Ave.,,San Diego,CA,Gyms & Health Clubs,,,1996,4/25/2023 9:20pm
4401,Community Book Store ,,"783-3075, 10am-9pm, from 11pm wknds",143 7th Ave.,,Brooklyn,NY,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
4317,Two Potato ,"(M),(NH),(MRC-AF)",255-0286 noon-4am,143 Christopher St.,,Greenwich Village/ Chelsea,NY,Bars,,,1996,4/25/2023 9:20pm
6080,Nutty Buddys,"(*),(MW),(NH)","588-6474 4pm-2am; also restaurant, American, some veggie",143 E. Little Creek Rd.,,Norfolk,VA,Bars,,,1996,4/25/2023 9:20pm
2456,The Silver Fox ,,"234-2477, 11am-10pm, clsd Sun",143 S. 2nd,,Pocatello,ID,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
4773,Wall Street ,"(*),(MW),(D),(S),(YC),(WC)","464-2800 8pm-2:30am, clsd Mon",144 N. Wall St.,,Columbus,OH,Bars,,,1996,4/25/2023 9:20pm
5278,Backstreet Inn,(GF),862-9571 ,144 Old York Inn Rd.,,New Hope,PA,Accommodations,,,1996,4/25/2023 9:20pm
1448,Compound ,"(M),(D),(A)","722-7977 7am-2am, from 8am Sun; also Basix 9pm-2am",145 Broadway ,,Denver,CO,Bars,,,1996,4/25/2023 9:20pm
3339,Beachfront Realty ,,487-1397,145 Commercial St.,,Provincetown,MA,Accommodations,,,1996,4/25/2023 9:20pm
3445,Your Way Travel,,487-2992,145 Commercial St.,,Provincetown,MA,Travel/Tour Operators,,,1996,4/25/2023 9:20pm
2700,Just Cards,,"638-1170, 9am-5:30pm, clsd Sun",145 E. Ohio St. ,,Indianapolis,IN,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
3933,Shouts ,"(GF),(NH),(WC)",829-7667 11am-3am,145 Hillcrest St.,,Reno,NV,Bars,,,1996,4/25/2023 9:20pm
2592,Adult Books & Cinema X,,"423-9540, 24hrs",145 N. Main St.,,Decatur,IL,Erotica,,,1996,4/25/2023 9:20pm
2225,Barnett's Newsstand ,,"353-0530, 8am-10pm",147 College Ave.,,Athens,GA,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
2356,Royal Drive Cottages,(MW),822-2321 priv. garden cottages w/kitchenettes,147 Royal Dr.,,"Kapaa, Kauai",HI,Accommodations,,,1996,4/25/2023 9:20pm
5974,Radio City,"(M),(WC)","532-9327 11am-1am, beer only",147 S. State St.,,Salt Lake City,UT,Bars,,,1996,4/25/2023 9:20pm
4327,Cola's ,(*),"633-8020 Italian, inexpensive ",148 8th Ave.,,Greenwich Village/ Chelsea,NY,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
1566,DV8 ,(MW),865-6206,148 York St.,,New Haven,CT,Bars,,,1996,4/25/2023 9:20pm
4330,Food Bar,(*),(17th St.) 243-2020,149 8th Ave.,,New York City,NY,Restaurants & Cafes,,,1996,6/7/2023 1:45pm
4021,Galaxy Travel,(IGTA),219-9600/ (800) 331-7245 ,149 Markham Pl.,,Little Silver,NJ,Travel/Tour Operators,,,1996,4/25/2023 9:20pm
4821,Gay/Lesbian Info Center,,"(Deca Realty Bldg. lower lev.) 960-2050/ (800) 447-7163 drop-in 6pm-9pm Wed, info & referrals",150 Foster Park Rd.,,Amherst,OH,Info Lines & Services,,,1996,6/7/2023 1:46pm
3324,Paul & Elizabeth's ,(WC),584-4832 ,150 Main St. ,,Northampton,MA,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
2686,Club 151 ,"(M),(D),(V)",767-1707,151 E. 14th St.,,Indianapolis,IN,Bars,,,1996,4/25/2023 9:20pm
4339,A Different Light,(F),"989-4850/ (800) 343-4002 11am-10pm, lesbigay books",151 W. 19th St.,,Greenwich Village/ Chelsea,NY,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
5467,Down City DIner,(WC),"331-9217 popular brunch, very gay; also full bar",151 Weybossett St.,,Providence ,RI,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
4177,Club Heat ,"(*),(MW),(D),(E)","842-6825 10pm-4am, Wed-Sun, patio",153 Delaware Ave.,,Buffalo,NY,Bars,,,1996,4/25/2023 9:20pm
4467,Tara ,"(*),(MW),(NH),(D),(E)","232-4719 noon-2am, piano bar & dancing upstairs",153 Liberty Pole Way,,Rochester,NY,Bars,,,1996,4/25/2023 9:20pm
5310,Sarah P. Wilson House,(GF),(610) 933-0327 full brkfst ,155 Main St.,,Phoenixville,PA,Accommodations,,,1996,6/7/2023 1:47pm
2849,The Lassen ,,"263-2777, lunch & dinner, clsd Sun, fine American ",155 N. Market ,,Wichita,KS,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
5474,Airborn for Men,,"438-3070, military-themed clothes, adult videos, magazines & novelties",155 Newport Ave.,,East Providence,RI,Erotica,,,1996,6/7/2023 1:48pm
1256,Max,,"(at City Club) 362-2488, 1st & 3rd Fri, private professional club",155 Sansome,,San Francisco,CA,Bars,,,1996,5/13/2023 10:11pm
1119,Bistro Roti ,,"495-6500, lunch & dinner; also full bar ",155 Steuart ,,San Francisco,CA,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
133,Harley's 155 ,"(M),(L)",274-8505 noon-1am; also The Cell in back,155 W. Camelback Rd.,,Phoenix,AZ,Bars,,,1996,4/25/2023 9:20pm
4326,Claire ,,(19th St.) 255-1955,156 7th Ave.,,New York City,NY,Restaurants & Cafes,,,1996,6/7/2023 1:48pm
4359,Pleasure Chest,,242-2158,156 7th Ave. S.,,Greenwich Village/ Chelsea,NY,Erotica,,,1996,4/25/2023 9:20pm
3360,Elephant Walk Inn,(*),"487-2543/ (800) 889-9255 seasonal, inn in the heart of Provincetown",156 Bradford St.,,Provincetown,MA,Accommodations,,,1996,4/25/2023 9:20pm
1144,Carl St. Unicorn House,(GF),753-5194 1895 Victorian house,156 Carl St.,,San Francisco,CA,Accommodations,,,1996,4/25/2023 9:20pm
2351,Aloha Kauai B&B,"(MW),(SW),(WC)","822-6966/ (800) 262-4652, full brkfst ",156 Lihau St.,,"Kapaa, Kauai",HI,Accommodations,,,1996,4/25/2023 9:20pm
2836,AA Gay/Lesbian ,,"(MCC) 267-1852, 7pm Mon & Sat, 8pm Fri ",156 S. Kansas Ave.,,Wichita,KS,Info Lines & Services,,,1996,4/25/2023 9:20pm
6030,AA Video & Books,,"773-8990, clsd Sun",156 West St.,,Rutland,VT,Erotica,,,1996,4/25/2023 9:20pm
2507,Second Story Bar,"(M),(NH)","923-9536 noon-2am, from 3pm wknds",157 E. Ohio St.,,Chicago,IL,Bars,,,1996,4/25/2023 9:20pm
3335,Admiral's Landing Guesthouse,"(MW),(IGTA)","487-9665 seasonal, spacious & comfortable 1840s captain's home & cottages ",158 Bradford St.,,Provincetown,MA,Accommodations,,,1996,4/25/2023 9:20pm
3399,Rose & Crown Guest House,(MW),487-3332 Victorian antiques & appealing artwork & clutter fill every nook & cranny,158 Commercial St.,,Provincetown,MA,Accommodations,,,1996,4/25/2023 9:20pm
335,F St. Bookstore ,,"447-0381, 24hrs",158 E. Main ,,El Cajon,CA,Erotica,,,1996,4/25/2023 9:20pm
4485,Clinton St. Pub ,"(MW),(NH)",382-9173 noon-4am,159 Clinton St.,,Schenectady,NY,Bars,,,1996,4/25/2023 9:20pm
4296,Julius ,"(M),(NH),(F)","929-9672 8am-4am, diner food ",159 W. 10th St.,,Greenwich Village/ Chelsea,NY,Bars,,,1996,4/25/2023 9:20pm
2220,Georgia Bar,"(GF),(WC)",546-9884 4pm-2am ,159 W. Clayton,,Athens,GA,Bars,,,1996,4/25/2023 9:20pm
3265,Travel Management,,424-1908/ (800) 532-0055,160 Commonwealth Ave.,,Boston,MA,Travel/Tour Operators,,,1996,4/25/2023 9:20pm
1477,Broadway Bodyworks,(GF),"722-4342 6am-9pm, 7am-6pm Sat, 10am-4pm Sun",160 S. Broadway,,Denver,CO,Gyms & Health Clubs,,,1996,4/25/2023 9:20pm
3341,Boatslip Beach Club,"(*),(MW),(F)","487-1669/ (800) 451-7547 seasonal, beachfront resort w/ restaurant, several bars, pool & popular tea dance, waterside rms ",161 Commercial St.,,Provincetown,MA,Accommodations,,,1996,4/25/2023 9:20pm
3988,The Rose Cottage ,(MW),345-8196 ,161 S. Westminister Ave.,,Atlantic City,NJ,Accommodations,,,1996,4/25/2023 9:20pm
4446,Coven Café,"(GF),(F),(E),(WC)","358-9829 noon-midnight, til 2am Fri-Sat, clsd Mon, Sun brunch, Wed men's night",162 Main St.,,Nyack,NY,Bars,,,1996,4/25/2023 9:20pm
3346,Captain & His Ship,"(*),(M)","487-1850/ (800) 499-2278 seasonal, 19th century sea captain's home",164 Commercial St.,,Provincetown,MA,Accommodations,,,1996,4/25/2023 9:20pm
3261,5 Star Travel,(IGTA),536-1999/ (800) 359-1999,164 Newbury St.,,Boston,MA,Travel/Tour Operators,,,1996,4/25/2023 9:20pm
5969,Saltair B&B/Alpine Cottages,(GF),"533-8184/ (800) 733-8184 oldest continuously operating B&B in Utah & charming cottages from the 1870s, full brkfst",164 S. 900 E.,,Salt Lake City,UT,Accommodations,,,1996,4/25/2023 9:20pm
5610,Savage House,(GF),"244-2229 historic Victorian townhouse circa 1840s, full brkfst",165 8th Ave. N.,,Nashville,TN,Accommodations,,,1996,4/25/2023 9:20pm
5625,Towne House Tea Room,,"254-1277 lunch wkdays, dinner Fri-Sat",165 8th Ave. N.,,Nashville,TN,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
3400,Sandpiper Beach House,"(*),(MW),(IGTA)",487-1928/ (800) 354-8628 beautiful Victorian guesthouse nestled comfortably in the heart of everything,165 Commercial St. ,,Provincetown,MA,Accommodations,,,1996,4/25/2023 9:20pm
5445,Hydrangea House Inn,"(*),(GF),(IGTA)",846-4435/ (800) 945-4667 full brkfst ,166 Bellevue Ave.,,Newport,RI,Accommodations,,,1996,4/25/2023 9:20pm
3365,Four Bays Guest House ,(MW),487-0859/ (800) 414-2297 Victorian home across the street from Cape Cod Bay & the Boatslip Beach Club,166 Commercial St.,,Provincetown,MA,Accommodations,,,1996,4/25/2023 9:20pm
5615,Gas Lite ,"(MW),(E)","254-1278 4:30pm-1am, til 3am Fri-Sat, from 3pm wknds",167-1/2 8th Ave. N.,,Nashville,TN,Bars,,,1996,4/25/2023 9:20pm
3100,Yellow Monkey Guest Houses/Hotel,(MW),"646-9056 seasonal, jacuzzi ",168 Main St.,,Ogunquit,ME,Accommodations,,,1996,4/25/2023 9:20pm
1563,168 York St. Café,"(MW),(WC)",789-1915 patio; also full menu,168 York St.,,New Haven,CT,Bars,,,1996,4/25/2023 9:20pm
3450,The Provincetown Gym Inc.,(MW),487-2776 ,170 Commercial St.,,Provincetown,MA,Gyms & Health Clubs,,,1996,4/25/2023 9:20pm
991,American Property Exchange ,,"863-8484/ (800) 747-7784 daily, weekly & monthly furnished rentals in San Francisco & New York",170 Page St. ,,San Francisco,CA,Accommodations,,,1996,4/25/2023 9:20pm
1281,The Saint,"(*),(M),(D),(V),(WC)",947-1667 10pm-2am,170 W. St. John St.,,San Jose,CA,Bars,,,1996,4/25/2023 9:20pm
1285,Hamburger Mary's,,"947-1667, from 11:30am, from 9am wknds, patio",170 W. St. John St.,,San Jose,CA,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
4468,Zei ,"(*),(M),(D),(E)",232-1600 call for events,171 St. Paul St.,,Rochester,NY,Bars,,,1996,4/25/2023 9:20pm
1766,Café Frappes,,"254-7999, lunch & dinner, patio",174 Beach St.,,Daytona Beach,FL,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
3415,Westwinds Guest House ,(MW),487-1526 beautiful Victorian inn built during the mid-1800s ,174 Commercial St.,,Provincetown,MA,Accommodations,,,1996,4/25/2023 9:20pm
1636,Discount Adult Books,,328-4812,174 S. DuPont Hwy.,,New Castle,DE,Erotica,,,1996,6/7/2023 1:50pm
4418,Silver Lining ,"(MW),(D),(E),(S),(V),(YC),(WC)",354-9641 9pm-4am Wed-Sun,175 Cherry Ln.,,Floral Park,NY,Bars,,,1996,6/7/2023 1:50pm
3337,Anchor Inn,"(*),(MW)","487-0432/ (800) 858-2657 central location, private beach, & spectacular view of harbor ",175 Commercial St.,,Provincetown,MA,Accommodations,,,1996,4/25/2023 9:20pm
711,Harlow El Alameda,"(*),(MO),(SW),(N),(IGTA)","323-3977/ (800) 223-4073 (out-of-state) lunch buffet, hot tub",175 El Alameda ,,Palm Springs,CA,Accommodations,,,1996,4/25/2023 9:20pm
1273,Billy DeFrank Lesbian/Gay Community Center,,"293-2429, 6pm-9pm, from 3pm Wed, noon-6pm wknds ",175 Stockton Ave.,,San Francisco,CA,Info Lines & Services,,,1996,4/25/2023 9:20pm
5620,Underground ,"(GF),(D),(A)",742-8909 9pm-3am,176 2nd Ave. N.,,Nashville,TN,Bars,,,1996,4/25/2023 9:20pm
3439,Sebastian's Long & Narrow ,,487-3286,177 Commercial St.,,Provincetown,MA,Restaurants & Cafes,,,1996,4/25/2023 9:20pm
1113,Pleasuredome ,"(*),(M),(D)","(at 3rd St.) 255-6434x69 Sun night dance club, call hotline for details ",177 Townsend,,San Francisco,CA,Bars,,,1996,5/13/2023 10:10pm
1104,Club Universe ,"(MW),(D),(A)",985-5241 9:30pm-7am Sat,177 Townsend ,,San Francisco,CA,Bars,,,1996,4/25/2023 9:20pm
3342,Bradford Gardens Inn,(W),487-1616/(800) 432-2334 1820s colonial inn surrounded by gardens,178 Bradford St.,,Provincetown,MA,Accommodations,,,1996,4/25/2023 9:20pm
3099,The Seasons Hotel ,(GF),646-6041/ (800) 639-8508 seasonal,178 US Rte. 1,,Ogunquit,ME,Accommodations,,,1996,4/25/2023 9:20pm
4457,Gay Alliance ,,"244-8640, 6pm-9pm, coffeehouse Th-Sat",179 Atlantic Ave.,,Rochester,NY,Info Lines & Services,,,1996,4/25/2023 9:20pm
3244,Paradise ,"(*),(M),(D),(S),(V),(WC)",864-4130 4pm-2am,180 Massachusetts Ave.,,Cambridge,MA,Bars,,,1996,6/7/2023 1:51pm
3991,Reflections,"(*),(MW),(E),(S),(V),(WC)","348-1115 lounge open 24hrs, dance bar 11pm",181 S. South Carolina Ave.,,Atlantic City,NJ,Bars,,,1996,4/25/2023 9:20pm
3453,Pride's Provincetown ,,487-1127,182 Commercial St.,,Provincetown,MA,Bookstores/Retail Shops,,,1996,4/25/2023 9:20pm
