ID2,title,description,streetaddress,city,state,amenityfeatures,type,Year,unclear_address,unclear type or question,notes,Last Modified
2198,City Disco,"(2 rooms) (Disco) (Some OC, YC, Hustlers) (Best days) (betw. Broadway & Chesnut)",662 River City Mall,Louisville,KY,"(D),(OC),(YC)",Bars/Clubs,,,,,11/23/2021 9:17am
2202,Locker Room Baths ,,730 Logan St.,Louisville,KY,,Bathhouses,,,,,11/23/2021 9:17am
2203,Main Entrance,(Books & Arcade),219 S. 3rd St.,Louisville,KY,(M),Book Store,,,,,11/26/2021 1:32pm
2204,Peek-O-Rama Adult Books,,222 W. Market,Louisville,KY,(*),Book Store,,,,,11/23/2021 9:17am
2205,River City Club ,(WE*) (also called Club Odyssey),340 E. Oak,Louisville,KY,"(P),(S),(D),(WE),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
2206,Steak 'n' Eggs ,,1136 S. 4th ,Louisville,KY,"(M),(R),(C),(AH),(RT)",Restaurant,,,,,11/23/2021 9:17am
2207,Trixie's ,(River City Ent.) (Book store & 'wild back room'),206 S. 2nd St.,Louisville,KY,,Book Store,,,,,11/23/2021 9:17am
2213,Ownesboro Motor Inn Lounge,,401 Frederica,Owensboro,KY,(M),Hotel,,,,,11/23/2021 9:17am
2214,Silly Sally's ,(Disco),924 Jackson ,Alexandria,LA,"(YC),(D),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
2215,Sambo's ,,Baton Rouge Hwy.,Alexandria,LA,"(M),(R),(C),(AH)",Restaurant,,,,,11/23/2021 9:17am
2221,Barn ,(C&W) (Disco) ,2160 Highland Rd.,Baton Rouge,LA,"(P),(C&W),(D)",Bars/Clubs,,,,,11/23/2021 9:17am
2220,Back Door,,3205 Plank Rd.,Baton Rouge,LA,(L),Bars/Clubs,,,,,11/23/2021 9:17am
2222,Cock & Bull,(Snacks) (Disco) (D in back),1564 Nicholson,Baton Rouge,LA,"(R),(D)",Restaurant,,,,,11/23/2021 9:17am
2223,Emporium ,(Disco) (WE*) (at Ardenwood),2645 Florida Blvd.,Baton Rouge,LA,"(YC),(D),(WE),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
2224,George's Place,(Some levi & W) (Cruisy) (Patio),850 St. Louis St.,Baton Rouge,LA,"(*),(P),(W)","Cruising Areas,Bars/Clubs",,,,,11/23/2021 9:17am
2225,Mirror Room,"(Some YC, OC, L)",311 North Blvd.,Baton Rouge,LA,"(YC),(OC),(L),(*),(D)",Bars/Clubs,,,,,11/23/2021 9:17am
2232,Mother's ,(Disco) ,1301 Barataria,Houma,LA,"(D),(S),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
2233,Studio One ,(Disco),Lower Bayou Block Rd.,Houma,LA,(D),Bars/Clubs,,,,,11/23/2021 9:17am
2236,C'Est La Guerre,(WE*) (Many L),607 N. University ,Lafayette ,LA,"(WE),(*),(D),(S)",Bars/Clubs,,,,,11/23/2021 9:17am
2244,Stallion Club,"(Some L, W)",2915 Legion St.,Lake Charles,LA,"(D),(PT),(L),(W)",Bars/Clubs,,,,,11/23/2021 9:17am
2247,"River City, Ltd,",(Disco),400 De Siard,Monroe,LA,"(D),(S)",Bars/Clubs,,,,,11/23/2021 9:17am
2249,Terre Haute House ,(Very M) (Reservations),311 Hudson Lane,Monroe,LA,"(M),(PE),(R)",Restaurant,,,,,11/23/2021 9:17am
2248,Steak & Egg,(Some RT) ,507 Louisville Ave.,Monroe,LA,"(M),(R),(C),(RT),(AH)",Restaurant,,,,,11/23/2021 9:17am
2254,T-Journey's Lounge,,1547 Sandia,Morgan City,LA,,Bars/Clubs,,,,,11/23/2021 9:17am
2256,Blue Plate Cafe,,1101 N. Rampart St.,New Orleans,LA,"(M),(R)",Restaurant,,,,,11/23/2021 9:17am
2255,Backstage,,1109 Decatur,New Orleans,LA,"(M),(R)",Restaurant,,,,,11/23/2021 9:17am
2259,Bunk House,(Open 24 hrs.) (at Dauphine),900 Dumaine,New Orleans,LA,"(M),(R)",Restaurant,,,,,11/23/2021 9:17am
2258,Bourgoyne Guest House,"(H * Apts.) (for info & check in, see 'Washing Well' Laundryteria next door)",839 Bourbon St.,New Orleans,LA,"(*),(H)",Hotel,,,,,11/23/2021 9:17am
2257,Bourbon Pub,(Disco - D upstairs at the 'Parade') (Game room) (Cruisy),801 Bourbon St.,New Orleans,LA,"(YC),(*),(D)","Cruising Areas,Bars/Clubs",,,,,11/23/2021 9:17am
2261,Cafe Lafitte's In Exile,(Cruisy) (Good days),901 Bourbon St.,New Orleans,LA,"(*),(YC)","Cruising Areas,Restaurant",,,,,11/23/2021 9:17am
2262,Camp Baths,(Best to avoid) ,512 Gravier,New Orleans,LA,,Bathhouses,,,,,11/23/2021 9:17am
2263,Canal Baths,(Some OC),740 N. Rampart ,New Orleans,LA,"(*),(H),(OC)","Hotel,Bathhouses",,,,,12/1/2021 4:30am
2264,Carson City ,(C&W),2128 St. Claude Ave.,New Orleans,LA,"(L),(C&W),(D)",Bars/Clubs,,,,,11/23/2021 9:17am
2265,Charlene's ,(Cl. Mon.),940 Elysian Fields,New Orleans,LA,"(L),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
2266,Club Midship,('Hustlers') ,606 Iberville ,New Orleans,LA,(*),Bars/Clubs,,,,,11/23/2021 9:17am
2268,Coffee Pot,(8:30am-10:30pm) (Sun. brunch*),714 St. Peter,New Orleans,LA,"(M),(R),(*)",Restaurant,,,,,11/23/2021 9:17am
2267,Club New Orleans Baths ,(Upstairs) ,515 Toulouse St.,New Orleans,LA,(*),Bathhouses,,,,,11/23/2021 9:17am
2269,Corral ,(Above Lafitte's),901 Bourbon St.,New Orleans,LA,"(W),(PT),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
2270,Country Club,"(Bar & R) (Game room) (Swim pool, lockers & showers) (P - out of town visitors show Address Book) (Summers WE*)",634 Louisa St.,New Orleans,LA,"(R),(D),(P),(WE),(*)","Restaurant,Bars/Clubs",,,,,1/7/2022 8:44am
2272,Diane's ,,700 N. Rampart St.,New Orleans,LA,(L),Bars/Clubs,,,,,11/23/2021 9:17am
2271,Cruzz Inn,,940 St. Louis ,New Orleans,LA,,Hotel,,,,,11/23/2021 9:17am
2273,Dirty Dottie's Cleaners,(Good source for local info.),826 N. Rampart St.,New Orleans,LA,,Business,,,,,11/23/2021 9:17am
2275,Dolpen II Book Store,,823 Royal St.,New Orleans,LA,(*),Book Store,,,,,11/23/2021 9:17am
2276,Eden ,,1201 Decatur St.,New Orleans,LA,"(M),(R)",Restaurant,,,,,11/23/2021 9:17am
2274,Dock ,,727 Bourbon St.,New Orleans,LA,"(M),(R)",Restaurant,,,,,11/23/2021 9:17am
2277,Enraged Chicken ,,1115 St. Mary,New Orleans,LA,"(M),(R)",Restaurant,,,,,11/23/2021 9:17am
2279,Faubourg Marigny Book Store,,600 Frenchman St.,New Orleans,LA,,Book Store,,,,,11/23/2021 9:17am
2278,Fatted Calf,,727 St. Peter St.,New Orleans,LA,"(M),(R)",Restaurant,,,,,11/23/2021 9:17am
2282,Flamingos Cafe & Bar,(Great omelets & quiches),1625 St. Charles St.,New Orleans,LA,(*),Bars/Clubs,,,,,11/23/2021 9:17am
2281,Finale II,('Dull'),642 N. Rampart St.,New Orleans,LA,,Bars/Clubs,,,,,11/23/2021 9:17am
2280,Feelings Cafe ,,2600 Chartres St.,New Orleans,LA,"(M),(R)",Restaurant,,,,,11/23/2021 9:17am
2284,Golden Lantern ,"(Some W, SM, something for everyone - open 24 hrs.) (Good days)",1239 Royal St.,New Orleans,LA,"(W),(SM)",Bars/Clubs,,,,,11/23/2021 9:17am
2285,Golden Star Steak House,,911 Decatur St.,New Orleans,LA,"(M),(R)",Restaurant,,,,,11/23/2021 9:17am
2283,Galley House,(Good afternoons),542 Chartres St.,New Orleans,LA,(*),Bars/Clubs,,,,,11/23/2021 9:17am
2286,Integrity,"(2nd Sun., 6pm)",942 Bourbon St.,New Orleans,LA,,Bars/Clubs,,,,,11/23/2021 9:17am
2287,Kajan Kraftsman H 2,(Leather),536 Franchman,New Orleans,LA,,Bars/Clubs,,,,,11/23/2021 9:17am
2289,Jewel's Tavern,(Cruisy) (Active 'john' & back game room),1207 Decatur St.,New Orleans,LA,(*),"Cruising Areas,Bars/Clubs",,,,,11/23/2021 9:17am
2288,Kevino's Pizza,,1040 Toulouse,New Orleans,LA,"(M),(R)",Restaurant,,,,,11/23/2021 9:17am
2290,Jonathan's ,(Cl. Sun),714 N. Rampart,New Orleans,LA,"(M),(PE),(R)",Restaurant,,,,,11/23/2021 9:17am
2291,Lafitte Guest House,,1003 Bourbon St.,New Orleans,LA,"(H),(*)",Hotel,,,,,11/23/2021 9:17am
2292,Le Bistro ,"(Disco) (B, RT, L, 'Hustlers')",800 Bourbon St.,New Orleans,LA,"(D),(S),(B),(RT),(L)",Bars/Clubs,,,,,11/23/2021 9:17am
2294,Louisiana Purchase ,(Game room) (Fun neighborhood bar*) (Good days) (at St. Ann),740 Dauphine ,New Orleans,LA,(*),Bars/Clubs,,,,,11/23/2021 9:17am
2293,Les Bon Maison,,835 Bourbon St.,New Orleans,LA,(H),Hotel,,,,,11/23/2021 9:17am
2295,Lucille's & Friends ,(Looking up),626 St. Philip St.,New Orleans,LA,,Bars/Clubs,,,,,11/23/2021 9:17am
2296,Mama Rosa,(Pizza R),828 N. Rampart,New Orleans,LA,"(M),(R)",Restaurant,,,,,11/23/2021 9:17am
2297,Marti's ,(at Rampart),1041 Dumaine ,New Orleans,LA,"(M),(R)",Restaurant,,,,,11/23/2021 9:17am
2298,Midtowne Spa,(Baths),700 Baronne St.,New Orleans,LA,,Bathhouses,,,,,11/23/2021 9:17am
2299,Mississippi River Bottom,(C&W) (Patio) (WE*),515 St. Philip St.,New Orleans,LA,"(C&W),(WE),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
2303,Neutral Ground ,,718 N. Rampart ,New Orleans,LA,(L),Bars/Clubs,,,,,11/23/2021 9:17am
2301,Nautilus Health Center,"(6th floor, Maison Blanche Bldg.)",901 Canal St.,New Orleans,LA,,Health Clinic ,,,,,11/26/2021 1:14pm
2300,M.C.C.,,1800 Jefferson Ave.,New Orleans,LA,(MCC),Religious Institution,,,,,12/1/2021 3:59am
2305,Oil Hole,(R & Bar),1204 N. Rampart,New Orleans,LA,(R),"Restaurant,Bars/Clubs",,,,,11/23/2021 9:17am
2304,New Orleans Hotel,,1910 Carondelet ,New Orleans,LA,(H),Hotel,,,,,11/23/2021 9:17am
2306,Palm Court ,(Looks promising) (at St. Ann),800 N. Rampart ,New Orleans,LA,(R),Restaurant,,,,,11/23/2021 9:17am
2307,Refuge,(C&W - bar & dance hall),1041 Royal,New Orleans,LA,"(*),(C&W)",Bars/Clubs,,,,,11/23/2021 9:17am
2308,Round Up,(Hustlers),819 St. Louis,New Orleans,LA,(RT),Bars/Clubs,,,,,11/23/2021 9:17am
2310,That Little Shop on Dumaine,"(Gifts, etc.)",539 Dumaine,New Orleans,LA,,Business,,,,,11/23/2021 9:17am
2309,Sidney's News Stand,(Books),917 Decatur St.,New Orleans,LA,,Book Store,,,,,11/23/2021 9:17am
2311,The Clinc ,,540 Burgundy,New Orleans,LA,(L),Bars/Clubs,,,,,11/23/2021 9:17am
2312,Tigers,"(Some SM, W,) (E Sun. - 'Midnight Madness')",740 Burgundy,New Orleans,LA,"(PT),(SM),(W),(E)",Bars/Clubs,,,,,11/23/2021 9:17am
2313,Tortilla Flats,(Mexican R) (at Decatur),501 Esplanade,New Orleans,LA,(R),Restaurant,,,,,11/23/2021 9:17am
2315,Travis's,(Good days) (S-WE),834 N. Rampart St.,New Orleans,LA,"(S),(WE),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
2316,T.T.'s West,('Wild backroom'),820 N. Rampart St.,New Orleans,LA,"(SM),(W),(PT)",Bars/Clubs,,,,,11/23/2021 9:17am
2318,Vera Cruz,(Mexican R),1141 Decatur,New Orleans,LA,"(M),(R)",Restaurant,,,,,11/23/2021 9:17am
2317,Ursuline Guest House,(Friendly H),708 Ursulines,New Orleans,LA,(H),Hotel,,,,,11/23/2021 9:17am
2319,Verte Marte,"(Sandwiches, etc.) (Deli)",1201 Royal St.,New Orleans,LA,(R),Restaurant,,,,,11/23/2021 9:17am
2321,Wanda's ,('Hustlers'),704 Iberville ,New Orleans,LA,"(*),(RT)",Bars/Clubs,,,,,11/23/2021 9:17am
2320,Vieux Carre Motor Lodge,,920 N. Rampart St.,New Orleans,LA,"(M),(H)",Hotel,,,,,11/23/2021 9:17am
2336,Florentine ,"(M, L, B) (Wed. - Sat. only) ",728 Austin Pl.,Shreveport,LA,"(M),(L),(B)",Bars/Clubs,,,,,11/23/2021 9:17am
2338,Joe Don's,(Disco) (Looks promising),205 Texas Ave.,Shreveport,LA,"(P),(YC),(D),(PT)",Bars/Clubs,,,,,11/23/2021 9:17am
2340,Penthouse Lounge,,1105 Howell,Shreveport,LA,,Bars/Clubs,,,,,11/23/2021 9:17am
2339,Korner,(Bobby's) (Something for everyone),800 Louisiana Ave.,Shreveport,LA,(*),Bars/Clubs,,,,,11/23/2021 9:17am
2341,Snootie Fox,(Some L) (Disco),802 Mason St.,Bossier City,LA,"(*),(YC),(L),(D),(PT)",Bars/Clubs,,,,,11/23/2021 9:17am
2346,East Side,(Disco) (D - WE) (New downstairs macho cruise bar) (4 mi. E. on Hwy. 3),N. Belfast Ave.,Augusta   ,ME,"(YC),(D),(WE),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
2350,Moonlight Reader II,"(Books, etc.)",22 Alfred St.,Biddeford,ME,,Book Store,,,,,11/23/2021 9:17am
2351,Chuckwagon,,Cooks Corners,Brunswick,ME,"(M),(R)",Restaurant,,,,,11/23/2021 9:17am
2354,Sports' Man Athletic Club,(Some L) (Liquor) (Show Address Book for adm.) (nr. Main),18 Canal St.,Lewiston ,ME,"(*),(YC),(D),(L),(P),(PT)",Bars/Clubs,,,,,11/23/2021 9:17am
2353,Paris Book Store,,297 Lisbon St.,Lewiston ,ME,(*),Book Store,,,,,11/23/2021 9:17am
2358,Clipper Ship Guest House,,46 Main St.,Ogunquit,ME,(H),Hotel,,,,,11/23/2021 9:17am
2360,Gov. Wm. F. King Guest House,,89 Shore Rd. ,Ogunquit,ME,"(H),(M)",Hotel,,,,,11/23/2021 9:17am
2359,Edelweiss & Garden Club Lounge,(at Ogunquit Beach Rd.),Main St.,Ogunquit,ME,"(*),(R)",Restaurant,,,,,11/23/2021 9:17am
2361,Seafare Inn ,,24 Shore Rd.,Ogunquit,ME,(H),Hotel,,,,,11/23/2021 9:17am
2362,The Club,(Disco),52 Main St.,Ogunquit,ME,"(R),(YC),(D),(*)","Restaurant,Bars/Clubs",,,,,11/23/2021 9:17am
2367,Yellow Monkey Guest House ,,44 Main St.,Ogunquit,ME,(H),Hotel,,,,,11/23/2021 9:17am
2371,Luna Base One,(Disco) ,Route 2,Orono,ME,"(M),(YC),(D)",Bars/Clubs,,,,,11/23/2021 9:17am
2374,Roland's Tavern ,(Sun. 1pm - midnight) ,413-A Cumberland Ave.,Portland,ME,"(D),(E),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
2373,One Way Pub ,"(Some YC, L) ",10 Union St.,Portland,ME,"(D),(YC),(L),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
2372,Michael's ,(Disco) (AH*) (BYOB),117 Spring St.,Portland,ME,"(D),(BYOB),(AH),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
2376,Wayne Country I,"(Books, etc.) (Peep shows) (Cruisy) ('Wild back room!') ",61 Forest Ave.,Portland,ME,(*),"Bars/Clubs,Cruising Areas,Book Store",,,,,1/7/2022 8:43am
3876,Black Hawk,"(Some L, OC) ",1422 N.E. Broadway ,Portland,OR,"(L),(OC),(PT)",Bars/Clubs,,,,,11/23/2021 9:17am
3877,Bob White Theatre ,,6423 S.E. Foster Rd.,Portland,OR,,Theatre,,,,,11/23/2021 9:17am
3878,Bushes,"(Disco) (Liquor) (Macho) (WE*) (Some W, SM, FFA)",1217 S.W. Stark,Portland,OR,"(R),(PT),(D),(WE),(*),(W),(SM),(FFA)",Restaurant,,,,,11/23/2021 9:17am
3881,Club 927,(Looks promising) (Liquor),927 S.E. Morrison ,Portland,OR,"(L),(D)",Bars/Clubs,,,,,11/23/2021 9:17am
3880,Continental Club Baths of Portland,(Baths for men) (Health club - gym),531 S.W. Park Ave.,Portland,OR,"(*),(P),(YC)","Bathhouses,Gymnasium",,,,,11/26/2021 1:45pm
3883,Darcelle XV Tavern ,"(S-WE) (Some L, 'Drags') (Touristy)",208 N.W. 3rd St.,Portland,OR,"(S),(WE),(L),(M)",Bars/Clubs,,,,,11/23/2021 9:17am
3884,Embers Lounge ,(Liquor) (also C - AH),739 S.W. Park,Portland,OR,"(R),(E),(C),(AH)",Restaurant,,,,,11/23/2021 9:17am
3885,Family Zoo,(Hip),820 S.W. 16th ,Portland,OR,"(*),(H),(W)",Hotel,,,,,11/23/2021 9:17am
3887,Grand Oasis Tavern,(Cruisy) (C-AH) (Open 7am) ,243 S.W. Alder,Portland,OR,"(*),(C),(AH)","Bars/Clubs,Cruising Areas",,,,,11/23/2021 9:17am
3889,Hamburger Mary's,(Hip),840 S.W. Park,Portland,OR,"(*),(M),(R),(C)",Restaurant,,,,,11/23/2021 9:17am
3888,Half Moon Tavern,(Good days*),122 S.W. Yamhill,Portland,OR,"(PT),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
3890,Hot Patata ,,422 S.W. 13th ,Portland,OR,"(M),(R)",Restaurant,,,,,11/23/2021 9:17am
3891,Hardtimes Adult Books,(Best to avoid),926 S.W. 3rd Ave.,Portland,OR,,Book Store,,,,,11/23/2021 9:17am
3893,J & J Tavern,,1719 W. Burnside,Portland,OR,,Bars/Clubs,,,,,11/23/2021 9:17am
3892,Hunt Pub,,1027 S.W. Morrison,Portland,OR,,Bars/Clubs,,,,,11/23/2021 9:17am
3894,JR's Saloon,"(Fun neighborhood bar) (Some W, SM) ",4036 S.E. Hawthorne ,Portland,OR,"(W),(SM),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
3895,Leatherworks,"(Clothes, etc.)",2908 S.E. Belmont,Portland,OR,,Erotic Shop,,,,,11/26/2021 1:38pm
3896,Lion's Pride ,,721 N.W. 21st St.,Portland,OR,"(M),(R)",Restaurant,,,,,11/23/2021 9:17am
3898,Majestic Hotel & Club Baths ,,303 S.W. 12th Ave.,Portland,OR,(*),"Bars/Clubs,Bathhouses,Hotel",,,,,11/30/2021 6:50am
3899,New Metropolis ,(Disco) (Ice cream fountain) (Connecting tavern) (WE*),1 S.W. 3rd Ave.,Portland,OR,"(YC),(D),(AH),(WE),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
3900,Olympic Steam Bath ,(Uptown) (Open 24 hours) (Massages),531 S.W. 12th Ave.,Portland,OR,,Bathhouses,,,,,11/23/2021 9:17am
3901,Olympic Steam Bath ,(Downtown) ,509 S.W. 4th Ave.,Portland,OR,,Bathhouses,,,,,11/23/2021 9:17am
3902,Other Inn,,242 S.W. Alder,Portland,OR,"(OC),(PT)",Hotel,,,,,11/23/2021 9:17am
3903,Other Side of Midnight ,,426 S.W. Hawthorne,Portland,OR,"(L),(D),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
3906,Rhondee ,(Liquor) ,1014 S.W. Stark St.,Portland,OR,"(R),(D),(PT)",Restaurant,,,,,11/23/2021 9:17am
3907,Roxy Hearts ,,1121 S.W. Stark St.,Portland,OR,"(M),(R)",Restaurant,,,,,11/23/2021 9:17am
3909,Sin City Adults Books,,838 S.W. 3rd Ave.,Portland,OR,,Book Store,,,,,11/23/2021 9:17am
3908,Scorpio Adult Books,,209 S.W. Taylor ,Portland,OR,,Book Store,,,,,11/23/2021 9:17am
3910,Somebody's Place Tavern,,319 S.W. 11th Ave.,Portland,OR,(PT),Bars/Clubs,,,,,11/23/2021 9:17am
3912,214 Tavern,"(Some OC, RT) ",214 W. Burnside,Portland,OR,"(OC),(RT),(PT)",Bars/Clubs,,,,,11/23/2021 9:17am
3911,Tom Kat Theatre,,425 S.W. Glisson,Portland,OR,,Theatre,,,,,11/23/2021 9:17am
3913,Victoria's Nephew ,,312 S.W. Stark,Portland,OR,"(M),(R)",Restaurant,,,,,11/23/2021 9:17am
3914,Wilde Oscar's,(Patio) (Occ. S.*),318 S.W. 3rd Ave.,Portland,OR,"(R),(PT),(S),(*)",Restaurant,,,,,11/23/2021 9:17am
3920,M.C.C.,,490 19th St. N.E.,Portland,OR,(MCC),Religious Institution,,,,,12/1/2021 3:59am
3919,Bob's Adult Book Store,,1389 Broadway N.E.,Portland,OR,,Book Store,,,,,11/23/2021 9:17am
3921,Wooden Shoe,"(Disco - WE) (Some L, OC)",1391 Broadway ,Portland,OR,"(D),(WE),(L),(OC)",Bars/Clubs,,,,,11/23/2021 9:17am
3924,Mariner Motel,,429 S. Holladay Dr.,Portland,OR,"(M),(H)",Hotel,,,,,11/23/2021 9:17am
2382,Treasure Chest II Bookstore,,25 College Ave.,Waterville,ME,,Book Store,,,,,11/23/2021 9:17am
2386,Scooter's Newsstand ,,7441 Annapolis Rd.,Annapolis,MD,,Book Store,,,,,11/26/2021 1:32pm
2383,Little Campus ,,63 Maryland,Annapolis,MD,(M),Bars/Clubs,,,,,11/23/2021 9:17am
2389,Club East Baths ,,1105 Cathedral ,Baltimore,MD,"(P),(*)",Bathhouses,,,,,11/23/2021 9:17am
2387,After Dark,(Neighborhood cruise bar) (Disco) (Adjoins Office),3128 Greenmount Ave.,Baltimore,MD,(D),"Bars/Clubs,Cruising Areas",,,,,11/23/2021 9:17am
2388,Brig ,"(Some SM, W, FFA) (Cruisy)",1710 Aliceanna St.,Baltimore,MD,"(SM),(W),(FFA),(*)","Cruising Areas,Bars/Clubs",,,,,11/23/2021 9:17am
2390,Club Mitchell ,(Also C-AH) ,1003 E. Pratt ,Baltimore,MD,"(*),(L),(R),(D),(PT),(C),(AH)","Bars/Clubs,Restaurant",,,,,11/23/2021 9:17am
2392,Drinkery,(Cruisy) (Some OC) (WE*) (at Park),302 W. Read ,Baltimore,MD,"(D),(OC),(WE),(*)","Bars/Clubs,Cruising Areas",,,,,11/29/2021 1:32pm
2391,Dead End Saloon,,935 Fell St.,Baltimore,MD,,Bars/Clubs,,,,,11/23/2021 9:17am
2393,Frankie & Ronnie's,(Fun neighborhood bar*) ,2218 Boston St.,Baltimore,MD,"(*),(D)",Bars/Clubs,,,,,11/23/2021 9:17am
2395,Gallery ,(Shipmates Room in rear),1735 Maryland ,Baltimore,MD,"(*),(SM),(W),(R)",Restaurant,,,,,11/23/2021 9:17am
2396,Gas Lamp ,(Disco) (WE-AH-only) ,917 Cathedral St.,Baltimore,MD,"(D),(WE),(AH),(YC)",Bars/Clubs,,,,,11/23/2021 9:17am
2397,Gay Community Center,837-5445,241 W. Chase St.,Baltimore,MD,,Community Center/Support Group,,,,,11/26/2021 1:12pm
2401,Kramerbooks & Afterwords,(Book store & cafe),518 N. Charles St.,Baltimore,MD,,"Book Store,Restaurant",,,,,11/23/2021 9:17am
2403,Leon's,(Some OC),870 Park Ave.,Baltimore,MD,"(OC),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
2402,Leather Underground ,(Shop & dungeon),208 W. Read St.,Baltimore,MD,,Erotic Shop,,,,,11/26/2021 1:32pm
2404,Lynn's ,(Forget it!),774 Washington,Baltimore,MD,,Bars/Clubs,,,,,11/23/2021 9:17am
2405,Mary's Club ,"(Disco) (Downstairs) (Some YC, B)",1106 Cathedral,Baltimore,MD,"(*),(D),(YC),(B)",Bars/Clubs,,,,,11/23/2021 9:17am
2406,Masquerade,(Disco),2308 Boston St.,Baltimore,MD,"(L),(PT),(S),(D)",Bars/Clubs,,,,,11/23/2021 9:17am
2408,Office Disco,(Many L) (WE*),411 E. 32nd St.,Baltimore,MD,"(D),(WE),(L),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
2407,M.C.C.,,2233 St. Paul St.,Baltimore,MD,(MCC),Religious Institution,,,,,12/1/2021 3:59am
2410,Porthole ,"(Some W, YC) (Neighborhood cruise bar)",511 Gorsuch Ave.,Baltimore,MD,"(W),(YC),(PT)",Bars/Clubs,,,,,11/23/2021 9:17am
2411,Private Affair ,(Disco ) (Some L),1901 Aliceanna,Baltimore,MD,(L),Bars/Clubs,,,,,11/23/2021 9:17am
2412,Senator Bar,(Some OC) (Good Sundays),612 1/2 N. Howard,Baltimore,MD,"(E),(OC)",Bars/Clubs,,,,,11/23/2021 9:17am
2414,Shot Tower Bar ,(Some L),4 N. High St.,Baltimore,MD,(L),Bars/Clubs,,,,,11/23/2021 9:17am
2413,724 Books ,,724 N. Howard,Baltimore,MD,,Bars/Clubs,,,,,11/23/2021 9:17am
2415,Studio ,(Adjoins Gallery),1735 Maryland Ave.,Baltimore,MD,(R),Restaurant,,,,,11/23/2021 9:17am
2416,Tyson Place,(Can enter thru rear of Leon's),227 W. Chase St.,Baltimore,MD,"(M),(R)",Restaurant,,,,,11/23/2021 9:17am
2417,Turkish Baths ,(Some OC),1425 E. Baltimore ,Baltimore,MD,(OC),"Bars/Clubs,Bathhouses",,,,,12/1/2021 4:30am
2418,Universal Leathers,,2220 E. Fairmont ,Baltimore,MD,,Erotic Shop,,,,,11/26/2021 1:32pm
2535,Go West,"(Some W, Levi, OC) (Opens 11am)",228 Park Ave.,Baltimore,MD,"(W),(OC)",Bars/Clubs,,,,,11/23/2021 9:17am
2419,Wyatt's Saloon,,1614 Eastern Ave.,Fells Point,MD,,Bars/Clubs,,,,,11/23/2021 9:17am
2428,The Bistro ,,N. Centre St.,Cumberland,MD,(M),Bars/Clubs,,,,,11/23/2021 9:17am
2431,Bull Annex,(Cl. Sun.) (W - levi),59 S. Potomac ,Hagerstown,MD,"(PT),(W)",Bars/Clubs,,,,,11/23/2021 9:17am
2432,Adult Book Store,,106 Washington Blvd.,Laurel,MD,,Book Store,,,,,11/23/2021 9:17am
2434,Carousel Hotel Bar,,11700 Coastal Hwy.,Ocean City,MD,(M),"Bars/Clubs,Hotel",,,,,11/23/2021 9:17am
2435,Backstage Cafe,,Atop Painters Mill Fair ,Owings Mills,MD,(D),Bars/Clubs,,,,,11/23/2021 9:17am
2436,Towson Books,,516 York Rd.,Towson,MD,,Book Store,,,,,11/23/2021 9:17am
2437,Adult Book Store,,11226 Georgia Ave.,Wheaton,MD,,Book Store,,,,,11/23/2021 9:17am
3155,Club Buffalo Baths ,,44 Alameda ,Amherst,NY,"(P),(*)",Bathhouses,,,,,11/23/2021 9:17am
2441,Art I Cinema,,204 Tremont,Boston,MA,,Theatre,,,,,11/23/2021 9:17am
2442,"Boston, Boston",(Disco) (Sunday nites only - 9pm-2am*) (May be changing name again to Spit) (New Wave),15 Lansdown St.,Boston,MA,"(YC),(D),(*)",Bars/Clubs,,,,,11/23/2021 9:17am
2443,Buddies,(Disco) (Cruise bar - PT),733 Boylston St.,Boston,MA,"(*),(D),(E)","Cruising Areas,Bars/Clubs",,,,,11/23/2021 9:17am
2444,Breakfast Village,,25 N. Anderson,Boston,MA,"(M),(R)",Restaurant,,,,,11/23/2021 9:17am
2445,Cafe Jean Paul,(Disco) (Sun. Brunch),127 Lewis Wharf,Boston,MA,(D),Restaurant,,,,,11/23/2021 9:17am
2446,Chaps,(Disco),25 Huntington Ave.,Boston,MA,"(*),(W),(D)",Bars/Clubs,,,,,11/23/2021 9:17am
2448,Club Boston Baths ,(Some W),4 La Grange,Boston,MA,"(*),(W)",Bathhouses,,,,,11/23/2021 9:17am
2449,Club Regency ,(Baths-Open 24 hrs.),11 Otis St.,Boston,MA,(*),Bathhouses,,,,,11/23/2021 9:17am
