ID2,title,streetaddress,unclear_address,description,city,state,amenityfeatures,type,unclear type or question,notes,Year,Last Modified
1106,"Galleon, The",718 14th St.,,"431-0253 1pm-2am, piano bar",San Francisco,CA,"(E),(OC)",Restaurants & Cafes,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1107,Hot'N Hunky,1942 Market St.,,621-3622 11am-11pm,San Francisco,CA,"(*),(MW)",Restaurants & Cafes,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1108,Hot'N Hunky,4039 18th St.,,621-6365 11am-11pm,San Francisco,CA,"(*),(MW)",Restaurants & Cafes,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1109,It's Tops,1801 Market St.,,"431-6395 diner food, bkfst & lunch daily",San Francisco,CA,(MX),Restaurants & Cafes,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1110,Le Piano Zinc,708 14th St.,,"431-5266 French cuisine, clsd Mon",San Francisco,CA,"(*),(MX),(E)",Restaurants & Cafes,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1111,Little Italy,4109 24th St.,,821-1515 dinner only,San Francisco,CA,"(*),(MX),(BW)",Restaurants & Cafes,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1112,Luisa's,544 Castro St.,,621-8515 Italian cuisine,San Francisco,CA,(MW),Restaurants & Cafes,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1113,M & L Market,691 14th St.,,(May's) 431-7044,San Francisco,CA,(*),Restaurants & Cafes,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1114,Ma-Tante Sumi,4243 18th St.,,552-6663 cont'l,San Francisco,CA,(MW),Restaurants & Cafes,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1115,Patio Cafe,531 Castro St.,,621-4640 outdoor dining,San Francisco,CA,(MW),Restaurants & Cafes,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1116,Pozole,2337 Market St.,,626-2666 Mexican specialties,San Francisco,CA,"(MW),(BW)",Restaurants & Cafes,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1117,Sausage Factory,517 Castro St.,,626-1250 Italian cuisine & pizza,San Francisco,CA,(MW),Restaurants & Cafes,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1118,Sparky's,242 Church St.,,626-8666 24hr diner,San Francisco,CA,(MX),Restaurants & Cafes,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1119,Welcome Home,464 Castro St.,,626-3600,San Francisco,CA,"(MW),(BW)",Restaurants & Cafes,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1120,Without Reservation,460 Castro St.,,861-9510,San Francisco,CA,,Restaurants & Cafes,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1121,Zuni Cafe,1658 Market St.,,"552-2522 upscale cont'l cuisine, full bar, clsd Mon",San Francisco,CA,"(*),(MX)",Restaurants & Cafes,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1122,Market Street Gym,2301 Market St.,,626-4488 day passes available,San Francisco,CA,"(*),(MW)",Gyms/Health Clubs,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1123,Muscle System,2275 Market St.,,"863-4700 gym, day passes available (aka 'muscle sisters')",San Francisco,CA,"(*),(PC)",Gyms/Health Clubs,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1124,A Different Light,489 Castro St.,,"431-0981 10am-11pm, til midnight Fri & Sat",San Francisco,CA,(*),Bookstores/Retail Shops,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1125,Books Etc.,538 Castro St.,,621-8631,San Francisco,CA,,Bookstores/Retail Shops,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1126,Castro Kiosk,548 Castro St.,,431-3323,San Francisco,CA,,Bookstores/Retail Shops,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1127,Does Your Mother Know?,4079 18th St.,,864-3160 cards & gifts,San Francisco,CA,,Bookstores/Retail Shops,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1128,Headlines,557 Castro St.,,626-8061,San Francisco,CA,,Bookstores/Retail Shops,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1129,Image Leather,2199 Market St.,,621-7551,San Francisco,CA,,Bookstores/Retail Shops,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1130,Rolo,2351 Market St. ,,626-7171 designer labels,San Francisco,CA,(*),Bookstores/Retail Shops,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1131,Wild Wild West,2193 Market St.,,"626-1700, 10am-8pm",San Francisco,CA,,Bookstores/Retail Shops,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1132,Castro Country Club,4058 18th St.,,"552-6102 noon-1am, alcohol & drug-free club",San Francisco,CA,,Men's Services,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1133,Club 1808,1808 Market St.,,j/o club,San Francisco,CA,(PC),Men's Services,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1134,Crusin' the Castro,375 Lexington St.,,550-8110 walking tour of the Castro,San Francisco,CA,(IGTA),Travel/Tour Operators,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1135,Navigator Travel Service,2047 Market St.,,864-0401,San Francisco,CA,,Travel/Tour Operators,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1136,"Now, Voyager",4406 18th St.,,626-1169,San Francisco,CA,(IGTA),Travel/Tour Operators,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1137,Orion Travel,563 Castro St.,,864-3233,San Francisco,CA,(IGTA),Travel/Tour Operators,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1138,Passport to Leisure,2265 Market St.,,621-8300,San Francisco,CA,(IGTA),Travel/Tour Operators,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1139,Winship Travel,2321 Market St.,,863-2555,San Francisco,CA,(IGTA),Travel/Tour Operators,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1141,Congregation Sha'ar Zahav,220 Danvers St.,,"861-6932, 8:15pm Fri & 10:30am last Sat",San Francisco,CA,,Religious Organizations,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1142,MCC of San Francisco,150 Eureka St.,,"863-4434, 9am, 11am & 7pm Sun",San Francisco,CA,,Religious Organizations,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1143,Jaguar,4057 18th St.,,"863-4777, 11am-11pm, til midnight Fri & Sat",San Francisco,CA,,Erotica,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1144,Le Salon,4126 18th St.,,552-4213,San Francisco,CA,,Erotica,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1145,Mr. S Leather,4202 18th St.,,252-1512,San Francisco,CA,,Erotica,,"Listed under ""S.F. - Castro Area""",1993,4/25/2023 9:31pm
1148,National Hotel,1139 Market St.,,864-9343 mostly residential,San Francisco,CA,,Accommodations,,"Listed under ""S.F. - South of Market""",1993,4/25/2023 9:31pm
1149,Brain Wash,1122 Folsom St.,,431-9274 laundromat & bar,San Francisco,CA,"(MX),(BW),(F)",Bars,,"Listed under ""S.F. - South of Market""",1993,4/25/2023 9:31pm
1153,Cocktails/The Pit,201 9th St.,,"863-2548 6am-2am, 24hrs on Fri & Sat",San Francisco,CA,"(D),(F),(L),(LV),(AH)",Bars,,"Listed under ""S.F. - South of Market""",1993,4/25/2023 9:31pm
1154,Colossus,1015 Folsom St.,,"431-2697 9:30pm til dawn Sat night only, 2 flrs.",San Francisco,CA,"(*),(D),(S),(AH)",Bars,,"Listed under ""S.F. - South of Market""",1993,4/25/2023 9:31pm
1155,Covered Wagon Saloon,917 Folsom St.,,974-1585 10am-2am,San Francisco,CA,(NH),Bars,,"Listed under ""S.F. - South of Market""",1993,4/25/2023 9:31pm
1156,Endup,401 6th St.,,"495-9550 fabulous Sun mornings w/lots of fun, wild people (a San Francisco tradition & must see), many different theme nights",San Francisco,CA,"(*),(D),(B)",Bars,,"Listed under ""S.F. - South of Market""",1993,4/25/2023 9:31pm
1157,Ginger's Too,43 6th St.,,10am-2am,San Francisco,CA,"(NH),(OC)",Bars,,"Listed under ""S.F. - South of Market""",1993,4/25/2023 9:31pm
1158,Lily's,4 Valencia St.,,"864-7208 11am-2am, imperial drinking palace",San Francisco,CA,"(NH),(S)",Bars,,"Listed under ""S.F. - South of Market""",1993,4/25/2023 9:31pm
1159,Lone Star,1354 Harrison St.,,"863-9999 6am-2am, patio",San Francisco,CA,"(*),(L),(LV),(NH)",Bars,,"Listed under ""S.F. - South of Market""",1993,4/25/2023 9:31pm
1160,My Place,1225 Folsom St.,,"863-2329 noon-2am, 'bear bar'",San Francisco,CA,"(L),(LV)",Bars,,"Listed under ""S.F. - South of Market""",1993,4/25/2023 9:31pm
1162,Rawhide II,280 7th St.,,621-1197 noon-2am,San Francisco,CA,"(*),(MW),(D),(CW)",Bars,,"Listed under ""S.F. - South of Market""",1993,4/25/2023 9:31pm
1163,San Francisco Eagle,398 12th St.,,"626-0880 4pm-2am, from 2pm Sat, from noon-Sun, great beer bust",San Francisco,CA,"(*),(LV),(L)",Bars,,"Listed under ""S.F. - South of Market""",1993,4/25/2023 9:31pm
1164,Stud,399 9th St.,,"863-6623 5pm-2am, theme nights, Wed a must",San Francisco,CA,"(*),(MX),(D),(YC)",Bars,,"Listed under ""S.F. - South of Market""",1993,4/25/2023 9:31pm
1165,Watering Hole Saloon,1145 Folsom St.,,864-0309 6am-2am,San Francisco,CA,"(LV),(L),(F)",Bars,,"Listed under ""S.F. - South of Market""",1993,4/25/2023 9:31pm
1166,Bistro Roti,155 Steuart,,"495-6500 lunch & dinner, full bar",San Francisco,CA,(MX),Restaurants & Cafes,,"Listed under ""S.F. - South of Market""",1993,4/25/2023 9:31pm
1167,Caribbean Zone,55 Natoma St.,,"541-9465 festive decor, cocktails",San Francisco,CA,"(*),(MX)",Restaurants & Cafes,,"Listed under ""S.F. - South of Market""",1993,4/25/2023 9:31pm
1168,Chez Mollet,527 Bryant St.,,"495-4527 11am-11pm, cont'l cuisine, cocktails",San Francisco,CA,(MW),Restaurants & Cafes,,"Listed under ""S.F. - South of Market""",1993,4/25/2023 9:31pm
1169,Half Shell,64 Rausch St.,,"552-7677 seafood, lunch & dinner",San Francisco,CA,(MW),Restaurants & Cafes,,"Listed under ""S.F. - South of Market""",1993,4/25/2023 9:31pm
1170,Hamburger Mary's,1582 Folsom St.,,"626-5767 10am-2am, full bar",San Francisco,CA,"(*),(MW)",Restaurants & Cafes,,"Listed under ""S.F. - South of Market""",1993,4/25/2023 9:31pm
1171,Line-Up,398 7th St.,,"861-2887 Mexican food, cocktails",San Francisco,CA,(MW),Restaurants & Cafes,,"Listed under ""S.F. - South of Market""",1993,4/25/2023 9:31pm
1172,Twenty Tank Brewery,316 11th St.,,255-9455,San Francisco,CA,(MX),Restaurants & Cafes,,"Listed under ""S.F. - South of Market""",1993,4/25/2023 9:31pm
1174,China Basin Travel Center,185 Berry St.,,777-4747,San Francisco,CA,(IGTA),Travel/Tour Operators,,"Listed under ""S.F. - South of Market""",1993,4/25/2023 9:31pm
1175,A Tatse of Leather,315 10th St.,,252-9166,San Francisco,CA,,Erotica,,"Listed under ""S.F. - South of Market""",1993,4/25/2023 9:31pm
1176,City Entertainment,960 Folsom St.,,543-2124,San Francisco,CA,,Erotica,,"Listed under ""S.F. - South of Market""",1993,4/25/2023 9:31pm
1177,Folsom Gulch,947 Folsom,,495-9417,San Francisco,CA,,Erotica,,"Listed under ""S.F. - South of Market""",1993,4/25/2023 9:31pm
1178,Golden Gate Video #4,99 6th St.,,896-9617,San Francisco,CA,,Erotica,,"Listed under ""S.F. - South of Market""",1993,4/25/2023 9:31pm
1179,Mr. S Leather Ltd.,1779 Folsom St.,,863-7764,San Francisco,CA,,Erotica,,"Listed under ""S.F. - South of Market""",1993,4/25/2023 9:31pm
1180,Sandmutopia Supply Co.,"24 Shotwell, 94103",,"252-1195 leather, toys & Drummer mail order catalogs",San Francisco,CA,,Erotica,,"Listed under ""S.F. - South of Market""",1993,4/25/2023 9:31pm
1181,Stormy Leather,1158 Howard St.,,626-6783,San Francisco,CA,,Erotica,,"Listed under ""S.F. - South of Market""",1993,4/25/2023 9:31pm
1185,Alamo Square Inn,719 Scott St.,,922-2055 B&B,San Francisco,CA,(MX),Accommodations,,"Listed under ""S.F. - Haight, Fillmore & West""",1993,4/25/2023 9:31pm
1186,Bock's Bed & Breakfast,1448 Willard St.,,664-6842,San Francisco,CA,(MX),Accommodations,,"Listed under ""S.F. - Haight, Fillmore & West""",1993,4/25/2023 9:31pm
1187,Carl Street Unicorn House,156 Carl St.,,753-5194 B&B,San Francisco,CA,(MX),Accommodations,,"Listed under ""S.F. - Haight, Fillmore & West""",1993,4/25/2023 9:31pm
1188,Casa Loma Hotel,610 Fillmore St.,,552-7100,San Francisco,CA,,Accommodations,,"Listed under ""S.F. - Haight, Fillmore & West""",1993,4/25/2023 9:31pm
1189,"Chateau Tivoli, The",1057 Steiner St.,,776-5462/(800)228-1647 historic San Franciscan B&B,San Francisco,CA,"(*),(MW)",Accommodations,,"Listed under ""S.F. - Haight, Fillmore & West""",1993,4/25/2023 9:31pm
1190,Gough Hayes Hotel,417 Gough St.,,431-9131,San Francisco,CA,(MW),Accommodations,,"Listed under ""S.F. - Haight, Fillmore & West""",1993,4/25/2023 9:31pm
1191,Inn at the Opera,333 Fulton St.,,863-8400/(800)325-2708 B&B,San Francisco,CA,(MX),Accommodations,,"Listed under ""S.F. - Haight, Fillmore & West""",1993,4/25/2023 9:31pm
1192,Lombard Plaza Motel,2026 Lombard St.,,921-2444,San Francisco,CA,(MX),Accommodations,,"Listed under ""S.F. - Haight, Fillmore & West""",1993,4/25/2023 9:31pm
1194,"Box, The",628 Divisadero St.,,(Kennel Club) 931-1914 Th only,San Francisco,CA,"(*),(MW),(D),(B)",Bars,,"Listed under ""S.F. - Haight, Fillmore & West""",1993,4/25/2023 9:31pm
1195,I-Beam,1748 Haight St.,,"668-6006 theme nights, Sun T-dance",San Francisco,CA,"(*),(MX),(D),(E)",Bars,,"Listed under ""S.F. - Haight, Fillmore & West""",1993,4/25/2023 9:31pm
1196,"Lion Pub, The",2062 Divisadero St.,,"567-6565 noon-2am, popular theme nights",San Francisco,CA,"(*),(P)",Bars,,"Listed under ""S.F. - Haight, Fillmore & West""",1993,4/25/2023 9:31pm
1197,Trax,1437 Haight St.,,864-4213 noon-2am,San Francisco,CA,(NH),Bars,,"Listed under ""S.F. - Haight, Fillmore & West""",1993,4/25/2023 9:31pm
1198,Blue Muse,409 Gough St.,,626-7505,San Francisco,CA,(MX),Restaurants & Cafes,,"Listed under ""S.F. - Haight, Fillmore & West""",1993,4/25/2023 9:31pm
1200,Charpe's Grill,131 Gough St.,,"621-6766 dinner nightly, full bar",San Francisco,CA,(MX),Restaurants & Cafes,,"Listed under ""S.F. - Haight, Fillmore & West""",1993,4/25/2023 9:31pm
1202,Ivy's,398 Hayes St.,,626-3930 lunch & dinner,San Francisco,CA,(MX),Restaurants & Cafes,,"Listed under ""S.F. - Haight, Fillmore & West""",1993,4/25/2023 9:31pm
1203,Oppenheimer,2050 Divisadero St.,,"563-0444 dinner nightly, Sun brunch",San Francisco,CA,"(*),(MX)",Restaurants & Cafes,,"Listed under ""S.F. - Haight, Fillmore & West""",1993,4/25/2023 9:31pm
1204,Muscle System,364 Hayes St.,,863-4701,San Francisco,CA,,Gyms/Health Clubs,,"Listed under ""S.F. - Haight, Fillmore & West""",1993,4/25/2023 9:31pm
1205,Mainline Gifts,1928 Fillmore St.,,563-4438,San Francisco,CA,,Bookstores/Retail Shops,,"Listed under ""S.F. - Haight, Fillmore & West""",1993,4/25/2023 9:31pm
1206,Pages Bookstore,1812 Divisadero St.,,567-3581,San Francisco,CA,,Bookstores/Retail Shops,,"Listed under ""S.F. - Haight, Fillmore & West""",1993,4/25/2023 9:31pm
1212,Theatre Rhinoceros,2926 16th St.,,861-5079 lesbian & gay theatre,San Francisco,CA,,Info Lines & Services,,"Listed under ""S.F. - Mission District""",1993,4/25/2023 9:31pm
1213,"Inn San Francisco, The",943 S. Van Ness Ave.,,641-0188,San Francisco,CA,"(*),(MX)",Accommodations,,"Listed under ""S.F. - Mission District""",1993,4/25/2023 9:31pm
1214,El Rio,3158-A Mission St.,,"282-3325 Latino, popular Sun afternoon",San Francisco,CA,"(MX),(E),(NH)",Bars,,"Listed under ""S.F. - Mission District""",1993,4/25/2023 9:31pm
1215,Esta Noche,3079 16th St.,,"861-5757 2pm-2am, Latino, salsa & disco",San Francisco,CA,"(D),(S)",Bars,,"Listed under ""S.F. - Mission District""",1993,4/25/2023 9:31pm
1216,Phone Booth,1398 S. Van Ness Ave.,,648-4683 10am-2am,San Francisco,CA,"(MX),(NH)",Bars,,"Listed under ""S.F. - Mission District""",1993,4/25/2023 9:31pm
1217,Zanzibar,842 Valencia St.,,"695-7887 4pm-2am, eclectic crowd",San Francisco,CA,"(MX),(D)",Bars,,"Listed under ""S.F. - Mission District""",1993,4/25/2023 9:31pm
1218,Cafe Picaro,3120 16th St.,,431-4089 9am-midnight,San Francisco,CA,(MX),Restaurants & Cafes,,"Listed under ""S.F. - Mission District""",1993,4/25/2023 9:31pm
1219,Just for You,1458 18th St.,,647-3033,San Francisco,CA,"(*),(W)",Restaurants & Cafes,,"Listed under ""S.F. - Mission District""",1993,4/25/2023 9:31pm
1220,Klein's Delicatessen,501 Connecticut St.,,821-9149 8am-8pm,San Francisco,CA,"(MX),(BW)",Restaurants & Cafes,,"Listed under ""S.F. - Mission District""",1993,4/25/2023 9:31pm
1221,La India Bonita,3089 16th,,621-9294,San Francisco,CA,,Restaurants & Cafes,,"Listed under ""S.F. - Mission District""",1993,4/25/2023 9:31pm
1222,Le Domino,2742 17th St.,,"626-3095 excellent French cuisine, cocktails",San Francisco,CA,"(*),(MX)",Restaurants & Cafes,,"Listed under ""S.F. - Mission District""",1993,4/25/2023 9:31pm
1223,New Dawn Cafe,3174 16th St.,,553-8888 8am-3pm,San Francisco,CA,(MX),Restaurants & Cafes,,"Listed under ""S.F. - Mission District""",1993,4/25/2023 9:31pm
1224,Pauline's Pizza Pie,260 Valencia St.,,552-2050 dinner Tues-Sat,San Francisco,CA,"(*),(MW),(BW)",Restaurants & Cafes,,"Listed under ""S.F. - Mission District""",1993,4/25/2023 9:31pm
1225,Radio Valencia,1199 Valencia St.,,821-0232,San Francisco,CA,"(*),(MX),(E),(BW)",Restaurants & Cafes,,"Listed under ""S.F. - Mission District""",1993,4/25/2023 9:31pm
1226,We Be Sushi,1071 Valencia St.,,826-0607,San Francisco,CA,"(MX),(BW)",Restaurants & Cafes,,"Listed under ""S.F. - Mission District""",1993,4/25/2023 9:31pm
1227,Good Vibrations,1210 Valencia St.,,550-7399,San Francisco,CA,,Bookstores/Retail Shops,,"Listed under ""S.F. - Mission District""",1993,4/25/2023 9:31pm
1228,Modern Times Bookstore,968 Valencia St.,,282-9246,San Francisco,CA,,Bookstores/Retail Shops,,"Listed under ""S.F. - Mission District""",1993,4/25/2023 9:31pm
1230,Mission News,2086 Mission St.,,"863-7380, 24hrs",San Francisco,CA,,Erotica,,"Listed under ""S.F. - Mission District""",1993,4/25/2023 9:31pm
1232,"Abigail, The",246 McAllister St.,,861-9728/(800)243-6510,San Francisco,CA,"(*),(MX),(F)",Accommodations,,"Listed under ""S.F. - Polk Street Area""",1993,4/25/2023 9:31pm
1233,Leland Hotel,1315 Polk St.,,441-5141,San Francisco,CA,(IGTA),Accommodations,,"Listed under ""S.F. - Polk Street Area""",1993,4/25/2023 9:31pm
1234,"Phoenix Inn, The",601 Eddy St.,,"776-1380 top-notch service, parking available",San Francisco,CA,"(*),(MX),(IGTA),(SW),(F)",Accommodations,,"Listed under ""S.F. - Polk Street Area""",1993,4/25/2023 9:31pm
1235,"Cinch, The",1723 Polk St.,,776-4162 6am-2am,San Francisco,CA,(NH),Bars,,"Listed under ""S.F. - Polk Street Area""",1993,4/25/2023 9:31pm
1236,Gangway,841 Larkin St.,,885-4441 6am-2am,San Francisco,CA,(NH),Bars,,"Listed under ""S.F. - Polk Street Area""",1993,4/25/2023 9:31pm
1237,Giraffe Lounge,1131 Polk St.,,474-1702 11am-2am,San Francisco,CA,"(*),(V)",Bars,,"Listed under ""S.F. - Polk Street Area""",1993,4/25/2023 9:31pm
1238,Kimo's,1351 Polk St.,,885-4535 9am-2am,San Francisco,CA,"(NH),(S),(OC)",Bars,,"Listed under ""S.F. - Polk Street Area""",1993,4/25/2023 9:31pm
1239,Mother Lode,1002 Post St.,,928-6006 6am-2am,San Francisco,CA,"(NH),(S)",Bars,,"Listed under ""S.F. - Polk Street Area""",1993,4/25/2023 9:31pm
1240,N'Touch,1548 Polk St.,,441-8413 3pm-2am,San Francisco,CA,"(D),(NH),(S)",Bars,,"Listed under ""S.F. - Polk Street Area""",1993,4/25/2023 9:31pm
1241,Old Rick's Gold Room,939 Geary St.,,441-9211 10am-2am,San Francisco,CA,(NH),Bars,,"Listed under ""S.F. - Polk Street Area""",1993,4/25/2023 9:31pm
1242,Polk Gulch Saloon,1100 Polk St.,,771-2022 6am-2am,San Francisco,CA,"(NH),(OC)",Bars,,"Listed under ""S.F. - Polk Street Area""",1993,4/25/2023 9:31pm
1243,Polk Rendezvous Bar,1303 Polk St.,,673-7934 11am-2am,San Francisco,CA,"(NH),(OC)",Bars,,"Listed under ""S.F. - Polk Street Area""",1993,4/25/2023 9:31pm
1244,Q.T.,1312 Polk St.,,885-1114 noon-2am,San Francisco,CA,"(NH),(H)",Bars,,"Listed under ""S.F. - Polk Street Area""",1993,4/25/2023 9:31pm
1245,Reflections,1160 Polk St.,,771-6262 6am-2am,San Francisco,CA,(NH),Bars,,"Listed under ""S.F. - Polk Street Area""",1993,4/25/2023 9:31pm
1246,"Sanctuary, The",1548 California,,673-9779,San Francisco,CA,,Bars,,"Listed under ""S.F. - Polk Street Area""",1993,4/25/2023 9:31pm
1247,"Swallow, The",1750 Polk St.,,775-4152 10am-2am,San Francisco,CA,"(NH),(OC)",Bars,,"Listed under ""S.F. - Polk Street Area""",1993,4/25/2023 9:31pm
1248,Wooden Horse,622 Polk St.,,441-9278 6am-2am,San Francisco,CA,"(NH),(OC)",Bars,,"Listed under ""S.F. - Polk Street Area""",1993,4/25/2023 9:31pm
1249,Yacht Club,2155 Polk St.,,441-8381 10am-2am,San Francisco,CA,"(NH),(OC)",Bars,,"Listed under ""S.F. - Polk Street Area""",1993,4/25/2023 9:31pm
1250,Grubstake II,1525 Pine St.,,673-8268 10am-4am,San Francisco,CA,"(MW),(BW),(AH)",Bars,,"Listed under ""S.F. - Polk Street Area""",1993,4/25/2023 9:31pm
1251,Hot 'N Hunky,1305 Polk St.,,"931-1004, 11am-midnight",San Francisco,CA,,Bars,,"Listed under ""S.F. - Polk Street Area""",1993,4/25/2023 9:31pm
1252,Stars Cafe,555 Golden Gate Ave.,,861-4344,San Francisco,CA,"(*),(MX),(BW)",Bars,,"Listed under ""S.F. - Polk Street Area""",1993,4/25/2023 9:31pm
1253,Headlines,1217 Polk St.,,776-4466,San Francisco,CA,,Bookstores/Retail Shops,,"Listed under ""S.F. - Polk Street Area""",1993,4/25/2023 9:31pm
1254,Paperback Traffic,1501 Polk St.,,771-8848,San Francisco,CA,,Bookstores/Retail Shops,,"Listed under ""S.F. - Polk Street Area""",1993,4/25/2023 9:31pm
1255,Beyond the Bay,726 Polk St.,,441-3440/(800)542-1991,San Francisco,CA,(IGTA),Travel/Tour Operators,,"Listed under ""S.F. - Polk Street Area""",1993,4/25/2023 9:31pm
1256,Jackson Travel,1829 Polk St.,,928-2500,San Francisco,CA,(IGTA),Travel/Tour Operators,,"Listed under ""S.F. - Polk Street Area""",1993,4/25/2023 9:31pm
1257,MCC Golden Gate,1600 Clay St.,,"567-9080, 12:45 Sun",San Francisco,CA,,Religious Organizations,,"Listed under ""S.F. - Polk Street Area""",1993,4/25/2023 9:31pm
1258,Century Theater,816 Larkin St.,,776-3045,San Francisco,CA,,Erotica,,"Listed under ""S.F. - Polk Street Area""",1993,4/25/2023 9:31pm
1259,Frenchy's,1020 Geary St.,,776-5940,San Francisco,CA,,Erotica,,"Listed under ""S.F. - Polk Street Area""",1993,4/25/2023 9:31pm
1260,Front Lyne Video,1259 Polk St.,,931-9999,San Francisco,CA,,Erotica,,"Listed under ""S.F. - Polk Street Area""",1993,4/25/2023 9:31pm
1261,Le Salon Book Store,1118 Polk St.,,673-4492,San Francisco,CA,,Erotica,,"Listed under ""S.F. - Polk Street Area""",1993,4/25/2023 9:31pm
1266,Amsterdam Hotel,749 Taylor St.,,673-3277,San Francisco,CA,(MX),Accommodations,,"Listed under ""S.F. - Downtown""",1993,4/25/2023 9:31pm
1267,Atherton Hotel,685 Ellis St.,,474-5720 bar on premises,San Francisco,CA,"(MX),(F)",Accommodations,,"Listed under ""S.F. - Downtown""",1993,4/25/2023 9:31pm
1268,Essex Hotel,684 Ellis St.,,474-4664/(800)453-7739,San Francisco,CA,(MX),Accommodations,,"Listed under ""S.F. - Downtown""",1993,4/25/2023 9:31pm
1269,United Nations Plaza Hotel,45 McAllister St.,,626-5200 (800)553-1900,San Francisco,CA,,Accommodations,,"Listed under ""S.F. - Downtown""",1993,4/25/2023 9:31pm
1270,Alvin's,688 Geary St.,,673-5994 10am-2am,San Francisco,CA,(NH),Bars,,"Listed under ""S.F. - Downtown""",1993,4/25/2023 9:31pm
1271,Aunt Charlie's Lounge,133 Turk St.,,441-2922 6am-2am,San Francisco,CA,"(MX),(NH)",Bars,,"Listed under ""S.F. - Downtown""",1993,4/25/2023 9:31pm
1272,Black Rose,335 Jones St.,,"441-3585 10am-2am, TV/TS",San Francisco,CA,(S),Bars,,"Listed under ""S.F. - Downtown""",1993,4/25/2023 9:31pm
1273,Company,1319 California St.,,928-0677 4pm-2am,San Francisco,CA,"(MX),(NH)",Bars,,"Listed under ""S.F. - Downtown""",1993,4/25/2023 9:31pm
1274,"Gate, The",1093 Pine St.,,885-9871 3pm-2am,San Francisco,CA,"(NH),(F)",Bars,,"Listed under ""S.F. - Downtown""",1993,4/25/2023 9:31pm
1275,Gilmore's Pub,1068 Hyde St.,,441-9494 10am-2am,San Francisco,CA,"(MW),(NH)",Bars,,"Listed under ""S.F. - Downtown""",1993,4/25/2023 9:31pm
1276,Kokpit,301 Turk St.,,775-3260 6am-2am,San Francisco,CA,(NH),Bars,,"Listed under ""S.F. - Downtown""",1993,4/25/2023 9:31pm
1277,Peter Pan Lounge,45 Turks St.,,928-6991 6am-2am,San Francisco,CA,(NH),Bars,,"Listed under ""S.F. - Downtown""",1993,4/25/2023 9:31pm
1278,Ram's Head,162 Turk St.,,775-6960 6am-2am,San Francisco,CA,(NH),Bars,,"Listed under ""S.F. - Downtown""",1993,4/25/2023 9:31pm
1279,Square,405 Mason St.,,"776-8699 Chinese cuisine, piano bar",San Francisco,CA,"(MX),(F),(E)",Bars,,"Listed under ""S.F. - Downtown""",1993,4/25/2023 9:31pm
1280,Sutter's Mill,10 Mark Ln.,,"(off Bush St.) 788-8377 10am-10pm, lunch weekdays, popular cocktail hr",San Francisco,CA,"(*),(F),(P)",Bars,,"Listed under ""S.F. - Downtown""",1993,4/25/2023 9:31pm
