"ID","title","streetaddress","unclear_address","description","city","state","amenityfeatures","type","uncleartype","notes","Year","Last.Modified","full.address","lon","lat","geoAddress","status"
742,"Wild Goose","67-938 Hwy. 111, Cathedral City",NA,"328-5775 from 5:30pm, cocktails, cont'l/ wild game","Palm Springs","CA","(E)","Restaurants & Cafes","","",1995,"4/25/2023 9:22pm","67-938 Hwy. 111, Cathedral City ,  Palm Springs ,  CA",-116.4800921,33.7882527,"67 ca-111, cathedral city, ca 92234, usa","Geocoded"
4062,"Bar, The","68 2nd Ave.",NA,"674-9714 2pm-4am","New York City","NY","(NH),(WC)","Bars","","Listed under ""N.Y.C. - Greenwich Village/Chelsea.""",1995,"4/25/2023 9:23pm","68 2nd Ave. ,  New York City ,  NY",-73.9893836,40.7259843,"68 2nd ave, new york, ny 10003, usa","Geocoded"
3181,"Carl's Guest House","68 Bradford St.",NA,"487-1650/ (800)348-CARL (2275)","Provincetown","MA","(*),MO,(N)","Accommodations","","",1995,"4/25/2023 9:22pm","68 Bradford St. ,  Provincetown ,  MA",-70.1908247,42.0493148,"historic district, 68 bradford st, provincetown, ma 02657, usa","Geocoded"
3155,"Bela","68 Masonic St.",NA,"586-8011, clsd Sun-Mon, vegetarian","Northampton","MA","","Restaurants & Cafes","","",1995,"4/25/2023 9:22pm","68 Masonic St. ,  Northampton ,  MA",-72.6332611,42.3189685,"68 masonic st, northampton, ma 01060, usa","Geocoded"
752,"World Wide Book Store","68-300 Ramon Rd.",NA,"321-1313","Palm Springs","CA","","Erotica","","",1995,"4/25/2023 9:22pm","68-300 Ramon Rd. ,  Palm Springs ,  CA",-116.469686,33.8163684,"68300 e ramon rd, cathedral city, ca 92234, usa","Geocoded"
723,"Choices","68-352 Perez Rd.",NA,"321-1145 4pm-2am, from noon wknds, patio","Palm Springs","CA","(MW),D,(E),(WC)","Bars","","",1995,"4/25/2023 9:22pm","68-352 Perez Rd. ,  Palm Springs ,  CA",-116.4693172,33.7854705,"68352 perez rd, cathedral city, ca 92234, usa","Geocoded"
751,"Perez Books","68-366 Perez Rd., Cathedral City",NA,"321-5597, 34hrs, arcade","Palm Springs","CA","","Erotica","","",1995,"4/25/2023 9:22pm","68-366 Perez Rd., Cathedral City ,  Palm Springs ,  CA",-116.4690406,33.7852097,"68366 perez rd, cathedral city, ca 92234, usa","Geocoded"
750,"Hidden Joy Book Shop","68-424 Commercial, Cathedral City",NA,"328-1694, 24hrs","Palm Springs","CA","","Erotica","","",1995,"4/25/2023 9:22pm","68-424 Commercial, Cathedral City ,  Palm Springs ,  CA",-116.4668036,33.7805388,"cathedral city, ca, usa","Geocoded"
749,"Club Palm Springs","68-449 Perez Rd. #1, Cathedral City",NA,"324-8588 24hrs, gym, sauna, jacuzzi, deck","Palm Springs","CA","(*),(V),(PC)","Men's Clubs","","",1995,"4/25/2023 9:22pm","68-449 Perez Rd. #1, Cathedral City ,  Palm Springs ,  CA",-116.4678661,33.7843968,"68449 perez rd # 1, cathedral city, ca 92234, usa","Geocoded"
722,"C.C. Construction Co.","68-449 Perez Rd., Cathedral City",NA,"324-4241 4pm-2am, til 3am Fri-Sat, Sun CW; also leather bar inside","Palm Springs","CA","(*),D,(L),(WC)","Bars","","",1995,"4/25/2023 9:22pm","68-449 Perez Rd., Cathedral City ,  Palm Springs ,  CA",-116.4678497,33.7841988,"68449 perez rd, cathedral city, ca 92234, usa","Geocoded"
727,"Richard's","68-599 E. Palm Canyon Dr.",NA,"321-2841 10am-2am lunch & dinner","Palm Springs","CA","(F),(E),(WC)","Bars","","",1995,"4/25/2023 9:22pm","68-599 E. Palm Canyon Dr. ,  Palm Springs ,  CA",-116.4651684,33.779773,"68599 e palm canyon dr, cathedral city, ca 92234, usa","Geocoded"
728,"Shades","68-657 Hwy. 111, Cathedral City",NA,"328-9871 3pm-2am","Palm Springs","CA","(*),D,(V)","Bars","","",1995,"4/25/2023 9:22pm","68-657 Hwy. 111, Cathedral City ,  Palm Springs ,  CA",-116.469668,33.7810433,"68 ca-111, cathedral city, ca 92234, usa","Geocoded"
739,"Red Tomato","68-784 Grove St. Hwy. 111, Cathedral City",NA,"328-7518 pizza & pasta","Palm Springs","CA","(BW),(WC)","Restaurants & Cafes","","",1995,"4/25/2023 9:22pm","68-784 Grove St. Hwy. 111, Cathedral City ,  Palm Springs ,  CA",-116.4618786,33.7794681,"68784 grove st #111, cathedral city, ca 92234, usa","Geocoded"
741,"Shame on the Moon","68-805 Hwy. 111, Cathedral City",NA,"324-5515, 6pm-10:30pm, clsd Mon (seasonal), cont'l","Palm Springs","CA","","Restaurants & Cafes","","",1995,"4/25/2023 9:22pm","68-805 Hwy. 111, Cathedral City ,  Palm Springs ,  CA",-116.469668,33.7810433,"68 ca-111, cathedral city, ca 92234, usa","Geocoded"
737,"Paoli's Pizzeria & Pasta House","68-977 Hwy. 111, Cathedral City",NA,"324-3737 4pm-10pm, from noon wknds, clsd Mon","Palm Springs","CA","(*),(WC)","Restaurants & Cafes","","",1995,"4/25/2023 9:22pm","68-977 Hwy. 111, Cathedral City ,  Palm Springs ,  CA",-116.469668,33.7810433,"68 ca-111, cathedral city, ca 92234, usa","Geocoded"
724,"Daddy Warbucks","68-981 Hwy. 111, Cathedral City",NA,"324-1022 2pm-2am, clsd Mon-Tues, theme nights","Palm Springs","CA","(*),D,(E),(S)","Bars","","",1995,"4/25/2023 9:22pm","68-981 Hwy. 111, Cathedral City ,  Palm Springs ,  CA",-116.469668,33.7810433,"68 ca-111, cathedral city, ca 92234, usa","Geocoded"
3071,"Bobby's","69 Canal St.",NA,"248-9520 noon-2am","Boston","MA","(MW),D,(S)","Bars","","",1995,"4/25/2023 9:22pm","69 Canal St. ,  Boston ,  MA",-71.0593743,42.3641102,"69 canal st, boston, ma 02114, usa","Geocoded"
3079,"Luxor","69 Church",NA,"423-6969 4pm-1am","Boston","MA","(*),(F),(V)","Bars","","",1995,"4/25/2023 9:22pm","69 Church ,  Boston ,  MA",NA,NA,"NA","Geocoded"
3080,"Jox","69 Church",NA,"sports bar downstairs and Mario's restaurant","Boston","MA","","Bars","","",1995,"4/25/2023 9:22pm","69 Church ,  Boston ,  MA",NA,NA,"NA","Geocoded"
5085,"Union Street Station","69 Union St.",NA,"331-2291 noon-1am","Providence","RI","(MW),D,(S)","Bars","","",1995,"4/25/2023 9:23pm","69 Union St. ,  Providence ,  RI",-71.414383,41.8237949,"69 union st, providence, ri 02903, usa","Geocoded"
4193,"Club Reflexions","69-45 51st Ave. Woodside",NA,"429-8834 8pm-4am","New York City","NY","D,(S)","Bars","","Listed under ""N.Y.C. - Queens.""",1995,"4/25/2023 9:23pm","69-45 51st Ave. Woodside ,  New York City ,  NY",-73.8946053,40.7356884,"69-45 51st ave, queens, ny 11377, usa","Geocoded"
4435,"Interbelt","70 N. Howard St.",NA,"253-5700 9pm-2:30am","Akron","OH","D,(S),(V),(WC)","Bars","","",1995,"4/25/2023 9:23pm","70 N. Howard St. ,  Akron ,  OH",-81.5173383,41.0874173,"70 n howard st, akron, oh 44308, usa","Geocoded"
1420,"Delafield's Coffeehouse","70 S. Broadway",NA,"744-6774 desserts, games & cards","Denver","CO","(*),(MW),(NH)","Restaurants & Cafes","","",1995,"4/25/2023 9:22pm","70 S. Broadway ,  Denver ,  CO",-104.987238,39.7152301,"70 s broadway, denver, co 80209, usa","Geocoded"
2936,"Admiral's Inn","70 S. Main St.",NA,"646-7093","Ogunquit","ME","(GF),(SW)","Accommodations","","",1995,"4/25/2023 9:22pm","70 S. Main St. ,  Ogunquit ,  ME",-70.6021314,43.2425376,"70 main st, ogunquit, me 03907, usa","Geocoded"
5084,"Tramps Show Lounge","70 Snow St.",NA,"421-8688 4pm-1am, til 2am Fri-Sat","Providence","RI","(S)","Bars","","",1995,"4/25/2023 9:23pm","70 Snow St. ,  Providence ,  RI",-71.4142659,41.8216722,"70 snow st, providence, ri 02903, usa","Geocoded"
4006,"Martini's","70 South St.",NA,"798-9809 4pm-4am","Glens Falls","NY","(GF),D,(MRC-AF)","Bars","","",1995,"4/25/2023 9:23pm","70 South St. ,  Glens Falls ,  NY",-73.6472973,43.3088062,"70 south st, glens falls, ny 12801, usa","Geocoded"
745,"Rancho Mirage Travel","71-428 Hwy. 111",NA,"341-7888/ (800)369-1073","Palm Springs","CA","(IGTA)","Travel/Tour Operators","","",1995,"4/25/2023 9:22pm","71-428 Hwy. 111 ,  Palm Springs ,  CA",-116.4169181,33.7460383,"71428 ca-111, rancho mirage, ca 92270, usa","Geocoded"
3917,"Paul's","72 Marcy St.",NA,"982-8738 modern & int'l, some veggie","Santa Fe","NM","(WC)","Restaurants & Cafes","","",1995,"4/25/2023 9:23pm","72 Marcy St. ,  Santa Fe ,  NM",-105.9378639,35.6892112,"72 w marcy st, santa fe, nm 87501, usa","Geocoded"
721,"Backstreet Pub","72-695 Hwy. 111 #A-7, Palm Desert",NA,"341-7966 3pm-2am","Palm Springs","CA","(MW),(WC)","Bars","","",1995,"4/25/2023 9:22pm","72-695 Hwy. 111 #A-7, Palm Desert ,  Palm Springs ,  CA",-116.3965305,33.7202535,"72695 ca-111 a 7, palm desert, ca 92260, usa","Geocoded"
4557,"Grapevine Cafe","73 E. Gay St.",NA,"221-8463 5pm-1am, clsd Mon","Columbus","OH","(MW),(E),(WC)","Restaurants & Cafes","","",1995,"4/25/2023 9:23pm","73 E. Gay St. ,  Columbus ,  OH",-82.9987232,39.9636347,"73 e gay st, columbus, oh 43215, usa","Geocoded"
4197,"Magic Touch","73-13 37th Rd., Jackson Hts.",NA,"429-8605 3pm-4am","New York City","NY","(*),(MRC),(S)","Bars","","Listed under ""N.Y.C. - Queens.""",1995,"4/25/2023 9:23pm","73-13 37th Rd., Jackson Hts. ,  New York City ,  NY",-73.8919556,40.7473239,"73-13 37th rd, queens, ny 11372, usa","Geocoded"
1525,"Info Line for Southeastern Connecticut","74 W. Main St.",NA,"886-0516, 8am-9pm Mon-Fri, info, referrals & crisis counseling","Norwich","CT","","Info Lines & Services","","",1995,"4/25/2023 9:22pm","74 W. Main St. ,  Norwich ,  CT",-72.0814021,41.5238861,"74 w main st, norwich, ct 06360, usa","Geocoded"
3130,"Walker House B&B","74 Walker St.",NA,"637-1271","Lenox","MA","(GF),(WC)","Accommodations","","",1995,"4/25/2023 9:22pm","74 Walker St. ,  Lenox ,  MA",-73.2815483,42.3548798,"74 walker st, lenox, ma 01240, usa","Geocoded"
3941,"Roxie's Cafe","75 Central Ave.",NA,"465-6127, 7am-9pm, 24hrs wknd","Albany","NY","","Restaurants & Cafes","","",1995,"4/25/2023 9:23pm","75 Central Ave. ,  Albany ,  NY",NA,NA,"NA","Geocoded"
5097,"Video Expo","75 Empire St.",NA,"274-4477","Providence","RI","","Erotica","","",1995,"4/25/2023 9:23pm","75 Empire St. ,  Providence ,  RI",-71.4154442,41.821332,"75 empire st, providence, ri 02903, usa","Geocoded"
4255,"City Gril","75 Marshall St.",NA,"423-2233 lunch & dinner, Sun brunch, upscale American","Rochester","NY","","Restaurants & Cafes","","",1995,"4/25/2023 9:23pm","75 Marshall St. ,  Rochester ,  NY",-77.601005,43.1501681,"75 marshall st, rochester, ny 14607, usa","Geocoded"
195,"Celebrity Club","75 Prospect",NA,"(Crescent Hotel) 253-9766 4pm-2am, clsd Sun-Mon","Eureka Springs","AR","(GF),(E)","Bars","","",1995,"4/25/2023 9:22pm","75 Prospect ,  Eureka Springs ,  AR",-93.7372807,36.4083732,"75 prospect ave, eureka springs, ar 72632, usa","Geocoded"
1918,"Switchboard of Miami","75 SW 8th St.",NA,"358-4357, 24hrs, gay friendly; general info, referrals & crisis counseling for Dade County","Miami","FL","","Info Lines & Services","","",1995,"4/25/2023 9:22pm","75 SW 8th St. ,  Miami ,  FL",-80.194782,25.766648,"75 sw 8th st, miami, fl 33130, usa","Geocoded"
2232,"Escoscapes","75-5626 Kuakini Hwy. Ste. 1",NA,"329-7116/ (800)949-3483","Kailua-Kona, Hawaii","HI","(IGTA)","Travel/Tour Operators","","",1995,"4/25/2023 9:22pm","75-5626 Kuakini Hwy. Ste. 1 ,  Kailua-Kona, Hawaii ,  HI",-155.9972863,19.6421152,"75-5626 kuakini hwy # 1, kailua-kona, hi 96740, usa","Geocoded"
3937,"Waterworks Pub","76 Central Ave.",NA,"465-9079 noon-4am","Albany","NY","(*),D,(L),(E),(YC)","Bars","","",1995,"4/25/2023 9:23pm","76 Central Ave. ,  Albany ,  NY",NA,NA,"NA","Geocoded"
4063,"Boots & Saddle","76 Christopher St.",NA,"929-9684 8am-4am, noon-4pm Sun","New York City","NY","(NH),(L)","Bars","","Listed under ""N.Y.C. - Greenwich Village/Chelsea.""",1995,"4/25/2023 9:23pm","76 Christopher St. ,  New York City ,  NY",-74.0034034,40.7334603,"76 christopher st, new york, ny 10014, usa","Geocoded"
3353,"Carousel II","76 S. Division St.",NA,"(unverified '94)","Grand Rapids","MI","D,(S),(V)","Bars","","",1995,"4/25/2023 9:22pm","76 S. Division St. ,  Grand Rapids ,  MI",-85.6675456,42.9610288,"76 division st, grand rapids, mi 49503, usa","Geocoded"
3840,"Feather's Disco","77 Kinderkamack Rd.",NA,"342-6410 9pm-2am, til 3am Sat, theme nights","River Ridge","NJ","(*),D,(K),(S),(V),(YC),(WC)","Bars","","",1995,"4/25/2023 9:22pm","77 Kinderkamack Rd. ,  River Ridge ,  NJ",-74.0352679,41.0215317,"77 kinderkamack rd, woodcliff lake, nj 07677, usa","Geocoded"
4432,"Adams Street Bar","77 N. Adams St.",NA,"434-9794 4:30pm-2:30am, from 8pm Sat, from midnight Sun","Akron","OH","(*),D","Bars","","",1995,"4/25/2023 9:23pm","77 N. Adams St. ,  Akron ,  OH",-81.4980483,41.0799446,"77 n adams st, akron, oh 44304, usa","Geocoded"
4433,"Barracks","77 N. Adams St.",NA,"leather bat 10pm Fri-Sat","Akron","OH","","Bars","","",1995,"4/25/2023 9:23pm","77 N. Adams St. ,  Akron ,  OH",-81.4980483,41.0799446,"77 n adams st, akron, oh 44304, usa","Geocoded"
4196,"Love Boat","77-02 Broadway, Elmhurst",NA,"429-8670","New York City","NY","(MRC-L),(S)","Bars","","Listed under ""N.Y.C. - Queens.""",1995,"4/25/2023 9:23pm","77-02 Broadway, Elmhurst ,  New York City ,  NY",-73.8881686,40.7451386,"7702 broadway, queens, ny 11373, usa","Geocoded"
4194,"Friends Tavern","78-11 Roosevelt Ave., Jackson Hts.",NA,"397-7256 4pm-4am","New York City","NY","(NH),(MRC-L)","Bars","","Listed under ""N.Y.C. - Queens.""",1995,"4/25/2023 9:23pm","78-11 Roosevelt Ave., Jackson Hts. ,  New York City ,  NY",-73.8871603,40.7474855,"78-11 roosevelt ave, queens, ny 11372, usa","Geocoded"
740,"Robi","78-085 Avenida La Fonda, La Quinta",NA,"564-0544 dinner only, clsd Mon (seasonal), cont'l","Palm Springs","CA","(E),(BW),(WC)","Restaurants & Cafes","","",1995,"4/25/2023 9:22pm","78-085 Avenida La Fonda, La Quinta ,  Palm Springs ,  CA",-116.3020185,33.676496,"78085 avenida la fonda, la quinta, ca 92253, usa","Geocoded"
3078,"Jacques'","79 Broadway",NA,"426-8902 11am-midnight, drag bar","Boston","MA","(S)","Bars","","",1995,"4/25/2023 9:22pm","79 Broadway ,  Boston ,  MA",-71.0553881,42.3414796,"79 w broadway, boston, ma 02127, usa","Geocoded"
2274,"Cafe Kup A Kuppa","79 Church St.",NA,"244-0500 7am-4pm, til 3pm wknds","Wailuku, Maui","HI","(GF),(WC)","Restaurants & Cafes","","",1995,"4/25/2023 9:22pm","79 Church St. ,  Wailuku, Maui ,  HI",NA,NA,"NA","Geocoded"
5606,"Alfredo's","79 Mechanics Lane",NA,"864-0854 Italian","Burlington","VT","(WC)","Restaurants & Cafes","","",1995,"4/25/2023 9:23pm","79 Mechanics Lane ,  Burlington ,  VT",-73.2117474,44.4765268,"79 thorsen way, burlington, vt 05401, usa","Geocoded"
3216,"Sea Drift Inn","80 Bradford St.",NA,"487-3686","Provincetown","MA","MO","Accommodations","","",1995,"4/25/2023 9:22pm","80 Bradford St. ,  Provincetown ,  MA",-70.190069,42.0501932,"80 bradford st, provincetown, ma 02657, usa","Geocoded"
4088,"Monster, The","80 Grove St.",NA,"924-3557 4pm-4am, from 2pm wknds, disco & piano bar","New York City","NY","(*),D,(E),(WC)","Bars","","Listed under ""N.Y.C. - Greenwich Village/Chelsea.""",1995,"4/25/2023 9:23pm","80 Grove St. ,  New York City ,  NY",-74.0023353,40.7333573,"80 grove st, new york, ny 10014, usa","Geocoded"
5031,"Adult World","80 S. West End Blvd.",NA,"(Rte. 309) 538-1522","Quakerstown","PA","","Erotica","","",1995,"4/28/2023 10:31am","80 S. West End Blvd. ,  Quakerstown ,  PA",-75.3572273,40.4412202,"80 s west end blvd, quakertown, pa 18951, usa","Geocoded"
1529,"Club Mirage","80 Townline Rd.",NA,"(Townline Plaza) 257-0233 18+ Th & Sat","Rocky Hill","CT","(GF)","Bars","","",1995,"4/28/2023 10:22am","80 Townline Rd. ,  Rocky Hill ,  CT",-72.6567162,41.6819591,"80 town line rd, rocky hill, ct 06067, usa","Geocoded"
2910,"P.J.'s","80 Water St.",NA,"623-4041 7pm-1am Tues-Sat","Augusta","ME","(*),(MW),D","Bars","","",1995,"4/25/2023 9:22pm","80 Water St. ,  Augusta ,  ME",-69.7735956,44.3191249,"80 water st, augusta, me 04330, usa","Geocoded"
5609,"Chassman & Bem Booksellers","81 Church St. Market Place",NA,"862-4332, 9am-9pm, til 5pm Sun","Burlington","VT","","Bookstores/Retail Shops","","",1995,"4/25/2023 9:23pm","81 Church St. Market Place ,  Burlington ,  VT",-73.212842,44.478066,"81 church st, burlington, vt 05401, usa","Geocoded"
3475,"Fantasy House","81 S. 10th St.",NA,"333-6313","Minneapolis","MN","","Erotica","","",1995,"8/7/2023 3:03pm","81 S. 10th St. ,  Minneapolis ,  MN",-93.2773503,44.975007,"81 s 10th st, minneapolis, mn 55403, usa","Geocoded"
4190,"Bachelor's","81-12 Roosevelt",NA,"(take train 7) 458-3131 noon-4am","New York City","NY","(NH),(OC)","Bars","","Listed under ""N.Y.C. - Queens.""",1995,"4/25/2023 9:23pm","81-12 Roosevelt ,  New York City ,  NY",-73.8843259,40.7474085,"81-12 roosevelt ave, flushing, ny 11372, usa","Geocoded"
4566,"Just Travel, Inc.","82 S. High St., Dublin",NA,"791-9500/ (800)622-8660 ask for Paul","Columbus","OH","(IGTA)","Travel/Tour Operators","","",1995,"4/25/2023 9:23pm","82 S. High St., Dublin ,  Columbus ,  OH",NA,NA,"NA","Geocoded"
3974,"Book-And","83 W. Chippewa",NA,"856-8936","Buffalo","NY","","Erotica","","",1995,"4/25/2023 9:23pm","83 W. Chippewa ,  Buffalo ,  NY",-78.875971,42.8908405,"83 w chippewa st, buffalo, ny 14202, usa","Geocoded"
4127,"Alternate Card & Gift Shop","85 Christopher St.",NA,"645-8966","New York City","NY","","Bookstores/Retail Shops","","Listed under ""N.Y.C. - Greenwich Village/Chelsea.""",1995,"4/25/2023 9:23pm","85 Christopher St. ,  New York City ,  NY",-74.0038693,40.7336419,"85 christopher st, new york, ny 10014, usa","Geocoded"
1476,"Bloodroot Restaurant","85 Ferris St.",NA,"576-9168 clsd Mon, Women's Night Wed, vegetarian & many vegan dished, patio","Bridgeport","CT","(W),(WC)","Restaurants & Cafes","","",1995,"4/25/2023 9:22pm","85 Ferris St. ,  Bridgeport ,  CT",-73.2191533,41.1571096,"85 ferris st, bridgeport, ct 06605, usa","Geocoded"
6058,"Sweetwater","85 King St.",NA,"733-3553, full bar","Jackson","WY","","Restaurants & Cafes","","",1995,"4/25/2023 9:23pm","85 King St. ,  Jackson ,  WY",-110.7608188,43.4786803,"85 s king st, jackson, wy 83001, usa","Geocoded"
1513,"Phoenix, The","85 St. John St.",NA,"865-3911 8pm-1am, til 2am Fri-Sat, 2 flrs.; also Kay's Place restaurant, 24hrs","New Haven","CT","D,(WC)","Bars","","",1995,"4/25/2023 9:22pm","85 St. John St. ,  New Haven ,  CT",-72.9121941,41.3073349,"85 st john st, new haven, ct 06511, usa","Geocoded"
4224,"Sand Castles","86 Mills Ave., Staten Island",NA,"447-9365 9pm-4am","New York City","NY","(*),(MW),D,(S),(WC)","Bars","","Listed under ""N.Y.C. - Staten Island.""",1995,"4/25/2023 9:23pm","86 Mills Ave., Staten Island ,  New York City ,  NY",-74.0677882,40.5950865,"86 mills ave, staten island, ny 10305, usa","Geocoded"
3945,"Savage Gifts & Leather","88 Central Ave.",NA,"434-2324, 11am-9pm, til midnight Fri-Sat, clad Sun-Mon","Albany","NY","","Erotica","","",1995,"4/25/2023 9:23pm","88 Central Ave. ,  Albany ,  NY",NA,NA,"NA","Geocoded"
3845,"Cafe, The","88 Kingwood-Stockton Rd.",NA,"397-4097 8am-3pm, til 9pm Th-Sun, clsd Mon","Rosemont","NJ","(BYOB)","Restaurants & Cafes","","",1995,"4/25/2023 9:22pm","88 Kingwood-Stockton Rd. ,  Rosemont ,  NJ",-74.9896873,40.4274452,"88 kingwood stockton rd, stockton, nj 08559, usa","Geocoded"
4253,"Stages, The","88 Liberty Pole Way",NA,"232-5070 9pm-3am","Rochester","NY","(MW),D,(S)","Bars","","",1995,"4/25/2023 9:23pm","88 Liberty Pole Way ,  Rochester ,  NY",-77.603886,43.159103,"88 liberty pole way, rochester, ny 14604, usa","Geocoded"
3101,"Going Places Travel","89 Devonshire St.",NA,"720-3660","Boston","MA","","Travel/Tour Operators","","",1995,"4/25/2023 9:22pm","89 Devonshire St. ,  Boston ,  MA",-71.0575196,42.3576309,"89 devonshire st, boston, ma 02109, usa","Geocoded"
2171,"Velvet","89 Park Pl.",NA,"681-9936 10pm-4am, clsd Tues, theme nights, hip disco, Mon gay men's night","Atlanta","GA","(*),(GF),D,(WC)","Bars","","",1995,"4/25/2023 9:22pm","89 Park Pl. ,  Atlanta ,  GA",-84.38771,33.7572586,"89 park pl ne, atlanta, ga 30303, usa","Geocoded"
3194,"Fairbanks Inn","90 Bradford St.",NA,"487-0386","Provincetown","MA","(*),(MW),(IGTA)","Accommodations","","",1995,"4/25/2023 9:22pm","90 Bradford St. ,  Provincetown ,  MA",-70.1889527,42.0508118,"historic district, 90 bradford st, provincetown, ma 02657, usa","Geocoded"
4252,"Pandora's Box","90 Liberty Pole Way",NA,"232-5440 9pm-3am Th-Sun","Rochester","NY","(MW),D","Bars","","",1995,"4/25/2023 9:23pm","90 Liberty Pole Way ,  Rochester ,  NY",-77.6037941,43.159091,"90 liberty pole way, rochester, ny 14604, usa","Geocoded"
1437,"Metro Travel","90 Madison Ste. 101",NA,"333-6777","Denver","CO","(IGTA)","Travel/Tour Operators","","",1995,"4/25/2023 9:22pm","90 Madison Ste. 101 ,  Denver ,  CO",-104.9458745,39.7174476,"90 madison st #101, denver, co 80206, usa","Geocoded"
3109,"Safari Club","90 Wareham St.",NA,"(2nd flr.) 292-0011, 24hrs","Boston","MA","","Men's Clubs","","",1995,"4/25/2023 9:22pm","90 Wareham St. ,  Boston ,  MA",-71.0665769,42.3387292,"90 wareham st, boston, ma 02118, usa","Geocoded"
5202,"Reflections","92 N. Avalon",NA,"272-1525 8pm-3am","Memphis","TN","D,(S)","Bars","","",1995,"8/7/2023 2:52pm","92 N. Avalon ,  Memphis ,  TN",-90.0067229,35.1404901,"92 n avalon st, memphis, tn 38104, usa","Geocoded"
4119,"Sugar Reef","93 2nd Ave.",NA,"(at 5th St.) 477-8427 5pm-midnight, Caribbean, full bar; call for location of roving club Sugar Babies","New York City","NY","D","Restaurants & Cafes","","Listed under ""N.Y.C. - Greenwich Village/Chelsea.""",1995,"4/28/2023 9:41am","93 2nd Ave. ,  New York City ,  NY",-73.9890863,40.7271823,"93 2nd ave, new york, ny 10003, usa","Geocoded"
2938,"Inn at Tall Chimney, The","94 Main St.",NA,"646-8974 seasonal","Ogunquit","ME","(MW)","Accommodations","","",1995,"4/25/2023 9:22pm","94 Main St. ,  Ogunquit ,  ME",-70.6019319,43.243589,"94 main st, ogunquit, me 03907, usa","Geocoded"
1296,"Aroma Roasters","95 5th St.",NA,"576-7765 7am-midnight","Santa Rosa","CA","(MW),(E),(WC)","Restaurants & Cafes","","",1995,"4/25/2023 9:22pm","95 5th St. ,  Santa Rosa ,  CA",-122.7214884,38.4381047,"95 5th st, santa rosa, ca 95401, usa","Geocoded"
4117,"Pennyfeathers","95 7th Ave. S.",NA,"242-9567, 8am-3am, Italian","New York City","NY","","Restaurants & Cafes","","Listed under ""N.Y.C. - Greenwich Village/Chelsea.""",1995,"4/25/2023 9:23pm","95 7th Ave. S. ,  New York City ,  NY",-74.0029149,40.7329926,"95 7th ave s, new york, ny 10014, usa","Geocoded"
5078,"Club In Town","95 Eddy St.",NA,"751-0020 noon-1am, til 2am Fri-Sat, piano bar","Providence","RI","(*),(E),(V)","Bars","","",1995,"4/25/2023 9:23pm","95 Eddy St. ,  Providence ,  RI",-71.412163,41.8229385,"95 eddy st, providence, ri 02903, usa","Geocoded"
3179,"Captain Lysander's Inn","96 Commercial St.",NA,"487-2253 elegant captain's guest house","Provincetown","MA","(GF)","Accommodations","","",1995,"4/25/2023 9:22pm","96 Commercial St. ,  Provincetown ,  MA",-70.1923945,42.0445451,"historic district, 96 commercial st, provincetown, ma 02657, usa","Geocoded"
3176,"Buoy, The","97 Bradford St.",NA,"487-3082","Provincetown","MA","(MW)","Accommodations","","",1995,"4/25/2023 9:22pm","97 Bradford St. ,  Provincetown ,  MA",-70.1885806,42.0507079,"historic district, 97 bradford st, provincetown, ma 02657, usa","Geocoded"
5051,"Coming Home Group (AA)","97 S. Franklin Blvd.",NA,"(Pres. Church) 8:30pm Fri","Wilkes-Barre","PA","","Info Lines & Services","","",1995,"4/28/2023 10:33am","97 S. Franklin Blvd. ,  Wilkes-Barre ,  PA",-75.8860272,41.2458001,"97 s franklin st, wilkes-barre, pa 18701, usa","Geocoded"
4128,"Don't Panic","98 Christopher St.",NA,"989-7888","New York City","NY","","Bookstores/Retail Shops","","Listed under ""N.Y.C. - Greenwich Village/Chelsea.""",1995,"4/25/2023 9:23pm","98 Christopher St. ,  New York City ,  NY",-74.004656,40.7331669,"98 christopher st, new york, ny 10014, usa","Geocoded"
1109,"Golden Gate Video #4","99 6th St.",NA,"495-5573","San Francisco","CA","","Erotica","","Listed under ""S.F. - South of Market"".",1995,"4/25/2023 9:22pm","99 6th St. ,  San Francisco ,  CA",-122.4087315,37.7812005,"99 6th st, san francisco, ca 94103, usa","Geocoded"
3252,"Sal's Place","99 Commercial St.",NA,"487-1279 publisher's choice: cheese & butter pasta","Provincetown","MA","(*)","Restaurants & Cafes","","",1995,"4/25/2023 9:22pm","99 Commercial St. ,  Provincetown ,  MA",-70.1920266,42.0439686,"historic district, 99 commercial st, provincetown, ma 02657, usa","Geocoded"
4245,"Carpe Diem","99 Court St.",NA,"325-9006 10pm-2am, til 3am Fri-Sat, Sun T-dance, more gay Th-Sun","Rochester","NY","(GF),D,(A),(E),(S),(YC),(WC)","Bars","","",1995,"4/25/2023 9:23pm","99 Court St. ,  Rochester ,  NY",-77.6084132,43.1533489,"99 court st, rochester, ny 14604, usa","Geocoded"
5089,"Rue De L'Espoir","99 Hope St.",NA,"751-8890 11:30am-2:30pm, dinner from 5pm, clsd Mon, full bar","Providence","RI","(*)","Restaurants & Cafes","","",1995,"4/25/2023 9:23pm","99 Hope St. ,  Providence ,  RI",-71.3964184,41.8220465,"99 hope st, providence, ri 02906, usa","Geocoded"
