"ID","title","description","streetaddress","city","state","amenityfeatures","type","unclear_address","Year","uncleartype","notes","lastmodified","full.address","lon","lat","geoAddress","status"
"2995","Everbreeze","","429 Commercial St.","Provincetown","MA","(M),(R)","Restaurant",NA,1985,"","","12/5/2021 12:17pm","429 Commercial St., Provincetown, MA",-70.1806875,42.0551876,"historic district, 429 commercial st, provincetown, ma 02657, usa","Geocoded"
"2994","Elephant Walk Guest House","","156 Bradford St.","Provincetown","MA","(*)","Hotel",NA,1985,"checked","","12/5/2021 12:17pm","156 Bradford St., Provincetown, MA",-70.1846273,42.0552079,"156 bradford st, provincetown, ma 02657, usa","Geocoded"
"2998","Gazelle Boutique","(At Boatslip)","161 Commercial St.","Provincetown","MA","","Business",NA,1985,"","","12/5/2021 12:17pm","161 Commercial St., Provincetown, MA",-70.1901852,42.0470329,"historic district, 161 commercial st, provincetown, ma 02657, usa","Geocoded"
"3001","Haven House","(All year)(Pool)","12 Carver St.","Provincetown","MA","(M),(H),(*)","Hotel",NA,1985,"","","12/5/2021 12:17pm","12 Carver St., Provincetown, MA",-70.1902048,42.0493055,"12 carver st, provincetown, ma 02657, usa","Geocoded"
"3000","Grand Central Cafe","","5 Masonic Pl.","Provincetown","MA","(M),(R)","Restaurant",NA,1985,"","","12/5/2021 12:17pm","5 Masonic Pl., Provincetown, MA",-70.1886271,42.0501209,"historic district, 5 masonic pl, provincetown, ma 02657, usa","Geocoded"
"3002","Heritage House","","7 Center St.","Provincetown","MA","(M),(H)","Hotel",NA,1985,"","","12/5/2021 12:17pm","7 Center St., Provincetown, MA",-70.1847668,42.0537076,"historic district, 7 center st, provincetown, ma 02657, usa","Geocoded"
"3003","Lamplighter Guest House","","26 Bradford St.","Provincetown","MA","(H),(*)","Hotel",NA,1985,"","","12/5/2021 12:17pm","26 Bradford St., Provincetown, MA",-70.1938828,42.0463,"historic district, 26 bradford st, provincetown, ma 02657, usa","Geocoded"
"3005","Land's End Inn","","22 Commercial St.","Provincetown","MA","(M),(H)","Hotel",NA,1985,"","","12/5/2021 12:17pm","22 Commercial St., Provincetown, MA",-70.1955804,42.0400364,"historic district, 22 commercial st, provincetown, ma 02657, usa","Geocoded"
"3004","Landmark Inn","","404 Commercial St.","Provincetown","MA","(M),(R)","Restaurant",NA,1985,"","","12/5/2021 12:17pm","404 Commercial St., Provincetown, MA",-70.1823017,42.0547167,"404 commercial st, provincetown, ma 02657, usa","Geocoded"
"3007","Lobster Pot","","321 Commercial St.","Provincetown","MA","(M),(R)","Restaurant",NA,1985,"","","12/5/2021 12:17pm","321 Commercial St., Provincetown, MA",-70.1853249,42.0519847,"historic district, 321 commercial st, provincetown, ma 02657, usa","Geocoded"
"3006","Liverpool Mod","(Clothes)","393 Commercial St.","Provincetown","MA","(*)","Business",NA,1985,"","","12/5/2021 12:17pm","393 Commercial St., Provincetown, MA",-70.1826622,42.0541768,"historic district, 393 commercial st, provincetown, ma 02657, usa","Geocoded"
"3008","Long & Narrow","","177 Commercial","Provincetown","MA","(M),(R)","Restaurant",NA,1985,"","","12/5/2021 12:17pm","177 Commercial, Provincetown, MA",-70.189348,42.0479992,"historic district, 177 commercial st, provincetown, ma 02657, usa","Geocoded"
"3010","Misha's Inn","","9 Soper St.","Provincetown","MA","(M),(H)","Hotel",NA,1985,"","","12/5/2021 12:17pm","9 Soper St., Provincetown, MA",-70.1936502,42.0436909,"historic district, 9 soper st, provincetown, ma 02657, usa","Geocoded"
"3009","Madeira Room","Pilgrim House","336 Commercial St.","Provincetown","MA","(M),(S),(*)","Bars/Clubs",NA,1985,"","","1/31/2022 11:55am","336 Commercial St., Provincetown, MA",-70.1849827,42.0528506,"historic district, 336 commercial st, provincetown, ma 02657, usa","Geocoded"
"3012","Monument House","","129 Bradford St.","Provincetown","MA","(H)","Hotel",NA,1985,"","","12/5/2021 12:17pm","129 Bradford St., Provincetown, MA",-70.1867667,42.0524663,"129 bradford st, provincetown, ma 02657, usa","Geocoded"
"3011","Moffett House","","296A Commercial St.","Provincetown","MA","(H)","Hotel",NA,1985,"","","12/5/2021 12:17pm","296A Commercial St., Provincetown, MA",-70.1865342,42.0520526,"historic district, 296a commercial st, provincetown, ma 02657, usa","Geocoded"
"3016","Ocean's Inn","","386 Commercial St.","Provincetown","MA","(H),(R)","Hotel,Restaurant",NA,1985,"","","12/5/2021 12:17pm","386 Commercial St., Provincetown, MA",-70.1828947,42.0542556,"historic district, 386 commercial st, provincetown, ma 02657, usa","Geocoded"
"3015","Normandy House","","184 Bradford St.","Provincetown","MA","(H),(*)","Hotel",NA,1985,"","","12/5/2021 12:17pm","184 Bradford St., Provincetown, MA",-70.1814645,42.0564266,"historic district, 184 bradford st, provincetown, ma 02657, usa","Geocoded"
"3014","Napi's","(All year)","7 French St.","Provincetown","MA","(M),(R)","Restaurant",NA,1985,"","","12/5/2021 12:17pm","7 French St., Provincetown, MA",-70.1846012,42.0547136,"provincetown, ma, usa","Geocoded"
"3020","Pilgrim House","(Bar & H)","336 Commercial St.","Provincetown","MA","(H)","Bars/Clubs,Hotel",NA,1985,"","","12/5/2021 12:17pm","336 Commercial St., Provincetown, MA",-70.1849827,42.0528506,"historic district, 336 commercial st, provincetown, ma 02657, usa","Geocoded"
"3018","Pete's Buoy","","97 Bradford St.","Provincetown","MA","(H)","Hotel",NA,1985,"","","12/5/2021 12:17pm","97 Bradford St., Provincetown, MA",-70.1885806,42.0507079,"historic district, 97 bradford st, provincetown, ma 02657, usa","Geocoded"
"3019","Pied Piper","(Disco)","193-A Commercial St.","Provincetown","MA","(*),(D),(R),(PT),(L)","Restaurant,Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","193-A Commercial St., Provincetown, MA",-70.1886039,42.0485355,"historic district, 193a commercial st, provincetown, ma 02657, usa","Geocoded"
"3024","Post Office Cabaret","(Upstairs)","303 Commercial St.","Provincetown","MA","(M),(R),(E)","Restaurant",NA,1985,"","","12/5/2021 12:17pm","303 Commercial St., Provincetown, MA",-70.1859296,42.051535,"historic district, 303 commercial st, provincetown, ma 02657, usa","Geocoded"
"3025","Pronto","","313 Commercial","Provincetown","MA","(M),(R)","Restaurant",NA,1985,"","","12/5/2021 12:17pm","313 Commercial, Provincetown, MA",-70.1856586,42.0518905,"313 commercial st, provincetown, ma 02657, usa","Geocoded"
"3022","Plaza Guest House","","11 Pearl St.","Provincetown","MA","(H)","Hotel",NA,1985,"","","12/5/2021 12:17pm","11 Pearl St., Provincetown, MA",-70.1836505,42.054698,"historic district, 11 pearl st, provincetown, ma 02657, usa","Geocoded"
"3023","Poor Richard's Buttery","","432 Commercial St.","Provincetown","MA","(PE),(M),(R),(*)","Restaurant",NA,1985,"","","12/5/2021 12:17pm","432 Commercial St., Provincetown, MA",-70.1805808,42.0557102,"historic district, 432 commercial st, provincetown, ma 02657, usa","Geocoded"
"3028","Richmond Inn","","4 Conant St.","Provincetown","MA","(H)","Hotel",NA,1985,"","","12/5/2021 12:17pm","4 Conant St., Provincetown, MA",-70.1916503,42.0464954,"historic district, 4 conant st, provincetown, ma 02657, usa","Geocoded"
"3027","Renaissance Apts.","","48 Commercial St.","Provincetown","MA","(H)","Hotel",NA,1985,"","","12/5/2021 12:17pm","48 Commercial St., Provincetown, MA",-70.1942548,42.0416782,"historic district, 48 commercial st, provincetown, ma 02657, usa","Geocoded"
"3029","Roomers","","8 Carver St.","Provincetown","MA","(M),(H)","Hotel",NA,1985,"","","12/5/2021 12:17pm","8 Carver St., Provincetown, MA",-70.189928,42.049107,"historic district, 8 carver st, provincetown, ma 02657, usa","Geocoded"
"3030","Rose & Crown","","158 Commercial St.","Provincetown","MA","(M),(H)","Hotel",NA,1985,"","","12/5/2021 12:17pm","158 Commercial St., Provincetown, MA",-70.1907201,42.0471102,"historic district, 158 commercial st, provincetown, ma 02657, usa","Geocoded"
"3032","Sandpiper Beach House","(Pool)","165 Commercial St.","Provincetown","MA","(M),(H),(*)","Hotel",NA,1985,"","","12/5/2021 12:17pm","165 Commercial St., Provincetown, MA",-70.1899759,42.0474233,"historic district, 165 commercial st, provincetown, ma 02657, usa","Geocoded"
"3031","Rushes","(Pool)","14 Mechanic St.","Provincetown","MA","(H)","Hotel",NA,1985,"","","12/5/2021 12:17pm","14 Mechanic St., Provincetown, MA",-70.1940462,42.0450133,"14 mechanic st, provincetown, ma 02657, usa","Geocoded"
"3036","Silva's Cottages","","34 Shank Painter","Provincetown","MA","(M),(H)","Hotel",NA,1985,"","","12/5/2021 12:17pm","34 Shank Painter, Provincetown, MA",-70.194248,42.049406,"34 shank painter rd, provincetown, ma 02657, usa","Geocoded"
"3034","Shady Oaks","","5 Tremont","Provincetown","MA","(M),(H)","Hotel",NA,1985,"","","12/5/2021 12:17pm","5 Tremont, Provincetown, MA",-70.1929061,42.0449344,"historic district, 5 tremont st, provincetown, ma 02657, usa","Geocoded"
"3033","Sea Drift Inn","","80 Bradford St.","Provincetown","MA","(H),(W),(SM),(*)","Hotel",NA,1985,"","","12/5/2021 12:17pm","80 Bradford St., Provincetown, MA",-70.190069,42.0501932,"80 bradford st, provincetown, ma 02657, usa","Geocoded"
"3035","Shipwreck Inn","","9 Court St.","Provincetown","MA","(H)","Hotel",NA,1985,"","","12/5/2021 12:17pm","9 Court St., Provincetown, MA",-70.1903015,42.0489699,"9 court st, provincetown, ma 02657, usa","Geocoded"
"3039","St. Tropez","(Boutique, Books, etc. )","212 Commercial St.","Provincetown","MA","","Book Store",NA,1985,"","","1/7/2022 12:07pm","212 Commercial St., Provincetown, MA",-70.1892783,42.0495679,"212 commercial st, provincetown, ma 02657, usa","Geocoded"
"3038","Spiritus","(Pizza, ice cream, expresso)(Cruisy AH*)","190 Commercial St.","Provincetown","MA","(R),(AH),(*)","Cruising Areas,Restaurant",NA,1985,"","","12/5/2021 12:17pm","190 Commercial St., Provincetown, MA",-70.1894178,42.0487,"historic district, 190 commercial st, provincetown, ma 02657, usa","Geocoded"
"3037","Six Dyer Street Guest House","","6 Dyer St.","Provincetown","MA","(H)","Hotel",NA,1985,"","","12/5/2021 12:17pm","6 Dyer St., Provincetown, MA",-70.1826273,42.055147,"historic district, 6 dyer st, provincetown, ma 02657, usa","Geocoded"
"3040","Sunset Inn","","142 Bradford St.","Provincetown","MA","(H)","Hotel",NA,1985,"","","12/5/2021 12:17pm","142 Bradford St., Provincetown, MA",-70.1856505,42.0540892,"historic district, 142 bradford st, provincetown, ma 02657, usa","Geocoded"
"3041","Tall Ship Apts.","","448 Commercial St.","Provincetown","MA","(H)","Hotel",NA,1985,"","","12/5/2021 12:17pm","448 Commercial St., Provincetown, MA",-70.1798599,42.0562692,"historic district, 448 commercial st, provincetown, ma 02657, usa","Geocoded"
"3043","The Ranch","(Some W, OC)","198 Commercial St.","Provincetown","MA","(H),(W),(OC),(*)","Hotel",NA,1985,"","","12/5/2021 12:17pm","198 Commercial St., Provincetown, MA",-70.1892318,42.0488899,"historic district, 198 commercial st, provincetown, ma 02657, usa","Geocoded"
"3044","Town House","(Bar with OC 'sing-along' is in back thru 'The Gallery'- M,R)(Disco-D downstairs)","291 Commercial St.","Provincetown","MA","(R),(*),(OC),(M),(D)","Restaurant",NA,1985,"","","12/5/2021 12:17pm","291 Commercial St., Provincetown, MA",-70.186348,42.0512759,"historic district, 291 commercial st, provincetown, ma 02657, usa","Geocoded"
"3045","Trade Winds","","12 Johnston St.","Provincetown","MA","","Hotel",NA,1985,"","","12/5/2021 12:17pm","12 Johnston St., Provincetown, MA",-70.1847203,42.0542201,"historic district, 12 johnson st, provincetown, ma 02657, usa","Geocoded"
"3042","Terrace","","Bradford St.","Provincetown","MA","(M),(R),(*)","Restaurant",NA,1985,"","","12/5/2021 12:17pm","Bradford St., Provincetown, MA",-70.1816583,42.0561756,"bradford st, provincetown, ma 02657, usa","Geocoded"
"3048","Victoria House","","5 Standish St.","Provincetown","MA","(H)","Hotel",NA,1985,"","","12/5/2021 12:17pm","5 Standish St., Provincetown, MA",-70.1859761,42.0525478,"historic district, 5 standish st, provincetown, ma 02657, usa","Geocoded"
"3046","Twelve Carver Guest House","","12 Center St.","Provincetown","MA","(M)","Hotel",NA,1985,"checked","","12/5/2021 12:17pm","12 Center St., Provincetown, MA",-70.1852319,42.0537166,"historic district, 12 center st, provincetown, ma 02657, usa","Geocoded"
"3050","Watership Inn","","7 Winthrop St.","Provincetown","MA","(H),(*)","Hotel",NA,1985,"","","12/5/2021 12:17pm","7 Winthrop St., Provincetown, MA",-70.1908131,42.0484291,"historic district, 7 winthrop st, provincetown, ma 02657, usa","Geocoded"
"3047","Two Ninety Six House","","296 Commercial St.","Provincetown","MA","(M),(H)","Hotel",NA,1985,"","","12/5/2021 12:17pm","296 Commercial St., Provincetown, MA",-70.1862551,42.051705,"296 commercial st, provincetown, ma 02657, usa","Geocoded"
"3053","White Wind Inn","(Some M,L)","174 Commercial St.","Provincetown","MA","(M),(L)","Hotel",NA,1985,"checked","","12/5/2021 12:17pm","174 Commercial St., Provincetown, MA",-70.1898829,42.0480392,"historic district, 174 commercial st, provincetown, ma 02657, usa","Geocoded"
"3054","Winthrop House","","5 Winthrop St.","Provincetown","MA","(M),(H)","Hotel",NA,1985,"","","12/5/2021 12:17pm","5 Winthrop St., Provincetown, MA",-70.1905059,42.0482935,"historic district, 5 winthrop st, provincetown, ma 02657, usa","Geocoded"
"1397","Turquoise Club","","707 N. Main","Pueblo","CO","","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","707 N. Main, Pueblo, CO",-104.6089405,38.2737417,"707 n main st, pueblo, co 81003, usa","Geocoded"
"1877","Mr. G'.s","(Looks promising)(Wed.-Sat.)","2115 Tamiami Trail","Punta Gorda","FL","(R)","Restaurant",NA,1985,"","","12/5/2021 12:17pm","2115 Tamiami Trail, Punta Gorda, FL",-82.0478056,26.9191611,"2115 tamiami trail, punta gorda, fl 33950, usa","Geocoded"
"5432","Sam's Inn","(Military)","255 Potomac","Quantico","VA","(M)","Bars/Clubs",NA,1985,"","","12/10/2021 2:00pm","255 Potomac, Quantico, VA",-77.2908367,38.5217302,"255 potomac ave, quantico, va 22134, usa","Geocoded"
"3996","Billy the Kid","(Some YC, W, SM) (Jackson Heights)","76-07 Roosevelt Ave.","Queens","NY","(YC),(W),(SM),(PT)","Bars/Clubs",NA,1985,"","","1/26/2022 1:25pm","76-07 Roosevelt Ave., Queens, NY",-73.8892961,40.7473326,"76-07 roosevelt ave, jackson heights, ny 11372, usa","Geocoded"
"3998","Cheers","(Games)(Richmond Hill)","125-20 101st Ave.","Queens","NY","(D)","Bars/Clubs",NA,1985,"","","1/26/2022 1:41pm","125-20 101st Ave., Queens, NY",-73.8205322,40.6913187,"125-20 101st ave, south richmond hill, ny 11419, usa","Geocoded"
"3999","Flavors","(Disco) (Kew Gardens)","120-31 83rd Ave.","Queens","NY","(D),(YC),(*)","Bars/Clubs",NA,1985,"","","1/26/2022 1:48pm","120-31 83rd Ave., Queens, NY",-73.8313589,40.7087692,"120-31 83rd ave, kew gardens, ny 11415, usa","Geocoded"
"4001","Love Boat Bar","(Elmhurst)","77-02 Broadway","Queens","NY","","Bars/Clubs",NA,1985,"","","1/26/2022 2:06pm","77-02 Broadway, Queens, NY",-73.8881686,40.7451386,"7702 broadway, queens, ny 11373, usa","Geocoded"
"4000","Hide-A-Way","(Some B,RT) (Jamaica)","96-31 Parsons","Queens","NY","(B),(RT),(PT)","Bars/Clubs",NA,1985,"","","1/26/2022 1:57pm","96-31 Parsons, Queens, NY",-73.80541,40.7095458,"85-96 parsons blvd, queens, ny 11432, usa","Geocoded"
"4002","Magic Touch","(Opens 2am)(Jackson Heights)","73-13 37th Ave.","Queens","NY","(D),(*)","Bars/Clubs",NA,1985,"","","1/26/2022 2:07pm","73-13 37th Ave., Queens, NY",-73.892489,40.7490898,"73-13 37th ave, jackson heights, ny 11372, usa","Geocoded"
"4003","Manhattan","(Jackson Heights)","76-13 Roosevelt Ave.","Queens","NY","","Bars/Clubs",NA,1985,"","","1/26/2022 2:08pm","76-13 Roosevelt Ave., Queens, NY",-73.8890841,40.7472842,"76-13 roosevelt ave, jackson heights, ny 11372, usa","Geocoded"
"4005","Ritz","(Cards & gifts) (Jackson Heights)","35-63 75th St.","Queens","NY","","Business",NA,1985,"","","1/26/2022 2:12pm","35-63 75th St., Queens, NY",-73.8906924,40.7498818,"35-63 75th st, jackson heights, ny 11372, usa","Geocoded"
"4004","Northern Men's Sauna","(Baths)(Flushing)","137-08 Northern Blvd.","Queens","NY","","Bathhouses",NA,1985,"","","1/26/2022 2:09pm","137-08 Northern Blvd., Queens, NY",-73.8308377,40.7629508,"137-08 northern blvd, queens, ny 11354, usa","Geocoded"
"4006","University","(Some L, Latins)","948 Jamaica","Queens","NY","(L),(D)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","948 Jamaica, Queens, NY",-73.8508828,40.6939129,"948 jamaica ave, woodhaven, ny 11421, usa","Geocoded"
"2355","Irene's Cabaret","(Disco)","124 N. 5th","Quincy","IL","(D),(S),(PT),(*)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","124 N. 5th, Quincy, IL",-91.4080314,39.9326416,"124 n 5th st, quincy, il 62301, usa","Geocoded"
"5692","Jo Dee's","(Some L)(Snacks)(Beer garden)","2139 Racine","Racine","WI","(L),(D)","Bars/Clubs",NA,1985,"","","12/10/2021 8:34pm","2139 Racine, Racine, WI",-87.7828523,42.7261309,"racine, wi, usa","Geocoded"
"4169","Bachelors Books","","3411 S. Wilmington St.","Raleigh","NC","","Book Store",NA,1985,"","","12/5/2021 12:17pm","3411 S. Wilmington St., Raleigh, NC",-78.6501794,35.7328845,"3411 s wilmington st, raleigh, nc 27603, usa","Geocoded"
"4170","Camera's Eye","(Erotica)","1433 S. Wilmington","Raleigh","NC","","Erotic Shop",NA,1985,"","","1/7/2022 11:58am","1433 S. Wilmington, Raleigh, NC",-78.63913,35.76091,"1433 s wilmington st, raleigh, nc 27603, usa","Geocoded"
"4171","Capital Corral","(Cruisy)('Glitter Gulch')(Disco)","313 W. Hargett","Raleigh","NC","(*),(W),(PT),(YC),(D)","Bars/Clubs,Cruising Areas",NA,1985,"","","1/19/2022 4:48pm","313 W. Hargett, Raleigh, NC",-78.6442621,35.7782267,"313 w hargett st, raleigh, nc 27601, usa","Geocoded"
"4174","Glenwood Park","(Some L) (at Five Points)","1622 Glenwood Ave.","Raleigh","NC","(E),(L)","Bars/Clubs",NA,1985,"","","2/1/2022 5:01am","1622 Glenwood Ave., Raleigh, NC",-78.645614,35.8032021,"1622 glenwood ave, raleigh, nc 27608, usa","Geocoded"
"4172","Chateaux II Book Store","","1210 Downtown Blvd.","Raleigh","NC","","Book Store",NA,1985,"","","12/5/2021 12:17pm","1210 Downtown Blvd., Raleigh, NC",-78.6285252,35.7822393,"downtown, raleigh, nc, usa","Geocoded"
"4175","Hart's Book Store","","327 Hargett St.","Raleigh","NC","","Book Store",NA,1985,"","","12/5/2021 12:17pm","327 Hargett St., Raleigh, NC",-78.6447053,35.7782689,"327 w hargett st, raleigh, nc 27601, usa","Geocoded"
"4177","St. John's M.C.C.","","814 Dixie Trail","Raleigh","NC","(MCC)","Religious Institution",NA,1985,"","","12/5/2021 12:17pm","814 Dixie Trail, Raleigh, NC",-78.6758836,35.800276,"814 dixie trail, raleigh, nc 27607, usa","Geocoded"
"4176","Power Company","(Disco)(Some L,B,'Drags')  (King's Plaza Ctr.)","3141 North Blvd.","Raleigh","NC","(D),(L),(B)","Bars/Clubs",NA,1985,"","","1/26/2022 2:10pm","3141 North Blvd., Raleigh, NC",-78.580643,35.8384068,"3141 north blvd, raleigh, nc 27604, usa","Geocoded"
"3062","Country Club","(Disco)(Pool) (Rt. 139)","44 Mazeo Dr.","Randolph","MA","(P),(D),(E),(WE),(*)","Bars/Clubs",NA,1985,"","","1/26/2022 1:45pm","44 Mazeo Dr., Randolph, MA",-71.0585517,42.1628367,"44 mazzeo dr, randolph, ma 02368, usa","Geocoded"
"5713","Holiday Inn Bar","","1801 E. Cedar","Rawlins","WY","(M)","Bars/Clubs",NA,1985,"","","12/10/2021 8:44pm","1801 E. Cedar, Rawlins, WY",-107.2177419,41.7924803,"1801 e cedar st, rawlins, wy 82301, usa","Geocoded"
"4744","Glass Door","(Some M,L,B)(Disco)(Cl. Sun.)","221 N. 5th St.","Reading","PA","(M),(L),(B),(*),(D)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","221 N. 5th St., Reading, PA",-75.9273342,40.3390336,"221 n 5th st, reading, pa 19555, usa","Geocoded"
"4746","Red Star","(Cruisy)(Some W,SM)(Disco)","11 S. 10th St.","Reading","PA","(W),(SM),(D),(R),(*)","Restaurant,Bars/Clubs,Cruising Areas",NA,1985,"","","12/5/2021 12:17pm","11 S. 10th St., Reading, PA",-75.9179777,40.3347301,"11 s 10th st, reading, pa 19602, usa","Geocoded"
"4748","This Is It","","801 Walnut","Reading","PA","(WE),(*),(R)","Restaurant",NA,1985,"","","12/5/2021 12:17pm","801 Walnut, Reading, PA",-75.9219305,40.338367,"801 walnut st, reading, pa 19601, usa","Geocoded"
"4747","Scarab","(Disco)(Some YC,L)","724 Franklin","Reading","PA","(D),(YC),(L),(PT),(R),(*)","Bars/Clubs,Restaurant",NA,1985,"","","12/5/2021 12:17pm","724 Franklin, Reading, PA",-75.923143,40.3333981,"724 franklin st, reading, pa 19602, usa","Geocoded"
"4745","Nostalgia","","1101 N. 9th St.","Reading","PA","(L)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","1101 N. 9th St., Reading, PA",-75.9192186,40.3518913,"1101 n 9th st, reading, pa 19604, usa","Geocoded"
"3663","Other Half","(Super bar)(Disco)(Video)(Opening fall of 94')","129 Monmouth St.","Red Bank","NJ","(D),(S),(E),(R),(AH)","Restaurant",NA,1985,"","","12/5/2021 12:17pm","129 Monmouth St., Red Bank, NJ",-74.0716407,40.3488103,"129 monmouth st, red bank, nj 07701, usa","Geocoded"
"766","Olive Oil's","","1 Market","Redding","CA","(M),(L),(PT),(B),(AYOR)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","1 Market, Redding, CA",-122.3597634,40.5644873,"1st st, redding, ca 96002, usa","Geocoded"
"765","Adult Book Store","","2131 Hilltop Dr.","Redding","CA","","Book Store",NA,1985,"","","12/5/2021 12:17pm","2131 Hilltop Dr., Redding, CA",-122.3569246,40.5769276,"2131 hilltop dr, redding, ca 96002, usa","Geocoded"
"767","Redding Lounge","(Hotel Redding)","1748 Market St.","Redding","CA","(D),(PT),(*)","Bars/Clubs,Hotel",NA,1985,"","","2/1/2022 1:55pm","1748 Market St., Redding, CA",-122.3900927,40.5816624,"1748 market st, redding, ca 96001, usa","Geocoded"
"774","Paddleboard II","(Good days*)(Also C-AH-WE)","1417 S. Pacific Coast Hwy.","Redondo Beach","CA","(PT),(C),(AH),(WE),(*)","Bars/Clubs",NA,1985,"","","2/1/2022 4:53pm","1417 S. Pacific Coast Hwy., Redondo Beach, CA",-118.3855927,33.8218866,"1417 s pacific coast hwy, redondo beach, ca 90277, usa","Geocoded"
"773","J.R. Bryan's","(Disco)","2105 Artesia Blvd.","Redondo Beach","CA","(YC),(D)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","2105 Artesia Blvd., Redondo Beach, CA",-118.374386,33.8730418,"2105 artesia blvd, redondo beach, ca 90278, usa","Geocoded"
"775","Stop Inn","","1995 Artesia","Redondo Beach","CA","(PT)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","1995 Artesia, Redondo Beach, CA",-118.3770724,33.8730728,"1995 artesia blvd, redondo beach, ca 90278, usa","Geocoded"
"778","Answer","(Crusiy)(Disco)","1640 Main St.","Redwood City","CA","(W),(D),(*)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","1640 Main St., Redwood City, CA",-122.2228147,37.4779066,"1640 main st, redwood city, ca 94063, usa","Geocoded"
"781","Cruisers","(Disco)","2651 El Camino Real","Redwood City","CA","(R),(D)","Restaurant",NA,1985,"","","12/5/2021 12:17pm","2651 El Camino Real, Redwood City, CA",-122.2158617,37.4724404,"2651 el camino real, redwood city, ca 94061, usa","Geocoded"
"1474","Blue Moon","","35 Baltimore Ave.","Rehoboth Beach","DE","(R)","Restaurant",NA,1985,"","","12/5/2021 12:17pm","35 Baltimore Ave., Rehoboth Beach, DE",-75.0798904,38.7173204,"35 baltimore ave, rehoboth beach, de 19971, usa","Geocoded"
"1476","Paradise Guest House","","40 Maryland Ave.","Rehoboth Beach","DE","(H)","Hotel",NA,1985,"","","12/5/2021 12:17pm","40 Maryland Ave., Rehoboth Beach, DE",-75.080301,38.717654,"40 maryland ave, rehoboth beach, de 19971, usa","Geocoded"
"3549","Chute #1","(Cruisy)(Disco upstairs)","1278 S. Virginia","Reno","NV","(D),(*)","Bars/Clubs,Cruising Areas",NA,1985,"","","12/5/2021 12:17pm","1278 S. Virginia, Reno, NV",-119.8060199,39.5120188,"1278 s virginia st, reno, nv 89502, usa","Geocoded"
"3550","Club Baths","","1030 W. 2nd St.","Reno","NV","","Bathhouses",NA,1985,"","these two entries and the Westside motel are together","12/5/2021 12:17pm","1030 W. 2nd St., Reno, NV",-119.826675,39.5241202,"1030 w 2nd st, reno, nv 89503, usa","Geocoded"
"3551","Dave's VIP Club","(& adj. small baths)","3001 W. 4th St.","Reno","NV","(YC),(D)","Bars/Clubs,Bathhouses",NA,1985,"","","2/1/2022 4:29am","3001 W. 4th St., Reno, NV",-119.849189,39.5196893,"3001 w 4th st, reno, nv 89523, usa","Geocoded"
"3552","Westside Motel","","3001 W. 4th St.","Reno","NV","(H)","Hotel",NA,1985,"","","12/5/2021 12:17pm","3001 W. 4th St., Reno, NV",-119.849189,39.5196893,"3001 w 4th st, reno, nv 89523, usa","Geocoded"
"3553","Depot","","516 S. Virginia St.","Reno","NV","(D),(PT),(*)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","516 S. Virginia St., Reno, NV",-119.8102481,39.5205457,"516 s virginia st, reno, nv 89501, usa","Geocoded"
"3554","Five Star Saloon","(Slots)","132 West St.","Reno","NV","(D),(PT),(E),(*)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","132 West St., Reno, NV",-119.8154032,39.5258506,"132 west st, reno, nv 89501, usa","Geocoded"
"3555","Happy Hobo","(Slots)(Some midnight cowboys)","210 Commercial Way","Reno","NV","(PT)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","210 Commercial Way, Reno, NV",-119.8142691,39.529919,"reno, nv, usa","Geocoded"
"3557","Imagine That","(Disco)(WE*)(L only)(S-WE)","1295 E. 2nd St.","Reno","NV","(D),(WE),(*),(L),(S)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","1295 E. 2nd St., Reno, NV",-119.7939935,39.5274443,"1295 e 2nd st, reno, nv 89502, usa","Geocoded"
"3556","Hi Ho Lodge","(Hot tubs, Jaccuzis & waterbeds)","1233 E. 4th St.","Reno","NV","(H),(*)","Hotel",NA,1985,"","","12/5/2021 12:17pm","1233 E. 4th St., Reno, NV",-119.7969752,39.5333768,"1233 e 4th st, reno, nv 89512, usa","Geocoded"
"3559","Maverick","(Resort motel)(Pool)","7350 W. 4th St.","Reno","NV","(W)","Hotel",NA,1985,"","","12/5/2021 12:17pm","7350 W. 4th St., Reno, NV",-119.8818518,39.509804,"7350 w 4th st, reno, nv 89523, usa","Geocoded"
"3562","Saddle Room","(Downstairs at Chute #1)","1278 S. Virginia","Reno","NV","(*),(D)","Bars/Clubs",NA,1985,"","","12/5/2021 12:17pm","1278 S. Virginia, Reno, NV",-119.8060199,39.5120188,"1278 s virginia st, reno, nv 89502, usa","Geocoded"
