"Year","status","lat","lon","description","streetaddress","city","state","amenityfeatures","type","notes","title","unclear_address","full.address","geoAddress","ID"
2003,NA,37.8659665,-122.2987483,"(at Addison), Berkeley 510/845-8992 24hrs, call for recorded info, live DJ Fri-Sat","2107 4th St","Berkeley","CA","(*),(PC)","Men's Clubs","","Steamworks",NA,"2107 4th St, Berkeley, CA","2107 fourth st, berkeley, ca 94710, usa","2003-CA-2265"
2003,NA,37.7389946,-122.417194,"(at Bennington) 415/647-3099 1pm-2am, patio, magic garden","424 Cortland","Bernal Heights","CA","(GS),(WC)","Bars","","Wild Side West",NA,"424 Cortland, Bernal Heights, CA","424 cortland ave, san francisco, ca 94110, usa","2003-CA-2266"
2003,NA,37.7394102,-122.4176538,"(at Bennington) 415/550-0293 10am-7pm, til 5pm Sat, till 4pm Sun, clsd Mon, lgbt section, community bookstore for Bernal Heights & beyond","401 Cortland Ave","Bernal Heights","CA","","Bookstores","","Bernal Books",NA,"401 Cortland Ave, Bernal Heights, CA","401 cortland ave, san francisco, ca 94110, usa","2003-CA-2267"
2003,NA,43.2899835,-70.7879758,"Rte 9 (at Rte 4) 207/698-2267 campground on beautiful 20-acre spring-fed pond","551 School St","Berwick","ME","(GF),(SW)","Accommodations","","Beaver Dam Campground",NA,"551 School St, Berwick, ME","551 school st, berwick, me 03901, usa","2003-ME-2268"
2003,NA,41.3712076,-73.4153633,"203/748-1427 11am-11pm","206 Greenwood Ave","Bethel","CT","","Restaurants","","Bethel Pizza House",NA,"206 Greenwood Ave, Bethel, CT","206 greenwood ave, bethel, ct 06801, usa","2003-CT-2269"
2003,NA,41.373865,-73.4215536,"203/778-4100 lunch, dinner & Sun brunch, clsd Mon, cont'l","269 Greenwood Ave","Bethel","CT","(E),(R)","Restaurants","","Emerald City Cafe",NA,"269 Greenwood Ave, Bethel, CT","269 greenwood ave, bethel, ct 06801, usa","2003-CT-2270"
2003,NA,40.6287772,-75.3524452,"610/865-5855","1162 Pembroke Rd","Bethlehem","PA","","Erotica","","Cupid's Treasure's",NA,"1162 Pembroke Rd, Bethlehem, PA","1162 pembroke rd, bethlehem, pa 18017, usa","2003-PA-2271"
2003,NA,40.6234263,-75.4119951,"(at Pennsylvania Ave)  610/865-1028  4pm-2am, from 3pm wknds, also restaurant (clsd Tue)","1913 W Broad St","Bethlehem","PA","(W),(D),(F),(E),(WC)","Nightclubs","","Diamonz",NA,"1913 W Broad St, Bethlehem, PA","1913 w broad st, bethlehem, pa 18018, usa","2003-PA-2272"
2003,NA,40.6395683,-75.3484347,"(btwn Irene St & Gresham St)  24hrs","1861 Stefko Blvd","Bethlehem","PA","","Erotica","","Cupids",NA,"1861 Stefko Blvd, Bethlehem, PA","1861 stefko blvd, bethlehem, pa 18017, usa","2003-PA-2273"
2003,NA,34.2450304,-116.9340105,"(at Big Bear Blvd) 818/535-9272 indoor spas, fireplaces, private entrances","433 Edgemoor","Big Bear Lake","CA","(GS),(NS),(GO)","Accommodations","","Alpine Retreats",NA,"433 Edgemoor, Big Bear Lake, CA","433 edgemoor rd, big bear lake, ca 92315, usa","2003-CA-2274"
2003,NA,34.2431094,-116.8928056,"909/866-6465, 888/866-6465 5 cottages, full brkfst","41675 Big Bear Blvd","Big Bear Lake","CA","(GF)","Accommodations","","Eagles' Nest B&B",NA,"41675 Big Bear Blvd, Big Bear Lake, CA","41675 big bear blvd, big bear lake, ca 92315, usa","2003-CA-2275"
2003,NA,34.2388851,-116.9242142,"909/866-6040, 800/843-4449 motel, smokefree rms available, cabins, jacuzzi suites","40241 Big Bear Blvd","Big Bear Lake","CA","(GS),(WC)","Accommodations","","Hillcrest Lodge",NA,"40241 Big Bear Blvd, Big Bear Lake, CA","40241 big bear blvd, big bear lake, ca 92315, usa","2003-CA-2276"
2003,NA,34.2364938,-116.9087244,"909/878-9190, 800/388-4179 log mansion on lake, full brkfst","869 Knickerbocker Rd","Big Bear Lake","CA","(GS),(NS),(WC),(GO)","Accommodations","","Knickerbocker Mansion Country Inn",NA,"869 Knickerbocker Rd, Big Bear Lake, CA","869 knickerbocker rd, big bear lake, ca 92315, usa","2003-CA-2277"
2003,NA,34.2438963,-116.9114215,"(at Hilltop), Running Springs 909/867-1810, 888/868-1810","2726 View Dr","Big Bear Lake","CA","(GS),(NS)","Accommodations","","Rainbow View Lodge",NA,"2726 View Dr, Big Bear Lake, CA","big bear lake, ca, usa","2003-CA-2278"
2003,NA,34.2389223,-116.9461464,"(at Cienga) 909/866-2435 cabins, jacuzzis","39238 Big Bear Blvd","Big Bear Lake","CA","(GF),(SW)","Accommodations","","Majestic Moose Lodge",NA,"39238 Big Bear Blvd, Big Bear Lake, CA","39238 big bear blvd, big bear lake, ca 92315, usa","2003-CA-2279"
2003,NA,45.7820541,-108.5080371,"(at 29th)  406/259-9074  4:30pm-2am","2910 2nd Ave N","Billings","MT","(MW),(D)","Bars","","The Loft",NA,"2910 2nd Ave N, Billings, MT","2910 2nd ave n, billings, mt 59101, usa","2003-MT-2280"
2003,NA,45.78313,-108.5057849,"406/259-7676  7am-4pm, clsd Sun","2712 2nd Ave N","Billings","MT","","Cafes","","Cafe Jones",NA,"2712 2nd Ave N, Billings, MT","2712 2nd ave n, billings, mt 59101, usa","2003-MT-2281"
2003,NA,45.7916268,-108.4865697,"406/259-0051","1203 1st Ave N","Billings","MT","","Erotica","","Big Sky Books",NA,"1203 1st Ave N, Billings, MT","1203 1st ave n, billings, mt 59101, usa","2003-MT-2282"
2003,NA,45.7849282,-108.4953827,"(at 21st)  406/245-4293  noon-midnight, clsd Sun-Mon, arcade","2019 Minnesota Ave","Billings","MT","","Erotica","","The Victorian",NA,"2019 Minnesota Ave, Billings, MT","2019 minnesota ave, billings, mt 59101, usa","2003-MT-2283"
2003,NA,30.5324812,-88.9966187,"228/392-6722, 800/280-4361  full brkfst, hot tub","17288 Hwy 67","Biloxi","MS","(GF),(SW)","Accommodations","","Lofty Oaks Inn",NA,"17288 Hwy 67, Biloxi, MS","17288 ms-67, biloxi, ms 39532, usa","2003-MS-2284"
2003,NA,30.3941738,-88.9476323,"(at Veterans)  228/385-3070  24hrs","1834 Beach Blvd","Biloxi","MS","(MW),(NH),(D),(F)","Bars","","The Golden Turtle",NA,"1834 Beach Blvd, Biloxi, MS","1834 beach blvd, biloxi, ms 39531, usa","2003-MS-2285"
2003,NA,30.4033513,-88.8927839,"(at Caillavet)  228/374-1007  24hrs","906 Division St","Biloxi","MS","(MW),(NH),(S)","Bars","","Just Us Lounge",NA,"906 Division St, Biloxi, MS","906 division st, biloxi, ms 39530, usa","2003-MS-2286"
2003,NA,30.392321,-88.950721,"(at Veterans)  228/388-7564  4pm-close","1889 Beach Blvd","Biloxi","MS","(MW),(D)","Nightclubs","","Amnesia's on the Beach",NA,"1889 Beach Blvd, Biloxi, MS","1889 beach blvd, biloxi, ms 39531, usa","2003-MS-2287"
2003,NA,30.3953394,-88.947719,"228/388-0092  3pm-7am","153 Veterans Ave","Biloxi","MS","(MW),(D),(S),(K)","Nightclubs","","Barcode",NA,"153 Veterans Ave, Biloxi, MS","153 veterans ave, biloxi, ms 39531, usa","2003-MS-2288"
2003,NA,30.3989861,-88.9343585,"228/435-5625","222 Iberville Dr","Biloxi","MS","","Erotica","","Adult Theatre",NA,"222 Iberville Dr, Biloxi, MS","222 iberville dr, biloxi, ms 39531, usa","2003-MS-2289"
2003,NA,30.4028058,-88.9345051,"(enter thru dead-end alley)  228/435-2802 clsd Sun","1620 Pass Rd","Biloxi","MS","","Erotica","","The Arcade Books",NA,"1620 Pass Rd, Biloxi, MS","1620 pass rd, biloxi, ms 39531, usa","2003-MS-2290"
2003,NA,30.4032075,-88.9354078,"228/432-8229  clsd Sun","1632 Pass Rd","Biloxi","MS","","Erotica","","Satellite News",NA,"1632 Pass Rd, Biloxi, MS","1632 pass rd, biloxi, ms 39531, usa","2003-MS-2291"
2003,NA,30.3942325,-88.9487164,"228/388-4212  24hrs","1854 Beach Blvd","Biloxi","MS","","Erotica","","Adult Video Archade",NA,"1854 Beach Blvd, Biloxi, MS","1854 beach blvd, biloxi, ms 39531, usa","2003-MS-2292"
2003,NA,42.1018824,-75.9117727,"(at Hawley)  607/772-0710  3pm-close, from 7pm Fri-Sat, clsd Mon-Tue","201 State St","Binghamton","NY","(M),(D),(MR),(S),(GO)","Nightclubs","","Prism",NA,"201 State St, Binghamton, NY","201 state st, binghamton, ny 13901, usa","2003-NY-2293"
2003,NA,42.1120575,-75.9022744,"(at United Methodist Church)  607/722-5983  7pm Sat","438 Chenango St","Binghamton","NY","","Info Lines & Services","","AA Gay/ Lesbian",NA,"438 Chenango St, Binghamton, NY","438 chenango st, binghamton, ny 13901, usa","2003-NY-2294"
2003,NA,42.0997153,-75.9102579,"(at Court)  607/722-2299  5pm-1am, till 3am Fri-Sat, from 8pm Sun, DJ Fri-Sat","34 Chenango St","Binghamton","NY","(MW),(NH),(D)","Bars","","Squiggy's",NA,"34 Chenango St, Binghamton, NY","34 chenango st, binghamton, ny 13901, usa","2003-NY-2295"
2003,NA,42.1008382,-75.9136381,"607/771-6063  11am-10pm, till 11pm Fri-Sat, clsd Sun","222 Water St","Binghamton","NY","(*),(E),(BW),(WC)","Cafes","","Lost Dog Cafe",NA,"222 Water St, Binghamton, NY","222 water st, binghamton, ny 13901, usa","2003-NY-2296"
2003,NA,42.0899029,-75.9133705,"607/722-5138  11:30am-9pm, clsd Sun-Mon","43 S Washington St","Binghamton","NY","","Restaurants","","The Whole in the Wall",NA,"43 S Washington St, Binghamton, NY","43 s washington st, binghamton, ny 13903, usa","2003-NY-2297"
2003,NA,42.0910815,-75.9133432,"(at North), Endicott  607/785-1588","17 Washington Ave","Binghamton","NY","","Erotica","","North Street Bookshop",NA,"17 Washington Ave, Binghamton, NY","17 s washington st, binghamton, ny 13903, usa","2003-NY-2298"
2003,NA,33.5201081,-86.8080115,"(at 21st St N) 205/322-2100 also restaurant & lounge","2021 Park Pl","Birmingham","AL","(GF),(WC)","Accommodations","","The Tutweiler Wyndham",NA,"2021 Park Pl, Birmingham, AL","2021 park pl, birmingham, al 35203, usa","2003-AL-2299"
2003,NA,33.5101924,-86.7904083,"(btwn 26th & 27th) 205/326-3637 24hrs, cruise/show bar, 2 patios","2627 7th Ave S","Birmingham","AL","(M),(D),(S),(V),(WC)","Bars","","Kings Knight",NA,"2627 7th Ave S, Birmingham, AL","2627 7th ave s, birmingham, al 35233, usa","2003-AL-2300"
2003,NA,33.5212351,-86.7783524,"(btwn 37th & 38th) 205/592-3800 noon-3am, patio","3719 3rd Ave S","Birmingham","AL","(MW),(V),(WC)","Bars","","Misconceptions Tavern",NA,"3719 3rd Ave S, Birmingham, AL","3719 3rd ave s, birmingham, al 35222, usa","2003-AL-2301"
2003,NA,33.5061805,-86.7967864,"(at 7th Ave S) 205/252-0407 5pm-close, clsd Sun-Tue","710 22nd St S","Birmingham","AL","(GF),(D),(MR),(F),(E)","Nightclubs","","22nd Street Jazz Cafe",NA,"710 22nd St S, Birmingham, AL","710 22nd st s, birmingham, al 35233, usa","2003-AL-2302"
2003,NA,33.5324438,-86.7567022,"(at 51st) 205/595-5120 2pm-close, till 2am Sat, home bar of 'Steel City Centurions'","5120 5th Ave S","Birmingham","AL","(M),(NH),(D),(CW),(WC),(L)","Bars","","The Tool Box",NA,"5120 5th Ave S, Birmingham, AL","5120 5th ave s, birmingham, al 35212, usa","2003-AL-2303"
2003,NA,33.5108515,-86.7962584,"(at 5th Ave S) 205/251-4313 24hrs, 19+ Wed-Sun (nights only), patio","416 24th St S","Birmingham","AL","(M),(D),(S),(PC),(WC),(19+)","Nightclubs","","The Quest Club",NA,"416 24th St S, Birmingham, AL","416 24th st s, birmingham, al 35233, usa","2003-AL-2304"
2003,NA,33.5092764,-86.80238,"(btwn 3rd & 4th Aves S) 205/322-8338 11pm-close Fri-Sat, noon-9pm Sun, no cover Sun, also restaurant","316 20th St S","Birmingham","AL","(MW),(D),(MR),(S),(19+),(WC),($)","Nightclubs","","The Club Latroy",NA,"316 20th St S, Birmingham, AL","316 20th st s, birmingham, al 35233, usa","2003-AL-2305"
2003,NA,33.5143285,-86.8040176,"(at 21st) 205/254-3750, 888/453-3299 midnight-8am Sat only, patio","2025 Morris Ave","Birmingham","AL","(*),(GS),(D),(WC),($)","Nightclubs","","The Station",NA,"2025 Morris Ave, Birmingham, AL","2025 morris ave, birmingham, al 35203, usa","2003-AL-2306"
2003,NA,33.5005864,-86.7954871,"(at 20th St) 205/939-1400 6pm-10pm, bar from 4pm, clsd Sun-Mon","2011 11th Ave S","Birmingham","AL","(WC)","Restaurants","","Highlands Bar & Grill",NA,"2011 11th Ave S, Birmingham, AL","2011 11th ave s, birmingham, al 35205, usa","2003-AL-2307"
2003,NA,33.4271797,-86.9398119,"(at 20th) 205/324-1215 dinner, clsd Mon, cont'l/Italian, full bar","2131 7th Ave","Birmingham","AL","(WC)","Restaurants","","Anthony's",NA,"2131 7th Ave, Birmingham, AL","2131 7th ave, bessemer, al 35020, usa","2003-AL-2308"
2003,NA,33.5024875,-86.7899964,"(btwn 22nd & 23rd) 205/939-1000 lunch & dinner, clsd Sun, full bar","2240 Highland Ave","Birmingham","AL","(WC)","Restaurants","","Bottega Cafe & Restaurant",NA,"2240 Highland Ave, Birmingham, AL","2240 highland ave, birmingham, al 35205, usa","2003-AL-2309"
2003,NA,33.5425441,-86.822209,"(btwn 1st & 2nd Ave N) 205/322-6014 11am-10pm, clsd Sun, full bar","112 21st St N","Birmingham","AL","(WC)","Restaurants","","John's",NA,"112 21st St N, Birmingham, AL","21st st n, birmingham, al, usa","2003-AL-2310"
2003,NA,33.4828746,-86.7779731,"(at Hwy 280 S) 205/879-8519 11am-close","350 Hollywood Blvd","Birmingham","AL","(WC)","Restaurants","","PTs Sports Grill",NA,"350 Hollywood Blvd, Birmingham, AL","350 hollywood blvd, birmingham, al 35209, usa","2003-AL-2311"
2003,NA,33.5146704,-86.77371,"(at 39th St S) 205/591-3707 11am-10pm, til 9pm Sun, also full bar, more gay Mon","3813 Clairmont Ave S","Birmingham","AL","","Restaurants","","Silvertron Cafe",NA,"3813 Clairmont Ave S, Birmingham, AL","3813 clairmont ave, birmingham, al 35222, usa","2003-AL-2312"
2003,NA,33.5056734,-86.7968123,"205/591-4382, 205/595-4414 7pm-9pm Th only, alternative square dance club","2117 University Blvd","Birmingham","AL","","Entertainment & Recreation","","Magic City Diamonds",NA,"2117 University Blvd, Birmingham, AL","2117 university blvd, birmingham, al 35233, usa","2003-AL-2313"
2003,NA,33.505718,-86.7822175,"(at 29th St S) 205/328-0144 10am-8pm, till 5pm Sun, lgbt section, also vegetarian cafe","2827 Highland Ave","Birmingham","AL","(F),(WC)","Bookstores","","Lodestar Books",NA,"2827 Highland Ave, Birmingham, AL","2827 highland ave, birmingham, al 35205, usa","2003-AL-2314"
2003,NA,33.5162953,-86.7909213,"(in Dr Pepper Design Complex) 205/328-0868","2821 2nd Ave S","Birmingham","AL","","Entertainment & Recreation","","Terrific New Theater",NA,"2821 2nd Ave S, Birmingham, AL","2821 2nd ave s, birmingham, al 35233, usa","2003-AL-2315"
2003,NA,33.6165484,-86.6868479,"305/815-2888","1212 Centerpoint Pkwy","Birmingham","AL","","Men's Clubs","","Bodyshop",NA,"1212 Centerpoint Pkwy, Birmingham, AL","1212 center point pkwy, birmingham, al 35215, usa","2003-AL-2316"
2003,NA,33.5083291,-86.8230758,"(at 8th) 205/322-7323 24hrs","801 3rd Ave N","Birmingham","AL","(*)","Erotica","","Alabama Adult Books",NA,"801 3rd Ave N, Birmingham, AL","801 3rd ave n, birmingham, al 35203, usa","2003-AL-2317"
2003,NA,33.5264971,-86.7995177,"(at 28th St) 205/328-5525 videos arcade, booths","2731 8th Ave N","Birmingham","AL","","Erotica","","The Downtown Bookstore",NA,"2731 8th Ave N, Birmingham, AL","2731 reverend abraham woods jr boulevard, birmingham, al 35203, usa","2003-AL-2318"
2003,NA,33.5608108,-86.7298608,"(at Oporto-Madrid Blvd) 205/836-1580 24hrs, booths","7610 1st Ave N","Birmingham","AL","(*)","Erotica","","Birmingham Adult Books",NA,"7610 1st Ave N, Birmingham, AL","7610 1st ave n, birmingham, al 35206, usa","2003-AL-2319"
2003,NA,33.560853,-86.7301253,"(at 77th St) 205/836-7379 video arcade, booths","7606 1st Ave N","Birmingham","AL","","Erotica","","Pleasure Books",NA,"7606 1st Ave N, Birmingham, AL","7606 1st ave n, birmingham, al 35206, usa","2003-AL-2320"
2003,NA,33.5878074,-86.700455,"205/836-7379 video arcade, booths","9221 Todd Dr","Birmingham","AL","","Erotica","","Top Hat Cinema",NA,"9221 Todd Dr, Birmingham, AL","9221 todd ave, birmingham, al 35206, usa","2003-AL-2321"
2003,NA,33.2226738,-87.5263985,"(Hwy 31 N at Church) 256/355-3520, 800/DAYS-INN La Cabaña restaurant, Mexican, discount w/Damron mention","810 6th Ave NE","Birmingham","AL","(GF),(SW),(WC)","Accommodations","","Days Inn",NA,"810 6th Ave NE, Birmingham, AL","810 6th ave ne, tuscaloosa, al 35404, usa","2003-AL-2322"
2003,NA,33.2226738,-87.5263985,"(btwn Lafayette & Walnut) 256/355-2871 24hrs, popular after-hrs","710 6th Ave NE","Birmingham","AL","","Restaurants","","The Waffle House",NA,"710 6th Ave NE, Birmingham, AL","710 6th ave ne, tuscaloosa, al 35404, usa","2003-AL-2323"
2003,NA,31.4485895,-109.9133583,"520/432-5578 10am-1am, live bands Fri-Sat","36 Brewery Gulch Ave","Bisbee","AZ","(GF)","Bars","","St Elmo's",NA,"36 Brewery Gulch Ave, Bisbee, AZ","36 brewery gulch, bisbee, az 85603, usa","2003-AZ-2324"
2003,NA,31.4477347,-109.9331366,"(at Tombstone Canyon Rd), Bisbee 520/432-1307 secluded 1-bdrm guest house, full brkfst, hot tub","53 Spring Canyon","Bisbee","AZ","(GS),(GO)","Accommodations","","The Tree House",NA,"53 Spring Canyon, Bisbee, AZ","53 spring canyon rd, bisbee, az 85603, usa","2003-AZ-2325"
2003,NA,37.3613936,-118.395236,"(at Hwy 395) 760/873-4912","192 Short S","Bishop","CA","(GF),(SW)","Accommodations","","Starlite Motel",NA,"192 Short S, Bishop, CA","bishop, ca 93514, usa","2003-CA-2326"
2003,NA,48.9938379,-122.751932,"360/332-6964","715 Peace Portal Dr","Blaine","WA","(AYOR)","Erotica","","Blaine Bookstore",NA,"715 Peace Portal Dr, Blaine, WA","715 peace portal dr, blaine, wa 98230, usa","2003-WA-2327"
2003,NA,40.4810211,-88.9939716,"(at Jefferson) 309/829-2278 4pm-1am, till 2am Fri-Sat, from 8pm wknds","316 N Main St","Bloomington","IL","(MW),(D),(WC)","Bars","","Bistro",NA,"316 N Main St, Bloomington, IL","316 n main st, bloomington, il 61701, usa","2003-IL-2328"
2003,NA,40.4945637,-88.9946124,"(at Division) 309/827-9279 24hrs","1506 N Main","Bloomington","IL","","Erotica","","Risque's",NA,"1506 N Main, Bloomington, IL","1506 n main st, bloomington, il 61701, usa","2003-IL-2329"
2003,NA,39.162348,-86.5337887,"(btwn 2nd & 4th) 812/332-0033 5pm-3am, patio","414 S Walnut","Bloomington","IN","(MW),(NH),(WC)","Bars","","The Other Bar",NA,"414 S Walnut, Bloomington, IN","414 s walnut st, bloomington, in 47401, usa","2003-IN-2330"
2003,NA,39.1856489,-86.5361808,"812/334-3252, 800/465-4329 sauna","1710 Kinser Pike","Bloomington","IN","(GF),(SW),(WC)","Accommodations","","Holiday Inn Bloomington",NA,"1710 Kinser Pike, Bloomington, IN","1710 n kinser pike, bloomington, in 47404, usa","2003-IN-2331"
2003,NA,39.1705275,-86.5357316,"(at 9th) 812/331-0060 4pm-3am, till midnight Sun, patio","502 N Morton","Bloomington","IN","(MW),(NH)","Bars","","Uncle Elizabeth's",NA,"502 N Morton, Bloomington, IN","502 n morton st, bloomington, in 47404, usa","2003-IN-2332"
2003,NA,39.1653947,-86.5345829,"(at 4th St) 812/334-3232 8pm-3am, clsd Sun","201 S College St","Bloomington","IN","(MW),(D),(K),(S)","Nightclubs","","Bullwinkle's",NA,"201 S College St, Bloomington, IN","201 s college ave, bloomington, in 47404, usa","2003-IN-2333"
2003,NA,39.1667958,-86.5333201,"812/336-2303 7am-10pm, ill 4pm wknds","49 E Kirkwood","Bloomington","IN","(MW)","Restaurants","","Village Deli",NA,"49 E Kirkwood, Bloomington, IN","49 e kirkwood ave, bloomington, in 47408, usa","2003-IN-2334"
2003,NA,39.1662945,-86.5330054,"(at Walnut) 812/339-0734 10:30am-6pm, till 9pm Fri, noon-5pm Sun, clothing, drums, incense, gifts, etc","108 E Kirkwood Ave","Bloomington","IN","(WC)","Retail Shops","","Athena Gallery",NA,"108 E Kirkwood Ave, Bloomington, IN","108 e kirkwood ave, bloomington, in 47408, usa","2003-IN-2335"
2003,NA,39.1657219,-86.5354265,"812/334-3567 10am-6pm, noon-5pm Sun, clsd Mon, antiques mall","212 W 4th St","Bloomington","IN","(GO)","Retail Shops","","Fourth Street Emporium",NA,"212 W 4th St, Bloomington, IN","212 w 4th st, bloomington, in 47404, usa","2003-IN-2336"
2003,NA,39.1761268,-86.5352457,"(at 14th) 812/332-5160 24hrs","1013 N College Ave","Bloomington","IN","","Erotica","","College Ave Bookstore",NA,"1013 N College Ave, Bloomington, IN","1013 n college ave, bloomington, in 47404, usa","2003-IN-2337"
2003,NA,36.1316946,-81.6793712,"828/295-4141, 800/962-9955  historic 1920s house, full brkfst","144 Pine St","Blowing Rock","NC","(GS),(WC),(GO)","Accommodations","","Stone Pillar B&B",NA,"144 Pine St, Blowing Rock, NC","144 pine st, boone, nc 28607, usa","2003-NC-2338"
2003,NA,41.6546289,-87.680322,"(at Grove) 708/597-8379 8pm-2am, till 3am Fri-Sat, from 4pm Sun","13126 S Western","Blue Island","IL","(MW),(NH),(TG),(S),(WC)","Nightclubs","","The Edge",NA,"13126 S Western, Blue Island, IL","13126 s western ave, blue island, il 60406, usa","2003-IL-2339"
2003,NA,44.156032,-122.3390792,"541/822-3258, 800/250-1812  Victorian B&B, 40 miles E of Eugene, full brkfst","91241 Blue River Rd","Blue River","OR","(GS),(NS),(GO)","Accommodations","","River's Edge Inn",NA,"91241 Blue River Rd, Blue River, OR","91241 blue river rd, blue river, or 97413, usa","2003-OR-2340"
2003,NA,37.2693537,-81.2198714,"","714 Raleigh St","Bluefield","WV","(M),(D),(S)","Nightclubs","","The Zodiac Club",NA,"714 Raleigh St, Bluefield, WV","714 raleigh st, bluefield, wv 24701, usa","2003-WV-2341"
2003,NA,26.3616209,-80.1532388,"(btwn Glades & Palmetto) 561/482-9770 10pm Th only, go-go boys","21065 Powerline Rd","Boca Raton","FL","(M),(D),(DS),(S)","Nightclubs","206","The Male Box @ Aqua Lounge",NA,"21065 Powerline Rd, Boca Raton, FL","21065 powerline rd, boca raton, fl 33433, usa","2003-FL-2342"
2003,NA,43.6298673,-116.2242339,"(at Jordan) 208/336-3870 volunteer staff, 24hr info line","919 N 27th St","Boise","ID","","Info Lines & Services","","The Community Center",NA,"919 N 27th St, Boise, ID","919 n 27th st, boise, id 83702, usa","2003-ID-2343"
2003,NA,43.6162787,-116.2088279,"(at 11th) 208/333-0074 4pm-close, 3pm-2am wknds, fetish nights 1st Fri","1108 Front St","Boise","ID","(M),(NH)","Bars","","The Locker Room",NA,"1108 Front St, Boise, ID","1108 w front st, boise, id 83702, usa","2003-ID-2344"
2003,NA,43.613569,-116.2076414,"(at Myrtle) 208/342-5446 10am-2am","415 S 9th","Boise","ID","(MW),(D),(S)","Nightclubs","","Emerald City Club",NA,"415 S 9th, Boise, ID","415 s 9th st, boise, id 83702, usa","2003-ID-2345"
2003,NA,43.616144,-116.202779,"(at Idaho) 208/336-1313 2pm-2am, theme parties","180 N 8th St","Boise","ID","(*),(GS),(D),(WC),(GO)","Nightclubs","","The Balcony Club",NA,"180 N 8th St, Boise, ID","180 n 8th st, boise, id 83702, usa","2003-ID-2346"
2003,NA,43.6148614,-116.1992672,"(At 5th St) 208/345-4320 6:30am-10pm, til 11pm Fri-Sat, 7:30am-6pm Sun","500 W Idaho","Boise","ID","(E)","Cafes","","Flying M Coffeehouse",NA,"500 W Idaho, Boise, ID","500 w idaho st, boise, id 83702, usa","2003-ID-2347"
2003,NA,43.6164408,-116.2082653,"(btwn Front & Grove) 208/342-5940 10am-8pm Mon-Sat, clsd Sun","213 S 11th St","Boise","ID","","Cafes","","Cyber Station",NA,"213 S 11th St, Boise, ID","213 s 11th st, boise, id 83702, usa","2003-ID-2348"
2003,NA,43.6131389,-116.2063268,"(across from 8th St Marketplace) 208/345-0452 brkfst, lunch & dinner, til 3pm Sun-Mon, organic","409 S 8th","Boise","ID","(E),(BW)","Restaurants","","The Klatsch",NA,"409 S 8th, Boise, ID","foster building, 409 s 8th st, boise, id 83702, usa","2003-ID-2349"
2003,NA,43.6111082,-116.2050664,"208/342-4288 opens 4pm, from noon wknds, 4 movie theaters, patio","646 Fulton St","Boise","ID","(F),(E),(BW),(WC)","Entertainment & Recreation","","Flicks & Rick's Cafe American",NA,"646 Fulton St, Boise, ID","646 w fulton st, boise, id 83702, usa","2003-ID-2350"
2003,NA,43.618147,-116.2065665,"(btwn W Idaho & Main) 208/336-5034 11am-7pm, till 6pm Sat, noon-5pm Sun, sassy stuff","113 N 11th St","Boise","ID","(WC)","Retail Shops","","Form",NA,"113 N 11th St, Boise, ID","113 n 11th st, boise, id 83702, usa","2003-ID-2351"
2003,NA,43.6182004,-116.2069026,"(at 11th) 208/344-5383 6:30am-10pm, 9am-7pm Sun, gifts, also cafe","1101 Idaho St","Boise","ID","","Retail Shops","","The Edge",NA,"1101 Idaho St, Boise, ID","1101 w idaho st, boise, id 83702, usa","2003-ID-2352"
2003,NA,43.6087473,-116.2432423,"208/433-1161 toys, videos","424 N Orchard","Boise","ID","","Erotica","","Pleasure Boutique",NA,"424 N Orchard, Boise, ID","424 n orchard st, boise, id 83706, usa","2003-ID-2353"
2003,NA,40.9039507,-74.4062796,"(off Wahington)  973/263-4000  11:30am-2am, from 4pm wknds, CW Tue","202 Myrtle Ave","Boonton","NJ","(MW),(D),(CW),(F),(S)","Nightclubs","","Connexions",NA,"202 Myrtle Ave, Boonton, NJ","202 myrtle ave, boonton, nj 07005, usa","2003-NJ-2354"
2003,NA,38.9352878,-92.7457574,"660/882-9426  24hrs","17701 Old Five Dr","Boonville","MO","","Erotica","","Passions LLC",NA,"17701 Old Five Dr, Boonville, MO","17701 old 5 dr, boonville, mo 65233, usa","2003-MO-2355"
2003,NA,43.8518844,-69.6279309,"207/633-7226 seasonal, lunch & dinner, bistro","4 Townsend Ave","Boothbay Harbor","ME","","Restaurants","","The Vault",NA,"4 Townsend Ave, Boothbay Harbor, ME","4 townsend ave, boothbay harbor, me 04538, usa","2003-ME-2356"
2003,NA,43.849135,-69.6325357,"PO Box 663 207/633-7400, 800/791-2026 luxury oceanfront B&B","18 Eames Rd","Boothbay Harbor","ME","(GS),(NS),(GO)","Accommodations","","Sur La Mer Inn",NA,"18 Eames Rd, Boothbay Harbor, ME","18 eames st, boothbay harbor, me 04538, usa","2003-ME-2357"
2003,NA,42.3464886,-71.072402,"617/482-0408, 888/482-0408 historic townhouse in South End","82 Chandler St","Boston","MA","(GS),(NS)","Accommodations","","82 Chandler B&B",NA,"82 Chandler St, Boston, MA","82 chandler st, boston, ma 02116, usa","2003-MA-2358"
2003,NA,42.3509209,-71.0881947,"617/536-1302 residential area, minutes from Boston's heart","463 Beacon St","Boston","MA","(GF)","Accommodations","","463 Beacon St Guest House",NA,"463 Beacon St, Boston, MA","463 beacon st, boston, ma 02115, usa","2003-MA-2359"
