ID,title,description,amenityfeatures,streetaddress,type,city,state,unclearaddress,Year,uncleartype,notes,lastmodified,full.address,lon,lat,geoAddress,status
2801,Mint,(Great cocktail hour!),"(*),(YC),(PE)",504 Esplanade,Bars/Clubs,New Orleans,LA,NA,1989,NA,,6/30/2022 2:36pm,"504 Esplanade, New Orleans, LA",-90.0901101,29.9840147,"esplanade ave, new orleans, la, usa",Geocoded
2802,Mississippi River Bottom,(Patio),(PT),515 St. Philip,Bars/Clubs,New Orleans,LA,NA,1989,NA,,6/30/2022 2:36pm,"515 St. Philip, New Orleans, LA",-90.0609279,29.9595007,"515 st philip st, new orleans, la 70116, usa",Geocoded
2803,New Orleans Guest House,,(H),1118 Ursulines,Hotel,New Orleans,LA,NA,1989,NA,,6/30/2022 2:37pm,"1118 Ursulines, New Orleans, LA",-90.0660822,29.9640321,"1118 ursulines ave, new orleans, la 70116, usa",Geocoded
2804,Nine-0-Six Mazant,,"(H),(M)",906 Mazant,Hotel,New Orleans,LA,NA,1989,NA,at Burgundy,6/30/2022 2:36pm,"906 Mazant, New Orleans, LA",-90.0352966,29.9635018,"906 mazant st, new orleans, la 70117, usa",Geocoded
2805,Other Side,,"(L),(D),(*)",621 Elysian Fields,Bars/Clubs,New Orleans,LA,NA,1989,NA,,6/30/2022 2:36pm,"621 Elysian Fields, New Orleans, LA",-90.0561216,29.964127,"621 elysian fields ave, new orleans, la 70117, usa",Geocoded
2806,P-Gee's,(Marrero),(N),1302 Allo St.,Bars/Clubs,New Orleans,LA,NA,1989,NA,,6/30/2022 2:37pm,"1302 Allo St., New Orleans, LA",-90.0715323,29.9510658,"new orleans, la, usa",Geocoded
2807,Pasta Passions,,"(M),(R)",95 French Market Place,Restaurant,New Orleans,LA,NA,1989,NA,,6/30/2022 2:35pm,"95 French Market Place, New Orleans, LA",-90.0582831,29.961111,"95 french market pl, new orleans, la 70116, usa",Geocoded
2808,Petunia's,,"(M),(R),(*)",817 St. Louis,Restaurant,New Orleans,LA,NA,1989,NA,,6/30/2022 2:36pm,"817 St. Louis, New Orleans, LA",-90.0673229,29.9573461,"817 st louis st, new orleans, la 70112, usa",Geocoded
2809,Quarter Scene,,(R),900 Dumaine,Restaurant,New Orleans,LA,NA,1989,NA,at Dauphine,6/30/2022 2:36pm,"900 Dumaine, New Orleans, LA",-90.0652429,29.9608254,"900 dumaine st, new orleans, la 70116, usa",Geocoded
2810,R&R Tours,,(IGTA),1318 Ursulines,Travel Agency,New Orleans,LA,NA,1989,NA,,6/30/2022 2:37pm,"1318 Ursulines, New Orleans, LA",-90.0678704,29.9651607,"1318 ursulines ave, new orleans, la 70116, usa",Geocoded
2811,Rawhide,(Levi),"(W),(PT),(*)",740 Burgundy,Bars/Clubs,New Orleans,LA,NA,1989,NA,,6/30/2022 2:36pm,"740 Burgundy, New Orleans, LA",-90.0666934,29.9605424,"740 burgundy st, new orleans, la 70116, usa",Geocoded
2812,Refuge,"(Some YC, OC,) (Mr. Hunter's hangout)","(*),(YC),(OC),(E)",1041 Royal St.,Bars/Clubs,New Orleans,LA,NA,1989,NA,,6/30/2022 2:36pm,"1041 Royal St., New Orleans, LA",-90.0620684,29.9612335,"1041 royal st, new orleans, la 70116, usa",Geocoded
2813,Rooster,(Publication),,"704 Touro, 7016",Publication,New Orleans,LA,NA,1989,NA,,6/30/2022 2:36pm,"704 Touro, 7016, New Orleans, LA",-90.059057,29.9645671,"704 touro st #7016, new orleans, la 70116, usa",Geocoded
2814,Round Up,(Hustlers),"(RT),(PT)",819 St. Louis,Bars/Clubs,New Orleans,LA,NA,1989,NA,,6/30/2022 2:36pm,"819 St. Louis, New Orleans, LA",-90.0673594,29.9574365,"819 st louis st, new orleans, la 70112, usa",Geocoded
2815,Royal Barracks Guest House,(504)529-7269,"(B&B),(IGTA),(*)",717 Barracks St.,Hotel,New Orleans,LA,NA,1989,NA,,1/3/2023 10:41pm,"717 Barracks St., New Orleans, LA",-90.0607967,29.9631732,"717 barracks st, new orleans, la 70116, usa",Geocoded
2816,Royal St. Cafe & Pub,,(R),2513 Royal St.,Restaurant,New Orleans,LA,NA,1989,NA,,6/30/2022 2:37pm,"2513 Royal St., New Orleans, LA",-90.0514523,29.9650323,"2513 royal st, new orleans, la 70117, usa",Geocoded
2817,Second Skin Leather,,,521 St. Philip St.,Business,New Orleans,LA,NA,1989,NA,,6/30/2022 2:36pm,"521 St. Philip St., New Orleans, LA",-90.0610828,29.9594694,"521 st philip st, new orleans, la 70116, usa",Geocoded
2818,Seven Hundred Burgundy,(Levi) (Cruisy),"(W),(S),(*)",700 Burgundy,"Bars/Clubs,Cruising Areas",New Orleans,LA,NA,1989,NA,,6/30/2022 2:36pm,"700 Burgundy, New Orleans, LA",-90.0673229,29.9598306,"700 burgundy st, new orleans, la 70116, usa",Geocoded
2819,Sidney's News Stand,,,917 Decatur St.,Book Store,New Orleans,LA,NA,1989,NA,,6/30/2022 2:36pm,"917 Decatur St., New Orleans, LA",-90.0611928,29.9587946,"917 decatur st, new orleans, la 70116, usa",Geocoded
2820,Sidney's News Stand,,,1332 S. Carrolton,Book Store,New Orleans,LA,NA,1989,NA,,6/30/2022 2:37pm,"1332 S. Carrolton, New Orleans, LA",-90.1285359,29.9487337,"1332 s carrollton ave, new orleans, la 70118, usa",Geocoded
2821,Tortilla Flats,(Mexican-R),"(R),(*)",501 Esplanade,Restaurant,New Orleans,LA,NA,1989,NA,at Decatur,6/30/2022 2:36pm,"501 Esplanade, New Orleans, LA",-90.0579669,29.9622543,"501 esplanade ave, new orleans, la 70116, usa",Geocoded
2822,Twenty-six-0-One,,(N),2601 Royal St.,Bars/Clubs,New Orleans,LA,NA,1989,NA,,6/30/2022 2:37pm,"2601 Royal St., New Orleans, LA",-90.051209,29.964912,"2601 royal st, new orleans, la 70117, usa",Geocoded
2823,Ultimate Male,(Leather),,700 Burgundy,Business,New Orleans,LA,NA,1989,NA,,6/30/2022 2:36pm,"700 Burgundy, New Orleans, LA",-90.0673229,29.9598306,"700 burgundy st, new orleans, la 70116, usa",Geocoded
2824,Van Gogh's Ear,"(Card, gifts, etc.)",,909 Bourbon St.,Book Store,New Orleans,LA,NA,1989,NA,,6/30/2022 2:36pm,"909 Bourbon St., New Orleans, LA",-90.064114,29.9604995,"909 bourbon st, new orleans, la 70116, usa",Geocoded
2825,Vera Cruz,(Mexican-R),"(M),(R)",1141 Decatur,Restaurant,New Orleans,LA,NA,1989,NA,,6/30/2022 2:37pm,"1141 Decatur, New Orleans, LA",-90.0595145,29.9606926,"1141 decatur st, new orleans, la 70116, usa",Geocoded
2826,Warehouse,(Hustlers),(PT),740 Dauphine,Bars/Clubs,New Orleans,LA,NA,1989,NA,,6/30/2022 2:36pm,"740 Dauphine, New Orleans, LA",-90.0657538,29.9599669,"740 dauphine st, new orleans, la 70116, usa",Geocoded
2827,Wendel's,,"(M),(R)",1001 Esplanade,Restaurant,New Orleans,LA,NA,1989,NA,,6/30/2022 2:36pm,"1001 Esplanade, New Orleans, LA",-90.0625793,29.9655244,"1001 esplanade ave, new orleans, la 70116, usa",Geocoded
2828,Woldendale's,(Patio),"(V),(PT)",834 N. Rampart St.,Bars/Clubs,New Orleans,LA,NA,1989,NA,,6/30/2022 2:36pm,"834 N. Rampart St., New Orleans, LA",-90.066967,29.9617847,"834 n rampart st, new orleans, la 70116, usa",Geocoded
2829,Ziggy's,,(S),718 N. Rampart,Bars/Clubs,New Orleans,LA,NA,1989,NA,,6/30/2022 2:36pm,"718 N. Rampart, New Orleans, LA",-90.0680198,29.9606463,"718 n rampart st, new orleans, la 70116, usa",Geocoded
2830,Audubon Park,,"Cruisy Area,(AYOR)",,Cruising Areas,New Orleans,LA,checked,1989,NA,,2/10/2023 3:11pm,", LA",-90.12865,29.925597,unclear_coded_by_hand,Found
2831,Belle Promanade,(W. Bank),Cruisy Area,,Cruising Areas,New Orleans,LA,checked,1989,NA,,2/10/2023 3:11pm,", LA",-90.09842,29.879073,unclear_coded_by_hand,Found
2832,Bourbon St.,btw. Toulouse & Ursulines,Cruisy Area,,Cruising Areas,New Orleans,LA,checked,1989,NA,,3/3/2023 11:55pm,", LA",-90.069155,29.954712,unclear_coded_by_hand,General Coordinates Used
2833,City Park,,"Cruisy Area,(AYOR)",,Cruising Areas,New Orleans,LA,checked,1989,NA,,2/10/2023 3:11pm,", LA",-90.095706,30.000032,unclear_coded_by_hand,Found
2834,Corner of Royal & Ursulines,,Cruisy Area,,Cruising Areas,New Orleans,LA,checked,1989,NA,,3/3/2023 11:56pm,", LA",-90.061871,29.961231,unclear_coded_by_hand,General Coordinates Used
2835,Oakwood Shopping Center,,"Cruisy Area,(AYOR)",,Cruising Areas,New Orleans,LA,checked,1989,NA,,2/10/2023 3:11pm,", LA",-90.053547,29.911991,unclear_coded_by_hand,Found
2836,Riverwalk,,Cruisy Area,,Cruising Areas,New Orleans,LA,checked,1989,NA,,2/10/2023 3:11pm,", LA",-90.071532,29.951066,unclear_coded_by_hand,General Coordinates Used
2837,Tulane U.,Cafeteria,Cruisy Area,,Cruising Areas,New Orleans,LA,checked,1989,NA,,2/10/2023 3:13pm,", LA",-90.1202,29.939736,unclear_coded_by_hand,Found
2838,Tulane U.,Library,Cruisy Area,,Cruising Areas,New Orleans,LA,checked,1989,NA,,2/10/2023 3:13pm,", LA",-90.1202,29.939736,unclear_coded_by_hand,Found
2839,Tulane U.,Student Union,Cruisy Area,,Cruising Areas,New Orleans,LA,checked,1989,NA,,2/10/2023 3:13pm,", LA",-90.1202,29.939736,unclear_coded_by_hand,Found
2840,U.N.O,Business Admin. Bldg.,Cruisy Area,,Cruising Areas,New Orleans,LA,checked,1989,NA,,2/10/2023 3:13pm,", LA",-90.066721,30.030303,unclear_coded_by_hand,Found
2841,U.N.O,Library,Cruisy Area,,Cruising Areas,New Orleans,LA,checked,1989,NA,,2/10/2023 3:13pm,", LA",-90.067118,30.027581,unclear_coded_by_hand,Found
2842,'Rest Stop',on I-20E,Cruisy Area,,Cruising Areas,Ruston,LA,checked,1989,NA,,2/10/2023 3:13pm,", LA",-92.473759,32.531825,unclear_coded_by_hand,Found
2843,'Rest Stop',2 mi. N. on I-59 S.,Cruisy Area,,Cruising Areas,Slidell,LA,checked,1989,NA,,2/10/2023 3:13pm,", LA",-89.781174,30.275195,unclear_coded_by_hand,General Coordinates Used
2844,Union 76 Truck Plaza,,"Cruisy Area,(AYOR)",,Cruising Areas,Slidell,LA,checked,1989,NA,,2/10/2023 3:13pm,", LA",-89.751132,30.286028,unclear_coded_by_hand,Found
2845,Old Lyons House,(318)589-2903,"(M),(B&B)",1335 Horridge St.,Hotel,Vinton,LA,NA,1989,NA,,1/3/2023 10:41pm,"1335 Horridge St., Vinton, LA",-93.580765,30.1892071,"1335 horridge st, vinton, la 70668, usa",Geocoded
2846,Papa Joe's,(Disco) (Best Sat.),"(YC),(L),(R),(*)",80 Water St.,Restaurant,Augusta,ME,NA,1989,NA,,6/30/2022 2:35pm,"80 Water St., Augusta, ME",-69.7735956,44.3191249,"80 water st, augusta, me 04330, usa",Geocoded
2847,Bangor Interweave,(Bi-monthly Disco),,"P.O. Box 8008, 04401",Bars/Clubs,Bangor,ME,checked,1989,NA,,2/10/2023 3:14pm,"P.O. Box 8008, 04401, ME",-68.771226,44.801613,unclear_coded_by_hand,General Coordinates Used
2848,'Rest Stops',on I-95 S. at Herman & N. at Carmel,"Cruisy Area,(AYOR)",,Cruising Areas,Bangor,ME,checked,1989,NA,,2/10/2023 3:14pm,", ME",-68.771226,44.801613,unclear_coded_by_hand,General Coordinates Used
2849,'Rest Stop',on US 1 (Btw. Bath & Brunswick) southbound,Cruisy Area,,Cruising Areas,Brunswick,ME,checked,1989,NA,,2/10/2023 3:14pm,", ME",-69.966996,43.914016,unclear_coded_by_hand,General Coordinates Used
2850,'Rest Stop',1 mi. on US 1 (aka 'The Country Store'),Cruisy Area,,Cruising Areas,Caribou,ME,checked,1989,NA,,2/10/2023 3:14pm,", ME",-67.998036,46.864,unclear_coded_by_hand,General Coordinates Used
2851,Richard's House,(413) 624-3251,(B&B),,Bars/Clubs,Colrain,ME,checked,1989,NA,,3/3/2023 11:59pm,", ME",-72.696759,42.67314,unclear_coded_by_hand,General Coordinates Used
2852,Paris Book Store,,,297 Lisbon St.,Book Store,Lewiston,ME,NA,1989,NA,,6/30/2022 2:36pm,"297 Lisbon St., Lewiston, ME",-70.2157335,44.0937788,"297 lisbon st, lewiston, me 04240, usa",Geocoded
2853,Sportsman's Club,(Disco),"(YC),(P),(*)",2 Bates St.,Bars/Clubs,Lewiston,ME,NA,1989,NA,,6/30/2022 2:35pm,"2 Bates St., Lewiston, ME",-70.2173331,44.1018535,"2 bates st, lewiston, me 04240, usa",Geocoded
2854,'Rest Stop',on Rt. 3,Cruisy Area,,Cruising Areas,Liberty,ME,checked,1989,NA,,2/10/2023 3:14pm,", ME",-69.302651,44.389369,unclear_coded_by_hand,General Coordinates Used
2855,Admiral's Inn,(Pool),(H),Rt. 1 S. of Ogunquit,Hotel,Ogunquit,ME,checked,1989,NA,,2/10/2023 3:14pm,"Rt. 1 S. of Ogunquit, ME",-70.598622,43.246835,unclear_coded_by_hand,General Coordinates Used
2856,Arrows,,"(M),(R),(PE)",Berwick Rd.,Restaurant,Ogunquit,ME,checked,1989,NA,,2/10/2023 3:14pm,"Berwick Rd., ME",-70.621817,43.248343,unclear_coded_by_hand,Found
2857,Front Porch,(Bar & R) (Cruisy) (Cocktail hour),"(R),(*)",,"Restaurant,Cruising Areas",Ogunquit,ME,checked,1989,NA,Main St. at Ogunquit Beach Rd.,2/10/2023 3:14pm,", ME",-70.599825,43.248925,unclear_coded_by_hand,Found
2858,Gov. Wm. F. King Guest House,,"(M),(H)",89 Shore Rd.,Hotel,Ogunquit,ME,NA,1989,NA,,6/30/2022 2:35pm,"89 Shore Rd., Ogunquit, ME",-70.5973597,43.2465958,"89 shore rd, ogunquit, me 03907, usa",Geocoded
2859,Grenadier Motor Inn,,"(M),(H),(R)",64 S. Main St.,"Hotel,Restaurant",Ogunquit,ME,NA,1989,NA,,1/18/2023 10:00am,"64 S. Main St., Ogunquit, ME",-70.601725,43.2419694,"64 main st, ogunquit, me 03907, usa",Geocoded
2860,Ogonoquit House,(207)646-2967,(B&B),7 Kings Hwy,Bars/Clubs,Ogunquit,ME,NA,1989,NA,,1/3/2023 10:42pm,"7 Kings Hwy, Ogunquit, ME",-70.6024483,43.2649204,"7 kings hwy, ogunquit, me 03907, usa",Geocoded
2861,The Club,(Disco),"(V),(YC),(*)",13 Main St.,Bars/Clubs,Ogunquit,ME,NA,1989,NA,,6/30/2022 2:35pm,"13 Main St., Ogunquit, ME",-70.6018405,43.2387123,"13 main st, ogunquit, me 03907, usa",Geocoded
2862,The Inn at Tall Chimney,(207) 646-6655,"(H),(*)",37 Main St.,Hotel,Ogunquit,ME,NA,1989,NA,,6/30/2022 2:35pm,"37 Main St., Ogunquit, ME",-70.6022728,43.2401816,"37 main st, ogunquit, me 03907, usa",Geocoded
2863,Yellow Monkey Guest House,(207) 646-9056,(H),44 Main St.,Hotel,Ogunquit,ME,NA,1989,NA,,6/30/2022 2:35pm,"44 Main St., Ogunquit, ME",-70.6011625,43.2407873,"44 main st, ogunquit, me 03907, usa",Geocoded
2864,'Rest Stop',on I-95 S.,"Cruisy Area,(AYOR)",,Cruising Areas,Ogunquit,ME,checked,1989,NA,,2/10/2023 3:14pm,", ME",-70.598622,43.246835,unclear_coded_by_hand,General Coordinates Used
2865,Ogunquit Beach,(Cl. 11pm),Cruisy Area,,Cruising Areas,Ogunquit,ME,checked,1989,NA,,2/10/2023 3:14pm,", ME",-70.59172,43.25592,unclear_coded_by_hand,Found
2866,Old Orchard Beach,(AYOR-police),"Cruisy Area,(AYOR)",,Cruising Areas,Old Orchard Beach,ME,checked,1989,NA,,3/3/2023 11:57pm,", ME",-70.374117,43.515122,unclear_coded_by_hand,Found
2867,Backstreet,(Disco) (Cruisy) (Upstairs at Underground),"BYOB,(AH),(*)",3 Spring St.,"Bars/Clubs,Cruising Areas",Portland,ME,NA,1989,NA,,6/30/2022 2:35pm,"3 Spring St., Portland, ME",-70.2574098,43.6562263,"3 spring st, portland, me 04101, usa",Geocoded
2868,Blackstones,(Some OC),"(E),(R),(OC)",9 Pine St.,Restaurant,Portland,ME,NA,1989,NA,,6/30/2022 2:35pm,"9 Pine St., Portland, ME",-70.2674401,43.652584,"9 pine st, portland, me 04102, usa",Geocoded
2869,Cycles,(Some W) (Levi),"(W),(D),(*)","59 Center St,",Bars/Clubs,Portland,ME,NA,1989,NA,,6/30/2022 2:35pm,"59 Center St,, Portland, ME",-70.2574966,43.6553081,"59 center st, portland, me 04101, usa",Geocoded
2870,Entrenous,,(L),117 Spring St.,Bars/Clubs,Portland,ME,NA,1989,NA,,6/30/2022 2:35pm,"117 Spring St., Portland, ME",-70.2624351,43.6529547,"117 spring st, portland, me 04101, usa",Geocoded
2871,Gay & Lesbian Alliance,(207) 780-4085,,,Organization,Portland,ME,checked,1989,NA,,2/10/2023 5:34pm,", ME",-70.256819,43.659099,unclear_coded_by_hand,General Coordinates Used
2872,Our Paper,(Publication),,"P.O. Box 10774, 04104",Publication,Portland,ME,checked,1989,NA,,3/3/2023 11:59pm,"P.O. Box 10774, 04104, ME",-70.256819,43.659099,unclear_coded_by_hand,General Coordinates Used
2873,Underground,(Disco) (Some L),"(*),(YC),(L),(E)",3 Spring St.,Bars/Clubs,Portland,ME,NA,1989,NA,,6/30/2022 2:35pm,"3 Spring St., Portland, ME",-70.2574098,43.6562263,"3 spring st, portland, me 04101, usa",Geocoded
2874,Woodford Cafe,,"(M),(R),(E)",119 Spring St.,Restaurant,Portland,ME,NA,1989,NA,,6/30/2022 2:35pm,"119 Spring St., Portland, ME",-70.2623464,43.6528547,"119 spring st, portland, me 04101, usa",Geocoded
2875,State Theater II,,Cruisy Area,,Cruising Areas,Portland,ME,checked,1989,NA,,2/10/2023 5:34pm,", ME",-70.263684,43.653982,unclear_coded_by_hand,Found
2876,The oaks,off Park Ave.,"Cruisy Area,(AYOR)",,Cruising Areas,Portland,ME,checked,1989,NA,,2/10/2023 5:34pm,", ME",-70.272969,43.656371,unclear_coded_by_hand,Found
2877,'Rest Stop',on Rt. 3,Cruisy Area,,Cruising Areas,South China,ME,checked,1989,NA,,2/10/2023 5:35pm,", ME",-69.570923,44.394979,unclear_coded_by_hand,General Coordinates Used
2878,Pricilla's Book Store,,,18 Water St.,Book Store,Waterville,ME,NA,1989,NA,,6/30/2022 2:35pm,"18 Water St., Waterville, ME",-69.6322093,44.545024,"18 water st, waterville, me 04901, usa",Geocoded
2879,Treasure Chest II Bookstore,,,25 College Ave.,Book Store,Waterville,ME,NA,1989,NA,,6/30/2022 2:35pm,"25 College Ave., Waterville, ME",-69.6233793,44.5665982,"25 college ave, waterville, me 04901, usa",Geocoded
2880,Buccaneer Motel,,"(M),(H)",US HWY 1,Hotel,Wells,ME,checked,1989,NA,,2/10/2023 5:35pm,"US HWY 1, ME",-70.580521,43.322233,unclear_coded_by_hand,General Coordinates Used
2881,Annapolis Gay People,(301) 267-6238,,"P.O. Box 3040, 21403",Organization,Annapolis,MD,checked,1989,NA,,2/10/2023 5:35pm,"P.O. Box 3040, 21403, MD",-76.492183,38.978445,unclear_coded_by_hand,General Coordinates Used
2882,Little Campus Inn,,"(R),(M)",63 Maryland Ave.,Restaurant,Annapolis,MD,NA,1989,NA,,6/30/2022 2:35pm,"63 Maryland Ave., Annapolis, MD",-76.4897218,38.9796937,"63 maryland ave, annapolis, md 21401, usa",Geocoded
2883,Admiral's Cup,(Fells Pr.),"(M),(R),(PE)",1645 Thames St.,Restaurant,Baltimore,MD,NA,1989,NA,,6/30/2022 2:37pm,"1645 Thames St., Baltimore, MD",-76.593344,39.281609,"1645 thames st, baltimore, md 21231, usa",Geocoded
2884,Allegro,(Piano bar),(N),1101 Cathedral,Bars/Clubs,Baltimore,MD,NA,1989,NA,,6/30/2022 2:36pm,"1101 Cathedral, Baltimore, MD",-76.6179732,39.3018921,"1101 cathedral st, baltimore, md 21201, usa",Geocoded
2885,Atlantis,(Go go boys),,615 Fallsway,Bars/Clubs,Baltimore,MD,NA,1989,NA,,6/30/2022 2:36pm,"615 Fallsway, Baltimore, MD",-76.6100968,39.2975478,"615 fallsway, baltimore, md 21202, usa",Geocoded
2886,BWMT,(301) 222-9386,,,Organization,Baltimore,MD,checked,1989,NA,,2/10/2023 5:36pm,", MD",-76.612189,39.290385,unclear_coded_by_hand,General Coordinates Used
2887,Bernie's Speakeasy,(Cruisy) (Fells Pt.),(OC),1735 Bank St.,"Bars/Clubs,Cruising Areas",Baltimore,MD,NA,1989,NA,,6/30/2022 2:37pm,"1735 Bank St., Baltimore, MD",-76.5920395,39.286497,"1735 bank st, baltimore, md 21231, usa",Geocoded
2888,Cignals,(Disco) (AH-best),"(*),(YC),BYOB,(AH)",,Bars/Clubs,Baltimore,MD,checked,1989,NA,Lafayette btw. Charles & St. Paul,2/10/2023 5:36pm,", MD",-76.612189,39.290385,unclear_coded_by_hand,General Coordinates Used
2889,Club Mitchell,,"(L),(D),(PT)",1003 E. Pratt,Bars/Clubs,Baltimore,MD,NA,1989,NA,,6/30/2022 2:36pm,"1003 E. Pratt, Baltimore, MD",-76.6012738,39.2878786,"1003 e pratt st, baltimore, md 21202, usa",Geocoded
2890,Connections,(Telephone intro. service) 976-1990,,,Community Center/Support Group,Baltimore,MD,checked,1989,NA,,3/3/2023 11:59pm,", MD",-76.612189,39.290385,unclear_coded_by_hand,General Coordinates Used
2891,Crows Nest,(Some L),"(L),(D)",,Bars/Clubs,Baltimore,MD,checked,1989,NA,Lucerne & Hudson,2/10/2023 5:36pm,", MD",-76.612189,39.290385,unclear_coded_by_hand,General Coordinates Used
2892,Dignity,"P.O. Box 1243, 21203",,,Religious Institution,Baltimore,MD,checked,1989,NA,,2/10/2023 5:36pm,", MD",-76.621818,39.308557,unclear_coded_by_hand,Found
2893,Discount Books,(Books & erotica),,3222 Greenmount Ave.,Book Store,Baltimore,MD,NA,1989,NA,,1/3/2023 10:43pm,"3222 Greenmount Ave., Baltimore, MD",-76.609748,39.3278183,"3222 greenmount ave, baltimore, md 21218, usa",Geocoded
2894,Drinkery,(Some OC),(OC),205 W. Read,Bars/Clubs,Baltimore,MD,NA,1989,NA,,6/30/2022 2:36pm,"205 W. Read, Baltimore, MD",-76.618865,39.3002449,"205 w read st, baltimore, md 21201, usa",Geocoded
2895,Fran's,(Some L),(L),2127 E. Pratt,Bars/Clubs,Baltimore,MD,NA,1989,NA,,6/30/2022 2:37pm,"2127 E. Pratt, Baltimore, MD",-76.5861851,39.2894181,"2127 e pratt st, baltimore, md 21231, usa",Geocoded
2896,G&G,,(B),4909 Edmington,Bars/Clubs,Baltimore,MD,NA,1989,NA,,6/30/2022 2:38pm,"4909 Edmington, Baltimore, MD",-76.6121893,39.2903848,"baltimore, md, usa",Geocoded
2897,Gallery,(Levi),"(SM),(W),(*)",1735 Maryland,Bars/Clubs,Baltimore,MD,NA,1989,NA,,6/30/2022 2:37pm,"1735 Maryland, Baltimore, MD",-76.6176464,39.3096234,"1735 maryland ave, baltimore, md 21201, usa",Geocoded
2898,Gay Community Center,(301)837-5445,,241 W. Chase St.,Community Center/Support Group,Baltimore,MD,NA,1989,NA,,1/3/2023 10:43pm,"241 W. Chase St., Baltimore, MD",-76.6193163,39.301413,"241 w chase st, baltimore, md 21201, usa",Geocoded
2899,Gay Switchboard,(7-11pm) (301)837-8888,,,Hotline,Baltimore,MD,checked,1989,NA,,2/10/2023 5:36pm,", MD",-76.612189,39.290385,unclear_coded_by_hand,General Coordinates Used
2900,Go West,(Levi) (Some OC) (Opens 11am) ('Loft' & 'Deck'),"(W),(OC),(*)",228 Park Ave.,Bars/Clubs,Baltimore,MD,NA,1989,NA,,6/30/2022 2:36pm,"228 Park Ave., Baltimore, MD",-76.6183121,39.292561,"228 park ave, baltimore, md 21201, usa",Geocoded
2901,Great American Melting Pot,('Grampy's') (Sun. brunch*),"(M),(R),(PE),(*)",904 N. Charles St.,Restaurant,Baltimore,MD,NA,1989,NA,,6/30/2022 2:36pm,"904 N. Charles St., Baltimore, MD",-76.616106,39.2998701,"904 n charles st, baltimore, md 21201, usa",Geocoded
2902,HERO,(AIDS Hotline) (301) 945-AIDS,,,Hotline,Baltimore,MD,checked,1989,NA,,3/4/2023 12:00am,", MD",-76.612189,39.290385,unclear_coded_by_hand,General Coordinates Used
2903,Hats,,(B),419 N. Paca,Bars/Clubs,Baltimore,MD,NA,1989,NA,,6/30/2022 2:36pm,"419 N. Paca, Baltimore, MD",-76.6223483,39.2945389,"419 n paca st, baltimore, md 21201, usa",Geocoded
2904,Hippo,(Disco) (Unisex) (Great!),"(*),(YC),(V)",1 W. Eager St,Bars/Clubs,Baltimore,MD,NA,1989,NA,at Charles,1/3/2023 10:43pm,"1 W. Eager St, Baltimore, MD",-76.6163574,39.3008418,"1 w eager st, baltimore, md 21201, usa",Geocoded
2905,Jewish Gays of Baltimore,(301)685-0736,,,Organization,Baltimore,MD,checked,1989,NA,,2/10/2023 5:37pm,", MD",-76.612189,39.290385,unclear_coded_by_hand,General Coordinates Used
2906,Kalorama Guest House,(301)728-6550,,205 W. Madison St.,Hotel,Baltimore,MD,NA,1989,NA,,6/30/2022 2:36pm,"205 W. Madison St., Baltimore, MD",-76.6189484,39.2983458,"205 w madison st, baltimore, md 21201, usa",Geocoded
2907,Lambda Rising,(Bookstore),(*),241 W. Chase St.,Book Store,Baltimore,MD,NA,1989,NA,,6/30/2022 2:36pm,"241 W. Chase St., Baltimore, MD",-76.6193163,39.301413,"241 w chase st, baltimore, md 21201, usa",Geocoded
2908,Last Stop,"(WE-AH) (Some B, L)","(WE),(AH),(B),(L)",616 Eutaw St.,Bars/Clubs,Baltimore,MD,NA,1989,NA,,6/30/2022 2:36pm,"616 Eutaw St., Baltimore, MD",-76.6215737,39.2962728,"616 n eutaw st, baltimore, md 21201, usa",Geocoded
2909,Leather Underground,(Leather goods),,136 W. Read St.,Business,Baltimore,MD,NA,1989,NA,,6/30/2022 2:35pm,"136 W. Read St., Baltimore, MD",-76.6182783,39.3002562,"136 w read st, baltimore, md 21201, usa",Geocoded
2910,Leon's,(Some OC),"(OC),(*)",870 Park Ave.,Bars/Clubs,Baltimore,MD,NA,1989,NA,,6/30/2022 2:36pm,"870 Park Ave., Baltimore, MD",-76.618865,39.3014799,"870 park ave, baltimore, md 21201, usa",Geocoded
2911,Lynn's,(Patio),,774 Washington,Bars/Clubs,Baltimore,MD,NA,1989,NA,,6/30/2022 2:36pm,"774 Washington, Baltimore, MD",-76.6127939,39.2898675,"120 e baltimore st, baltimore, md 21202, usa",Geocoded
2912,M.C.C.,,(MCC),,Religious Institution,Baltimore,MD,checked,1989,NA,27th & St. Paul,2/10/2023 5:37pm,", MD",-76.627035,39.309151,unclear_coded_by_hand,Found
2913,Men's Room,(Clothing),,202 W. Reed St.,Business,Baltimore,MD,NA,1989,NA,,6/30/2022 2:35pm,"202 W. Reed St., Baltimore, MD",-76.6125411,39.2999538,"202 e read st, baltimore, md 21202, usa",Geocoded
2914,New Port In a Storm,,(L),4330 E. Lombard,Bars/Clubs,Baltimore,MD,NA,1989,NA,,6/30/2022 2:38pm,"4330 E. Lombard, Baltimore, MD",-76.5600565,39.291875,"4330 e lombard st, baltimore, md 21224, usa",Geocoded
2915,Now Voyager,,(N),139 N. Mulberry St.,Bars/Clubs,Baltimore,MD,NA,1989,NA,,6/30/2022 2:35pm,"139 N. Mulberry St., Baltimore, MD",-76.6180415,39.2938716,"139 w mulberry st, baltimore, md 21201, usa",Geocoded
