"title","status","description","streetaddress","lat","lon","city","state","amenityfeatures","type","Year","unclear_address","notes","full.address","geoAddress"
"Emporium-","General Coordinates Used","(Stonestown)","Capwell's ",37.785587,-122.414653,"Tenderloin","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Macy's","General Coordinates Used","(Serramonte)","",37.785587,-122.414653,"Tenderloin","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"S.F. State U.","Found","","Library",37.721239,-122.478346,"Tenderloin","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"S.F. State U.","General Coordinates Used","","Creative Arts Bldg.",37.721137,-122.47655,"Tenderloin","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"San Gregorio 'BA' beach","General Coordinates Used","","S. on Hwy. 1",37.322999,-122.403308,"Tenderloin","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"M.C.C. ","Found","","10th & San Fernando",37.338896,-121.879029,"San Jose","CA","(MCC)","Religious Institution",1988,"checked","",NA,NA
"On the Scene","General Coordinates Used","(Publication) (408) 947-8466","",37.33874,-121.885252,"San Jose","CA","","Publications",1988,"checked","",NA,NA
"Alum Rock Park","Found","","",37.396039,-121.801812,"San Jose","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"St. James Square ","Found","(Late nights—W. side)","",37.338702,-121.891469,"San Jose","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"S.J. State U .","Found","","Journalism Bldg.",37.335034,-121.882662,"San Jose","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"S.J. State U .","Found","","Library",37.335691,-121.885256,"San Jose","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Sin Jose'","Found","('Hustlers')","1st St. betw. San Salvador & Santa Clara",37.334225,-121.889073,"San Jose","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Town Theatre on The Alameda","Found","(Back rows)","",37.333226,-121.914443,"San Jose","CA","Cruisy Area","Cruising Areas,Theatre",1988,"checked","",NA,NA
"Valley Fair Shopping Center","Found","","",37.325566,-121.945,"San Jose","CA","(AYOR),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Beach Rd. , then up hill before oil tanks ","General Coordinates Used","('BA')","Far end of Pirates Cove",35.282752,-120.659616,"San Luis Obispo","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Cal 'Poly'","General Coordinates Used","","Architectural Bldg.",35.305005,-120.662494,"San Luis Obispo","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Cal 'Poly'","General Coordinates Used","","Men's Gym",35.305005,-120.662494,"San Luis Obispo","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Cal 'Poly'","General Coordinates Used","","Fine Arts Bldg.",35.305005,-120.662494,"San Luis Obispo","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Diamond Cove","General Coordinates Used","","W. of Pirate's Cove & down a cliff",35.305005,-120.662494,"San Luis Obispo","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Laguna Lake Park","Found","(at dusk)","",35.269934,-120.681721,"San Luis Obispo","CA","(AYOR),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Pirates Cove 'BA' beach","Found","","left turn off Avila",35.175962,-120.715886,"San Luis Obispo","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Pismo Dunes","General Coordinates Used","","Grand Ave. to beach",35.282752,-120.659616,"San Luis Obispo","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Coyote Point","Found","","Beach & parking lot off U.S. 101 betw. San Mateo & Burlingame",37.587268,-122.319101,"San Mateo","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Hillsdale Shopping Center","Found","","",37.537876,-122.300907,"San Mateo","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"BH Tours","General Coordinates Used","","Box 28917, 92799",33.745473,-117.867653,"Santa Ana","CA","(IGTA)","Travel Service",1988,"checked","",NA,NA
"Alameda Park","Found","(Nights)","",34.428288,-119.705983,"Santa Barbara","CA","(AYOR),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Cabrillo Beach","Found","","E. of wharf",33.71101,-118.283293,"Santa Barbara","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"East Beach","Found","('BA')","",34.415256,-119.676353,"Santa Barbara","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Greyhound Depot","General Coordinates Used","Burger King","",34.420831,-119.69819,"Santa Barbara","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Hitch-hikers'","Found","(afternoons)","on US 101 nr. State St. ",34.415519,-119.693381,"Santa Barbara","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Public Library","Found","","",34.423984,-119.703324,"Santa Barbara","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Padero Lane Beach ","Found","(Summerland)","",34.41613,-119.567803,"Santa Barbara","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
" Stevens Park","Found","(Late days)","",34.450223,-119.73501,"Santa Barbara","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"UCSB   ","Found","Phelps Hall","",34.416131,-119.844643,"Santa Barbara","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"UCSB","Found","South Hall","",34.413849,-119.847592,"Santa Barbara","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"UCSB","Found","Old Gym","",34.416131,-119.844643,"Santa Barbara","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Gay Switchboard","Found","(408) GAY-2468","",36.974117,-122.030796,"Santa Cruz","CA","","Hotlines",1988,"checked","",NA,NA
"UCSC Gay/Lesbian Alliance","General Coordinates Used","(408)429-2324","",36.974117,-122.030796,"Santa Cruz","CA","(WE)","Hotlines",1988,"checked","",NA,NA
"Beer Can Beach","Found","","",36.952162,-121.882944,"Santa Cruz","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Boardwalk","Found","","",36.964292,-122.018673,"Santa Cruz","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Bonney Doon Beach","Found","","8 mi. N. on Cal. 1",36.999672,-122.181635,"Santa Cruz","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Camp St. Francis","Found","","S. of Sumner Ave.",36.945662,-121.871693,"Santa Cruz","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Cooper House","Found","","Pacific Garden Mall",36.9759,-122.025402,"Santa Cruz","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"San Lorenzo Park","Found","(Days)","",36.975235,-122.02173,"Santa Cruz","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Santa Cruz Mall","General Coordinates Used","(Hustlers)","nr. St. George Hotel",36.974117,-122.030796,"Santa Cruz","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Santa Maria Mall","Found","","",34.951508,-120.434916,"Santa Maria","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Waller Park","Found","","",34.903665,-120.44022,"Santa Maria","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"W. Cypress at Blossom","Found","","",34.953034,-120.435719,"Santa Maria","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Muscle Beach","Found","","",33.985382,-118.472509,"Santa Monica","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Pirates Cove","Found","","",35.175962,-120.715886,"Santa Monica","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Palisades Park Rose Garden","Found","","Ocean Ave. at Montana",34.022813,-118.508885,"Santa Monica","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","","US 101 N. of Malibu",34.019454,-118.491191,"Santa Monica","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Black Sand Beach","Found","(off Lookout Road)","Hwy. 101",37.82433,-122.50869,"Sausalito","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Arroyo SecoPark","Found","","",34.110648,-118.178145,"South Pasadena","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Fremont Park opp. P.O.","General Coordinates Used","","",37.957702,-121.29078,"Stockton","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Oak Park","Found","","",37.983382,-121.293016,"Stockton","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Public beach behind Jack-in-the-Box","Found","","",36.888036,-121.833211,"Sunset Beach","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Alondra Park","Found","(Best near Crenshaw & Redondo Beach Blvd.)","",33.882816,-118.339682,"Torrance","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used"," (Days—up small cliff in back)","on 1-80 E.",38.104086,-122.256637,"Vallejo","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'Rest Stop' ","General Coordinates Used","(24 hrs.)","1-80 W .",38.104086,-122.256637,"Vallejo","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Wilson Ave.","General Coordinates Used","(nights)","Fishing pier lot",38.116753,-122.270267,"Vallejo","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Gay/Lesbian Services","General Coordinates Used","(805) 656-GAYS","",34.280492,-119.29452,"Ventura","CA","","Hotlines",1988,"checked","",NA,NA
"Bates Beach ","General Coordinates Used","(bet. here & Santa Barbara)","",34.280492,-119.29452,"Ventura","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Emma Wood St. Beach","Found","","",34.29323,-119.339852,"Ventura","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Plaza Park ","Found","","",34.278382,-119.290796,"Ventura","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"The Pier","Found","(Late afternoons)","",34.275802,-119.290601,"Ventura","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Pebble Beach Park","General Coordinates Used","","",34.536218,-117.292764,"Victorville","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"7-Eleven store & lot","General Coordinates Used","","",34.536218,-117.292764,"Victorville","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'RestStop' on Hwy. 1","General Coordinates Used","","Vista Pt. nr. Mar Monte Dr. exit",36.910231,-121.756895,"Watsonville","CA","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Aspen Gay Community","General Coordinates Used","(303) 925-9249","",39.191098,-106.817539,"Aspen","CO","","Community Center/Support Group",1988,"checked","",NA,NA
"Paragon","Found","(Disco)","Hyman St. M all",39.188675,-106.81932,"Aspen","CO","(M),(D),(AYOR)","Bars/Clubs",1988,"checked","",NA,NA
"Hyman St. Mall","General Coordinates Used","","",39.191098,-106.817539,"Aspen","CO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Chataquea Park","Found","","",40.000082,-105.281954,"Boulder","CO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Pearl St. Mall","Found","","",40.017662,-105.27971,"Boulder","CO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"U. of Colo.","Found","","Psy. Bldg.",40.008677,-105.269223,"Boulder","CO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"U. of Colo.","Found","","Chem. Bldg. nr. Rm. 140",40.007579,-105.271004,"Boulder","CO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"U. of Colo.","Found","","Men's locker room at Rec. Center",40.010321,-105.269071,"Boulder","CO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Bunk House","Found","(Ski resort—guest house) (303) 453-6475 (800) 227-3040","",39.52572,-106.046361,"Breckenridge","CO","(IGTA)","Travel Service",1988,"checked","",NA,NA
"Dignity ","General Coordinates Used","(303)393-9606","",38.833882,-104.821363,"Colorado Springs","CO","","Religious Institution",1988,"checked","",NA,NA
"Gay Community Center","General Coordinates Used","","P.O. Box 574—C.S., 80901",38.833882,-104.821363,"Colorado Springs","CO","","Community Center/Support Group",1988,"checked","",NA,NA
"Gay Community Help Line","General Coordinates Used","(303) 471-4429","",38.833882,-104.821363,"Colorado Springs","CO","","Hotlines",1988,"checked","",NA,NA
"Monument Valley Park","Found","","",38.845493,-104.828681,"Colorado Springs","CO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Bed & Breakfast","General Coordinates Used","(303) 333-7822","",39.739236,-104.990251,"Denver","CO","","Hotel",1988,"checked","",NA,NA
"Denver Tavern Guild","General Coordinates Used","","P.O. Box 5414, Denver, 80215",39.739236,-104.990251,"Denver","CO","","Bars/Clubs",1988,"checked","",NA,NA
"Denver Waterworks","Found","","1443 Stout St.",39.744817,-104.994952,"Denver","CO","(S),(E)","Bars/Clubs",1988,"checked","",NA,NA
"Dignity","General Coordinates Used","","P.O. Box 2943, Denver, 80201",39.739236,-104.990251,"Denver","CO","","Religious Institution",1988,"checked","",NA,NA
"Gay & Lesbian Community Center","General Coordinates Used","(303) 831-6268","",39.739236,-104.990251,"Denver","CO","","Community Center/Support Group",1988,"checked","",NA,NA
"I.G.T.A. ","General Coordinates Used","(303)467-7117","Box 18247, 80218",39.739236,-104.990251,"Denver","CO","(IGTA)","Travel Service",1988,"checked","",NA,NA
"Ms. Adventure","General Coordinates Used","","P.O. Box 18466, 80218",39.739236,-104.990251,"Denver","CO","(IGTA)","Travel Service",1988,"checked","",NA,NA
"Out Front","General Coordinates Used","(Publication)","Box 18597, Denver 80218",39.739236,-104.990251,"Denver","CO","","Publications",1988,"checked","",NA,NA
"Trips Unlimited","General Coordinates Used","","One Broadway",39.739236,-104.990251,"Denver","CO","(IGTA)","Travel Service",1988,"checked","",NA,NA
"Berkley Park","Found","","",39.781303,-105.047859,"Denver","CO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Cheesman Park nr. pavilion","Found","","",39.733468,-104.964417,"Denver","CO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Danish World","General Coordinates Used","(Upper level arcades)","Grant & Sherman betw. 13th & 14th",39.739236,-104.990251,"Denver","CO","(RT),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"May D.&F. Store","General Coordinates Used","","Downtown",39.739236,-104.990251,"Denver","CO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"May D.&F. Store","General Coordinates Used","","Aurora Mall",39.739236,-104.990251,"Denver","CO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"16th St. Mall","Found","","",39.747692,-104.995478,"Denver","CO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Royal Host M otel","General Coordinates Used","(area around)","",39.739236,-104.990251,"Denver","CO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Stapleton Int. Airport","Found","","Mezz, level",39.760672,-104.892036,"Denver","CO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Stapleton Int. Airport","Found","","Change rooms—behind mosaic ",39.760672,-104.892036,"Denver","CO","(AYOR),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"""The Point""","General Coordinates Used","","N.W. of 1-70 & Sheridan Rd.",39.739236,-104.990251,"Denver","CO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"UCD","General Coordinates Used","(3rd floor)","East Classroom Bldg.",39.74636,-105.002342,"Denver","CO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"U of D","General Coordinates Used","(Downstairs)","Boettcher Hall",39.74636,-105.002342,"Denver","CO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"U of D","Found","","Library",39.677897,-104.961836,"Denver","CO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Diamond Belle Saloon","Found","","",37.271152,-107.881619,"Durango","CO","(M),Cruisy Area","Cruising Areas,Bars/Clubs",1988,"checked","",NA,NA
"Main Mall ","Found","(Days)","",37.272956,-107.881675,"Durango","CO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Narrow Gauge Tram Station","General Coordinates Used","","",37.27528,-107.880067,"Durango","CO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Strater Hotel","Found","","Lobby",37.271119,-107.88199,"Durango","CO","Cruisy Area","Cruising Areas,Hotel",1988,"checked","",NA,NA
"Gay & Lesbian Alliance","General Coordinates Used","(303) 491-7232","",40.58526,-105.084423,"Fort Collins","CO","","Community Center/Support Group",1988,"checked","",NA,NA
"Hawthorne & Lincoln Parks","Found","(Cl. 12 midnight)","",39.075019,-108.544832,"Grand Junction","CO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Island Grove Park","Found","","",40.438617,-104.702579,"Greeley","CO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"U. of N. Colorado","Found","","",40.40328,-104.700231,"Greeley","CO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Mineral Palace Park","Found","","",38.28112,-104.607067,"Pueblo","CO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Pueblo Mall","Found","","",38.302551,-104.608073,"Pueblo","CO","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Cyrano's","General Coordinates Used","","Vail Center",39.643324,-106.37808,"Vail","CO","(M),(D)","Bars/Clubs",1988,"checked","",NA,NA
"Sears","General Coordinates Used","(3rd floor)","Crossroads Mall",41.179226,-73.189438,"Bridgeport","CT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"St. Mary's By-the-Sea","Found","","",41.145488,-73.225326,"Bridgeport","CT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Books & Things","Found","(Peeps)","N. Main St.",41.671765,-72.94927,"Bristol","CT","","Book Store",1988,"checked","",NA,NA
"West Farms Mall","Found","","",41.722862,-72.763237,"Farmington","CT","Cruisy Area","Cruising Areas,Business",1988,"checked","",NA,NA
"Hammonasset State Beach","Found","W","Men's bath house",41.266698,-72.558421,"Hammonasset","CT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Metroline","General Coordinates Used","(Publication)","P.O. Box 31251, Hartford 06103",41.763964,-72.667475,"Hartford","CT","","Publications",1988,"checked","",NA,NA
"Shelly's Downtown Deli","Found","","Hartford Civic Center",41.768458,-72.676979,"Hartford","CT","(R)","Restaurant",1988,"checked","",NA,NA
"Bushnell Park","Found","","",41.765134,-72.679236,"Hartford","CT","(AYOR),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Civic Center","Found","","",41.768442,-72.67696,"Hartford","CT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Constitution Plaza","Found","","",41.766818,-72.67035,"Hartford","CT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Mechanic St. behind Chez Est","General Coordinates Used","","",41.763964,-72.667475,"Hartford","CT","(AYOR),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'The Dikes'—East-west service rd. off I-91 N. - Riverside Park — Ri","General Coordinates Used","","",41.763964,-72.667475,"Hartford","CT","(AYOR),Cruisy Area","Cruising Areas",1988,"checked","pg196 two entries or one?",NA,NA
"Hubbard Park","Found","","Craig Castle Tower Rd.",41.549593,-72.835625,"Meridien","CT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Milford Country News","General Coordinates Used","(Peep Shows)","Rt. 1",41.230698,-73.064036,"Milford","CT","","Book Store",1988,"checked","",NA,NA
"Charley's Harbour Guest House","Found","Last house on left (203) 572-9253","Edgemont St.",41.34972,-71.966206,"Mystic","CT","(H)","Hotel",1988,"checked","",NA,NA
"Walnut Hill Park","Found","Veterans Monument","",41.661945,-72.793227,"New Britain","CT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Dignity","General Coordinates Used","","P.O. Box 9362, N.H., 06533",41.308274,-72.927883,"New Haven","CT","","Religious Institution",1988,"checked","",NA,NA
"Gay Switchboard","General Coordinates Used","(203) 624-6869 (8-11)","",41.308274,-72.927883,"New Haven","CT","","Hotlines",1988,"checked","",NA,NA
"Chapel St. from York to Park","General Coordinates Used","","",41.308274,-72.927883,"New Haven","CT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"East Rock Park","Found","","",41.324958,-72.910252,"New Haven","CT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"McDonald's truck stops on 1-95","General Coordinates Used","(All thru Conn.)","",41.308274,-72.927883,"New Haven","CT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Yale U.","Found","","Woolsey Hall",41.311348,-72.926061,"New Haven","CT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Yale U.","Found","","Downstairs",41.311348,-72.926061,"New Haven","CT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Yale U.","Found","","Library",41.308754,-72.931879,"New Haven","CT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Crystal Mall","Found","","Waterford",41.373359,-72.139808,"New London","CT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Gray Rock Picnic Area","General Coordinates Used","(Groton)","Rt. 184",41.355654,-72.099521,"New London","CT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Ocean Park Beach","Found","","right hand side off boardwalk",41.309373,-72.098616,"New London","CT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Cove Island Beach","Found","","",41.04695,-73.505113,"Stamford","CT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Railroad Station","Found","","",41.04703,-73.542145,"Stamford","CT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Stamford Town Centre","Found","","",41.052996,-73.536958,"Stamford","CT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Birds of a Feather","General Coordinates Used","(Disco)","Plathmark Shopping Center, Banks & Meadow Sts.",41.558153,-73.051496,"Waterbury","CT","(YC),(D),(*)","Bars/Clubs",1988,"checked","",NA,NA
"Bronson Public Library","General Coordinates Used","","",41.558153,-73.051496,"Waterbury","CT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Lakewood Ponds","Found","","",41.578213,-73.024696,"Waterbury","CT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Sundance","General Coordinates Used","(Outdoors adventure society)","P.O. Box 2516, Westport 06680",41.141472,-73.357905,"Westport","CT","","Travel Service",1988,"checked","",NA,NA
"Sherwood Isle State Park","Found","(Summers)","E. beach, far end 1-95, exit 18",41.116614,-73.332136,"Westport","CT","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Nomad Village","General Coordinates Used","(Rear)(Disco)","Rt. 1, east side, 3 mi. N. in Tower Shores",38.539556,-75.055181,"Bethany Beach","DE","(D),(L)","Bars/Clubs",1988,"checked","",NA,NA
"Cafe des Arts","General Coordinates Used","","Rehoboth Ave.",38.720945,-75.076014,"Rehoboth Beach","DE","(M),(R)","Restaurant",1988,"checked","",NA,NA
"Renegade","Found","(Disco)","Hwy. 1 at Rehoboth Ave.",38.707189,-75.080788,"Rehoboth Beach","DE","(R),(YC),(H),(*),(D)","Restaurant",1988,"checked","",NA,NA
"Carpenter's Beach below S. end of boardwalk at foot of Queen St., just N. of Silver Lake","General Coordinates Used","","",38.720945,-75.076014,"Rehoboth Beach","DE","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Gay, Lesbian/AIDS Hotline In Del.","General Coordinates Used","(800) 422-0429 Out. Del (302) 655-5280","",39.744655,-75.548391,"Wilmington","DE","","Hotlines",1988,"checked","",NA,NA
"Immanuel M.C.C.","General Coordinates Used","(302) 429-0244","",39.744655,-75.548391,"Wilmington","DE","(MCC)","Religious Institution",1988,"checked","",NA,NA
"Brandywine Park","Found","","Footbridge & woods",39.758685,-75.552416,"Wilmington","DE","(AYOR),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Rest Stop on 1-95,1/2 mi. North of PA state line","General Coordinates Used","","",39.744655,-75.548391,"Wilmington","DE","(AYOR),Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"8th St. betw. Shipley & Tetnell","General Coordinates Used","","",39.752501,-75.571118,"Wilmington","DE","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Dignity ","General Coordinates Used","(Church) (202)332-2424,299-9477","",38.907192,-77.036871,"Washington","D.C.","","Religious Institution",1988,"checked","",NA,NA
"Gay Community Center","General Coordinates Used","(202) 232-7103","",38.907192,-77.036871,"Washington","D.C.","","Community Center/Support Group",1988,"checked","",NA,NA
"Gay Hotline ","General Coordinates Used","(7-llpm) (202) 833-3234","",38.907192,-77.036871,"Washington","D.C.","","Hotlines",1988,"checked","",NA,NA
"Gay Switchboard","General Coordinates Used","(202) 387-4348","",38.907192,-77.036871,"Washington","D.C.","","Hotlines",1988,"checked","",NA,NA
"'P' Street Station","Found","(Some L)","22nd & 'P' Sts. N.W.",38.909643,-77.048797,"Washington","D.C.","(R),(E),(L)","Restaurant",1988,"checked","",NA,NA
"Trio","Found","","18th & Columbia N.W.",38.92268,-77.042667,"Washington","D.C.","(M),(N),(R)","Restaurant",1988,"checked","",NA,NA
"Catholic Univ.","Found","","Caldwell Hall basement",38.935549,-77.000661,"Washington","D.C.","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Catholic Univ.","Found","","Mullen Library",38.935549,-77.000661,"Washington","D.C.","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Georgetown U.","Found","(3rd & 4th floors)","G.T. Walsh Bldg.",38.906164,-77.070162,"Washington","D.C.","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Georgetown U.","Found","","Gym",38.907878,-77.07136,"Washington","D.C.","Cruisy Area","Cruising Areas,Gym",1988,"checked","",NA,NA
"Georgetown U.","Found","","Nevils Hall",38.911264,-77.069192,"Washington","D.C.","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Geo. Washington U.","Found","","Student Center",38.899932,-77.047203,"Washington","D.C.","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"National Theatre","General Coordinates Used","(2nd floor)","",38.907192,-77.036871,"Washington","D.C.","Cruisy Area","Cruising Areas,Theatre",1988,"checked","",NA,NA
"'H' to'E'","General Coordinates Used",""," 9th St. N.W.",38.907192,-77.036871,"Washington","D.C.","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
" P' St. Beach 23rd St. & 'P' St. ","General Coordinates Used","","",38.907192,-77.036871,"Washington","D.C.","Cruisy Area,(AYOR)","Cruising Areas",1988,"checked","",NA,NA
"Park Ave. bounded by New York Ave. , 12th, 11th
& T Sts.","General Coordinates Used","(Hustlers)","",38.907192,-77.036871,"Washington","D.C.","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"'The Block'","General Coordinates Used","(Georgetown) (Late nights)","from 30th to 31st, betw. 'O' & Dumbarton",38.907192,-77.036871,"Washington","D.C.","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Woods surrounding 'P' St. Beach—""Black Forest""","General Coordinates Used","","",38.907192,-77.036871,"Washington","D.C.","Cruisy Area,(AYOR)","Cruising Areas",1988,"checked","",NA,NA
"Spanish River Park","Found","","",26.383382,-80.114047,"Boca Raton","FL","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
"Adult Books","General Coordinates Used","(14th St.)","",27.498928,-82.574819,"Bradenton","FL","Cruisy Area","Cruising Areas,Book Store",1988,"checked","",NA,NA
"Coquina Beach","Found","","",27.448333,-82.692163,"Bradenton","FL","Cruisy Area","Cruising Areas",1988,"checked","",NA,NA
