ID,title,status,description,streetaddress,lat,lon,city,state,amenityfeatures,type,Year,unclear_address,uncleartype,notes,lastmodified
2763,Moody St.,Found,,,42.648632,-71.3181,Lowell,MA,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,5/19/2022 12:46pm
2764,'Rest Stops' ,General Coordinates Used,"on I-495 (nr. Chelmsford) & Rte. 3
(N. Chelmsford)",,42.633425,-71.316172,Lowell,MA,Cruisy Area,Cruising Areas,1984,checked,,,5/19/2022 12:45pm
2767,'Rest Stop' ,General Coordinates Used,S. on Rte. 3,,42.087995,-70.744678,Marshfield-Pembroke,MA,Cruisy Area,Cruising Areas,1984,checked,,,5/19/2022 12:46pm
2770,Beachwalk ,General Coordinates Used,betw. Steamship dock & Sea View Bar - (Oak Bluffs),,41.380498,-70.645473,Martha's Vineyard,MA,Cruisy Area,Cruising Areas,1984,checked,,,5/19/2022 12:49pm
2768,The Compound ,General Coordinates Used,(Reservations essential) (617) 693-0648 ,"P.O. Box 149, West Tisbury, MA 02575",41.380498,-70.645473,Martha's Vineyard,MA,"(*),(H)",Hotel,1984,checked,,,5/19/2022 12:49pm
2769,Titticut Follies Guest House,General Coordinates Used,,"P.O. Box 389
Oak Bluffs, Mass. 02557",41.380498,-70.645473,Martha's Vineyard,MA,(H),Hotel,1984,checked,,,5/19/2022 12:49pm
2771,Swimming Hole,General Coordinates Used,at Milford Quarries opp. Rte. 495 Exit,,42.139858,-71.516305,Milford,MA,Cruisy Area,Cruising Areas,1984,checked,,,5/20/2022 12:48pm
2772,Blue Hills ,Found,Wampatuck Rd.,,42.214182,-71.093998,Milton,MA,"Cruisy Area,(*)",Cruising Areas,1984,checked,,,5/20/2022 12:47pm
2773,Club Car,Found,(Best late) Lower Main St.,,41.28347,-70.099451,Nantucket,MA,(M),Bars/Clubs,1984,checked,,,5/19/2022 12:51pm
2775,Dunes ,General Coordinates Used,west of Surfside,,41.28347,-70.099451,Nantucket,MA,Cruisy Area,Cruising Areas,1984,checked,,,5/19/2022 12:53pm
2777,Main St. Mall,General Coordinates Used,,,41.636215,-70.934205,New Bedford,MA,Cruisy Area,Cruising Areas,1984,checked,,,5/19/2022 12:57pm
2778,'Rest Stop' ,General Coordinates Used,on Hwy. 91 ,,42.32509,-72.641201,Northampton,MA,Cruisy Area,Cruising Areas,1984,checked,,,5/19/2022 2:24pm
2779,Berkshire Hilton Inn Lounge,Found,,Berkshire Common at West St.,42.453865,-73.290513,Pittsfield,MA,"(M),(OC),(*)",Bars/Clubs,1984,checked,,,5/20/2022 3:16pm
2783,Bershire Comm. College,Found,T-Room,,42.457745,-73.314339,Pittsfield,MA,Cruisy Area,Cruising Areas,1984,checked,,,5/20/2022 3:17pm
2784,Durham Mall ,Found,T-Room,,42.449833,-73.25312,Pittsfield,MA,Cruisy Area,Cruising Areas,1984,checked,,,5/20/2022 3:17pm
2780,Eagle's Nest Lounge ,Found,Holiday Inn - Lenox Rd/,,42.453865,-73.290513,Pittsfield,MA,(M),Bars/Clubs,1984,checked,,,5/20/2022 3:17pm
2785,Park Square ,Found,Old Town Hall & Church steps ,,42.448672,-73.252944,Pittsfield,MA,Cruisy Area,Cruising Areas,1984,checked,,,5/20/2022 3:17pm
2786,West River ,General Coordinates Used,Rt. 9 nr. Carrington,,42.450085,-73.245382,Pittsfield,MA,Cruisy Area,Cruising Areas,1984,checked,,,5/20/2022 3:17pm
2883,'B.A.' beach,Found,at N. Truro,,42.064946,-70.111248,Provincetown,MA,Cruisy Area,Cruising Areas,1984,checked,,,5/19/2022 1:37pm
2791,Atlantic House Hotel,Found,"(Disco) (2 adj. cruise
bars - some W & SM upstairs) Masonic, an alley off 216 Commercial St.",,42.049893,-70.188507,Provincetown,MA,"(*),(YC),(D)","Bars/Clubs,Hotel",1984,checked,,,5/19/2022 1:40pm
2792,Back Room,Found,"(Disco) (Some L,M) (See Crown & Anchor)",,42.050051,-70.187383,Provincetown,MA,"(*),(YC),(D),(L),(M)",Bars/Clubs,1984,checked,,,5/19/2022 1:41pm
2793,Back Street Bar,Found,(Disco) Gifford House,Bradford at Carver,42.049547,-70.190297,Provincetown,MA,"(R),(D),(*)","Restaurant,Bars/Clubs",1984,checked,,,5/19/2022 1:43pm
2884,Beach & bushes,Found,"behind 'Boatslip' & vicinity (AYOR-sure suicide, dozens of arrests)",,42.046798,-70.190006,Provincetown,MA,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,5/19/2022 1:44pm
2805,Chamelion,Found,"(Free adm. to Back Street with
dinners) Gifford House",Bradford & Carver,42.049547,-70.190297,Provincetown,MA,"(R),(*)",Restaurant,1984,checked,,,5/19/2022 1:46pm
2885,Commercial St.,Found,(Natch!),,42.058441,-70.178642,Provincetown,MA,Cruisy Area,Cruising Areas,1984,checked,,,5/19/2022 1:46pm
2887,Herring Cove Beach,Found,,,42.047881,-70.220304,Provincetown,MA,Cruisy Area,Cruising Areas,1984,checked,,,5/19/2022 1:50pm
2857,Provincetown Inn,Found,1 mi. W. on Commercial,,42.037252,-70.195854,Provincetown,MA,"(M),(H)",Hotel,1984,checked,,,5/19/2022 2:01pm
2889,Town Hall Square,Found,(late nights*),,42.051254,-70.187581,Provincetown,MA,"Cruisy Area,(*)",Cruising Areas,1984,checked,,,5/19/2022 2:04pm
2886,East End Beach ,General Coordinates Used,& bushes behind the Bull Pen,,42.058441,-70.178642,Provincetown,MA,Cruisy Area,Cruising Areas,1984,checked,,,5/19/2022 1:48pm
2888,Town Beach,General Coordinates Used,E. & W. ends - late at night,,42.058441,-70.178642,Provincetown,MA,Cruisy Area,Cruising Areas,1984,checked,,,5/19/2022 2:02pm
2891,'Rest Stop' ,General Coordinates Used,on Rte. I-95 - E & W ,,41.808434,-71.336997,Seekonk,MA,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,5/19/2022 2:13pm
2897,Area around the Post Office,Found,,,42.103738,-72.592921,Springfield,MA,Cruisy Area,Cruising Areas,1984,checked,,,5/18/2022 2:40pm
2898,Bay State West,Found,Mezzanine T-Room,,42.101942,-72.590914,Springfield,MA,Cruisy Area,Cruising Areas,1984,checked,,,5/18/2022 2:40pm
2900,Forest Park ,Found,King Phillip Stockade & Picnic area nr. Rec. Dept. Hdg. Bldg.,,42.072369,-72.584116,Springfield,MA,Cruisy Area,Cruising Areas,1984,checked,,,5/18/2022 2:42pm
2902,Springfield Bus Terminal,Found,,,42.106419,-72.593763,Springfield,MA,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,5/18/2022 2:47pm
2899,Downtown Mall,General Coordinates Used,T-Room,,42.101483,-72.589811,Springfield,MA,Cruisy Area,Cruising Areas,1984,checked,,,5/18/2022 2:41pm
2901,Liberty Street,General Coordinates Used,,,42.101483,-72.589811,Springfield,MA,Cruisy Area,Cruising Areas,1984,checked,,,5/18/2022 2:46pm
2903,Red Lion Inn,Found,(Downstairs) Rte. &,,42.281582,-73.312008,Stockbridge,MA,(M),Bars/Clubs,1984,checked,,,5/19/2022 2:24pm
2904,Spot Pond ,Found,Rte. 28,,42.457241,-71.095831,Stoneham,MA,Cruisy Area,Cruising Areas,1984,checked,,,5/19/2022 2:16pm
2905,'Rest Stops' ,General Coordinates Used,on Rte. I-95 E & W,,41.748162,-71.189562,Swansea,MA,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,5/19/2022 2:17pm
2907,'Rest Stop' ,General Coordinates Used,on Rte. 146,,42.077243,-71.630253,Uxbridge,MA,Cruisy Area,Cruising Areas,1984,checked,,,5/19/2022 2:18pm
2908,Black Knight,General Coordinates Used,Rte. 9,,42.259846,-72.239857,Ware,MA,"(M),(R),(WE)",Restaurant,1984,checked,,,5/19/2022 2:20pm
2909,'Rest Stop' ,General Coordinates Used,N. on Rte. 3,,42.218072,-70.941036,Weymouth,MA,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,5/19/2022 2:20pm
2920,The Block around Public Library,Found,,,42.260282,-71.800037,Worcester,MA,Cruisy Area,Cruising Areas,1984,checked,,,5/20/2022 12:05pm
2919,'Rest Stop',General Coordinates Used,on 146 S. (Uxbridge),,42.262593,-71.802293,Worcester,MA,Cruisy Area,Cruising Areas,1984,checked,,,5/20/2022 12:02pm
2918,'Rest Stop' ,General Coordinates Used,on 140 (Upton),,42.262593,-71.802293,Worcester,MA,Cruisy Area,Cruising Areas,1984,checked,,,5/20/2022 12:02pm
2917,'Rest Stop' ,General Coordinates Used,"T-Room on Rte. 12, nr. Sterling Jct.",,42.262593,-71.802293,Worcester,MA,Cruisy Area,Cruising Areas,1984,checked,,,5/20/2022 12:02pm
2916,Portland St.,General Coordinates Used,,,42.262593,-71.802293,Worcester,MA,Cruisy Area,Cruising Areas,1984,checked,,,5/20/2022 12:02pm
2921,Worcester Center ,General Coordinates Used,Basement T-Room,,42.262593,-71.802293,Worcester,MA,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,5/20/2022 12:09pm
2927,Dexter 'Rest Stop',Found,S. side of I-94 W.,,42.33837,-83.888555,Ann Arbor,MI,Cruisy Area,Cruising Areas,1984,checked,,,5/20/2022 1:08pm
2930,U. of Michigan ,Found,Mason Hall & Student Union T-Room,,42.277088,-83.739412,Ann Arbor,MI,Cruisy Area,Cruising Areas,1984,checked,,,5/20/2022 1:12pm
2928,'Rest Stop',General Coordinates Used,Northbound on U.S. 23 at 31 mile marker,,42.280826,-83.743038,Ann Arbor,MI,"Cruisy Area,(AYOR),(*)",Cruising Areas,1984,checked,,,5/20/2022 1:07pm
2929,'Rest Stop' ,General Coordinates Used,on Hwy. 23 - just S. of I-94 ,,42.280826,-83.743038,Ann Arbor,MI,Cruisy Area,Cruising Areas,1984,checked,,,5/20/2022 1:07pm
2924,Gay Hotline,General Coordinates Used,(313) 662-1977,,42.280826,-83.743038,Ann Arbor,MI,,Hotline,1984,checked,,,5/20/2022 1:08pm
2931,'Rest Stop' ,General Coordinates Used,in Vet Park on River Rd. - 3 mi. S.,,43.594468,-83.888865,Bay City,MI,Cruisy Area,Cruising Areas,1984,checked,,,5/20/2022 3:18pm
2932,'Rest Stop' ,General Coordinates Used,on I-94 Westbound,,42.204762,-83.485213,Belleville,MI,Cruisy Area,Cruising Areas,1984,checked,,,5/20/2022 3:19pm
2934,Ferris St. College,Found,Student Union & Maselink Commons (Basement T-Rooms),,43.683962,-85.485249,Big Rapids,MI,Cruisy Area,Cruising Areas,1984,checked,,,5/20/2022 1:17pm
2935,'Rest Stop' ,General Coordinates Used,8 mi. N. on US 131,,43.698078,-85.483656,Big Rapids,MI,Cruisy Area,Cruising Areas,1984,checked,,,5/20/2022 1:13pm
2937,County Park ,General Coordinates Used,T-Room - 5 mi. N. on Old U.S. 27,,43.81947,-84.768628,Clare,MI,Cruisy Area,Cruising Areas,1984,checked,,,5/20/2022 3:22pm
2943,Back Street ,Found,(Disco) (Cl. Mon-Tue) ,15606 Joy at Greenfield,42.35857,-83.199141,Detroit,MI,"(*),(YC),(D)",Bars/Clubs,1984,checked,,,5/20/2022 1:19pm
2954,Famous Door,Found,(Disco) (Closed Sun.),1256 Griswald at State,42.33338,-83.0495,Detroit,MI,"(B),(YC),(D),(*)",Bars/Clubs,1984,checked,,,5/20/2022 1:27pm
2958,Gigi's,Found,"(L-Downstairs, men upstairs) (Mon. nites ★ ((rear)",16920 W. Warren nr. Southfield,42.343646,-83.211238,Detroit,MI,"(R),(D),(L)","Restaurant,Bars/Clubs",1984,checked,,,5/20/2022 1:28pm
2964,Interchange ,Found,"(Some SM, W, FFA) (Cruisy) ",1501 Holden at Trumbull,42.363031,-83.085187,Detroit,MI,"(SM),(W),(FFA),(PT)",Cruising Areas,1984,checked,,,5/20/2022 1:28pm
2966,Lady's Love 5 West,Found,5 W. 7 Mi. Rd. at John R.,,42.432287,-83.102371,Detroit,MI,(L),Bars/Clubs,1984,checked,,,5/20/2022 2:16pm
2971,Motor City Business Forum ,Found,,"Suite 200, 17344 W. 12 Mi. Rd., Southfield, MI 48076",42.502943,-83.218699,Detroit,MI,,Organization,1984,checked,,,5/20/2022 2:18pm
2991,Palmer Park,Found,"'Chicken' Fountain, Duck Pond and Foot Paths",,42.423952,-83.113954,Detroit,MI,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,5/20/2022 2:22pm
2992,River Rouge Park,Found,,,42.310105,-83.236059,Detroit,MI,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,5/20/2022 2:23pm
2994,Westland Shopping Center,Found,(Westland),,42.340679,-83.389153,Detroit,MI,Cruisy Area,Cruising Areas,1984,checked,,,5/20/2022 2:28pm
2940,A.S.P. ,General Coordinates Used,(Business Assn.) ,"P.O. Box 568 Plymouth, MI 48170",42.331427,-83.045754,Detroit,MI,,Organization,1984,checked,,,5/20/2022 1:18pm
2953,Dignity Detroit ,General Coordinates Used,,"P.O. Box 32874, Detroit, MI 48232",42.331427,-83.045754,Detroit,MI,,Religious Institution,1984,checked,,,5/20/2022 1:26pm
2970,M.O.H.R.,General Coordinates Used,(Gay Info Line) (313) 863-7255,,42.331427,-83.045754,Detroit,MI,,Organization,1984,checked,,,5/20/2022 2:17pm
2993,Seven Mile ,General Coordinates Used,'Hustlers' - hitch-hiking on Woodward betw. 6 & 7 Mile Roads,,42.331427,-83.045754,Detroit,MI,Cruisy Area,Cruising Areas,1984,checked,,,5/20/2022 2:23pm
2998,Velvet Touch Book Store,Found,I-75 at Mt. Morris Rd.,,43.119418,-83.761804,Flint,MI,Cruisy Area,"Cruising Areas,Book Store",1984,checked,,,5/20/2022 2:32pm
2996,'Rest Stop' ,General Coordinates Used,on I-69 (West) ,,43.012527,-83.687456,Flint,MI,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,5/20/2022 2:30pm
2997,'Rest Stop' ,General Coordinates Used,"on I-75, Both N. & S.",,43.012527,-83.687456,Flint,MI,Cruisy Area,Cruising Areas,1984,checked,,,5/20/2022 2:30pm
2999,Apartment,Found,"(Some W, OC) ",6 Monroe at Fulton,42.963227,-85.673052,Grand Rapids,MI,"(W),(OC),(*)",Bars/Clubs,1984,checked,,,5/20/2022 2:38pm
3007,Veteran's Memorial Park,Found,opp. Y.M.C.A.,,42.963807,-85.666473,Grand Rapids,MI,Cruisy Area,Cruising Areas,1984,checked,,,5/20/2022 2:42pm
3006,Adult Books Stores,General Coordinates Used,,,42.96336,-85.668086,Grand Rapids,MI,Cruisy Area,"Cruising Areas,Book Store",1984,checked,,,5/20/2022 2:36pm
3009,Bunkhouse North,General Coordinates Used,"(Lounge, Sauna, Campsites, etc.) ","P.O. Box 181, Interlochen, MI 49643",44.645374,-85.767608,Interlochen,MI,(P),Hotel,1984,checked,,,5/20/2022 3:25pm
3013,Bronson Park,Found,,,42.290181,-85.586875,Kalamazoo,MI,Cruisy Area,Cruising Areas,1984,checked,,,5/20/2022 2:46pm
3014,'Rest Stop' ,General Coordinates Used,4 mi. W. on I-94,,42.291707,-85.587229,Kalamazoo,MI,Cruisy Area,Cruising Areas,1984,checked,,,5/20/2022 2:43pm
3020,M.S.U Student Union Bldg.,Found,T-Room (Upper floor),,42.701848,-84.482172,Lansing,MI,Cruisy Area,Cruising Areas,1984,checked,,,5/20/2022 2:55pm
3023,'Rest Stop' ,General Coordinates Used,on I-96 (Okemos),,42.732535,-84.555535,Lansing,MI,Cruisy Area,Cruising Areas,1984,checked,,,5/20/2022 2:55pm
3022,'Rest Stops' ,General Coordinates Used,"on Hwy. 127, 2 mi. S. of I96 (Northbound) and 1 mi. N. of Hwy 27",,42.732535,-84.555535,Lansing,MI,Cruisy Area,Cruising Areas,1984,checked,,,5/20/2022 2:55pm
3021,Pantry,General Coordinates Used,(E.Lansing),,42.736979,-84.483865,Lansing,MI,"Cruisy Area,(R),(C),(AH)",Restaurant,1984,checked,,,5/20/2022 3:27pm
3028,Shiras Park ,Found,Picnic Rocks,,46.554736,-87.38243,Marquette,MI,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 7:26am
3027,Old Marqutte Inn,General Coordinates Used,,,46.54362,-87.395371,Marquette,MI,Cruisy Area,Cruising Areas,1984,checked,,,5/21/2022 7:01am
3031,C.M.U. ,Found,Admin. Bldg. (1st floor) & I-M Bldg. (4th floor) T-Rooms,,43.591179,-84.775331,Mount Clemens,MI,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 7:36am
3032,Chipawater Park ,Found,(Summers),,43.596304,-84.792538,Mount Clemens,MI,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 7:38am
3030,Metropolitan Beach,Found,E. on Boardwalk,,42.575834,-82.801163,Mount Clemens,MI,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 7:41am
3034,Nunica Truck Stop,General Coordinates Used,Hwy. 96 ,,43.234181,-86.248392,Muskegon,MI,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,5/23/2022 7:43am
3035,Rotary Park,Found,opposite Holiday Inn,,45.217198,-85.001467,Petoskey,MI,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 7:46am
3037,Court House Block,Found,,,42.655621,-83.326739,Pontiac,MI,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 7:51am
3038,'Dog Run',General Coordinates Used,Clarkston,,42.73512,-83.419294,Pontiac,MI,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,5/23/2022 7:47am
3039,'Rest Stop' ,General Coordinates Used,S. on I-75 ,,42.638922,-83.291047,Pontiac,MI,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,5/23/2022 7:50am
3040,Lighthouse Beach,Found,,,43.00746,-82.423362,Port Huron,MI,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 7:52am
3041,Pine Grove Park,Found,,,42.988158,-82.427538,Port Huron,MI,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 7:52am
3042,Meadbrook Mall ,Found,T-Room,University Dr. at Adams,42.683292,-83.192489,Rochester,MI,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 7:55am
3043,Winchester Mall,Found,,Rochester Rd. at Avon,42.663685,-83.136017,Rochester,MI,"(YC),Cruisy Area",Cruising Areas,1984,checked,,,5/23/2022 7:56am
3045,'Rest Stop',General Coordinates Used,"on I-75, Southbound betw, Bay City and Saginaw",,43.594468,-83.888865,Saginaw,MI,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 7:58am
3046,Tennis Court,General Coordinates Used,in park by Y.M.C.A.,,43.41947,-83.950807,Saginaw,MI,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,5/23/2022 8:08am
3050,Oval Beach,Found,(Adm. chg.) 1/2 mi. N. of parking lot beyond straight beach,,42.662948,-86.216158,Saugatuck,MI,(P),Bars/Clubs,1984,checked,,,5/23/2022 8:11am
3052,Park ,Found,on Water St.,,42.657366,-86.205431,Saugatuck,MI,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 8:12am
3051,Oppisite the Coral Gables,General Coordinates Used,,,42.655025,-86.201982,Saugatuck,MI,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 8:10am
3049,Saugatuck Lodge North,General Coordinates Used,(616) 857-4269 or in Chicago (312) 929-0001,"P.O. Box 406, Saugatuck MI 49453",42.655025,-86.201982,Saugatuck,MI,,Hotel,1984,checked,,,5/23/2022 8:13am
3055,Bryant Park,Found,,,44.766703,-85.595615,Traverse City,MI,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 8:24am
3056,Westend Beach,Found,Bath House,,44.769607,-85.634675,Traverse City,MI,"Cruisy Area,(*)",Cruising Areas,1984,checked,,,5/23/2022 8:26am
3059,Oakland Mall,Found,,,42.537919,-83.110968,Troy,MI,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 8:28am
3060,SOmerset Mall,Found,,,42.563017,-83.185384,Troy,MI,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 8:29am
3061,Student Union,Found,Home Econ. & Education Buildings (T-Rooms),,42.25068,-83.624089,Ypsilanti,MI,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 8:34am
3066,Bookstores on Superior St.,Found,,,46.835379,-92.017904,Duluth,MN,,Book Store,1984,checked,,,5/23/2022 8:37am
3067,Mankato St. Gay Advsor,General Coordinates Used,(507) 389-1455,,44.163578,-93.9994,Mankato,MN,,Organization,1984,checked,,,5/23/2022 8:39am
3090,IDS Tower,Found,Indoor Mall ('Crystal Court'),,44.976119,-93.272309,Minneapolis,MN,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 10:35am
3091,Lake Calhoun Beach,Found,Calhoun Blvd. betw. 32nd & 33rd (Summers),,44.945113,-93.319936,Minneapolis,MN,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 10:37am
3093,Loring Park & Oak Grove,Found,,,44.968911,-93.286785,Minneapolis,MN,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,5/23/2022 10:38am
3094,Mississippi River Flats,Found,'B.A.' Beach E. River Rd. opp. Shriners Hospital,,44.970351,-93.23506,Minneapolis,MN,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,5/23/2022 10:40am
3092,U. of Minnesota,Found,Lesbian & Gay Community Center (Coffmann Mem. Union),,44.973089,-93.235375,Minneapolis,MN,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 10:43am
3072,Casablanca,General Coordinates Used,(Upstairs above The Gay Nineties),,44.977753,-93.265011,Minneapolis,MN,"(R),(E)",Restaurant,1984,checked,,,5/23/2022 9:17am
3075,Gay Arrow Escort Service,General Coordinates Used,(612) 822-2251,,44.977753,-93.265011,Minneapolis,MN,,Escort Services,1984,checked,,,5/23/2022 9:17am
3089,Hennepin Ave. ,General Coordinates Used,Downtown),,44.965282,-93.2885,Minneapolis,MN,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 10:04am
3096,Concordia College Library,Found,,,46.864666,-96.770094,Moorhead,MN,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 10:48am
3097,Gay/Lesbian Community Service ,General Coordinates Used,(507) 281-3265,"P.O. Box 454, Rochester, MN 55903 ",44.012122,-92.480199,Rochester,MN,,Community Centers/Support Groups,1984,checked,,,5/23/2022 10:53am
3105,Rosedale Shopping Center,Found,T-Room,,45.012843,-93.170491,Rosedale,MN,"Cruisy Area,(*)",Cruising Areas,1984,checked,,,5/23/2022 10:58am
3103,Book Store ,Found,at Dale University,,44.953703,-93.089958,St. Paul,MN,"Cruisy Area,(AYOR)","Cruising Areas,Book Store",1984,checked,,,5/23/2022 10:59am
3099,Estaban's,Found,,Grand & St. Albans,44.939934,-93.128763,St. Paul,MN,"(M),(R)",Restaurant,1984,checked,,,5/23/2022 11:07am
3104,Grand & Victoria,Found,,,44.939962,-93.136416,St. Paul,MN,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 11:09am
3106,Town Square,Found,,,44.948153,-93.094099,St. Paul,MN,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 11:11am
3107,'Rest Stop' ,General Coordinates Used,on I-55 N. (Both sides),,34.311498,-89.944257,Batesville,MS,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 11:14am
3110,Edgewater Shopping Center,Found,,,30.391775,-88.991265,Biloxi,MS,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,5/23/2022 11:19am
3112,Hiller Park,Found,,,30.409974,-88.952159,Biloxi,MS,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 11:21am
3114,Kessler A.F.B.,Found,#NAME?,,30.409416,-88.925266,Biloxi,MS,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 11:23am
3108,Le Bistro,Found,(Disco),222 Pat Harrison Ave.,30.397931,-88.927879,Biloxi,MS,"(YC),(D)",Bars/Clubs,1984,checked,,,5/23/2022 11:24am
3109,Beach Hwy. ,General Coordinates Used,betw. ,Biloxi & Gulfport,30.396032,-88.885308,Biloxi,MS,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 11:17am
3111,Gulf Coast Beach,General Coordinates Used,betw. White Horse Inn & Buena Vista Motel,,30.396032,-88.885308,Biloxi,MS,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 11:20am
3113,Howard Ave.,General Coordinates Used,('Hustlers'),,30.396032,-88.885308,Biloxi,MS,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 11:22am
3115,Peacock Lounge ,Found,Holiday Inn,US Hwy. 45 at 5th St. N.,33.50559,-88.431556,Columbus,MS,(M),Bars/Clubs,1984,checked,,,5/23/2022 11:42am
3116,'Rest Stop',General Coordinates Used,on I-20 E.,,32.364589,-89.474235,Forest,MS,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 11:42am
3118,Trailways Bus Depot,General Coordinates Used,,,30.36742,-89.092816,Gulfport,MS,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 11:45am
3120,U. of S. Miss.,Found,-Hurst Bldg. 'T-Room',,31.326312,-89.334961,Hattiesburg,MS,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 11:48am
3119,'Rest Stop' ,General Coordinates Used,on U.S. 49 S.,,31.327119,-89.290339,Hattiesburg,MS,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 11:47am
3121,'Rest Stop' ,General Coordinates Used,"on I-55, just N. of town",,34.823987,-89.993702,Hernando,MS,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 11:49am
3129,Smith Park,Found,,,32.301229,-90.183304,Jackson,MS,"Cruisy Area,(AYOR)",Cruising Areas,1984,checked,,,5/23/2022 12:21pm
3130,Holiday Inn  No. 1 Bar,Found,US 11-80 & Miss. 19,,32.350136,-88.734661,Meridian,MS,(M),"Bars/Clubs,Hotel",1984,checked,,,5/23/2022 6:42pm
3131,Le Pub,Found,Downtowner Motor Inn,11th St & 20th Ave.,32.367772,-88.698584,Meridian,MS,(M),Bars/Clubs,1984,checked,,,5/23/2022 6:43pm
3132,Trailways Bus Depot,General Coordinates Used,,,32.36431,-88.703656,Meridian,MS,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 6:43pm
3133,'Rest Stop' ,General Coordinates Used,on I-20,,32.353756,-89.654517,Morton,MS,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 6:44pm
3138,Sardis Lake Beach,Found,,,34.243949,-89.472355,Oxford,MS,Cruisy Area,Cruising Areas,1984,checked,,Coordinates are found here: https://www.recreation.gov/camping/gateways/154,5/23/2022 6:52pm
3139,U. of Miss. ,Found,"'-Main Library (Basement), Student Union (1st & 4th floor) T-Rooms & P.E. Bldg. - Pool & Lockers
",,34.364665,-89.537636,Oxford,MS,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 7:00pm
3137,'Rest Stop' ,General Coordinates Used,on I-55 just S. of Oxford-Batesville exit (Both Sides),,34.36683,-89.518635,Oxford,MS,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 6:45pm
3140,Beach Park,Found,,,30.344554,-88.534805,Pascagoula,MS,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 7:04pm
3141,Court House ,Found,Basement T-Room,,30.365632,-88.558268,Pascagoula,MS,Cruisy Area,Cruising Areas,1984,checked,,,5/23/2022 7:05pm
3142,Holiday Inn Bar,Found,Jct. Hwy. 78 & 45 N.,,34.270309,-88.716358,Tupelo,MS,(M),Bars/Clubs,1984,checked,,,5/23/2022 7:05pm
3143,Sheraton Plaza Hotel Bar,General Coordinates Used,"1 mi. N. on 45, 78",,34.257607,-88.703386,Tupelo,MS,(M),"Bars/Clubs,Hotel",1984,checked,,,5/23/2022 7:06pm
