"title","status","description","streetaddress","lat","lon","city","state","amenityfeatures","type","Year","notes","unclear_address","full.address","geoAddress"
"'Rest Stop'","Found","at N. Attleboro","Southbound ",41.944544,-71.285608,"Attleboro","MA","Cruisy Area","Cruising Areas",1981,"Assuming this is also on I-95? Entry on pg. 230",NA,NA,NA
"'Rest Stop'","Found","at Attleboro","I-95 N. ",41.944544,-71.285608,"Attleboro","MA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'L' St. Beach ","Found","","",42.328987,-71.035301,"Boston","MA","Cruisy Area,(OC)","Cruising Areas",1981,"",NA,NA,NA
"'The Block' ","Found","(Hustlers) betw. Arlington & Berkeley","Commonwealth & Marlborough",42.354125,-71.073122,"Boston","MA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Back Bay Fens ","Found","","",42.34348,-71.094564,"Boston","MA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Blue Hills","Found","(Milton)","",42.215952,-71.067605,"Boston","MA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Boston Public Library ","Found","Basement T-room(Sure suicide)(Massive arrests)","",42.349314,-71.078187,"Boston","MA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Club Regency ","Found","(See Regency Club Baths)","",42.35489,-71.05782,"Boston","MA","(*)","Bathhouses",1981,"",NA,NA,NA
"Elbow Room ","Found","","Clarendon & Chandler",42.346396,-71.073106,"Boston","MA","","Bars/Clubs",1981,"",NA,NA,NA
"Lewis Wharf","Found","","",42.363384,-71.049832,"Boston","MA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Nantasket Beach","Found","(Very M)","",42.291766,-70.87449,"Boston","MA","Cruisy Area,(M)","Cruising Areas",1981,"",NA,NA,NA
"Revere Beach","Found","(Summers)","",42.420226,-70.985881,"Boston","MA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"South Station Cinema","Found","","1 & 2 23 South St.",42.300662,-71.114712,"Boston","MA","","Theatre",1981,"",NA,NA,NA
"State Theatre ","Found","balcony","",42.352575,-71.06298,"Boston","MA","Cruisy Area","Cruising Areas,Theatre",1981,"",NA,NA,NA
"Storrow Drive","Found","The Esplanade","",42.355619,-71.078888,"Boston","MA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Harvard U. ","Found","Lamont Library T-Room","",42.372753,-71.115489,"Cambridge","MA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Bird Sanctuary","General Coordinates Used","","",42.373616,-71.109733,"Cambridge","MA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop'","General Coordinates Used","","Hwy. 91",42.266757,-72.66898,"Easthampton","MA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"City Hall ","Found","T-Room (Downstairs)","",42.582242,-71.801357,"Fitchburg","MA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Holyoke House","Found","Basement T-Room","",42.204461,-72.602703,"Holyoke","MA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Mountain Park","Found","T-Room","",42.243702,-72.631479,"Holyoke","MA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Sears Town Mall","Found","T-Room","",42.529646,-71.741193,"Leominster","MA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"T-Room ","General Coordinates Used","behind K Jewelers","",42.525091,-71.759794,"Leominster","MA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stops' ","General Coordinates Used","(nr. Chelmsford) ","I-495",42.633425,-71.316172,"Lowell","MA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stops' ","General Coordinates Used","(N . Chelmsford)","Rte. 3",42.633425,-71.316172,"Lowell","MA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Mr. Dominic's  ","Found","","34-36 Central Ave.",42.464019,-70.946862,"Lynn","MA","(D),(PT),(*)","Bars/Clubs",1981,"",NA,NA,NA
"'Rest Stop' ","General Coordinates Used","","S. on Rte. 3",42.087995,-70.744678,"Marshfield-Pembroke","MA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"The Compound ","General Coordinates Used","(Reservations essential)(617) 693-0648","P.O. Box 149, West Tisbury, MA 02575",41.380498,-70.645473,"Martha's Vineyard","MA","(H)","Hotel",1981,"City in billing address differs from listed city in pdf (Pg. 236)",NA,NA,NA
"Titticut Follies Guest House ","General Coordinates Used","","P.O. Box 389 Oak Bluffs, MA 02557",41.380498,-70.645473,"Martha's Vineyard","MA","(H)","Hotel",1981,"City in billing address differs from listed city in pdf (Pg. 236)",NA,NA,NA
"Swimming Hole ","General Coordinates Used","at Milford Quarries -opp. Rte. 495 Exit","",42.139858,-71.516305,"Milford","MA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Blue Hills ","Found","Wampatuck Rd.","",42.214182,-71.093998,"Milton","MA","(*),Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Club Car ","Found","(Best late)","Lower Main St.",41.28347,-70.099451,"Nantucket","MA","(M)","Bars/Clubs",1981,"",NA,NA,NA
"Main St. Mall","General Coordinates Used","","",41.636215,-70.934205,"New Bedford","MA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Pals Four","General Coordinates Used","","Acushnet St.",41.636215,-70.934205,"New Bedford","MA","(M),(R),(C),(AH)","Restaurant",1981,"",NA,NA,NA
"Back Door","General Coordinates Used","(Disco)(ln rear of Checkmate Lounge) ","Rte. 1",42.527873,-70.928661,"Peabody","MA","(S),(D)","Bars/Clubs",1981,"",NA,NA,NA
"Berkshire Comm. College","Found","'T-Room'","",42.457745,-73.314339,"Pittsfield","MA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Cellar ","Found","","North St.",42.47242,-73.244237,"Pittsfield","MA","(Hip),(M),(YC)","Bars/Clubs",1981,"",NA,NA,NA
"Park Square ","Found","Old Town Hall & Church steps","",42.448672,-73.252944,"Pittsfield","MA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Berkshire Hilton Inn Lounge ","General Coordinates Used","Berkshire Common ","West St.",42.450085,-73.245382,"Pittsfield","MA","(*),(OC),(M)","Bars/Clubs",1981,"",NA,NA,NA
"Durham Mall ","General Coordinates Used","'T-Room'","",42.450085,-73.245382,"Pittsfield","MA","Cruisy Area","Cruising Areas",1981,"Could this be ""Dunham"" Mall?: https://downtownpittsfield.com/2018/04/dunham-mall-residences-20-dunham-mall-pittsfield-ma-01201/ ",NA,NA,NA
"Salt & Pepper ","General Coordinates Used","(Late) ","Rte. 7 S",42.450085,-73.245382,"Pittsfield","MA","(M),(R)","Restaurant",1981,"",NA,NA,NA
"'B.A.' beach ","Found","","N. Truro",42.064946,-70.111248,"Provincetown","MA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Back Room ","Found","(Disco)(Some L, M) (See Crown & Anchor)","",42.050051,-70.187383,"Provincetown","MA","(L),(M),(*),(Hip),(YC),(D)","Bars/Clubs",1981,"(Note about ""see crown & anchor entries"" are pointing to two different addresses.) Pg. 238",NA,NA,NA
"Back Street Inn & Bar  ","Found","","Bradford at Carver",42.049547,-70.190297,"Provincetown","MA","(D),(R),(*)","Restaurant,Bars/Clubs",1981,"",NA,NA,NA
"Beach & bushes ","Found","behind 'Boatslip' & vicinity (AYOR -sure suicide, dozens of arrests)","",42.046798,-70.190006,"Provincetown","MA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Commercial St. ","Found","(Natch!)","",42.058441,-70.178642,"Provincetown","MA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Gifford House ","Found","at Carver","Bradford",42.049547,-70.190297,"Provincetown","MA","(H),(M),(R)","Hotel,Restaurant",1981,"",NA,NA,NA
"Herring Cove Beach","Found","","",42.047881,-70.220304,"Provincetown","MA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Herring Cove Beach Guest House ","Found","","",42.047881,-70.220304,"Provincetown","MA","(H),(M)","Hotel",1981,"",NA,NA,NA
"Moors Motel ","Found","","Bradford St. Ext.",42.038446,-70.198441,"Provincetown","MA","(H),(M)","Hotel",1981,"",NA,NA,NA
"Plain & Fancy","Found","(Downstairs) Com m ercial St.","Commercial St.",42.048664,-70.188871,"Provincetown","MA","(R),(M),(*)","Restaurant",1981,"",NA,NA,NA
"Vorelli's ","Found","","Commercial St.",42.049977,-70.188464,"Provincetown","MA","(M),(R)","Restaurant",1981,"",NA,NA,NA
"Weathering Heights","Found","(Bar & R) ","Shank Painter Rd.",42.051232,-70.195766,"Provincetown","MA","(R)","Restaurant,Bars/Clubs",1981,"Address found here: https://buildingprovincetown.wordpress.com/2010/01/02/68-shank-painter-road-1/",NA,NA,NA
"Dunes Motel & Apts.","General Coordinates Used","(P.O. Box 361)","Bradford St. W.",42.058441,-70.178642,"Provincetown","MA","(H)","Hotel",1981,"",NA,NA,NA
"East End Beach & bushes ","General Coordinates Used","behind the Bull Pen","",42.058441,-70.178642,"Provincetown","MA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Terrace","General Coordinates Used","","Bradford St. ",42.058441,-70.178642,"Provincetown","MA","(M),(R),(*)","Restaurant",1981,"",NA,NA,NA
"Town Beach ","General Coordinates Used","E. & W. ends - late at night","",42.058441,-70.178642,"Provincetown","MA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop'","General Coordinates Used","E & W ","Rte. 195 ",41.808434,-71.336997,"Seekonk","MA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Area around the Post Office","Found","","",42.103738,-72.592921,"Springfield","MA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Bay State West ","Found","Mezzanine T-Room","",42.101942,-72.590914,"Springfield","MA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Forest Park ","Found","King Phillip Stockade","",42.072369,-72.584116,"Springfield","MA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Gridiron St.","Found","","",42.1041,-72.59571,"Springfield","MA","Cruisy Area,(AYOR),(RT)","Cruising Areas",1981,"",NA,NA,NA
"Springfield Bus Terminal ","Found","","",42.106419,-72.593763,"Springfield","MA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop' ","General Coordinates Used","betw. Northampton & Holyoke (Mass arrests)","I-91 S.",42.101483,-72.589811,"Springfield","MA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Downtown Mall","General Coordinates Used","T-Room","",42.101483,-72.589811,"Springfield","MA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Hamden St.","General Coordinates Used","","",42.101483,-72.589811,"Springfield","MA","Cruisy Area,(AYOR),(RT)","Cruising Areas",1981,"",NA,NA,NA
"Hideaway Montgomery St.","General Coordinates Used","off Meadow (Willamansett)","",42.179259,-72.620368,"Springfield","MA","(OC),(D),(L)","Bars/Clubs",1981,"",NA,NA,NA
"Liberty Street","General Coordinates Used","","",42.101483,-72.589811,"Springfield","MA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Red Lion Inn","Found","(Downstairs) ","Rte. 7",42.281582,-73.312008,"Stockbridge","MA","(M)","Hotel",1981,"",NA,NA,NA
"Stockbridge Station ","Found","","",42.277658,-73.312896,"Stockbridge","MA","(M)","Bars/Clubs",1981,"",NA,NA,NA
"Spot Pond","Found","Turn off","Rte. 28",42.457241,-71.095831,"Stoneham","MA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stops' ","General Coordinates Used","E & W ","Rte. 195 ",41.748162,-71.189562,"Swansea","MA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Di Rocco's Cabaret ","General Coordinates Used","(Disco)(Some L) (WE*) (Rte. 3 A ) nr. New Hampshire State Line","Frost Rd. ",42.699363,-71.419956,"Tyngsboro","MA","(YC),(D),(L),(S),(WE),(*)","Bars/Clubs",1981,"",NA,NA,NA
"Black Knight ","General Coordinates Used","","Rte. 9",42.259846,-72.239857,"Ware","MA","(M),(R),(WE)","Restaurant",1981,"",NA,NA,NA
"Norumbega Rd.","Found","","Rte. 128",42.350368,-71.261535,"Weston","MA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop' ","General Coordinates Used","","N. on Rte. 3 ",42.218072,-70.941036,"Weymouth","MA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Purple Pub ","Found","(Some L) ","Spring St.",42.71044,-73.204875,"Williamstown","MA","(YC),(M),(L)","Bars/Clubs",1981,"",NA,NA,NA
"Williamstown Inn ","General Coordinates Used","(Disco -WE) ","Main St.",42.71202,-73.20369,"Williamstown","MA","(R),(H),(M),(WE)","Hotel,Bars/Clubs,Restaurant",1981,"",NA,NA,NA
"'Rest Stop' ","General Coordinates Used","T-Room nr. Sterling Jet","Rte. 2",42.262593,-71.802293,"Worcester","MA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Portland St.","General Coordinates Used","","",42.262593,-71.802293,"Worcester","MA","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Worcester Center","General Coordinates Used","Basement T-Room","",42.262593,-71.802293,"Worcester","MA","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Rock Inn ","Found","(Some L) opp. Adrian Mall","",41.897502,-84.037365,"Adrian","MI","(M),(R),(L)","Restaurant",1981,"Address found on matchbox: https://www.ebay.com/itm/144481349427",NA,NA,NA
"Dexter 'Rest Stop'","Found"," S. side of 1-94 W.","",42.33837,-83.888555,"Ann Arbor","MI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"U. of Michigan","Found","Student Union T-Rooms","",42.275127,-83.741547,"Ann Arbor","MI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop'","General Coordinates Used","at 31 mile marker","Northbound on U.S. 23",42.280826,-83.743038,"Ann Arbor","MI","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"U. of Michigan","Found","Mason Hall T-Rooms","",42.277088,-83.739412,"Belleville","MI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop'","General Coordinates Used","","194 Westbound",42.204762,-83.485213,"Belleville","MI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Ferris St. College","Found","Maselink Commons (Basement T-Rooms)","",43.68991,-85.47849,"Big Rapids","MI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Ferris St. College","Found","Student Union","",43.683962,-85.485249,"Big Rapids","MI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Three Knights Inn  ","Found","Big Rapids Motel","1010 S. State St.",43.686842,-85.484363,"Big Rapids","MI","(M),(YC),(WE)","Hotel",1981,"",NA,NA,NA
"'Rest Stop'","General Coordinates Used","8 mi. N.","US 131",43.698078,-85.483656,"Big Rapids","MI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Fairlane Shopping Center","Found","","",42.316879,-83.222841,"Detroit","MI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Northland Shopping Center","Found","(AYOR-Hidden cameras)","",42.451351,-83.204965,"Detroit","MI","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Palmer Park ","Found","'Chicken' Fountain, Duck Pond and Foot Paths","",42.423952,-83.113954,"Detroit","MI","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"River Rouge Park","Found","","",42.310105,-83.236059,"Detroit","MI","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Six Mile 'Hustlers' ","General Coordinates Used","hitch -hiking betw . 6 & 7 Mile Roads","Woodward ",42.41943,-83.027302,"Detroit","MI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop' ","General Coordinates Used","Both N. & S.","I-75",43.012527,-83.687456,"Flint","MI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Veteran's Memorial Park","Found","opp. Y.M.C.A.","",42.963807,-85.666473,"Grand Rapids","MI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stops' ","General Coordinates Used","just S. of 54th St.","Hwy. 131",42.96336,-85.668086,"Grand Rapids","MI","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Adult Book Stores","General Coordinates Used","","",42.96336,-85.668086,"Grand Rapids","MI","Cruisy Area","Cruising Areas,Book Store,Erotic Shop",1981,"",NA,NA,NA
"Area around bars ","General Coordinates Used","bounded by Division","Fulton & Ionia",42.96336,-85.668086,"Grand Rapids","MI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop' ","General Coordinates Used","8 mi. from town on (Sure suicide - massive arrests) hidden cameras!","US Hwy. 131",42.291707,-85.587229,"Kalamazoo","MI","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"M.S.U.","Found","Student Union Bldg. - T-Room","",42.701848,-84.482172,"Lansing","MI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Nu -Art Theatre ","Found","('Active back rows')","513 E. Michigan",42.73431,-84.545553,"Lansing","MI","Cruisy Area","Cruising Areas,Theatre",1981,"",NA,NA,NA
"Shiras Park ","Found","Picnic Rocks","",46.554736,-87.38243,"Marquette","MI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Heritage House ","General Coordinates Used","(Downstairs)","",46.54362,-87.395371,"Marquette","MI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Metropolitan Beach","Found","E. on Boardwalk","",42.575834,-82.801163,"Mount Clemens","MI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Sambo's  ","Found","Seaway Dr.","Hoyt ",43.18923,-86.24081,"Muskegon","MI","(M),(R),(AH),(C)","Restaurant",1981,"",NA,NA,NA
"Nunica Truck Stop","General Coordinates Used","","Hwy. 96 ",43.234181,-86.248392,"Muskegon","MI","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Rotary Park ","Found","opposite Holiday Inn","",45.217198,-85.001467,"Petoskey","MI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Mitchell St. Pub ","General Coordinates Used"," Inquire locally","",45.373343,-84.95533,"Petoskey","MI","(M)","Bars/Clubs",1981,"",NA,NA,NA
"Court House Block","Found","","",42.655621,-83.326739,"Pontiac","MI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Dog Run'","General Coordinates Used","","Clarkston",42.73512,-83.419294,"Pontiac","MI","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop'","General Coordinates Used","","S. on I-75",42.638922,-83.291047,"Pontiac","MI","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Lighthouse Beach","Found","","",43.00746,-82.423362,"Port Huron","MI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Pine Grove Park","Found","","",42.988158,-82.427538,"Port Huron","MI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Meadbrook Mall","Found","T-Room - at Adams","University Dr. ",42.683292,-83.192489,"Rochester","MI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Winchester Mall ","Found","at Avon","Rochester Rd. ",42.663685,-83.136017,"Rochester","MI","Cruisy Area,(YC)","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop' ","General Coordinates Used","betw. Bay City and Saginaw","I-75 Southbound ",43.594468,-83.888865,"Saginaw","MI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Tennis Court ","General Coordinates Used","in park by Y.M.C.A. ","",43.41947,-83.950807,"Saginaw","MI","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Oval Beach ","Found","(Adm. chg.) 1/2 mi. N. of parking lot beyond straight beach","",42.662948,-86.216158,"Saugatuck","MI","Cruisy Area,(P)","Cruising Areas",1981,"",NA,NA,NA
"Park","Found","","Water St.",42.657366,-86.205431,"Saugatuck","MI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Blue Star Inn & Campsites ","General Coordinates Used","(In need o f renovation)","Blue Star Hwy. (Hwy. 31)",42.655025,-86.201982,"Saugatuck","MI","(H)","Hotel",1981,"",NA,NA,NA
"Opposite the Coral Gables","General Coordinates Used","","",42.655025,-86.201982,"Saugatuck","MI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Saugatuck Lodges ","General Coordinates Used","(Readers report could stand a good clean-up) P.O. Box 406, Saugatuck MI 49453 (616) 857-4269 or in Chicago (312) 929-0001","Blue Star Hwy.",42.655025,-86.201982,"Saugatuck","MI","(P),(H),(*),(AH)","Hotel",1981,"",NA,NA,NA
"Bryant Park","Found","","",44.766703,-85.595615,"Traverse City","MI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Clinch Park Zoo & Marina","Found","","",44.765392,-85.618592,"Traverse City","MI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Westend Beach","Found","Bath House","",44.769607,-85.634675,"Traverse City","MI","Cruisy Area","Cruising Areas,Bathhouses",1981,"",NA,NA,NA
"Oakland Mall","Found","","",42.537919,-83.110968,"Troy","MI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Somerset Mall","Found","","",42.563017,-83.185384,"Troy","MI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Student Union ","Found","Home Econ. Building (T-Room)","",42.25068,-83.624089,"Ypsilanti","MI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Student Union ","Found","Education Buildings (T-Room)","",42.25068,-83.624089,"Ypsilanti","MI","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"G reyhound Bus Depot","General Coordinates Used","","",46.817181,-95.845325,"Detroit Lakes","MN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Manka to St. Gay Advisor ","General Coordinates Used","(507) 389-6125","",44.163578,-93.9994,"Mankato","MN","","Hotlines",1981,"",NA,NA,NA
"IDS Tower","Found","Indoor Mall ('Crystal Court')","",44.976119,-93.272309,"Minneapolis","MN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Lake Calhoun Beach ","Found","betw. 32nd & 33rd","Calhoun Blvd.",44.945113,-93.319936,"Minneapolis","MN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Loring Park & Clifton St. ","Found","","",44.966184,-93.284177,"Minneapolis","MN","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"M.C.C. ","Found","","44th & York St.",44.923334,-93.320149,"Minneapolis","MN","MCC","Religious Institution",1981,"",NA,NA,NA
"M.C.G.R. ","Found","(Social) ","111 E. Franklin",44.962264,-93.27567,"Minneapolis","MN","","Bars/Clubs",1981,"",NA,NA,NA
"Mississippi River Flats ","Found","'B.A.' Beach about 2000 block of E. River Rd. - opp. Shriners Hospital","",44.970351,-93.23506,"Minneapolis","MN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"U. of Minnesota ","Found","Lesbian & Gay Committee (Coffmann Mem . Union)","",44.973089,-93.235375,"Minneapolis","MN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Hennepin & Nicollet","General Coordinates Used","","",44.93048,-93.277916,"Minneapolis","MN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Concordia College Library","Found","","",46.864666,-96.770094,"Moorhead","MN","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Great Northwest Logging Co. ","General Coordinates Used","(Resort)(218) 566-1441","",47.056065,-93.916069,"Remer","MN","(H)","Hotel",1981,"",NA,NA,NA
"Lambda Friends","General Coordinates Used","","P.O. Box 454, Rochester, MN 55901",44.012122,-92.480199,"Rochester","MN","","Bars/Clubs",1981,"",NA,NA,NA
"Mantle","Found","","St. Germaine Ave.",45.561298,-94.158503,"St. Cloud","MN","(M)","Bars/Clubs",1981,"",NA,NA,NA
"Book Store ","Found","","Wabasha & Dale",44.953703,-93.089958,"St. Paul","MN","Cruisy Area,(AYOR)","Cruising Areas,Book Store",1981,"",NA,NA,NA
"Book Store ","Found","at Dale University","",44.953703,-93.089958,"St. Paul","MN","Cruisy Area","Cruising Areas,Book Store",1981,"",NA,NA,NA
"Rosedale Shopping Center","Found","T-Room (Rosedale)","",45.014605,-93.171842,"St. Paul","MN","Cruisy Area,(*)","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop'","General Coordinates Used","(Both sides)","I55 N. ",34.311498,-89.944257,"Batesville","MS","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Edgewater Shopping Center ","Found","","",30.391775,-88.991265,"Biloxi","MS","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Kessler A.F.B. ","Found","Perimeter Gates","",30.409731,-88.926226,"Biloxi","MS","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Beach Hwy.","General Coordinates Used","betw. Biloxi & Gulfport","",30.396032,-88.885308,"Biloxi","MS","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Gulf Coast Beach ","General Coordinates Used","betw. White Horse Inn & Buena Vista Motel","",30.396032,-88.885308,"Biloxi","MS","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Howard Ave. ","General Coordinates Used","('Hustlers')","",30.396032,-88.885308,"Biloxi","MS","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Peacock Lounge ","General Coordinates Used","Holiday Inn US Hwy. 45 at 5th St. N.","",33.495674,-88.427263,"Columbus","MS","(M)","Bars/Clubs",1981,"",NA,NA,NA
"'Rest Stop'","General Coordinates Used","","I-20 E.",32.364589,-89.474235,"Forest","MS","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Trailways Bus Depot","General Coordinates Used","","",30.36742,-89.092816,"Gulfport","MS","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"U. of S. Miss.","Found","Hurst Bldg. 'T-Room'","",31.326312,-89.334961,"Hattiesburg","MS","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop'","General Coordinates Used","","U.S. 49 S.",31.327119,-89.290339,"Hattiesburg","MS","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Mae's Cabaret ","Found","(Was closed - maybe reopening)","",32.301486,-90.189673,"Jackson","MS","(P),(D)","Bars/Clubs",1981,"Has moved around from several location, this is the last known location; This article seems to suggest that the bar was moved to the intersection of Farish and Capitol: https://www.jacksonfreepress.com/news/2016/jul/05/freeze-thank-you-jacks-construction-site-just-plai/ ",NA,NA,NA
"Smith Park ","Found","","",32.301229,-90.183304,"Jackson","MS","Cruisy Area,(AYOR)","Cruising Areas",1981,"",NA,NA,NA
"Holiday Inn No. 1 Bar ","Found","","US 11-80 & Miss. 19",32.350136,-88.734661,"Meridian","MS","(M)","Bars/Clubs",1981,"",NA,NA,NA
"Le Pub ","Found","Downtowner Motor Inn","20th Ave.",32.367772,-88.698584,"Meridian","MS","(M)","Bars/Clubs",1981,"",NA,NA,NA
"Le Pub ","Found","Downtowner Motor Inn","11th St. ",32.367772,-88.698584,"Meridian","MS","(M)","Bars/Clubs",1981,"",NA,NA,NA
"Trailways Bus Depot","General Coordinates Used","","",32.36431,-88.703656,"Meridian","MS","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"'Rest Stop'","General Coordinates Used","","I-20",32.353756,-89.654517,"Morton","MS","Cruisy Area","Cruising Areas",1981,"",NA,NA,NA
"Holiday Inn Bar ","Found","","Jet. Hwy. 78 & 45 N.",34.270309,-88.716358,"Tupelo","MS","(M)","Bars/Clubs",1981,"",NA,NA,NA
