ID,title,status,description,streetaddress,lat,lon,city,state,amenityfeatures,type,Year,unclearaddress,uncleartype,notes,lastmodified
1179,Strand Theatre,Found,Balcony,,37.779583,-122.412955,San Francisco,CA,Cruisy Area,"Cruising Areas,Theatre",1986,checked,,,6/18/2022 11:48am
1180,Devil's Slide ,General Coordinates Used,'BA' beach S. on Hwy. 1,,37.77493,-122.419415,San Francisco,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 11:38am
1181,Emporium-Capwell's,General Coordinates Used,T-Room—Stonestown,,37.77493,-122.419415,San Francisco,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 11:39am
1182,S.F. State U,Found,Library,,37.721365,-122.478136,San Francisco,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 11:44am
1183,S.F. State U,General Coordinates Used,Creative Arts Bldg.,,37.724149,-122.47994,San Francisco,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 11:44am
1184,San Gregorio,Found,"BA' beach—S. on Hwy. 1
",,37.322999,-122.403308,San Francisco,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 11:44am
1185,Bootrack Saloon,Found,(Cruisy) ,415 Stockton,37.335598,-121.908426,San Jose ,CA,"(W),(SM),(*)","Bars/Clubs,Cruising Areas",1986,checked,,,6/18/2022 3:39pm
1194,M.C.C.,General Coordinates Used,,,37.33874,-121.885252,San Jose ,CA,(MCC),Religious Institution,1986,checked,,10th & San Fernando,6/18/2022 3:40pm
1202,Alum Rock Park,Found,,,37.39852,-121.805568,San Jose ,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 3:39pm
1203,St. James Square,General Coordinates Used,(Late nights—W. side),,37.33874,-121.885252,San Jose ,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 3:43pm
1204,S.J. State U .,Found,Journalism Bldg. ,,37.335034,-121.882662,San Jose ,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 3:42pm
1205,S.J. State U .,Found,Library (3rd floor T-Room) ,,37.335483,-121.885,San Jose ,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 3:41pm
1206,'Sin Jose' ,General Coordinates Used,"1st St. betw. San Salvador & Santa Clara
('Hustlers')",,37.33874,-121.885252,San Jose ,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 3:28pm
1207,Town Theatre ,General Coordinates Used,on The Alameda (Back rows),,37.33874,-121.885252,San Jose ,CA,Cruisy Area,"Cruising Areas,Theatre",1986,checked,,,6/18/2022 3:43pm
1208,Valley Fair Shopping Center,General Coordinates Used,,,37.324419,-121.94658,San Jose ,CA,"Cruisy Area,(AYOR)",Cruising Areas,1986,checked,,,6/18/2022 3:44pm
1211,Beach Rd.,General Coordinates Used,"then up hill before oil tanks ('BA')—
Far end of Pirates Cove",,35.282752,-120.659616,San Luis Obispo,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 12:15pm
1212,Cal 'Poly',General Coordinates Used,Architectural Bldg. ,,35.305005,-120.662494,San Luis Obispo,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 12:17pm
1213,Cal 'Poly',General Coordinates Used,Men's Gym— T-Rooms,,35.305005,-120.662494,San Luis Obispo,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 12:17pm
1214,Diamond Cove,General Coordinates Used,"W. of Pirate's Cove &
down a sheer cliff",,35.305005,-120.662494,San Luis Obispo,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 12:20pm
1215,Laguna Lake Park,Found,at dusk,,35.269934,-120.681721,San Luis Obispo,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 12:20pm
1216,Pirates Cove 'BA' beach,Found,left turn off Avila,,35.175962,-120.715886,San Luis Obispo,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 12:20pm
1217,Pismo Dunes,General Coordinates Used,"T-Room—Grand Ave. to beach
",,35.282752,-120.659616,San Luis Obispo,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 12:21pm
1220,Coyote Point,Found,"Beach & parking lot off U.S. 101
betw. San Mateo & Burlingame",,37.587268,-122.319101,San Mateo,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 12:22pm
1221,Hillsdale Shopping Center,Found,,,37.537876,-122.300907,San Mateo,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 12:22pm
1229,221 Club,Found,(WE * )(Some W)(Cruisy) (Service rd. just W. of Hwy. 101),221 Montecito,34.41189,-119.695619,Santa Barbara,CA,"(W),Cruisy Area,(*)","Bars/Clubs,Cruising Areas",1986,checked,,,6/18/2022 12:33pm
1230,Alameda Park,Found,,,34.428288,-119.705983,Santa Barbara,CA,"Cruisy Area,(AYOR)",Cruising Areas,1986,checked,,,6/18/2022 12:34pm
1231,Cabrillo Beach,Found,T-Room,,33.71101,-118.283293,Santa Barbara,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 12:43pm
1232,Devereux Dunes,General Coordinates Used,UCSB,,34.420831,-119.69819,Santa Barbara,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 12:52pm
1233,East Beach,Found,,,34.415256,-119.676353,Santa Barbara,CA,"Cruisy Area,(BA)",Cruising Areas,1986,checked,,,6/18/2022 12:53pm
1234,Gaviota Beach,Found,,,34.470756,-120.227636,Santa Barbara,CA,"Cruisy Area,(BA)",Cruising Areas,1986,checked,,,6/18/2022 12:53pm
1235,'Hitch-hikers' ,Found,on US 101 nr. State St. (afternoons),,34.415519,-119.693381,Santa Barbara,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 12:32pm
1236,Public Library,Found,T-Room,,34.423984,-119.703324,Santa Barbara,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 12:54pm
1237,Padero Lane Beach,Found,(Summerland),,34.41613,-119.567803,Santa Barbara,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 12:54pm
1238,Stevens Park,Found, (Late days),,34.450223,-119.73501,Santa Barbara,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 12:55pm
1239,UCSB,Found,Phelps Hall T-Room & old showers (eves.),,34.416131,-119.844643,Santa Barbara,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 12:56pm
1245,Gay Switchboard ,Found,(408) GAY-2468,,36.974117,-122.030796,Santa Cruz,CA,,Hotline,1986,checked,,,6/18/2022 1:11pm
1247,UCSC Gay/Lesbian Alliance,General Coordinates Used,(408) 429-2324,,36.974117,-122.030796,Santa Cruz,CA,,Organization,1986,checked,,,6/18/2022 1:11pm
1248,Boardwalk,Found,,,36.964292,-122.018673,Santa Cruz,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 12:59pm
1249,Bonney Doon Beach,Found,8 mi. N. on Cal. 1,,36.999672,-122.181635,Santa Cruz,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 1:00pm
1250,Cooper House,Found,Pacific Garden Mall,,36.9759,-122.025402,Santa Cruz,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 1:10pm
1251,San Lorenzo Park,Found,(Days),,36.975235,-122.02173,Santa Cruz,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 1:11pm
1252,Santa Cruz Mall,General Coordinates Used,nr. St. George Hotel (Hustlers),,36.974117,-122.030796,Santa Cruz,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 1:11pm
1254,Buena Vista Park,Found,,,34.944179,-120.439546,Santa Maria,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 1:14pm
1260,Muscle Beach,Found,,,33.985382,-118.472509,Santa Monica,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 1:20pm
1261,Pirates Cove,Found,,,35.175962,-120.715886,Santa Monica,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 1:21pm
1262,Palisades Park Rose Carden,Found,Ocean Ave. at Montana,,34.022813,-118.508885,Santa Monica,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 1:20pm
1263,'Rest Stop',General Coordinates Used,US 101 N . o f M alibu,,34.019454,-118.491191,Santa Monica,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 1:19pm
1266,Bed-by-the-Bay,General Coordinates Used,(Rooms),"PO. Box 902, Sausalito 94946",37.859094,-122.485251,Sausalito,CA,(H),Hotel,1986,checked,,,6/18/2022 1:22pm
1272,Fremont Park,General Coordinates Used,opp. P.O.,,37.957702,-121.29078,Stockton,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 3:06pm
1273,Oak Park,Found,,,37.983382,-121.293016,Stockton,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 3:07pm
1274,Public beach,Found,T-Room behind Jack-in-the-Box,,36.888036,-121.833211,Sunset Beach ,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 3:07pm
1275,Alondra Park,Found,"T-Rooms
(Best near Crenshaw & Redondo Beach Blvd.)",,33.882816,-118.339682,Torrance,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 3:07pm
1276,Bunk House Saloon,General Coordinates Used,(Disco)(Liquor) Ave. 200 at Hwy. 99,,36.207729,-119.347338,Tulare,CA,"(*),(D),(R)","Bars/Clubs,Restaurant",1986,checked,,,6/18/2022 4:07pm
1281,'Rest Stop' ,General Coordinates Used,on 1-80 E. (nights),,38.104086,-122.256637,Vallejo,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 3:25pm
1284,Bates Beach,General Coordinates Used,(bet. here & Santa Barbara),,34.280492,-119.29452,Ventura,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 3:19pm
1285,Pussycat Theatre,Found,(Late afternoons),,34.279672,-119.288907,Ventura,CA,Cruisy Area,"Cruising Areas,Theatre",1986,checked,,,6/18/2022 3:22pm
1286,The Pier,Found,(Late afternoons),,34.275802,-119.290601,Ventura,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 3:22pm
1287,Pebble Beach Park,General Coordinates Used,,,34.536218,-117.292764,Victorville,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 3:22pm
1288,7-Eleven store & lot,General Coordinates Used,,,34.536218,-117.292764,Victorville,CA,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 3:22pm
1292,Paragon ,Found,(Very M )(Disco) ,,39.188675,-106.81932,Aspen,CO,"(D),(M)",Bars/Clubs,1986,checked,,,6/18/2022 5:34pm
1295,Pearl St. M all,Found,,,40.017662,-105.27971,Boulder,CO,Cruisy Area,Book Store,1986,checked,,,6/18/2022 5:36pm
1296,Bunk House,Found,"(Ski resort —guest house)
(303) 453-6475 or (800) 227-3040",,39.52572,-106.046361,Beckenridge,CO,"(H),(*),(W),(YC)",Hotel,1986,checked,,,6/18/2022 6:56pm
1300,Denny's,Found,,1-25 at Bijou,38.849248,-104.860657,Colorado Springs,CO,"(R),(M),(C),(AH)",Restaurant,1986,checked,,,6/18/2022 5:52pm
1301,Dignity,General Coordinates Used,,(303) 393-9606,38.833882,-104.821363,Colorado Springs,CO,,Religious Institution,1986,checked,,,6/18/2022 5:52pm
1304,Gay Community Center,General Coordinates Used,,"RO. Box 574—C.S., 80901",38.833882,-104.821363,Colorado Springs,CO,,Community Center/ Support Group,1986,checked,,,6/18/2022 5:53pm
1305,Gay Community Help Line,General Coordinates Used,(303) 471-4429,,38.833882,-104.821363,Colorado Springs,CO,,"Community Center/ Support Group,Hotline",1986,checked,,,6/18/2022 5:53pm
1310,Acacia Park,Found,,,38.837355,-104.822445,Colorado Springs,CO,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 5:52pm
1313,B.J.'s Carousel ,Found,(Cruisy) (Lunch & dinner) ,1380 S. Broadway,39.691449,-104.987101,Denver,CO,"(R),(E),(PT),(*)","Restaurant,Cruising Areas",1986,checked,,,6/18/2022 5:57pm
1324,Denver Tavern Guild,General Coordinates Used,,"PO. Box 5414, Denver, 80215",39.739236,-104.990251,Denver,CO,,Bars/Clubs,1986,checked,,,6/18/2022 6:01pm
1325,Dignity ,General Coordinates Used,,"PO. Box 2943, Denver, 80201",39.739236,-104.990251,Denver,CO,,Religious Institution,1986,checked,,,6/18/2022 6:02pm
1328,First Federated Christian Church,General Coordinates Used,(303) 831-6268,,39.739236,-104.990251,Denver,CO,,Religious Institution,1986,checked,,,6/18/2022 6:11pm
1331,Gay & Lesbian Community Center,General Coordinates Used,(303) 831-6268,,39.739236,-104.990251,Denver,CO,,Community Center/ Support Group,1986,checked,,,6/18/2022 6:11pm
1336,Mike's,Found,"(Some W, SM, Uniforms) (Cruisy back bar) ",117 Broadway,39.718783,-104.987717,Denver,CO,"(*),(PT),(W),(SM),Cruisy Area","Bars/Clubs,Cruising Areas",1986,checked,,,6/18/2022 6:12pm
1340,Out Front,General Coordinates Used,,"Box 18597, Denver 80218",39.739236,-104.990251,Denver,CO,,Bars/Clubs,1986,checked,,,6/18/2022 6:13pm
1354,Cheesman Park,Found,nr. pavilion,,39.733468,-104.964417,Denver,CO,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 6:00pm
1355,Danish World,General Coordinates Used,Upper level arcades G rant & Sherman betw. 13th & 14th,,39.739236,-104.990251,Denver,CO,"Cruisy Area,(RT)",Cruising Areas,1986,checked,,,6/18/2022 6:00pm
1356,May D.&F. Store,General Coordinates Used,"T-Room—
Downtown & Aurora  mall",,39.739236,-104.990251,Denver,CO,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 6:12pm
1357,16th St. M all,Found,,,39.747692,-104.995478,Denver,CO,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 5:56pm
1358,Royal Host Motel,General Coordinates Used,area around,,39.739236,-104.990251,Denver,CO,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 6:13pm
1359,Stapleton Int. Airport,Found,"Mez. level T-Room &
Change rooms— behind mosaic",,39.760672,-104.892036,Denver,CO,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 6:14pm
1360,UCD ,General Coordinates Used,East Classroom Bldg. (3rd floor T-Room),,39.74636,-105.002342,Denver,CO,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 6:18pm
1361,U of D,General Coordinates Used,"Boettcher H all (Downstairs) &
Library T-Rooms",,39.74636,-105.002342,Denver,CO,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 6:16pm
1363,Diamond Belle Saloon,Found,,,37.271152,-107.881619,Durango,CO,"Cruisy Area,(M)",Cruising Areas,1986,checked,,,6/18/2022 6:30pm
1364,Main Mall,Found,(Days),,37.272956,-107.881675,Durango,CO,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 6:32pm
1365,Strater Hotel,Found,Lobby & T-Room,,37.271119,-107.88199,Durango,CO,Cruisy Area,"Cruising Areas,Hotel",1986,checked,,,6/18/2022 6:33pm
1370,Hawthorne & Lincoln Park,Found,(Cl. 12  midnight),,39.075019,-108.544832,Grand Junction,CO,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 6:39pm
1371,Island Grove Park,Found,nr. T-Rooms,,40.438617,-104.702579,Greeley,CO,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 6:45pm
1372,U. of N. Colorado,Found,Top floor T-Rooms,,40.40328,-104.700231,Greeley,CO,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 6:47pm
1375,Mineral Palace Park,Found,T-Rooms,,38.28112,-104.607067,Pueblo,CO,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 6:49pm
1376,Pueblo M a ll,Found,T-Rooms,,38.302551,-104.608073,Pueblo,CO,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 6:50pm
1377,Slope,Found,Top of Bridge St.,,39.640264,-106.374195,Vail,CO,"(M),(YC)",Bars/Clubs,1986,checked,,,6/18/2022 6:50pm
1379,Casbah ,General Coordinates Used,('Drags') ,,41.179226,-73.189438,Bridgeport,CT,"(M),(RT),(B)",,1986,checked,,Congress & Middle,6/18/2022 6:58pm
1382,'Rest Stops',General Coordinates Used,"on 1-95 nr. Darien, Milford & Fairfield",,41.179226,-73.189438,Bridgeport,CT,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 6:57pm
1383,Sears,General Coordinates Used,Crossroads Mall (3rd floor T-Room),,41.179226,-73.189438,Bridgeport,CT,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 6:58pm
1384,St. May's By-the-sea,Found,,,41.145488,-73.225326,Bridgeport,CT,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 6:58pm
1385,Books & Things,Found,(Peeps) N. Main St.,,41.671765,-72.94927,Bristol,CT,,Book Store,1986,checked,,,6/18/2022 6:58pm
1386,Rockwell Park,Found,,,41.673902,-72.962762,Bristol,CT,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 6:59pm
1388,West Farms Mall,Found,,,41.722862,-72.763237,Farmington,CT,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 6:59pm
1389,Hammonasset State Beach ,Found,Men's Bath House,,41.266698,-72.558421,Hammonasset,CT,Cruisy Area,"Cruising Areas,Bathhouses",1986,checked,,,6/18/2022 6:59pm
1395,"Companions, Inc",General Coordinates Used,(Gay & Lesbian dating service),"P.O. Box 3957, H artford 06013",41.763964,-72.667475,Hartford,CT,,Business,1986,checked,,,6/18/2022 7:00pm
1397,Gay Switchboard ,General Coordinates Used,(203) 522-5575,,41.763964,-72.667475,Hartford,CT,,Hotline,1986,checked,,,6/18/2022 7:01pm
1403,Shelly's Downtown Deli,Found,Hartford Civic Center,,41.768458,-72.676979,Hartford,CT,(R),Restaurant,1986,checked,,,6/18/2022 7:01pm
1407,Bushnell Park,Found,,,41.765134,-72.679236,Hartford,CT,"Cruisy Area,(AYOR)",Cruising Areas,1986,checked,,,6/18/2022 7:00pm
1408,Civic Center,Found,,,41.768442,-72.67696,Hartford,CT,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 7:00pm
1409,Constitution Plaza,Found,,,41.766818,-72.67035,Hartford,CT,Cruisy Area,Cruising Areas,1986,checked,,,6/18/2022 7:00pm
1410,'The Dikes',General Coordinates Used,"East-west service rd. o ff 1-91 N .—
Riverside Park (AYOR —Fuzz)",,41.763964,-72.667475,Hartford,CT,"Cruisy Area,(AYOR)",Cruising Areas,1986,checked,,,6/18/2022 6:59pm
1411,West Farms Mall,Found,,,41.722542,-72.761977,West Hartford,CT,Cruisy Area,Cruising Areas,1986,checked,,,6/19/2022 4:19pm
1412,Milford Country News,General Coordinates Used,(Peep Shows) Rt. 1 ,,41.230698,-73.064036,Milford,CT,,"Erotic Shop,Book Store",1986,checked,,,6/18/2022 7:01pm
1414,Charley's Harbour Guest House,Found,Last house on left (203) 572-9253 Edgemont St.,,41.34972,-71.966206,Mystic,CT,(H),Hotel,1986,checked,,,6/18/2022 7:02pm
1416,Walnut Hill Park,Found,Veterans Monument,,41.661945,-72.793227,New Britain,CT,Cruisy Area,Cruising Areas,1986,checked,,,6/19/2022 3:56pm
1417,Dignity,General Coordinates Used,,"P.O. Box 9362, N .H ., 06533",41.308274,-72.927883,New Haven,CT,,Religious Institution,1986,checked,,,6/19/2022 3:57pm
1418,Gay Switchboard,General Coordinates Used,(203) 624-6869 (8-11),,41.308274,-72.927883,New Haven,CT,,Hotline,1986,checked,,,6/19/2022 4:00pm
1426,Chapel St. ,General Coordinates Used,from York to Park,,41.308274,-72.927883,New Haven,CT,Cruisy Area,Cruising Areas,1986,checked,,,6/19/2022 3:57pm
1427,East Rock Park,Found,,,41.324958,-72.910252,New Haven,CT,Cruisy Area,Cruising Areas,1986,checked,,,6/19/2022 3:58pm
1428,Howard Johnson's,General Coordinates Used,"truck stops on 1-95
(all thru Conn.)",,41.308274,-72.927883,New Haven,CT,Cruisy Area,Cruising Areas,1986,checked,,,6/19/2022 4:00pm
1429,Long Wharf Truck Stop ,General Coordinates Used,"off 1-95—
Frontage Rd., Harbor Side",,41.308274,-72.927883,New Haven,CT,"Cruisy Area,(*)",Cruising Areas,1986,checked,,,6/19/2022 4:01pm
1430,Yale U. ,Found,Woolsey H a ll— Downstairs T-room,,41.311348,-72.926061,New Haven,CT,Cruisy Area,Cruising Areas,1986,checked,,,6/19/2022 4:03pm
1433,Train Station ,Found,T-Room,,41.354201,-72.093157,New London,CT,Cruisy Area,Cruising Areas,1986,checked,,,6/19/2022 4:13pm
1435,Man's Country ,General Coordinates Used,"(Macho) (Disco) (US Hwy. 1) (EZ-on, EZ-off I-95) (Don't miss if anywhere in area) ",,41.278637,-73.026528,Orange,CT,"(*),(D),(PT)",Bars/Clubs,1986,checked,,,7/12/2022 4:18pm
1437,Cove Island Beach,Found,,,41.04695,-73.505113,Stamford,CT,Cruisy Area,Cruising Areas,1986,checked,,,6/19/2022 4:14pm
1438,Railroad Station ,Found,T-Rooms,,41.04703,-73.542145,Stamford,CT,Cruisy Area,Cruising Areas,1986,checked,,,6/19/2022 4:14pm
1439,Stamford Town Centre,Found,,,41.052996,-73.536958,Stamford,CT,Cruisy Area,Cruising Areas,1986,checked,,,6/19/2022 4:15pm
1440,Forechild Wheeler Park,Found,,,41.22342,-73.179949,Trumbull,CT,Cruisy Area,Cruising Areas,1986,checked,,,6/19/2022 4:15pm
1441,Trumbull Shopping Center ,Found,Lower level T-Room,,41.229341,-73.226774,Trumbull,CT,Cruisy Area,Cruising Areas,1986,checked,,,6/19/2022 4:15pm
1442,Birds of a Feather,General Coordinates Used,"(Disco) Paltomark Shopping Center, Banks & Meadow Sts.",,41.558153,-73.051496,Waterbury,CT,"(YC),(D),(*)",Bars/Clubs,1986,checked,,,6/19/2022 4:15pm
1444,Bronson Public Library,General Coordinates Used,T-Room,,41.558153,-73.051496,Waterbury,CT,Cruisy Area,Cruising Areas,1986,checked,,,6/19/2022 4:15pm
1445,Lakewood Ponds,Found,,,41.578213,-73.024696,Waterbury,CT,Cruisy Area,Cruising Areas,1986,checked,,,6/19/2022 4:16pm
1446,Sundance,General Coordinates Used,(Outdoors adventure society),"P.O. Box 2516, Westport 06680",41.141472,-73.357905,Westport,CT,,Business,1986,checked,,,6/19/2022 4:18pm
1448,Sherwood Isle State Park,Found,"E. beach, far end
1-95, e xit 18 (Summers)",,41.116614,-73.332136,Westport,CT,Cruisy Area,Cruising Areas,1986,checked,,,6/19/2022 4:17pm
1450,Nomad Village ,General Coordinates Used,"(Rear)(Disco) Rt. 1, east side, 3 mi. N. in Tower Shores",,38.539556,-75.055181,Bethany Beach,DE,(D),Bars/Clubs,1986,checked,,,6/19/2022 4:21pm
1453,Hungry Hannah,General Coordinates Used,Ames Plaza,,38.720945,-75.076014,Rehoboth Beach,DE,"(M),(R)",Restaurant,1986,checked,,,6/19/2022 4:23pm
1455,Renegade,Found,(Disco),Hwy. 1 at Rehoboth Ave.,38.707189,-75.080788,Rehoboth Beach,DE,"(R),(YC),(D),(H),(*)","Restaurant,Bars/Clubs,Hotel",1986,checked,,,6/19/2022 4:23pm
1456,Carpenter's Beach ,General Coordinates Used,"below S. end of boardwalk
at foot of Queen St., just N . of Silver Lake",,38.720945,-75.076014,Rehoboth Beach,DE,Cruisy Area,Cruising Areas,1986,checked,,,6/19/2022 4:23pm
1457,'The Dunes' ,Found,"'BA ' beach about 1 mi. N . o f parking lo t
(South end) at Henlopen State Park",,38.784166,-75.098322,Rehoboth Beach,DE,"Cruisy Area,(BA)",Cruising Areas,1986,checked,,,6/19/2022 4:22pm
1459,Gay & Lesbian Alliance,General Coordinates Used,(302) 764-2208,,39.744655,-75.548391,Wilmington,DE,,Organization,1986,checked,,,6/19/2022 4:29pm
1463,Brandywine Park,Found,Footbridge & woods ,,39.758685,-75.552416,Wilmington,DE,"Cruisy Area,(AYOR)",Cruising Areas,1986,checked,,,6/19/2022 4:28pm
1464,Rest Stop,General Coordinates Used,"on 1-95, 1/2. North of
PA state line",,39.744655,-75.548391,Wilmington,DE,"Cruisy Area,(AYOR)",Cruising Areas,1986,checked,,,6/19/2022 4:29pm
1465,8th St. ,General Coordinates Used,betw. Shipley & Tetnell,,39.752501,-75.571118,Wilmington,DE,Cruisy Area,Cruising Areas,1986,checked,,,6/19/2022 4:24pm
1477,Cruise ,General Coordinates Used,(Publication) ,"P.O. Box 53292, Wash. 20009",38.907192,-77.036871,Washington,D.C.,,Publication,1986,checked,,,6/29/2022 7:47pm
1481,Dignity ,General Coordinates Used,"(Church) (202) 332-2424, 299-9477",,38.907192,-77.036871,Washington,D.C.,,Religious Institution,1986,checked,,,6/29/2022 7:47pm
1489,Gay Community Center,General Coordinates Used,(202) 232-7103,,38.907192,-77.036871,Washington,D.C.,,Community Center/ Support Group,1986,checked,,,6/29/2022 7:47pm
1490,Gay Hotline,General Coordinates Used,(7 -11pm ) (202) 833-3234,,38.907192,-77.036871,Washington,D.C.,,Hotline,1986,checked,,,6/29/2022 7:48pm
1491,Gay  Switchboard,General Coordinates Used,(202) 387-4348,,38.907192,-77.036871,Washington,D.C.,,Hotline,1986,checked,,,6/29/2022 7:47pm
1512,'P' Street Station,Found,(Some L) ,,38.909643,-77.048797,Washington,D.C.,"(R),(E),(L)",Restaurant,1986,checked,,22nd & 'P ' Sts. N.W.,6/29/2022 7:46pm
1523,Washington Blade ,General Coordinates Used,(Publication) ,"Suite 315, 930 'F' St. N.W ., Wash. 20004",38.907192,-77.036871,Washington,D.C.,,Publication,1986,checked,,,6/29/2022 7:50pm
1525,'Black Forest',General Coordinates Used,"Walking area under bridge at
27th & Pennsylvania N .W.",,38.907192,-77.036871,Washington,D.C.,"Cruisy Area,(AYOR)",Cruising Areas,1986,checked,,,6/29/2022 7:45pm
1526,Canal St N.W.,General Coordinates Used,,,38.907192,-77.036871,Washington,D.C.,"Cruisy Area,(AYOR)",Cruising Areas,1986,checked,,,6/29/2022 7:46pm
1527,'K' St. N.W.,General Coordinates Used,,,38.907192,-77.036871,Washington,D.C.,"Cruisy Area,(AYOR)",Cruising Areas,1986,checked,,,6/29/2022 7:45pm
1528,Catholic Univ. ,Found,Caldwell Hall basement,,38.935549,-77.000661,Washington,D.C.,Cruisy Area,Cruising Areas,1986,checked,,,6/29/2022 7:47pm
1529,Catholic Univ. ,Found,Mullen Library —T-Rooms,,38.935549,-77.000661,Washington,D.C.,Cruisy Area,Cruising Areas,1986,checked,,,6/29/2022 7:47pm
1530,Georgetown U. ,Found,"G.T. Walsh Bldg.
(3rd & 4th floors),",,38.906164,-77.070162,Washington,D.C.,Cruisy Area,Cruising Areas,1986,checked,,,6/29/2022 7:49pm
1531,Georgetown U. ,Found,Gym,,38.907878,-77.07136,Washington,D.C.,Cruisy Area,Cruising Areas,1986,checked,,,6/29/2022 7:49pm
1532,Georgetown U. ,Found,Nevils Hall—T-Rooms,,38.911264,-77.069192,Washington,D.C.,Cruisy Area,Cruising Areas,1986,checked,,,6/29/2022 7:49pm
1533,Geo. Washington U. ,Found,Student Center T-Rooms,,38.899932,-77.047203,Washington,D.C.,Cruisy Area,Cruising Areas,1986,checked,,,6/29/2022 7:48pm
1534,New York Ave. ,General Coordinates Used,betw. 10th & 13th Sts. (Hustlers),,38.907192,-77.036871,Washington,D.C.,Cruisy Area,Cruising Areas,1986,checked,,,6/29/2022 7:50pm
1535,National Theatre,General Coordinates Used,(2nd floor T-Room),,38.907192,-77.036871,Washington,D.C.,Cruisy Area,"Cruising Areas,Theatre",1986,checked,,,6/29/2022 7:49pm
1536,'P' St. Beach,Found,23rd St. & 'P' St.,,38.908794,-77.049174,Washington,D.C.,Cruisy Area,Cruising Areas,1986,checked,,,6/29/2022 7:46pm
