"status","description","streetaddress","city","state","amenityfeatures","type","Year","notes","title","unclear_address","full.address","lon","lat","geoAddress"
"Found","(Disco) (Some L, M) (WE*) Cherry Grove","","Fire Island","NY","(D),(S),(L),(M),(WE),(*)","Bars/Clubs",1980,"",NA,NA,NA,NA,NA,NA
"Found","(the old 'Stud' is alive & well again) Perry & Greenwich","","Greenwich Village","NY","(*)","Bars/Clubs",1976,"",NA,NA,NA,NA,NA,NA
"Found","(""back room"") Perry & Greenwich","","Greenwich Village","NY","(D),(*)","Bars/Clubs",1977,"",NA,NA,NA,NA,NA,NA
"Found","(Back room) Perry & Greenwich","","Greenwich Village","NY","(D),(*)","Bars/Clubs",1978,"",NA,NA,NA,NA,NA,NA
"Found","7th Ave. & 2nd St.","","Brooklyn","NY","(E)","Bars/Clubs",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Cherry Grove","","Fire Island","NY","","Bars/Clubs",1976,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Cherry Grove","","Fire Island","NY","(R),(OC)","Bars/Clubs",1978,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Cherry Grove","","Fire Island","NY","(R),(OC)","Restaurant",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Cherry Grove","","Fire Island","NY","(R),(OC),(*)","Restaurant",1979,"",NA,NA,NA,NA,NA,NA
"Found","($5.00 min.- 'wild back room') 14th St. nr. 9th Ave.","","Greenwich Village","NY","","Bars/Clubs",1976,"",NA,NA,NA,NA,NA,NA
"Found","57th St. at 2nd Ave.","","Midtown","NY","(R),(D)","Restaurant",1976,"",NA,NA,NA,NA,NA,NA
"Found","(some G) opp. Little Theatre","","Jamestown","NY","(M),(YC),(D),(G)","Bars/Clubs",1975,"",NA,NA,NA,NA,NA,NA
"Found","(some G) opp. Little Theatre","","Jamestown","NY","(M),(YC),(G),(D)","Bars/Clubs",1976,"",NA,NA,NA,NA,NA,NA
"Found","(Some G) opposite Little Theatre","","Jamestown","NY","(M),(YC),(G),(D)","Bars/Clubs",1977,"",NA,NA,NA,NA,NA,NA
"Found","(Some G) (Opposite Little Theatre)","","Jamestown","NY","(M),(YC),(G),(D)","Bars/Clubs",1978,"",NA,NA,NA,NA,NA,NA
"Found","(Some G) opp. Little Theatre","","Jamestown","NY","(M),(YC),(G),(D)","Bars/Clubs",1979,"",NA,NA,NA,NA,NA,NA
"Found","125th St. & 8th Ave.","","Manhattan","NY","","Bars/Clubs",1974,"",NA,NA,NA,NA,NA,NA
"Found","Jefferson & Clinton","","Syracuse","NY","(OC)","Bars/Clubs,Hotels",1976,"",NA,NA,NA,NA,NA,NA
"Found","Jefferson & Clinton Sts","","Syracuse","NY","","Bars/Clubs,Hotels",1968,"",NA,NA,NA,NA,NA,NA
"Found","Jefferson & Clinton Sts","","Syracuse","NY","(M)","Bars/Clubs,Hotels",1969,"",NA,NA,NA,NA,NA,NA
"Found","Jefferson & Clinton Sts.","","Syracuse","NY","","Bars/Clubs,Hotels",1970,"",NA,NA,NA,NA,NA,NA
"Found","Jefferson & Clinton Sts.","","Syracuse","NY","","Bars/Clubs,Hotels",1971,"",NA,NA,NA,NA,NA,NA
"Found","Jefferson & Clinton Sts.","","Syracuse","NY","(M)","Bars/Clubs,Hotels",1972,"",NA,NA,NA,NA,NA,NA
"Found","Jefferson & Clinton","","Syracuse","NY","(M)","Bars/Clubs,Hotels",1973,"",NA,NA,NA,NA,NA,NA
"Found","Jefferson & Clinton","","Syracuse","NY","(M)","Bars/Clubs,Hotels",1974,"",NA,NA,NA,NA,NA,NA
"Found","Jefferson & Clinton","","Syracuse","NY","(M)","Bars/Clubs,Hotels",1975,"",NA,NA,NA,NA,NA,NA
"Found","Jefferson & Clinton","","Syracuse","NY","(M),(OC)","Bars/Clubs,Hotels",1977,"",NA,NA,NA,NA,NA,NA
"Found","Jefferson & Clinton","","Syracuse","NY","(M),(OC)","Bars/Clubs,Hotels",1978,"",NA,NA,NA,NA,NA,NA
"Found","(Downstairs T-Room is HOT-AYOR) Jefferson & Clinton","","Syracuse","NY","(M),(OC),(H),(AYOR)","Bars/Clubs,Hotels",1979,"",NA,NA,NA,NA,NA,NA
"Found","(Downstairs T-Room is AYOR) Jefferson & Clinton","","Syracuse","NY","(M),(OC),(AYOR)","Bars/Clubs,Hotels",1980,"",NA,NA,NA,NA,NA,NA
"Found","3rd Ave. & 12th St.","","Greenwich Village","NY","","Theatre",1974,"",NA,NA,NA,NA,NA,NA
"Found","3rd Ave. & 12th St.","","Greenwich Village","NY","","Theatre",1975,"",NA,NA,NA,NA,NA,NA
"Found","3rd Ave. at 12th St.","","Greenwich Village","NY","","Theatre",1976,"",NA,NA,NA,NA,NA,NA
"Found","","","Brooklyn","NY","Cruisy Area","Cruising Areas",1972,"",NA,NA,NA,NA,NA,NA
"Found","Parking field No. 9","","Wantagh","NY","Cruisy Area","Cruising Areas",1976,"Long Island",NA,NA,NA,NA,NA,NA
"Found","Dunes & bushes east of Parking Field No. 9","","Wantagh","NY","Cruisy Area","Cruising Areas",1977,"Long Island",NA,NA,NA,NA,NA,NA
"Found","Dunes & Bushes E. of parking field No. 9","","Wantagh","NY","Cruisy Area","Cruising Areas",1978,"Long Island",NA,NA,NA,NA,NA,NA
"Found","Dunes & bushes E. of parking field No. 6","","Wantagh","NY","Cruisy Area","Cruising Areas",1979,"Long Island",NA,NA,NA,NA,NA,NA
"Found","Dunes & bushes E. of parking field No. 6","","Wantagh","NY","Cruisy Area","Cruising Areas",1980,"Long Island",NA,NA,NA,NA,NA,NA
"Found","Field No. 9","","Wantagh","NY","Cruisy Area","Cruising Areas",1975,"Long Island",NA,NA,NA,NA,NA,NA
"Found","10th Av at E 12th St.","","New York City","NY","","Bars/Clubs",1968,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Queen's Blvd.","","Kew Gardens","NY","","Bars/Clubs",1965,"Long Island",NA,NA,NA,NA,NA,NA
"General Coordinates Used","on Queens Blvd","","Kew Gardens","NY","","Bars/Clubs",1966,"Long Island",NA,NA,NA,NA,NA,NA
"General Coordinates Used","on Queen's Blvd","","Kew Gardens","NY","","Bars/Clubs",1968,"Lond Island",NA,NA,NA,NA,NA,NA
"Found","St Regis Hotel 5th Av at 55th St.","","New York City","NY","(M),(PE)","Bars/Clubs,Hotels",1968,"",NA,NA,NA,NA,NA,NA
"Found","St. Regis Hotel 5th Ave at 55th St.","","Manhattan","NY","(M),(PE)","Bars/Clubs,Hotels",1969,"",NA,NA,NA,NA,NA,NA
"Found","St. Regis Hotel 5th Ave at 55th St.","","Manhattan","NY","(M),(PE)","Bars/Clubs,Hotels",1970,"",NA,NA,NA,NA,NA,NA
"Found","St. Regis Hotel 5th Ave. at 55th St.","","Manhattan","NY","(M),(PE)","Bars/Clubs,Hotels",1971,"",NA,NA,NA,NA,NA,NA
"Found","St. Regis Hotel 5th Ave. at 55th St.","","Manhattan","NY","(M),(PE)","Bars/Clubs,Hotels",1972,"",NA,NA,NA,NA,NA,NA
"Found","5th Ave. at 55th St.","","Manhattan","NY","(M),(PE)","Bars/Clubs",1973,"",NA,NA,NA,NA,NA,NA
"Found","5th Ave & 55th St.","","Manhattan","NY","(M),(PE)","Bars/Clubs",1974,"",NA,NA,NA,NA,NA,NA
"Found","W. 50th St. betw. 8th & Broadway","","Midtown","NY","","Theatre",1976,"",NA,NA,NA,NA,NA,NA
"Found","W. 50th Street between 8th and Broadway","","Midtown","NY","","Theatre",1977,"",NA,NA,NA,NA,NA,NA
"Found","(May be moving)","","Midtown","NY","","Theatre",1980,"",NA,NA,NA,NA,NA,NA
"","","","Hempstead","NY","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","(HOT)","","Hempstead","NY","Cruisy Area,(HOT)","Cruising Areas",1976,"Long Island",NA,NA,NA,NA,NA,NA
"Found","69th St. at Broadway","","Manhattan","NY","(YC),(D),(*)","Bars/Clubs",1971,"",NA,NA,NA,NA,NA,NA
"Found","","","Buffalo","NY","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","","","Buffalo","NY","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"Found","","","Buffalo","NY","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","Buffalo","NY","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","Syracuse","NY","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA
"Found","","","Syracuse","NY","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"Found","","","Syracuse","NY","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","promenade- best late afternoons)","","Lake Placid","NY","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","nr. Washington Park","","Albany","NY","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","nr. Washington Park","","Albany","NY","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","nr. Washington Park","","Albany","NY","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","nr. Washington Park","","Albany","NY","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","near Washington Park","","Albany","NY","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","nr. Washington Park","","Albany","NY","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"Found","","","Buffalo","NY","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(downstairs) (after hours) 74th St. bet. Amsterdam and Columbus","","Manhattan","NY","","Bars/Clubs",1970,"",NA,NA,NA,NA,NA,NA
"Found","","","Buffalo","NY","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Main Street","","Buffalo","NY","(M)","Book Store",1977,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Main St.","","Buffalo","NY","(M)","Book Store",1978,"",NA,NA,NA,NA,NA,NA
"Found","State University of New York","","Albany","NY","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","","","Albany","NY","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","","","Albany","NY","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
"Found","76th St. at Broadway","","Manhattan","NY","(R)","Restaurant",1970,"",NA,NA,NA,NA,NA,NA
"Found","76th St. at Broadway","","Manhattan","NY","(*)","Bars/Clubs",1971,"",NA,NA,NA,NA,NA,NA
"Found","76th St. at Broadway","","Manhattan","NY","(*)","Bars/Clubs",1972,"",NA,NA,NA,NA,NA,NA
"Found","","","Manhattan","NY","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA
"Found","","","Manhattan","NY","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"Found","","","Manhattan","NY","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","","","Uptown","NY","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","","","Uptown","NY","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","Uptown","NY","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","Uptown","NY","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","(Cabaret) 3rd Ave. at St. Mark's Place","","Greenwich Village","NY","(M),(B)","Bars/Clubs",1979,"",NA,NA,NA,NA,NA,NA
"Found","(Cabaret) 3rd Ave. at St. Marks Place","","Greenwich Village","NY","(M),(B)","Bars/Clubs",1980,"",NA,NA,NA,NA,NA,NA
"Found","Broadway at 13th St.","","Greenwich Village","NY","(P)","Bars/Clubs",1970,"",NA,NA,NA,NA,NA,NA
"Found","at 75th St.","1049 Lexington","Manhattan","NY","","Bars/Clubs",1969,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Rest Stop on Rte. 81 Northbound","","Binghamton","NY","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","3rd car on most trains","","New York City","NY","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","Hempstead","NY","(AYOR),Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","Hempstead","NY","(AYOR),Cruisy Area","Cruising Areas",1977,"Long Island",NA,NA,NA,NA,NA,NA
"Found","","","Hempstead","NY","Cruisy Area,(AYOR)","Cruising Areas",1979,"Long Island",NA,NA,NA,NA,NA,NA
"Found","","","Hempstead","NY","Cruisy Area,(AYOR)","Cruising Areas",1980,"Long Island",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(above old Showplace) 4th St. nr 6th Ave.","","Greenwich Village","NY","(G),(D),(P),(*)","Bars/Clubs",1971,"",NA,NA,NA,NA,NA,NA
"Found","7th Ave. at 13th St.","","Midtown","NY","(MCC)","Church",1978,"",NA,NA,NA,NA,NA,NA
"Found","(Disco) Smithtown Ave. at Church","","Bohemia","NY","(YC),(D),(*)","Bars/Clubs",1978,"Long Island",NA,NA,NA,NA,NA,NA
"Found","Empire Hotel 63rd St. at Broadway","","Manhattan","NY","","Bars/Clubs,Hotels",1972,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Rte. 9","","Garrison","NY","(D)","Bars/Clubs",1979,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Rte. 9","","Garrison","NY","(D)","Bars/Clubs",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Inquire locally","","Greenwich Village","NY","(M),(E),(R)","Restaurant",1977,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","","","Manhattan","NY","Cruisy Area","Cruising Areas",1972,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","","","Manhattan","NY","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","","","Manhattan","NY","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","","","Manhattan","NY","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","","","Midtown","NY","(AYOR),Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","(new location for the 'barn') 14th St. at 9th Ave.","","Greenwich Village","NY","(*)","Bars/Clubs",1972,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Disco) Rte. 28- 1 mi. W. of Rte. 365 So. of Woodstock","","Woodstock","NY","(H),(R),(D),(*)","Hotels,Bars/Clubs",1978,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Disco) Rte. 28- 1 mi. W. of Rte. 375 - S. of Woodstock","","Woodstock","NY","(*),(H),(R),(D)","Hotels,Bars/Clubs",1979,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Disco) (Summers only) 1 mi. W. of Rte. 375- S. of Woodstock","","Woodstock","NY","(H),(R),(D)","Hotels",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Rt. 28 1 mi. W. of Rt. 375- S. Woodstock","","Woodstock","NY","(M)","Hotels,Bars/Clubs",1976,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Rt. 28- 1 mi. W. of Rt. 375- S. of Woodstock","","Woodstock","NY","(M)","Hotels,Bars/Clubs",1977,"",NA,NA,NA,NA,NA,NA
"Found","(Best bet late) On Main Street opp. Marcy Hotel","","Lake Placid","NY","(M)","Bars/Clubs",1977,"",NA,NA,NA,NA,NA,NA
"Found","(Best bet late) On Main St. opp. Marcy Hotel","","Lake Placid","NY","","Bars/Clubs",1978,"",NA,NA,NA,NA,NA,NA
"Found","(Best bet late) on Main St. opp. Marcy Hotel","","Lake Placid","NY","","Bars/Clubs",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","Manhattan","NY","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA
"Found","","","Manhattan","NY","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"Found","","","Manhattan","NY","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","","","Uptown","NY","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","","","Uptown","NY","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"Found","","","Uptown","NY","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"Found","","","Uptown","NY","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA
"Found","14th Street","","Greenwich Village","NY","Cruisy Area","Cruising Areas,Theatre",1977,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Just off Thruway in Herkimer","","Utica","NY","","Bars/Clubs",1971,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","just off Thruway in Herkimer","","Utica","NY","","Bars/Clubs",1973,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","just off Thruway in Herkimer","","Utica","NY","","Bars/Clubs",1974,"",NA,NA,NA,NA,NA,NA
"Found","(Unisex)(Disco) Colmbia at Broadway","","Utica","NY","(HIP),(D),(*)","Bars/Clubs",1976,"",NA,NA,NA,NA,NA,NA
"Found","(Unisex) (Disco) Columbia at Broadway","","Utica","NY","(M),(HIP),(YC),(D),(*)","Bars/Clubs",1977,"",NA,NA,NA,NA,NA,NA
"Found","(Disco) Columbia at Broadway","","Utica","NY","(YC),(D),(*)","Bars/Clubs",1978,"",NA,NA,NA,NA,NA,NA
"Found","72nd St & Amsterdam","","Manhattan","NY","","Bars/Clubs",1966,"",NA,NA,NA,NA,NA,NA
"Found","Amsterdamn at 72nd St.","","Manhattan","NY","","Bars/Clubs",1970,"",NA,NA,NA,NA,NA,NA
"Found","72nd St. at Amsterdamn","","Manhattan","NY","(*)","Bars/Clubs",1971,"",NA,NA,NA,NA,NA,NA
"Found","Amsterdam at 72nd St.","","New York City","NY","","Bars/Clubs",1968,"",NA,NA,NA,NA,NA,NA
"Found","at 72nd St.","","Manhattan","NY","","Bars/Clubs",1969,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Millstone Rd","","East Hampton","NY","","Bars/Clubs",1965,"Long Island",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Millstone Rd","","East Hampton","NY","","Bars/Clubs",1969,"Long Island",NA,NA,NA,NA,NA,NA
"Found","(summers only) Millstone Rd.","","Bridgehampton","NY","","Bars/Clubs",1970,"Long Island",NA,NA,NA,NA,NA,NA
"Found","Millstone Rd.","","Bridgehampton","NY","","Bars/Clubs",1971,"Long Island",NA,NA,NA,NA,NA,NA
"Found","Millstone Rd.","","Bridgehampton","NY","","Bars/Clubs",1973,"Long island",NA,NA,NA,NA,NA,NA
"Found","(Seasonal) (Sag Harbor)","1 Millstone Rd.","Bridgehampton","NY","(D)","Bars/Clubs",1978,"Long Island",NA,NA,NA,NA,NA,NA
"General Coordinates Used","on Millstone Rd","","East Hampton","NY","","Bars/Clubs",1966,"Long Island",NA,NA,NA,NA,NA,NA
"General Coordinates Used","on Millstone Rd","","East Hampton","NY","","Bars/Clubs",1968,"Long Island",NA,NA,NA,NA,NA,NA
"Found","Millstone Rd.","","Bridgehampton","NY","","Bars/Clubs",1972,"Long Island",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Cherry Grove","","Fire Island","NY","(R)","Restaurant",1974,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Cherry Grove","","Fire Island","NY","(R)","Restaurant",1976,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Cherry Grove","","Fire Island","NY","(R)","Restaurant",1977,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Disco) Cherry Grove","","Fire Island","NY","(YC),(D),(R),(*)","Restaurant",1978,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Disco) Cherry Grove","","Fire Island","NY","(YC),(D),(R),(*)","Restaurant",1979,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Disco) Cherry Grove","","Fire Island","NY","(YC),(D),(R),(*)","Restaurant",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Montague St.","","Brooklyn Heights","NY","","Bars/Clubs",1974,"",NA,NA,NA,NA,NA,NA
"Found","(Resort) (Disco) Rte. 17 N. Tel: (914) 357-2500","","Suffern","NY","(H),(R),(D),(S),(*)","Hotels",1979,"",NA,NA,NA,NA,NA,NA
"Found","(Resort) (Disco) Rte. 117 N. Tel: (914) 357-2500","","Suffern","NY","(*),(H),(R),(D),(S)","Hotels",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","2 miles south of Lake George Village on Route 9 between Northway exits 20 and 21)","","Lake George","NY","(D),(*)","Bars/Clubs",1977,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","2 mi. So. of  Lake George Village on Rte. 9 betw. Northway exits 20 & 21","","Lake George","NY","(D),(*)","Bars/Clubs",1978,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Exit 20 off Northway on Rte. 9 N.","","Lake George","NY","(D),(*)","Bars/Clubs",1976,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","2 mi. S. of Lake George Cillage on Rte. 9, betw. Northway exits 20 & 21","","Lake George","NY","(D),(*)","Bars/Clubs",1979,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","2 mi. S. of Lake George Village on Rte. 9, betw. Northway exits 20 & 21","","Lake George","NY","(D),(*)","Bars/Clubs",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(The Embers) Route 9W, about 2 mi. north of N.Y. Hwy. 59","","Rockland Lake","NY","(YC),(D),(R),(S),(*)","Restaurant",1974,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Route 9W, about 2 mi. N. of N.Y. Hwy. 59","","Rockland Lake","NY","(YC),(D),(R),(S),(*)","Restaurant",1975,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Route 208","","Washingtonville","NY","(H)","Hotels",1974,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Route 208","","Washingtonville","NY","(H)","Hotels",1975,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Route 208","","Washingtonville","NY","(H)","Hotels",1976,"",NA,NA,NA,NA,NA,NA
"Found","(sign says Sultan's Table) 40th St. at Lexington","","Manhattan","NY","(*)","Bars/Clubs",1971,"",NA,NA,NA,NA,NA,NA
"Found","","1944 Madison","Manhattan","NY","","Baths",1969,"",NA,NA,NA,NA,NA,NA
"Found","","","Manhattan","NY","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA
"Found","","","Manhattan","NY","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"Found","","","Manhattan","NY","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","(Disco) Stillwell Ave. at Boardwalk","","Coney Island","NY","(D),(S)","Bars/Clubs",1975,"",NA,NA,NA,NA,NA,NA
"Found","(Food & drink) Elmwood at Bidwell Parkway","","Buffalo","NY","(M),(YC),(R)","Restaurant",1978,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","20 mi. W. on N.Y. 3","","Plattsburg","NY","(M)","Bars/Clubs",1977,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","20 mi. W. on NY 3","","Plattsburg","NY","(M)","Bars/Clubs",1978,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","College Avenue","","Ithaca","NY","(M),(YC)","Bars/Clubs",1977,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","College Ave.","","Ithaca","NY","(M),(YC)","Bars/Clubs",1978,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","18th St","","New York City","NY","(SM),(P)","Bars/Clubs",1968,"",NA,NA,NA,NA,NA,NA
"Found","85th St. at 2nd Ave.","","Manhattan","NY","","Bars/Clubs",1970,"",NA,NA,NA,NA,NA,NA
"Found","85th St. at 2nd Ave.","","Manhattan","NY","","Bars/Clubs",1971,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","85th St. nr. 3rd Ave.","","Manhattan","NY","","Bars/Clubs",1972,"",NA,NA,NA,NA,NA,NA
"Found","Plaza Hotel 59th St & 5th Av","","Manhattan","NY","(M),(PE)","Bars/Clubs,Hotels",1965,"",NA,NA,NA,NA,NA,NA
"Found","Plaza Hotel 5th Avenue at 59th Street","","Midtown","NY","(M),(PE),(OC)","Bars/Clubs,Hotels",1977,"",NA,NA,NA,NA,NA,NA
"Found","Plaza hotel, 5th Ave.","","Midtown","NY","(M),(PE),(OC)","Bars/Clubs,Hotels",1978,"",NA,NA,NA,NA,NA,NA
"Found","17th Street at 3rd Avenue","","Greenwich Village","NY","(M),(R)","Restaurant",1977,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Thur. thru Sun. Niagara Falls Blvd.","","Amherst","NY","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(THur. thru Sun.) Niagra Falls Blvd.","","Amherst","NY","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Thursday through Sunday/ Niagra Falls Boulevard","","Amherst","NY","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","(Some G) (Fri. & Sat. from 9 p.m. to 4 a.m.) Cumberland Hotel Margaret & Court Sts.","","Plattsburg","NY","(D),(G),(*)","Bars/Clubs,Hotels",1977,"",NA,NA,NA,NA,NA,NA
"Found","(Some G) (Fri. & Sat. from 9 p.m. to 4 a.m.*) Cumberland Hotel, Margaret & Court Sts.","","Plattsburg","NY","(D),(G),(*)","Bars/Clubs,Hotels",1978,"",NA,NA,NA,NA,NA,NA
"Found","(Some G) (Fri. & Sat. from 9p.m. to 4 a.m.*) Cumberland Hotel- Margaret & Court","","Plattsburg","NY","(D),(G),(*)","Bars/Clubs,Hotels",1979,"",NA,NA,NA,NA,NA,NA
"Found","(Some L) (Fri. & Sat. from 9pm to 4am*) Cumberland Hotel- Margaret & Court","","Plattsburg","NY","(L),(D),(*)","Hotels,Bars/Clubs",1980,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","(Supposedly re-opned, inquire locally)","","East Hampton","NY","","Bars/Clubs",1971,"Long Island",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Montauk Highway","","East Hampton","NY","","Bars/Clubs",1973,"Long Island",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Montauk Hwy.","","East Hampton","NY","(D),(R)","Restaurant",1974,"Long Island",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Montauk Highway","","Bridgehampton","NY","(D)","Bars/Clubs",1975,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Montauk Highway","","Bridgehampton","NY","(D)","Bars/Clubs",1976,"",NA,NA,NA,NA,NA,NA
"General Coordinates Used","Montauk Highway","","Bridgehampton","NY","(D)","Bars/Clubs",1977,"",NA,NA,NA,NA,NA,NA
"Found","","","Buffalo","NY","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA
"Found","","","Buffalo","NY","Cruisy Area","Cruising Areas",1974,"",NA,NA,NA,NA,NA,NA
"Found","","","Buffalo","NY","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA
"Found","","","Buffalo","NY","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA
