ID,Title,Year,status,lat,lon,description,streetaddress,city,state,amenityfeatures,type,unclearaddress,uncleartype,notes,dateadded,lastmodified,Last Modified By
2887,Rainbow Plantation ,1998,General Coordinates Used,19.488983,-155.910125,323-2393 on coffee & macadamia plantation,,"Captain Cook, Hawaii",HI,"(GF),(NS)",Accommodations,checked,,"Listed under ""Hawaii (Big Island)""",,10/5/2024 1:54pm,Amanda Regan
2888,RBR Farms,1998,General Coordinates Used,19.488983,-155.910125,"328-9212/(800) 328-9212 hot tub, full brkfst, on working macadamia nut & coffee plantation",,"Captain Cook, Hawaii",HI,"(*),(MW),(SW),(N),(TA)",Accommodations,checked,,"Listed under ""Hawaii (Big Island)""",,10/5/2024 1:54pm,Amanda Regan
2889,Samurai House,1998,General Coordinates Used,19.488983,-155.910125,"328-9210 hot tub, traditional Japanese house",,"Captain Cook, Hawaii",HI,"(*),(GF),(WC)",Accommodations,checked,,"Listed under ""Hawaii (Big Island)""",,10/5/2024 1:54pm,Amanda Regan
2938,Kailua Maui Gardens,1998,General Coordinates Used,20.911399,-156.251594,"572-9726/(800)258-8588. also suites, hot tub",,"Haiku, Maui",HI,"(GF),(SW),(N),(WC),(TA)",Accommodations,checked,,"Listed under ""Maui""",,10/5/2024 1:53pm,Amanda Regan
2939,Hana Alii Holidays,1998,General Coordinates Used,20.755717,-155.987988,248-7742/(800)548-0478. reservations service,,"Hana, Maui",HI,,Accommodations,checked,,"Listed under ""Maui""",,10/5/2024 1:53pm,Amanda Regan
2940,Hana Plantation Houses,1998,General Coordinates Used,20.755717,-155.987988,923-0772/(800)228-4262. tropical cottages & houses,,"Hana, Maui",HI,"(*),(M),(SW),(TA)",Accommodations,checked,,"Listed under ""Maui""",,10/5/2024 1:53pm,Amanda Regan
2941,Napualani O'Hana,1998,General Coordinates Used,20.755717,-155.987988,"248-8935. 2 full units, ocean & mtn. views, non-smoking rms avail., lanai",,"Hana, Maui",HI,"(GF),(WC)",Accommodations,checked,,"Listed under ""Maui""",,10/5/2024 1:53pm,Amanda Regan
2917,Community Real Estate Referrals,1998,General Coordinates Used,22.205929,-159.497565,"gay realtor at your service, no rentals. (800) 346-5592",,"Hanalei, Kauai",HI,,Info Lines & Services,checked,,"Listed under ""Kauai""",,10/5/2024 1:52pm,Amanda Regan
2918,Tahiti Nui,1998,Found,22.203373,-159.495245,"Kuhio Hwy. 8am-2am, more gay Fri-Sat",,"Hanalei, Kauai",HI,"(GF),(F),(E),(WC)",Bars & Nightclubs,checked,,"Listed under ""Kauai""",,10/5/2024 1:52pm,Amanda Regan
2893,Paauhau Plantation Inn,1998,General Coordinates Used,20.079467,-155.469539,"775-7222/(800) 789-7614, B&B w/ cottages",,"Honokaa, Hawaii",HI,(GF),Accommodations,checked,,"Listed under ""Hawaii (Big Island)""",,10/5/2024 1:52pm,Amanda Regan
2894,The Art of Ray Helgeson,1998,General Coordinates Used,20.079467,-155.469539,Amaury Saint-Gilles Gallery 775-9278,,"Honokaa, Hawaii",HI,,Bookstores & Retail Shops,checked,,"Listed under ""Hawaii (Big Island)""",,10/5/2024 1:52pm,Amanda Regan
3030,Ala Moana Beach Park,1998,Found,21.289969,-157.847657,(AYOR) nr. Wakiki Yacht Club,,"Honolulu, Oahu",HI,(AYOR),Cruisy Areas,checked,,"Listed under ""Oahu""",,10/5/2024 1:52pm,Amanda Regan
2975,Always Yours by The Wedding Connection,1998,General Coordinates Used,21.309885,-157.85814,537-9427/(800) 388-6933. lesbigay commitment ceremonies,,"Honolulu, Oahu",HI,,Info Lines & Services,checked,,"Listed under ""Oahu""",,10/5/2024 1:52pm,Amanda Regan
3018,Bird of Paradise Travel,1998,General Coordinates Used,21.309885,-157.85814,735-9103,,"Honolulu, Oahu",HI,(TA),Travel Agents,checked,,"Listed under ""Oahu""",,10/5/2024 1:52pm,Amanda Regan
2976,Community Real Estate Referrals,1998,General Coordinates Used,21.309885,-157.85814,"(800) 346-5592. gay realtor at your service, no rentals",,"Honolulu, Oahu",HI,,Info Lines & Services,checked,,"Listed under ""Oahu""",,10/5/2024 1:51pm,Amanda Regan
3014,Daak's Body Splash,1998,General Coordinates Used,21.309885,-157.85814,343-3333,,"Honolulu, Oahu",HI,,Bookstores & Retail Shops,checked,,"Listed under ""Oahu""",,10/5/2024 1:51pm,Amanda Regan
3031,Diamond Head,1998,Found,21.261983,-157.805999,bushes above hwy. & below light house (AYOR),,"Honolulu, Oahu",HI,(AYOR),Cruisy Areas,checked,,"Listed under ""Oahu""",,10/5/2024 1:51pm,Amanda Regan
3015,Douglas Simonson--Artists Studio,1998,General Coordinates Used,21.309885,-157.85814,Honolulu 737-6275 call for an appt.,,"Honolulu, Oahu",HI,,Bookstores & Retail Shops,checked,,"Listed under ""Oahu""",,10/5/2024 1:51pm,Amanda Regan
2979,Hawaii Transgendered Outreach,1998,General Coordinates Used,21.309885,-157.85814,923-4270. social mtgs bi-weekly Fri ,,"Honolulu, Oahu",HI,,Info Lines & Services,checked,,"Listed under ""Oahu""",,10/5/2024 1:51pm,Amanda Regan
3027,Honolulu Confidential Connection,1998,General Coordinates Used,21.309885,-157.85814,"596-7222 Meet hot local guys! Record, listen, respond to free ads. Use free code 9966.",,"Honolulu, Oahu",HI,,Men's Services,checked,,"Listed under ""Oahu""",,10/5/2024 1:51pm,Amanda Regan
3017,Island Lifestyle Magazine,1998,General Coordinates Used,21.309885,-157.85814,737-6400 inquire about resource/travel guide,,"Honolulu, Oahu",HI,,Publications,checked,,"Listed under ""Oahu""",,10/5/2024 1:51pm,Amanda Regan
2982,Leis of Hawaii,1998,Found,21.280518,-157.808799,"(888) 534-7644. personalized Hawaiian greeting service, complete w/ fresh flower leis (see ad in center National section)",,"Honolulu, Oahu",HI,,Info Lines & Services,checked,,"Listed under ""Oahu""",,10/5/2024 1:51pm,Amanda Regan
2991,Outrigger Hotels & Resorts,1998,General Coordinates Used,21.309885,-157.85814,921-6820/(800) 688-7444. many Waikiki properties,,"Honolulu, Oahu",HI,"(GF),(TA)",Accommodations,checked,,"Listed under ""Oahu""",,10/5/2024 1:51pm,Amanda Regan
3019,Pacific Ocean Holidays,1998,General Coordinates Used,21.309885,-157.85814,923-2400/(800) 735-6600 also publishes semi-annual 'Pocket Guide to Hawaii',,"Honolulu, Oahu",HI,(TA),Travel Agents,checked,,"Listed under ""Oahu""",,10/5/2024 1:51pm,Amanda Regan
3012,Queens Surf Beach,1998,Found,21.26791,-157.82247,Kapiolani Park,,"Honolulu, Oahu",HI,,Cruisy Areas,checked,,"Listed under ""Oahu""",,10/5/2024 1:50pm,Amanda Regan
2987,The Caritas B&B Network,1998,General Coordinates Used,21.309885,-157.85814,(800) CARITAS (227-4827)/(312) 857-0801 (outside US). see ad in center National section,,"Honolulu, Oahu",HI,,Accommodations,checked,,"Listed under ""Oahu""",,10/5/2024 1:50pm,Amanda Regan
2942,Waipi'o Bay Lookout,1998,General Coordinates Used,20.908333,-156.2275,572-4530. seasonal,,"Huelo, Maui",HI,(GF),Accommodations,checked,,"Listed under ""Maui""",,10/5/2024 1:50pm,Amanda Regan
2896,Hale Kipa 'O Pele,1998,General Coordinates Used,19.641913,-155.996225 ,"329-8676/(800) 528-2456 hot tub, plantation-style B&B",,"Kailua-Kona, Hawaii",HI,"(MW),(TA)",Accommodations,checked,,"Listed under ""Hawaii (Big Island)""",,10/5/2024 1:48pm,Amanda Regan
2900,Kahaluu Beach Park,1998,Found, 19.579266,-155.966671,Kailua-Kona,,"Kailua-Kona, Hawaii",HI,(AYOR),Cruisy Areas,checked,,"Listed under ""Hawaii (Big Island)""",,10/5/2024 1:49pm,Amanda Regan
2901,Nude Beach,1998,General Coordinates Used,19.641913,-155.996225 ,"5 mi S. of Airport, Kailua-Kona",,"Kailua-Kona, Hawaii",HI,(AYOR),Cruisy Areas,checked,,"Listed under ""Hawaii (Big Island)""",,10/5/2024 1:49pm,Amanda Regan
3032,Kailua Beach Park,1998,Found,21.397396,-157.727218 ,,,"Kailua, Oahu",HI,(AYOR),Cruisy Areas,checked,,"Listed under ""Oahu""",,10/5/2024 1:48pm,Amanda Regan
3033,Kona Market Place,1998,Found,19.639103,-155.993626,,,"Kailua, Oahu",HI,(AYOR),Cruisy Areas,checked,,"Listed under ""Oahu""",,10/5/2024 1:47pm,Amanda Regan
2919,Black Bamboo Reservation Service,1998,General Coordinates Used,21.925571,-159.527211,332-9607/(800)527-7789. free reservation service,,"Kalaheo, Kauai",HI,(MW),Info Lines & Services,checked,,"Listed under ""Kauai""",,10/5/2024 1:47pm,Amanda Regan
2920,Community Real Estate Referrals,1998,General Coordinates Used,21.925571,-159.527211,"(800)346-5592. gay realtor at your service, no rentals",,"Kalaheo, Kauai",HI,,Info Lines & Services,checked,,"Listed under ""Kauai""",,10/5/2024 1:47pm,Amanda Regan
2923,Kauai Coconut Beach Resort,1998,Found,22.056623,-159.322447,"822-3455/(800)222-5642. oceanfront resort, tennis, nightly luau",,"Kapaa, Kauai",HI,"(GF),(SW)",Accommodations,checked,,"Listed under ""Kauai""",,10/5/2024 1:46pm,Amanda Regan
2971,Kainehe Retreat Home,1998,General Coordinates Used,21.090987,-157.018628,558-8207. beachfront home,,"Kaunakakai, Molokai",HI,"(GF),(NS)",Accommodations,checked,,"Listed under ""Molokai""",,10/5/2024 1:46pm,Amanda Regan
2972,Molokai Beachfront Escapes,1998,General Coordinates Used,21.090987,-157.018628,248-7868/(800)228-4262. beachfront units,,"Kaunakakai, Molokai",HI,"(GF),(TA)",Accommodations,checked,,"Listed under ""Molokai""",,10/5/2024 1:46pm,Amanda Regan
2944,AA Gay & Lesbian,1998,Found,20.732163,-156.453931,874-3589. 9am Sun. Kapalama Park Gazebo,,"Kihei, Maui",HI,,Info Lines & Services,checked,,"Listed under ""Maui""",,10/5/2024 1:46pm,Amanda Regan
2945,Anfora's Dreams ,1998,General Coordinates Used,20.739941,-156.454187,"(213)737-0731/(800)788-5046. rental condo nr. ocean, hot tub",,"Kihei, Maui",HI,,Accommodations,checked,,"Listed under ""Maui""",,10/5/2024 1:46pm,Amanda Regan
2946,Jack & Tom's Maui Condos,1998,General Coordinates Used,20.739941,-156.454187,"874-1048. fully equipped condos & apts, non smoking rms avail.",,"Kihei, Maui",HI,(GF),Accommodations,checked,,"Listed under ""Maui""",,10/5/2024 1:46pm,Amanda Regan
2951,Kalama Park,1998,Found,20.731438,-156.452933,,,"Kihei, Maui",HI,(AYOR),Cruisy Areas,checked,,"Listed under ""Maui""",,10/5/2024 1:46pm,Amanda Regan
2947,Ko'a Kai Rentals,1998,General Coordinates Used,20.739941,-156.454187,879-6058/(800)399-6058 x33. inexpensive rentals,,"Kihei, Maui",HI,"(GF),(SW)",Accommodations,checked,,"Listed under ""Maui""",,10/5/2024 1:45pm,Amanda Regan
2949,Triple Lei B&B,1998,General Coordinates Used,20.739941,-156.454187,874-8645/(800)871-8645. nr. beach,,"Kihei, Maui",HI,"(M),(SW),(WC)",Accommodations,checked,,"Listed under ""Maui""",,10/5/2024 1:45pm,Amanda Regan
2930,Kai Mana,1998,General Coordinates Used,19.406893,-155.283379,828-1280/(800)837-1782. Shakti Gawains Paradise home,,"Kilauea, Kauai",HI,"(GF),(NS)",Accommodations,checked,,"Listed under ""Kauai""",,10/5/2024 1:45pm,Amanda Regan
2931,Kalihiwai Jungle Home,1998,General Coordinates Used,22.21205,-159.407339,"cliptop rental home, nr. beaches",,"Kilauea, Kauai",HI,"(GF),(N),(NS)",Accommodations,checked,,"Listed under ""Kauai""",,10/5/2024 1:45pm,Amanda Regan
2932,Pali Kai,1998,General Coordinates Used,22.19457,-159.406945,"828-6691/(888)828-gg91. hilltop B&B w. ocean view, hot tub",,"Kilauea, Kauai",HI,"(*),(MW)",Accommodations,checked,,"Listed under ""Kauai""",,10/5/2024 1:45pm,Amanda Regan
2933,Secret Beach,1998,Found,22.220471,-159.417479,inquire locally,,"Kilauea, Kauai",HI,(AYOR),Cruisy Areas,checked,,"Listed under ""Kauai""",,10/5/2024 1:45pm,Amanda Regan
2902,Ka Hale Na Pua,1998,General Coordinates Used,20.161849,-155.659225,329-2960/(800) 595-3458 massage therapist avail.,,"Kohala Coast, Hawaii",HI,"(GF),(SW)",Accommodations,checked,,"Listed under ""Hawaii (Big Island)""",,10/5/2024 1:45pm,Amanda Regan
2952,Camp Kula - Maui B&B,1998,General Coordinates Used,20.791352,-156.324877,876-0000. on the slopes of Mt. Haleakala. HIV+ welcome,,"Kula, Maui",HI,"(*),(MW),(WC)",Accommodations,checked,,"Listed under ""Maui""",,10/5/2024 1:45pm,Amanda Regan
2953,Community Real Estate Referrals,1998,General Coordinates Used,20.882371,-156.681619,"(800)346-5592. gay realtor at your service, no rentals",,"Lahaina, Maui",HI,,Info Lines & Services,checked,,"Listed under ""Maui""",,10/5/2024 1:45pm,Amanda Regan
2961,Front St.,1998,General Coordinates Used,20.915891,-156.695939,along Beach Walk,,"Lahaina, Maui",HI,(AYOR),Cruisy Areas,checked,,"Listed under ""Maui""",,10/5/2024 1:44pm,Amanda Regan
2959,Gay Hawaiian Excursions,1998,General Coordinates Used,20.878333,-156.6825,"667-7466/(800)311-4460. extensive activities, tours & travel arrangements",,"Lahaina, Maui",HI,,Travel Agents,checked,,"Listed under ""Maui""",,10/5/2024 1:44pm,Amanda Regan
2954,Maui Dreamtime Weddings,1998,General Coordinates Used,20.872052,-156.677325,(800)779-1320. traditional & non-traditional commitment ceremonies in secluded Maui locations.,,"Lahaina, Maui",HI,,Info Lines & Services,checked,,"Listed under ""Maui""",,10/5/2024 1:44pm,Amanda Regan
2958,Maui Surfing School,1998,General Coordinates Used,20.872052,-156.677325,875-0625/(800)222-5642. lessons for all levels,,"Lahaina, Maui",HI,,Entertainment & Recreation,checked,,"Listed under ""Maui""",,10/5/2024 1:44pm,Amanda Regan
2955,Royal Hawaiian Weddings,1998,General Coordinates Used,20.872052,-156.677325,875-0625/(800)659-1866. specializes in scenic gay weddings,,"Lahaina, Maui",HI,(TA),Info Lines & Services,checked,,"Listed under ""Maui""",,10/5/2024 1:44pm,Amanda Regan
2963,Maui Network,1998,General Coordinates Used,20.853869,-156.310337,572-9555/(800)367-5221. condo reservation service,,"Makawao, Maui",HI,,Accommodations,checked,,"Listed under ""Maui""",,10/5/2024 1:44pm,Amanda Regan
2962,Personal Maui,1998,General Coordinates Used,20.853869,-156.310337,572-1589. guide & driver tours of the hidden Mau,,"Makawao, Maui",HI,,Info Lines & Services,checked,,"Listed under ""Maui""",,10/5/2024 1:44pm,Amanda Regan
2965,Makena Nude Beach,1998,General Coordinates Used,20.654444,-156.4425,,,"Makena, Maui",HI,(AYOR),Cruisy Areas,checked,,"Listed under ""Maui""",,10/5/2024 1:44pm,Amanda Regan
2903,Huliaule'a B&B,1998,General Coordinates Used,19.49544,-154.949411,965-9175 full brkfst,,"Pahoa, Hawaii",HI,"(MW),(NS)",Accommodations,checked,,"Listed under ""Hawaii (Big Island)""",,10/5/2024 1:43pm,Amanda Regan
2904,Kalani Oceanside Eco-Resort,1998,General Coordinates Used,19.49544,-154.949411,965-7828/(800) 800-6886,,"Pahoa, Hawaii",HI,"(GF),(F),(SW),(WC),(TA)",Accommodations,checked,,"Listed under ""Hawaii (Big Island)""",,10/5/2024 1:42pm,Amanda Regan
2909,Outspoken,1998,General Coordinates Used,19.49544,-154.949411,936-7073/934-7178 seasonal newsletter,,"Pahoa, Hawaii",HI,,Publications,checked,,"Listed under ""Hawaii (Big Island)""",,10/5/2024 1:42pm,Amanda Regan
2905,Pamalu,1998,General Coordinates Used,19.49544,-154.949411,965-0830 country retreat on 5 secluded areas,,"Pahoa, Hawaii",HI,"(GF),(SW)",Accommodations,checked,,"Listed under ""Hawaii (Big Island)""",,10/5/2024 1:42pm,Amanda Regan
2906,Rainbow's Inn ,1998,General Coordinates Used,19.49544,-154.949411,965-9011 B&B hideaway by the sea,,"Pahoa, Hawaii",HI,(GF),Accommodations,checked,,"Listed under ""Hawaii (Big Island)""",,10/5/2024 1:42pm,Amanda Regan
2966,Huelo Point Flower Farm,1998,General Coordinates Used,20.906057,-156.373978,"572-1850. vacation rental, oceanfront estate",,"Paia, Maui",HI,(SW),Accommodations,checked,,"Listed under ""Maui""",,10/5/2024 1:42pm,Amanda Regan
2910,Chalet Kilauea/The Inn at Volcano,1998,General Coordinates Used, 19.428232,-155.235163,"967-7786/(800) 937-7786 full brkfst, hot tub",,"Volcano Village, Hawaii",HI,"(GF),(NS)",Accommodations,checked,,"Listed under ""Hawaii (Big Island)""",,10/5/2024 1:42pm,Amanda Regan
2911,Hale Ohia Cottages,1998,General Coordinates Used, 19.428232,-155.235163,(808) 967-7986/(800) 455-3803,,"Volcano Village, Hawaii",HI,"(GF),(WC),(TA)",Accommodations,checked,,"Listed under ""Hawaii (Big Island)""",,10/5/2024 1:42pm,Amanda Regan
2912,The Lodge at Volcano,1998,General Coordinates Used, 19.428232,-155.235163,"967-7244 hot tub, private travel, lanai",,"Volcano Village, Hawaii",HI,"(GF),(NS)",Accommodations,checked,,"Listed under ""Hawaii (Big Island)""",,10/5/2024 1:42pm,Amanda Regan
2913,Volcano B&B ,1998,General Coordinates Used, 19.428232,-155.235163,967-7779/(800) 736-7140 affordable,,"Volcano Village, Hawaii",HI,"(GF),(NS)",Accommodations,checked,,"Listed under ""Hawaii (Big Island)""",,10/5/2024 1:42pm,Amanda Regan
2968,Coconuts,1998,General Coordinates Used,20.687183,-156.439167,(800)289-1522. hot tub,,"Wailea, Maui",HI,"(MW),(SW),(WC)",Accommodations,checked,,"Listed under ""Maui""",,10/5/2024 1:38pm,Amanda Regan
2970,Remote Possibilities,1998,General Coordinates Used,20.886943,-156.504834,875-7438,,"Wailuku, Maui",HI,(TA),Travel Agents,checked,,"Listed under ""Maui""",,10/5/2024 1:38pm,Amanda Regan
3054,Ann Morrison Park,1998,Found,43.610906,-116.220551,nr. baseball fields,,Boise,ID,(AYOR),Cruisy Areas,checked,,,,10/5/2024 1:27pm,Amanda Regan
3036,Boise Bisexual Network,1998,General Coordinates Used,43.615019,-116.202314,(at Community Ctr.) 331-1101 (Bi-Line) 8pm Sun,,Boise,ID,,Info Lines & Services,checked,,,,10/5/2024 1:27pm,Amanda Regan
3037,Boise Bloomers,1998,General Coordinates Used,43.615019,-116.202314,388-3864 social group for the gender gifted & friends,,Boise,ID,,Info Lines & Services,checked,,,,10/5/2024 1:27pm,Amanda Regan
3046,Capital City Rainbow Guys,1998,General Coordinates Used,43.615019,-116.202314,"342-2723 outdoor activities social group, biking 2:30pm Sun",,Boise,ID,,Entertainment & Recreation,checked,,,,10/5/2024 1:27pm,Amanda Regan
3052,Diversity,1998,General Coordinates Used,43.615019,-116.202314,323-0805 monthly,,Boise,ID,,Publications,checked,,,,10/5/2024 1:26pm,Amanda Regan
3048,Triangle Connection,1998,General Coordinates Used,43.615019,-116.202314,939-1627 24hr activities hotline,,Boise,ID,,Entertainment & Recreation,checked,,,,10/5/2024 1:26pm,Amanda Regan
3058,Riverside Dr. & The Loop,1998,Found,43.500985,-112.042787,opposite the hospital,,Idaho Falls,ID,(AYOR),Cruisy Areas,checked,,,,10/5/2024 1:26pm,Amanda Regan
3059,Snake River Falls,1998,Found,43.496607,-112.043772,,,Idaho Falls,ID,(AYOR),Cruisy Areas,checked,,,,10/5/2024 1:26pm,Amanda Regan
3061,Hot Pools,1998,General Coordinates Used,42.619363,-112.011071,,,Lava Hot Springs,ID,(AYOR),Cruisy Areas,checked,,,,10/5/2024 1:26pm,Amanda Regan
3060,Lava Hot Springs Inn,1998,General Coordinates Used,42.619363,-112.011071,"776-5830 full brkfst, hot tub",,Lava Hot Springs,ID,"(GF),(WC)",Accommodations,checked,,,,10/5/2024 1:26pm,Amanda Regan
3072,Las Tejanas B&B,1998,General Coordinates Used,44.226853,-114.928695,"Hwy. 75, Lower Stanley 376-6077/774-3301 May-Sept, natural hot tub, full brkfst",,Lower Stanley,ID,(GF),Accommodations,checked,,"Listed under ""Stanley""",,10/5/2024 1:26pm,Amanda Regan
3062,Inland Northwest,1998,Found,46.746866,-117.007442,882-8034 1st Mon,,Moscow ,ID,,Info Lines & Services,checked,,,,10/5/2024 1:25pm,Amanda Regan
3063,University of Idaho Gay/Lesbian/Bisexual Group,1998,Found,46.727831,-117.011947,885-2691,,Moscow ,ID,,Info Lines & Services,checked,,,,10/5/2024 1:25pm,Amanda Regan
3070,Ross Park,1998,Found,42.842206,-112.423548,,,Pocatello,ID,(AYOR),Cruisy Areas,checked,,,,10/5/2024 1:23pm,Amanda Regan
3071,Cedar St. Bridge,1998,General Coordinates Used,48.276577,-116.553465,,,Sand Point,ID,(AYOR),Cruisy Areas,checked,,,,10/5/2024 1:23pm,Amanda Regan
3073,City Park,1998,Found,42.558171,-114.465944,,,Twin Falls,ID,(AYOR),Cruisy Areas,checked,,,,10/5/2024 1:23pm,Amanda Regan
3074,Rockcreek Park,1998,Found,42.569218,-114.505868,days,,Twin Falls,ID,(AYOR),Cruisy Areas,checked,,,,10/5/2024 1:23pm,Amanda Regan
3080,Jefferson St,1998,General Coordinates Used,40.480295,-89.000718,"nights, by courthouse square",,Bloomington,IL,(AYOR),Cruisy Areas,checked,,,,10/5/2024 1:22pm,Amanda Regan
3086,Shabonna Woods & Sandridge Forest Preserves,1998,Found,41.605149,-87.561958,,,Calumet City,IL,(AYOR),Cruisy Areas,checked,,,,10/5/2024 1:22pm,Amanda Regan
3087,AA Lesbian/Gay,1998,General Coordinates Used,37.727273,-89.21675,549-4633,,Carbondale,IL,,Info Lines & Services,checked,,,,10/5/2024 1:22pm,Amanda Regan
3088,Gay/Lesbian/Bisexuals & Friends,1998,Found,37.707972,-89.222998,(Southern Illinois University) 453-5151,,Carbondale,IL,,Info Lines & Services,checked,,,,10/5/2024 1:22pm,Amanda Regan
3089,Community Real Estate Referrals,1998,General Coordinates Used,40.11642,-88.243383,"(800) 346-5592 gay realtor at your service, no rentals",,Champaign,IL,,Info Lines & Services,checked,,"Listed under ""Champaign/Urbana""",,10/5/2024 1:22pm,Amanda Regan
3091,People for Lesbian/Gay/Bisexual Concerns of Illinois (,1998,Found,40.101952,-88.227161,"(at University of Illinois) 333-1187 5:30pm Tue, student group",,Champaign,IL,,Info Lines & Services,checked,,"Listed under ""Champaign/Urbana""",,10/5/2024 1:22pm,Amanda Regan
3096,Association of Latino Men for Action (ALMA),1998,General Coordinates Used,41.878114,-87.629798,"(773) 918-5067 social/support group for gay/bi/trans Latinos, various events, monthly brunch",,Chicago,IL,,Info Lines & Services,checked,,"Listed under ""Chicago-Overview""",,10/5/2024 1:20pm,Amanda Regan
3243,Belmont Rocks,1998,Found,41.935181,-87.631544,S. of Belmont at lake,,Chicago,IL,(AYOR),Cruisy Areas,checked,,"Listed under ""Chicago - New Town""",,10/5/2024 1:20pm,Amanda Regan
3108,Caritas B&B Network,1998,General Coordinates Used,41.878114,-87.629798,(800) CARITAS (227-4827)/(312) 857-0801 (outside US) see ad in center National Section,,Chicago,IL,,Accommodations,checked,,"Listed under ""Chicago-Overview""",,10/5/2024 1:20pm,Amanda Regan
3098,Chicago Black Lesbians/Gays,1998,General Coordinates Used,41.878114,-87.629798,"(312) 409-4917 citywide group for lesbigaytrans activism & visibility, 24hr touchtone events line",,Chicago,IL,,Info Lines & Services,checked,,"Listed under ""Chicago-Overview""",,10/5/2024 1:20pm,Amanda Regan
3099,Chicagoland Bisexual Network,1998,General Coordinates Used,41.878114,-87.629798,"(312) 458-0983 variety of political, social & support resources",,Chicago,IL,,Info Lines & Services,checked,,"Listed under ""Chicago-Overview""",,10/5/2024 1:20pm,Amanda Regan
3126,Community Real Estate Referrals,1998,General Coordinates Used,41.878114,-87.629798,"(800) 346-5592 gay realtor at your service, no rentals",,Chicago,IL,,Info Lines & Services,checked,,"Listed under ""Chicago - Near North""",,10/5/2024 1:19pm,Amanda Regan
3100,Community Real Estate Referrals,1998,General Coordinates Used,41.878114,-87.629798,"(800) 346-5592 gay realtor at your service, no rentals",,Chicago,IL,,Info Lines & Services,checked,,"Listed under ""Chicago-Overview""",,10/5/2024 1:19pm,Amanda Regan
3161,Community Real Estate Referrals,1998,General Coordinates Used,41.878114,-87.629798,"(800) 346-5592 gay realtor at your service, no rentals",,Chicago,IL,,Info Lines & Services,checked,,"Listed under ""Chicago - North Side""",,10/5/2024 1:19pm,Amanda Regan
3244,Community Real Estate Referrals,1998,General Coordinates Used,41.878114,-87.629798,"(800) 346-5592 gay realtor at your service, no rentals",,Chicago,IL,,Info Lines & Services,checked,,"Listed under ""Chicago - South Side""",,10/5/2024 1:20pm,Amanda Regan
3191,Community Real Estate Referrals,1998,General Coordinates Used,41.878114,-87.629798,"(800) 346-5592 gay realtor at your service, no rentals",,Chicago,IL,,Info Lines & Services,checked,,"Listed under ""Chicago - New Town""",,10/5/2024 1:20pm,Amanda Regan
3113,Gab,1998,General Coordinates Used,41.878114,-87.629798,(773) 248-4542,,Chicago,IL,,Publications,checked,,"Listed under ""Chicago-Overview""",,10/5/2024 1:18pm,Amanda Regan
3101,Gay Asian & Pacific Islanders (GAPIC),1998,General Coordinates Used,41.878114,-87.629798,(312) 409-6820 empowering gay/bi/trans Asians & Pacific Islanders,,Chicago,IL,,Info Lines & Services,checked,,"Listed under ""Chicago-Overview""",,10/5/2024 1:18pm,Amanda Regan
3114,Gay Chicago,1998,General Coordinates Used,41.878114,-87.629798,"(773) 327-7271 weekly, extensive resource listings",,Chicago,IL,,Publications,checked,,"Listed under ""Chicago-Overview""",,10/5/2024 1:18pm,Amanda Regan
3103,Great Lakes Bears,1998,General Coordinates Used,41.878114,-87.629798,"PO Box 578840, 60657-8849 (773) 509-5135 meets 4:30pm 3rd Sun at 'North End' bar, call for other events",,Chicago,IL,,Info Lines & Services,checked,,"Listed under ""Chicago-Overview""",,10/5/2024 1:18pm,Amanda Regan
3121,Integrity/Chicago ,1998,General Coordinates Used,41.878114,-87.629798,"(773) 348-6362 7:30pm 1st & 3rd Fri, call for location ",,Chicago,IL,,Spiritual Groups,checked,,"Listed under ""Chicago-Overview""",,10/5/2024 1:18pm,Amanda Regan
3106,Lesbian/Gay Helpline,1998,General Coordinates Used,41.878114,-87.629798,(773) 929-4357 6pm-10pm,,Chicago,IL,,Info Lines & Services,checked,,"Listed under ""Chicago-Overview""",,10/5/2024 1:18pm,Amanda Regan
3125,Megaphone Chicago,1998,General Coordinates Used,41.878114,-87.629798,(312) 726-MEGA Voice-personals. Meet local men. Free to browse & respond to ads. Use Pub. 555,,Chicago,IL,,Men's Services,checked,,"Listed under ""Chicago - Overview""",,10/5/2024 1:17pm,Amanda Regan
3132,Old Town B&B,1998,General Coordinates Used,41.878114,-87.629798,440-9268 patio,,Chicago,IL,(GF),Accommodations,checked,,"Listed under ""Chicago - Near North""",,10/5/2024 1:17pm,Amanda Regan
3115,Outlines/Nightlines,1998,General Coordinates Used,41.878114,-87.629798,(773) 871-7610,,Chicago,IL,,Publications,checked,,"Listed under ""Chicago-Overview""",,10/5/2024 1:17pm,Amanda Regan
3107,SANGAT (Gay/Lesbian South Asians),1998,General Coordinates Used,41.878114,-87.629798,(773) 506-8810,,Chicago,IL,,Info Lines & Services,checked,,"Listed under ""Chicago-Overview""",,10/5/2024 1:17pm,Amanda Regan
3112,The Alternative Phone Book,1998,General Coordinates Used,41.878114,-87.629798,(773) 472-6319 directory of local businesses,,Chicago,IL,,Publications,checked,,"Listed under ""Chicago-Overview""",,10/5/2024 1:17pm,Amanda Regan
3097,The Chicago Area Gay/Lesbian Chamber of Commerce,1998,General Coordinates Used,41.878114,-87.629798,"(888) 452-4262 call for maps, member lists & more",,Chicago,IL,,Info Lines & Services,checked,,"Listed under ""Chicago-Overview""",,10/5/2024 1:17pm,Amanda Regan
