ID2,title,streetaddress,unclear_address,description,city,state,amenityfeatures,type,unclear type or question,notes,Year,Last Modified
2465,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Chicago,IL,,Info Lines & Services,,"Listed under ""Chicago - South Side"".",1995,4/25/2023 9:22pm
2475,Fox Valley Gay Association,,checked,"931-1110, 7pm-10pm Mon-Fri, info & referrals",Elgin,IL,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2483,Airie Crown Forest Preserve,,checked,(Summers),La Grange,IL,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
2486,Illinois State Park,,checked,(Summers),Marseille,IL,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
2487,Caritas B&B Networks,,checked,(312)857-0801,Nauvoo,IL,,Accommodations,,,1995,4/25/2023 9:22pm
2492,Starved Rock State Park,,checked,,Ottawa,IL,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
2517,Gay/Lesbian Switchboard of Bloomington,,checked,"855-5688, irregular volunteer hrs., recorded info 24hrs",Bloomington,IN,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2522,Block around Monroe Public Library,,checked,(AYOR),Bloomington,IN,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
2524,Mill Race Park,,checked,(AYOR),Columbus,IN,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
2526,Switchboard Concern,,checked,293-8671 irregular hrs.,Elkhart,IN,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2527,Elliot Park,,checked,(AYOR),Elkhart,IN,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
2528,Main Street,,checked,,Elkhart,IN,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
2535,Mesker Park,,checked,(AYOR),Evansville,IN,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
2536,Sunset Park,,checked,(AYOR),Evansville,IN,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
2537,"""The Levee""",,checked,(AYOR),Evansville,IN,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
2538,Gay/Lesbian AA,,checked,(Up the Stairs Community Center),Ft. Wayne,IN,,Info Lines & Services,,,1995,4/28/2023 10:37am
2541,Swinney Park,,checked,(AYOR),Ft. Wayne,IN,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
2547,AA Gay/Lesbian,,checked,632-7864 (AA#),Indianapolis,IN,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2548,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Indianapolis,IN,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2581,Stoney Run Park,,checked,(AYOR),Leroy,IN,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
2592,Ball State U.,,checked,(AYOR),Muncie,IN,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
2597,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,South Bend,IN,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2598,Community Resource Center Helpline,,checked,"232-2522, 8am-5pm, limited lesbigay info",South Bend,IN,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2604,East Race Area,,checked,,South Bend,IN,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
2605,Potawatami Park,,checked,(AYOR),South Bend,IN,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
2606,Court House,,checked,(AYOR),Valparaiso,IN,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
2607,George Rogers Clark Memorial Park,,checked,,Vincennes,IN,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
2608,Greg Park,,checked,(AYOR),Vincennes,IN,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
2612,Help Central,,checked,"232-0000, 9am-5pm, clsd wknds, general info",Ames,IA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2614,Iowa S. U.,,checked,(AYOR),Ames,IA,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
2616,McHose Park,,checked,(AYOR),Boone,IA,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
2622,Ellis Park,,checked,(AYOR),Cedar Rapids,IA,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
2623,Shaver Park,,checked,(AYOR),Cedar Rapids,IA,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
2624,Dream Riders Universe,,checked,"325-1257 custom clothes, accessories, fantasy role-playing, drag, leather, etc. by appt.",Council Bluffs,IA,,Bookstores/Retail Shops,,,1995,4/25/2023 9:22pm
2633,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Des Moines,IA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2634,Gay/Lesbian Resource Center (GLRC),,checked,277-1454,Des Moines,IA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2637,Society for Colorful People,,checked,contact GLRC for info,Des Moines,IA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2639,Racoon River Lodge B&B,,checked,"279-7312 riverside retreat, hot tub, seasonal",Des Moines,IA,"(MW),(F),(N),(WC)",Accommodations,,,1995,4/25/2023 9:22pm
2646,Iowa Division of Tourism,,checked,(800)345-4692,Des Moines,IA,,Travel/Tour Operators,,,1995,4/25/2023 9:22pm
2653,Julien Dubuque Monument Park,,checked,(AYOR),Dubuque,IA,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
2656,AA Gay/Lesbian,,checked,338-9111 (AA#),Iowa City,IA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2664,Spring Park,,checked,(AYOR),Mason City,IA,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
2675,Decca Center,,checked,"841-4138, info on A Different Light AA, noon Tues at 714 Vermont",Lawrence,KS,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2676,Gay/Lesbian Services of Kansas,,checked,"864-3091, taped info",Lawrence,KS,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2679,Kansas Union,,checked,(AYOR),Lawrence,KS,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
2680,Memorial Dr.,,checked,,Lawrence,KS,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
2681,Riverwall Park,,checked,(AYOR),Lawrence,KS,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
2689,Oakdale Park,,checked,"(Late, AYOR)",Salina,KS,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
2691,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Topeka,KS,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2692,Gay Rap Telephone,,checked,"233-6558, 9pm-midnight Wed-Sun",Topeka,KS,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2696,Travel & Tourism Department,,checked,(800)252-6727,Topeka,KS,,Travel/Tour Operators,,,1995,4/25/2023 9:22pm
2698,Wichita Gay Info Line,,checked,"(Land of Awes Information Services) 269-0913, 6pm-10pm",Wichita,KS,,Info Lines & Services,,,1995,4/28/2023 10:37am
2704,"Harbor, The",,checked,"(at Our Fantasy bar) 682-5494 8pm-4am, clsd Mon & Tues, full bar",Wichita,KS,(MW),Restaurants & Cafes,,,1995,4/28/2023 10:37am
2713,Oak Park,,checked,,Wichita,KS,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
2714,Island Park,,checked,(Days),Winfield,KS,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
2715,Central Park,,checked,(AYOR),Ashland,KY,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
2720,Madison btwn. 5th & 7th,,checked,(AYOR),Covington,KY,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
2721,Audubon St. Park,,checked,"(Summers, AYOR)",Henderson,KY,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
2722,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Lexington,KY,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2732,Pink Pages,,checked,281-8444 annual directory,Lexington,KY,,Publications,,,1995,4/25/2023 9:22pm
2734,Jacobson Park,,checked,(AYOR),Lexington,KY,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
2735,Woodland Park,,checked,(AYOR),Lexington,KY,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
2736,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Louisville,KY,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2737,Gay/Lesbian/Bisexual Hotline,,checked,"589-3316 touchtone info, live info 454-7613, 6pm-10pm",Louisville,KY,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2738,Louisville Gender Society,,checked,966-8701 TS/TV group,Louisville,KY,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2739,Louisville Youth Group,,checked,"(800)347-8336 taped info, live 7pm-10pm Th-Sun",Louisville,KY,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2740,Men of All Colors Together (MACT),,checked,"254-5446, mtgs 1st Sat",Louisville,KY,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2764,Affirm,,checked,"lesbigay support group, phone# listed Sundays in local paper The Messenger-Enquirer",Owensboro,KY,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2765,Smothers Park,,checked,"(night, AYOR)",Owensboro,KY,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
2766,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Paducah,KY,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2768,Jenny Wiley St. Park,,checked,,Prestonburg,KY,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
2769,Radcliff City Park,,checked,,Radcliff,KY,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
2772,AA Gay/Lesbian,,checked,"924-0030 (AA#) 7pm Mon, 8pm Th, 9pm Sat",Baton Rouge,LA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2783,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Houma,LA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2785,AA Gay/Lesbian,,checked,234-7814 (AA#),Lafayette,LA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2792,Garrand Park,,checked,(AYOR),Lafayette,LA,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
2795,Forsyth Park,,checked,,Monroe,LA,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
2798,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,New Orleans,LA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2799,"Gay Connection, The",,checked,"(900)346-MEET, talk and/or meet with other men from the area at 99 cents per minute",New Orleans,LA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2808,Caritas B&B Network,,checked,(312)857-0801,New Orleans,LA,,Accommodations,,,1995,4/25/2023 9:22pm
2812,Desmond Place B&B,,checked,861-8018/ (800)749-4640,New Orleans,LA,"(GF),(SW)",Accommodations,,,1995,4/25/2023 9:22pm
2901,Belle Promanade,,checked,,New Orleans,LA,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
2902,Riverwalk,,checked,"""very interesting""",New Orleans,LA,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
2914,Homestead B&B,,checked,288-9041,Bar Harbor,ME,"(MW),(IGTA)",Accommodations,,,1995,4/25/2023 9:22pm
2920,Gay/Lesbian Phoneline,,checked,"498-2088, 7pm-9pm Wed",Caribou,ME,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2922,"Westman House, The",,checked,"896-5726 B&B, great view",Caribou,ME,"(*),(MW),(F)",Accommodations,,,1995,4/25/2023 9:22pm
2923,"Black Duck, The",,checked,963-2689 B&B and cottage,Corea Harbor,ME,(GF),Accommodations,,,1995,4/25/2023 9:22pm
2925,Arundel Meadows Inn,,checked,"985-3770 1800s farmhouse, full brkfst",Kennebunkport,ME,(GF),Accommodations,,,1995,4/25/2023 9:22pm
2926,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Kennebunkport,ME,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2935,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Ogunquit,ME,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2941,Ogunquit House,,checked,646-2967 B&B and cottages,Ogunquit,ME,,Accommodations,,,1995,4/25/2023 9:22pm
2948,Maine Wilderness Lake Island,,checked,866-4547 rental cabin,Orono,ME,(MW),Accommodations,,,1995,4/25/2023 9:22pm
2949,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Portland,ME,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2969,"Guesthouse, The",,checked,"236-3854 lesbian-owned, kitchenette available",Rockport,ME,(MW),Accommodations,,,1995,4/25/2023 9:22pm
2977,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Annapolis,MD,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2978,Bed & Breakfast of Maryland ,,checked,269-6232/ (800)736-4667 accommodations service,Annapolis,MD,(GF),Info Lines & Services,,,1995,4/25/2023 9:22pm
2981,AA Gay/Lesbian,,checked,433-4843 (AA#),Baltimore,MD,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2983,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Baltimore,MD,,Info Lines & Services,,,1995,4/25/2023 9:22pm
2985,Gay/Lesbian Switchboard,,checked,837-8888/8529 (TDD) 7pm-10pm,Baltimore,MD,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3027,Le Salon,,checked,(at Custom House Saloon) 347-7555,Baltimore,MD,,Erotica,,,1995,4/28/2023 10:38am
3028,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Beltsville,MD,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3030,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Bethesda,MD,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3031,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,College Park,MD,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3036,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Greenbelt,MD,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3037,Greenbelt Park,,checked,(AYOR),Greenbelt,MD,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
3039,S. Potomac & Summit Sts.,,checked,,Hagerstown,MD,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
3040,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Hyattsville,MD,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3041,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Laurel,MD,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3044,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Potomac,MD,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3045,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Rockville,MD,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3048,Salisbury City Park,,checked,(AYOR),Salisbury,MD,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
3049,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Silver Spring,MD,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3062,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Boston,MA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3064,Gay/Lesbian Helpline,,checked,"267-9001, 4pm-11pm, 6pm-11pm wknds",Boston,MA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3077,Fritz,,checked,(at the Chandler Inn) 482-3450 noon-2am,Boston,MA,"(*),(F)",Bars,,,1995,4/28/2023 10:38am
3124,Gay/Lesbian AA,,checked,"775-7060 (AA#), 6pm Sun",Hyannis,MA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3133,Moody St.,,checked,(AYOR),Lowell,MA,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
3136,NorthShore Gay/Lesbian Alliance,,checked,(508)745-3848 event line,Marblehead,MA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3143,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Nantucket,MA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3148,Community Pride Line,,checked,584-4848,Northampton,MA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3149,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Northampton,MA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3150,Corner Porches,,checked,(30 minutes outside of Northampton in Ashfield) 628-4592 full brkfst,Northampton,MA,(GF),Accommodations,,,1995,4/28/2023 10:38am
3161,Berkshire Athenaeum,,checked,(AYOR),Pittsfield,MA,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
3163,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Provincetown,MA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3233,Back Room,,checked,"(at Crown & Anchor) 487-1430 10:30pm-1am, seasonal",Provincetown,MA,"(*),(GF),D,(E),(YC)",Bars,,,1995,4/28/2023 10:38am
3234,Back Street Bar,,checked,(at Gifford House) 487-0688 seasonal,Provincetown,MA,"D,(E)",Bars,,,1995,4/28/2023 10:38am
3235,Boatslip Beach Club,,checked,"(at Gifford House) 487-1669 T-dance every day during season, brkfst, lunch, dinner",Provincetown,MA,"(*),(MW),D,(F),(YC)",Bars,,,1995,4/28/2023 10:38am
3236,"Little Bar, The",,checked,(at the Atlantic House Hotel) 487-3821 from noon daily,Provincetown,MA,(NH),Bars,,,1995,4/28/2023 10:39am
3239,Rooster Bar,,checked,(at Crown & Anchor) 487-1430 6pm-1am,Provincetown,MA,"(*),(MW),(NH),(F),(V)",Bars,,,1995,4/28/2023 10:39am
3241,Vault,,checked,(downstairs at Crown & Anchor) from 7pm,Provincetown,MA,(L),Bars,,,1995,4/28/2023 10:39am
3265,Herring Cove Beach,,checked,,Provincetown,MA,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
3271,Quarry,,checked,(at the Pub) 734-8123 9pm-2am,Springfield,MA,(L),Bars,,,1995,4/28/2023 10:39am
3278,AA Gay/Lesbian,,checked,752-9000 (AA#),Worcester,MA,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3283,Community Real Estate Referrals,,checked,(800346-5592 gay realtor at your service,Ann Arbor,MI,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3286,Club Fabulous,,checked,call Lesbian/Gay/Bi office for details 763-4186 monthly chem-free dances during school year,Ann Arbor,MI,(MW),Bars,,,1995,4/25/2023 9:22pm
3301,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Detroit,MI,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3302,"Gay Connection, The",,checked,"(900)468-MEET talk and/or meet with other men from the area, at only 99 cents per minute",Detroit,MI,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3303,Lesbian/Gay Switchboard,,checked,"398-4297, 6pm-11pm",Detroit,MI,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3350,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Grand Rapids,MI,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3364,Kalamazoo Lesbian/Gay Resource Line,,checked,"345-7878, 7pm-10pm",Kalamazoo,MI,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3371,Lansing Lesbian/Gay Hotline,,checked,"332-3200, 7pm-10pm Mon-Th, 2pm-5pm Sun, info & referrals",Lansing,MI,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3372,Michigan Alliance for Lesbian/Gay Youth Services,,checked,484-0946 statewide network for sexual minority youth,Lansing,MI,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3376,Presque Isle Point,,checked,(AYOR),Marquette,MI,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
3377,Shinas Park-Picnic Rocks,,checked,(AYOR),Marquette,MI,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
3380,Chipwater Park,,checked,"(summer, AYOR)",Mount Pleasant,MI,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
3385,Lighthouse Beach,,checked,(AYOR),Port Huron,MI,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
3386,Pine Grove Park,,checked,(AYOR),Port Huron,MI,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
3396,Douglas Disco,,checked,"(at Douglas Dunes resort) 857-1401 cabaret, patio, 2 bars",Saugatuck,MI,"D,(E)",Bars,,,1995,4/28/2023 10:39am
3397,Cafe Sir Douglas,,checked,"(at Douglas Dunes resort) 857-1401 dinner only, 5pm-10pm, til 11pm Fri-Sat, clsd Tues-Wed",Saugatuck,MI,(MW),Restaurants & Cafes,,,1995,4/28/2023 10:40am
3401,Park on Water St.,,checked,,Saugatuck,MI,Cruisy Area,Cruising Areas,,,1995,4/25/2023 9:22pm
3406,Bryant Park,,checked,(AYOR),Traverse City,MI,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
3407,Westend Beach,,checked,(AYOR),Traverse City,MI,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
3408,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Troy,MI,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3409,Wm. P. Holliday Park,,checked,"(summer, AYOR)",Westland,MI,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
3414,Diamond Pt. Park,,checked,"(Summers, AYOR)",Bemidji,MN,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
3415,Library Park,,checked,(AYOR),Bemidji,MN,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
3419,Leif Ericsson Park,,checked,(AYOR),Duluth,MN,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
3420,Park Point Beach,,checked,"(Summers, AYOR)",Duluth,MN,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
3424,Mankato State U. Gay Advisor,,checked,389-1455,Mankato,MN,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3426,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Minneapolis/St. Paul,MN,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3430,Gay/Lesbian Helpline,,checked,"822-8661/ (800)800-0907 (MN, NE, ND, SD, WI, IA) noon-midnight, clsd Sun",Minneapolis/St. Paul,MN,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3431,Lambda AA,,checked,874-7430,Minneapolis/St. Paul,MN,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3481,Concordia College Library,,checked,(AYOR),Moorhead,MN,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
3484,Eastwood Park,,checked,(AYOR),Rochester,MN,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
3485,Soldiers Field Park,,checked,(AYOR),Rochester,MN,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
3488,Star Harbor Resort,,checked,"834-3796 log cabins on Lake Superior, N. shore",Two Harbors,MN,(GF),Accommodations,,,1995,4/25/2023 9:22pm
3489,District 31 Victoria's,,checked,"(reservations required) 995-2000 dinner, Sun brunch, cont'l",Wolverton,MN,(BW),Restaurants & Cafes,,,1995,4/25/2023 9:22pm
3490,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Biloxi,MS,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3497,By-Pass btwn. I-55 & US Hwy. 51,,checked,(S. Frontage Rd. of US Hwy. 84) (AYOR),Biloxi,MS,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/28/2023 10:40am
3498,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Gulfport,MS,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3501,Somerset Cottage,,checked,252-4513,Holly Springs,MS,(GF),Accommodations,,,1995,4/25/2023 9:22pm
3512,Olie Mae's,,checked,(at Crossroads) 655-8415 6pm-1am,Meridian,MS,"(GF),(WC)",Bars,,,1995,4/28/2023 10:40am
3511,Crossroads,,checked,"655-8415 9pm-? Fri-Sat, call for directions, cabins avail. in '95",Meridian,MS,"(MW),D,(F),(S),(V),(WC)",Bars,,,1995,4/25/2023 9:22pm
3513,Sardis Lake Beach,,checked,(AYOR),Oxford,MS,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
3514,"""The Grove""",,checked,(AYOR),Oxford,MS,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
3515,Beach Park,,checked,(AYOR),Pascagoula,MS,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
3518,Gay/Lesbian Helpline,,checked,"449-4477, 7pm-11pm Wed, Fri-Sun",Columbia,MO,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3526,Cosmopolitan Park,,checked,(AYOR),Columbia,MO,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
3530,McClellan Park,,checked,(AYOR),Joplin,MO,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
3531,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,Kansas City,MO,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3532,Gay Talk Crisis Line,,checked,"931-4470, 6pm-midnight",Kansas City,MO,,Info Lines & Services,,,1995,4/25/2023 9:22pm
3568,Country Club Plaza,,checked,(AYOR),Kansas City,MO,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
3569,Loose Park,,checked,(Oh really!) (AYOR),Kansas City,MO,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
3570,Reed St.,,checked,"(Nights, AYOR)",Moberly,MO,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
3571,Rothwell Park,,checked,(AYOR),Moberly,MO,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
3579,Phelps Grove Park,,checked,(AYOR),Springfield,MO,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/25/2023 9:22pm
3581,Small Park,,checked,(Downtown) (AYOR),St. Joseph,MO,"Cruisy Area,(AYOR)",Cruising Areas,,,1995,4/28/2023 10:40am
3583,Community Real Estate Referrals,,checked,(800)346-5592 gay realtor at your service,St. Louis,MO,,Info Lines & Services,,,1995,4/25/2023 9:22pm
