ID,Title,status,lat,lon,description,streetaddress,city,state,Year,amenityfeatures,type,unclearaddress,uncleartype,notes,dateadded,lastmodified
1888,Global Real Estate Referrals,General Coordinates Used,27.798081,-82.797325,"(800) 346-5592, gay realtor at your service (see ad nat'l sec.)",,Madeira Beach,FL,1992,,Info Lines & Services,checked,,,,6/26/2023 6:36pm
1893,Ballard Park,Found,28.124748,-80.624995,,,Melbourne,FL,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/26/2023 6:36pm
1894,Canova Beach,Found,28.138409,-80.580189,(Nights),,Melbourne,FL,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/26/2023 6:36pm
1895,Melbourne Harbor Marina,Found,28.078221,-80.600536,,,Melbourne,FL,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/26/2023 6:37pm
1944,Bearcut Beach,Found,25.731489,-80.157269,,,Miami,FL,1992,Cruisy Area,Cruising Areas,checked,,,,6/27/2023 8:58am
1949,Woods opp. Fairchild Gardens,Found,25.678255,-80.274286,,,Miami,FL,1992,Cruisy Area,Cruising Areas,checked,,,,6/27/2023 9:13am
1948,Sewell Park,Found,25.785145,-80.224114,- Bushes,,Miami,FL,1992,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/27/2023 9:12am
1947,Ocean Drive,General Coordinates Used,25.768517,-80.133206,between 5th & 15th. St.,,Miami,FL,1992,Cruisy Area,Cruising Areas,checked,,,,6/27/2023 9:12am
1946,Matheson Hammock Beach on Old Cutler Rd,Found,25.679228,-80.256602,,,Miami,FL,1992,Cruisy Area,Cruising Areas,checked,,,,6/27/2023 9:02am
1938,Pleasure Chest,General Coordinates Used,25.76168,-80.19179,"(at Club Body Center) 448-2214 leather, erotica",,Miami,FL,1992,,Erotica,checked,,same address as 1917,,6/27/2023 9:12am
1943,21st St. Beach,Found,25.795414,-80.126013,very (AYOR),,Miami,FL,1992,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/27/2023 8:56am
1899,"The Open Quest Institute, TOQI",General Coordinates Used,25.76168,-80.19179,(800)444-9999 24 hour Crisis Hotline,,Miami,FL,1992,,Info Lines & Services,checked,,,,6/27/2023 9:13am
1898,Global Real Estate Referrals,General Coordinates Used,25.735525,-80.237719,"(800)346-5592, gay realtor at your service (see ad nat'l sec.)",,Miami,FL,1992,,Info Lines & Services,checked,,,,6/27/2023 9:01am
1945,Biscayne Blvd.,General Coordinates Used,25.76168,-80.19179,- 'Hitch Hikers',,Miami,FL,1992,Cruisy Area,Cruising Areas,checked,,,,6/27/2023 8:58am
1902,Normandy South,General Coordinates Used,25.790654,-80.130045,"Miami Beach 674-1197 men-only guesthouse, non-smoking, Nov-April",,Miami,FL,1992,"(N),(IGTA)",Accomodations,checked,,,,6/27/2023 9:11am
1942,"""The Block""",General Coordinates Used,25.76168,-80.19179,nr. Cactus Lounge off Biscayne Blvd. (Hustlers),,Miami,FL,1992,"Cruisy Area,(H)",Cruising Areas,checked,,,,6/26/2023 6:37pm
1954,Vanderbilt Beach S. of the Ritz,Found,26.263907,-81.824499,,,Naples,FL,1992,Cruisy Area,Cruising Areas,checked,,,,6/27/2023 9:15am
1951,Global Real Estate Referrals,General Coordinates Used,26.142036,-81.79481 ,"(800)346-5592, gay realtor at your service (see ad nat'l sec.)",,Naples,FL,1992,,Bookstore/Retail Shops,checked,,,,6/27/2023 9:15am
1950,Gay AA,General Coordinates Used,26.142036,-81.79481 ,"566-8750 8pm Tues & Thurs, 7:30pm Sat, call for locations",,Naples,FL,1992,,Info Lines & Services,checked,,,,6/27/2023 9:15am
1953,Lowdermilk Park,Found,26.162054,-81.809978,,,Naples,FL,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/27/2023 9:15am
1965,Ricks Bed & Breakfast,General Coordinates Used,28.538383,-81.378927,"P.O. Box 22318 847-8227 privarte & shared baths, kitchen available",,Orlando,FL,1992,(MW),Accomodations,checked,,,,6/27/2023 9:38am
1962,Gay/Lesbian Community Services,General Coordinates Used,28.538383,-81.378927,"843-4297 helpline 24hrs, counselors available 8pm-11pm",,Orlando,FL,1992,,Info Lines & Services,checked,,,,6/27/2023 9:27am
1974,Power House Disco,Found,28.547912,-81.397649,(at Parliament House) 425-7571 8pm-2am,,Orlando,FL,1992,"(*),(D),(E),(YC)",Bars,checked,,same address as 1957,,6/27/2023 9:37am
1980,Eagle's Shop,Found,28.549443,-81.398306,"(at the Full Moon Saloon) 872-3139 leather goods, 7pm-2am Thur-Sun",,Orlando,FL,1992,,Bookstore/Retail Shops,checked,,same address as 1963,,6/27/2023 9:24am
1979,Blue Parrot Art Deco Shop,Found,28.547912,-81.397649,(at Parliament House) 425-7571 10pm-2am,,Orlando,FL,1992,,Bookstore/Retail Shops,checked,,,,6/27/2023 9:21am
1977,Dug Out Diner,Found,28.547912,-81.397649,(at Parliament House) 425-7571 ext. 711 24hrs,,Orlando,FL,1992,(MW),Restaurants & Cafes,checked,,same address as 1957,,6/27/2023 9:23am
1984,Fashion Square Shopping Mall,Found,28.555765,-81.340593,,,Orlando,FL,1992,Cruisy Area,Cruising Areas,checked,,,,6/27/2023 9:24am
1982,Midnight News,Found,28.547912,-81.397649,(at Parliament House) 425-7571 9pm-2am,,Orlando,FL,1992,,Erotica,checked,,,,6/27/2023 9:37am
1983,Colonial Plaza Shopping Mall,Found,28.551334,-81.351413,,,Orlando,FL,1992,Cruisy Area,Cruising Areas,checked,,,,6/27/2023 9:23am
1976,Stable,Found,28.547912,-81.397649,(at Parliament House)  425-7571 6pm-2am,,Orlando,FL,1992,"(CW),(LV)",Bars,checked,,same address as 1957,,6/27/2023 9:38am
1973,Palace Club,Found,28.507431,-81.397649,420-9015 11pm-closing Fri & Sat,,Orlando,FL,1992,"(MW),(D),(AH)",Bars,checked,,same address as 1960,,6/27/2023 9:37am
1978,New Image Fitness Center,Found,28.507431,-81.397649,"(at the Complex) 420-9890 24 hrs, jacuzzi, steam, sauna, weights",,Orlando,FL,1992,(PC),Gyms/Health Clubs,checked,,same address as 1960,,6/27/2023 9:37am
1972,Loading Dock,Found,28.507431,-81.397649,(at The Complex) 420-9778 noon-2am,,Orlando,FL,1992,"(MW),(D),(AH)",Bars,checked,,same address as 1960,,6/27/2023 9:28am
1963,"The Open Quest Institute, TOQI",General Coordinates Used,28.538383,-81.378927,(800)444-9999 24hour Crisis Hotline,,Orlando,FL,1992,,Info Lines & Services,checked,,,,6/27/2023 9:38am
1991,New Municipal Pier,General Coordinates Used,30.176591,-85.805488,,,Panama City,FL,1992,Cruisy Area,Cruising Areas,checked,,,,6/27/2023 9:39am
1993,Roadside Park,Found,30.951982,-87.095772,nr. Tyndall A.F.B,,Panama City,FL,1992,Cruisy Area,Cruising Areas,checked,,,,6/27/2023 9:39am
1992,Phillip's Inlet County Beach,General Coordinates Used,30.176591,-85.805488,- 1/2 mi W. of Ramsgate,,Panama City,FL,1992,Cruisy Area,Cruising Areas,checked,,,,6/27/2023 9:39am
1990,McKenzie Park,General Coordinates Used,30.154002,-85.660499,,,Panama City,FL,1992,Cruisy Area,Cruising Areas,checked,,,,6/27/2023 9:39am
2004,Beach on Santa Rosa Island,General Coordinates Used,30.421309,-87.216915,'- Ft. Picken's Beach (N),,Pensacola,FL,1992,"(N),Cruisy Area",Cruising Areas,checked,,,,6/27/2023 9:40am
1994,AA Gay/Lesbian,General Coordinates Used,30.397856,-86.729063 ,(at MCC Location) 433-8528 (MCC #) 7:00pm Thur,,Pensacola,FL,1992,,Info Lines & Services,checked,,,,6/27/2023 9:39am
2006,Old Chimney nr. bluff on scenic hwy,Found,30.48059,-87.162497 ,,,Pensacola,FL,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/27/2023 9:40am
2003,Bayfront Auditorium end Palafox St.,Found,30.402526,-87.213418,,,Pensacola,FL,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/27/2023 9:40am
2005,Gay Dunes Beach,General Coordinates Used,30.421309,-87.216915,- Dunes & Trails 7mi W. of Navarre Beach,,Pensacola,FL,1992,Cruisy Area,Cruising Areas,checked,,,,6/27/2023 9:40am
2018,North Lido Beach Woods,Found,27.319488,-82.581975,,,Sarasota,FL,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/27/2023 9:41am
2017,Gulfstream Ave. parking lot,General Coordinates Used,27.336465,-82.531012,- Ringling Blvd. & Gulf Stream,,Sarasota,FL,1992,Cruisy Area,Cruising Areas,checked,,,,6/27/2023 9:41am
2019,Palm Ave.,General Coordinates Used,27.336465,-82.531012,- N. Lido Beach,,Sarasota,FL,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/27/2023 9:41am
2010,Global Real Estate Referrals,General Coordinates Used,27.336465,-82.531012,"(800) 346-5592, gay realtor at your service (see ad nat'l sec.)",,Sarasota,FL,1992,,Info Lines & Services,checked,,,,6/27/2023 9:41am
2033,Maximo Park,Found,27.710614,-82.681829,,,St. Petersburg,FL,1992,Cruisy Area,Cruising Areas,checked,,,,6/27/2023 9:46am
2035,Skyway Bridge Park,Found,27.681931,-82.677679,,,St. Petersburg,FL,1992,Cruisy Area,Cruising Areas,checked,,,,6/27/2023 9:47am
2034,Pass-a-Grille Beach,General Coordinates Used,27.767601,-82.640291,,,St. Petersburg,FL,1992,Cruisy Area,Cruising Areas,checked,,,,6/27/2023 9:46am
2032,Bayshore Dr. from 2nd to Vinay Park,Found,27.778733,-82.625794,,,St. Petersburg,FL,1992,Cruisy Area,Cruising Areas,checked,,,,6/27/2023 9:45am
2042,'Rest Area' U.S. 319 N.,General Coordinates Used,30.438256,-84.280733,,,Tallahassee,FL,1992,Cruisy Area,Cruising Areas,checked,,,,6/27/2023 10:04am
2044,Park by P.O.,General Coordinates Used,30.438256,-84.280733,- opp. Club Park Ave.,,Tallahassee,FL,1992,,Cruising Areas,checked,,,,6/27/2023 10:04am
2043,Last Lake,General Coordinates Used,30.438256,-84.280733,- S.W. on Rt. 373,,Tallahassee,FL,1992,Cruisy Area,Cruising Areas,checked,,,,6/27/2023 10:04am
2070,Lowry Park nr. river,Found,28.014924,-82.465836,,,Tampa,FL,1992,Cruisy Area,Cruising Areas,checked,,,,6/27/2023 10:09am
2046,Gay Hotline,General Coordinates Used,27.950575,-82.457178,229-8839 7pm-11pm,,Tampa,FL,1992,,Info Lines & Services,checked,,,,6/27/2023 10:07am
2063,Eagle's Shop,Found,27.963926,-82.485132,"(at Club 2606 bar location) 875-6993 leather goods, 9pm-3am Tues-Sun",,Tampa,FL,1992,,Bookstore/Retail Shops,checked,,,,6/27/2023 10:07am
2071,"W. Kennedy Ave., 1700-2100",General Coordinates Used,27.944853,-82.497079,,,Tampa,FL,1992,Cruisy Area,Cruising Areas,checked,,,,6/27/2023 10:10am
2067,Ballast Point,Found,27.888079,-82.481484,,,Tampa,FL,1992,Cruisy Area,Cruising Areas,checked,,,,6/27/2023 10:04am
2045,AA Gay/Lesbian,General Coordinates Used,27.950575,-82.457178,call hotline for times & locations,,Tampa,FL,1992,,Info Lines & Services,checked,,,,6/27/2023 10:04am
2048,"The Open Quest Institute, TOQI ",General Coordinates Used,28.054752,-82.413829,800-444-9999 24 hour Crisis Hotline,,Tampa,FL,1992,,Info Lines & Services,checked,,,,6/27/2023 10:09am
2065,Men of All Colors Together/BWMT,General Coordinates Used,27.950575,-82.457178,238-9316,,Tampa,FL,1992,,Men's Services,checked,,,,6/27/2023 10:09am
2069,Horizon Park,Found,27.989361,-82.502947,,,Tampa,FL,1992,Cruisy Area,Cruising Areas,checked,,,,6/27/2023 10:08am
2068,Ben T. Davis Beach,Found,27.970749,-82.579284,- Campbell Causeway,,Tampa,FL,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/27/2023 10:06am
2047,Global Real Estate Referrals,General Coordinates Used,27.950575,-82.457178,"(800) 346-5592, gay realtor at your service (see ad nat'l sec.)",,Tampa,FL,1992,,Info Lines & Services,checked,,,,6/27/2023 10:07am
2073,Casperson Beach,Found,27.058503,-82.444011,- walk 1/2 mi. S.,,Venice,FL,1992,Cruisy Area,Cruising Areas,checked,,,,6/27/2023 10:10am
2087,MacArthur Park Beach,Found,26.824956,-80.043057,,,West Palm Beach,FL,1992,Cruisy Area,Cruising Areas,checked,,,,6/27/2023 10:13am
2075,Palm West B & B,General Coordinates Used,26.715342,-80.053375,"P.O. Box 2612 33402, 863-5633 private baths",,West Palm Beach,FL,1992,"(MW),(SW)",Accomodations,checked,,,,6/27/2023 10:13am
2088,Seawall,General Coordinates Used,26.715342,-80.053375,(Summers),,West Palm Beach,FL,1992,Cruisy Area,Cruising Areas,checked,,,,6/27/2023 10:13am
2076,West Palm Beach B & B,General Coordinates Used,26.715342,-80.053375,"P.O. Box 78581, 33407, 848-4064 private baths",,West Palm Beach,FL,1992,"(MX),(SW),(IGTA)",Accomodations,checked,,,,6/27/2023 10:13am
2085,Curry Park,Found,26.733798,-80.049874,,,West Palm Beach,FL,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/27/2023 10:12am
2074,Global Real Estate Referrals,General Coordinates Used,26.694282,-80.054084,"(800) 346-5592, gay realtor at your service (see ad nat'l sec.)",,West Palm Beach,FL,1992,,Info Lines & Services,checked,,,,6/27/2023 10:12am
2086,Dixie Hwy. from Belvedere Blvd. to Forrest Hill,General Coordinates Used,26.694282,-80.054084,,,West Palm Beach,FL,1992,Cruisy Area,Cruising Areas,checked,,,,6/27/2023 10:12am
2089,Global Real Estate Referrals,General Coordinates Used,28.599808,-81.339296,"(800) 346-5592, gay realtor at your service (see ad nat'l sec.)",,Winter Park,FL,1992,,Info Lines & Services,checked,,,,6/27/2023 10:19am
2091,Cady Way,Found,28.59375,-81.317328 ,-St. bordering Ward Memorial Park,,Winter Park,FL,1992,Cruisy Area,Cruising Areas,checked,,,,6/27/2023 10:20am
1957,Global Real Estate Referrals,General Coordinates Used,25.933149,-80.162546,"(800)346-5592, gay realtor at your service (see ad nat'l sec.)",,North Miami Beach,FL,1992,,Info Lines & Services,checked,,,,6/27/2023 10:21am
1960,Halouver Park,Found,25.906464,-80.123038 ,,,North Miami Beach,FL,1992,Cruisy Area,Cruising Areas,checked,,,,6/27/2023 10:21am
2072,Playalinda Beach,General Coordinates Used,28.612219,-80.807554,,,Titusville,FL,1992,Cruisy Area,Cruising Areas,checked,,,,6/27/2023 10:31am
2036,Global Real Estate Referrals,General Coordinates Used,27.742813,-82.750454,"(800)346-5592, gay realtor at your service (see ad nat'l sec.)",,St. Petersburg Beach,FL,1992,,Info Lines & Services,checked,,,,6/27/2023 10:32am
1677,'Rest Stop',General Coordinates Used,30.723765,-86.590165,"I-10, both sides",,Crestview,FL,1992,Cruisy Area,Cruising Areas,checked,,,,6/27/2023 10:33am
1678,Roadside Park,Found,30.695664,-86.572166,2 mi S. of I-10 on Rt. 85,,Crestview,FL,1992,Cruisy Area,Cruising Areas,checked,,,,6/27/2023 10:35am
1891,'Rest Area',General Coordinates Used,30.77436,-85.226873,nr. I-10 and U.S 231 interchange,,Marianna,FL,1992,Cruisy Area,Cruising Areas,checked,,,,6/28/2023 3:43pm
1955,Global Real Estate Referrals,General Coordinates Used,29.025819,-80.926998,"(800)346-5592, gay realtor at your service (see ad nat'l sec.)",,New Smyrna Beach,FL,1992,,Info Lines & Services,checked,,,,6/28/2023 3:44pm
1956,Canaveral National Seashore,General Coordinates Used,29.025819,-80.926998,"enter via Rt. A1A, walk 1 mi. S. ",,New Smyrna Beach,FL,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/28/2023 3:44pm
2008,Pompano Beach Mall,General Coordinates Used,26.23786,-80.124767,,,Pompano Beach,FL,1992,Cruisy Area,Cruising Areas,checked,,,,6/28/2023 3:44pm
2007,Global Real Estate Referrals,General Coordinates Used,26.23786,-80.124767,"(800)346-5592, gay realtor at your service (see ad. nat'l sec.)",,Pompano Beach,FL,1992,,Info Lines & Services,checked,,,,6/28/2023 3:44pm
1676,Crescent City Campground,General Coordinates Used,29.430251,-81.510629,"Rt. 2 Box 25, 698-2020 75 hook-up sites, tenting space, laundry",,Crescent City,FL,1992,"(SW),(MX)",Accomodations,checked,,,,6/28/2023 3:48pm
2022,Global Real Estate Referrals,General Coordinates Used,28.176123,-80.590052,"(800)346-5592, gay realtor at your service (see ad. nat'l sec.)",,Satellite Beach,FL,1992,,Info Lines & Services,checked,,,,6/28/2023 3:54pm
2021,Gay Information Line,General Coordinates Used,28.176123,-80.590052,"568-4297 info & referrals, 7pm-11pm Mon-Sat",,Satellite Beach,FL,1992,,Info Lines & Services,checked,,,,6/28/2023 3:54pm
2092,Global Real Estate Referrals,General Coordinates Used,31.578507,-84.155741,"(800) 346-5592, gay realtor at your service (see ad nat'l sec.)",,Albany,GA,1992,,Info Lines & Services,checked,,,,6/28/2023 4:14pm
2093,"Switchboard, The",Found,31.576581,-84.170685,435-9478 (The Place Bar #) after noon Mon-Sat,,Albany,GA,1992,,Info Lines & Services,checked,,,,6/28/2023 4:15pm
2101,' Ben Burton Park' on Mitchell Bridge Rd.,Found,33.957981,-83.436597,VERY (AYOR),,Athens,GA,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/28/2023 4:16pm
2102,Clayton & College Sts.,Found,33.958537,-83.37557,"(College Square) (Weekdays, nights)",,Athens,GA,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/28/2023 4:17pm
2096,"""Graffiti""",General Coordinates Used,33.951935,-83.357567,"(computer bulletin board) 546-8256, 300/1200/2400 8,N,1 or 7,E,1 ask for castro access",,Athens,GA,1992,,Info Lines & Services,checked,,,,6/28/2023 4:16pm
2095,Athens Gay/Lesbian Association (AGLA),General Coordinates Used,33.951935,-83.357567,"P.O. Box 2133, 30612-0133, 548-0580 mtgs. Mon, call for more info",,Athens,GA,1992,,Info Lines & Services,checked,,,,6/28/2023 4:15pm
2103,Legion Pool,Found,33.94964,-83.378563,(Summers),,Athens,GA,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/28/2023 4:18pm
2104,U. of G. - Main Library (5 th & 6th flrs )(main floor)(Stegeman Hall gym steam room)(Science Library),Found,33.956666,-83.375192,(AYOR),,Athens,GA,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/28/2023 4:23pm
2161,Lambda Light,General Coordinates Used,33.748995,-84.387982,"875-4565 lesbian/gay new age meditation group, call for more info",,Atlanta,GA,1992,,Religious Organization,checked,,,,6/28/2023 4:44pm
2109,"""Gay Graffiti""",General Coordinates Used,33.748752,-84.387684,"WRFG 89.3 FM, 7:30-8:30 opm Sun",,Atlanta,GA,1992,,Info Lines & Services,checked,,,,6/28/2023 4:30pm
2163,ETC. Magazine,General Coordinates Used,33.748995,-84.387982,"P.O. Box 8916, 30306, 525-3821/525-3823 weekly magazine",,Atlanta,GA,1992,,Religious Organization,checked,,,,6/28/2023 4:33pm
2166,Sac's First Ave,Found,33.772748,-84.37742,"(at Atlanta Eagle bar) 87-EAGLE opens 9pm Wed-Sat, 7pm Sun, leather shop",,Atlanta,GA,1992,,Erotica,checked,,Same address as 2108,,6/28/2023 4:47pm
2156,Congregation Bet Haverim,General Coordinates Used,33.748995,-84.387982,"P.O. Box 54947, 30308, 642-3467 lesbian/gay synagogue, call for detailed schedule of events",,Atlanta,GA,1992,,Religious Organization,checked,,,,6/28/2023 4:32pm
2165,Southern Voice,General Coordinates Used,33.748995,-84.387982,"PO Box 18215, 30316, 876-1819 bi-weekly",,Atlanta,GA,1992,,Publication,checked,,,,6/28/2023 4:48pm
2152,Greater Atlanta Naturist Group (GANG),General Coordinates Used,33.748995,-84.387982,"P.O. Box 7546, 30357 active men-only social group, write for info",,Atlanta,GA,1992,,Men's Services,checked,,,,6/28/2023 4:44pm
2106,African American Lesbian/Gay Alliance,General Coordinates Used,33.748752,-84.387684,"P.O. Box 50374, 30302, 349-3739 social/political organization, 4pm 1st Sun, call for more info",,Atlanta,GA,1992,,Info Lines & Services,checked,,,,6/28/2023 4:30pm
2110,Gay Helpline,General Coordinates Used,33.748995,-84.387982,"(at the Community Center) 892-0661 5:30-11pm, info & counseling",,Atlanta,GA,1992,,Info Lines & Services,checked,,,,6/28/2023 4:33pm
2167,Allen Road Park,Found,33.92498,-84.380571,(Sandy Springs),,Atlanta,GA,1992,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/28/2023 4:30pm
2151,Black & White Men Together,General Coordinates Used,33.748995,-84.387982,"P.O. Box 1334, 30301-1334, 794-2968 call for recorded schedule of events",,Atlanta,GA,1992,,Men's Services,checked,,,,6/28/2023 4:31pm
2105,AA Gay/Lesbian,General Coordinates Used,33.748752,-84.387684,876-5372/892-0661 call Atlanta Gay Center or helpline for times & locations,,Atlanta,GA,1992,,Info Lines & Services,checked,,,,6/28/2023 4:30pm
2144,Little 5 Points,Found,33.765506,-84.349145,Moreland & Euclid Ave. (South Ponce de Leon Ave) too many restaurants & shops to list,,Atlanta,GA,1992,,Restaurants & Cafes,checked,,,,6/28/2023 4:45pm
2168,Chattahoochee Park nature trails,Found,33.808157,-84.479202,(all locations esp Roswell Rd) (very AYOR!) (police decoys),,Atlanta,GA,1992,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/28/2023 4:32pm
2171,Piedmont Park nature trails & botanical gardens,Found,33.785086,-84.373803,(Strictly AYOR),,Atlanta,GA,1992,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/28/2023 4:46pm
2170,Lenox Square Mall,Found,33.846723,-84.363749,,,Atlanta,GA,1992,Cruisy Area,Cruising Areas,checked,,,,6/28/2023 4:45pm
2153,Hotlanta River Expo.,General Coordinates Used,33.748995,-84.387982,"P.O. Box 8375, 30306, 874-3976 annual men's raft race & pageant (see ad. center color section)",,Atlanta,GA,1992,,Travel & Tour Operators,checked,,,,6/28/2023 4:44pm
2172,Wildwood Park,Found,33.803044,-84.363652,nr. Dobbins Air Force Base,,Atlanta,GA,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/28/2023 4:50pm
2158,Gay Catholics of Georgia & Friends,General Coordinates Used,33.748995,-84.387982,"P.O. Box 14342, 30324, 390-0739 call for more info",,Atlanta,GA,1992,,Religious Organization,checked,,,,6/28/2023 4:33pm
2162,Presbyterians for Lesbian and Gay Concerns,General Coordinates Used,33.748995,-84.387982,"P.O. Box 8362, 30306, 373-5830 call for more info",,Atlanta,GA,1992,,Religious Organization,checked,,,,6/28/2023 4:46pm
2111,"The Open Quest Institute, TOQI",General Coordinates Used,33.813719,-84.353775,"(800) 444-9999, 24 hour Crisis Hotline",,Atlanta,GA,1992,,Info Lines & Services,checked,,,,6/28/2023 4:49pm
2164,"News, The",General Coordinates Used,33.748995,-84.387982,(at Atlanta Gay Center) 876-5372 bi-weekly,,Atlanta,GA,1992,,Religious Organization,checked,,Same address as 2100,,6/28/2023 4:46pm
2169,Cypress St.,Found,33.77731,-84.38612,"(""The Strip"")6th to 8th(Hustlers) alley btw. Peachtree & W. Peachtree",,Atlanta,GA,1992,"Cruisy Area,(AYOR),(H)",Cruising Areas,checked,,,,6/28/2023 4:33pm
2108,"Friends, Atlanta",General Coordinates Used,33.748995,-84.387982,"P.O. Box 900246, 302329, 662-4501 active social, educational, recreational group",,Atlanta,GA,1992,,Info Lines & Services,checked,,,,6/28/2023 4:33pm
2176,Ft. Gordon PX,Found,33.407798,-82.135132,,,Augusta,GA,1992,Cruisy Area,Cruising Areas,checked,,,,6/28/2023 4:50pm
2180,Broadway (Uptown),General Coordinates Used,32.460976,-84.987709,,,Columbus,GA,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/28/2023 4:50pm
2182,Peachtree and Columbus Square Malls,Found,32.508949,-84.941974,,,Columbus,GA,1992,Cruisy Area,Cruising Areas,checked,,,,6/28/2023 4:55pm
2181,Callaway Gardens & showers at Robin Lake Beach,Found,32.845472,-84.848281,(summers) 30 miles N.,,Columbus,GA,1992,Cruisy Area,Cruising Areas,checked,,,,6/28/2023 4:50pm
2183,Central Park,General Coordinates Used,34.297879,-83.824066,,,Gainesville,GA,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/28/2023 4:57pm
2186,'Rest Stop' by Macon bypass on I-75 N.,General Coordinates Used,32.840695,-83.632402,,,Macon,GA,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/28/2023 4:57pm
2191,"Monterey Square, Bull Street evenings",Found,32.071502,-81.094953,,,Savannah,GA,1992,Cruisy Area,Cruising Areas,checked,,,,6/28/2023 4:59pm
2192,Savannah Beach,Found,32.000215,-80.845666,(Summers),,Savannah,GA,1992,Cruisy Area,Cruising Areas,checked,,,,6/28/2023 5:00pm
2188,Savannah AA,General Coordinates Used,32.080899,-81.091203 ,236-2489 (@ First City Network info line),,Savannah,GA,1992,,Info Lines & Services,checked,,,,6/28/2023 5:00pm
2199,U. of H.,Found,21.29932,-157.817531,- Hilo Art Bldg.,,"Hilo, Hawaii",HI,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/28/2023 5:33pm
2198,Kai Koo Mall,General Coordinates Used,19.724111,-155.086819,,,"Hilo, Hawaii",HI,1992,"Cruisy Area,(AYOR)",Cruising Areas,checked,,,,6/28/2023 5:32pm
2284,Gay Community News,General Coordinates Used,21.309885,-157.85814,"P.O. Box 37083, 96837, 422-6397 monthly",,"Honolulu, Oahu",HI,1992,,Publication,checked,,,,6/28/2023 6:34pm
2278,Affirmation,General Coordinates Used,21.309885,-157.85814,"P.O. Box 75131, 96836, 239-4995 monthly",,"Honolulu, Oahu",HI,1992,,Religious Organization,checked,,,,6/28/2023 6:31pm
2276,Pacific Ocean Holidays,General Coordinates Used,21.309885,-157.85814,"P.O. Box 88245, 96830, 923-2400/(800)735-6600 not HI",,"Honolulu, Oahu",HI,1992,(IGTA),Travel & Tour Operators,checked,,,,6/28/2023 6:39pm
2289,Aloha Tower parking lot,Found,21.307124,-157.866027,,,"Honolulu, Oahu",HI,1992,Cruisy Area,Cruising Areas,checked,,,,6/28/2023 6:31pm
2290,Beach & Harbor Area,Found,21.282021,-157.83897,,,"Honolulu, Oahu",HI,1992,Cruisy Area,Cruising Areas,checked,,,,6/28/2023 6:32pm
2293,Kapiolani Park,Found,21.269304,-157.823231,nr. tennis courts,,"Honolulu, Oahu",HI,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/28/2023 6:37pm
2246,Kane Alii AA Gay/Lesbian,Found,21.309777,-157.857375,(at St. Andrew's Episcopal Cathedral nr. Queen Emma Square) 946-1438(AA#) 8pm-call for days,,"Honolulu, Oahu",HI,1992,,Info Lines & Services,checked,,,,6/28/2023 6:37pm
2295,Royal Hawaiian Hotel beach,Found,21.277262,-157.828719,,,"Honolulu, Oahu",HI,1992,Cruisy Area,Cruising Areas,checked,,,,6/28/2023 6:42pm
2286,Pocket Guide to Hawaii,General Coordinates Used,21.309885,-157.85814,"P.O. Box 88245, 96830, 923-2400 semi-annual",,"Honolulu, Oahu",HI,1992,,Publication,checked,,,,6/28/2023 6:39pm
2288,Alamoana Beach Park,Found,21.289969,-157.847657,- nr. Waikiki Yacht Club,,"Honolulu, Oahu",HI,1992,Cruisy Area,Cruising Areas,checked,,,,6/28/2023 6:31pm
2249,"The Open Quest Institute, TOQI",General Coordinates Used,21.309885,-157.85814,"(800)444-9999, 24 hour Crisis Hotline",,"Honolulu, Oahu",HI,1992,,Info Lines & Services,checked,,,,6/28/2023 6:42pm
2296,U. of H.,Found,21.300309,-157.820232,- George Hall,,"Honolulu, Oahu",HI,1992,"(AYOR),Cruisy Area",Cruising Areas,checked,,,,6/28/2023 6:43pm
