"description","streetaddress","city","state","amenityfeatures","type","status","lat","lon","Year","notes","title","unclear_address","full.address","geoAddress"
"btwn Pensacola & Navarre beaches ","","Pensacola","FL","Cruisy Area,(AYOR)","Cruisy Areas","Found",30.364155,"-86.966854",1999,"",NA,NA,NA,NA
"Beach G parking lot, at the beach go right (all the way) to the gay section, cruisy area year-round","","Sandy Hook","NJ","","Entertainment & Recreation,Cruisy Areas","Found",40.461206,"-73.993931",1999,"",NA,NA,NA,NA
"at 'Habana Inn' 405/528-2221 x411 11am-10:30pm, from 7am Sat-Sun, till 3:30am Fri-Sat","","Oklahoma City","OK","(WC)","Restaurants","Found",35.511321,"-97.580098",1999,"",NA,NA,NA,NA
"808/329-8676, 800/528-2456 hot tub, plantation-style B&B","","Kailua-Kona","HI","(MW),TA","Accommodations","General Coordinates Used",19.641913,"-155.996225",1999,"Listed under ""Hawaii (Big Island)""",NA,NA,NA,NA
"808/967-7986, 800/455-3803 hot tub","","Volcano Village ","HI","GS,GO,(WC),TA","Accommodations","General Coordinates Used",19.427231,"-155.233802",1999,"Listed under ""Hawaii (Big Island)""",NA,NA,NA,NA
"808/572-1176 studio w/ ocean view","","Haiku, Maui","HI","(GF),NS","Accommodations","General Coordinates Used",20.911399,"-156.251594",1999,"Listed under ""Maui""",NA,NA,NA,NA
"","","Joliet","IL","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",41.525031,"-88.081725",1999,"",NA,NA,NA,NA
"","","Hammonasset","CT","Cruisy Area,(AYOR)","Cruisy Areas","Found",41.266698,"-72.558421",1999,"",NA,NA,NA,NA
"summers","","Hampton","NH","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",42.91131,"-70.813482",1999,"",NA,NA,NA,NA
"757/622-5617 24hrs recorded info","","Norfolk","VA","","Info Lines & Services","General Coordinates Used",36.850769,"-76.285873",1999,"",NA,NA,NA,NA
"808/248-7742, 800/548-0478 accommodations reservations service","","Hana, Maui","HI","","Accommodations","General Coordinates Used",20.755717,"-155.987988",1999,"Listed under ""Maui""",NA,NA,NA,NA
"808/923-0772, 800/228-4262 tropical cottage & house rentals","","Hana, Maui","HI","(*),(M),(SW),TA","Accommodations","General Coordinates Used",20.755717,"-155.987988",1999,"Listed under ""Maui""",NA,NA,NA,NA
"603/585-3344 historic 1820 Federal bldg, full brkfst","","Keene","NH","(GF),NS","Accommodations","General Coordinates Used",42.933692,"-72.278141",1999,"",NA,NA,NA,NA
"","","Omaha","NE","Cruisy Area,(AYOR)","Cruisy Areas","Found",41.237834,"-95.960366",1999,"",NA,NA,NA,NA
"W Lafayette ","","Lafayette","IN","Cruisy Area,(AYOR)","Cruisy Areas","Found",40.439578,"-86.903551",1999,"",NA,NA,NA,NA
"408/624-7917 Hansel & Gretel 1925 inn, full brkfst","","Carmel","CA","(GF),NS,(WC)","Accommodations","General Coordinates Used",36.555239,"-121.923288",1999,"",NA,NA,NA,NA
"29th St & 5th Ave nr rock garden & stage area","","Kearney","NE","Cruisy Area,(OC),(AYOR)","Cruisy Areas","Found",40.706938,"-99.089596",1999,"",NA,NA,NA,NA
"207/865-3535","","Freeport","ME","","Restaurants","General Coordinates Used",43.857007,"-70.10312",1999,"",NA,NA,NA,NA
"off Otterman St ","","Greensburg","PA","Cruisy Area,(AYOR)","Cruisy Areas","Found",40.303296,"-79.546214",1999,"",NA,NA,NA,NA
"206/323-8986 rep film theater","","Seattle","WA","","Entertainment & Recreation","General Coordinates Used",47.60621,"-122.332071",1999,"",NA,NA,NA,NA
"North Miami Beach ","","Miami Beach","FL","Cruisy Area,(AYOR)","Cruisy Areas","Found",25.911443,"-80.123484",1999,"",NA,NA,NA,NA
"888/644-6787 guided 2-hour tours of New Orleans' most famous haunts, including Anne Rice's home","","New Orleans","LA","","Entertainment & Recreation","General Coordinates Used",29.951066,"-90.071532",1999,"",NA,NA,NA,NA
"702/831-6122, 800/731-6222 full brkfst","","Lake Tahoe","NV","(GF),NS,GO","Accommodations","General Coordinates Used",39.163798,"-119.767403",1999,"",NA,NA,NA,NA
"808/923-4270 social/support mtgs every other Fri","","Honolulu, Oahu","HI","","Info Lines & Services","General Coordinates Used",21.309885,"-157.85814",1999,"Listed under ""Oahu""",NA,NA,NA,NA
"clsd midnight","","Grand Junction","CO","Cruisy Area,(AYOR)","Cruisy Areas","Found",39.075019,"-108.544832",1999,"",NA,NA,NA,NA
"on Turquoise Trail 25 miles S of Santa Fe 505/471-7026 full brkfst, hot tub, also day spa","","Santa Fe","NM","(GF),NS","Accommodations","General Coordinates Used",35.686975,"-105.937799",1999,"",NA,NA,NA,NA
"415/695-0740 nat'l publication for big men","","San Francisco","CA","","Publications","General Coordinates Used",37.77493,"-122.419415",1999,"Listed under ""SF--Overview.""",NA,NA,NA,NA
"northern side of the park, also take path to the ocean, then climb over the rocks to the right","","Laguna Beach","CA","Cruisy Area,(AYOR)","Cruisy Areas","Found",33.543449,"-117.790425",1999,"",NA,NA,NA,NA
"404/892-8111 B&B in private home, hot tub","","Atlanta","GA","(MW),NS","Accommodations","General Coordinates Used",33.748995,"-84.387982",1999,"",NA,NA,NA,NA
"515/232-0000 8:30am-4:30pm, community info service, some lesbigay referrals","","Ames","IA","","Info Lines & Services","General Coordinates Used",42.030781,"-93.631913",1999,"",NA,NA,NA,NA
"308/384-7474 24hrs, some gay referrals","","Grand Island","NE","","Info Lines & Services","General Coordinates Used",40.926396,"-98.342012",1999,"",NA,NA,NA,NA
"","","Longview","TX","Cruisy Area,(AYOR)","Cruisy Areas","Found",32.549236,"-94.729384",1999,"",NA,NA,NA,NA
"","","Wichita","KS","Cruisy Area,(AYOR)","Cruisy Areas","Found",37.648199,"-97.337476",1999,"",NA,NA,NA,NA
"","","Provincetown","MA","Cruisy Area,(AYOR)","Cruisy Areas","Found",42.047881,"-70.220304",1999,"",NA,NA,NA,NA
"off Snowden Ln, btwn mailbox 586 & 603 (no sign, entrance looks like private driveway)","","Princeton","NJ","Cruisy Area,(AYOR)","Cruisy Areas","Found",40.376285,"-74.640523",1999,"",NA,NA,NA,NA
"800/561-6918","","Omaha","NE","","Entertainment & Recreation","General Coordinates Used",41.256537,"-95.934503",1999,"",NA,NA,NA,NA
"Burnside 606/561-5269 quiet location on banks of Lake Cumberland; also 4 campsites","","Somerset","KY","GS,GO,(WC)","Accommodations","General Coordinates Used",37.092022,"-84.604108",1999,"",NA,NA,NA,NA
"People's Park ","","Spokane","WA","Cruisy Area,(AYOR)","Cruisy Areas","Found",47.650267,"-117.44878",1999,"",NA,NA,NA,NA
"late","","Greensboro","NC","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",36.072635,"-79.791975",1999,"",NA,NA,NA,NA
"2nd parking lot","","Cape May","NJ","Cruisy Area,(AYOR)","Cruisy Areas","Found",38.959755,"-74.937724",1999,"",NA,NA,NA,NA
"nr 'Old Ben'","","Kokomo","IN","Cruisy Area,(AYOR)","Cruisy Areas","Found",40.467362,"-86.141617",1999,"",NA,NA,NA,NA
"802/375-2269, 800/882-2545 full brkfst, dinner available","","Arlington","VT","(GF)","Accommodations","Found",43.109285,"-73.120277",1999,"",NA,NA,NA,NA
"just off Blackburn Rd","","Mt Vernon","WA","Cruisy Area,(AYOR)","Cruisy Areas","Found",48.408315,"-122.327674",1999,"",NA,NA,NA,NA
"717/756-2007 campground, cabins & trailers, disco Fri-Sat","","Scranton","PA","(*),(MO),(D),(SW),(N)","Accommodations","General Coordinates Used",41.233112,"-80.493403",1999,"",NA,NA,NA,NA
"Dover Rte Rd ","","Portsmouth","NH","Cruisy Area,(AYOR)","Cruisy Areas","Found",43.121069,"-70.827825",1999,"",NA,NA,NA,NA
"","","Austin","TX","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",30.267153,"-97.743061",1999,"",NA,NA,NA,NA
"800/537-5408 1-bdrm apts in French Quarter","","New Orleans","LA","GS","Accommodations","General Coordinates Used",29.951066,"-90.071532",1999,"",NA,NA,NA,NA
"202/332-2192 7pm-11pm Th, hotline en espanol","","Washington","DC","","Info Lines & Services","General Coordinates Used",38.907192,"-77.036871",1999,"",NA,NA,NA,NA
"508/487-1711, 800/422-4224 also restaurant","","Provincetown","MA","(GF),(SW),(WC)","Accommodations","General Coordinates Used",42.054407,"-70.184986",1999,"",NA,NA,NA,NA
"nr bandstand","","Cheyenne","WY","Cruisy Area,(AYOR)","Cruisy Areas","Found",41.138812,"-104.799258",1999,"",NA,NA,NA,NA
"","","Fort Lauderdale","FL","Cruisy Area,(AYOR)","Cruisy Areas","Found",26.134744,"-80.132133",1999,"",NA,NA,NA,NA
"along lake","","Chicago","IL","Cruisy Area,(AYOR)","Cruisy Areas","Found",41.986186,"-87.651997",1999,"Listed under ""Chicago--North Side"".",NA,NA,NA,NA
"at Hollywood & Sheridan Sts 'the' gay beach","","Chicago","IL","(*)","Entertainment & Recreation","Found",41.986186,"-87.651997",1999,"Listed under ""Chicago--North Side"".",NA,NA,NA,NA
"Mulholland Dr (west from Hollywood Fwy), top of observation deck","","Los Angeles","CA","Cruisy Area,(AYOR)","Cruisy Areas","Found",34.123513,"-118.38751",1999,"Listed under ""LA--Hollywood.""",NA,NA,NA,NA
"212/332-0888 hospitality & home exchanges","","New York City","NY","","Accommodations","General Coordinates Used",40.78306,"-73.971249",1999,"Listed under ""NYC--Soho, Greenwich & Chelsea"".",NA,NA,NA,NA
"river btwn Union Blvd & Little Falls","","West Paterson","NJ","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",40.889821,"-74.194867",1999,"",NA,NA,NA,NA
"WRPI 91.5 FM 518/276-6248 noon-2pm Sun","","Albany","NY","","Entertainment & Recreation","General Coordinates Used",42.652579,"-73.756232",1999,"",NA,NA,NA,NA
"808/941-0424","","Honolulu, Oahu","HI","","Info Lines & Services","General Coordinates Used",21.309885,"-157.85814",1999,"Listed under ""Oahu""",NA,NA,NA,NA
"765/289-0555","","","IN","","Men's Clubs","General Coordinates Used",40.551217,"-85.602364",1999,"Statewide.",NA,NA,NA,NA
"cruising in the dunes to the right of the main gate","","Westport","MA","","Entertainment & Recreation","Found",41.511215,"-71.08282",1999,"",NA,NA,NA,NA
"","","Lava Hot Springs","ID","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",42.619363,"-112.011071",1999,"",NA,NA,NA,NA
"805/564-1637 24hrs","","Santa Barbara","CA","","Cafes","General Coordinates Used",34.420831,"-119.69819",1999,"",NA,NA,NA,NA
"954/928-1862, 800/522-8775 weekly bar guide","","Fort Lauderdale","FL","","Publications","General Coordinates Used",26.151619,"-80.119214",1999,"",NA,NA,NA,NA
"701/235-7335 24hrs, general info hotline (some lesbigay resources)","","Fargo","ND","","Info Lines & Services","General Coordinates Used",46.901696,"-96.787519",1999,"",NA,NA,NA,NA
"512/472-4357 24hrs","","Austin","TX","","Info Lines & Services","General Coordinates Used",30.267153,"-97.743061",1999,"",NA,NA,NA,NA
"Downtown Disney West Side (at Disney World) 407/934-2583 tourist spot except 6pm-10pm Th for 'Our House' gay night","","Orlando","FL","(*),(GF),(D),(E)","Nightclubs","Found",28.371029,"-81.521959",1999,"",NA,NA,NA,NA
"713/529-8490, 800/729-8490 lesbigay newspaper","","Houston","TX","","Publications","General Coordinates Used",29.760427,"-95.369803",1999,"",NA,NA,NA,NA
"next door to Gaslight Inn ","","Seattle","WA","","Accommodations","Found",47.617468,"-122.313042",1999,"",NA,NA,NA,NA
"","","Meriden","CT","Cruisy Area,(AYOR)","Cruisy Areas","Found",41.548248,"-72.836131",1999,"",NA,NA,NA,NA
"808/572-1850 vacation rental, oceanfront estate","","Paia, Maui","HI","GS,(SW),GO","Accommodations","General Coordinates Used",20.906057,"-156.373978",1999,"Listed under ""Maui""",NA,NA,NA,NA
"","","Oxford","OH","Cruisy Area,(AYOR)","Cruisy Areas","Found",39.576498,"-84.745917",1999,"",NA,NA,NA,NA
"520/567-9066","","Sedona","AZ","(GF),(WC)","Accommodations","General Coordinates Used",34.824424,"-111.805914",1999,"",NA,NA,NA,NA
"808/965-9175 full brkfst","","Pahoa","HI","(MW),NS,GO","Accommodations","General Coordinates Used",19.49544,"-154.949411",1999,"Listed under ""Hawaii (Big Island)""",NA,NA,NA,NA
"North Ave & Sacramento nr pavilion & bushes","","Chicago","IL","Cruisy Area,(AYOR)","Cruisy Areas","Found",41.905752,"-87.702182",1999,"Listed under ""Chicago--Overview"".",NA,NA,NA,NA
"505/471-2921","","Santa Fe","NM","(GF)","Accommodations","General Coordinates Used",35.686975,"-105.937799",1999,"",NA,NA,NA,NA
"Main St 808/965-9661 metaphysical books & vegetarian/espresso cafe","","Pahoa","HI","","Bookstores","General Coordinates Used",19.49544,"-154.949411",1999,"Listed under ""Hawaii (Big Island)""",NA,NA,NA,NA
"1 mile S of town days","","Burlington","IA","Cruisy Area,(AYOR)","Cruisy Areas","Found",40.775116,"-91.167915",1999,"",NA,NA,NA,NA
"Hwy 17 S weekdays","","Myrtle Beach","SC","Cruisy Area,(AYOR)","Cruisy Areas","Found",33.514562,"-79.060929",1999,"",NA,NA,NA,NA
"at 21st Ave S (south end)","","Myrtle Beach","SC","Cruisy Area,(AYOR)","Cruisy Areas","Found",33.669836,"-78.904645",1999,"",NA,NA,NA,NA
"212/352-3535 complete weekly guide to gay New York at night","","New York City","NY","","Publications","General Coordinates Used",40.78306,"-73.971249",1999,"Listed under ""NYC--Overview"".",NA,NA,NA,NA
"Embarcadero Center (at California) 415/788-1234, 800/233-1234 luxury waterfront hotel","","San Francisco","CA","(GF),TA","Accommodations","General Coordinates Used",37.77493,"-122.419415",1999,"Listed under ""SF--Downtown & North Beach.""",NA,NA,NA,NA
"415/771-0200, 800/227-3608 sundeck","","San Francisco","CA","(GF),TA","Accommodations","General Coordinates Used",37.77493,"-122.419415",1999,"Listed under ""SF--Downtown & North Beach.""",NA,NA,NA,NA
"816/210-0666 6pm-10:30pm, noon-midnight Fri, 8pm-6am Sat, clsd Sun-Tue","","Kansas City","MO","","Men's Clubs","General Coordinates Used",39.099727,"-94.578567",1999,"",NA,NA,NA,NA
"Rte 3 (at Hwys 150 & 170, exit 147) 217/826-8936 cruisy","","Marshall","IL","(AYOR)","Erotica,Cruisy Areas","General Coordinates Used",39.391425,"-87.693638",1999,"",NA,NA,NA,NA
"Exit 68, west of Jackson 901/424-7226","","Jackson","TN","(18+)","Erotica","General Coordinates Used",35.66838,"-88.839461",1999,"",NA,NA,NA,NA
"at 'Cherry Grove Beach Hotel' Cherry Grove 516/597-6600 hrs vary","","Fire Island","NY","(MW),(D),(S),(YC),(WC)","Nightclubs","Found",40.659053,"-73.089293",1999,"",NA,NA,NA,NA
"814/732-2000 student group","","Edinboro","PA","Cruisy Area,(AYOR)","Cruisy Areas","Found",41.871572,"-80.120803",1999,"",NA,NA,NA,NA
"907/258-4777 also sponsors Fourth Fri Potluck","","Anchorage","AK","","Publications","General Coordinates Used",61.218923,"-149.850373",1999,"",NA,NA,NA,NA
"W 2nd St (baseball field at the west end of park)","","Reno","NV","Cruisy Area,(AYOR)","Cruisy Areas","Found",39.521841,"-119.83298",1999,"",NA,NA,NA,NA
"trails & by bird sanctuary","","Waukegan ","IL","Cruisy Area,(AYOR)","Cruisy Areas","Found",42.425691,"-87.804347",1999,"",NA,NA,NA,NA
"summers","","Marseilles","IL","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",41.286062,"-88.674774",1999,"",NA,NA,NA,NA
"2503 S Locust ","","Grand Island","NE","","Bars","Found",40.89751,"-98.338449",1999,"Type is unclear.",NA,NA,NA,NA
"504/944-6722, 888/944-6722 (OUT-OF-STATE) lesbigay newspaper","","New Orleans","LA","","Publications","General Coordinates Used",29.951066,"-90.071532",1999,"",NA,NA,NA,NA
"KPFK LA 907 FM 818/985-2711 10pm Sun; also 'This Way Out' 4:30pm Tue","","Los Angeles","CA","","Entertainment & Recreation","General Coordinates Used",34.10174,"-118.311788",1999,"Listed under ""LA--Overview.""",NA,NA,NA,NA
"617/426-8246, 800/426-8246 New England lesbigay newspaper w/ some RI listings","","Providence","RI","","Publications","General Coordinates Used",41.823989,"-71.412834",1999,"",NA,NA,NA,NA
"617/426-8246, 800/426-8246 statewide lesbigay newspaper","","Provincetown","MA","","Publications","General Coordinates Used",42.054407,"-70.184986",1999,"",NA,NA,NA,NA
"617/426-8246, 800/426-8246 statewide lesbigay newspaper","","Boston","MA","","Publications","General Coordinates Used",42.360083,"-71.05888",1999,"",NA,NA,NA,NA
"414/278-7849 lesbigay newspaper","","Milwaukee","WI","","Publications","General Coordinates Used",43.038903,"-87.906474",1999,"",NA,NA,NA,NA
"914/227-7456 lesbigay newspaper w/ quick reference guide","","Hudson Valley","NY","","Publications","General Coordinates Used",41.596483,"-73.91097",1999,"",NA,NA,NA,NA
"803/771-0804 lesbigay newspaper for the Carolinas","","Charlotte","NC","","Publications","General Coordinates Used",35.227087,"-80.843127",1999,"",NA,NA,NA,NA
"803/771-0804 lesbigay newspaper for the Carolinas","","Charleston","SC","","Publications","General Coordinates Used",32.776475,"-79.931051",1999,"",NA,NA,NA,NA
"803/771-0804 lesbigay newspaper for the Carolinas","","Columbia","SC","","Publications","General Coordinates Used",34.00071,"-81.034814",1999,"",NA,NA,NA,NA
"800/347-8336 (IN-STATE)","","Bloomington","IN","","Info Lines & Services","General Coordinates Used",39.165325,"-86.526386",1999,"",NA,NA,NA,NA
"219/293-8671 (CRISIS ONLY) 24hrs","","Elkhart","IN","","Info Lines & Services","General Coordinates Used",41.681208,"-85.965625",1999,"",NA,NA,NA,NA
"Rocky Hill 860/886-0516, 800/203-1234 (IN CT) 8am-8pm Mon-Fri","","Hartford","CT","","Info Lines & Services","General Coordinates Used",41.763964,"-72.667475",1999,"",NA,NA,NA,NA
"Rte 209 Stone Ridge 914/687-0736 full brkfst, also fine dining, full bar, patio","","Catskill Mtns","NY","(GF)","Accommodations","General Coordinates Used",41.843272,"-74.150058",1999,"",NA,NA,NA,NA
"888/523-5235 townhouse, private courtyard","","New Orleans","LA","(GF)","Accommodations","General Coordinates Used",29.951066,"-90.071532",1999,"",NA,NA,NA,NA
"908/687-8566","","Orange","NJ","","Info Lines & Services","General Coordinates Used",40.770619,"-74.232648",1999,"",NA,NA,NA,NA
"781/889-2212 transgender info & support","","Boston","MA","","Info Lines & Services","General Coordinates Used",42.360083,"-71.05888",1999,"",NA,NA,NA,NA
"19th & 'K' Sts NW ","","Washington","DC","Cruisy Area,(AYOR)","Cruisy Areas","Found",38.902527,"-77.043455",1999,"",NA,NA,NA,NA
"800/445-AIDS (2437)","","Des Moines","IA","","Info Lines & Services","General Coordinates Used",41.586835,"-93.624959",1999,"",NA,NA,NA,NA
"800/345-4692","","Des Moines","IA","","Info Lines & Services","General Coordinates Used",41.586835,"-93.624959",1999,"",NA,NA,NA,NA
"","","Greeley","CO","Cruisy Area,(AYOR)","Cruisy Areas","Found",40.438617,"-104.702579",1999,"",NA,NA,NA,NA
"808/737-6400 lesbigay newsmagazine, inquire about resource/travel guide","","Honolulu, Oahu","HI","","Publications","General Coordinates Used",21.309885,"-157.85814",1999,"Listed under ""Oahu""",NA,NA,NA,NA
"nr pool","","Fargo","ND","Cruisy Area,(AYOR)","Cruisy Areas","Found",46.870237,"-96.788026",1999,"",NA,NA,NA,NA
"Claudia St (at West Hill Rd) 907/235-2265 full brkfst, kitchens","","Homer","AK","(GF),NS,(WC)","Accommodations","General Coordinates Used",59.648086,"-151.529924",1999,"",NA,NA,NA,NA
"412/422-3060","","Pittsburgh","PA","","Info Lines & Services","General Coordinates Used",40.440625,"-79.995886",1999,"",NA,NA,NA,NA
"607/273-1505 (COMMON GROUND BAR) 3rd Tue, sponsors events including 'Finger Lake Gay/Lesbian Picnic'","","Ithaca","NY","","Info Lines & Services","General Coordinates Used",42.443961,"-76.501881",1999,"",NA,NA,NA,NA
"wooded area","","Arlington","VA","Cruisy Area,(AYOR)","Cruisy Areas","Found",38.890437,"-77.069721",1999,"",NA,NA,NA,NA
"808/874-1048 fully equipped condos & apts, non-smoking rms available","","Kihei, Maui","HI","GS,GO","Accommodations","General Coordinates Used",20.739941,"-156.454187",1999,"Listed under ""Maui""",NA,NA,NA,NA
"Richmond Rd ","","Lexington","KY","Cruisy Area,(AYOR)","Cruisy Areas","Found",37.988298,"-84.427286",1999,"",NA,NA,NA,NA
"by riverftont","","Newport","KY","Cruisy Area,(AYOR)","Cruisy Areas","Found",39.092394,"-84.50237",1999,"",NA,NA,NA,NA
"Eastern & St Louis (N of Sahara) ","","Las Vegas","NV","Cruisy Area,(AYOR)","Cruisy Areas","Found",36.147432,"-115.117368",1999,"",NA,NA,NA,NA
"at the end of Beach Blvd, Cape Coral","","Fort Myers","FL","Cruisy Area,(AYOR)","Cruisy Areas","Found",26.573082,"-81.931209",1999,"",NA,NA,NA,NA
"785/223-0850 social club for bears, cubs & their admirers, mtgs last Sat of month, guests always welcome","","Junction City","KS","","Info Lines & Services","General Coordinates Used",39.028609,"-96.831398",1999,"",NA,NA,NA,NA
"by courthouse square nights","","Bloomington","IL","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",40.480295,"-89.000718",1999,"",NA,NA,NA,NA
"","","Florence","SC","Cruisy Area,(AYOR)","Cruisy Areas","Found",34.173651,"-79.792304",1999,"",NA,NA,NA,NA
"","","Prestonburg","KY","Cruisy Area,(AYOR)","Cruisy Areas","Found",37.697801,"-82.724324",1999,"",NA,NA,NA,NA
"Lovers Ln nights","","Ukiah","CA","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",39.17199,"-123.220691",1999,"",NA,NA,NA,NA
"978/355-6444, 800/378-7373 also full bar","","Barre","MA","(GF),(F)","Accommodations","Found",42.423327,"-72.107397",1999,"",NA,NA,NA,NA
"US 12 days","","Powell","ID","Cruisy Area,(AYOR)","Cruisy Areas","Found",46.462706,"-114.87285",1999,"",NA,NA,NA,NA
"days","","Cape Canaveral","FL","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",28.392218,"-80.607713",1999,"",NA,NA,NA,NA
"Walker Rd #341 520/776-4404 decks, sauna, chef","","Prescott","AZ","(M)","Accommodations","Found",34.548365,"-112.399907",1999,"",NA,NA,NA,NA
"707/869-1146 cottage close to all Russian River resorts & facilities","","Russian River","CA","(GF)","Accommodations","General Coordinates Used",38.533234,"-123.085285",1999,"",NA,NA,NA,NA
"","","Bartlesville","OK","Cruisy Area,(AYOR)","Cruisy Areas","Found",36.713756,"-95.948518",1999,"",NA,NA,NA,NA
"off Dania Beach Blvd, walk right popular gay beach, first parking lot over the bridge ","","Fort Lauderdale","FL","","Entertainment & Recreation","General Coordinates Used",26.07469,"-80.111446",1999,"",NA,NA,NA,NA
"Perdido Key east of town","","Pensacola","FL","Cruisy Area,(AYOR)","Cruisy Areas","Found",30.299731,"-87.413599",1999,"",NA,NA,NA,NA
"Highlands Park parking lot & trails along river","","New Brunswick","NJ","Cruisy Area,(AYOR)","Cruisy Areas","Found",40.508839,"-74.451147",1999,"",NA,NA,NA,NA
"","","Bartlesville","OK","Cruisy Area,(AYOR)","Cruisy Areas","Found",36.757258,"-95.970945",1999,"",NA,NA,NA,NA
"Field #6 ","","Long Island","NY","","Entertainment & Recreation","Found",40.592193,"-73.508611",1999,"Listed under ""Long Island--Nassau County"".",NA,NA,NA,NA
"Silver Lake N St Paul","","St Paul","MN","Cruisy Area,(AYOR)","Cruisy Areas","Found",45.030439,"-92.987898",1999,"",NA,NA,NA,NA
"","","Dubuque","IA","Cruisy Area,(AYOR)","Cruisy Areas","Found",42.468766,"-90.64823 ",1999,"",NA,NA,NA,NA
"beware after 10pm","","Milwaukee","WI","Cruisy Area,(AYOR)","Cruisy Areas","Found",43.044551,"-87.897312",1999,"",NA,NA,NA,NA
"at 'Habana Inn' 405/524-5733 novelties, leather, gifts","","Oklahoma City","OK","(WC)","Erotica","Found",35.511321,"-97.580098",1999,"",NA,NA,NA,NA
"503/236-1252 lesbigay newspaper w/resource directory","","Portland","OR","","Publications","General Coordinates Used",45.515232,"-122.678385",1999,"",NA,NA,NA,NA
"808/329-2960, 800/595-3458 massage therapist available","","Kohala Coast","HI","(GF),(SW)","Accommodations","General Coordinates Used",20.161849,"-155.659225",1999,"Listed under ""Hawaii (Big Island)""",NA,NA,NA,NA
"","","Kailua-Kona","HI","Cruisy Area,(AYOR)","Cruisy Areas","Found",19.579266,"-155.966671",1999,"Listed under ""Hawaii (Big Island)""",NA,NA,NA,NA
"808/828-1280, 800/837-1782 Shakti Gawain's paradise home","","Kilauea, Kauai","HI","(GF),NS","Accommodations","General Coordinates Used",19.406893,"-155.283379",1999,"Listed under ""Kauai""",NA,NA,NA,NA
"808/572-9726, 800/258-8588","","Haiku, Maui","HI","GS,(SW),(N),GO,TA","Accommodations","General Coordinates Used",20.911399,"-156.251594",1999,"Listed under ""Maui""",NA,NA,NA,NA
"808/558-8207 beachfront home","","Kaunakakai, Molokai","HI","GS,NS","Accommodations","General Coordinates Used",21.090987,"-157.018628",1999,"Listed under ""Molokai""",NA,NA,NA,NA
"","","Kihei, Maui","HI","Cruisy Area,(AYOR)","Cruisy Areas","Found",20.731438,"-156.452933",1999,"Listed under ""Maui""",NA,NA,NA,NA
"616/345-7878 7pm-10pm","","Kalamazoo","MI","","Info Lines & Services","General Coordinates Used",42.291707,"-85.587229",1999,"",NA,NA,NA,NA
"808/965-7828, 800/800-6886 full brkfst, hot tub","","Pahoa","HI","(GF),(F),(SW),(WC),TA","Accommodations","General Coordinates Used",19.49544,"-154.949411",1999,"Listed under ""Hawaii (Big Island)""",NA,NA,NA,NA
"808/828-1626 clifftop rental home, nr beaches","","Kilauea, Kauai","HI","GS,(N),NS,GO","Accommodations","General Coordinates Used",19.406893,"-155.283379",1999,"Listed under ""Kauai""",NA,NA,NA,NA
"end of Ocean St behind the parking lot","","Hyannis","MA","Cruisy Area,(AYOR)","Cruisy Areas","Found",41.634502,"-70.278523",1999,"",NA,NA,NA,NA
"Rte 102 across the main entrance, Dan Uze Area","","Kankakee","IL","Cruisy Area,(AYOR)","Cruisy Areas","Found",41.177887,"-87.949973",1999,"",NA,NA,NA,NA
"800/252-6727","","Topeka","KS","","Info Lines & Services","General Coordinates Used",39.047345,"-95.675158",1999,"",NA,NA,NA,NA
"Hwy 95 (nr Mohave Jct, south of town)","","Bullhead City","AZ","","Erotica","General Coordinates Used",34.902473,"-114.615468",1999,"",NA,NA,NA,NA
"808/822-3455, 800/222-5642 oceanfront resort, tennis, nightly luau","","Kapaa, Kauai","HI","(GF),(SW),(WC)","Accommodations","Found",22.056623,"-159.322447",1999,"Listed under ""Kauai""",NA,NA,NA,NA
"808/328-8150, 800/328-8150 hot tub, villa & 2-brdm guesthouse","","Captain Cook","HI","GS,NS,GO","Accommodations","General Coordinates Used",19.488983,"-155.910125",1999,"Listed under ""Hawaii (Big Island)""",NA,NA,NA,NA
"State Rte 123 3 miles E of airport","","Bluefield","WV","Cruisy Area,(AYOR)","Cruisy Areas","General Coordinates Used",39.542765,"-78.705712",1999,"",NA,NA,NA,NA
"off Hwy 137 (trailhead at 19-mile marker phone booth), lava rock trail to clothing-optional black sand beach","","Pahoa","HI","","Entertainment & Recreation","Found",19.394658,"-154.929088",1999,"Listed under ""Hawaii (Big Island)""",NA,NA,NA,NA
"below Wolf Creek Dam also pull-off areas & overlook above dam","","Jamestown","KY","Cruisy Area,(AYOR)","Cruisy Areas","Found",36.872576,"-85.146824",1999,"",NA,NA,NA,NA
"KSU 330/672-2068","","Kent","OH","","Info Lines & Services","General Coordinates Used",41.149795,"-81.343316",1999,"",NA,NA,NA,NA
