ID,Title,status,lat,lon,description,streetaddress,city,state,Year,amenityfeatures,type,unclearaddress,uncleartype,notes,dateadded,lastmodified
1819,Holiday Park,Found,26.134744,-80.132133,(AYOR),,Ft. Lauderdale,FL,1993,"Cruisy Area,(AYOR)",Cruisy Areas,checked,,,,6/28/2023 4:05pm
1815,Trader Tom's of North America Inc.,Found,26.136482,-80.136754,"763-4630 adult room w/leather & toys, cruisy",930 N. Federal Hwy.,Ft. Lauderdale,FL,1993,,"Erotica,Cruisy Areas",checked,,,,6/28/2023 4:10pm
1757,Greater Ft. Lauderdale Gay Business Assoc.,General Coordinates Used,26.122439,-80.137317,,"P.O. Box 7341-A, 33338",Ft. Lauderdale,FL,1993,,Info Lines & Services,checked,,,,6/28/2023 4:05pm
1816,Broward Mall,Found,26.117691,-80.25479,,,Ft. Lauderdale,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/28/2023 4:01pm
1756,Global Real Estate Referrals,General Coordinates Used,26.122439,-80.137317,(800)346-5592 gay realtor,,Ft. Lauderdale,FL,1993,,Info Lines & Services,checked,,,,6/28/2023 4:05pm
1754,AA Gay/Lesbian,General Coordinates Used,26.122439,-80.137317,462-0265 (AA#),,Ft. Lauderdale,FL,1993,,Info Lines & Services,checked,,,,6/26/2023 6:16pm
1804,"Four AM Liquor Store, The",Found,26.121998,-80.17535,"(at Tacky's bar) 791-5127, 9pm-4am",,Ft. Lauderdale,FL,1993,,Bookstores/Retail Shops,checked,,,,6/28/2023 4:05pm
1817,E. Las Olas Blvd.,General Coordinates Used,26.119598,-80.123995,,,Ft. Lauderdale,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/28/2023 4:05pm
1806,Trader Tom's Clothing Inc.,Found,26.122358,-80.104842,"(at the Marlin Beach Hotel) 524-4759 gifts, books, erotica & leather, cruisy",,Ft. Lauderdale,FL,1993,,"Bookstores/Retail Shops,Cruisy Areas",checked,,,,6/28/2023 4:10pm
1759,The Open Quest Institute TOQI,General Coordinates Used,26.122439,-80.137317,"(800)444-9999, 24hr crisis hotline",,Ft. Lauderdale,FL,1993,,Info Lines & Services,checked,,,,6/28/2023 4:09pm
1810,Dignity (at MCC),General Coordinates Used,26.122439,-80.137317,463-4528 Mass 7pm every other Sun,,Ft. Lauderdale,FL,1993,,Religious Organizations,checked,,,,6/28/2023 4:04pm
1818,Galleria Mall,Found,26.137129,-80.113431,,,Ft. Lauderdale,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/28/2023 4:05pm
1831,Sunset Park,Found,26.622007,-81.875702,(AYOR),,Ft. Myers,FL,1993,"Cruisy Area,(AYOR)",Cruisy Areas,checked,,,,6/26/2023 6:19pm
1828,"Bell Tower shops, Daniel Rd.",Location could not be verified. General city or location coordinates used.,26.549188,-81.869558,,,Ft. Myers,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/26/2023 6:17pm
1822,Support Inc.,General Coordinates Used,26.640628,-81.872308,"275-1400 gay switchboard, 8am-11pm","P.O. Box 546, 33902",Ft. Myers,FL,1993,,Info Lines & Services,checked,,,,6/26/2023 6:19pm
1830,Ft. Myers Yacht Basin,Found,26.647652,-81.869605 ,(AYOR),,Ft. Myers,FL,1993,"Cruisy Area,(AYOR)",Cruisy Areas,checked,,,,6/26/2023 6:18pm
1829,Edison Mall,Found,26.601508,-81.869216,,,Ft. Myers,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/26/2023 6:18pm
1827,Hot Off the Press,General Coordinates Used,26.640628,-81.872308,275-1400 monthly newsletter,"P.O. Box 546, 33902",Ft. Myers,FL,1993,,Publications,checked,,,,6/26/2023 6:19pm
1820,Global Real Estate Referrals,General Coordinates Used,26.640628,-81.872308,(800)346-5592 gay realtor,,Ft. Myers,FL,1993,,Info Lines & Services,checked,,,,6/26/2023 6:18pm
1821,Lambda Drummers (Gay AA),General Coordinates Used,26.640628,-81.872308,"997-1733, 8:15pm Sat & Tues, 6pm Sun men's group",,Ft. Myers,FL,1993,,Info Lines & Services,checked,,,,6/26/2023 6:19pm
1837,Wayside Park U.S. 98 at Okaloosa,Found,30.393574,-86.590793,(Late),,Ft. Walton Beach,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/26/2023 6:19pm
1836,Racetrack Road,General Coordinates Used,30.449391,-86.626866,(Summers)(Hitchhikers),,Ft. Walton Beach,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/26/2023 6:21pm
1833,Jaycee Park,Found,26.573736,-81.932036,(AYOR),,Ft. Walton Beach,FL,1993,"Cruisy Area,(AYOR)",Cruisy Areas,checked,,,,6/26/2023 6:19pm
1835,Lincoln Park (Valpariso),Found,30.507764,-86.487967,,,Ft. Walton Beach,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/26/2023 6:21pm
1834,Leeside Park U.S. 98 opp. Leeside Inn (Hwy. 98),Found,30.39624,-86.581078,(AYOR),,Ft. Walton Beach,FL,1993,"Cruisy Area,(AYOR)",Cruisy Areas,checked,,,,6/26/2023 6:21pm
1846,Park at NE 16th Ave/Main St.,Found,29.666594,-82.32444,(days),,Gainesville,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/26/2023 6:23pm
1840,Global Real Estate Referrals,General Coordinates Used,29.651634,-82.324826,(800)346-5592 gay realtor,,Gainesville,FL,1993,,Info Lines & Services,checked,,,,6/26/2023 6:22pm
1838,Gay AA,General Coordinates Used,29.651634,-82.324826,"332-0700, 8pm Sun",,Gainesville,FL,1993,,Info Lines & Services,checked,,,,6/26/2023 6:22pm
1841,Ambush Room,General Coordinates Used,29.651634,-82.324826,(at Melody Club) 376-3772 4pm-2am,,Gainesville,FL,1993,"(*),(CW),(LV)",Bars,checked,,,,6/26/2023 6:22pm
1845,Newnan's Lake,Found,29.666388,-82.25511,(AYOR),,Gainesville,FL,1993,"Cruisy Area,(AYOR)",Cruisy Areas,checked,,,,6/26/2023 6:22pm
1839,Gay Switchboard,General Coordinates Used,29.651634,-82.324826,"332-0700, 24hrs, info & referrals, volunteers 6pm-11pm",,Gainesville,FL,1993,,Info Lines & Services,checked,,,,6/26/2023 6:22pm
1855,Young Circle,Found,26.01154,-80.143033,,,Hollywood,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/26/2023 6:23pm
1868,Friendship Park,Found,30.319695,-81.660155,(AYOR),,Jacksonville,FL,1993,"Cruisy Area,(AYOR)",Cruisy Areas,checked,,,,6/26/2023 6:24pm
1857,Global Real Estate Referrals,General Coordinates Used,30.332184,-81.655651 ,(800)346-5592 gay realtor,,Jacksonville,FL,1993,,Info Lines & Services,checked,,,,6/26/2023 6:24pm
1867,Boone Park,Found,30.29639,-81.709973,(AYOR),,Jacksonville,FL,1993,"Cruisy Area,(AYOR)",Cruisy Areas,checked,,,,6/26/2023 6:23pm
1860,Jarviston Junction,Found,30.311374,-81.693931,"388-3434 3pm-2am, cruise bar",1261 King St.,Jacksonville,FL,1993,"(NH),(BW)","Bars,Cruisy Areas",checked,,,,6/26/2023 6:24pm
1856,Lesbian/Gay Community Assoc.,General Coordinates Used,30.332184,-81.655651 ,398-0440 touchtone community database for NE Florida,,Jacksonville,FL,1993,,Info Lines & Services,checked,,,,6/26/2023 6:25pm
1862,Park Place Lounge,Found,30.310158,-81.693878,"389-6616 noon-2am, cruise bar",2712 Park St.,Jacksonville,FL,1993,(NH),"Bars,Cruisy Areas",checked,,,,6/26/2023 6:25pm
1869,Hemming Park,Found,30.329397,-81.659701,(AYOR),,Jacksonville,FL,1993,"Cruisy Area,(AYOR)",Cruisy Areas,checked,,,,6/26/2023 6:24pm
1871,5th Ave. Beach and S. to Boardwalk,General Coordinates Used,30.282958,-81.394154,,,Jacksonville Beach,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/26/2023 6:28pm
1946,Starbuck Sailing Tours,General Coordinates Used,24.555418,-81.784172,296-7134 variety of cruises,,Key West,FL,1993,,Travel/Tour Operators,checked,,,,6/26/2023 6:35pm
1872,Gay AA (at MCC),General Coordinates Used,24.555059,-81.779987,296-8654 (AA#),,Key West,FL,1993,,Info Lines & Services,checked,,,,6/26/2023 6:34pm
1944,International Gay Travel Assoc. (IGTA),General Coordinates Used,24.555059,-81.779987,(800)448-8550,"P.O. Box 4974, 33041",Key West,FL,1993,(IGTA),Travel/Tour Operators,checked,,,,6/26/2023 6:34pm
1953,'Dick Dock' - pier at end of Reynolds,Found,24.547154,-81.788282,(AYOR),,Key West,FL,1993,"Cruisy Area,(AYOR)",Cruisy Areas,checked,,,,6/26/2023 6:29pm
1905,Paradise Reservations,General Coordinates Used,24.555059,-81.779987,294-2146/(800) 258-6770,"P.O. Box 6434, 33040",Key West,FL,1993,,Accommodations,checked,,,,6/26/2023 6:35pm
1955,Fleming St.,General Coordinates Used,24.555059,-81.779987,(Queens for nights!),,Key West,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/26/2023 6:33pm
1875,Key West Business Guild,Found,24.552568,-81.800562,294-4603,"P.O. Box 1208, 33041",Key West,FL,1993,(IGTA),Info Lines & Services,checked,,,,6/26/2023 6:34pm
1874,Helpline,General Coordinates Used,24.555059,-81.779987,"296-4357 crisis assistance & referrals, not gay but gay-friendly",,Key West,FL,1993,,Info Lines & Services,checked,,,,6/26/2023 6:34pm
1873,Global Real Estate Referrals,General Coordinates Used,24.555059,-81.779987,(800)346-5592 gay realtor,,Key West,FL,1993,,Info Lines & Services,checked,,,,6/26/2023 6:34pm
1942,Escape Cruises,Found,24.561146,-81.801264,296-4608/(800)833-2299 reef cruises,Garrison Bright Marina,Key West,FL,1993,(IGTA),Travel/Tour Operators,checked,,,,6/26/2023 6:33pm
1877,Andrew's Inn,Found,24.551231,-81.80012,294-7730 elegantly restored rooms & garden cottages,Zero Whalton Ln.,Key West,FL,1993,(MW),Accommodations,checked,,,,6/26/2023 6:30pm
1941,Clione,General Coordinates Used,24.555059,-81.779987,296-1433 topsail schooner,"P.O. Box 1874, 33040",Key West,FL,1993,,Travel/Tour Operators,checked,,,,6/26/2023 6:32pm
1954,Duval St.,Found,24.553851,-81.801316,(Queens for days!),,Key West,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/26/2023 6:33pm
1956,Ft. Zachary Taylor Beach,Found,24.555418,-81.784172,,,Key West,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/26/2023 6:33pm
1957,Polk Gay/Lesbian Info & Referral Lines,General Coordinates Used,28.039465,-81.949804,682-4652,,Lakeland,FL,1993,,Info Lines & Services,checked,,,,6/26/2023 6:36pm
1962,Global Real Estate Referrals,General Coordinates Used,27.798081,-82.797325,(800)346-5592 gay realtor,,Madeira Beach,FL,1993,,Info Lines & Services,checked,,,,6/26/2023 6:36pm
1970,Melbourne Harbor Marina,Found,28.078221,-80.600536,(AYOR),,Melbourne,FL,1993,"Cruisy Area,(AYOR)",Cruisy Areas,checked,,,,6/26/2023 6:37pm
1967,Breaking the Silence MCC,General Coordinates Used,28.083627,-80.608109,"631-4524, 7pm Sat",,Melbourne,FL,1993,,Religious Organizations,checked,,,,6/26/2023 6:36pm
1969,Canova Beach,Found,28.138409,-80.580189,(Nights) (AYOR),,Melbourne,FL,1993,"Cruisy Area,(AYOR)",Cruisy Areas,checked,,,,6/26/2023 6:36pm
1968,Ballard Park,Found,28.124748,-80.624995,(AYOR),,Melbourne,FL,1993,"Cruisy Area,(AYOR)",Cruisy Areas,checked,,,,6/26/2023 6:36pm
2019,Bearcut Beach,Found,25.731489,-80.157269,,,Miami,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/27/2023 8:58am
2022,Ocean Drive btwn. 5th & 15th St.,General Coordinates Used,25.768517,-80.133206,,,Miami,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/27/2023 9:12am
1975,The Open Quest Institute TOQI,General Coordinates Used,25.76168,-80.19179,"(800)444-9999, 24hr crisis hotline",,Miami,FL,1993,,Info Lines & Services,checked,,,,6/27/2023 9:13am
2003,Associates,General Coordinates Used,25.76168,-80.19179,"696-3885 social/support group for gay African-Americans, 3rd Sat","P.O. Box 472382, 33247-2382",Miami,FL,1993,,Men's Services,checked,,,,6/27/2023 8:58am
2014,Pleasure Chest,General Coordinates Used,25.76168,-80.19179,(at Club Body Center) 448-2214,,Miami,FL,1993,,Erotica,checked,,,,6/27/2023 9:12am
2018,21st St. Beach,Found,25.795414,-80.126013,(EXTREME RISK),,Miami,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/27/2023 8:56am
1992,Tavern on the Beach,Found,25.793918,-80.129498,672-8905 9am-1am,"1799 Collins Ave. at 18th St., Miami Beach",Miami,FL,1993,"(MW),(E),(NH)",Bars,checked,,,,6/27/2023 9:12am
2020,Biscayne Blvd.- 'Hitchhikers',General Coordinates Used,25.76168,-80.19179,,,Miami,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/27/2023 8:58am
1979,Normandy South,General Coordinates Used,25.790654,-80.130045,"674-1197 men-only guesthouse, non-smoking, jacuzzi, seasonal",Miami Beach,Miami,FL,1993,"(N),(IGTA)",Accommodations,checked,,,,6/27/2023 9:11am
1987,Hombre,Found,25.779841,-80.132839,"538-STUD cruise bar, 5pm-5am","925 Washington Ave., South Beach",Miami,FL,1993,"(*),(V),(S)","Bars,Cruisy Areas",checked,,,,6/27/2023 9:02am
2023,Sewell Park - Bushes,Found,25.785145,-80.224114,(AYOR),,Miami,FL,1993,"Cruisy Area,(AYOR)",Cruisy Areas,checked,,,,6/27/2023 9:12am
1993,Torpedo,Found,25.776135,-80.13285,538-2500 cruise bar/lounge from 4pm,"634 Collins Ave., Miami Beach",Miami,FL,1993,"(D),(NH),(LV),(AH)","Bars,Cruisy Areas",checked,,,,6/27/2023 9:13am
2025,Woods opposite Fairchild Gardens,Found,25.678255,-80.274286,,,Miami,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/27/2023 9:13am
1972,Gay/Lesbian Hotline of Greater Miami,General Coordinates Used,25.735525,-80.237719,759-3661,,Miami,FL,1993,,Info Lines & Services,checked,,,,6/27/2023 9:01am
2024,'The Block' nr. Cactus Lounge off Biscayne Blvd.,General Coordinates Used,25.76168,-80.19179,(Hustlers),,Miami,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/26/2023 6:37pm
2021,Matheson Hammock Beach on Old Culter Rd.,Found,25.679228,-80.256602,,,Miami,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/27/2023 9:02am
1973,Global Real Estate Referrals,General Coordinates Used,25.735525,-80.237719,(800)346-5592 gay realtor,,Miami,FL,1993,,Info Lines & Services,checked,,,,6/27/2023 9:01am
2027,Gay People of Naples,General Coordinates Used,26.142036,-81.79481 ,353-3326,,Naples,FL,1993,,Info Lines & Services,checked,,,,6/27/2023 9:15am
2026,Gay AA,General Coordinates Used,26.142036,-81.79481 ,"566-8750 8pm Tues & Th, 7:30pm Sat",,Naples,FL,1993,,Info Lines & Services,checked,,,,6/27/2023 9:15am
2028,Global Real Estate Referrals,General Coordinates Used,26.142036,-81.79481 ,(800)346-5592 gay realtor,,Naples,FL,1993,,Info Lines & Services,checked,,,,6/27/2023 9:15am
2032,Vanderbilt Beach S. of the Ritz,Found,26.263907,-81.824499,,,Naples,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/27/2023 9:15am
2031,Lowdermilk Park,Found,26.162054,-81.809978,(AYOR),,Naples,FL,1993,"Cruisy Area,(AYOR)",Cruisy Areas,checked,,,,6/27/2023 9:15am
2056,Loading Dock,Found,28.507431,-81.397649,(at The Complex) 841-8339 noon-2am,,Orlando,FL,1993,"(*),(LV)",Bars,checked,,,,6/27/2023 9:28am
2062,Dug Out Dinner,Found,28.547912,-81.397649,(at Parliament House) 425-7571 ext. 711 24hrs,,Orlando,FL,1993,(MW),Bars,checked,,,,6/27/2023 9:23am
2063,New Image Fitness Center,Found,28.507431,-81.397649,"(at The Complex) 420-9890 24hrs, jacuzzi, steam, sauna, weights",,Orlando,FL,1993,(PC),Gyms/Health Clubs,checked,,,,6/27/2023 9:37am
2061,Stable,Found,28.547912,-81.397649,(at Parliament House) 425-7571 6pm-2am,,Orlando,FL,1993,"(CW),(LV)",Bars,checked,,,,6/27/2023 9:38am
2057,Orlando Eagle,Found,28.507431,-81.397649,(at The Complex) 843-6334 4pm-2am,,Orlando,FL,1993,(L),Bars,checked,,,,6/27/2023 9:37am
2046,Rick's Bed & Breakfast,General Coordinates Used,28.538383,-81.378927,"847-8227, kitchen available","P.O. Box 22318, Lake Buena Vista, 32830",Orlando,FL,1993,,Accommodations,checked,,,,6/27/2023 9:38am
2064,Blue Parrot Art Deco Shop,Found,28.547912,-81.397649,"(at Parliament House) 425-7571, 10pm-2am",,Orlando,FL,1993,,Bookstores/Retail Shops,checked,,,,6/27/2023 9:22am
2067,Absolute Leather,Found,28.507431,-81.397649,(at The Complex) 843-8168,,Orlando,FL,1993,,Erotica,checked,,,,6/27/2023 9:20am
2044,The Open Quest Institute TOQI,General Coordinates Used,28.538383,-81.378927,"(800)444-9999, 24hr crisis hotline",,Orlando,FL,1993,,Info Lines & Services,checked,,,,6/27/2023 9:38am
2059,Power House Disco,Found,28.547912,-81.397649,(at Parliament House) 425-7571 8pm-2am,,Orlando,FL,1993,"(*),(D),(E),(YC)",Bars,checked,,,,6/27/2023 9:37am
2070,Fashion Square Shopping Mall,Found,28.555765,-81.340593,,,Orlando,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/27/2023 9:24am
2043,Gay/Lesbian Community Services,General Coordinates Used,28.538383,-81.378927,"843-4297 touchstone helpline 24hrs, extensive referrals",,Orlando,FL,1993,,Info Lines & Services,checked,,,,6/27/2023 9:27am
2049,City Lights Cabaret,Found,28.507431,-81.397649,(at The Complex) 422-6826 noon-2am,,Orlando,FL,1993,"(*),(MW),(D),(S)",Bars,checked,,,,6/27/2023 9:22am
2068,Midnight News,Found,28.547912,-81.397649,(at Parliament House) 425-7571,,Orlando,FL,1993,,Erotica,checked,,,,6/27/2023 9:37am
2069,Colonial Plaza Shopping Mall,Found,28.551334,-81.351413,,,Orlando,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/27/2023 9:23am
2077,Phillip's Inlet County Beach - 1/2 mi. W. of Ramsgate Harbor Condos,General Coordinates Used,30.176591,-85.805488,,,Panama City,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/27/2023 9:39am
2076,New Municipal Pier,General Coordinates Used,30.176591,-85.805488,,,Panama City,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/27/2023 9:39am
2078,Roadside Park nr. Tyndall A.F.B.,Found,30.951982,-87.095772,,,Panama City,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/27/2023 9:39am
2075,McKenzie Park,General Coordinates Used,30.154002,-85.660499,,,Panama City,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/27/2023 9:39am
2090,"Beach on Santa Rose Island, Ft. Picken's Beach",General Coordinates Used,30.421309,-87.216915,,,Pensacola,FL,1993,"Cruisy Area,(N)",Cruisy Areas,checked,,,,6/27/2023 9:40am
2091,"Gay Dunes Beach, dunes & trails 7mi. W. of Navarre Beach",General Coordinates Used,30.421309,-87.216915,,,Pensacola,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/27/2023 9:40am
2080,AA Gay/Lesbian,General Coordinates Used,30.397856,-86.729063 ,"(at MCC location) 433-8528, 7pm Th",,Pensacola,FL,1993,,Info Lines & Services,checked,,,,6/27/2023 9:39am
2082,Numbers Pub,Found,30.41114,-87.209473,"438-9004 noon-3am, cruise bar, 'Leather Night' Tues",200 S. Alcaniz,Pensacola,FL,1993,"(D),(E)","Bars,Cruisy Areas",checked,,,,6/27/2023 9:40am
2092,Old Chimney nr. bluff on scenic hwy.,Found,30.48059,-87.162497 ,(EXTREME RISK),,Pensacola,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/27/2023 9:40am
2089,"Bayfront Auditorium, end of Palafox St.",Found,30.402526,-87.213418,(AYOR),,Pensacola,FL,1993,"Cruisy Area,(AYOR)",Cruisy Areas,checked,,,,6/27/2023 9:40am
2107,North Lido Beach Woods,Found,27.319488,-82.581975,(AYOR),,Sarasota,FL,1993,"Cruisy Area,(AYOR)",Cruisy Areas,checked,,,,6/27/2023 9:41am
2108,"Palm Ave., N. Lido Beach",General Coordinates Used,27.336465,-82.531012,(AYOR) (Hustlers),,Sarasota,FL,1993,"Cruisy Area,(AYOR)",Cruisy Areas,checked,,,,6/27/2023 9:41am
2102,H.G. Rooster's,Found,27.252033,-82.533574,"346-3000 cruise bar, 3pm-2am",1256 Old Stickney Pt. Rd.,Sarasota,FL,1993,(S),"Bars,Cruisy Areas",checked,,,,6/27/2023 9:41am
2106,"Gulfstream Ave. parking lot, Ringling Blvd. & Gulf Stream",General Coordinates Used,27.336465,-82.531012,,,Sarasota,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/27/2023 9:41am
2098,Global Real Estate Referrals,General Coordinates Used,27.336465,-82.531012,(800)346-5592,,Sarasota,FL,1993,,Info Lines & Services,checked,,,,6/27/2023 9:41am
2111,Global Real Estate Referrals,General Coordinates Used,27.767601,-82.640291,(800)346-5592 gay realtor,,St. Petersburg,FL,1993,,Info Lines & Services,checked,,,,6/27/2023 9:45am
2127,"Pass-a-Grille Beach, below 8th St.",General Coordinates Used,27.767601,-82.640291,,,St. Petersburg,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/27/2023 9:47am
2125,Bayshore Dr. from 2nd to Vinay Park,Found,27.778733,-82.625794,,,St. Petersburg,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/27/2023 9:45am
2128,Skyway Bridge Park,Found,27.681931,-82.677679,,,St. Petersburg,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/27/2023 9:47am
2126,Maximo Park,Found,27.710614,-82.681829,,,St. Petersburg,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/27/2023 9:46am
2112,Cape House,General Coordinates Used,27.767601,-82.640291,367-6971 B & B,,St. Petersburg,FL,1993,(MW),Accommodations,checked,,,,6/27/2023 9:45am
2110,Gay Information Line (The Line),General Coordinates Used,27.767601,-82.640291,"586-4297 info & referrals, 7pm-11pm",,St. Petersburg,FL,1993,,Info Lines & Services,checked,,,,6/27/2023 9:45am
2122,Apollo Adult Club,General Coordinates Used,27.767601,-82.640291,544-7087 call for details,,St. Petersburg,FL,1993,,Men's Services,checked,,,,6/27/2023 9:45am
2136,'Rest Area' U.S. 319 N.,General Coordinates Used,30.438256,-84.280733,,,Tallahassee,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/27/2023 10:04am
2135,"Park by P.O., opposite Club Park Ave.",General Coordinates Used,30.438256,-84.280733,,,Tallahassee,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/27/2023 10:04am
2134,"Last Lake, S.W. on Rte. 373",General Coordinates Used,30.438256,-84.280733,,,Tallahassee,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/27/2023 10:04am
2157,Men of All Colors Together/Black & White Men Together,General Coordinates Used,27.950575,-82.457178,238-9316,,Tampa,FL,1993,,Men's Services,checked,,,,6/27/2023 10:09am
2164,"W. Kennedy Ave., 1700-2100 blks.",General Coordinates Used,27.944853,-82.497079,,,Tampa,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/27/2023 10:10am
2138,Gay Hotline,General Coordinates Used,27.950575,-82.457178,"229-8839, 7pm-11pm",,Tampa,FL,1993,,Info Lines & Services,checked,,,,6/27/2023 10:07am
2149,Kiki III,Found,27.944463,-82.479527,"227-8000 11am-3am, cruise bar",1908 W. Kennedy Blvd.,Tampa,FL,1993,(H),"Bars,Cruisy Areas",checked,,,,6/27/2023 10:09am
2163,Lowry Park nr. river,Found,28.014924,-82.465836,,,Tampa,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/27/2023 10:09am
2159,Eagle's Shop,Found,27.963926,-82.485132,(at 2606 bar) 875-6993,,Tampa,FL,1993,,Erotica,checked,,,,6/27/2023 10:07am
2160,Ballast Point,Found,27.888079,-82.481484,,,Tampa,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/27/2023 10:04am
2161,"Ben T. Davis Beach, Campbell Causeway",Found,27.970749,-82.579284,(AYOR),,Tampa,FL,1993,"Cruisy Area,(AYOR)",Cruisy Areas,checked,,,,6/27/2023 10:06am
2137,AA Gay/Lesbian,General Coordinates Used,27.950575,-82.457178,call hotline for times & locations,,Tampa,FL,1993,,Info Lines & Services,checked,,,,6/27/2023 10:05am
2140,The Open Quest Institute TOQI,General Coordinates Used,28.054752,-82.413829,"(800)444-9999, 24hr crisis hotline",,Tampa,FL,1993,,Info Lines & Services,checked,,,,6/27/2023 10:09am
2139,Global Real Estate Referrals,General Coordinates Used,27.950575,-82.457178,(800)346-5592 gay realtor,,Tampa,FL,1993,,Info Lines & Services,checked,,,,6/27/2023 10:07am
2162,Horizon Park,Found,27.989361,-82.502947,,,Tampa,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/27/2023 10:08am
2166,Casperson Beach - walk 1/2 mi. s.,Found,27.058503,-82.444011,,,Venice,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/27/2023 10:10am
2174,H.G. Rooster's,Found,26.690709,-80.06149,"832-9119 1pm-3am, til 4am Fri & Sat, cruise bar",823 Belvedere Rd.,West Palm Beach,FL,1993,"(*),(NH)","Bars,Cruisy Areas",checked,,,,6/27/2023 10:13am
2185,"Dixie Hwy., from Belvedere Blvd. to Forrest Hill",General Coordinates Used,26.694282,-80.054084,,,West Palm Beach,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/27/2023 10:12am
2184,Curry Park,Found,26.733798,-80.049874,(AYOR),,West Palm Beach,FL,1993,"Cruisy Area,(AYOR)",Cruisy Areas,checked,,,,6/27/2023 10:12am
2167,Global Real Estate Referrals,General Coordinates Used,26.694282,-80.054084,(800)346-5592 gay realtor,,West Palm Beach,FL,1993,,Info Lines & Services,checked,,,,6/27/2023 10:12am
2186,McArthur Park Beach,Found,26.824956,-80.043057,,,West Palm Beach,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/27/2023 10:13am
2172,Casbar,Found,26.706974,-80.113426,"684-9300 4pm-5am, cruise bar w/ 'L/LV' bar inside",4619 Okeechobee Blvd.,West Palm Beach,FL,1993,"(D),(V),(S),(YC)","Bars,Cruisy Areas",checked,,,,6/27/2023 10:12am
2168,Palm West B&B,General Coordinates Used,26.715342,-80.053375,"863-5633 full brkfst, complimentary sunset cocktails, priv. baths","P.O. Box 2612, 33402",West Palm Beach,FL,1993,"(MW),(SW),(IGTA)",Accommodations,checked,,,,6/27/2023 10:13am
2187,Seawall,General Coordinates Used,26.715342,-80.053375,(Summers),,West Palm Beach,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/27/2023 10:13am
2189,Cady Way-St. bordering Ward Memorial Park,Found,28.59375,-81.317328 ,,,Winter Park,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/27/2023 10:20am
2188,Global Real Estate Referrals,General Coordinates Used,28.599808,-81.339296,(800)346-5592 gay realtor,,Winter Park,FL,1993,,Info Lines & Services,checked,,,,6/27/2023 10:19am
2040,Halouver Park,Found,25.906464,-80.123038 ,,,North Miami Beach,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/27/2023 10:21am
2036,Global Real Estate Referrals,General Coordinates Used,25.933149,-80.162546,(800)346-5592 gay realtor,,North Miami Beach,FL,1993,,Info Lines & Services,checked,,,,6/27/2023 10:21am
2165,Playalinda Beach,General Coordinates Used,28.612219,-80.807554,,,Titusville,FL,1993,Cruisy Area,Cruisy Areas,checked,,,,6/27/2023 10:31am
