"Year","status","description","streetaddress","lat","lon","city","state","amenityfeatures","type","notes","title","unclear_address","full.address","geoAddress"
1989,"Found","","",34.884614,-117.023493,"Barstow","CA","Cruisy Area","Cruising Areas","First & Main",NA,NA,NA,NA
1989,"Found","","",34.888485,-116.996674,"Barstow","CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","","",34.891566,-116.998989,"Barstow","CA","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","","41675 Big Bear Rd. P.O. Box 1003, 92315",34.243109,-116.892806,"Big Bear","CA","(M),(B&B)","Bars/Clubs","",NA,NA,NA,NA
1989,"Found","","Box 5404, 92315",34.238718,-116.942969,"Big Bear","CA","(M),(H)","Hotel","",NA,NA,NA,NA
1989,"General Coordinates Used","","",32.639132,-117.087616,"Chula Vista","CA","","Book Store","",NA,NA,NA,NA
1989,"General Coordinates Used","","",33.59786,-117.873014,"Corona Del Mar","CA","(IGTA)","Travel Agency","",NA,NA,NA,NA
1989,"General Coordinates Used","Inquire Locally","",34.020289,-117.865339,"Walnut","CA","(L)","Bars/Clubs","",NA,NA,NA,NA
1989,"General Coordinates Used","(303)925-9249","",39.191098,-106.817539,"Aspen","CO","","Community Center/Support Group","",NA,NA,NA,NA
1989,"General Coordinates Used","Last Week of Jan.","",39.191098,-106.817539,"Aspen","CO","","Bars/Clubs","",NA,NA,NA,NA
1989,"General Coordinates Used","","",39.191098,-106.817539,"Aspen","CO","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","","",40.000082,-105.281954,"Boulder","CO","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","(303) 492-8567","",40.014986,-105.270546,"Boulder","CO","","Community Center/Support Group","",NA,NA,NA,NA
1989,"Found","","",40.017662,-105.27971,"Boulder","CO","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","Chem. Bldg. nr. Rm. 140 & Psy. Bldg.","",40.007579,-105.271004,"Boulder","CO","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","Men's locker room at Rec. Center,","",40.010321,-105.269071,"Boulder","CO","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","(Ski-resort) (303) 453-6475 or (800) 227-3040","",39.52572,-106.046361,"Breckenridge","CO","(H),(W)","Hotel","",NA,NA,NA,NA
1989,"General Coordinates Used","(303) 393-9606","",38.833882,-104.821363,"Colorado Springs","CO","","Religious Institution","",NA,NA,NA,NA
1989,"General Coordinates Used","P.O. Box 574, 80901","",38.833882,-104.821363,"Colorado Springs","CO","","Community Center/Support Group","",NA,NA,NA,NA
1989,"General Coordinates Used","(303) 471-4429","",38.833882,-104.821363,"Colorado Springs","CO","","Hotline","",NA,NA,NA,NA
1989,"Found","","",38.845493,-104.828681,"Colorado Springs","CO","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","N.W. of I-70 & Sheridan Rd.","",39.739236,-104.990251,"Denver","CO","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","","",39.747692,-104.995478,"Denver","CO","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","","",39.781303,-105.047859,"Denver","CO","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","nr. pavillion","",39.733468,-104.964417,"Denver","CO","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","(303) 830-AIDS","",39.739236,-104.990251,"Denver","CO","","Hotline","",NA,NA,NA,NA
1989,"General Coordinates Used","","P.O. Box 5414, 80215",39.747363,-105.108354,"Denver","CO","","Bars/Clubs","",NA,NA,NA,NA
1989,"General Coordinates Used","Upper level arcades Grant & SHerman btw. 13th & 14th","",39.739236,-104.990251,"Denver","CO","Cruisy Area,(RT)","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","","11th at Filmore",39.739236,-104.990251,"Denver","CO","","Religious Institution","",NA,NA,NA,NA
1989,"General Coordinates Used","(303)467-7117","P.O. 18247, 80218",39.739236,-104.990251,"Denver","CO","(IGTA)","Travel Agency","",NA,NA,NA,NA
1989,"General Coordinates Used","Downtown ","",39.739236,-104.990251,"Denver","CO","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","Aurora Mall","",39.739236,-104.990251,"Denver","CO","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","","P.O. Box 18466, 80218",39.739236,-104.990251,"Denver","CO","(IGTA)","Travel Agency","",NA,NA,NA,NA
1989,"General Coordinates Used","(Publication)","P.O. Box 18597, 80218",39.739236,-104.990251,"Denver","CO","","Publication","",NA,NA,NA,NA
1989,"General Coordinates Used","area around","",39.739236,-104.990251,"Denver","CO","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","changing rooms- behing mosaic","",39.760672,-104.892036,"Denver","CO","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
1989,"Found","Mezz. level ","",39.760672,-104.892036,"Denver","CO","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","Boettcher Hall (Dwnstrs)","",39.74636,-105.002342,"Denver","CO","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","Library","",39.677897,-104.961836,"Denver","CO","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","East classroom bldg. (3rd floor)","",39.74636,-105.002342,"Denver","CO","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","","P.O. Box 138-C",39.630264,-106.043352,"Dillon","CO","(IGTA),(B&B)","Travel Agency","",NA,NA,NA,NA
1989,"Found","","",37.271152,-107.881619,"Durango","CO","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","(Days)","",37.272956,-107.881675,"Durango","CO","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","","",37.27528,-107.880067,"Durango","CO","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","(Lobby)","",37.271119,-107.88199,"Durango","CO","Cruisy Area","Cruising Areas,Hotel","",NA,NA,NA,NA
1989,"General Coordinates Used","(303) 491-7232","",40.58526,-105.084423,"Fort Collins","CO","","Organization","",NA,NA,NA,NA
1989,"Found","(Cl. 12 midnight)","",39.073947,-108.565285,"Grand Junction","CO","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","(Cl. 12 midnight)","",39.075141,-108.545335,"Grand Junction","CO","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","","",40.438617,-104.702579,"Greeley","CO","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","","",40.40328,-104.700231,"Greeley","CO","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","","",38.28112,-104.607067,"Pueblo","CO","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","","",38.302551,-104.608073,"Pueblo","CO","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","","",41.214161,-73.24365,"Bridgeport","CT","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","Crossroads Mall (3rd floor)","",41.179226,-73.189438,"Bridgeport","CT","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","","",41.145488,-73.225326,"Bridgeport","CT","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","(2nd floor)","",41.229502,-73.226357,"Bridgeport","CT","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","(Peeps) ","N. Main St.",41.671765,-72.94927,"Bristol","CT","","Book Store","",NA,NA,NA,NA
1989,"Found","(Men's Spa)","",41.266698,-72.558421,"Hammonasset","CT","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","East-west service rd. off I-91 N. Riverside Park","",41.763964,-72.667475,"Hartford","CT","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
1989,"Found","","",41.765134,-72.679236,"Hartford","CT","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","","",41.768442,-72.67696,"Hartford","CT","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","","",41.766818,-72.67035,"Hartford","CT","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","behind Chez Est","",41.763964,-72.667475,"Hartford","CT","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","(Publication) (203) 236-7813","P.O. Box 31251, 06103",41.763964,-72.667475,"Hartford","CT","","Hotline","",NA,NA,NA,NA
1989,"Found","Hartford Civic Center","",41.768458,-72.676979,"Hartford","CT","(R)","Restaurant","",NA,NA,NA,NA
1989,"General Coordinates Used","(Peep shows) Rt. 1","",41.230698,-73.064036,"Milford","CT","","Book Store","",NA,NA,NA,NA
1989,"Found","Edgemont St..-Last house on left (203) 572-9253","",41.34972,-71.966206,"Mystic","CT","(M),(H)","Hotel","",NA,NA,NA,NA
1989,"Found","Veterans Monument","",41.661945,-72.793227,"New Britain","CT","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","from York to Park","",41.308274,-72.927883,"New Haven","CT","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","P.O. Box 9362, 06533","",41.308274,-72.927883,"New Haven","CT","","Religious Institution","",NA,NA,NA,NA
1989,"Found","","",41.324958,-72.910252,"New Haven","CT","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","(203) 624-6869","",41.308274,-72.927883,"New Haven","CT","","Hotline","",NA,NA,NA,NA
1989,"General Coordinates Used","","",41.308274,-72.927883,"New Haven","CT","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","Woolsey Hall-Dwnstrs-Library","",41.311348,-72.926061,"New Haven","CT","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","","",41.373359,-72.139808,"New London","CT","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","(Rt. 184) (Groton)","",41.355654,-72.099521,"New London","CT","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","(Rt. hand side off boardwalk)","",41.309373,-72.098616,"New London","CT","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","","",41.04695,-73.505113,"Stamford","CT","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","","",41.04703,-73.542145,"Stamford","CT","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","","",41.052996,-73.536958,"Stamford","CT","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","","",41.558153,-73.051496,"Waterbury","CT","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","","",41.578213,-73.024696,"Waterbury","CT","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","E. beach, far end I-95, exit 18 (Summers)","",41.116614,-73.332136,"Westport","CT","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","(Outdoors adventure society)","P.O. Box 2516, 06680",41.141472,-73.357905,"Westport","CT","","Organization","",NA,NA,NA,NA
1989,"Found","","",41.549593,-72.835625,"Meridien","CT","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","on Rt. 8 N. ","",41.747264,-73.188716,"Litchfield","CT","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","noon hours","",41.117027,-73.497384,"Merritt Parkway","CT","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","","",41.897598,-71.962574,"Pomfret","CT","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","(Disco) (Some L) Rt. 1, E. side, 3 mi. N. in Tower Shores","",38.539556,-75.055181,"Bethany Beach","DE","(L)","Bars/Clubs","",NA,NA,NA,NA
1989,"General Coordinates Used","(302) 227-6996","RD 2, Box 509",38.720945,-75.076014,"Rehoboth Beach","DE","(B&B)","Restaurant","",NA,NA,NA,NA
1989,"General Coordinates Used","below S. end of boardwalk at foot of Queen St., just N. of Silver Lake","",38.720945,-75.076014,"Rehoboth Beach","DE","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","(Disco) Hwy 1 at Rehoboth Ave. (302) 227-4713","",38.707189,-75.080788,"Rehoboth Beach","DE","(H),(R),(YC),(*)","Hotel,Restaurant","",NA,NA,NA,NA
1989,"General Coordinates Used","on I-95, 1/2 mi. N. of PA. state line (Police)","",39.744655,-75.548391,"Wilmington","DE","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","betw. Shipley & Tetnell","",39.752501,-75.571118,"Wilmington","DE","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","Footbridge & Woods","",39.758685,-75.552416,"Wilmington","DE","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","In Del. (800) 422-0429 Out Del. (302) 655-5280","",39.744655,-75.548391,"Wilmington","DE","","Organization","",NA,NA,NA,NA
1989,"General Coordinates Used","(302)429-0244","",39.744655,-75.548391,"Wilmington","DE","(MCC)","Religious Institution","",NA,NA,NA,NA
1989,"General Coordinates Used","(Organization)","P.O. Box 4353,33429",26.352306,-80.084329,"Boca Raton","FL","","Organization","",NA,NA,NA,NA
1989,"Found","","",26.383382,-80.114047,"Boca Raton","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","14th St.","",27.498928,-82.574819,"Bradenton","FL","Cruisy Area","Cruising Areas,Erotic Shop,Book Store","",NA,NA,NA,NA
1989,"Found","","",27.448333,-82.692163,"Bradenton","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","Palma Sola Rest Stop (Days)","",27.496356,-82.53654,"Bradenton","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","(Days)","",28.392218,-80.607713,"Cape Canaveral","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","(Days)","",28.392218,-80.607713,"Cape Canaveral","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","on Pierce St. nr. Ft. Harrison","",27.965853,-82.800103,"Clearwater","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","","",28.337142,-80.609485,"Cocoa Beach","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
1989,"Found","Merritt Island","",28.35484,-80.685779,"Cocoa Beach","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","Brockway Hall","",25.713272,-80.277386,"Coral Gables","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
1989,"Found","(Cruisy)","415 Main St.",28.059431,-81.788327,"Daytona Beach","FL","Cruisy Area,(*)","Bars/Clubs,Cruising Areas","",NA,NA,NA,NA
1989,"Found","in front of sightseeing tower","",29.224086,-81.00469,"Daytona Beach","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","","",26.122439,-80.137317,"Ft. Lauderdale","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","Behind Marlin Beach Hotel","",26.122439,-80.137317,"Ft. Lauderdale","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","P.O. Box 22884, 33735","",26.122439,-80.137317,"Ft. Lauderdale","FL","","Religious Institution","",NA,NA,NA,NA
1989,"Found","Burdine's","",26.137129,-80.113431,"Ft. Lauderdale","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","","",26.134744,-80.132133,"Ft. Lauderdale","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","(Erotica, etc.) On the patio at Tacky's","",26.122439,-80.137317,"Ft. Lauderdale","FL","","Erotic Shop","",NA,NA,NA,NA
1989,"General Coordinates Used","(Bar & deck at the Marlin Beach Hotel)","",26.122439,-80.137317,"Ft. Lauderdale","FL","(*)","Bars/Clubs,Hotel","",NA,NA,NA,NA
1989,"General Coordinates Used","(305) 565-4123","",26.122439,-80.137317,"Ft. Lauderdale","FL","","Hotel","",NA,NA,NA,NA
1989,"General Coordinates Used","(Sound & lighting) (305) 432-1182 (see ad pg. 12)","P.O. Box 1011 ",26.122439,-80.137317,"Ft. Lauderdale","FL","","Bars/Clubs","",NA,NA,NA,NA
1989,"General Coordinates Used","","",26.122439,-80.137317,"Ft. Lauderdale","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","","R.R. 2, Box 1354-D, 32637",29.364973,-81.967032,"Ft. McCoy","FL","(H)","Hotel","",NA,NA,NA,NA
1989,"General Coordinates Used","(Some L) ","",26.640628,-81.872308,"Ft. Myers","FL","(D),(V),(L)","Bars/Clubs","Colonial Blvd. & US 41",NA,NA,NA,NA
1989,"Found","","",26.635079,-81.86723,"Ft. Myers","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
1989,"Found","","",26.647652,-81.869605,"Ft. Myers","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","(813) 945-9551","",26.640628,-81.872308,"Ft. Myers","FL","","Hotline","",NA,NA,NA,NA
1989,"Found","","",26.622007,-81.875702,"Ft. Myers","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","(Publication)","P.O. Box 5041, 33901",26.640628,-81.872308,"Ft. Myers","FL","","Publication","",NA,NA,NA,NA
1989,"Found","","",26.573736,-81.932036,"Ft. Walton Beach","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","","",30.393574,-86.590793,"Ft. Walton Beach","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","(Levi) (Cruisy) in the Melody Club","",29.651634,-82.324826,"Gainesville","FL","(*),(C&W),Cruisy Area,(PT)","Bars/Clubs,Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","(6-11pm) (904) 332-0700","",29.651634,-82.324826,"Gainesville","FL","","Hotline","",NA,NA,NA,NA
1989,"Found","","",29.666388,-82.25511,"Gainesville","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
1989,"Found","Student Union Little Hall","",29.646547,-82.347944,"Gainesville","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","Library East (2nd floor) ","",29.650939,-82.341786,"Gainesville","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","","",26.01154,-80.143033,"Hollywood","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","","",30.29639,-81.709973,"Jacksonville","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","","",30.319695,-81.660155,"Jacksonville","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","(6pm-midnight) (904) 384-4000","",30.332184,-81.655651,"Jacksonville","FL","","Hotline","",NA,NA,NA,NA
1989,"Found","","",30.329397,-81.659701,"Jacksonville","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","(904)384-6004","",30.332184,-81.655651,"Jacksonville","FL","(MCC)","Religious Institution","",NA,NA,NA,NA
1989,"General Coordinates Used","on US 1. Mile Marker 36","",24.555059,-81.779987,"Key West","FL","Cruisy Area,(P),(BA)","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","(Disco) (Some B) (AH*) Boca Chica Key, Stock Island","",24.568809,81.74086,"Key West","FL","(M),(B),(AH),(*)","Bars/Clubs","",NA,NA,NA,NA
1989,"Found","(Queens for days!)","",24.553851,-81.801316,"Key West","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","(Queens for nights!)","",24.555059,-81.779987,"Key West","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","","",24.555418,-81.784172,"Key West","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","","P.O. Box 1208, 33041",24.552568,-81.800562,"Key West","FL","(IGTA)","Travel Agency","",NA,NA,NA,NA
1989,"General Coordinates Used","","P.O. Box 4056, 33040",24.555125,-81.780004,"Key West","FL","(IGTA)","Travel Agency,Hotel","",NA,NA,NA,NA
1989,"Found","Francis & Southard","",24.559216,-81.795133,"Key West","FL","(M),(R)","Restaurant","",NA,NA,NA,NA
1989,"Found","#7 Key Lime Sq.","",24.554894,-81.80145,"Key West","FL","(R)","Restaurant","",NA,NA,NA,NA
1989,"Found","at Sunset","",24.559902,-81.807583,"Key West","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","Reynolds St. Pier (Higgs)","",24.546313,-81.788408,"Key West","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","(Levi) (Cruisy) (Patio) (enter on Appelrouth)","524 Duval St.",24.555187,-81.802548,"Key West","FL","(*),(W),(D),Cruisy Area","Bars/Clubs,Cruising Areas","",NA,NA,NA,NA
1989,"Found","(Cruisy cocktail hour) (Sun. T-D by-the-sea) Simonton & South","",24.555418,-81.784172,"Key West","FL","(*)","Bars/Clubs,Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","(Pool) Windsor Lane","",24.554077,-81.795855,"Key West","FL","(*),(H)","Hotel","",NA,NA,NA,NA
1989,"General Coordinates Used","(Publication)","P.O. Box 1554, 33040",24.555418,-81.784172,"Key West","FL","","Publication","",NA,NA,NA,NA
1989,"General Coordinates Used","1 mi. S. 'Rest Stop'","",39.115662,-77.563601,"Leesburg","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","","",28.124748,-80.624995,"Melbourne","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
1989,"Found","(Nights -AYOR)","",28.138409,-80.580189,"Melbourne","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
1989,"Found","","",28.078221,-80.600536,"Melbourne","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
1989,"Found","","",28.081342,-80.64986,"Melbourne","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","N. Melbourne","",28.164052,-80.662393,"Melbourne","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","nr. Cactus Lounge off Biscayne Blvd. (Hustlers)","",25.76168,-80.19179,"Miami","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","(305) 371-5303","",25.76168,-80.19179,"Miami","FL","","Escort Service","",NA,NA,NA,NA
1989,"General Coordinates Used","(305) 822-9850","",28.083627,-80.608109,"Miami","FL","","Organization","",NA,NA,NA,NA
1989,"Found","","",25.731489,-80.157269,"Miami","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","'Hitch-hikers'","",25.76168,-80.19179,"Miami","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","downtown","",25.689755,-80.309948,"Miami","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","","",25.735525,-80.237719,"Miami","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","next to Library","",25.776729,-80.192999,"Miami","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","(305) 688-0246","",25.76168,-80.19179,"Miami","FL","","Hotline","",NA,NA,NA,NA
1989,"Found","(305) 573-4156","",25.799279,-80.189857,"Miami","FL","(MCC)","Religious Institution","",NA,NA,NA,NA
1989,"Found","on old Cutler Rd.-turn rt. at fork","",25.560574,-80.360783,"Miami","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","Music Bldg.","",25.776729,-80.192999,"Miami","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","S. Campus","",25.776729,-80.192999,"Miami","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","Library","",25.776729,-80.192999,"Miami","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","(Leather, erotica, etc.) at Club Body Center","",25.76168,-80.19179,"Miami","FL","","Erotic Shop","",NA,NA,NA,NA
1989,"Found","Bushes","",25.785145,-80.224114,"Miami","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","(305) 358-HELP","",25.76168,-80.19179,"Miami","FL","","Hotline","",NA,NA,NA,NA
1989,"Found","(At Pussycat Theater)","",25.846936,-80.184814,"Miami","FL","","Theatre","78th & Biscayne",NA,NA,NA,NA
1989,"General Coordinates Used","Learning Center Bldg.","",25.717892,-80.274637,"Miami","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","opp. Fairchild Gardens","",25.678255,-80.274286,"Miami","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","","",25.790654,-80.130045,"Miami Beach","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
1989,"Found","","",25.887093,-80.122748,"Miami Beach","FL","(R)","Restaurant","96th & Collins Ave.",NA,NA,NA,NA
1989,"General Coordinates Used","(Clothes, etc.) At the Sea Gull Hotel","",25.790654,-80.130045,"Miami Beach","FL","(*)","Business,Hotel","",NA,NA,NA,NA
1989,"General Coordinates Used","(305) 534-8451","",25.790654,-80.130045,"Miami Beach","FL","(H)","Hotel","",NA,NA,NA,NA
1989,"General Coordinates Used","(305)455-8371","",26.142036,-81.79481,"Naples","FL","","Religious Institution","",NA,NA,NA,NA
1989,"Found","at sunset","",26.162054,-81.809978,"Naples","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
1989,"Found","(Late-AYOR)","",26.131461,-81.808834,"Naples","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","on I-4 Buena Vista","",28.538383,-81.378927,"Orlando","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
1989,"Found","Mall News & North end","",28.666612,-81.377404,"Orlando","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","","",28.551334,-81.351413,"Orlando","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","(305) 894-7508","",28.538383,-81.378927,"Orlando","FL","","Religious Institution","",NA,NA,NA,NA
1989,"General Coordinates Used","","",28.538336,-81.379236,"Orlando","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"Found","","",28.555765,-81.340593,"Orlando","FL","Cruisy Area","Cruising Areas","",NA,NA,NA,NA
1989,"General Coordinates Used","(305) 843-GAYS","",28.538383,-81.378927,"Orlando","FL","","Community Center/Support Group","",NA,NA,NA,NA
1989,"General Coordinates Used","(24 hrs) At Parliment House","",28.538383,-81.378927,"Orlando","FL","(R)","Restaurant","",NA,NA,NA,NA
1989,"General Coordinates Used","(305)422-4224","",28.538383,-81.378927,"Orlando","FL","(MCC)","Religious Institution","",NA,NA,NA,NA
1989,"General Coordinates Used","Hwy 98 (Phillips Inlet)","",30.176591,-85.805488,"Panama City","FL","(M),(R)","Restaurant","",NA,NA,NA,NA
