"Year","title","status","description","streetaddress","lat","lon","city","state","amenityfeatures","type","notes","unclear_address","full.address","geoAddress"
1987,"Glenwood Park","Found","","","42.095249",-80.0727,"Erie","PA","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Griswold Park","Found","opp. P.O. (Some RT)","","42.095249",-80.0727,"Erie","PA","(RT),(AYOR),Cruisy Area","Cruising Areas","",NA,NA,NA
1987," Presque Isle Park Beach","General Coordinates Used","(Beach 3 1/2)","","42.143969",-80.138189,"Erie","PA","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Grape Day Park ","Found","(Heritage Section)","","33.123954",-117.083381,"Escondido","CA","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Gays & Lesbians","General Coordinates Used","U. of O . (503) 686-3360","","44.052069",-123.086754,"Eugene","OR","","Organization","",NA,NA,NA
1987,"Lincoln Street Market","General Coordinates Used","(Mags)","17th & Lincoln","44.052069",-123.086754,"Eugene","OR","(V)","Cruising Areas,Bars/Clubs","",NA,NA,NA
1987,"M.C.C.","General Coordinates Used","(503)485-3665","","44.052069",-123.086754,"Eugene","OR","","Religious Institution","",NA,NA,NA
1987,"5th St. Public Market","General Coordinates Used","","","44.052069",-123.086754,"Eugene","OR","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Skinner Butte Park ","Found","(Recent busts)","","44.06094",-123.096405,"Eugene","OR","(AYOR),Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Baths ","Found","(Thru bar— Cl. 12 mid) ","7th & 'A' Sts.","40.799555",-124.170905,"Eureka","CA","(OC),(M)","Bathhouses","",NA,NA,NA
1987,"Driftwood Tavern ","General Coordinates Used","(WE*)","1st & 'C' Sts.","40.802071",-124.163673,"Eureka","CA","(D),(L),(PT),(W),(WE)","Bars/Clubs","",NA,NA,NA
1987,"Old Town","General Coordinates Used","'Nights'","","40.802071",-124.163673,"Eureka","CA","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Sequoia Park Zoo ","Found","","","40.777042",-124.144658,"Eureka","CA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA
1987,"Trinidad Beach St. Park","Found","21 mi. N. of Eureka 'BA' beach—7/10 mi. N. of park entrance","","41.058433",-124.149553,"Eureka","CA","Cruisy Area,(BA)","Cruising Areas","",NA,NA,NA
1987,"Northwestern U.","General Coordinates Used","Music Bldg. (3rd floor)","","42.056459",-87.675267,"Evanston","IL","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Triangular Park","Found","","Sheridan & Church","42.046554",-87.674137,"Evanston","IL","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Crisis Line ","General Coordinates Used","(812) 425-4355","","37.971559",-87.57109,"Evansville ","IN","","Hotlines","",NA,NA,NA
1987,"Studio Art Theatre ","Found","","W. Franklin St.","37.980841",-87.596296,"Evansville ","IN","","Theatre","",NA,NA,NA
1987,"Bus Station","General Coordinates Used","","","37.971559",-87.57109,"Evansville ","IN","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Eastland Mall","Found","","","37.986392",-87.495445,"Evansville ","IN","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Main St.","General Coordinates Used","","","37.971559",-87.57109,"Evansville ","IN","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Mesker Park","Found","","","37.99634",-87.606021,"Evansville ","IN","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Sunset Park","Found","","","37.96045",-87.572026,"Evansville ","IN","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"The Levee","General Coordinates Used","","","37.971559",-87.57109,"Evansville ","IN","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"'Rest Stop'","General Coordinates Used","on 1-5, 7 mi. S.","","47.978985",-122.202079,"Everett","WA","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"'Rest Stops' ","General Coordinates Used"," on 1-10 E.","","31.50234",-106.158587,"Fabens","TX","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Gay Info Line ","General Coordinates Used","(907) 456-3353","","64.837778",-147.716389,"Fairbanks","AK","","Hotlines","",NA,NA,NA
1987,"Out in the North ","General Coordinates Used","(Publication) ","Box 60351, Fair., 99706","64.837778",-147.716389,"Fairbanks","AK","","Publication","",NA,NA,NA
1987,"Bentley Mall","Found","","","61.216889",-149.888942,"Fairbanks","AK","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"U. of Alaska, Library Constitution Hall, Gym & Wood Ctr.","Found","","","64.856934",-147.820022,"Fairbanks","AK","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"U. of Alaska, Library","Found","1st floor","","64.856934",-147.820022,"Fairbanks","AK","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Adult Book Store ","General Coordinates Used","(Cruisy) Shopping Cntr. nr. Travis A.F.B. Main Gate","","38.249196",-122.040515,"Fairfield","CA","","Cruising Areas,Book Store","",NA,NA,NA
1987,"Bowling Alley","General Coordinates Used","","","38.249196",-122.040515,"Fairfield","CA","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Air Passenger Terminal","General Coordinates Used","","","38.249196",-122.040515,"Fairfield","CA","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Clearspace Gay Community Ctr.","Found","","P.O. Box 1236, Fairfield 52556","38.378937",-88.359768,"Fairfield","IA","","Community Center/Support Group","",NA,NA,NA
1987,"Broadway","General Coordinates Used","(Nights)","","46.901696",-96.787519,"Fargo","ND","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"West Farms Mall","Found","","","41.722862",-72.763237,"Farmington","CT","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Arkansas Gay/Lesbian Rights","General Coordinates Used","","P.O. Box 2897, Fayetteville 72702","36.066381",-94.160447,"Fayetteville","AK","","Organization","",NA,NA,NA
1987,"M.C.C. Ozarks ","Found","(501) 443-4278—Kenray at Plainview","","36.110848",-94.147928,"Fayetteville","AK","(MCC)","Religious Institution","",NA,NA,NA
1987,"Flat Rock ","General Coordinates Used","'BA' Beach (Active) 18 mi. S.E. on Ark. 23, L at Madison Co. line, cross White River to 1st metal gate on R, trail 3/4 mi.","","35.748664",-93.78346,"Fayetteville","AK","Cruisy Area,(M),(BA)","Cruising Areas","",NA,NA,NA
1987,"Lake Fayetteville","Found","","","36.136507",-94.129628,"Fayetteville","AK","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"U. of Arkansas—Fine Arts Bldg. ","Found","(Basement)","","36.067621",-94.175232,"Fayetteville","AK","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Hay St.","General Coordinates Used","","","35.052664",-78.878358,"Fayetteville","NC","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Trailways Bus Depot","General Coordinates Used","","","35.052664",-78.878358,"Fayetteville","NC","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"'Truck Stops'","General Coordinates Used","along 1-95","","35.052664",-78.878358,"Fayetteville","NC","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"'Rest Stop' ","General Coordinates Used","on Rts. 68 & 15 S.","","41.04422",-83.649932,"Findlay","OH","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Riverside Park","Found","(Summers—AYOR)","","41.042735",-83.631921,"Findlay","OH","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA
1987,"Ahsea Guest House","General Coordinates Used","(516) KY 7-6230","P.O. Box 128, Cherry Grove 11782","40.6476",-73.145947,"Fire Island","NY","(H)","Hotel","",NA,NA,NA
1987,"Amelia's","Found","(Snacks)","Cherry Grove","40.66031",-73.089997,"Fire Island","NY","(R)","Restaurant","",NA,NA,NA
1987,"Beach Hotel","Found","(516) 597-6600","Cherry Grove","40.659694",-73.090049,"Fire Island","NY","(H)","Hotel","",NA,NA,NA
1987,"Belvedere Hotel","Found","(516) 597-6448","Cherry Grove","40.661602",-73.085458,"Fire Island","NY","(H)","Hotel","",NA,NA,NA
1987,"Blue Whale Bar","Found","(Disco T-D 4:30-7:30*)","Boatel Motel","40.665332",-73.06908,"Fire Island","NY","","Bars/Clubs","",NA,NA,NA
1987,"Boatel Motel","General Coordinates Used","(H-Scruffy) (516) 597-6500","The Pines","40.665319",-73.069304,"Fire Island","NY","(H)","Hotel","",NA,NA,NA
1987,"Carousel Guest House","Found","(516) 597-6612","P.O. Box #1, Cherry Grove 11782","40.660009",-73.090769,"Fire Island","NY","(H)","Hotel","",NA,NA,NA
1987,"Cherry Grove Inn","General Coordinates Used","(516) 597-6162","Cherry Grove","40.659792",-73.089962,"Fire Island","NY","(H)","Hotel","",NA,NA,NA
1987,"Crew's Quarters","Found","(Some OC) (4pm-4am) Pines","36 Fire Island Blvd.","40.665188",-73.06977,"Fire Island","NY","(OC),(*)","Cruising Areas","",NA,NA,NA
1987,"Dune Point","General Coordinates Used","(Apts) (The Grove)(516) 597-6261","Box 78, Sayville 11782","40.659792",-73.089962,"Fire Island","NY","(H),(*)","Hotel","",NA,NA,NA
1987,"Ice Palace","Found","(Disco) (Some L,M) (WE*)","Cherry Grove","40.659053",-73.089293,"Fire Island","NY","(D),(S),(L),(M),(*),(WE)","Bars/Clubs","",NA,NA,NA
1987,"Monster","General Coordinates Used","(Disco)","Cherry Grove","40.659053",-73.089293,"Fire Island","NY","(YC),(*),(D),(R)","Restaurant,Bars/Clubs","",NA,NA,NA
1987,"Pines Pavillion","General Coordinates Used","(Disco) (T-D)","Fire Island Blvd. at the Harbor","40.659053",-73.089293,"Fire Island","NY","(*),(D),(R)","Restaurant,Bars/Clubs","",NA,NA,NA
1987,"Top of the Bay","Found","","Cherry Grove","40.659792",-73.089962,"Fire Island","NY","(R),(OC),(*)","Restaurant","",NA,NA,NA
1987,"W. end of the boardwalk at The Pines","General Coordinates Used","Anywhere and everywhere from the time you get on the ferry, but especially the W. end of the boardwalk at The Pines, and the 'Meat Rack' & bushes betw. Cherry Grove & The Pines. Seasonal flights are offered by Pellham Airlines, E. 23rd St. Marina, N.Y.C.","","40.659053",-73.089293,"Fire Island","NY","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"the 'Meat Rack'","General Coordinates Used","Anywhere and everywhere from the time you get on the ferry, but especially the W. end of the boardwalk at The Pines, and the 'Meat Rack' & bushes betw. Cherry Grove & The Pines. Seasonal flights are offered by Pellham Airlines, E. 23rd St. Marina, N.Y.C.","","40.659053",-73.089293,"Fire Island","NY","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"bushes betw. Cherry Grove & The Pines","General Coordinates Used","Anywhere and everywhere from the time you get on the ferry, but especially the W. end of the boardwalk at The Pines, and the 'Meat Rack' & bushes betw. Cherry Grove & The Pines. Seasonal flights are offered by Pellham Airlines, E. 23rd St. Marina, N.Y.C.","","40.665319",-73.069304,"Fire Island","NY","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Gay Alliance of Northern Arizona ","General Coordinates Used","(602) 526-9187","","35.198284",-111.651302,"Flagstaff","AZ","","Organization","",NA,NA,NA
1987,"Northern Arizona Univ. Library","Found","Basement","","35.190062",-111.657545,"Flagstaff","AZ","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Thorp Park ","Found","(Sunset & WE)","","35.203668",-111.658355,"Flagstaff","AZ","Cruisy Area,(WE)","Cruising Areas","",NA,NA,NA
1987,"'Rest Stop'","General Coordinates Used","","I-69W","43.012527",-83.687456,"Flint","MI","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA
1987,"'Rest Stop'","General Coordinates Used","both N. & S.","I-75","43.012527",-83.687456,"Flint","MI","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Velvet Touch Book Store ","Found","at Morris Rd. ","I-75","43.119418",-83.761804,"Flint","MI","Cruisy Area","Cruising Areas,Book Store","",NA,NA,NA
1987,"TVA Reservation","Found","(Summers)","","34.782849",-87.634863,"Florence","AL","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Veterans Park ","Found","(Days)","","34.811018",-87.625245,"Florence","AL","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Wilson Park ","Found","(Nights)","","34.80322",-87.675219,"Florence","AL","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Florence Mall","Found","(Y'all)","","38.995817",-84.650344,"Florence","KY","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA
1987,"76 Truck Stop ","Found","","I-71","39.000086",-84.644684,"Florence","KY","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Adult Book Store","General Coordinates Used",""," Route 130 South","40.096737",-74.786339,"Florence","NJ","","Book Store","",NA,NA,NA
1987,"Evans St.","General Coordinates Used","downtown","","34.195433",-79.762562,"Florence","SC","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Timrod Park","Found","","","34.185242",-79.770835,"Florence","SC","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Club Baths of San Francisco","General Coordinates Used","","8th & Howard","37.776217",-122.411614,"Folsom- S.F.","CA","(P),(YC),(*),(IGHC)","Hotel,Bathhouses","",NA,NA,NA
1987,"Eagle","Found","(See San Francisco Eagle)","398 12th St.","37.769993",-122.413408,"Folsom- S.F.","CA","(*)","Bars/Clubs","Pasted address according to description (pg. 88)",NA,NA,NA
1987,"Febe's","Found","(WE*) ","11th & Folsom","37.771867",-122.414045,"Folsom- S.F.","CA","(WE),(SM),(OC)","Bars/Clubs","",NA,NA,NA
1987,"Line-Up ","Found","(Mexican R)","7th & Harrison","37.775553",-122.406561,"Folsom- S.F.","CA","(R),(*)","Restaurant","",NA,NA,NA
1987,"Rooney's","General Coordinates Used","Furniture Mart","9th & Market","37.777351",-122.416145,"Folsom- S.F.","CA","(R),(M)","Restaurant","",NA,NA,NA
1987,"'Miracle Mile'","General Coordinates Used","betw. 7th & 12th","Folsom to Harrison ","37.773547",-122.408962,"Folsom- S.F.","CA","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Ringold Alley ","General Coordinates Used","betw. 8th & 9th","","37.773997",-122.410262,"Folsom- S.F.","CA","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Adult Book Store ","Found","(Cruisy) nr. Cherry","Valley Blvd.","34.07054",-117.475425,"Fontana","CA","","Book Store,Cruising Areas","",NA,NA,NA
1987,"'Rest Stop'","General Coordinates Used","","I-20 E. ","32.364589",-89.474235,"Forest ","MS","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Cole Park","Found","","","36.610378",-87.441817,"Fort Campbell","KY","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Lee Rec. Center","General Coordinates Used","","","36.663447",-87.47739,"Fort Campbell","KY","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Gay & Lesbian Alliance","General Coordinates Used","(303) 491-7232","","40.58526",-105.084423,"Fort Collins","CO","","Organization","",NA,NA,NA
1987,"King Frederik Hotel","Found","(Beach & Pool)(809) 772-1205","P.O. Box 1908, Frederiksted, St. Croix, U.S.V.I.
00840","17.701488",-64.885669,"Frederiksted","VI","(H),(*)","Hotel","",NA,NA,NA
1987,"Anywhere & everywhere when Navy ashore","General Coordinates Used","","","17.713066",-64.883179,"Frederiksted","VI","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Park along Waterfront ","General Coordinates Used","(Nights)","","17.713066",-64.883179,"Frederiksted","VI","(AYOR),Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Backroom 2","General Coordinates Used","A Gay Computer Service
300/1200/2400 BAUD (201) 431-1216— Call with Computer & Modem","","40.213675",-74.300088,"Freehold","NJ","","Business","",NA,NA,NA
1987,"Coyote Hills Regional Park","Found","","","37.556629",-122.09406,"Fremont","CA","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Radio Park","Found","","1st & Clinton","36.771684",-119.773827,"Fresno","CA","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Roeding Park","Found","","","36.755454",-119.823977,"Fresno","CA","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Woodward Park","Found","","","36.872167",-119.78603,"Fresno","CA","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"PX ","Found","T-room","","31.555439",-110.352618,"Ft. Huachuca","AZ","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"B.C.C.H.R.","General Coordinates Used","(Hotline) (305) 537-3235","","26.122439",-80.137317,"Ft. Lauderdale","FL","","Hotlines","",NA,NA,NA
1987,"B.W.M.T. ","General Coordinates Used","","Box 16492, Ft. L. 33318","26.122439",-80.137317,"Ft. Lauderdale","FL","(BWMT)","Organization","",NA,NA,NA
1987,"Dignity","General Coordinates Used","","Box 5162, Ft. Lauderdale 33310","26.122439",-80.137317,"Ft. Lauderdale","FL","","Religious Institution","",NA,NA,NA
1987,"Waynesart ","General Coordinates Used","(Unique statues) (305) 463-1666","","26.122439",-80.137317,"Ft. Lauderdale","FL","","Business","",NA,NA,NA
1987,"Birch Rd.","General Coordinates Used","behind Marlin Beach","","26.122439",-80.137317,"Ft. Lauderdale","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA
1987,"Galleria Shopping Mall","Found","Burdine's","","26.137129",-80.113431,"Ft. Lauderdale","FL","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"South Beach","General Coordinates Used","","","26.122439",-80.137317,"Ft. Lauderdale","FL","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"The Palmettos","General Coordinates Used","R.R.2","Box 1354-D, Ft. McCoy 32637","29.364973",-81.967032,"Ft. McCoy","FL","(H)","Hotel","",NA,NA,NA
1987,"Gay Switchboard","General Coordinates Used","(813) 945-9551","","26.640628",-81.872308,"Ft. Myers","FL","","Hotlines","",NA,NA,NA
1987,"SUPPORT ","General Coordinates Used","(813) 542-8902 & Support-line (Publication)","P.O. Box 5041, Ft. M., FL 33901","26.640628",-81.872308,"Ft. Myers","FL","","Hotlines,Publication","",NA,NA,NA
1987,"City Park","Found","","","26.635079",-81.86723,"Ft. Myers","FL","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Ft. Myers Yacht Basin","Found","","","26.647652",-81.869605,"Ft. Myers","FL","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"'Rest Stop' ","General Coordinates Used","Daniels Rd. Exit","I-75","26.640628",-81.872308,"Ft. Myers","FL","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Sunset Park","Found","","","26.622007",-81.875702,"Ft. Myers","FL","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Vanderbilt Beach","General Coordinates Used","20 mi. S.—Walk 1 mi. S. on beach","","26.640628",-81.872308,"Ft. Myers","FL","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"G.R.A.C. ","General Coordinates Used","(305)488-3570","Box 226, Ft. Pierce, 33454","27.446706",-80.325606,"Ft. Pierce","FL","","Organization","Pg. 134: Unclear on type",NA,NA,NA
1987,"Ft. Smith Park","Found","","","35.431485",-94.371288,"Ft. Smith","AR","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Creekman Park ","Found","","","35.370936",-94.398251,"Ft. Smith","AR","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Tilles Park","Found","","","35.384015",-94.391296,"Ft. Smith","AR","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"6th & Garrison","Found","","","35.387542",-94.425147,"Ft. Smith","AR","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"'The Block' ","Found","around Tradewinds Motel","","35.332168",-94.42267,"Ft. Smith","AR","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"'Rest Stop' ","Found","at Welcome Center, N. of town","I-40 E","35.458668",-94.398558,"Ft. Smith","AR","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Jaycee Park","Found","","","26.573736",-81.932036,"Ft. Walton Beach","FL","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Wayside Park","Found","","","30.393574",-86.590793,"Ft. Walton Beach","FL","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Gay/Lesbian Org. & Trois ","Found","(Publication)","Box 11152, Fort Wayne 46856","41.075237",-85.142826,"Ft. Wayne ","IN","","Publication","",NA,NA,NA
1987,"Helpline ","General Coordinates Used","(219)422-1766","","41.079273",-85.139351,"Ft. Wayne ","IN","","Hotlines","",NA,NA,NA
1987,"Up the Stairs Comm. Center & Open Door Chapel","General Coordinates Used","(219) 422-1766","","41.079273",-85.139351,"Ft. Wayne ","IN","","Religious Institution,Community Center/Support Group","",NA,NA,NA
1987,"Areola 'Rest Stop'","General Coordinates Used","5 mi. W.","Hwy. 30","41.079273",-85.139351,"Ft. Wayne ","IN","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Pearl St. ","General Coordinates Used","from Harrison to Ewing","","41.079273",-85.139351,"Ft. Wayne ","IN","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Swinney Park ","Found","(Days)","","41.074159",-85.162008,"Ft. Wayne ","IN","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Tarrant County Gay Alliance","General Coordinates Used","","Box 11044, Ft. Worth 76109","32.755488",-97.330766,"Ft. Worth","TX","","Organization","",NA,NA,NA
1987,"Benbrook Lake","Found","off US 377, S.W. of town","","32.628733",-97.467888,"Ft. Worth","TX","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA
1987,"Forest Park","Found","Picnic area","","32.719458",-97.352669,"Ft. Worth","TX","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Downtown","General Coordinates Used","around Ellwest & Triple X Theatres
at N. end of Tarrent County Conv. Center","","32.755488",-97.330766,"Ft. Worth","TX","Cruisy Area","Cruising Areas,Theatre","",NA,NA,NA
1987,"Log Cabin Book Store","General Coordinates Used","","","32.755488",-97.330766,"Ft. Worth","TX","Cruisy Area","Cruising Areas,Book Store","",NA,NA,NA
1987,"'Rest Stop'","General Coordinates Used","on 1-35 S.","","32.755488",-97.330766,"Ft. Worth","TX","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Ridgmar & North East Malls","Found","","","32.830764",-97.199433,"Ft. Worth","TX","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA
1987,"Rockwood Park","General Coordinates Used","(Days)","","32.755488",-97.330766,"Ft. Worth","TX","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"T.C.U.","Found","BurnettLibrary","","32.709594",-97.36356,"Ft. Worth","TX","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"'Rest Stop'","General Coordinates Used","on 1-85 S.","","35.071795",-81.649819,"Gaffney","SC","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Gay Switchboard ","General Coordinates Used","(904) 373-GAYS (6-11 pm)","","29.651634",-82.324826,"Gainesville","FL","","Hotlines","",NA,NA,NA
1987,"M.C.C.","General Coordinates Used","(904)378-2083","","29.651634",-82.324826,"Gainesville","FL","(MCC)","Religious Institution","",NA,NA,NA
1987,"PLS","General Coordinates Used","(Publication)","P.O. Box 15075, 32604","29.651634",-82.324826,"Gainesville","FL","","Publication","",NA,NA,NA
1987,"Newnan's Lake ","Found","","","29.666388",-82.25511,"Gainesville","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA
1987,"'Rest Stop' ","General Coordinates Used","(exit 21) S.W. of town","I-75","29.651634",-82.324826,"Gainesville","FL","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"U. of Fla.","Found","Library East (2nd floor),","","29.650939",-82.341786,"Gainesville","FL","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"U. of Fla.","Found","Student Union Little Hall ","","29.646547",-82.347944,"Gainesville","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA
1987,"'Rest Stop' ","General Coordinates Used","betw. exits 3 & 4","I-985-N. ","34.265266",-83.821363,"Gainesville","GA","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Frank Buck Park","Found","","","33.622758",-97.15306,"Gainesville","TX","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"'Rest Stops'","General Coordinates Used","on 1-35, 9 mi. S.","","33.625941",-97.133345,"Gainesville","TX","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Storey Lake Park","Found","","","40.988649",-90.409852,"Galesburg","IL","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Stewart Beach","Found","","","29.304443",-94.770299,"Galveston","TX","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"W. section of Marquette Park & Miller Beach","Found","","","41.616667",-87.261111,"Gary","IN","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Campground","Found","showers & R.R. bridge","","34.473356",-120.229478,"Gaviota State Beach","CA","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"'Rest Stops' ","Found","(both N. & S.)","US 101 ","34.473356",-120.229478,"Gaviota State Beach","CA","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Hillside Campgrounds","Found","(Men's campground) ('BA'pool)
Mailing address: P.O. Box 726, Binghamton, N.Y. 13902 (717) 756-2833","","41.819193",-75.654834,"Gibson","PA","(P),(BA)","","would I list a campground as a hotel",NA,NA,NA
1987,"GAASC","General Coordinates Used","","Box 83, 07838","40.971853",-74.635834,"Glasser","NJ","","Organization","",NA,NA,NA
1987,"El Rancho Vista","General Coordinates Used","(Pool) (Guest Ranch)(817) 897-4983","P.O. Box 245, Glen Rose, T X 76043","32.234587",-97.755306,"Glen Rose","TX","(H)","Hotel","",NA,NA,NA
1987,"Greater G/L Comm.","General Coordinates Used","(218)773-1286","","47.925257",-97.032855,"Grand Forks","ND","","Community Center/Support Group","",NA,NA,NA
1987,"Columbia Mall Shopping Ctr.","Found","","","47.893231",-97.071335,"Grand Forks","ND","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Greyhound Bus Depot","General Coordinates Used","","","47.925257",-97.032855,"Grand Forks","ND","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Holiday Mall","General Coordinates Used","E. GrandForks ","","47.925257",-97.032855,"Grand Forks","ND","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Island Park","General Coordinates Used","nr. pool","","47.925257",-97.032855,"Grand Forks","ND","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Lindenwood Park ","Found","","","46.849887",-96.781129,"Grand Forks","ND","(AYOR),Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"South Forks Plaza","Found","","","47.901395",-97.045446,"Grand Forks","ND","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Univ. of N.D.","Found","Student Union (1st & 2nd floors)","","47.922891",-97.076801,"Grand Forks","ND","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Univ. of N.D.","Found","Library (2nd floor)","","47.922891",-97.076801,"Grand Forks","ND","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Hawthorne & Lincoln Parks","Found","(Cl. 12 midnight)","","39.075019",-108.544832,"Grand Junction","CO","Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Grand Portage Lodge","General Coordinates Used","(218)475-2401","","47.963776",-89.684812,"Grand Portage","MN","(H)","Hotel","",NA,NA,NA
1987,"Southern Oregon Lambda Assn.","General Coordinates Used","(Hotline 8-12pm)
(503) 479-6500","P.O. Box 1185, Grants Pass 97526","42.439007",-123.328392,"Grants Pass","OR","","Hotlines,Organization","",NA,NA,NA
1987,"'Rest Stop'","General Coordinates Used","on 1-5, 3 mi. N. (Both sides)","","42.439007",-123.328392,"Grants Pass","OR","(AYOR),Cruisy Area","Cruising Areas","",NA,NA,NA
1987,"Rockledge Park","Found","","","32.981271",-97.065228,"Grapevine Lake","TX","Cruisy Area","Cruising Areas","",NA,NA,NA
