ID,Title,status,description,streetaddress,lat,lon,city,state,amenityfeatures,type,Year,unclearaddress,uncleartype,notes,dateadded,lastmodified
652,U.C.L.A.,Found,(Powel Library T-Rooms),,34.07164,-118.442177,West Los Angeles ,CA,Cruisy Area,Cruising Areas,1985,checked,,,,3/11/2022 5:08am
651,U.C.L.A.,Found,(Student Union- T-Rooms),,34.070418,-118.444145,West Los Angeles ,CA,Cruisy Area,Cruising Areas,1985,checked,,,,3/11/2022 5:08am
650,Venice Beach,Found,(Parking lot),,33.993258,-118.480598,West Los Angeles ,CA,Cruisy Area,Cruising Areas,1985,checked,,,,3/11/2022 5:08am
1315,Paragon,Found,(Very M)(Disco),Hyman St. Mall,39.188675,-106.81932,Aspen,CO,"(M),(D)",Bars/Clubs,1985,checked,,Found address from NYT article: https://www.nytimes.com/1988/01/10/travel/what-s-doing-in-aspen.html ; https://www.aspentimes.com/news/drinking-down-the-ages/,,3/11/2022 5:14am
1316,Hyman St. Mall,General Coordinates Used,,,39.191098,-106.817539,Aspen,CO,Cruisy Area,Cruising Areas,1985,checked,,,,3/11/2022 5:11am
1320,Pearl St. Mall,Found,,,40.017662,-105.27971,Boulder,CO,Cruisy Area,Cruising Areas,1985,checked,,,,3/11/2022 5:18am
1321,Bunk House,Found,(Ski-resort-guest house) (303)453-6475 or (800)227-3040 (Ski resort-guest house),,39.52572,-106.046361,Breckenridge,CO,"(YC),(W),(H)",Hotel,1985,checked,,Still operating as a LGBT lodge: https://bunkhouselodge.com/,,3/14/2022 11:31am
1332,Acacia Park ,Found,,,38.837355,-104.822445,Colorado Springs,CO,Cruisy Area,Cruising Areas,1985,checked,,,,3/11/2022 5:20am
1322,Denny's,Found,I-25 at Bijou,,38.849248,-104.860657,Colorado Springs,CO,"(M),(R),(C),(AH)",Restaurant,1985,checked,,,,3/11/2022 5:21am
1323,Dignity,General Coordinates Used,(303)471-3893,,38.833882,-104.821363,Colorado Springs,CO,,Religious Institution,1985,checked,,,,3/11/2022 5:23am
1328,Gay Community Help Line,General Coordinates Used,(303)471-4429,,38.833882,-104.821363,Colorado Springs,CO,,Hotline,1985,checked,,,,3/11/2022 5:23am
1382,16th St. Mall,Found,,,39.747692,-104.995478,Denver,CO,Cruisy Area,Cruising Areas,1985,checked,,,,3/11/2022 5:27am
1334,Ballpark Health Club,Found,(Baths)(Use rear entrance thur alley off Bayaud) (at Bayuad),107 S. Broadway ,39.714532,-104.987953,Denver,CO,"(*),(W),(SM),(YC),(FFA),(P)",Bathhouses,1985,checked,,,,3/11/2022 5:30am
1378,Cheeseman Park ,Found,(nr. pavillion),,39.733468,-104.964417,Denver,CO,Cruisy Area,Cruising Areas,1985,checked,,,,3/11/2022 5:30am
1379,Danish World,General Coordinates Used,(upper level arcades) (Grant & Sherman betw. 13th & 14th),,39.739236,-104.990251,Denver,CO,"Cruisy Area,(RT)",Cruising Areas,1985,checked,,,,3/11/2022 3:13pm
1380,May F.D. Store ,General Coordinates Used,(T-Room - Downtown),,39.739236,-104.990251,Denver,CO,Cruisy Area,Cruising Areas,1985,checked,,,,3/11/2022 3:17pm
1381,May F.D. Store ,General Coordinates Used,(T-Room - Aurora Mall),,39.739236,-104.990251,Denver,CO,Cruisy Area,Cruising Areas,1985,checked,,,,3/11/2022 3:17pm
1364,Out Front,General Coordinates Used,(Publication),"P.O. Box 18597, Denver 80218",39.739236,-104.990251,Denver,CO,,Publications,1985,checked,,,,3/11/2022 3:19pm
1383,Royal Host Motel,General Coordinates Used,(area around),,39.739236,-104.990251,Denver,CO,Cruisy Area,Cruising Areas,1985,checked,,,,3/11/2022 3:26pm
1370,The Guide,General Coordinates Used,(Publication),"P.O. Box 9469, Denver 80209",39.739236,-104.990251,Denver,CO,,Publications,1985,checked,,,,3/11/2022 3:27pm
1384,UCD,General Coordinates Used,(3rd floor T-Room) (East Classroom Bldg.),,39.74636,-105.002342,Denver,CO,Cruisy Area,Cruising Areas,1985,checked,,,,3/11/2022 3:29pm
1386,Diamond Belle Saloon,Found,,,37.271152,-107.881619,Durango,CO,"(M),Cruisy Area",Cruising Areas,1985,checked,,Still opened: https://strater.com/dining/diamond-belle-saloon/ ; https://www.facebook.com/TheDiamondBelle/,,3/12/2022 6:42am
1387,Main Mall,Found,(Days),,37.272956,-107.881675,Durango,CO,Cruisy Area,Cruising Areas,1985,checked,,,,3/12/2022 6:51am
1388,Strater Hotel,Found,Lobby & T-Room,,37.271119,-107.88199 ,Durango,CO,Cruisy Area,"Cruising Areas,Hotel",1985,checked,,Still operating: https://strater.com/,,3/12/2022 6:53am
1389,Gay & Lesbian Alliance,General Coordinates Used,(303)491-7232,,40.58526,-105.084423,Fort Collins,CO,,Organization,1985,checked,,,,3/12/2022 7:00am
1393,Hawthorne Park,Found,(Cl. 12 midnight),,39.073947,-108.565285,Grand Junction,CO,Cruisy Area,Cruising Areas,1985,checked,,,,3/12/2022 7:05am
1393 copy,Lincoln Parks,Found,(Cl. 12 midnight),,39.075141,-108.545335,Grand Junction,CO,Cruisy Area,Cruising Areas,1985,checked,,,,3/12/2022 7:05am
1394,Island Grove Park ,Found,(nr. T-Rooms),,40.438617,-104.702579,Greeley,CO,Cruisy Area,Cruising Areas,1985,checked,,,,3/12/2022 6:54am
1395,U. of N. Colorado,Found,(Top floor T-Rooms),,40.40328,-104.700231,Greeley,CO,Cruisy Area,Cruising Areas,1985,checked,,,,3/12/2022 6:55am
1398,Mineral Palace Park,Found,T-Rooms,,38.28112,-104.607067,Pueblo,CO,Cruisy Area,Cruising Areas,1985,checked,,,,3/12/2022 6:56am
1399,Pueblo Mall ,Found,T-Rooms,,38.302551,-104.608073,Pueblo,CO,Cruisy Area,Cruising Areas,1985,checked,,,,3/12/2022 6:59am
1407,St. Mary's By-the-Sea,Found,,,41.145488,-73.225326,Bridgeport,CT,Cruisy Area,Cruising Areas,1985,checked,,Bird and wildlife watching area: https://www.ctvisit.com/listings/saint-marys-sea,,3/12/2022 7:15am
1405,'Rest Stops' ,General Coordinates Used,"(on I-95 nr. Darien, Milford & Fairfield)",,41.179226,-73.189438,Bridgeport,CT,Cruisy Area,Cruising Areas,1985,checked,,,,3/12/2022 7:09am
1402,Casbah ,General Coordinates Used,('Drags'),Congress & Middle Sts. ,41.179226,-73.189438,Bridgeport,CT,"(M),(RT),(B)",Bars/Clubs,1985,checked,,,,3/12/2022 7:10am
1406,Sears,General Coordinates Used,(3rd floor T-Room) (Crossroads Mall),,41.179226,-73.189438,Bridgeport,CT,Cruisy Area,Cruising Areas,1985,checked,,,,3/12/2022 7:13am
1408,Books & Things,Found,(Peeps),N. Main St. ,41.671765,-72.94927,Bristol,CT,,Book Store,1985,checked,,,,3/14/2022 5:02am
1409,Rockwell Park ,Found,,,41.673902,-72.962762,Bristol,CT,Cruisy Area,Cruising Areas,1985,checked,,,,3/14/2022 5:03am
1411,West Farms Mall,Found,,,41.722862,-72.763237,Farmington,CT,Cruisy Area,Cruising Areas,1985,checked,,,,3/12/2022 7:16am
1412,Hammonasset State Beach,Found,(Men's bath house),,41.266698,-72.558421,Hammonasset,CT,Cruisy Area,"Cruising Areas,Bathhouses",1985,checked,,,,3/14/2022 5:08am
1430,Bushnell Park ,Found,,,41.765134,-72.679236,Hartford,CT,"Cruisy Area,(AYOR)",Cruising Areas,1985,checked,,,,3/12/2022 7:20am
1431,Civic Center,Found,,,41.768442,-72.67696,Hartford,CT,Cruisy Area,Cruising Areas,1985,checked,,,,3/12/2022 7:21am
1434,Constitution Plaza,Found,,,41.766818,-72.67035,Hartford,CT,Cruisy Area,Cruising Areas,1985,checked,,,,3/12/2022 7:23am
1425,Shelly's Downtown Deli,Found,Hartford Civic Center,,41.768458,-72.676979,Hartford,CT,(R),Restaurant,1985,checked,,,,3/12/2022 7:25am
1433,West Farms Mall ,Found,(W. Hartford),,41.723086,-72.762124 ,Hartford,CT,Cruisy Area,Cruising Areas,1985,checked,,,,3/12/2022 7:27am
1432,'The Dikes',General Coordinates Used,(East-west service rd. off I-91 N.- Riverside Park ),,41.763964,-72.667475,Hartford,CT,"Cruisy Area,(AYOR)",Cruising Areas,1985,checked,,,,3/12/2022 7:16am
1417,"Companions, Inc.",General Coordinates Used,(Gay & Lesbian dating service),"P.O. Box 3957, Hartford 06013",41.763964,-72.667475,Hartford,CT,,Business,1985,checked,,,,3/12/2022 7:22am
1419,Gay Switchboard,General Coordinates Used,(203)522-5575,,41.763964,-72.667475,Hartford,CT,,Hotline,1985,checked,,,,3/12/2022 7:23am
1435,Milford County News,General Coordinates Used,(Peep Shows)(Thu.-Sun.) (Rt.1),,41.230698,-73.064036,Milford,CT,,Bars/Clubs,1985,checked,,,,3/14/2022 5:13am
1437,Charley's Harbour Guest House,Found,Last house on left (203)572-9253,Edgemont St. ,41.34972,-71.966206,Mystic,CT,(H),Hotel,1985,checked,,Still operating: https://www.expedia.com/Mystic-Hotels-Mystics-Guesthouse-In-Historic-Downtown-Waterfront-District.h19982034.Hotel-Information,,3/14/2022 5:04am
1439,Walnut Hill Park ,Found,(Veterans Monument),,41.661945,-72.793227,New Britain,CT,Cruisy Area,Cruising Areas,1985,checked,,,,3/14/2022 5:12am
1448,East Rock Park,Found,,,41.324958,-72.910252,New Haven,CT,Cruisy Area,Cruising Areas,1985,checked,,,,3/14/2022 4:34am
1451,Yale U.,Found,(Woolsey Hall- Downstairs T-Room),,41.311348,-72.926061,New Haven,CT,Cruisy Area,Cruising Areas,1985,checked,,,,3/14/2022 4:40am
1447,Chapel St. from York to Park ,General Coordinates Used,,,41.308274,-72.927883,New Haven,CT,Cruisy Area,Cruising Areas,1985,checked,,,,3/14/2022 4:39am
1440,Gay Switchboard,General Coordinates Used,(203)624-6869,,41.308274,-72.927883,New Haven,CT,,Hotline,1985,checked,,,,3/14/2022 4:35am
1449,Howard Johnson's truck stops on I-95,General Coordinates Used,(all thru Conn.),,41.308274,-72.927883,New Haven,CT,Cruisy Area,Cruising Areas,1985,checked,,,,3/14/2022 4:38am
1450,Long Wharf Truck Stop ,General Coordinates Used,"(off I-95- Frontage Rd., Harbor Side)",,41.308274,-72.927883,New Haven,CT,"Cruisy Area,(*)",Cruising Areas,1985,checked,,,,3/14/2022 4:38am
1452,Frank's Place ,Found,(at Bank),9 Tilley St. ,41.351747,-72.097227 ,New London,CT,"(OC),(E),(WE),(*)",Bars/Clubs,1985,checked,,,,3/14/2022 4:42am
1454,Train Station,Found,(T-Room),,41.354201,-72.093157,New London,CT,Cruisy Area,Cruising Areas,1985,checked,,,,3/14/2022 4:49am
1457,'Rest Stop' ,General Coordinates Used,(on Rt.15 - Wilbur Cross Pkwy. -E.),,41.278637,-73.026528,Orange,CT,Cruisy Area,Cruising Areas,1985,checked,,,,3/14/2022 4:45am
1459,Cove Island Beach,Found,,,41.04695,-73.505113,Stamford,CT,Cruisy Area,Cruising Areas,1985,checked,,,,3/14/2022 4:47am
1460,Railroad Station ,Found,(T-Rooms),,41.04703,-73.542145,Stamford,CT,Cruisy Area,Cruising Areas,1985,checked,,,,3/14/2022 4:49am
1461,Stamford Town Centre,Found,,,41.052996,-73.536958,Stamford,CT,Cruisy Area,Cruising Areas,1985,checked,,Still operating: https://shopstamfordtowncenter.com/,,3/14/2022 4:51am
1462,Forechild Wheeler Park,Found,,,41.22342,-73.179949,Trumbull,CT,Cruisy Area,Cruising Areas,1985,checked,,,,3/14/2022 5:05am
1463,Trumbull Shopping Center,Found,(Lower level T-Rooms),,41.229341,-73.226774,Trumbull,CT,Cruisy Area,Cruising Areas,1985,checked,,Known as Westfiled Trumball shopping mall: https://www.westfield.com/trumbull,,3/14/2022 5:07am
1467,Lakewood Ponds,Found,,,41.578213,-73.024696,Waterbury,CT,Cruisy Area,Cruising Areas,1985,checked,,,,3/14/2022 4:59am
1464,Birds of a Feather,General Coordinates Used,"(Disco) (Paltomark Shopping Center, Banks & Meadow Sts.)",,41.558153,-73.051496,Waterbury,CT,"(YC),(D)",Bars/Clubs,1985,checked,,,,3/14/2022 4:55am
1466,Bronson Public Library ,General Coordinates Used,(T-Room),,41.558153,-73.051496,Waterbury,CT,Cruisy Area,Cruising Areas,1985,checked,,,,3/14/2022 4:57am
1470,Sherwood Isle State Park,Found,"(Summers) (E. beach, far end I-95, exit 18)",,41.116614,-73.332136,Westport,CT,Cruisy Area,Cruising Areas,1985,checked,,,,3/14/2022 5:00am
1468,Sundance,General Coordinates Used,(Outdoors adventure society),"P.O. Box 2516, Westport 06680",41.141472,-73.357905,Westport,CT,,Business,1985,checked,,,,3/14/2022 5:01am
1479,'The Dunes',Found,('BA' beach about 1 mi. N. of parking lot at Henlopen State Park),,38.784166,-75.098322,Rehoboth Beach,DE,Cruisy Area,Cruising Areas,1985,checked,,,,3/14/2022 5:15am
1477,Renegade ,Found,(Disco) (at Rehoboth Ave. ),Hwy. 1 ,38.707189,-75.080788,Rehoboth Beach,DE,"(R),(YC),(D),(*)","Bars/Clubs,Restaurant",1985,checked,,,,3/14/2022 5:21am
1478,Carpenter's Beach,General Coordinates Used,"below S. end of boardwalk at foot of Queen St., just N. of Silver Lake",,38.720945,-75.076014,Rehoboth Beach,DE,"Cruisy Area,(*)",Cruising Areas,1985,checked,,,,3/14/2022 5:17am
1475,Hungry Hannah,General Coordinates Used,,Ames Plaza,38.720945,-75.076014,Rehoboth Beach,DE,"(M),(R)",Restaurant,1985,checked,,,,3/14/2022 5:19am
1483,Brandywine Park,Found,"(Footbridge & woods, north end)",,39.758685,-75.552416,Wilmington,DE,Cruisy Area,Cruising Areas,1985,checked,,,,3/15/2022 5:14am
1484,8th St. ,General Coordinates Used,(betw. Shipley & Tetnell ),,39.752501,-75.571118,Wilmington,DE,Cruisy Area,Cruising Areas,1985,checked,,,,3/15/2022 5:13am
1562,Spanish River Park,Found,,,26.383382,-80.114047,Boca Raton,FL,Cruisy Area,Cruising Areas,1985,checked,,,,3/15/2022 3:37pm
1563,Coquina Beach,Found,,,27.448333,-82.692163,Bradenton,FL,Cruisy Area,Cruising Areas,1985,checked,,,,3/31/2022 7:31am
1564,K-Mart,General Coordinates Used,T-Room,,27.498928,-82.574819,Bradenton,FL,Cruisy Area,Cruising Areas,1985,checked,,,,3/31/2022 7:32am
1565,Palma Sola 'Rest Stop',General Coordinates Used,,,27.498928,-82.574819,Bradenton,FL,Cruisy Area,Cruising Areas,1985,checked,,,,3/31/2022 7:33am
1566,Hawks Nest,General Coordinates Used,(Small shopping center on Canaveral nr. Adams),,28.392218,-80.607713,Cape Canaveral,FL,,Business,1985,checked,,,,4/4/2022 12:23pm
1570,Transit Parking Lot ,General Coordinates Used,(opp. In Town Lounge),,27.965853,-82.800103,Clearwater,FL,Cruisy Area,Cruising Areas,1985,checked,,,,3/31/2022 7:36am
1569,Yacht Club,General Coordinates Used,at Gulf to Bay Blvd. ,408 US 19 S. ,27.965853,-82.800103,Clearwater,FL,"(PT),(D),(R)",Restaurant,1985,checked,,,,3/31/2022 7:37am
1572,Adult Book Store,Found,"('Flicks' & cruisy arcade) (White Rose Shopping Center, Cocoa Beach Causway)",,28.357659,-80.630735,Cocoa Beach,FL,,"Erotic Shop,Book Store,Cruising Areas",1985,checked,,,,3/15/2022 7:12am
1574,Fischer Park ,Found,,,28.344686,-80.608667,Cocoa Beach,FL,"Cruisy Area,(AYOR)",Cruising Areas,1985,checked,,,,3/15/2022 7:13am
1575,Lori Wilson Park,Found,,,28.337142,-80.609485,Cocoa Beach,FL,"Cruisy Area,(AYOR)",Cruising Areas,1985,checked,,,,3/15/2022 7:15am
1576,Merritt Sq. Mall,Found,( T-Rooms) (Merritt Island),,28.35484,-80.685779,Cocoa Beach,FL,Cruisy Area,Cruising Areas,1985,checked,,,,3/15/2022 7:15am
1584,Boardwalk & beach in front of sightseeing tower,Found,,,29.224086,-81.00469,Daytona Beach,FL,Cruisy Area,Cruising Areas,1985,checked,,,,3/15/2022 7:17am
1579,G.R.A.C,General Coordinates Used,(904)252-4211,,29.210815,-81.022833,Daytona Beach,FL,,Organization,1985,checked,,,,3/15/2022 7:18am
1644,Beach & street opp. Marlin Beach Hotel ,Found,,,26.122438,-80.104137,Ft. Lauderdale,FL,Cruisy Area,"Cruising Areas,Hotel",1985,checked,,,,3/15/2022 7:21am
1592,Buddy's ,Found,(Liquor) (at Federal),2312 N.E. 26th St. ,26.159629,-80.117319,Ft. Lauderdale,FL,"(PT),(*)",Bars/Clubs,1985,checked,,,,3/15/2022 7:50am
1598,Copa ,Found,(Disco)(Liquor)(Open until 3am) (at US 1),624 S.E. 28th St. ,26.089023,-80.135092,Ft. Lauderdale,FL,"(*),(YC),(D)",Bars/Clubs,1985,checked,,,,3/15/2022 7:53am
1647,Stranahan Beach Park ,Found,(AYOR-Fuzz),,26.121747,-80.142684,Ft. Lauderdale,FL,"Cruisy Area,(AYOR)",Cruising Areas,1985,checked,,,,3/15/2022 2:05pm
1589,B.C.C.H.R.,General Coordinates Used,(Hotline)(305)564-5787,,26.122439,-80.137317,Ft. Lauderdale,FL,,Hotline,1985,checked,,,,3/15/2022 7:20am
1645,Birch Rd.,General Coordinates Used,(behind Marling Beach),,26.122439,-80.137317,Ft. Lauderdale,FL,"Cruisy Area,(AYOR)",Cruising Areas,1985,checked,,,,3/15/2022 7:50am
1601,Dixie Escorts,General Coordinates Used,(305)761-7756,,26.122439,-80.137317,Ft. Lauderdale,FL,,Escort Service,1985,checked,,,,3/15/2022 3:25pm
1604,Etc. ,General Coordinates Used,(Boutique at Backstreet),,26.122439,-80.137317,Ft. Lauderdale,FL,,Business,1985,checked,,,,3/15/2022 3:26pm
1611,Jerry's Light Style Articles,General Coordinates Used,(Village Mall),Backstreet,26.122439,-80.137317,Ft. Lauderdale,FL,,Business,1985,checked,,,,3/15/2022 3:30pm
1646,Nathan's,General Coordinates Used,(T-Room),,26.122439,-80.137317,Ft. Lauderdale,FL,Cruisy Area,Cruising Areas,1985,checked,,,,3/15/2022 3:32pm
1626,Outline ,General Coordinates Used,(News & specials) (24 hrs.)(305)486-6725,,26.122439,-80.137317,Ft. Lauderdale,FL,,Hotline,1985,checked,,,,3/15/2022 3:32pm
1648,The Palmettos ,General Coordinates Used,,"R.R.2, Box 1354-D, Ft. McCoy 32637",29.364973,-81.967032,Ft. McCoy,FL,(H),Hotel,1985,checked,,,,4/4/2022 12:32pm
1657,City Park,Found,,,26.635079,-81.86723,Ft. Myers,FL,"Cruisy Area,(AYOR)",Cruising Areas,1985,checked,,,,3/15/2022 3:38pm
1658,Ft. Myers Yacht Basin,Found,,,26.647652,-81.869605 ,Ft. Myers,FL,"Cruisy Area,(AYOR)",Cruising Areas,1985,checked,,,,3/15/2022 3:39pm
1659,Jud Park ,Found,,,26.672987,-81.8999,Ft. Myers,FL,"Cruisy Area,(AYOR)",Cruising Areas,1985,checked,,,,3/15/2022 3:40pm
1660,Sanibel Island 'BA' beach,Found,"(Park at Bowman's Beach, turn R at water, walk 1-2 miles)",,26.460869,-82.152684,Ft. Myers,FL,"Cruisy Area,(AYOR)",Cruising Areas,1985,checked,,,,3/15/2022 3:42pm
1661,Sunset Park ,Found,,,26.622007,-81.875702,Ft. Myers,FL,"Cruisy Area,(AYOR)",Cruising Areas,1985,checked,,,,3/15/2022 3:43pm
1650,Gay Switchboard,General Coordinates Used,(813)945-9551,,26.640628,-81.872308,Ft. Myers,FL,,Hotline,1985,checked,,,,3/15/2022 3:39pm
1655,SUPPORT,General Coordinates Used,(813)542-8902,,26.640628,-81.872308,Ft. Myers,FL,,"Hotline,Community Center/Support Groups",1985,checked,,,,3/15/2022 3:43pm
1664,Jaycee Park,Found,,,26.573736,-81.932036,Ft. Walton Beach,FL,Cruisy Area,Cruising Areas,1985,checked,,,,3/15/2022 3:46pm
1665,Wayside Park ,Found,,,30.393574,-86.590793,Ft. Walton Beach,FL,Cruisy Area,Cruising Areas,1985,checked,,,,3/15/2022 3:51pm
1673,Newman's Lake ,Found,T-Room,,29.666388,-82.25511,Gainesville,FL,"Cruisy Area,(AYOR)",Cruising Areas,1985,checked,,,,3/15/2022 3:53pm
1676,U. of Fla.,Found,(Student Union T-Rooms),,29.646547,-82.347944,Gainesville,FL,"Cruisy Area,(AYOR)",Cruising Areas,1985,checked,,,,3/15/2022 3:56pm
1675,U. of Fla.,Found,(2nd Floor) (Library East),,29.650939,-82.341786,Gainesville,FL,Cruisy Area,Cruising Areas,1985,checked,,,,3/15/2022 3:56pm
1676 copy,U. of Fla.,Found,Little Hall T-Rooms,,29.650939,-82.341786,Gainesville,FL,"Cruisy Area,(AYOR)",Cruising Areas,1985,checked,,,,3/15/2022 3:56pm
1674,'Rest Stop' ,General Coordinates Used,(on I-75 (exit) S.W. of town),,29.651634,-82.324826,Gainesville,FL,Cruisy Area,Cruising Areas,1985,checked,,,,3/15/2022 3:52pm
1666,Gaytalk ,General Coordinates Used,(904)373-GAYS,,29.651634,-82.324826,Gainesville,FL,,Hotline,1985,checked,,,,3/15/2022 3:52pm
1672,UFLAGS,General Coordinates Used,(904)392-1634,,29.651634,-82.324826,Gainesville,FL,,Organization,1985,checked,,,,3/15/2022 3:57pm
1681,Young Circle,Found,,,26.01154,-80.143033,Hollywood,FL,Cruisy Area,Cruising Areas,1985,checked,,,,3/31/2022 7:59am
1692,Friendship Park ,Found,,,30.319695,-81.660155,Jacksonville,FL,"Cruisy Area,(AYOR)",Cruising Areas,1985,checked,,,,3/15/2022 7:00am
1693,Hemming Park,Found,,,30.329397,-81.659701,Jacksonville,FL,"Cruisy Area,(AYOR)",Cruising Areas,1985,checked,,,,3/15/2022 7:02am
1685,Dignity/ Jacksonville ,General Coordinates Used,,"P.O. Box 225, Jax. 32201",30.332184,-81.655651 ,Jacksonville,FL,,Religious Institution,1985,checked,,,,3/15/2022 7:00am
1686,Gay Hot Line,General Coordinates Used,(904)384-2234,,30.332184,-81.655651 ,Jacksonville,FL,,Hotline,1985,checked,,,,3/15/2022 7:00am
1690,Old Plantation,General Coordinates Used,(Wed. & WE*)(Back door),640 W. Bay at Jefferson,30.332184,-81.655651,Jacksonville,FL,"(P),(YC),(D),(*)",Bars/Clubs,1985,checked,,,,3/15/2022 7:07am
1752,Duval St.,Found,,,24.553851,-81.801316,Key West,FL,Cruisy Area,Cruising Areas,1985,checked,,,,3/15/2022 4:09pm
1716,Half Shell Raw Bar,Found,(At foot of Margaret St.),,24.561952,-81.800103,Key West,FL,"(M),(R)",Restaurant,1985,checked,,Still operating: https://www.halfshellrawbar.com/,,3/15/2022 4:10pm
1720,Key West Business Guild,Found,(800)296-7535,"P.O. Box 1208, Key West 33040",24.552568,-81.800562,Key West,FL,,Organization,1985,checked,,Still operating: https://gaykeywestfl.com/ ; Their FB page: https://www.facebook.com/keywestbusinessguild/ ,,3/15/2022 4:17pm
1753,Leo's Campground,Found,,,24.571943,-81.74317 ,Key West,FL,Cruisy Area,Cruising Areas,1985,checked,,Still operating: https://www.leoscampground.com,,3/16/2022 10:57am
1727,Louie's Backyard,Found,,Vernon St. ,24.547393,-81.792863,Key West,FL,"(M),(R)",Restaurant,1985,checked,,Still operating: https://www.louiesbackyard.com,,3/16/2022 11:01am
1754,Mallory Square at sunset,Found,,,24.559902,-81.807583,Key West,FL,Cruisy Area,Cruising Areas,1985,checked,,,,3/16/2022 11:02am
1755,Monroe County Beach,Found,(Reynolds St. Pier),,24.546313,-81.788408,Key West,FL,Cruisy Area,Cruising Areas,1985,checked,,,,3/16/2022 11:02am
1737,Papillon Bar,Found,(Cruisy cocktail hour)(Sun. T-D by-the-sea*),Simonton & South,24.555418,-81.784172,Key West,FL,(*),"Bars/Clubs,Cruising Areas",1985,checked,,,,3/16/2022 11:08am
1750,Wicker Guest House,Found,(at Truman),913 Duval ,33.759637,-78.790519,Key West,FL,"(*),(H)",Hotel,1985,checked,,,,4/30/2022 7:10am
1717,Hurricane Alley Guest House,General Coordinates Used,(Pool),"P.O. Box 552, Key West 33040",24.555418,-81.784172,Key West,FL,(H),Hotel,1985,checked,,,,3/16/2022 11:08am
1722,Lambda West,General Coordinates Used,"(Books,card, etc.) (at Olivia)",901-C Duval ,24.555418,-81.784172,Key West,FL,,Book Store,1985,checked,,,,3/16/2022 11:07am
1744,Southern Exposure,General Coordinates Used,(Publication),"P.O. Box 1554, K.W. 33040",24.555418,-81.784172,Key West,FL,,Publications,1985,checked,,,,3/16/2022 11:13am
1759,M.C.C. of Palm Beaches,Found,,"P.O. Box 6259, Lake Worth",26.809459,-80.112058,Lake Worth,FL,(MCC),Religious Institution,1985,checked,,,,3/16/2022 11:20am
1757,M.C.C.,General Coordinates Used,,"P.O. Box 3201, Lakeland 33802",28.039465,-81.949804,Lakeland,FL,(MCC),Religious Institution,1985,checked,,,,3/31/2022 8:33am
1764,Canova Beach ,Found,(Nights-AYOR),,28.138409,-80.580189,Melbourne,FL,"Cruisy Area,(AYOR)",Cruising Areas,1985,checked,,,,3/29/2022 7:44am
1765,Wickham Park ,Found,(T-Rooms),N. Melbourne,28.164052,-80.662393,Melbourne,FL,"Cruisy Area,(AYOR)",Cruising Areas,1985,checked,,,,3/29/2022 7:46am
1767,Merritt Island Shopping Center ,Found,(T-Room),,28.354411,-80.686612 ,Merritt Island,FL,Cruisy Area,Cruising Areas,1985,checked,,"According to Google search, this business is still operating",,4/4/2022 12:24pm
1808,Bayfront Park Marina,Found,,,25.461951,-80.33652,Miami,FL,"Cruisy Area,(AYOR)",Cruising Areas,1985,checked,,,,3/29/2022 7:51am
1810,Burdine's ,Found,(Dadeland) (T-Room),,25.689755,-80.309948,Miami,FL,"Cruisy Area,(AYOR)",Cruising Areas,1985,checked,,,,3/29/2022 7:55am
1812,Dade Comm. College,Found,(T-Room next to Library),,25.776729,-80.192999 ,Miami,FL,Cruisy Area,Cruising Areas,1985,checked,,,,3/29/2022 7:58am
1790,M.C.C.,Found,(at N.E. 2nd Ct. ),N.E. 23rd St. ,25.799279,-80.189857,Miami,FL,(MCC),Religious Institution,1985,checked,,,,3/29/2022 8:06am
1813,Matheson Hammock Beach on Old Culter Rd.,Found,Turn right at fork,,25.679228,-80.256602,Miami,FL,Cruisy Area,Cruising Areas,1985,checked,,,,3/29/2022 8:08am
1814,Miami Dade College,Found,(S. Campus- Music Bldg.),,25.776729,-80.192999,Miami,FL,Cruisy Area,Cruising Areas,1985,checked,,,,3/29/2022 8:08am
1815,Miami Dade College,Found,(S. Campus- Library T-Rooms),,25.776729,-80.192999,Miami,FL,Cruisy Area,Cruising Areas,1985,checked,,,,3/29/2022 8:09am
1816,Sewell Park,Found,(Bushes),,25.785145,-80.224114,Miami,FL,Cruisy Area,Cruising Areas,1985,checked,,,,3/29/2022 8:09am
1803,Tom Cat,Found,(At Pussycat Theatre),78th & Biscayne ,25.846936,-80.184814 ,Miami,FL,,Theatre,1985,checked,,,,3/29/2022 8:12am
1820,Virgina Beach ,Found,(Virginia Key nr. Key Biscayne),,25.739964,-80.156813,Miami,FL,Cruisy Area,Cruising Areas,1985,checked,,Known as Virginia Key Beach Park,,3/29/2022 8:59am
1821,Woods opp. Fairchild Gardens ,Found,,,25.678255,-80.274286,Miami,FL,Cruisy Area,Cruising Areas,1985,checked,,,,3/29/2022 9:01am
1817,'The Block' ,General Coordinates Used,(Hustlers) (nr. Cactus Lounge off Biscayne Blvd. ),,25.76168,-80.19179,Miami,FL,Cruisy Area,Cruising Areas,1985,checked,,,,3/29/2022 7:47am
1768,A-1 Models & Escorts,General Coordinates Used,(305)371-5303,,25.76168,-80.19179,Miami,FL,,Escort Service,1985,checked,,,,3/29/2022 7:48am
1809,Biscayne Blvd.,General Coordinates Used,(Hitch-hikers),,25.76168,-80.19179,Miami,FL,Cruisy Area,Cruising Areas,1985,checked,,,,3/29/2022 7:51am
