"title","status","description","streetaddress","lat","lon","city","state","amenityfeatures","type","Year","unclear_address","notes","full.address","geoAddress"
"Library Park","Found","","",41.554031,-73.045324,"Waterbury","CT","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Sherwood Isle St. Park","Found","E. beach - far end (Summers), exit 18","I-95",41.116614,-73.332136,"Westport","CT","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Nomad Village Motel & Other Room Bar","General Coordinates Used","(Sauna)(Swim Pool)(P-beach) East side, 3 mi. N. in Towers Shores","Rte. 1",38.539556,-75.055181,"Bethany Beach","DE","(*),(H)","Hotel",1983,"checked","",NA,NA
"The Closet","General Coordinates Used","(Disco) 4 mi. N of Dover Downs","Rt. 13",39.158168,-75.524368,"Dover","DE","(P),(BYOB),(D)","Bars/Clubs",1983,"checked","",NA,NA
"'The Dunes'","Found","'B.A.' Beach about 1 mi. N. of parking lot","Henlopen St. Park",38.784166,-75.098322,"Rehoboth Beach","DE","","Cruising Areas",1983,"checked","",NA,NA
"Boat House","Found","(Disco)(Some L)(Dinners & Sun. brunch)(4 bars)(open all-year)(One block W. of Bayard - Hwy. 1, on Bellevue)","",38.69431,-75.077334,"Rehoboth Beach","DE","(*),(YC),(D),(L),(R)","Bars/Clubs,Restaurant",1983,"checked","",NA,NA
"Renegade ","Found","(Disco) at Rehoboth Ave.","Hwy. 1",38.707189,-75.080788,"Rehoboth Beach","DE","(R),(YC),(D),(*)","Restaurant,Bars/Clubs",1983,"checked","",NA,NA
"Carpenters Beach","General Coordinates Used","below S. end of Boardwalk at foot of Queen St., just N. of Silver Lake","",38.720945,-75.076014,"Rehoboth Beach","DE","Cruisy Area,(*)","Cruising Areas",1983,"checked","",NA,NA
"Brandywine Park","Found","Foot Bridge & Woods - North end","",39.758685,-75.552416,"Wilmington","DE","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"8th St. ","General Coordinates Used","","bet. Shipley & Tetnell",39.752501,-75.571118,"Wilmington","DE","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Orange St. ","General Coordinates Used","","bet. 6th & 9th",39.744655,-75.548391,"Wilmington","DE","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Catholic Univ.","Found","('T-Rooms') (Caldwell Hall Basement)","",38.935549,-77.000661,"Washington","DC","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Catholic Univ. ","Found","('T-Rooms') (Mullen Library)","",38.933643,-76.997883,"Washington","DC","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Geo. Washington U. ","Found","('T-Rooms') (Student Center)","",38.899932,-77.047203,"Washington","DC","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Georgetown U.","Found","(T-Rooms) (Nevils Hall)","",38.906569,-77.06951,"Washington","DC","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Georgetown U. ","Found","(Main floor) (Student Union)","",38.899932,-77.047203,"Washington","DC","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"National Theatre","Found","(2nd floor T-Room)","",38.896339,-77.030517,"Washington","DC","Cruisy Area","Cruising Areas,Theatre",1983,"checked","",NA,NA
"Springfield & Tyson Corner Malls","Found","","",38.917596,-77.221462,"Washington","DC","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'Black Forest'","General Coordinates Used","walking area under bridge","27th & Pennsylvania N.W.",38.907192,-77.036871,"Washington","DC","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"'Hitch-hikers'","General Coordinates Used","","Wisconsin Ave.",38.907192,-77.036871,"Washington","DC","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'K' St. ","General Coordinates Used","","'K' St. ",38.907192,-77.036871,"Washington","DC","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'P' St. Beach","General Coordinates Used","(Georgetown)","",38.907192,-77.036871,"Washington","DC","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"'The Block' ","General Coordinates Used","betw. 'O' & Dumbarton (Georgetown)","30th to 31st",38.907192,-77.036871,"Washington","DC","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Canal St.","General Coordinates Used","","Canal St.",38.907192,-77.036871,"Washington","DC","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Dignity","General Coordinates Used","(Church) (202) 232-7103","",38.907192,-77.036871,"Washington","DC","","Religious Institution",1983,"checked","",NA,NA
"Friendly Models","General Coordinates Used","(Escorts, etc) (202) 861-0430","",38.907192,-77.036871,"Washington","DC","","Escort Service",1983,"checked","",NA,NA
"Friends","General Coordinates Used","","21st & 'P' St. N.W.",38.907192,-77.036871,"Washington","DC","(R),(E)","Restaurant",1983,"checked","",NA,NA
"Gay Community Center ","General Coordinates Used","(202) 232-7103","",38.907192,-77.036871,"Washington","DC","","Community Center/Support Groups",1983,"checked","",NA,NA
"Gay Switchboard","General Coordinates Used","(202) 387-4348","",38.907192,-77.036871,"Washington","DC","","Hotlines",1983,"checked","",NA,NA
"Georgetown U. ","General Coordinates Used","(3rd & 4th floors) (G.T. Walsh Bldg.)","",38.899715,-77.048599,"Washington","DC","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Hideaway","General Coordinates Used","(Downstairs)","9th & Pennsylvania",38.907192,-77.036871,"Washington","DC","(D),(OC)","Bars/Clubs",1983,"checked","",NA,NA
"New York Ave. ","General Coordinates Used","('Hustlers')","betw. 10th & 13th Sts. ",38.907192,-77.036871,"Washington","DC","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"The Stables","General Coordinates Used","(Escorts) (202) 387-7300 (Beware)","",38.907192,-77.036871,"Washington","DC","","Escort Service",1983,"checked","",NA,NA
"Spanish River Park","Found","(Boca Raton)","",26.378791,-80.06889,"Boca Raton","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Coqunia Beach","Found","","",27.448333,-82.692163,"Bradenton","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Gay Info Line","General Coordinates Used","(813) 748-5531","",27.498928,-82.574819,"Bradenton","FL","","Hotlines",1983,"checked","",NA,NA
"Palma Sala ","General Coordinates Used","'Rest Stop'","",27.498928,-82.574819,"Bradenton","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Transit Parking Lot","General Coordinates Used","Opp. In Town Lounge","",27.965853,-82.800103,"Clearwater","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Fischer Park","Found","","",28.344686,-80.608667,"Cocoa Beach","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Lori Wilson Park","Found","","",28.337142,-80.609485,"Cocoa Beach","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Merritt Sq. Mall","Found","T-Rooms - Merritt Island","",28.35484,-80.685779,"Cocoa Beach","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Broadwalk & beach","Found","in front of sightseeing Tower","",29.224086,-81.00469,"Daytona Beach","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Main Beach","General Coordinates Used","","",30.669682,-81.462592,"Fernandina Beach","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Old City Dock","General Coordinates Used","","",30.669682,-81.462592,"Fernandina Beach","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"B.C.C.H.R.","General Coordinates Used","Hotline (305) 763-2857","",26.122439,-80.137317,"Ft. Launderdale","FL","","Hotlines",1983,"checked","",NA,NA
"Beach & street","General Coordinates Used","opp. Marlin Beach Hotel","",26.122439,-80.137317,"Ft. Launderdale","FL","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"Birch Rd.","General Coordinates Used","behind Marlin Beach","",26.122439,-80.137317,"Ft. Launderdale","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Dixie Escorts","General Coordinates Used","(305) 761-7756","",26.122439,-80.137317,"Ft. Launderdale","FL","","Escort Service",1983,"checked","",NA,NA
"Etc.","General Coordinates Used","(boutique at Backstreet)","",26.122439,-80.137317,"Ft. Launderdale","FL","","Business",1983,"checked","",NA,NA
"Jaybirds Toybox","General Coordinates Used","(Erotica) On the patio in Tacky's","",26.122439,-80.137317,"Ft. Launderdale","FL","(*)","Erotic Shop",1983,"checked","",NA,NA
"Nathan's ","General Coordinates Used","T-Room","",26.122439,-80.137317,"Ft. Launderdale","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Party Boys Escort Service","General Coordinates Used","(305) 564-0711 (see p. 161)","",26.122439,-80.137317,"Ft. Launderdale","FL","","Escort Service",1983,"checked","",NA,NA
"Stranahan Beach Park","General Coordinates Used","","",26.122439,-80.137317,"Ft. Launderdale","FL","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"City Park","Found","","",26.635079,-81.86723,"Ft. Myers","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Ft. Myers Yacht Basin","Found","","",26.647652,-81.869605,"Ft. Myers","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Jude Park","Found","","",26.672987,-81.8999,"Ft. Myers","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Sanibel Island ","Found","'B.A.' beach - Park at Bowman's Beach, turn R. at Water, walk 1-2 miles.","",26.460869,-82.152684,"Ft. Myers","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Sunset Park","Found","","",26.622007,-81.875702,"Ft. Myers","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Ft. Myers Gay Rap","General Coordinates Used","(813) 939-5492","",26.640628,-81.872308,"Ft. Myers","FL","","Business",1983,"checked","unclear if business or org",NA,NA
"Jaycee Park","Found","","",26.573736,-81.932036,"Ft. Walton Beach","FL","Cruisy Area","Cruising Areas",1983,"checked","Closet Jaycee Park I could find",NA,NA
"Joe & Eddie's","Found","(Open 24 hrs)(AH-WE*)","206 Florida Pl. S.E.",30.436853,-86.602319,"Ft. Walton Beach","FL","(R),(AH),(WE),(*)","Restaurant",1983,"checked","This restaurant was Fort Walton's oldest: https://www.nwfdailynews.com/story/entertainment/dining/2022/02/17/joe-and-eddies-fort-walton-beachs-oldest-restaurant-closes/6795485001/ ; here's there FB page: https://www.facebook.com/joeandeddies/",NA,NA
"Wayside Park","Found","","",30.393574,-86.590793,"Ft. Walton Beach","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Riverside Park","General Coordinates Used","","",30.420071,-86.617031,"Ft. Walton Beach","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"U. of Fla. ","Found","(T-Rooms) (Little Hall & 4th floor)","",29.648843,-82.340714,"Gainesville","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"U. of Fla. ","Found","(2nd floor) (Library East)","",29.650939,-82.341786,"Gainesville","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","(exit 21) S.W. of town","I-75",29.651634,-82.324826,"Gainesville","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"University Ave.","General Coordinates Used","(Late - AYOR)","",29.651634,-82.324826,"Gainesville","FL","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"Westland Mall","Found","","",25.868195,-80.318109,"Hialeah","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Young Circle","Found","","",26.01154,-80.143033,"Hollywood","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Friendship Park","Found","","",30.319695,-81.660155,"Jacksonville","FL","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"Hemming Park","Found","","",30.329397,-81.659701,"Jacksonville","FL","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","Now known as James Weldon Johnson Park: https://www.visitjacksonville.com/things-to-do/outdoors/parks/james-weldon-johnson-park/",NA,NA
"Duval St. ","Found","","",24.553851,-81.801316,"Key West","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Key West Business Guild ","Found","800 - 327-4834","P.O. Box 1208, Key West, 33040",24.552568,-81.800562,"Key West","FL","","Organization",1983,"checked","",NA,NA
"Mallory Square","Found","at Sunset Time","",24.559902,-81.807583,"Key West","FL","Cruisy Area,(*)","Cruising Areas",1983,"checked","",NA,NA
"Monroe County Beach","Found","Pier","Reynolds St. ",24.546313,-81.788408,"Key West","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Papillon Bar","Found","(Cruisy cocktail hour)(WE*)","Simonton & South",24.555418,-81.784172,"Key West","FL","(WE),(*)","Bars/Clubs,Cruising Areas",1983,"checked","",NA,NA
"Sands Restaurant & Beach Club","Found","(M, but good dining & beautiful bodies) on the Ocean","Simonton",33.759637,-78.790519,"Key West","FL","(M),(*)","Restaurant,Bars/Clubs",1983,"checked","Still operating: https://sandsbeachclubmb.com",NA,NA
"Hurricane Alley Guest House ","General Coordinates Used","(Pool)","P.O. Box 552, Key West, FL 33040",24.555418,-81.784172,"Key West","FL","(H),(*)","Hotel",1983,"checked","",NA,NA
"Keywester Resort Inn","General Coordinates Used","AIA at the Ocean","",24.555418,-81.784172,"Key West","FL","(H)","Hotel",1983,"checked","",NA,NA
"M.C.C. ","Found","of Palm Beaches","P.O. Box 6259, Lake Worth",26.809459,-80.112058,"Lake Worth","FL","(MCC)","Religious Institution",1983,"checked","",NA,NA
"Canova Beach","Found","","",28.138409,-80.580189,"Melbourne","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Bayfront Park Marina","Found","","",25.461951,-80.33652,"Miami","FL","Cruisy Area","Cruising Areas",1983,"checked","Known as Homestead Bayfront Park: https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwjzm9meoOv2AhV_D0QIHc4SBpsQFnoECAkQAQ&url=https%3A%2F%2Fwww.miamiandbeaches.com%2Fthing-to-do%2Fwater-activities%2Fherbert-hoover-marina-at-homestead-bayfront-park%2F999&usg=AOvVaw2XWqSA2CSWqxEYDojZUlc4 ",NA,NA
"Burdine's ","Found","T-Room - Dadeland","",25.689755,-80.309948,"Miami","FL","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","Dadeland is Dadeland Mall: https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwiOiqWPoev2AhVwD0QIHTTkBG4QFnoECCoQAQ&url=https%3A%2F%2Fwww.facebook.com%2FHistoryMiami360%2Fphotos%2Fwhich-burdines-do-you-remember-shopping-at-the-mostdadeland-mall-first-opened-in%2F3129614530404587%2F&usg=AOvVaw1SIw2GtL5b7MPj2MWHRNQH",NA,NA
"Dade Comm. College","Found","T-Room next to Library","",25.776729,-80.192999,"Miami","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Matheson Hammock Beach","Found","on Old Cutler Rd. - Turn right at fork","",25.679228,-80.256602,"Miami","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Virginia Beach ","Found","Virginia - Key nr. Key Biscayne (BA)","",25.739964,-80.156813,"Miami","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'The Block'","General Coordinates Used","nr. Cactus Lounge - off Biscayne Blvd. (Hustlers)","",25.76168,-80.19179,"Miami","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"A-1 Models & Escorts","General Coordinates Used","(305) 371-5303","",25.76168,-80.19179,"Miami","FL","","Escort Service",1983,"checked","",NA,NA
"Bisayne Blvd.","General Coordinates Used","'Hitch-hikers'","",25.76168,-80.19179,"Miami","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Coconut Grove","General Coordinates Used","nr. Hamlet (afternoons)","",25.735525,-80.237719,"Miami","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Dixie Escorts","General Coordinates Used","(305) 944-8248","",25.735525,-80.237719,"Miami","FL","","Escort Service",1983,"checked","",NA,NA
"Johnny's Black Leather Shop","General Coordinates Used","(At Mine Shaft)","",25.735525,-80.237719,"Miami","FL","","Erotic Shop",1983,"checked","",NA,NA
"Logan Connection","General Coordinates Used","(Escorts) (305) 662-STUD","",25.735525,-80.237719,"Miami","FL","","Escort Service",1983,"checked","",NA,NA
"U. of Miami ","General Coordinates Used","(T-Room) (Coral Gables) (Learning Center)","",25.717892,-80.274637,"Miami","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Windjammer Cruises","Found","(Cap'n Mike) (800) 327-2600","Box 120, Miami Beach, FL 33139",25.790654,-80.130045,"Miami Beach","FL","","Travel Service",1983,"checked","Went out of business during the Financial Crisis of 2007-2008: https://en.wikipedia.org/wiki/Windjammer_Barefoot_Cruises",NA,NA
"21st St. Beach","General Coordinates Used","","",25.790654,-80.130045,"Miami Beach","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Lowdermilk Park ","Found","at Sunset","",26.162054,-81.809978,"Naples","FL","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"Naples Pier","Found","(Late)","",26.131461,-81.808834,"Naples","FL","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"Vanderbilt Beach","Found","park & walk 1 1/2 mi. s.","",26.263907,-81.824499,"Naples","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Even Odds Bar","General Coordinates Used","K-Mart Shopping Center","Hwy. 41",26.142036,-81.79481,"Naples","FL","(M)","Bars/Clubs",1983,"checked","",NA,NA
"Fashion Square Shopping Mall","Found","T-Rooms","",28.555765,-81.340593,"Orlando","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","on I-4 Buena Vista","",28.538383,-81.378927,"Orlando","FL","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"Eola Park & Drive","General Coordinates Used","","",28.538336,-81.379236,"Orlando","FL","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"Gay Community Services","General Coordinates Used","(305) 843-2750","",28.538383,-81.378927,"Orlando","FL","","Community Center/Support Groups",1983,"checked","",NA,NA
"Greyhound Bus Depot","General Coordinates Used","","",28.538383,-81.378927,"Orlando","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"M.C.C. ","General Coordinates Used","","P.O. Box 3004, Orlando, FL, 32802",28.538383,-81.378927,"Orlando","FL","(MCC)","Religious Institution",1983,"checked","",NA,NA
"Orange Blossom Trail","General Coordinates Used","'Hitch-hikers' & hustlers","",28.538336,-81.379236,"Orlando","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'Rest Stop'","General Coordinates Used","next to Gulf Coast College at foot of bay bridge - E.","",30.176591,-85.805488,"Panama City","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"New Municipal Pier","General Coordinates Used","'T-Rooms'","",30.176591,-85.805488,"Panama City","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Pensacola Beach","Found","","",30.333701,-87.141109,"Pensacola","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Beach","General Coordinates Used","on Santa Rosa Island - 3 mi. E. of Navarre Beach","",30.397856,-86.729063,"Pensacola","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Gay Line","General Coordinates Used","(904) 432-1323","",30.421309,-87.216915,"Pensacola","FL","","Hotlines",1983,"checked","",NA,NA
"North Lido Beach Woods","Found","","",27.319488,-82.581975,"Sarasota","FL","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"Gayline","General Coordinates Used","(813) 365-4669","",27.336465,-82.531012,"Sarasota","FL","","Hotlines",1983,"checked","",NA,NA
"Gulfstream Ave. Parking lot","General Coordinates Used","Ringling Blvd & Gulf Stream","",27.336465,-82.531012,"Sarasota","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Bayshore Dr. ","Found","from 2nd to Vinay Park","",27.778733,-82.625794,"St. Petersburg","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Maximo Park ","Found","","",27.710614,-82.681829,"St. Petersburg","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Skyway Bridge Park","Found","","",27.681931,-82.677679,"St. Petersburg","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Pass-a-Grille Beach","General Coordinates Used","below 8th St. ","",27.767601,-82.640291,"St. Petersburg","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Florida St. U. ","Found","(basement 3rd floor library) (Bellemy Bldg.)","",30.443062,-84.29498,"Tallahassee","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Tallahassee Mall ","Found","T-Rooms (Weekday evenings)","",30.4757,-84.290268,"Tallahassee","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Park ","General Coordinates Used","by P.O. opp. Club Park Ave. ","",30.438256,-84.280733,"Tallahassee","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Ballast Pt. ","Found","","",27.888079,-82.481484,"Tampa","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Lowry Park ","Found","T-Rooms, especially ones nr. river","",28.014924,-82.465836,"Tampa","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"River House ","Found","at Parker","Kennedy Blvd.",28.013825,-82.44229,"Tampa","FL","(M),(R),(C),(AH)","Restaurant",1983,"checked","",NA,NA
"Tampa Mun. Beach","Found","Capmbell Causeway (T-Rooms are suicide)","",27.970749,-82.579284,"Tampa","FL","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"Dignity","General Coordinates Used","(church)","P.O. Box 3306, Tampa, FL 33601",27.950575,-82.457178,"Tampa","FL","","Religious Institution",1983,"checked","",NA,NA
"Gay Coalition of S. Florida","General Coordinates Used","(813) 974-GAYS)","",27.950575,-82.457178,"Tampa","FL","","Organization",1983,"checked","",NA,NA
"U. of S. Fla.","General Coordinates Used","T-Room, nr. book store","",28.054752,-82.413829,"Tampa","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Palm Beach Mall","Found","","",26.725668,-80.086112,"West Palm Beach","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Air Force","General Coordinates Used","'B.A.' Beach","",26.715342,-80.053375,"West Palm Beach","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Kennedy Blvd.","General Coordinates Used","from Hyle Park to Ashley","",26.715342,-80.053375,"West Palm Beach","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Rollins College ","Found","Beach T-Room","",28.592659,-81.346743,"Winter Park","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Woolco","General Coordinates Used","T-Room","",28.6,-81.339235,"Winter Park","FL","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"'Bus Stop'","Found","at Pine & Jefferson ","",31.578466,-84.155978,"Albany","GA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Friends","Found","Georgian Hotel","Washington & Jackson",31.578507,-84.155741,"Albany","GA","(M),(YC),(*)","Bars/Clubs,Hotel",1983,"checked","",NA,NA
"U. of Ga. ","Found","(5th, & 6th floor T-Rooms) (Main Library)","",33.954071,-83.37378,"Albany","GA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"U. of Ga. ","Found","(T-Rooms) (Science Library Main floor)","",33.946037,-83.375308,"Albany","GA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Clayton & College Sts.","General Coordinates Used","(Weekdays - nights)","",31.578507,-84.155741,"Albany","GA","Cruisy Area,(*)","Cruising Areas",1983,"checked","",NA,NA
"U. of Ga. ","General Coordinates Used","(Gym Steam Room) (Stegeman Hall)","",33.948005,-83.377322,"Albany","GA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Legion Pool","Found","(Summers)","",33.94964,-83.378563,"Athens","GA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"U. of Ga. ","Found","(Basement T-Room) (Peabody Hall)","",33.954911,-83.373545,"Athens","GA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Cypress St. ","Found","('The Strip') an alley betw. Peachtree & W. Peachtree from 6th to 8th Sts.","",33.77731,-84.38612,"Atlanta","GA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Davison's Dept. Store","Found","T-Rooms","",33.758544,-84.387805,"Atlanta","GA","Cruisy Area","Cruising Areas",1983,"","Found on this website: http://www.thedepartmentstoremuseum.org/2010/06/davison-paxon-co-atlanta.html",NA,NA
"Grant Park ","Found","nr. Lookout Tower - 'chicken'","",33.737158,-84.36821,"Atlanta","GA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Lenox Square Mall","Found","","",33.846723,-84.363749,"Atlanta","GA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Piedmont Park ","Found","parking lot & nature trails","",33.785086,-84.373803,"Atlanta","GA","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","",NA,NA
"Cruise","General Coordinates Used","(Publication)","P.O. Box 7750, Atlanta, GA 30357",33.748995,-84.387982,"Atlanta","GA","","Publications",1983,"checked","",NA,NA
"Executive Modeling Agency","General Coordinates Used","(Escorts) (404) 875-1927","",33.748995,-84.387982,"Atlanta","GA","","Escort Service",1983,"checked","",NA,NA
"Ga. Tech ","General Coordinates Used","(T-Room) (Admin. Bldg.)","",33.779369,-84.406235,"Atlanta","GA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Gayzette","General Coordinates Used","(Publication) ","P.O. Box 13137, Atlanta, CA 30324",33.748995,-84.387982,"Atlanta","GA","","Publications",1983,"checked","",NA,NA
"Gent's ","General Coordinates Used","(Modeling Agency) (404) 636-1246","",33.748995,-84.387982,"Atlanta","GA","","Escort Service",1983,"checked","",NA,NA
"Models Atlanta ","General Coordinates Used","(404) 231-0241 ","",33.748995,-84.387982,"Atlanta","GA","","Escort Service",1983,"checked","",NA,NA
"Parking lot","General Coordinates Used","behind Bulldog","",33.748995,-84.387982,"Atlanta","GA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Ray's","General Coordinates Used","(Roommate Match Service) (404)351-6991`","",33.748995,-84.387982,"Atlanta","GA","","Business",1983,"checked","",NA,NA
"Sears","General Coordinates Used","in Buckhead T-Room ","",33.748995,-84.387982,"Atlanta","GA","Cruisy Area,(*)","Cruising Areas",1983,"checked","",NA,NA
"Calaway Gardens & showers","Found","at Robin Lake Beach (Summers)","",32.845472,-84.848281,"Columbus","GA","(*),Cruisy Area","Cruising Areas",1983,"checked","Still operating: https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=&cad=rja&uact=8&ved=2ahUKEwjo7LXkko73AhU0D0QIHYxWDbwQFnoECAsQAQ&url=https%3A%2F%2Fwww.callawaygardens.com",NA,NA
"Cooper Creek park","Found","T-Rooms","",32.514366,-84.911717,"Columbus","GA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Roadside Park","Found","nr. Ft. Benning ","Lumpkin Rd.",32.443317,-84.971632,"Columbus","GA","Cruisy Area,(AYOR)","Cruising Areas",1983,"checked","Found on Columbus Parks and Rec. website: https://parks.columbusga.gov/parks/Roadside-Park",NA,NA
"Rotary Park","Found","('Hustlers')","",32.44548,-84.976228,"Columbus","GA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
"Trailways Bus Depot","General Coordinates Used","","",32.460976,-84.987709,"Columbus","GA","Cruisy Area","Cruising Areas",1983,"checked","",NA,NA
