"Year","status","lat","lon","description","streetaddress","city","state","amenityfeatures","type","notes","title","unclear_address","full.address","geoAddress"
2003,"General Coordinates Used",26.640628,-81.872308,"I-75 to exit 25, then E on Palm Beach Blvd; go N on State Rd 31 past the civic ctr (Ruden Rd turn left) nudist area, more gay in back area","","Fort Myers","FL","(GS)","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",26.640628,-81.872308,"Log on & see current MLS listing in your destination Florida city. Search for a gay or lesbian realtor or mortgage broker.","","Fort Myers","FL","","Info Lines & Services","",NA,NA,NA,NA
2003,"Found",29.620206,-82.333659,"days","","Gainesville","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",29.569351,-82.318025,"US 441 S (past Praynes Prairie, on the right) days","","Gainesville","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",29.651634,-82.324826,"352/332-0700 live 6pm-11pm, 24hr touchtone info, also AA info","","Gainesville","FL","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",29.651634,-82.324826,"Log on & see current MLS listings in your destination Florida city. Search in a gay or lesbian realtor or mortgage broker","","Gainesville","FL","","Info Lines & Services","",NA,NA,NA,NA
2003,"Found",26.01154,-80.143033,"","","Hollywood","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",30.332184,-81.655651,"904/721-9999 Local Live Chat & Voice Personals! Hot local Men are waiting to meet you. FREE to Record, Browse & Respond to voice ads. Use code 5051","","Jacksonville","FL","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",30.332184,-81.655651,"727/526-0585  bi-weekly magazine for gay men","","Jacksonville","FL","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",30.332184,-81.655651,"Log on & see current MLS listings in your destination Florid city. Search for a gay or lesbian realtor or mortgage broker.","","Jacksonville","FL","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",30.282958,-81.394154,"S to boardwalk","","Jacksonville Beach","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",30.311908,-81.396473,"at 13th dunes, just S","","Jacksonville Beach","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",25.715974,-80.150924,"in Crandon Beach Park","","Key Biscayne","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",24.547154,-81.788282,"pier at the end of Reynolds St late","","Key West","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",24.555059,-81.779987,"at 'La Te Da' accomodations 305/296-6706 x39 brkfst & lunch Tue-Sun, dinner nightly, fusion, award-winning chef","","Key West","FL","(*)","Restaurants","",NA,NA,NA,NA
2003,"General Coordinates Used",24.555059,-81.779987,"615 & 618-622 Fleming St (at  Simonton) 305/296-9838, 800/535-9838 captain's house","","Key West","FL","(GF),(SW)","Accommodations","",NA,NA,NA,NA
2003,"Found",24.551231,-81.80012,"Zero Whalton LN (at Duvall) 305/294-7730, 888/263-7393","","Key West","FL","(GF),(SW),(NS)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",24.669021,-81.259051,"35 miles N of Key West Viking Beach is best","","Key West","FL","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",24.555059,-81.779987,"305/294-1525 vacation rental, 3-day minimum stay","","Key West","FL","(GS)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",24.555059,-81.779987,"305/532-9341, 877/932-6652 hotel reservation service","","Key West","FL","(MW),(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",24.555059,-81.779987,"","","Key West","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",24.555059,-81.779987,"comprehensive vacation planning site","","Key West","FL","","Info Lines & Services","",NA,NA,NA,NA
2003,"Found",24.555418,-81.784172,"more gay to the right","","Key West","FL","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",24.555059,-81.779987,"305/296-8654","","Key West","FL","","Info Lines & Services","",NA,NA,NA,NA
2003,"Found",24.552568,-81.800562,"305/294-4603, 800/535-7797","","Key West","FL","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",24.55439,-81.79742,"11am-7pm, Key West's most requested mobile messaging service for men, VISA, Mastercard accepted","","Key West","FL","(GO)","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",24.55439,-81.79742,"305/294-6303","","Key West","FL","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",24.55439,-81.79742,"Log on & see current MLS listings in your destination Florida city. Search for a gay or lesbian realtor or mortgage broker","","Key West","FL","","Info Lines & Services","",NA,NA,NA,NA
2003,"Found",28.055308,-81.884661,"Hwy 32","","Lakeland","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",30.469377,-83.412925,"850/973-8435 full brkfst, hot tub","","Madison","FL","(MO),(SW),(N),(WC),(GO)","Accommodations","",NA,NA,NA,NA
2003,"Found",28.138409,-80.580189,"cruisy nights","","Melbourne","FL","(AYOR)","Entertainment & Recreation","",NA,NA,NA,NA
2003,"Found",28.078221,-80.600536,"","","Melbourne","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",28.123018,-80.575366,"","","Melbourne","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",28.083627,-80.608109,"Log on & see current MLS listings in your destination Florida city. Search for a gay or lesbian realtor or mortgage broker","","Melbourne","FL","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",25.76168,-80.19179,"","","Miami","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",25.748332,-80.206401,"","","Miami","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",25.804883,-80.185825,"","","Miami","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",25.76168,-80.19179,"cruisy hitchhikers","","Miami","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",25.735525,-80.237719,"305/757-6333 club listings & more","","Miami","FL","","Publications","",NA,NA,NA,NA
2003,"Found",25.784026,-80.137479,"12th St (btwn Meridian & Alton) late nights, after bars close","","Miami","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",25.735525,-80.237719,"North Miami Beach, popular nude beach, N of station #27","","Miami","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",25.679228,-80.256602,"on Old Cutter Rd (S of Kendall Dr)","","Miami","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",25.768517,-80.133206,"305/250-9909 Local Live Chat& Voice Personals! Hot local Men are waiting to meet you. FREE to Record, Browse & Respond to voice ads. Use code 5051","","Miami","FL","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",25.768517,-80.133206,"305/532-5051","","Miami","FL","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",25.768517,-80.133206,"Collins Ave (btwn 79th & 89th Sts)","","Miami","FL","(AYOR),Cruisy Area","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",25.768517,-80.133206,"305/358-4357 24hrs, gay-friendly info & referrals for Dade County","","Miami","FL","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",25.768517,-80.133206,"305/999-9200 Meet locals for fun-times. 18+ Record & Listen FREE! Use access code 499","","Miami","FL","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",25.768517,-80.133206,"Talk and/or meet with other men from the area, at only 99c per minute","","Miami","FL","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",25.768517,-80.133206,"305/757-6333 lgbt newspaper for South Florida","","Miami","FL","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",25.768517,-80.133206,"Log on & see current MLS listings in your destination Florida city. Search for a gay or lesbian realtor or mortgage broker","","Miami","FL","","Info Lines & Services","",NA,NA,NA,NA
2003,"Found",25.781799,-80.13226,"11th & Washington 305/534-6373 24hrs, full bar","","Miami Beach","FL","","Restaurants","",NA,NA,NA,NA
2003,"Found",25.800284,-80.134026,"305/672-2080, 888/327-9118 gym, sauna, hot tub","","Miami Beach","FL","(MO),(SW),(N),(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",25.790683,-80.135209,"305/532-1516, 800/786-2732 vacation rental condos, suite hotels & homes","","Miami Beach","FL","","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",25.790683,-80.135209,"305/538-3616, 800/364-0801 reservations & rentals","","Miami Beach","FL","(*)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",25.790683,-80.135209,"Lincoln Rd (btwn West & Collins Aves) pedestrian mall that embodies the rebirth of South Beach- fabulous restaurants, stores, galleries, museums, theaters, people at every step","","Miami Beach","FL","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"Found",25.782761,-80.130685,"12 St & Ocean where the boys are","","Miami Beach","FL","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"Found",26.162054,-81.809978,"Gulf Shore Blvd N","","Naples","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",26.125968,-81.804628,"16th-18th Ave S","","Naples","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",26.263907,-81.824499,"Hwy 846 (off I-75)","","Naples","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",26.142036,-81.79481,"Log on & see current MLS listings in your destination Florida city. Search for a gay or lesbian realtor or mortgage broker","","Naples","FL","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",28.569168,-81.543962,"407718/877-6554 theater company promoting positive lgbt images","","Ocoee","FL","","Entertainment & Recreation","number is typed like this in the guide",NA,NA,NA,NA
2003,"General Coordinates Used",28.538336,-81.379236,"WPRK 91.5 FM 2pm Fri, lgbt radio","","Orlando","FL","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"Found",28.598356,-81.414574,"","","Orlando","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",28.538383,-81.378927,"407/657-4500 Local Live Chat & VoicePersonals! Hot local Men are waiting to meet you. FREE to Record, Browse & Respond to voice ads. Use code 5051","","Orlando","FL","","Men's Services","",NA,NA,NA,NA
2003,"Found",28.547912,-81.397649,"at 'Parliament House' 407/425-7571","","Orlando","FL","","Erotica","",NA,NA,NA,NA
2003,"General Coordinates Used",28.538383,-81.378927,"PO Box 22318 32830 407/396-7751, 407/414-7751 (cell) full brkfst, patio, near Walt Disney World","","Orlando","FL","(MW),(N),(GO),(SW)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",28.538383,-81.378927,"407/345-9300 The hottest local guys! 18+ Record & Listen FREE! Use access code 499","","Orlando","FL","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",28.538383,-81.378927,"900/386-2824 Talk and/or meet with other men from the area, at only 99c per minute","","Orlando","FL","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",28.538383,-81.378927,"at 'Parliament House' 407/425-7571x711 7am-11pm, till 4am Fri-Sat, till 3am Sun","","Orlando","FL","(MW)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",28.538383,-81.378927,"727/526-0585 bi-weekly magazine for gay men","","Orlando","FL","(PC)","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",28.538383,-81.378927,"407/363-9669 The city's hottest & wildest all male voice club. Chat one on one! Use access code 5111","","Orlando","FL","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",28.538383,-81.378927,"407/824-4321 don't even pretend you came to Orlando for any other reason","","Orlando","FL","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",28.538383,-81.378927,"407/481-2243 bi-weekly lgbt newspaper","","Orlando","FL","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",28.538383,-81.378927,"Log on & see current MLS listings in your destination Florida city. Search for a gay or lesbian realtor or mortgage broker","","Orlando","FL","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",30.176591,-85.805488,"1/2 mile W of Ramsgate Harbor","","Panama City","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",30.364155,-86.966854,"btwn Pensacola & Navarre beaches","","Pensacola","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",30.299731,-87.413599,"Perdido Key E of town","","Pensacola","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",30.381953,-86.862372,"Rte 399 W park on dead-end street, then walk E","","Pensacola","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",30.53174,-87.189682,"Scenic Dr","","Pensacola","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",30.53174,-87.189682,"727/526-0585 bi-weekly magazine for gay men","","Pensacola","FL","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",30.53174,-87.189682,"Log on & see current MLS listings in your destination Florida city. Search for a gay or lesbian realtor or mortgage broker","","Pensacola","FL","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",27.336465,-82.531012,"941/923-4636 24hrs, recorded info","","Sarasota","FL","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",27.336465,-82.531012,"","","Sarasota","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",27.336465,-82.531012,"Log on & see current MLS listings in your destination Florida city. Search for a gay or lesbian realtor or mortgage broker","","Sarasota","FL","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",29.892184,-81.313931,"617/216-8960 1930s beach cottage 100 yds from ocean, large deck, lesbian-owned/run","","St. Augustine","FL","(MW),(NS),(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",29.892184,-81.313931,"Log on & see current MLS listings in your destination Florida city. Search for a gay or lesbian realtor or mortgage broker","","St. Augustine","FL","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",27.767601,-82.640291,"727/586-4297 volunteers 7pm-11pm, touchtone services 24hrs","","St. Petersburg","FL","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",27.767601,-82.640291,"below 8th St","","St. Petersburg","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",27.767601,-82.640291,"813/689-7566 the Suncoast's monthly gay/lesbian newsmagazine","","St. Petersburg","FL","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",27.767601,-82.640291,"727/526-0585 bi-weekly magazine for gay men","","St. Petersburg","FL","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",27.767601,-82.640291,"Log on & see current MLS listings in your destination Florida city. Search for a gay or lesbian realtor or mortgage broker","","St. Petersburg","FL","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",30.438256,-84.280733,"Spring Hill Rd","","Tallahassee","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",30.438256,-84.280733,"Local Live Chat & Voice Personals! Hot local Men are waiting to meet you. FREE to Record, Browse & Respond to voice ads. Use code 5051","","Tallahassee","FL","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",30.438256,-84.280733,"727/526-0585 bi-weekly magazine for gay men","","Tallahassee","FL","","Publications","",NA,NA,NA,NA
2003,"Found",27.970749,-82.579284,"E side of Campbell Causeway","","Tampa","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",27.950575,-82.457178,"727/586-4297 volunteers 7pm-11pm, touchtone services 24hrs","","Tampa","FL","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",27.950575,-82.457178,"Fletcher Ave & I-75","","Tampa","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",27.950575,-82.457178,"813/251-4744 Local Live Chat & Voice Personals! Hot local Men are waiting to meet you. FREE to Record, Browse & Respond to voice ads. Use code 5051","","Tampa","FL","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",27.950575,-82.457178,"across from the military base (on E side) gay beach","","Tampa","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",27.950575,-82.457178,"813/626-6020 The hottest local guys! 18+ Record & Listen FREE! Use access code 499","","Tampa","FL","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",27.950575,-82.457178,"813/689-7566 Florida's gay/lesbian newsmagazine","","Tampa","FL","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",27.944853,-82.497079,"727/526-0585 bi-weekly magazine for gay men","","Tampa","FL","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",27.944853,-82.497079,"813/626-6633 The city's hottest & wildest all male voice club. Chat one on one! Use access code 5111","","Tampa","FL","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",27.944853,-82.497079,"407/481-2243 bi-weekly lgbt newspaper","","Tampa","FL","","Publications","",NA,NA,NA,NA
2003,"General Coordinates Used",27.944853,-82.497079,"Log on & see current MLS listings in your destination Florida city. Search for a gay or lesbian realtor or mortgage broker","","Tampa","FL","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",28.612219,-80.807554,"","","Titusville","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",27.058503,-82.444011,"walk S","","Venice","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",26.874002,-80.065017,"Ellison Wilson Rd","","West Palm Beach","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",26.531787,-80.090546,"on A1A","","West Palm Beach","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",26.461463,-80.07282,"on A1A","","West Palm Beach","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",26.824956,-80.043057,"","","West Palm Beach","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",26.715342,-80.053375,"summers","","West Palm Beach","FL","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",26.715342,-80.053375,"Log on & see current MLS listings in your destination Florida city. Search for a gay or lesbian realtor or mortgage broker","","West Palm Beach","FL","","Info Lines & Services","",NA,NA,NA,NA
2003,"Found",28.59375,-81.317328,"street bordering Ward Memorial Park","","Winter Park","FL","(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",32.157435,-82.907123,"404/876-1819 weekly lgbt newspaper","","","GA","","Publications","(statewide)",NA,NA,NA,NA
2003,"General Coordinates Used",32.157435,-82.907123,"727/526-0585 bi-weekly magazine for gay men","","","GA","","Publications","(statewide) ",NA,NA,NA,NA
2003,"Found",33.964453,-83.412193,"Sunset Dr days","","Athens","GA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",33.958537,-83.37557,"Clayton & College Sts","","Athens","GA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",33.748752,-84.387684,"WRFG 89.3FM 404/523-8989 (station #), 404/523-3471 (office #) 5pm-5:30pm Fri, radio program for Atlanta's African-American lgbt community","","Atlanta","GA","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"Found",33.791969,-84.368131,"off Monroe Dr","","Atlanta","GA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",33.748995,-84.387982,"404/893-3399, 404/627-6672 lgbt theater, seasonal musicals, call for schedule","","Atlanta","GA","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",33.748995,-84.387982,"404/525-4357 24hrs, live 6pm-11pm, info & counseling","","Atlanta","GA","","Info Lines & Services","",NA,NA,NA,NA
2003,"General Coordinates Used",33.748995,-84.387982,"WRFG 89.3 FM 404/523-8989 6pm Tue, lgbt radio program","","Atlanta","GA","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"Found",33.765506,-84.349145,"S of Ponce de Leon Ave hip & funky area w/ too many restaurants & shops to list","","Atlanta","GA","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",33.748995,-84.387982,"404/244-7000 Local Live Chat & Voice Personals! Hot local Men are waiting to meet you. FREE to Record, Browse & Respond to voice ads. Use code 5051","","Atlanta","GA","","Men's Services","",NA,NA,NA,NA
2003,"Found",33.785086,-84.373803,"near Botanical Garden","","Atlanta","GA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",33.785086,-84.373803,"SE part of the park (off Monroe & 10th St) hilltop sunbathing, cruisy parking lot","","Atlanta","GA","(AYOR)","Entertainment & Recreation","",NA,NA,NA,NA
2003,"Found",33.953309,-84.546075,"770/933-8951, 877/790-8673 romantic accommodations","","Atlanta","GA","(GF)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",33.748995,-84.387982,"404/876-1819 weekly lgbt newspaper for AL, FL (panhandle), GA, LA, MS, TN w/ resource listings (see ad in National Section after pg 350)","","Atlanta","GA","","Publications","",NA,NA,NA,NA
2003,"Found",33.819308,-84.350343,"Cheshire Bridge Rd parking lot","","Atlanta","GA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",34.075376,-84.29409,"404/870-8830 The hottest local guys! 18+ Record & Listen FREE! Use access code 499","","Atlanta","GA","","Men's Services","",NA,NA,NA,NA
2003,"General Coordinates Used",34.075376,-84.29409,"900/287-6338 Talk and/or meet with other men from the area, at only 99c per minute","","Atlanta","GA","","Men's Services","",NA,NA,NA,NA
2003,"Found",33.780401,-84.3686,"404/371-0212 lgbt theater group","","Atlanta","GA","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",34.075376,-84.29409,"404/876-7772 The city's hottest & wildest all male voice club. Chat one on one! Use access code 5111","","Atlanta","GA","","Men's Services","",NA,NA,NA,NA
2003,"Found",33.598611,-85.045833,"","","Carrollton","GA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",32.845472,-84.848281,"at Robin Lake Beach","","Columbus","GA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",32.396738,-84.956841,"","","Columbus","GA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",34.221869,-83.969135,"a rainbow rendezvous for the pleasure-boating crowd- look for the pink triangle","","Lake Lanier","GA","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"Found",32.833179,-83.615214,"","","Macon","GA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",33.930879,-84.522058,"on trails off gravel path","1050 Barclay Circle","Marietta","GA","Cruisy Area,(AYOR)","Cruising Areas","Listed under ""Atlanta, GA""",NA,NA,NA,NA
2003,"General Coordinates Used",32.080899,-81.091203,"800/289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse, & Respond to voice ads. Use code 5051","","Savannah","GA","","Men's Services","",NA,NA,NA,NA
2003,"Found",32.071502,-81.094953,"Bull St","","Savannah","GA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",32.080899,-81.091203,"PO Box 2442 31402 912/236-2489 monthly newsletter","","Savannah","GA","","Bookstores","",NA,NA,NA,NA
2003,"General Coordinates Used",32.080899,-81.091203,"912/238-9255 walking tours of downtown Savannah","","Savannah","GA","(GF)","Restaurants","",NA,NA,NA,NA
2003,"General Coordinates Used",32.080899,-81.091203,"912/234-7700 The hottest local guys! 18+ Record & Listen FREE! Use access code 499","","Savannah","GA","","Men's Services","",NA,NA,NA,NA
2003,"Found",30.887499,-83.323364,"N Valdosta Rd days","","Valdosta","GA","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",21.37895,-157.929605,"Aiea Shopping Center 808/487-2944","","Aiea, Oahu","HI","","Erotica","",NA,NA,NA,NA
2003,"General Coordinates Used",19.488983,-155.910125,"808/328-2112, 800/325-6427 working, century-old Kona farm, full brkfst","","Captain Cook, Hawaii","HI","(GS),(NS)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",19.488983,-155.910125,"808/323-2276 full brkfst, jacuzzi","","Captain Cook, Hawaii","HI","(GF),(NS)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",19.488983,-155.910125,"808/328-2450, 888/328-8301 full brkfst","","Captain Cook, Hawaii","HI","(GS),(SW),(NS),(WC),(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",19.488983,-155.910125,"808/328-8150, 800/328-8150 villa & 2-bdrm guest house","","Captain Cook, Hawaii","HI","(GS),(NS)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",20.911399,-156.251594,"808/572-1850 vacation rentals, oceanfront estate ","","Haiku, Maui","HI","(GS),(SW),(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",19.991576,-155.241908,"808/963-6789, 808/599-7763 2 units in 1 guest house on 11 acres, hot tub, ocean views","","Hamakua Coast","HI","(GS),(NS),(WC),(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",20.755717,-155.987988,"808/248-7686, 800/228-4262 studios & tropical cottages","","Hana, Maui","HI","(GS),(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",20.755717,-155.987988,"808/248-7742, 800/548-0478 reservations service","","Hana, Maui","HI","","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",20.755717,-155.987988,"808/248-8935 & 248-7092, 800/628-7092 2 full units, ocean & mtn views, lanai","","Hana, Maui","HI","(GS),(WC),(GO)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",19.725982,-155.067461,"Banyan Dr 1st beach S of the hotels","","Hilo","HI","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"Found",19.735784,-155.013314,"at end of Kalanianahole Ave (Keaukaha)","","Hilo","HI","","Entertainment & Recreation","",NA,NA,NA,NA
2003,"General Coordinates Used",19.4574,-155.890651,"1 1/2/ miles down City of Refuge Rd 808/328-2159, 800/487-2159  near ancient sanctuary w/ friendly dolphins","","Honaunau-Kona","HI","(GS),(NS)","Accommodations","",NA,NA,NA,NA
2003,"General Coordinates Used",20.079467,-155.469539,"South Koahala Coast (Amaury St-Gilles Gallery, Hapuna Beach Prince Hotel, lobby hotel) 808/880-3175","","Honokaa, Hawaii","HI","","Accommodations","",NA,NA,NA,NA
2003,"Found",21.289969,-157.847657,"near Waikiki Yacht Club","","Honolulu, Oahu","HI","Cruisy Area,(AYOR)","Cruising Areas","",NA,NA,NA,NA
2003,"General Coordinates Used",21.309885,-157.85814,"lgbt newsmagazine for Oahu, club & nightlife listings, monthly","","Honolulu, Oahu","HI","","Publications","",NA,NA,NA,NA
