"Year","status","lat","lon","description","streetaddress","city","state","amenityfeatures","type","notes","title","unclear_address","full.address","geoAddress"
2002,"General Coordinates Used",27.336465,-82.531012,"800/346-5592 gay realtor at your service, no rentals","","Sarasota","FL","","Info Lines & Services","",NA,NA,NA,NA
2002,"General Coordinates Used",27.336465,-82.531012,"941/923-4636 24hrs, recorded info","","Sarasota","FL","","Info Lines & Services","",NA,NA,NA,NA
2002,"General Coordinates Used",27.336465,-82.531012,"941/330-0888, 877/363-6246","","Sarasota","FL","","Publications","",NA,NA,NA,NA
2002,"Found",27.319488,-82.581975,"","","Sarasota","FL","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
2002,"General Coordinates Used",27.767601,-82.640291,"800/346-5592 gay realtor at your service, no rentals","","St Petersburg","FL","","Info Lines & Services","",NA,NA,NA,NA
2002,"General Coordinates Used",27.767601,-82.640291,"727/586-4297 volunteers 7pm- 11pm, touchtone service 24hrs","","St Petersburg","FL","","Info Lines & Services","",NA,NA,NA,NA
2002,"General Coordinates Used",27.767601,-82.640291,"941/330-0888, 877/363-6246","","St Petersburg","FL","","Publications","",NA,NA,NA,NA
2002,"General Coordinates Used",27.767601,-82.640291,"below 8th St","","St Petersburg","FL","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
2002,"General Coordinates Used",27.767601,-82.640291,"813/689-7566 the Suncoast's monthly gay/ lesbian newsmagazine","","St Petersburg","FL","","Publications","",NA,NA,NA,NA
2002,"General Coordinates Used",27.767601,-82.640291,"727/526-0585 bi-weekly magazine for gay men","","St Petersburg","FL","","Publications","",NA,NA,NA,NA
2002,"General Coordinates Used",27.742813,-82.750454,"St Pete Beach 800/346-5592 gay realtor at your service, no rentals","","St Petersburg Beach","FL","","Info Lines & Services","",NA,NA,NA,NA
2002,"General Coordinates Used",27.664827,-81.515753,"404/876-1819 weekly Igbt newspaper for AL, FL (panhandle), GA, LA, MS, TN w/ resource listings","","Statewide","FL","","Publications","",NA,NA,NA,NA
2002,"General Coordinates Used",27.664827,-81.515753,"727/526-0585 bi-weekly magazine for gay men","","Statewide","FL","","Publications","",NA,NA,NA,NA
2002,"General Coordinates Used",30.438256,-84.280733,"Spring Hills Rd ","","Tallahassee","FL","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
2002,"General Coordinates Used",30.438256,-84.280733,"850/385-9900 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 5050","","Tallahassee","FL","","Men's Services","",NA,NA,NA,NA
2002,"General Coordinates Used",30.438256,-84.280733,"727/526-0585 bi-weekly magazine for gay men","","Tallahassee","FL","","Publications","",NA,NA,NA,NA
2002,"Found",27.970749,-82.579284,"E side of Campbell Causeway","","Tampa","FL","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
2002,"General Coordinates Used",27.950575,-82.457178,"800/346-5592 gay realtor at your service, no rentals","","Tampa","FL","","Info Lines & Services","",NA,NA,NA,NA
2002,"General Coordinates Used",27.950575,-82.457178,"727/586-4297 volunteers 7pm- 11 pm, touchtone service 24hrs","","Tampa","FL","","Info Lines & Services","",NA,NA,NA,NA
2002,"General Coordinates Used",27.950575,-82.457178,"813/251-4744 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 5050.","","Tampa","FL","","Men's Services","",NA,NA,NA,NA
2002,"General Coordinates Used",27.950575,-82.457178,"across from the military base (on E side) gay beach","","Tampa","FL","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
2002,"General Coordinates Used",27.950575,-82.457178,"813/645-3842 1910 Victorian home, 30 min S of Tampa & 30 min N of Sarasota","","Tampa","FL","(MW),(P)","Accommodations","",NA,NA,NA,NA
2002,"General Coordinates Used",27.950575,-82.457178,"813/626-6020 Meet locals for fun times. 18+ Record & Listen FREE! Use access code 499.","","Tampa","FL","","Men's Services","",NA,NA,NA,NA
2002,"General Coordinates Used",27.950575,-82.457178,"813/689-7566 Florida's gay/lesbian newsmagazine","","Tampa","FL","","Publications","",NA,NA,NA,NA
2002,"General Coordinates Used",27.944853,-82.497079,"727/526-0585 bi-weekly magazine for gay men","","Tampa","FL","","Publications","",NA,NA,NA,NA
2002,"General Coordinates Used",27.944853,-82.497079,"407/481-2243 bi-weekly Igbt newspaper","","Tampa","FL","","Publications","",NA,NA,NA,NA
2002,"General Coordinates Used",28.612219,-80.807554,"","","Titusville","FL","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
2002,"Found",27.058503,-82.444011,"walk 5","","Venice","FL","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
2002,"General Coordinates Used",27.099778,-82.454263,"800/346-5592 gay realtor at your service, no rentals","","Venice","FL","","Info Lines & Services","",NA,NA,NA,NA
2002,"Found",26.874002,-80.065017,"Ellison Wilson Rd (in Juno Beach)","","West Palm Beach","FL","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
2002,"General Coordinates Used",26.531787,-80.090546,"on A1A","","West Palm Beach","FL","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
2002,"General Coordinates Used",26.671834,-80.05526,"800/346-5592 gay realtor at your service, no rentals","","West Palm Beach","FL","","Info Lines & Services","",NA,NA,NA,NA
2002,"General Coordinates Used",26.461463,-80.07282,"A1A","","West Palm Beach","FL","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
2002,"Found",26.824956,-80.043057,"","","West Palm Beach","FL","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
2002,"General Coordinates Used",26.715342,-80.053375,"summers","","West Palm Beach","FL","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
2002,"Found",28.59375,-81.317328,"street bordering Ward Memorial Park","","Winter Park","FL","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
2002,"General Coordinates Used",28.599808,-81.339296,"800/346-5592 gay realtor at your service, no rentals","","Winter Park","FL","","Info Lines & Services","",NA,NA,NA,NA
2002,"Found",33.964453,-83.412193,"Sunset Dr days","","Athens","GA","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
2002,"Found",33.958537,-83.37557,"","Clayton & College Sts","Athens","GA","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
2002,"General Coordinates Used",33.748752,-84.387684,"WRFG 89.3FM 404/523-8989 (station #), 404/523-3471 (office #) 5pm-5:30pm Fri, radio program for Atlanta's African-American Igbt community","","Atlanta","GA","","Entertainment & Recreation","",NA,NA,NA,NA
2002,"General Coordinates Used",33.748752,-84.387684,"404/892-2968 gay multicultural group, many social events","","Atlanta","GA","","Info Lines & Services","",NA,NA,NA,NA
2002,"General Coordinates Used",33.781735,-84.363513,"404/817-3898 glossy newsmagazine for Igbt African-Americans, some nat'l club listings","","Atlanta","GA","","Publications","",NA,NA,NA,NA
2002,"General Coordinates Used",33.748995,-84.363513,"800/346-5592 gay realtor at your service, no rentals","","Atlanta","GA","","Info Lines & Services","",NA,NA,NA,NA
2002,"Found",33.791969,-84.368131,"off Monroe Rd","","Atlanta","GA","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
2002,"General Coordinates Used",33.748995,-84.387982,"404/888-0063 weekly entertainment guide & news resource for Igbt Atlanta St Southeast","","Atlanta","GA","","Publications","",NA,NA,NA,NA
2002,"General Coordinates Used",33.748995,-84.387982,"404/893-3344 , 404/627-6672 Igbt theater, seasonal musicals, call for schedule","","Atlanta","GA","","Entertainment & Recreation","",NA,NA,NA,NA
2002,"General Coordinates Used",33.748995,-84.387982,"404/525-4357 24hrs, live 6pm-11 pm, info & counseling","","Atlanta","GA","","Info Lines & Services","",NA,NA,NA,NA
2002,"General Coordinates Used",33.748995,-84.387982,"WRFG 89.3 FM 404/523-8989 6pm Tue, Igbt radio program","","Atlanta","GA","","Entertainment & Recreation","",NA,NA,NA,NA
2002,"Found",33.765506,-84.349145,"S of Ponce de Leon Ave hip & funky area w/ too many restaurants & shops to list","","Atlanta","GA","","Entertainment & Recreation","",NA,NA,NA,NA
2002,"General Coordinates Used",33.748995,-84.387982,"404/244-7000 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 5050.","","Atlanta","GA","","Men's Services","",NA,NA,NA,NA
2002,"Found",33.785086,-84.373803,"nr Botanical Garden","","Atlanta","GA","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
2002,"Found",33.785086,-84.373803,"SE part of the park (off Monroe & 10th St) hilltop sunbathing, cruisy parking lot","","Atlanta","GA","(AYOR)","Entertainment & Recreation","",NA,NA,NA,NA
2002,"Found",33.953309,-84.546075,"770/933-8951, 877/790-8673 romantic accommodations","","Atlanta","GA","(GF)","Accommodations","",NA,NA,NA,NA
2002,"General Coordinates Used",33.748995,-84.387982,"770/908-3381 meets 2nd Sat at Atlanta Eagle","","Atlanta","GA","","Info Lines & Services","",NA,NA,NA,NA
2002,"General Coordinates Used",33.748995,-84.387982,"404/876-1819 weekly Igbt newspaper for AL, FL (panhandle), GA, LA, MS, TN w/ resource listings","","Atlanta","GA","","Publications","",NA,NA,NA,NA
2002,"Found",33.819308,-84.350343,"Cheshire Bridge Rd parking lot","","Atlanta","GA","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
2002,"General Coordinates Used",34.075376,-84.29409,"404/870-8830 Meet locals for fun times. 18+ Record & Listen FREE! Use access code 499","","Atlanta","GA","","Men's Services","",NA,NA,NA,NA
2002,"General Coordinates Used",34.075376,-84.29409,"900/287-6338 Talk and/or meet with other men from the area, at only 99¢ per minute","","Atlanta","GA","","Men's Services","",NA,NA,NA,NA
2002,"Found",33.598611,-85.045833,"","","Carrollton","GA","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
2002,"Found",32.845472,-84.848281,"at Robin Lake Beach","","Columbus","GA","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
2002,"Found",32.396738,-84.956841,"","","Columbus","GA","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
2002,"General Coordinates Used",34.221869,-83.969135,"a rainbow rendezvous for the pleasure boating crowd-look for the pink triangle","","Lake Lanier","GA","","Entertainment & Recreation","",NA,NA,NA,NA
2002,"Found",32.833179,-83.615214,"","","Macon","GA","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
2002,"General Coordinates Used",33.941108,-84.213744,"770/931-3860 social events for singles & couples (in & around Gwinett County)","","Norcross","GA","","Info Lines & Services","",NA,NA,NA,NA
2002,"General Coordinates Used",32.080899,-81.091203,"800/346-5592 gay realtor at your service, no rentals","","Savannah","GA","","Info Lines & Services","",NA,NA,NA,NA
2002,"General Coordinates Used",32.080899,-81.091203,"800/289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 5050","","Savannah","GA","","Men's Services","",NA,NA,NA,NA
2002,"Found",32.071502,-81.094953,"Bull St ","","Savannah","GA","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
2002,"General Coordinates Used",32.080899,-81.091203,"PO Box 2442 31402, 912/236-2489 monthly newsletter","","Savannah","GA","","Publications","",NA,NA,NA,NA
2002,"General Coordinates Used",32.080899,-81.091203,"912/238-9255 variety of walking tours of downtown Savannah","","Savannah","GA","(GF)","Entertainment & Recreation","",NA,NA,NA,NA
2002,"General Coordinates Used",32.080899,-81.091203,"912/234-7700 Meet locals for fun times. 18+ Record & Listen FREE! Use access code 499.","","Savannah","GA","","Men's Services","",NA,NA,NA,NA
2002,"General Coordinates Used",32.157435,-82.907123,"404/888-0063 weekly entertainment guide & news resource for Igbt Atlanta & Southeast","","Statewide","GA","","Publications","",NA,NA,NA,NA
2002,"General Coordinates Used",32.157435,-82.907123,"404/876-1819 weekly Igbt newspaper for AL, FL (panhandle), GA, LA, MS, TN w/ resource listings","","Statewide","GA","","Publications","",NA,NA,NA,NA
2002,"General Coordinates Used",32.157435,-82.907123,"727/526-0585 bi-weekly magazine for gay men","","Statewide","GA","","Publications","",NA,NA,NA,NA
2002,"Found",30.887499,-83.323364,"N Valdosta Rd days","","Valdosta","GA","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
2002,"General Coordinates Used",19.488983,-155.910125,"808/323-2276 full brkfst, jacuzzi","","Captain Cook, Hawaii","HI","(GF),(NS)","Accommodations","",NA,NA,NA,NA
2002,"General Coordinates Used",19.488983,-155.910125,"808/328-2540, 888/328-8301 full brkfst","","Captain Cook, Hawaii","HI","(GS),(SW),(NS),(WC),(GO)","Accommodations","",NA,NA,NA,NA
2002,"General Coordinates Used",19.488983,-155.910125,"808/328-8150, 800/328-8150 villa & 2-bdrm guesthouse","","Captain Cook, Hawaii","HI","(GS),(NS)","Accommodations","",NA,NA,NA,NA
2002,"General Coordinates Used",20.911399,-156.251594,"808/572-9726, 800/258-8588 also cottages, hot tub","","Haiku, Maui","HI","(GS),(SW),(N),(GO)","Accommodations","",NA,NA,NA,NA
2002,"General Coordinates Used",19.991576,-155.241908,"808/963-6789, 808/599-7763, 2 units in 1 guesthouse on 11 acres, hot tub, ocean views","","Hamakua Coast","HI","(GS),(NS),(GO)","Accommodations","",NA,NA,NA,NA
2002,"General Coordinates Used",20.755717,-155.987988,"808/248-7868, 800/228-4262 studios & tropical cottages","","Hana, Maui","HI","(GS),(GO)","Accommodations","",NA,NA,NA,NA
2002,"General Coordinates Used",20.755717,-155.987988,"808/248-7742, 800/548-0478 reservations service","","Hana, Maui","HI","","Accommodations","",NA,NA,NA,NA
2002,"General Coordinates Used",20.755717,-155.987988,"808/248-8935 & 248-7092, 800/628-7092 2 full units, ocean & mtn views, lanai","","Hana, Maui","HI","(GS),(WC),(GO)","Accommodations","",NA,NA,NA,NA
2002,"General Coordinates Used",22.205929,-159.497565,"800/346-5592 gay realtor at your service, no rentals","","Hanalei, Kauai","HI","","Info Lines & Services","",NA,NA,NA,NA
2002,"General Coordinates Used",19.725982,-155.067461,"Banyan Dr 1st beach S of the hotels","","Hilo","HI","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
2002,"Found",19.735784,-155.013314,"at end of Kalanianaole Ave (Keaukaha)","","Hilo","HI","","Entertainment & Recreation","",NA,NA,NA,NA
2002,"General Coordinates Used",20.079467,-155.469539,"808/775-7222, 800/789-7614 B&B, cottages","","Honokaa, Hawaii","HI","(GF)","Accommodations","",NA,NA,NA,NA
2002,"Found",21.289969,-157.847657,"nr Waikiki Yacht Club","","Honolulu, Oahu","HI","(AYOR)","Erotica","",NA,NA,NA,NA
2002,"General Coordinates Used",21.309885,-157.85814,"808/923-9734 Igbt commitment ceremonies","","Honolulu, Oahu","HI","","Info Lines & Services","",NA,NA,NA,NA
2002,"General Coordinates Used",21.309885,-157.85814,"800/346-5592 gay realtor at your service, no rentals","","Honolulu, Oahu","HI","","Info Lines & Services","",NA,NA,NA,NA
2002,"General Coordinates Used",21.309885,-157.85814,"808/923-7378 Igbt newsmagazine for all islands, club & nightlife listings, monthly","","Honolulu, Oahu","HI","","Publications","",NA,NA,NA,NA
2002,"General Coordinates Used",21.309885,-157.85814,"808/737-6275 call for appt & location","","Honolulu, Oahu","HI","","Retail Shops","",NA,NA,NA,NA
2002,"General Coordinates Used",21.309885,-157.85814,"808/923-4270 social/support mtgs, 6:30pm every other Fri","","Honolulu, Oahu","HI","","Info Lines & Services","",NA,NA,NA,NA
2002,"Found",21.280518,-157.808799,"888/534-7644 personalized Hawaiian greeting service, complete w/fresh flower leis","","Honolulu, Oahu","HI","","Info Lines & Services","",NA,NA,NA,NA
2002,"General Coordinates Used",21.309885,-157.85814,"808/455-8193 gay hiking tours every other Sun","","Honolulu, Oahu","HI","","Entertainment & Recreation","",NA,NA,NA,NA
2002,"General Coordinates Used",21.309885,-157.85814,"808/599-6999 100% LOCAL! Hot local men waiting to meet you! FREE to Record, Browse & Respond to voice ads Use code 5050.","","Honolulu, Oahu","HI","","Men's Services","",NA,NA,NA,NA
2002,"General Coordinates Used",21.309885,-157.85814,"808/955-5959 everything you need to know about gay Hawaii","","Honolulu, Oahu","HI","","Publications","",NA,NA,NA,NA
2002,"General Coordinates Used",21.309885,-157.85814,"808/923-2400 distributed free in the islands or $5 by mail order","","Honolulu, Oahu","HI","","Publications","",NA,NA,NA,NA
2002,"Found",21.26791,-157.82247,"Kapiolani Park, popular gay beach","","Honolulu, Oahu","HI","","Entertainment & Recreation","",NA,NA,NA,NA
2002,"General Coordinates Used",21.309885,-157.85814,"808/943-2628 whale-watching, snorkeling, sunset cocktails & commitment ceremonies","","Honolulu, Oahu","HI","(GO)","Entertainment & Recreation","",NA,NA,NA,NA
2002,"General Coordinates Used",21.309885,-157.85814,"808/922-2600, 888/922-3483 various diving trips, free hotel pick-up","","Honolulu, Oahu","HI","","Entertainment & Recreation","",NA,NA,NA,NA
2002,"General Coordinates Used",21.309885,-157.85814,"808/596-7222 Meet locals for fun times. 18+ Record & Listen FREE! Use access code 499.","","Honolulu, Oahu","HI","","Men's Services","",NA,NA,NA,NA
2002,"General Coordinates Used",20.908333,-156.2275,"808/572-4530 seasonal","","Huelo, Maui","HI","(GF)","Accommodations","",NA,NA,NA,NA
2002,"General Coordinates Used",19.641913,-155.996225,"808/329-8676 , 800/528-2456 hot tub, plantation-style B&B","","Kailua-Kona","HI","(*),(MW),(GO)","Accommodations","",NA,NA,NA,NA
2002,"Found",19.579266,-155.966671,"","","Kailua-Kona","HI","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
2002,"General Coordinates Used",19.639994,-155.996926,"","","Kailua-Kona","HI","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
2002,"General Coordinates Used",19.639994,-155.996926,"5 miles S of airport, Kailua-Kona far N end of beach","","Kailua-Kona","HI","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
2002,"Found",19.638458,-156.002677,"off Hwy 19, N of Kailua-Kona left on Honokohau Harbor Rd, right before the marina, park at dead end & walk over rocks & down path to beach (not a nude beach-tickets given for nudity)","","Kailua-Kona","HI","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
2002,"Found",21.42324,-157.748452,"Aikahi Park Shopping Ctr (nr Kaneohe Marine Base) 808/254-6066","","Kailua, Oahu","HI","","Erotica","",NA,NA,NA,NA
2002,"General Coordinates Used",21.925571,-159.527211,"800/346-5592 gay realtor at your service, no rentals","","Kalaheo, Kauai","HI","","Info Lines & Services","",NA,NA,NA,NA
2002,"General Coordinates Used",22.094739,-159.324593,"808/823-8335 , 888/371-7716 plantation house & cottage w/360° ocean & mtn views, full brkfst","","Kapaa, Kauai","HI","(M)","Accommodations","",NA,NA,NA,NA
2002,"Found",22.116944,-159.299444,"off Hwy 56, N of Kapaa (btwn 11 & 12-mile markers) walk along cane field, down through ironwood trees & then to the right on the dirt road to the beach","","Kapaa, Kauai","HI","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
2002,"General Coordinates Used",22.094739,-159.324593,"808/822-7171 Fri night, call for location","","Kapaa, Kauai","HI","","Entertainment & Recreation","",NA,NA,NA,NA
2002,"General Coordinates Used",22.094739,-159.324593,"808/823-9606, 800/830-3403 x39 modern 2-story house w/lush tropical garden, waterfalls & water garden","","Kapaa, Kauai","HI","(GS)","Accommodations","",NA,NA,NA,NA
2002,"General Coordinates Used",22.09644,-159.526124,"808/328-9607, 800/527-7789 free reservation service","","Kauai","HI","(MW)","Info Lines & Services","",NA,NA,NA,NA
2002,"General Coordinates Used",22.09644,-159.526124,"808/823-6248","","Kauai","HI","","Info Lines & Services","",NA,NA,NA,NA
2002,"General Coordinates Used",21.090987,-157.018628,"808/248-7868, 800/228-4262 beachfront units","","Kaunakakai, Molokai","HI","(GF),(SW),(GO)","Accommodations","",NA,NA,NA,NA
2002,"Found",20.732163,-156.453931,"Kalama Park South Pavilion 808/874-3589 7:30am Sun","","Kihei, Maui","HI","","Info Lines & Services","",NA,NA,NA,NA
2002,"General Coordinates Used",20.739941,-156.454187,"800/289-1522, 877/445-5885 1 & 2-bdrm beachfront condos, nr outdoor recreation","","Kihei, Maui","HI","(GS),(SW),(NS),(WC),(GO)","Accommodations","",NA,NA,NA,NA
2002,"General Coordinates Used",20.739941,-156.454187,"323/467-2991, 800/788-5046 rental condo nr ocean, hot tub","","Kihei, Maui","HI","(GS),(SW),(GO)","Accommodations","",NA,NA,NA,NA
2002,"General Coordinates Used",20.739941,-156.454187,"808/891-8603, 800/311-4460 extensive activities, tours & travel arrangements, commitment ceremonies","","Kihei, Maui","HI","","Info Lines & Services","",NA,NA,NA,NA
2002,"General Coordinates Used",20.739941,-156.454187,"808/874-1048, 800/800-8608 fully equipped condos & apts, nonsmoking rms available","","Kihei, Maui","HI","(GS),(GO)","Accommodations","",NA,NA,NA,NA
2002,"Found",20.731438,-156.452933,"","","Kihei, Maui","HI","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
2002,"General Coordinates Used",22.21205,-159.407339,"808/828-1626 clifftop rental home, nr beaches","","Kilauea, Kauai","HI","(GS),(N),(NS),(GO)","Accommodations","",NA,NA,NA,NA
2002,"General Coordinates Used",22.21205,-159.407339,"808/828-0228, 888/8-KUOKOA overlooks Pacific, private path to secluded beach, jacuzzi","","Kilauea, Kauai","HI","(MW),(SW),(NS),(GO)","Accommodations","",NA,NA,NA,NA
2002,"Found",22.220471,-159.417479,"inquire locally","","Kilauea, Kauai","HI","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
2002,"General Coordinates Used",20.791352,-156.324877,"808/876-0000 on the slopes of Mt Haleakala, HIV+ welcome","","Kula, Maui","HI","(*),(MW),(WC)","Accommodations","",NA,NA,NA,NA
2002,"General Coordinates Used",20.882371,-156.681619,"800/346-5592 gay realtor at your service, no rentals","","Lahaina, Maui","HI","","Info Lines & Services","",NA,NA,NA,NA
2002,"General Coordinates Used",20.915891,-156.695939,"along Beach Walk","","Lahaina, Maui","HI","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
2002,"Found",22.037233,-159.336448,"off Hwy 56 btwn Lihue & Kapaa (S of Wailua River) gay beach btwn the condos & the golf course","","Lihue, Kauai","HI","","Entertainment & Recreation","",NA,NA,NA,NA
2002,"General Coordinates Used",20.654444,-156.4425,"Pilani Hwy south to Wailea, right at Wailea Ike Dr, left on Wailea Alanui Dr to public beach, then take trail up hill at end of beach","","Makena, Maui","HI","(MW)","Entertainment & Recreation","",NA,NA,NA,NA
2002,"General Coordinates Used",20.798363,-156.331925,"808/244-4566 recorded events info","","Maui","HI","","Info Lines & Services","",NA,NA,NA,NA
2002,"General Coordinates Used",20.798363,-156.331925,"866/879-1357 activities, accommodations & commitment ceremonies","","Maui","HI","","Info Lines & Services","",NA,NA,NA,NA
2002,"General Coordinates Used",20.798363,-156.331925,"888/424-5550 commitment ceremonies in secluded Maui locations","","Maui","HI","","Info Lines & Services","",NA,NA,NA,NA
2002,"General Coordinates Used",20.798363,-156.331925,"808/244-4566 (24hr info) monthly Igbt newspaper, free at locations throughout HI","","Maui","HI","","Publications","",NA,NA,NA,NA
2002,"General Coordinates Used",20.798363,-156.331925,"800/659-1866 scenic gay weddings","","Maui","HI","","Info Lines & Services","",NA,NA,NA,NA
2002,"General Coordinates Used",21.438912,-158.000056,"808/922-5176, 800/982-5176 Igbt commitment ceremonies","","Oahu","HI","","Info Lines & Services","",NA,NA,NA,NA
2002,"General Coordinates Used",21.438912,-158.000056,"808/955-5959 everything you need to know about gay Hawaii","","Oahu","HI","","Publications","",NA,NA,NA,NA
2002,"General Coordinates Used",21.438912,-158.000056,"808/923-2400, 800/735-6600 Hawaii vacation packages","","Oahu","HI","","Accommodations","",NA,NA,NA,NA
2002,"General Coordinates Used",21.438912,-158.000056,"PO Box 88245 96830-8245, 808/923-2400 distributed free in the islands or $5 by mail order","","Oahu","HI","","Publications","",NA,NA,NA,NA
2002,"General Coordinates Used",19.49544,-154.949411,"Main St 808/965-9661 metaphysical books & vegetarian/espresso cafe","","Pahoa, Hawaii","HI","","Bookstores","",NA,NA,NA,NA
2002,"General Coordinates Used",19.49544,-154.949411,"808/965-7828, 800/800-6886 coastal retreat & spa, full brkfst, hot tub","","Pahoa, Hawaii","HI","(GS),(F),(SW),(WC),(GO)","Accommodations","",NA,NA,NA,NA
2002,"Found",19.394658,-154.929088,"off Hwy 137 (trailhead at 19-mile marker phone booth) lava rock trail to clothing-optional black sand beach","","Pahoa, Hawaii","HI","","Entertainment & Recreation","",NA,NA,NA,NA
2002,"General Coordinates Used",19.49544,-154.949411,"808/965-0830 country retreat on 5 secluded acres","","Pahoa, Hawaii","HI","(GS),(SW),(GO)","Accommodations","",NA,NA,NA,NA
2002,"General Coordinates Used",19.49544,-154.949411,"808/965-9011 custom-made remote land & sea excursions","","Pahoa, Hawaii","HI","(GO)","Entertainment & Recreation","",NA,NA,NA,NA
2002,"General Coordinates Used",19.49544,-154.949411,"808/965-9011 B&B hideaway by the sea","","Pahoa, Hawaii","HI","(GS),(SW),(NS),(GO)","Accommodations","",NA,NA,NA,NA
2002,"General Coordinates Used",19.49544,-154.949411,"3 miles S of Pahoa on Keaau-Pahoa Rd early eves","","Pahoa, Hawaii","HI","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
2002,"General Coordinates Used",19.427231,-155.233802,"808/967-7986, 800/455-3803 hot tub","","Volcano Village ","HI","(GS),(WC),(GO)","Accommodations","",NA,NA,NA,NA
2002,"General Coordinates Used",21.279346,-157.829185,"Waikiki 808/737-1281, 888/261-7092","","Waikiki","HI","(GS)","Accommodations","",NA,NA,NA,NA
2002,"General Coordinates Used",20.687183,-156.439167,"nr Little Beach at Makena (1 mile S of Maui Prince Hotel) shave ice, fresh fruit smoothies","","Wailea, Maui","HI","(GO)","Cafes","",NA,NA,NA,NA
2002,"General Coordinates Used",20.886943,-156.504834,"808/242-6821, 808/665-5990 Igbt youth group, meets Wed","","Wailuku, Maui","HI","(MW)","Info Lines & Services","",NA,NA,NA,NA
2002,"General Coordinates Used",20.886943,-156.504834,"808/242-8760, 888/558-8760 house, suites & cottage, hot tub","","Wailuku, Maui","HI","(GS),(GO)","Accommodations","",NA,NA,NA,NA
2002,"Found",43.610906,-116.220551,"nr baseball fields","","Boise","ID","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
2002,"General Coordinates Used",43.615019,-116.202314,"208/342-2723 outdoor activities social group, biking 2:30pm Sun","","Boise","ID","","Entertainment & Recreation","",NA,NA,NA,NA
2002,"General Coordinates Used",43.615019,-116.202314,"800/289-1489 Call for the local # nearest you! Hot men waiting to meet you! FREE to Record, Browse & Respond to voice ads. Use code 5050.","","Boise","ID","","Men's Services","",NA,NA,NA,NA
2002,"General Coordinates Used",43.615019,-116.202314,"208/853-1110 6pm on 3rd Sat, call for Info","","Boise","ID","","Entertainment & Recreation","",NA,NA,NA,NA
2002,"General Coordinates Used",43.615019,-116.202314,"208/376-7788 Meet locals for fun times. 18+ Record & Listen FREE! Use access code 499.","","Boise","ID","","Men's Services","",NA,NA,NA,NA
2002,"General Coordinates Used",43.615019,-116.202314,"208/571-9096 call for info","","Boise","ID","","Entertainment & Recreation","",NA,NA,NA,NA
2002,"General Coordinates Used",43.615019,-116.202314,"208/336-3870 24hr activities hotline, meet at The Flicks 7pm 2nd Th","","Boise","ID","","Entertainment & Recreation","",NA,NA,NA,NA
2002,"Found",43.500985,-112.042787,"opposite the hospital","","Idaho Falls","ID","(AYOR),Cruisy Area","Cruisy Areas","",NA,NA,NA,NA
