ID,Title,status,description,streetaddress,lat/lon,city,state,amenityfeatures,type,Year,unclearaddress,uncleartype,notes,dateadded,lastmodified
620,Teachers College Bldg.,Found,U. of Cincinnati,,"39.132922,-84.51495",Cincinnati,OH,Cruisy Area,"Cruising Areas,Organizations",1976,checked,,,3/2/2020 12:58am,3/13/2020 9:40pm
351,Teachers College Bldg.,Found,T-Room U. of Cincy ,,"39.132922,-84.51495",Cincinnati,OH,Cruisy Area,Cruising Areas,1978,checked,,,2/28/2020 12:52am,2/28/2020 2:31am
380,The Mail,Found,downtown-12 p.m. police curfew,,"41.502909,-81.69395",Cleveland,OH,Cruisy Area,Cruising Areas,1978,checked,,,2/28/2020 1:27am,3/13/2020 9:29pm
1069,The Mall,Found,downtown,,"41.502909,-81.69395",Cleveland,OH,Cruisy Area,Cruising Areas,1972,checked,,,3/2/2020 9:16pm,3/2/2020 11:10pm
745,The Mall,Found,downtown-12pm police curgew,,"41.502909,-81.69395",Cleveland,OH,Cruisy Area,Cruising Areas,1975,checked,,,3/2/2020 2:54am,3/2/2020 3:51am
639,The Mall,Found,downtown 12 p.m. police curfew,,"41.502909,-81.69395",Cleveland,OH,Cruisy Area,Cruising Areas,1976,checked,,,3/2/2020 1:14am,3/2/2020 2:13am
523,The Mall,Found,downtown-12 p.m. police curfew,,"41.502909,-81.69395",Cleveland,OH,Cruisy Area,Cruising Areas,1977,checked,,,2/29/2020 6:35pm,2/29/2020 7:43pm
228,The Mall,Found,Downtown-(Hot) Midnight police curfew,,"41.502909,-81.69395",Cleveland,OH,"Cruisy Area,(HOT)",Cruising Areas,1979,checked,,,2/27/2020 2:34pm,3/28/2020 4:13pm
71,The Mall,Found,Downtown-Midnight police curfew,,"41.502909,-81.69395",Cleveland,OH,"Cruisy Area,(AYOR)",Cruising Areas,1980,checked,,,2/20/2020 11:44pm,3/13/2020 9:14pm
905,The Mall ,Found,downtown,,"41.502909,-81.69395",Cleveland,OH,Cruisy Area,Cruising Areas,1973,checked,,,3/2/2020 3:53am,3/2/2020 7:08pm
835,The Mall ,Found,downtown,,"41.502909,-81.69395",Cleveland,OH,Cruisy Area,Cruising Areas,1974,checked,,,3/2/2020 3:52am,3/2/2020 8:07pm
110,The Place 76 Lounge,General City Coordinates Used,(Some L) Elyria-Loraine,Holidy Inn,"41.452819,-82.182375",Loraine,OH,"(M),(L)","Hotels,Bars/Clubs",1980,checked,checked,,2/20/2020 11:44pm,3/13/2020 9:16pm
657,The World,General City Coordinates Used,(Supposedly opening on Main St. in early 1975),," 39.758948,-84.191607",Dayton,OH,,Bars/Clubs,1976,checked,,,3/2/2020 1:19am,3/2/2020 2:13am
532,Tiny's,Found,"('drags') (Some B, RT) (WE*)",High St. at Mound,"39.954807,-82.999206",Columbus,OH,"(S),(B),(RT),(WE),(*)",Bars/Clubs,1977,checked,,,2/29/2020 6:44pm,2/29/2020 7:43pm
390,Tiny's,Found,"(Some B,RT,'Drags') (WE*)",High St. at Mound,"39.954807,-82.999206",Columbus,OH,"(S),(B),(RT),(WE),(*)",Bars/Clubs,1978,checked,,,2/28/2020 1:33am,2/28/2020 2:31am
296,Toledo U.,Found,Old Library Bldg.-2nd floor T-Room,,"41.65788,-83.614237",Toledo,OH,Cruisy Area,"Cruising Areas,Organizations",1979,checked,,,2/27/2020 9:57pm,3/13/2020 9:24pm
755,Towne Cinema,General City Coordinates Used,,," 39.961176,-82.998794 ",Columbus,OH,Cruisy Area,"Cruising Areas,Theatre",1975,checked,,,3/2/2020 2:54am,3/2/2020 3:51am
650,Towne Cinema,General City Coordinates Used,,," 39.961176,-82.998794 ",Columbus,OH,Cruisy Area,"Cruising Areas,Theatre",1976,checked,,,3/2/2020 1:19am,3/13/2020 9:41pm
536,Towne Cinema,General City Coordinates Used,,," 39.961176,-82.998794 ",Columbus,OH,Cruisy Area,"Cruising Areas,Theatre",1977,checked,,,2/29/2020 6:44pm,3/13/2020 9:37pm
395,Towne Cinema,General City Coordinates Used,,," 39.961176,-82.998794 ",Columbus,OH,Cruisy Area,"Cruising Areas,Theatre",1978,checked,,,2/28/2020 1:33am,2/28/2020 2:31am
241,Towne Cinema,General City Coordinates Used,,," 39.961176,-82.998794 ",Columbus,OH,Cruisy Area,"Cruising Areas,Theatre",1979,checked,,,2/27/2020 2:34pm,3/13/2020 9:21pm
84,Towne Cinema,General City Coordinates Used,,," 39.961176,-82.998794 ",Columbus,OH,Cruisy Area,"Cruising Areas,Theatre",1980,checked,,,2/20/2020 11:44pm,3/13/2020 9:15pm
858,Trailway Depot Cafe,General City Coordinates Used,(after hours),Monroe St.,"41.652805,-83.537867 ",Toledo,OH,"(M),(R),(C),(*)",Restaurant,1974,checked,,,3/2/2020 3:52am,3/2/2020 8:07pm
849,Troubador,General City Coordinates Used,,Lake Road,"41.859497,-80.953983",Geneva on the Lake,OH,"(M),(YC)",Bars/Clubs,1974,checked,,,3/2/2020 3:52am,3/2/2020 8:07pm
771,Troubador,General City Coordinates Used,,Lake Wood,"41.859497,-80.953983",Geneva on the Lake,OH,"(M),(YC)",Bars/Clubs,1975,checked,,,3/2/2020 3:31am,3/2/2020 3:51am
665,Troubador,General City Coordinates Used,,Lake Road,"41.859497,-80.953983",Geneva on the Lake,OH,"(M),(YC)",Bars/Clubs,1976,checked,,,3/2/2020 1:51am,3/2/2020 2:12am
557,Troubador,General City Coordinates Used,,Lake Road,"41.859497,-80.953983",Geneva on the Lake,OH,"(M),(YC)",Bars/Clubs,1977,checked,,dbl check city,2/29/2020 6:44pm,2/29/2020 7:43pm
1334,Turfside,General City Coordinates Used,(weekends only),5 mi S on US 23 nr Scioto Downs Racetrack," 39.961176,-82.998794 ",Columbus,OH,(D),Bars/Clubs,1966,checked,,,3/13/2020 8:07pm,3/13/2020 8:39pm
1215,Turfside,General City Coordinates Used,(weekends only),5 mi S on U.S. 23 nr Scioto Downs Track," 39.961176,-82.998794 ",Columbus,OH,(D),Bars/Clubs,1969,checked,,,3/11/2020 12:06am,3/11/2020 1:16am
195,U. of C.,Found,Teachers College Bld. T-Room,,"39.132922,-84.51495",Cincinnati,OH,Cruisy Area,"Cruising Areas,Organizations",1979,checked,,,2/27/2020 11:55am,3/13/2020 9:20pm
40,U. of C.-,Found,Teachers College Bldg. T-room,,"39.132922,-84.51495",Cincinnati,OH,Cruisy Area,"Cruising Areas,Organizations",1980,checked,,,2/20/2020 11:44pm,3/13/2020 9:12pm
469,Union St. area,General City Coordinates Used,,," 41.081445,-81.519005",Akron,OH,Cruisy Area,Cruising Areas,1977,checked,,,2/28/2020 1:50am,2/29/2020 7:43pm
430,Upper Valley Mall,Found,(Upper Valley Pike),,"39.948725,-83.85387",Springfield,OH,Cruisy Area,Cruising Areas,1978,checked,,,2/28/2020 1:49am,2/28/2020 2:31am
276,Upper Valley Mall,Found,,,"39.948725,-83.85387",Springfield,OH,Cruisy Area,Cruising Areas,1979,checked,,,2/27/2020 9:41pm,2/27/2020 10:27pm
914,Vicinity of Greyhound Bus Depot,General City Coordinates Used,,," 39.961176,-82.998794 ",Columbus,OH,Cruisy Area,Cruising Areas,1973,checked,,,3/2/2020 3:53am,3/2/2020 7:08pm
844,Vicinity of Greyhound Bus Depot,General City Coordinates Used,,," 39.961176,-82.998794 ",Columbus,OH,Cruisy Area,Cruising Areas,1974,checked,,,3/2/2020 3:52am,3/2/2020 8:07pm
761,Vicinity of Greyhound Bus Depot,General City Coordinates Used,,," 39.961176,-82.998794 ",Columbus,OH,Cruisy Area,Cruising Areas,1975,checked,,,3/2/2020 3:31am,3/2/2020 3:51am
651,Vicinity of Greyhound Bus Depot,General City Coordinates Used,,," 39.961176,-82.998794 ",Columbus,OH,Cruisy Area,Cruising Areas,1976,checked,,,3/2/2020 1:19am,3/2/2020 2:13am
537,Vicinity of Greyhound Bus Depot,General City Coordinates Used,,," 39.961176,-82.998794 ",Columbus,OH,Cruisy Area,Cruising Areas,1977,checked,,,2/29/2020 6:44pm,2/29/2020 7:43pm
396,Vicinity of Greyhound Bus Depot,General City Coordinates Used,,," 39.961176,-82.998794 ",Columbus,OH,Cruisy Area,Cruising Areas,1978,checked,,,2/28/2020 1:33am,2/28/2020 2:31am
85,Vicinity of Greyhound Bus Depot,General City Coordinates Used,,," 39.961176,-82.998794 ",Columbus,OH,Cruisy Area,Cruising Areas,1980,checked,,,2/20/2020 11:44pm,2/27/2020 2:10am
1076,Vicinity of Greyhound Bus Station,General City Coordinates Used,,," 39.961176,-82.998794 ",Columbus,OH,Cruisy Area,Cruising Areas,1972,checked,,,3/2/2020 9:16pm,3/2/2020 11:10pm
242,Vicinity of Greyhound Depot,General City Coordinates Used,,," 39.961176,-82.998794 ",Columbus,OH,Cruisy Area,Cruising Areas,1979,checked,,,2/27/2020 2:34pm,2/27/2020 10:27pm
575,Warehouse ,General City Coordinates Used,(See Camel Lot Complex),,"41.652805,-83.537867 ",Toledo,OH,,Bars/Clubs,1977,checked,,entry 565,2/29/2020 6:44pm,2/29/2020 7:43pm
1006,Washington Square,General City Coordinates Used,,," 41.081445,-81.519005",Akron,OH,Cruisy Area,Cruising Areas,1974,checked,,,3/2/2020 7:15pm,3/2/2020 7:16pm
698,Washington Square,General City Coordinates Used,,," 41.081445,-81.519005",Akron,OH,Cruisy Area,Cruising Areas,1975,checked,,,3/2/2020 2:09am,3/2/2020 3:51am
597,Washington Square,General City Coordinates Used,,," 41.081445,-81.519005",Akron,OH,Cruisy Area,Cruising Areas,1976,checked,,,2/29/2020 6:44pm,3/2/2020 2:13am
470,Washington Square,General City Coordinates Used,,," 41.081445,-81.519005",Akron,OH,Cruisy Area,Cruising Areas,1977,checked,,,2/28/2020 1:50am,2/29/2020 7:43pm
538,Whittier St.,General City Coordinates Used,'In the Woods' (HOT),," 39.961176,-82.998794 ",Columbus,OH,"Cruisy Area,(AYOR),(HOT)",Cruising Areas,1977,checked,,,2/29/2020 6:44pm,3/28/2020 4:13pm
243,Whittier St.,General City Coordinates Used,'In the woods' (HOT),," 39.961176,-82.998794 ",Columbus,OH,"Cruisy Area,(AYOR),(HOT)",Cruising Areas,1979,checked,,,2/27/2020 2:34pm,3/28/2020 4:13pm
86,Whittier St.,General City Coordinates Used,'In the woods',," 39.961176,-82.998794 ",Columbus,OH,"Cruisy Area,(AYOR)",Cruising Areas,1980,checked,,,2/20/2020 11:44pm,2/27/2020 2:10am
397,Whittier St. ,General City Coordinates Used,'In the woods' (HOT),," 39.961176,-82.998794 ",Columbus,OH,"Cruisy Area,(AYOR),(HOT)",Cruising Areas,1978,checked,,,2/28/2020 1:33am,3/28/2020 4:13pm
150,Wick Park,General City Coordinates Used,,,"41.113529,-80.646565",Youngstown,OH,Cruisy Area,Cruising Areas,1980,checked,,Coordinates for Wick Park neighborhood.,2/20/2020 11:44pm,2/27/2020 2:10am
1043,Wiggin's Rathskeller,Found,(bar only),5th & Vine,"39.10112,-84.512956",Cincinnati,OH,(M),"Bars/Clubs,Restaurant",1972,checked,,,3/2/2020 9:16pm,3/10/2020 10:51am
757,Wiggins,Found,(bar only),5th & Vine,"39.10112,-84.512956",Cincinnati,OH,"(M),(R)","Restaurant,Bars/Clubs",1975,checked,,,3/2/2020 3:04am,3/13/2020 9:45pm
878,Wiggins Restaurant,Found,(bar only),5th & Vine,"39.10112,-84.512956",Cincinnati,OH,(M),"Bars/Clubs,Restaurant",1973,checked,,,3/2/2020 3:52am,3/10/2020 10:50am
808,Wiggins Restaurant,Found,(bar only),5th & Vine,"39.10112,-84.512956",Cincinnati,OH,(M),"Bars/Clubs,Restaurant",1974,checked,,,3/2/2020 3:52am,3/10/2020 10:50am
455,Youngstown College Campus,Found,,,"41.106649,-80.648146",Youngstown,OH,Cruisy Area,"Cruising Areas,Organizations",1978,checked,,,2/28/2020 1:50am,3/13/2020 9:34pm
307,Youngstown College Campus,Found,,,"41.106649,-80.648146",Youngstown,OH,Cruisy Area,"Cruising Areas,Organizations",1979,checked,,,2/27/2020 10:15pm,3/13/2020 9:25pm
151,Youngstown College Campus,Found,,,"41.106649,-80.648146",Youngstown,OH,Cruisy Area,"Cruising Areas,Organizations",1980,checked,,,2/20/2020 11:44pm,3/10/2020 10:49am
