"status","description","streetaddress","city","amenityfeatures","type","Year","notes","title","state","unclear_address","full.address","lon","lat","geoAddress"
"Found","beach at N. Truro","","Provincetown","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA,NA
"Found","beach at N. Truro","","Provincetown","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA,NA
"Found","Beach at N. Truro","","Provincetown","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA,NA
"Found","","Commercial St.","Provincetown","(G)","Bars/Clubs",1774,"See https://buildingprovincetown.wordpress.com/2010/01/09/193a-commercial-street/ for more details.",NA,NA,NA,NA,NA,NA,NA
"Found","","Commercial St.","Provincetown","(G)","Bars/Clubs",1972,"See https://buildingprovincetown.wordpress.com/2010/01/09/193a-commercial-street/ for more details.",NA,NA,NA,NA,NA,NA,NA
"Found","","Commercial St.","Provincetown","(G)","Bars/Clubs",1973,"See https://buildingprovincetown.wordpress.com/2010/01/09/193a-commercial-street/ for more details.",NA,NA,NA,NA,NA,NA,NA
"Found","","Commercial St","Provincetown","(YC),(D),(*)","Bars/Clubs",1972,"",NA,NA,NA,NA,NA,NA,NA
"Found","","Commercial St","Provincetown","(*)","Hotels,Bars/Clubs",1971,"",NA,NA,NA,NA,NA,NA,NA
"Found","","Commercial St","Provincetown","","Hotels,Bars/Clubs",1972,"",NA,NA,NA,NA,NA,NA,NA
"Found","","Commercial St","Provincetown","(*)","Hotels,Bars/Clubs",1969,"",NA,NA,NA,NA,NA,NA,NA
"Found","","Commercial St","Provincetown","(*)","Hotels,Bars/Clubs",1970,"",NA,NA,NA,NA,NA,NA,NA
"Found","","Commercial St","Provincetown","(*)","Hotels,Bars/Clubs",1966,"",NA,NA,NA,NA,NA,NA,NA
"Found","","Commercial St","Provincetown","(*)","Hotels,Bars/Clubs",1968,"",NA,NA,NA,NA,NA,NA,NA
"Found","","Commercial St","Provincetown","(*)","Hotels,Bars/Clubs",1965,"",NA,NA,NA,NA,NA,NA,NA
"Found","(Has had some licensing problems but hopefully will be open for the '78 season. Cruise bar and (YC) (Disco) (D))","Masonic, an alley off 216 Commercial St.","Provincetown","(*),(YC),(D)","Bars/Clubs,Cruising Areas,Hotels",1979,"",NA,NA,NA,NA,NA,NA,NA
"Found","(The two bars here, one for cruising, the other YC, D, did not open last summer due to unexpected licensing problems. Hopefully they will re-open this summer))","Masonic, an alley off 216 Commercial Street","Provincetown","(*),(YC),(D)","Bars/Clubs,Cruising Areas,Hotels",1977,"",NA,NA,NA,NA,NA,NA,NA
"Found","(Disco) (2 adj. cruise bars-some W & SM upstairs)","Masonic, an alley off 216 Commercial St.","Provincetown","(*),(YC),(D),(W),(SM)","Bars/Clubs,Cruising Areas,Hotels",1980,"",NA,NA,NA,NA,NA,NA,NA
"Found","(Two bars, one for cruising, the other YC, Disco, D)","Masonic, an alley off 216 Commercial St.","Provincetown","(*),(YC),(D)","Bars/Clubs,Cruising Areas,Hotels",1978,"",NA,NA,NA,NA,NA,NA,NA
"Found","(two areas, with (YC) (D) in the 'Big Room') ","Masonic Alley, off 216 Commercial Street","Provincetown","(*),(YC),(D)","Bars/Clubs,Hotels",1976,"",NA,NA,NA,NA,NA,NA,NA
"Found","(Two rooms, one with (YC) (D))  ","On Masonic, an alley off Commercial Street","Provincetown","(*),(YC),(D)","Bars/Clubs,Hotels",1774,"",NA,NA,NA,NA,NA,NA,NA
"Found","(Two rooms, one with (YC) (D))  ","On Masonic in alley, off Commercial Street","Provincetown","(*),(YC),(D)","Bars/Clubs,Hotels",1975,"",NA,NA,NA,NA,NA,NA,NA
"Found","(Two rooms, one with (YC) (D))  ","On Masonic, an alley off Commercial Street","Provincetown","(*),(YC),(D)","Bars/Clubs,Hotels",1973,"",NA,NA,NA,NA,NA,NA,NA
"Found","(Disco) (Some G) (Sunday-S) ","(See Crown & Anchor)","Provincetown","(*),(HIP),(YC),(D),(G),(PT)","Bars/Clubs",1978,"",NA,NA,NA,NA,NA,NA,NA
"Found","(Some G) (Sunday-S) ","(See Crown & Anchor)","Provincetown","(*),(HIP),(YC),(D),(G),(PT)","Bars/Clubs",1977,"",NA,NA,NA,NA,NA,NA,NA
"Found","(Disco) (Some G) (Sunday S) ","(See Crown & Anchor)","Provincetown","(*),(HIP),(YC),(D),(G),(PT)","Bars/Clubs",1979,"",NA,NA,NA,NA,NA,NA,NA
"Found","(Disco) (Some L, M) ","(See Crown & Anchor)","Provincetown","(*),(HIP),(YC),(D),(L),(M)","Bars/Clubs",1980,"",NA,NA,NA,NA,NA,NA,NA
"Found","","(See Crown & Anchor)","Provincetown","(*),(HIP),(YC),(D),(G),(PT)","Bars/Clubs",1976,"",NA,NA,NA,NA,NA,NA,NA
"Found","","Bradford at Carver","Provincetown","(D),(R)","Restaurant,Hotels,Bars/Clubs",1979,"",NA,NA,NA,NA,NA,NA,NA
"Found","","Bradford at Carver","Provincetown","(D),(R)","Restaurant,Hotels,Bars/Clubs",1980,"",NA,NA,NA,NA,NA,NA,NA
"Found","behind 'Boatslip' & vicinity","","Provincetown","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA,NA
"Found","behind 'Boatslip' & vicinity","","Provincetown","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA,NA
"Found","","(See Town House)","Provincetown","(D)","Bars/Clubs",1977,"",NA,NA,NA,NA,NA,NA,NA
"Found","","(See Town House)","Provincetown","(D)","Bars/Clubs",1976,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","Commercial St.","Provincetown","(G)","Bars/Clubs",1969,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","Commercial St.","Provincetown","(G)","Bars/Clubs",1970,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","Commercial St.","Provincetown","(G)","Bars/Clubs",1971,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","Commercial St.","Provincetown","(G)","Bars/Clubs",1966,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","Commercial St.","Provincetown","(G)","Bars/Clubs",1968,"",NA,NA,NA,NA,NA,NA,NA
"Found","","Broad St.","Provincetown","","Hotels,Bars/Clubs,Restaurant,Cruising Areas",1975,"New address for this entry ",NA,NA,NA,NA,NA,NA,NA
"Found","& Bar ('Tops' days-cruisy beach & 'tea dance') ","Commercial St.","Provincetown","(H),(R),(*)","Hotels,Bars/Clubs,Restaurant,Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA,NA
"Found","(afternoons*)","Commercial St.","Provincetown","(H),(R),(*)","Hotels,Bars/Clubs,Restaurant,Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA,NA
"Found","(afternoons*)","Commercial St.","Provincetown","(H),(R),(*),(M)","Hotels,Bars/Clubs,Restaurant,Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA,NA
"Found","& Bar ('Tops' days-cruisy beach & pool) ","Commercial St.","Provincetown","(H),(R),(*)","Hotels,Bars/Clubs,Restaurant,Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA,NA
"Found","","Kiley Court, off 430 Commercial St.","Provincetown","(M),(R),(*)","Restaurant",1976,"",NA,NA,NA,NA,NA,NA,NA
"Found","","Kiley Court, off 430 Commercial ","Provincetown","(M),(R)","Restaurant",1978,"",NA,NA,NA,NA,NA,NA,NA
"Found","","Kiley Court, off 430 Commercial ","Provincetown","(M),(R),(*)","Restaurant",1977,"",NA,NA,NA,NA,NA,NA,NA
"Found","","Kiley Court, off 430 Commercial ","Provincetown","(M),(R)","Restaurant",1979,"",NA,NA,NA,NA,NA,NA,NA
"Found","(BYOB for 'set-ups' in patio)","350-A Commercial St.","Provincetown","(BYOB)","Hotels",1978,"",NA,NA,NA,NA,NA,NA,NA
"Found","","350-A Commercial St.","Provincetown","","Hotels",1980,"",NA,NA,NA,NA,NA,NA,NA
"Found","(BYOB for 'set-ups' in patio)","350-A Commercial St.","Provincetown","(BYOB)","Hotels",1979,"",NA,NA,NA,NA,NA,NA,NA
"Found","(BYOB for set-ups in patio)","350-A Commercial St.","Provincetown","(BYOB),(H)","Hotels",1977,"",NA,NA,NA,NA,NA,NA,NA
"Found","(BYOB for 'set-ups' in patio)","350-A Commercial St.","Provincetown","(BYOB),(H)","Hotels",1976,"",NA,NA,NA,NA,NA,NA,NA
"Found","","Commercial St.","Provincetown","(*)","Restaurant,Bars/Clubs",1966,"",NA,NA,NA,NA,NA,NA,NA
"Found","","Commercial St.","Provincetown","(*)","Restaurant,Bars/Clubs",1965,"",NA,NA,NA,NA,NA,NA,NA
"Found","","(See Crown & Anchor)","Provincetown","(*)","Bars/Clubs",1976,"",NA,NA,NA,NA,NA,NA,NA
"Found","","(See Crown & Anchor)","Provincetown","(*)","Bars/Clubs",1977,"",NA,NA,NA,NA,NA,NA,NA
"Found","","Commercial St.","Provincetown","(*)","Restaurant,Bars/Clubs",1968,"",NA,NA,NA,NA,NA,NA,NA
"Found","","Commercial St.","Provincetown","(M),(R)","Restaurant",1975,"",NA,NA,NA,NA,NA,NA,NA
"Found","","Commercial St.","Provincetown","(M),(R)","Restaurant",1774,"",NA,NA,NA,NA,NA,NA,NA
"Found","","Commercial St.","Provincetown","(M),(R)","Restaurant",1973,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","(Natch!)","","Provincetown","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","(not surprisingly)","","Provincetown","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","","Provincetown","Cruisy Area","Cruising Areas",1774,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","","Provincetown","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","(Natch!)","","Provincetown","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","(not surprisingly)","","Provincetown","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","(Natch!)","","Provincetown","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","","Provincetown","Cruisy Area","Cruising Areas",1972,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","(Natch!)","","Provincetown","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","(P.O. Box 361)","Bradford St. W.","Provincetown","(H)","Hotels",1980,"p.o box",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","(P.O. Box 361)","Bradford St. W.","Provincetown","(H)","Hotels",1979,"P.O BOX",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","& bushes behind the Bull Pen","","Provincetown","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA,NA
"Found","(Some G)","Commercial St.","Provincetown","(M),(R),(G),(*)","Restaurant",1978,"",NA,NA,NA,NA,NA,NA,NA
"Found","(Some G)","Commercial St.","Provincetown","(M),(R),(G),(*)","Restaurant",1979,"",NA,NA,NA,NA,NA,NA,NA
"Found","(Some G)","Commercial St.","Provincetown","(M),(R),(G),(*)","Restaurant",1977,"",NA,NA,NA,NA,NA,NA,NA
"Found","","Bradford at Carver","Provincetown","(M),(H),(R)","Restaurant,Hotels",1980,"",NA,NA,NA,NA,NA,NA,NA
"Found","","Commercial St.","Provincetown","","",1975,"",NA,NA,NA,NA,NA,NA,NA
"Found","","","Provincetown","Cruisy Area","Cruising Areas",1973,"",NA,NA,NA,NA,NA,NA,NA
"Found","","","Provincetown","Cruisy Area","Cruising Areas",1972,"",NA,NA,NA,NA,NA,NA,NA
"Found","","","Provincetown","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA,NA
"Found","(HOT)","","Provincetown","Cruisy Area,(HOT)","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA,NA
"Found","","","Provincetown","Cruisy Area","Cruising Areas",1774,"",NA,NA,NA,NA,NA,NA,NA
"Found","","","Provincetown","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA,NA
"Found","(HOT)","","Provincetown","Cruisy Area,(HOT)","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA,NA
"Found","","","Provincetown","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA,NA
"Found","","","Provincetown","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA,NA
"Found","","","Provincetown","(H)","Hotels",1980,"",NA,NA,NA,NA,NA,NA,NA
"Found","","","Provincetown","Cruisy Area","Cruising Areas",1774,"",NA,NA,NA,NA,NA,NA,NA
"Found","","","Provincetown","Cruisy Area","Cruising Areas",1975,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","(housekeeping cottages-Tel. 487-1916) Route 6A","","Provincetown","(H)","Hotels",1976,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","","Provincetown","Cruisy Area","Cruising Areas",1972,"",NA,NA,NA,NA,NA,NA,NA
"Found","(Portuguese R)","Beach Hwy. at Bradford St. exit","Provincetown","(M)","Restaurant",1978,"",NA,NA,NA,NA,NA,NA,NA
"Found","(Portuguese R)","Beach Hwy. at Bradford St. exit","Provincetown","(M)","Restaurant",1977,"",NA,NA,NA,NA,NA,NA,NA
"Found","(afternoons*)"," Bradford St. exit & Beach Hwy","Provincetown","(*)","Restaurant",1774,"",NA,NA,NA,NA,NA,NA,NA
"Found","(afternoons*)"," Bradford St. exit & Beach Hwy","Provincetown","(*)","Restaurant",1973,"",NA,NA,NA,NA,NA,NA,NA
"Found","(Portuguese R)","Beach Hwy. at Bradford St. exit","Provincetown","(M)","Restaurant",1976,"",NA,NA,NA,NA,NA,NA,NA
"Found","(afternoons) Near New Beach","","Provincetown","","Restaurant",1972,"",NA,NA,NA,NA,NA,NA,NA
"Found","(afternoons*)"," Bradford St. exit & Beach Hwy","Provincetown","(*)","Restaurant",1975,"",NA,NA,NA,NA,NA,NA,NA
"Found","(afternoons) near New Beach","","Provincetown","","Restaurant",1970,"",NA,NA,NA,NA,NA,NA,NA
"Found","(afternoons) near New Beach","","Provincetown","","Restaurant",1969,"",NA,NA,NA,NA,NA,NA,NA
"Found","(afternoons only) nr New Beach","","Provincetown","","Restaurant",1966,"",NA,NA,NA,NA,NA,NA,NA
"Found","(afternoons only) near New Beach","","Provincetown","","Restaurant",1968,"",NA,NA,NA,NA,NA,NA,NA
"Found","(afternoons) nr. New Beach","","Provincetown","","Restaurant",1971,"",NA,NA,NA,NA,NA,NA,NA
"Found","","Bradford St. Ext.","Provincetown","(H),(M)","Hotels",1980,"",NA,NA,NA,NA,NA,NA,NA
"Found","Shank Painter Rd.","","Provincetown","","Bars/Clubs",1975,"",NA,NA,NA,NA,NA,NA,NA
"Found","","Shank Painter Rd.","Provincetown","(YC)","Hotels",1972,"",NA,NA,NA,NA,NA,NA,NA
"Found","(Downstairs)","Commercial St.","Provincetown","(R),(*)","Restaurant",1978,"See http://provincetownhistoryproject.com/PDF/pam_100_030-provincetown-art-association-exhibition-of-1963-1st.pdf",NA,NA,NA,NA,NA,NA,NA
"Found","(Downstairs)","Commercial St.","Provincetown","(R),(*)","Restaurant",1979,"See http://provincetownhistoryproject.com/PDF/pam_100_030-provincetown-art-association-exhibition-of-1963-1st.pdf",NA,NA,NA,NA,NA,NA,NA
"Found","(Downstairs)","Commercial St.","Provincetown","(R),(*)","Restaurant",1977,"See http://provincetownhistoryproject.com/PDF/pam_100_030-provincetown-art-association-exhibition-of-1963-1st.pdf",NA,NA,NA,NA,NA,NA,NA
"Found","(downstairs)","Commercial St.","Provincetown","(R),(*)","Restaurant",1973,"See http://provincetownhistoryproject.com/PDF/pam_100_030-provincetown-art-association-exhibition-of-1963-1st.pdf",NA,NA,NA,NA,NA,NA,NA
"Found","(Downstairs)","Commercial St.","Provincetown","(M),(R),(*)","Restaurant",1976,"See http://provincetownhistoryproject.com/PDF/pam_100_030-provincetown-art-association-exhibition-of-1963-1st.pdf",NA,NA,NA,NA,NA,NA,NA
"Found","(downstairs)","Commercial St.","Provincetown","(R),(*)","Restaurant",1774,"See http://provincetownhistoryproject.com/PDF/pam_100_030-provincetown-art-association-exhibition-of-1963-1st.pdf",NA,NA,NA,NA,NA,NA,NA
"Found","(downstairs)","Commercial St.","Provincetown","(R),(*)","Restaurant",1975,"See http://provincetownhistoryproject.com/PDF/pam_100_030-provincetown-art-association-exhibition-of-1963-1st.pdf",NA,NA,NA,NA,NA,NA,NA
"Found","(Downstairs)","Commercial St.","Provincetown","(R),(*)","Restaurant",1980,"See http://provincetownhistoryproject.com/PDF/pam_100_030-provincetown-art-association-exhibition-of-1963-1st.pdf",NA,NA,NA,NA,NA,NA,NA
"Found","","1 mi. west on Commercial Street.","Provincetown","(H),(M)","Hotels",1977,"",NA,NA,NA,NA,NA,NA,NA
"Found","","1 mi. W. on Commercial St.","Provincetown","(H),(M)","Hotels",1979,"",NA,NA,NA,NA,NA,NA,NA
"Found","","1 mi. W. on Commercial St.","Provincetown","(H),(M)","Hotels",1978,"",NA,NA,NA,NA,NA,NA,NA
"Found","","1 mi. W. on Commercial St.","Provincetown","(H),(M)","Hotels",1980,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","Bradford St.","Provincetown","(M),(R),(*)","Restaurant",1979,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","Bradford St.","Provincetown","(M),(R),(*)","Restaurant",1980,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","East & West Ends-late at night","","Provincetown","Cruisy Area","Cruising Areas",1976,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","E. & W. end-late at night","","Provincetown","Cruisy Area,(E),(W)","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","East & West ends-late at night","","Provincetown","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","E. & W. end-late at night","","Provincetown","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","E. & W. end-late at night","","Provincetown","Cruisy Area,(E),(W)","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA,NA
"Found","","Commercial St.","Provincetown","(M),(R),(G)","Restaurant",1979,"",NA,NA,NA,NA,NA,NA,NA
"Found","","Commercial St.","Provincetown","(M),(R),(G)","Restaurant",1978,"",NA,NA,NA,NA,NA,NA,NA
"Found","","Commercial St.","Provincetown","(M),(R)","Restaurant",1980,"",NA,NA,NA,NA,NA,NA,NA
"Found","Inquire locally","","Provincetown","(R),(G),(*)","Restaurant",1977,"",NA,NA,NA,NA,NA,NA,NA
"Found","","Shankpater Rd","Provincetown","","Bars/Clubs",1968,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","on I-91 So.- betw. Northampton & Holyoke","","Springfield","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","on I-91 So.- betw. Northampton & Holyoke","","Springfield","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","on I-91 S.- betw. Northampton & Holyoke","","Springfield","Cruisy Area,(AYOR)","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","on I-91 S.- betw. Northampton & Holyoke (Mass arrests)","","Springfield","Cruisy Area,(AYOR)","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA,NA
"Found","","","Springfield","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA,NA
"Found","Mezzanine T-Room","","Springfield","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA,NA
"Found","Mezzanine T-Room","","Springfield","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA,NA
"Found","mezzanine T-Room","","Springfield","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA,NA
"Found","mezzanine T-Room","","Springfield","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","(inquire locally)","","Springfield","","Bars/Clubs",1966,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","T-Room","","Springfield","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","T-Room","","Springfield","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","T-Room","","Springfield","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","T-Room","","Springfield","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA,NA
"Found","King Phillip Stockade","","Springfield","Cruisy Area","Cruising Areas",1978,"",NA,NA,NA,NA,NA,NA,NA
"Found","King Phillip Stockade","","Springfield","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA,NA
"Found","King Phillip Stockade","","Springfield","Cruisy Area","Cruising Areas",1977,"",NA,NA,NA,NA,NA,NA,NA
"Found","King Phillip Stockade","","Springfield","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA,NA
"Found","","","Springfield","Cruisy Area","Cruising Areas",1977,"Approximate. Center of the area between these two streets. ",NA,NA,NA,NA,NA,NA,NA
"Found","","","Springfield","Cruisy Area,(AYOR),(RT)","Cruising Areas",1980,"Approximate. Center of the area between these two streets. ",NA,NA,NA,NA,NA,NA,NA
"Found","","","Springfield","Cruisy Area,(AYOR),(RT)","Cruising Areas",1979,"Approximate. Center of the area between these two streets. ",NA,NA,NA,NA,NA,NA,NA
"Found","","","Springfield","Cruisy Area","Cruising Areas",1978,"Approximate. Center of the area between these two streets. ",NA,NA,NA,NA,NA,NA,NA
"Found","","","Springfield","Cruisy Area","Cruising Areas",1975,"Approximate. Center of the area between these two streets. ",NA,NA,NA,NA,NA,NA,NA
"Found","","","Springfield","Cruisy Area","Cruising Areas",1976,"Approximate. Center of the area between these two streets. ",NA,NA,NA,NA,NA,NA,NA
"Found","","","Springfield","Cruisy Area","Cruising Areas",1774,"Approximate. Center of the area between these two streets. ",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","(Williamansett)","Montgomery St. off Meadow","Springfield","(OC),(L),(D)","Bars/Clubs",1980,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","(Williamansett)","Montgomery St. off Meadow","Springfield","(OC),(D),(G)","Bars/Clubs",1979,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","","Springfield","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","","Springfield","Cruisy Area","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA,NA
"Found","","Dwight nr. Worthington","Springfield","(D),(*)","Bars/Clubs",1975,"",NA,NA,NA,NA,NA,NA,NA
"Found","","Dwight nr. Worthington","Springfield","(D),(*),(YC)","Bars/Clubs",1774,"",NA,NA,NA,NA,NA,NA,NA
"Found","(HOT)","","Springfield","Cruisy Area,(AYOR),(HOT)","Cruising Areas",1979,"",NA,NA,NA,NA,NA,NA,NA
"Found","","","Springfield","Cruisy Area","Cruising Areas,Business",1977,"",NA,NA,NA,NA,NA,NA,NA
"Found","","","Springfield","Cruisy Area","Cruising Areas,Business",1978,"",NA,NA,NA,NA,NA,NA,NA
"Found","","","Springfield","Cruisy Area,(AYOR)","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","Main St.","Springfield","","Restaurant",1968,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","Main St.","Springfield","","Restaurant",1966,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","Rt. 7 ","Stockbridge","","Bars/Clubs,Hotels",1971,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","Route 7 ","Stockbridge","","Bars/Clubs,Hotels",1972,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","Route 7 ","Stockbridge","","Bars/Clubs,Hotels",1973,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","Route 7 ","Stockbridge","","Bars/Clubs,Hotels",1774,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","Route 7 ","Stockbridge","(M)","Bars/Clubs,Hotels",1975,"",NA,NA,NA,NA,NA,NA,NA
"Found","(Downstairs) ","Rte. 7","Stockbridge","(M)","Hotels",1980,"",NA,NA,NA,NA,NA,NA,NA
"Found","(Downstairs) ","Route 7","Stockbridge","(M)","Hotels",1977,"",NA,NA,NA,NA,NA,NA,NA
"Found","(Lion's Den-downstairs summers only) ","Rt. 7","Stockbridge","(M),(*)","Hotels",1971,"",NA,NA,NA,NA,NA,NA,NA
"Found","","Rt. 7","Stockbridge","(M)","Hotels",1970,"",NA,NA,NA,NA,NA,NA,NA
"Found","(Lion's Den-downstairs-summers only) ","Route 7","Stockbridge","(M)","Hotels",1973,"",NA,NA,NA,NA,NA,NA,NA
"Found","(Downstairs) ","Rte. 7","Stockbridge","(M)","Hotels",1978,"",NA,NA,NA,NA,NA,NA,NA
"Found","(Lion's Den-downstairs-summers only) ","Route 7","Stockbridge","(M)","Hotels",1774,"",NA,NA,NA,NA,NA,NA,NA
"Found","","Rte 7","Stockbridge","(M)","Hotels",1966,"",NA,NA,NA,NA,NA,NA,NA
"Found","(Lion's Den-downstairs-summers only) ","Route 7","Stockbridge","(M)","Hotels",1975,"",NA,NA,NA,NA,NA,NA,NA
"Found","(Lion's Den-downstairs-summers) ","Route 7","Stockbridge","(M)","Hotels",1976,"",NA,NA,NA,NA,NA,NA,NA
"Found","","Route 7","Stockbridge","(M)","Hotels",1969,"",NA,NA,NA,NA,NA,NA,NA
"Found","","Route 7","Stockbridge","(M)","Hotels",1968,"",NA,NA,NA,NA,NA,NA,NA
"Found","(Downstairs) ","Rte. 7","Stockbridge","(M)","Hotels",1979,"",NA,NA,NA,NA,NA,NA,NA
"Found","(Lion's Den-downstairs-summers only) ","Route 7","Stockbridge","(M),(*)","Hotels",1972,"",NA,NA,NA,NA,NA,NA,NA
"Found","Turn off","","Stoneham","Cruisy Area","Cruising Areas",1980,"",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","(Disco) (Some G) (WE*) Frost Rd. Rte.3A, nr. New Hampshire State Line","","Tyngsboro","(G),(D),(WE),(*)","Bars/Clubs",1978,"Approximate.",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","(Disco) (Some G) (WE*) Frost Rd. (Rte.3A) nr. New Hampshire State Line","","Tyngsboro","(YC),(D),(S),(G)","Bars/Clubs",1979,"Approximate.",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","Route 3A","Tyngsboro","(M),(YC)","Bars/Clubs",1975,"Approximate.",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","(Disco) (Some G) (WE*) Route 3A (Hudson Rd., nr. N.H. State Line)","","Tyngsboro","(G),(D),(WE),(*),(YC)","Bars/Clubs",1976,"Approximate.",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","","","Tyngsboro","(G),(D),(WE),(*),(YC)","Bars/Clubs",1977,"Approximate.",NA,NA,NA,NA,NA,NA,NA
"General City Coordinates Used","(Disco) (Some L) (WE*) Frost Rd. (Rte.3A) nr. New Hampshire State Line","","Tyngsboro","(YC),(D),(S),(L),(WE),(*)","Bars/Clubs",1980,"Approximate.",NA,NA,NA,NA,NA,NA,NA
