ID2,title,type,city,state,description,streetaddress,amenityfeatures,unclear_address,Year,unclear type or question,notes,Last Modified
1311,Pikes Peak Gay Community Ctr. & Helpline,Info Lines & Services,Colorado Springs,CO,"80901, 471-4429 6pm-9pm Mon-Fri, 3pm- 5pm Sat, clsd Sun",P.O. Box 574,,checked,,,,7/16/2022 7:00pm
1312,Pikes Peak Paradise,Accommodations,Colorado Springs,CO,"Woodland Park 80866, 687-6656 B & B, elegant",P.O. Box 5760,"(MX),(W),(IGTA)",checked,,,,4/21/2023 9:31am
1316,Dignity with Friends,Religious Organizations,Colorado Springs,CO,"593-9606 worship twice monthly, call for times & locations",,,checked,,,,4/14/2023 2:55pm
1319,Monument Valley Park,Cruising Areas,Colorado Springs,CO,,,Cruisy Area,checked,,,,7/16/2022 7:07pm
1322,Open Quest Institute,Info Lines & Services,Denver,CO,(800)992-9239 24 hour Crisis Hotline,,,checked,,,,7/16/2022 7:10pm
1323,The Bungalow,Accommodations,Denver,CO,744-1000 B & B,,(MW),checked,,,,4/14/2023 2:55pm
1357,International Gay Travel Assoc.,Travel Agency or Tour Operators,Denver,CO,"See Key West, Florida Travel listings",,(IGTA),checked,,,,7/16/2022 7:37pm
1365,Tikvat Shalom,Religious Organizations,Denver,CO,331-2706Jewish gay/lesbian fellowship,,,checked,,,,7/16/2022 7:41pm
1367,Out Front,Publications,Denver,CO,"80218, 778-0470",P.O. Box 18597,,checked,,,,7/16/2022 7:42pm
1371, 'The Point',Cruising Areas,Denver,CO,,NW of 1-70 & Sheridan Rd.,Cruisy Area,checked,,,,7/16/2022 7:43pm
1372,16th St. Mall,Cruising Areas,Denver,CO,,,Cruisy Area,checked,,,,7/16/2022 7:44pm
1373,Berkley Park,Cruising Areas,Denver,CO,,,Cruisy Area,checked,,,,7/16/2022 7:44pm
1374,Cheesman Park,Cruising Areas,Denver,CO,nr. pavillion,,Cruisy Area,checked,,,,7/16/2022 7:44pm
1375, U. of D. ,Cruising Areas,Denver,CO,Boettcher Hall,,Cruisy Area,checked,,,,7/16/2022 7:44pm
1376, U. of D. ,Cruising Areas,Denver,CO,Library,,Cruisy Area,checked,,,,7/16/2022 7:44pm
1377,UCD,Cruising Areas,Denver,CO,East classroom bldg.,,Cruisy Area,checked,,,,7/16/2022 7:44pm
1378,Tanrydoon,Accommodations,Dillon,CO,Montezuma Rte. 468-1956 B & B,P.O. Box 138-C,"(MW),(IGTA)",checked,,,,7/16/2022 7:45pm
1379,Main Mall,Cruising Areas,Durango,CO,(days),,Cruisy Area,checked,,,,7/16/2022 7:52pm
1380,Narrow Gauge Tram Station,Cruising Areas,Durango,CO,,,Cruisy Area,checked,,,,7/16/2022 7:52pm
1381,Gay & Lesbian Alliance,Info Lines & Services,Fort Collins,CO,"Lory Student Ctr., CSU Box 206, 80523, 491-7232 meets every other Mon",,,checked,,,,4/14/2023 2:55pm
1385,Hawthorne & Lincoln Parks,Cruising Areas,Grand Junction,CO,(Clsd midnight),,Cruisy Area,checked,,,,7/16/2022 7:55pm
1386,Gay/Lesbian Group Service,Info Lines & Services,Greeley,CO,(at Human Sexuality Center) 351-2065 leave message on tape for referrals,,,checked,,,,7/16/2022 7:56pm
1387,Island Grove Park,Cruising Areas,Greeley,CO,,,Cruisy Area,checked,,,,7/16/2022 7:56pm
1389,MCC Pueblo,Religious Organizations,Pueblo,CO,"81002,543-6460 11am Sun, call for location",P.O. Box 1918,,checked,,,,7/16/2022 7:58pm
1390,Mineral Palace Park,Cruising Areas,Pueblo,CO,,,Cruisy Area,checked,,,,7/16/2022 7:58pm
1391,Pueblo Mall,Cruising Areas,Pueblo,CO,,,Cruisy Area,checked,,,,7/16/2022 7:58pm
1392,Elk River Estates,Accommodations,Steamboat Springs,CO,"80477, 879-7556 B & B, ski resort",P.O. Box 5032,"(MW),(MX)",checked,,,,7/16/2022 8:03pm
1393,Davoser Lodge,Accommodations,Vail,CO,"81658, 476-7148 2 bdrm, full bkfst, year round",P.O. Box 1384,(MW),checked,,,,7/16/2022 8:03pm
1396,Dougal's,Restaurants & Cafes,Winter Park,CO,(at Silverado II) 726-8761 dinner 5pm-10pm,,"(MW),(MX)",checked,,,,4/14/2023 2:55pm
1397,Fairchild,Cruising Areas,Bridgeport,CT,Wheeler Park,,Cruisy Area,checked,,,,7/16/2022 8:14pm
1398,Trumbull Shopping Park,Cruising Areas,Bridgeport,CT,2nd floor,,Cruisy Area,checked,,,,7/16/2022 8:14pm
1399,AA Gay/Lesbian,Info Lines & Services,Brookfield,CT,"Rte. 80 & Rte. 30 (Congregational Church) 748-5341 (AA#) meeting 8:30pm Tues, call first",,,checked,,,,7/16/2022 9:44pm
1401,GLAAD Helpline,Info Lines & Services,Danbury,CT,"426-4922 2nd & 4th Fri, call for info",,,checked,,,,7/16/2022 9:44pm
1403,Oldtown Dikes Pt. Park,Cruising Areas,Danbury,CT,E. side of Lake Candlewood,,Cruisy Area,checked,,,,7/16/2022 9:45pm
1406,Hammonasset State Beach,Cruising Areas,Hammonasset,CT,(Men's spa),,Cruisy Area,checked,,,,7/16/2022 9:48pm
1407,"Bisexual, Lesbian & Gay Switchboard ",Info Lines & Services,Hartford,CT,"724-5542 24hr tape, staffed irregularly",,,checked,,,,7/16/2022 9:49pm
1416,Am Segulah,Religious Organizations,Hartford,CT,"246-8181 Jewish gays, service 8pm 2nd Fri",,,checked,,,,7/16/2022 9:53pm
1424,'The Dikes',Cruising Areas,Hartford,CT,E. to W. service Rd. off 1-91 N. (Riverside Park),,"Cruisy Area,(AYOR)",checked,,,,7/16/2022 9:57pm
1425,Bushnell Park,Cruising Areas,Hartford,CT,,,"Cruisy Area,(AYOR)",checked,,,,7/16/2022 9:57pm
1426,Constitution Plaza,Cruising Areas,Hartford,CT,behind Chez Est,,Cruisy Area,checked,,,,7/16/2022 9:57pm
1427,Mechanic St. ,Cruising Areas,Hartford,CT,,,"Cruisy Area,(AYOR)",checked,,,,7/16/2022 9:57pm
1428,Hubbard Park,Cruising Areas,Meridien,CT,,,Cruisy Area,checked,,,,7/16/2022 9:58pm
1430,Walnut Hill Park ,Cruising Areas,New Britain,CT,Veterans Monument,,Cruisy Area,checked,,,,7/16/2022 9:59pm
1431,Gay Switchboard ,Info Lines & Services,New Haven,CT,624-6869 8pm-11pm Mon-Thurs,,,checked,,,,7/16/2022 9:59pm
1437,Gay Men's Support Group,Men's Services,New Haven,CT,777-5416 mtg IstTues 7pm,,,checked,,,,4/21/2023 9:36am
1440,Chapel St. ,Cruising Areas,New Haven,CT,from York to Park,,Cruisy Area,checked,,,,7/16/2022 10:03pm
1441,East Rock Park,Cruising Areas,New Haven,CT,,,Cruisy Area,checked,,,,7/16/2022 10:03pm
1442,Long Wharf Dr.,Cruising Areas,New Haven,CT,eveningsin parkinglots,,"Cruisy Area,(AYOR)",checked,,,,7/16/2022 10:04pm
1443,Yale U.,Cruising Areas,New Haven,CT,Woolsey Hal,,Cruisy Area,checked,,,,7/16/2022 10:04pm
1444,Yale U.,Cruising Areas,New Haven,CT,Library,,"Cruisy Area,(AYOR)",checked,,,,7/16/2022 10:04pm
1445,The Forum Library,Info Lines & Services,New London,CT,859-3099 gay/lesbian lending library by appointment only,,,checked,,,,7/16/2022 10:05pm
1448,Crystal Mall,Cruising Areas,New London,CT,,,Cruisy Area,checked,,,,7/16/2022 10:06pm
1449,Gray Rock Picnic Area,Cruising Areas,New London,CT,"Rte. 184, Groton",,Cruisy Area,checked,,,,7/16/2022 10:06pm
1450,Ocean Park Beach,Cruising Areas,New London,CT,(Rt hand side off boardwalk),,Cruisy Area,checked,,,,7/16/2022 10:06pm
1451,Lynn Deming Park,Cruising Areas,New Milford,CT,,,Cruisy Area,checked,,,,7/16/2022 10:07pm
1452,Info Line for Southeastern Connecticut,Cruising Areas,North Haven,CT,886-0516 8am-9pm Mon-Fri,74 W. Main St.,Cruisy Area,checked,,,,7/16/2022 10:08pm
1453,Frog Rock,Cruising Areas,Pomfret,CT,,,"Cruisy Area,(AYOR)",checked,,,,7/18/2022 8:26pm
1454,Lesbian/Gay Info Line,Info Lines & Services,Stamford,CT,"327-0767 7pm-10pm Tues, Thurs & Sun",,,checked,,,,7/18/2022 8:27pm
1456, Cove Island Beach,Cruising Areas,Stamford,CT,,,Cruisy Area,checked,,,,7/18/2022 8:28pm
1457,Stamford Town Center,Cruising Areas,Stamford,CT,,,Cruisy Area,checked,,,,7/18/2022 8:28pm
1461,Lakewood Ponds,Cruising Areas,Waterbury,CT,,,Cruisy Area,checked,,,,7/18/2022 8:30pm
1464,Sherwood Isle State Park E. beach,Cruising Areas,Westport,CT,"far end 1-95, exit 18 (Summers)",,Cruisy Area,checked,,,,7/18/2022 8:32pm
1470,Ramshead Inn ,Accommodations,Rehoboth Beach,DE,"RD2Box 509226-9171 B& B, year round",,"(MW),(MX)",checked,,,,7/18/2022 8:51pm
1471,Renegade Motel,Accommodations,Rehoboth Beach,DE,Hwy. 1 227-4713 bar on premises,,"(MW),(SW),(*)",checked,,,,4/14/2023 2:55pm
1473, Renegade Motel Bar,Bars/Clubs,Rehoboth Beach,DE,"(at Renegade Motel) 227-4713 winter hrs 4pm-2am, summer hrs 11am-2am, piano bar",,"(*),(MW),(D),(YC),(E),(F)",checked,,,,4/21/2023 9:04am
1480,Carpenter'sBeach,Cruising Areas,Rehoboth Beach,DE,below S. end of Boardwalk at foot of Queen St.,,Cruisy Area,checked,,,,7/18/2022 9:00pm
1481,Gay/Lesbian Alliance o f Delaware ,Info Lines & Services,Wilmington,DE,655-5280,,,checked,,,,4/14/2023 2:55pm
1485,Restaurant at the Renaissance,Restaurants & Cafes,Wilmington,DE,"428-0447 Italian cui­sine, 5pm-10pm Wed-Sun",,,checked,,,,7/18/2022 9:04pm
1486,Gay Men's Support Group,Men's Services,Wilmington,DE,652-6776 call switchboard for info,,,checked,,,,7/18/2022 9:04pm
1487,Dignity & Integrity ,Religious Organizations,Wilmington,DE,"19899, 571-9197 meets 8pm 1st & 3rd Fri, call switchboard for location",P.O. Box 1839,,checked,,,,7/18/2022 9:04pm
1489,8th St.,Cruising Areas,Wilmington,DE,betw. Shipley & Tetnell,,Cruisy Area,checked,,,,7/18/2022 9:05pm
1490,Brandywine Park ,Cruising Areas,Wilmington,DE,Footbridge & Woods,,"Cruisy Area,(AYOR)",checked,,,,7/18/2022 9:06pm
1493,Gay/Lesbian Switchboard,Info Lines & Services,Washington,D.C,"429-4971 7:30-10:30pm, TDD 429-4973, hearing to deaf 429-4974",,,checked,,,,4/14/2023 2:55pm
1494,Open Quest Institute,Info Lines & Services,Washington,D.C,(800)992-9239 24 hour Crisis Hotline,,,checked,,,,4/14/2023 2:55pm
1498,The Annex,Bars/Clubs,Washington,D.C," (upstairs in Badlands bar) 293-0064 9pm-2am Wed-Sun, clsd Mon & Tues",,"(CW),(L),(V)",checked,,,,4/14/2023 2:55pm
1499,Bachelors Mill,Bars/Clubs,Washington,D.C,"(downstairs in Back Door Pub) 544- 1931 4pm-2am Sun-Thurs, Sunday shows, til 3am Fri & Sat",,"(D),(S),(B)",checked,,,,4/14/2023 2:55pm
1518,The Rogue,Bars/Clubs,Washington,D.C,(upstairs at the Brass Rail bar) 371-2223 open only Sat & Sun ,,"(*),(S)",checked,,,,4/21/2023 9:06am
1528,Rock Creek Cafe,Restaurants & Cafes,Washington,D.C,NW 956-6690,2111 'P' St. ,"(MW),(MX)",checked,,,,7/18/2022 9:46pm
1542,Bet Mishpachah,Religious Organizations,Washington,D.C,SW (Christ Methodist Church) 833-1638 8:30pm Fri,4th St. & 'I,,checked,,,,4/14/2023 2:52pm
1544,Emergence (Christian Science),Religious Organizations,Washington,D.C,"337-6223 2nd, 3rd Mon at 7:30pm, call for location",,,checked,,,,7/18/2022 9:59pm
1547,Integrity (Episc.),Religious Organizations,Washington,D.C,"St.Thomas Church, 18th St. & Church NW 953-9421 7:30pm, 2nd & 4th Fri",,,checked,,,,7/18/2022 10:00pm
1549,Lutherans Concerned ,Religious Organizations,Washington,D.C,667-2667 call for info,,,checked,,,,7/18/2022 10:01pm
1555, Connections,Erotica,Washington,D.C,see ad color national section 1-976-1990 talking personals,,,checked,,,,7/18/2022 10:03pm
1557,Leather Rack,Erotica,Washington,D.C,(at D.C. Eagle bar location) 347-6025,639 New York Ave. ,,checked,,,,7/18/2022 10:04pm
1559,P' St. Beach,Cruising Areas,Washington,D.C,23rd St. & P' St.,,"Cruisy Area,(AYOR)",checked,,,,7/18/2022 10:05pm
1560,'Rest Stop',Cruising Areas,Washington,D.C,on 1-95 S. btw. Balt. & D.C. ,,"Cruisy Area,(AYOR)",checked,,,,7/18/2022 10:05pm
1561,'The Block’,Cruising Areas,Washington,D.C,from 30th to 31st btw.'O'&Dumbar­ ton (Georgetown)(Late),,Cruisy Area,checked,,,,4/21/2023 9:06am
1562,9th St.,Cruising Areas,Washington,D.C,N.W. H' to E',,Cruisy Area,checked,,,,7/18/2022 10:07pm
1563,George Washington U.,Cruising Areas,Washington,D.C,Student Center (very AYOR),,"(AYOR),Cruisy Area",checked,,,,7/18/2022 10:07pm
1564,Georgetown U.,Cruising Areas,Washington,D.C,G.T. Walsh Bldg,,Cruisy Area,checked,,,,7/18/2022 10:08pm
1565,Georgetown U.,Cruising Areas,Washington,D.C,Gym,,Cruisy Area,checked,,,,7/18/2022 10:08pm
1566,Georgetown U.,Cruising Areas,Washington,D.C,Nevils Hall,,"Cruisy Area,(AYOR)",checked,,,,7/18/2022 10:08pm
1567,Park Ave. ,Cruising Areas,Washington,D.C,"bounded by New York Ave, 12th, 11th & 'I' Sts. (Hustlers)",,Cruisy Area,checked,,,,4/21/2023 9:06am
1568,"Woods surrounding 'P' St. Beach - ""Black Forest""",Cruising Areas,Washington,D.C,,,"(AYOR),Cruisy Area",checked,,,,4/21/2023 9:42am
1570,Spanish River Park,Cruising Areas,Boca Raton,FL,,,Cruisy Area,checked,,,,7/18/2022 10:13pm
1571,Coquina Beach,Cruising Areas,Bradenton,FL,,,Cruisy Area,checked,,,,7/18/2022 10:14pm
1572,Jetty Park & Beach,Cruising Areas,Cape Canaveral,FL,(Days),,"Cruisy Area,(AYOR)",checked,,,,7/18/2022 10:14pm
1577,Parking lots,Cruising Areas,Clearwater,FL,on Pierce St. nr. Ft. Harrison,,Cruisy Area,checked,,,,7/18/2022 10:23pm
1579,Lori Wilson Park ,Cruising Areas,Cocoa Beach,FL,,,"Cruisy Area,(AYOR)",checked,,,,7/18/2022 10:24pm
1580,Merritt Sq. Mall,Cruising Areas,Cocoa Beach,FL,MerrittIsland,,Cruisy Area,checked,,,,7/18/2022 10:24pm
1582,'Rest Stop',Cruising Areas,Crestview,FL,"I-10, both sides",,Cruisy Area,checked,,,,7/18/2022 10:26pm
1583,Roadside Park,Cruising Areas,Crestview,FL,2 mi S. of 1-10 on Rt. 85,,Cruisy Area,checked,,,,7/18/2022 10:26pm
1593,Boardwalk & beach,Cruising Areas,Daytona Beach,FL,in front of sightseeing tower,,Cruisy Area,checked,,,,7/18/2022 10:35pm
1594,Boardwalk & beach,Cruising Areas,Daytona Beach,FL,by bandshell,,Cruisy Area,checked,,,,7/18/2022 10:35pm
1596,AA Gay/Lesbian,Info Lines & Services,Ft. Lauderdale,FL,462-0265 call for times and locations,,,checked,,,,4/14/2023 2:55pm
1597,Gay Hotline,Info Lines & Services,Ft. Lauderdale,FL,537-0823 24hr message center,,,checked,,,,7/18/2022 10:37pm
1598,Open Quest Institute,Info Lines & Services,Ft. Lauderdale,FL,(800)992-9239 24 hour Crisis Hotline,,,checked,,,,7/18/2022 10:37pm
1625,Lower Deck,Bars/Clubs,Ft. Lauderdale,FL,(at Marlin Beach Hotel)467-6551,,"(*),(MW),(D),(F)",checked,,,,4/14/2023 2:55pm
1645,Dignity (at MCC) ,Religious Organizations,Ft. Lauderdale,FL,462-2004/2014 Mass 7pm Sun,,,checked,,,,7/19/2022 4:43pm
1649,Connections,Erotica,Ft. Lauderdale,FL,1-976-1990 talking personals,,,checked,,,,7/19/2022 4:45pm
1653,Broward Mall,Cruising Areas,Ft. Lauderdale,FL,,,Cruisy Area,checked,,,,7/19/2022 4:47pm
1654,E. Las Olas Blvd.,Cruising Areas,Ft. Lauderdale,FL,,,Cruisy Area,checked,,,,7/19/2022 4:47pm
1655,Galleria Mall,Cruising Areas,Ft. Lauderdale,FL,,,Cruisy Area,checked,,,,7/19/2022 4:47pm
1656,Holiday Park ,Cruising Areas,Ft. Lauderdale,FL,,,"(AYOR),Cruisy Area",checked,,,,7/19/2022 4:47pm
1657,Gay Switchboard ,Info Lines & Services,Ft. Myers,FL,275-1400,,,checked,,,,7/19/2022 4:47pm
1663,The Support Line,Publications,Ft. Myers,FL,"33902, 275-1400 support services for gays",P.O. Box 546,,checked,,,,7/19/2022 4:51pm
1664,Bell Tower shops ,Cruising Areas,Ft. Myers,FL,Daniel Rd.,,Cruisy Area,checked,,,,7/19/2022 4:52pm
1665,Edison Mall,Cruising Areas,Ft. Myers,FL,,,Cruisy Area,checked,,,,7/19/2022 4:52pm
1666, Ft. Myers Yacht Basin,Cruising Areas,Ft. Myers,FL,,,"Cruisy Area,(AYOR)",checked,,,,7/19/2022 4:52pm
1667, Sunset Park,Cruising Areas,Ft. Myers,FL,,,"Cruisy Area,(AYOR)",checked,,,,7/19/2022 4:52pm
1669,Jaycee Park,Cruising Areas,Ft. Walton Beach,FL,,,"Cruisy Area,(AYOR)",checked,,,,7/19/2022 4:54pm
1670,Leeside Park,Cruising Areas,Ft. Walton Beach,FL,U.S. 98 opp. Sea Spray Inn,,Cruisy Area,checked,,,,7/19/2022 4:54pm
1671,Lincoln Park,Cruising Areas,Ft. Walton Beach,FL,(Valpariso),,Cruisy Area,checked,,,,7/19/2022 4:54pm
1672,Racetrack Road ,Cruising Areas,Ft. Walton Beach,FL,(Summers)(Hitch-hikers),,Cruisy Area,checked,,,,7/19/2022 4:54pm
1673,Wayside Park,Cruising Areas,Ft. Walton Beach,FL,U.S. 98 at Okaloosa (Late),,Cruisy Area,checked,,,,7/19/2022 4:54pm
1674,AA Gay ,Info Lines & Services,Gainesville,FL,"332-0700 8pm Sun, call for location",,,checked,,,,7/19/2022 4:55pm
1675,Gay New Life Group (AA),Info Lines & Services,Gainesville,FL,"332-0700 8pm Sat, call for location",,,checked,,,,7/19/2022 4:56pm
1676,Gay Switchboard ,Info Lines & Services,Gainesville,FL,332-0700 info & referrals 6pm -11pm,,,checked,,,,7/19/2022 4:56pm
1681,MCC,Religious Organizations,Gainesville,FL,"495-3378 7pm Sun, call for location",,,checked,,,,7/19/2022 5:00pm
1682,Newnan's Lake ,Cruising Areas,Gainesville,FL,,,"(AYOR),Cruisy Area",checked,,,,7/19/2022 5:00pm
1683,U. of Florida Library East,Cruising Areas,Gainesville,FL,,,"(AYOR),Cruisy Area",checked,,,,7/19/2022 5:00pm
1689,Young Circle,Cruising Areas,Hollywood,FL,,,Cruisy Area,checked,,,,7/19/2022 5:03pm
1701,Boone Park,Cruising Areas,Jacksonville,FL,,,Cruisy Area,checked,,,,7/23/2022 2:47pm
1702,Friendship Park,Cruising Areas,Jacksonville,FL,,,"Cruisy Area,(AYOR)",checked,,,,7/23/2022 2:48pm
1703,Hemming Park,Cruising Areas,Jacksonville,FL,,,"Cruisy Area,(AYOR)",checked,,,,7/23/2022 2:48pm
1705, 5th Ave. Beach and S. to Boardwalk,Cruising Areas,Jacksonville Beach,FL,,,Cruisy Area,checked,,,,4/21/2023 9:45am
1707,Gay AA,Info Lines & Services,Key West,FL,(at MCC) 296-4357 crisis assistance & referrals,,,checked,,,,7/23/2022 2:50pm
1708,Key West Business Guild ,Info Lines & Services,Key West,FL,"P.O. Box 1208, 33041, 294-4603",,(IGTA),checked,,,,4/14/2023 2:55pm
1709,Open Quest Institute,Info Lines & Services,Key West,FL,(800)992-9239 24 hour Crisis Hotline,,,checked,,,,4/14/2023 2:55pm
1730,Lighthouse Court,Accommodations,Key West,FL,294-9588 open year round,,"(*),(SW),(F)",checked,,,,4/14/2023 2:55pm
1758,Lotsa Pasta,Restaurants & Cafes,Key West,FL,294-7874,#7 Key Lime Sq.,"(MW),(MX)",checked,,,,7/23/2022 3:21pm
1766,Escape Cruises ,Travel Agency or Tour Operators,Key West,FL,Garrison Bright Marina 296-4608 ,,(IGTA),checked,,,,7/23/2022 7:20pm
1774," ""Dick Dock""",Cruising Areas,Key West,FL,pier at end of Reynolds St.,,"Cruisy Area,(AYOR)",checked,,,,7/23/2022 7:24pm
1775,Duval St.,Cruising Areas,Key West,FL,(Queens for days),,Cruisy Area,checked,,,,7/23/2022 7:24pm
1776,Fleming St.,Cruising Areas,Key West,FL,(Queens for nights),,Cruisy Area,checked,,,,7/23/2022 7:24pm
1777,Ft. Zachary Taylor Beach,Cruising Areas,Key West,FL,,,Cruisy Area,checked,,,,7/23/2022 7:24pm
1784,'Rest Area' ,Cruising Areas,Marianna,FL,nr. 1-10 and U.S. 231 interchange,,Cruisy Area,checked,,,,7/23/2022 7:30pm
1786,Ballard Park,Cruising Areas,Melbourne,FL,,,"(AYOR),Cruisy Area",checked,,,,7/23/2022 7:32pm
1787,Canova Beach,Cruising Areas,Melbourne,FL,(Nights),,"(AYOR),Cruisy Area",checked,,,,7/23/2022 7:32pm
1788,Melbourne Harbor Marina,Cruising Areas,Melbourne,FL,,,"(AYOR),Cruisy Area",checked,,,,7/23/2022 7:32pm
1790,Gay/Lesbian Community Hotline,Info Lines & Services,Miami,FL,759-3661 call for info & referral,,,checked,,,,4/14/2023 2:55pm
1791,Open Quest Institute ,Info Lines & Services,Miami,FL, (800)992-9239 24 hour Crisis Hotline,,,checked,,,,4/14/2023 2:55pm
1793,Club Body Center,Accommodations,Miami,FL,(at Club Body Center health club) 448-2214 24hrs,,"(PC),(SW)",checked,,,,4/21/2023 9:47am
1817,Head's & Tail's Restaurant ,Restaurants & Cafes,Miami,FL,(at the Club Body Center health club) 442-2582 24hrs,2991 Coral Way,,checked,,,,7/23/2022 7:58pm
1830,Integrity-Miami ,Religious Organizations,Miami,FL, 576-0852 call hotline for info,,,checked,,,,7/23/2022 8:02pm
1843,'The Block',Cruising Areas,Miami,FL,nr. Cactus Lounge o ff Biscayne Blvd (Hustlers),,Cruisy Area,checked,,,,7/23/2022 8:07pm
1844,21st St. Beach,Cruising Areas,Miami,FL,,,"Cruisy Area,(AYOR)",checked,,,,7/23/2022 8:07pm
1845,Bearcut Beach,Cruising Areas,Miami,FL,,,Cruisy Area,checked,,,,7/23/2022 8:07pm
1846,Biscayne Blvd.,Cruising Areas,Miami,FL,'Hitch Hikers',,Cruisy Area,checked,,,,7/23/2022 8:08pm
1847,Matheson Hammock Beach,Cruising Areas,Miami,FL,on Old Cutler Rd,,Cruisy Area,checked,,,,7/23/2022 8:08pm
1848,Miami Dade College,Cruising Areas,Miami,FL,Music Bldg.,,Cruisy Area,checked,,,,7/23/2022 8:08pm
1849,Miami Dade College,Cruising Areas,Miami,FL,Library,,Cruisy Area,checked,,,,7/23/2022 8:08pm
1850,Sewell Park ,Cruising Areas,Miami,FL,Bushes,,Cruisy Area,checked,,,,7/23/2022 8:09pm
1851,Woods ,Cruising Areas,Miami,FL,opp. Fairchild Gardens,,Cruisy Area,checked,,,,7/23/2022 8:09pm
1852,Gay AA ,Info Lines & Services,Naples,FL,"566-8750 8pm Tues & Thurs ,7:30 pm Sat,calI for location",,,checked,,,,7/23/2022 8:10pm
1854,Lowdermilk Park ,Cruising Areas,Naples,FL,,,"Cruisy Area,(AYOR)",checked,,,,7/23/2022 8:11pm
1855,Vanderbilt Beach,Cruising Areas,Naples,FL,S. of the Ritz,,Cruisy Area,checked,,,,7/23/2022 8:11pm
1856,Canaveral National Seashore,Cruising Areas,New Smyrna Beach,FL,"enter via Rt. A1A, walk 1 mi S.",,Cruisy Area,checked,,,,7/23/2022 8:13pm
1859,Halouver Park,Cruising Areas,North Miami Beach,FL,,,Cruisy Area,checked,,,,7/23/2022 8:14pm
1861,Gay/Lesbian Community Services ,Info Lines & Services,Orlando,FL,"843-4297 helpline 24 hrs, counselors available 8 p m -11pm",,,checked,,,,4/14/2023 2:55pm
1862,Open Quest Institute,Info Lines & Services,Orlando,FL,(800)992-9239 24 hour Crisis Hotline,,,checked,,,,4/14/2023 2:55pm
1866,City Lights Cabaret,Bars/Clubs,Orlando,FL,(at The Complex) 422-6826 12am-2am,,"(*),(MW),(D),(S)",checked,,,,7/23/2022 8:21pm
1873,Loading Dock,Bars/Clubs,Orlando,FL,(at The Complex) 420-9778 noon- 2am, 3400 S. Orange Blossom Tr.,"(*),(LV)",checked,,,,7/23/2022 8:32pm
1874,Palace Club ,Bars/Clubs,Orlando,FL,(at The Complex) 420-9015 11pm-closing Fri & Sat, 3400 S. Orange Blossom Tr.,"(MW),(D),(AH)",checked,,,,7/23/2022 8:32pm
1875,Power House Disco ,Bars/Clubs,Orlando,FL,(at Parliament House) 425-7571  8pm-2am,410 N. Orange Blossom Tr. ,"(*),(D),(F),(E),(S),(YC)",checked,,,,7/23/2022 8:32pm
1879,The Cafe,Restaurants & Cafes,Orlando,FL,(at Parliament House Hotel) 425-7571 24hrs,410 N. Orange Blossom Tr. ,(MW),checked,,,,7/23/2022 8:31pm
1881,New Image Fitness Center ,Gym/Health Clubs,Orlando,FL,"(at The Complex) 420-9890 24 hrs, jacuzzi, steam, sauna, weights", 3400 S. Orange Blossom Tr.,(PC),checked,,,,7/23/2022 8:32pm
1886,Colonial Plaza Shopping Mall,Cruising Areas,Orlando,FL,,,Cruisy Area,checked,,,,7/23/2022 8:34pm
1887,Fashion Square Shopping Ma,Cruising Areas,Orlando,FL,,,Cruisy Area,checked,,,,7/23/2022 8:34pm
1893,McKenzie Park,Cruising Areas,Panama City,FL,,,Cruisy Area,checked,,,,7/23/2022 8:45pm
1894,New Municipal Pier,Cruising Areas,Panama City,FL,,,Cruisy Area,checked,,,,7/23/2022 8:46pm
1895,Phillip's Inlet County Beach,Cruising Areas,Panama City,FL,1/2 mi W. of Ramsgate Harbor Condos,,Cruisy Area,checked,,,,4/21/2023 9:06am
1896,Roadside Park,Cruising Areas,Panama City,FL,nr. Tyndall A.F.B.,,Cruisy Area,checked,,,,4/14/2023 2:51pm
1897,AA Gay/Lesbian,"Religious Organizations,Info Lines & Services",Pensacola,FL,(at MCC Location) 433-8528 (MCC #) 7:30pm Tues & Fri,,,checked,,,,7/23/2022 8:52pm
1899,"Grocery Store, The Alcaniz & Government",Bars/Clubs,Pensacola,FL,433-8868  2pm-2:30am,,"(MW),(D),(S)",checked,,,,4/14/2023 2:55pm
1904,Bayfront Auditorium,Cruising Areas,Pensacola,FL,end Palafox St. ,,"Cruisy Area,(AYOR)",checked,,,,7/23/2022 9:00pm
1905,Beach on Santa Rosa Island,Cruising Areas,Pensacola,FL,Ft. Picken's Beach,,"(N),Cruisy Area",checked,,,,7/23/2022 9:00pm
1906,Gay Dunes Beach,Cruising Areas,Pensacola,FL,Dunes & Trails 7 mi. W. of Navarre Beach,,Cruisy Area,checked,,,,7/23/2022 9:00pm
1907,Old Chimney,Cruising Areas,Pensacola,FL,nr. bluff on scenic hwy,,"Cruisy Area,(AYOR)",checked,,,,7/23/2022 9:00pm
1909,Pompano Beach Mall,Cruising Areas,Pompano,FL,,,Cruisy Area,checked,,,,7/23/2022 9:04pm
1916,Gulfstream Ave.,Cruising Areas,Sarasota,FL,parking lot - Ringling Blvd. & Gulf Stream,,Cruisy Area,checked,,,,7/23/2022 9:16pm
1917,North Lido Beach Woods,Cruising Areas,Sarasota,FL,,,"Cruisy Area,(AYOR)",checked,,,,7/23/2022 9:16pm
