ID,title,description,streetaddress,city,state,amenityfeatures,type,notes,dateadded,lastmodified,Year,full.address,lon,lat,geoAddress,Status
140,Derby House,,1068 Park St.,Jacksonville,FL,"(M) - Mixed - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours",Restaurant,,10/22/2019 6:41am,10/28/2019 9:54am,1979,"1068 Park St., Jacksonville, FL",-81.6812748,30.3142024,"1068 park st, jacksonville, fl 32204, usa",Google Verified Location
110,Derby House,,1068 Park St.,Jacksonville,FL,"(M) - Mixed - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours",Bars/Clubs,NA,11/7/2019 2:45pm,11/10/2019 2:21pm,1977,"1068 Park St., Jacksonville, FL",-81.6812748,30.3142024,"1068 park st, jacksonville, fl 32204, usa",Google Verified Location
170,Derby House,,1068 Park St.,Jacksonville,FL,"(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours",Restaurant,,9/14/2019 6:47pm,9/15/2019 12:00am,1980,"1068 Park St., Jacksonville, FL",-81.6812748,30.3142024,"1068 park st, jacksonville, fl 32204, usa",Google Verified Location
180,Junction,(Opens 3pm),1261 King St.,Jacksonville,FL,"(YC) - Young and/or collegiate types,(*) - Very popular",Bars/Clubs,,9/14/2019 6:47pm,9/15/2019 12:04am,1980,"1261 King St., Jacksonville, FL",-81.6939147,30.3113616,"1261 king st, jacksonville, fl 32204, usa",Google Verified Location
146,Post & King Lounge,,931 King St.,Jacksonville,FL,"(OC) - Older/More Mature Crowd,(PT) - Pool Table",Bars/Clubs,,10/22/2019 6:41am,10/28/2019 10:06am,1979,"931 King St., Jacksonville, FL",-81.6954865,30.3135751,"931 king st, jacksonville, fl 32204, usa",Google Verified Location
77,Mr. D's,(also called 'Off Beat'),2952 College St.,Jacksonville,FL,"(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy",Bars/Clubs,,8/31/2019 12:07pm,9/9/2019 7:36am,1974,"2952 College St., Jacksonville, FL",-81.7031194,30.3141444,"2952 college st, jacksonville, fl 32205, usa",Google Verified Location
45,Offbeat,,2952 Roosevelt Blvd.,Jacksonville,FL,,Bars/Clubs,NA,9/4/2019 1:28pm,9/4/2019 4:04pm,1970,"2952 Roosevelt Blvd., Jacksonville, FL",-81.7034457,30.3136553,"2952 roosevelt blvd, jacksonville, fl 32205, usa",Google Verified Location
682,Inner Sactum,,2952 Roosevelt,Jacksonville,FL,(*) - Very popular,Bars/Clubs,,12/17/2019 9:53am,12/17/2019 9:53am,1975,"2952 Roosevelt, Jacksonville, FL",-81.7034457,30.3136553,"2952 roosevelt blvd, jacksonville, fl 32205, usa",Google Verified Location
101,Inner Sanctum,,2952 Roosevelt,Jacksonville,FL,,Bars/Clubs,NA,10/25/2019 8:58am,11/8/2019 1:40pm,1976,"2952 Roosevelt, Jacksonville, FL",-81.7034457,30.3136553,"2952 roosevelt blvd, jacksonville, fl 32205, usa",Google Verified Location
114,My Little Dude,(may be closing),2952 Roosevelt,Jacksonville,FL,,Bars/Clubs,NA,11/7/2019 2:45pm,11/10/2019 2:21pm,1977,"2952 Roosevelt, Jacksonville, FL",-81.7034457,30.3136553,"2952 roosevelt blvd, jacksonville, fl 32205, usa",Google Verified Location
51,Offbeat,,2952 Roosevelt Blvd,Jacksonville,FL,"(S) - Shows - impersonators or record pantomime acts - often touristy,(D) - Dancing,(*) - Very popular",Bars/Clubs,,8/29/2019 1:15pm,8/30/2019 9:03am,1971,"2952 Roosevelt Blvd, Jacksonville, FL",-81.7034457,30.3136553,"2952 roosevelt blvd, jacksonville, fl 32205, usa",Google Verified Location
2689,My Little Dude ,(Male  'Drags ') ,"2952 Roosevelt, under Hwy 17 ",Jacksonville,FL,"""(G) - Girls/Ms, but seldom exclusively"",(S) - Shows - impersonators or record pantomime acts - often touristy",Bars/Clubs,,,,1978,"2952 Roosevelt, under Hwy 17 , Jacksonville, FL",-81.7036,30.313672,unclear_coded_by_hand,Verified Location
1303,My Little Dude ,(Some G),"2952 Roosevelt, under Hwy. 17",Jacksonville,FL,"(S) - Shows - impersonators or record pantomime acts - often touristy,""(G) - Girls, but rarely exclusively""",Bars/Clubs,,,,1979,"2952 Roosevelt, under Hwy. 17, Jacksonville, FL",-81.7036,30.313672,unclear_coded_by_hand,Verified Location
175,My Little Dude,(Some L) Under Hwy 17,2951 Roosevelt,Jacksonville,FL,"""(L) - Ladies/Ms, but seldom exclusively unless noted"",(S) - Shows - impersonators or record pantomime acts - often touristy",Bars/Clubs,,9/14/2019 6:47pm,9/15/2019 12:04am,1980,"2951 Roosevelt, Jacksonville, FL",-81.70426,30.3134816,"2951 roosevelt blvd, jacksonville, fl 32205, usa",Google Verified Location
845,Lakeside Villas Motel,,1255 Lakeshore Way,Lake Alfred,FL,"(M) - Mixed or partially straight,""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,12/17/2019 9:53am,12/17/2019 9:53am,1975,"1255 Lakeshore Way, Lake Alfred, FL",-81.730774,28.0772834,"1255 s lake shore way, lake alfred, fl 33850, usa",Google Verified Location
117,Lakeside Villas Motel,,1255 Lake Shore Way,Lake Alfred,FL,"(M) - Mixed or partially straight,""(H) - Hotel, motel, or other overnight accomodations""",Hotels,NA,11/6/2019 6:38am,11/8/2019 1:40pm,1976,"1255 Lake Shore Way, Lake Alfred, FL",-81.730774,28.0772834,"1255 s lake shore way, lake alfred, fl 33850, usa",Google Verified Location
85,Lakeside Villas Motel,,1255 Lakeshore Way,Lake Alfred,FL,"(M) - Mixed Crowds,""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,8/31/2019 12:07pm,9/9/2019 7:36am,1974,"1255 Lakeshore Way, Lake Alfred, FL",-81.730774,28.0772834,"1255 s lake shore way, lake alfred, fl 33850, usa",Google Verified Location
132,Lakeside Villas Motel,,1255 Lake Shore,Lake Alfred,FL,"(M) - Mixed - Some Straights,""(H) - Hotel, motel, or other overnight accomodations""",Hotels,NA,11/7/2019 2:51pm,11/10/2019 2:18pm,1977,"1255 Lake Shore, Lake Alfred, FL",-81.730774,28.0772834,"1255 s lake shore way, lake alfred, fl 33850, usa",Google Verified Location
52,Wh-oo Club,,1436 Lakeshore Blvd.,Jacksonville,FL,"(BYOB) - Bring your own bottle,(P) - Private club - Inquire locally to admission",Bars/Clubs,NA,9/9/2019 7:39am,10/28/2019 9:27am,1972,"1436 Lakeshore Blvd., Jacksonville, FL",-81.738884,30.2940644,"1436 lake shore blvd, jacksonville, fl 32205, usa",Google Verified Location
31,Mermaid Room,,,Key West,FL,(*) - Very popular,Bars/Clubs,,8/31/2019 2:07pm,9/7/2019 1:18pm,1974,", Key West, FL",-81.779987,24.555059,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
3083,Lazy Afternoon,,Simonton St.,Key West,FL,(M) - Mixed Crowds - Some Straights,Restaurant,,,,1980,"Simonton St., Key West, FL",-81.779987,24.555059,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
3086,Jean-Luc,,,Key West,FL,Cruisy Area,Cruising Areas,,,,1980,", Key West, FL",-81.779987,24.555059,unclear_coded_by_hand,Location could not be verified. General city or location coordinates used.
182,Anabel's,(Good days),422 Smith Lane,Key West,FL,"(B) - Blacks frequent,(W) - Western or coyboy types,(PT) - Pool Table",Bars/Clubs,,9/14/2019 6:47pm,9/15/2019 12:14am,1980,"422 Smith Lane, Key West, FL",-81.7799871,24.5550593,"key west, fl 33040, usa",Google Verified Location
183,Big Ruby's Inn,(Guest house),409 Smith Lane,Key West,FL,"""(H) - Hotel, motel, or other overnight accomodations"",(*) - Very popular",Hotels,,9/14/2019 6:47pm,9/15/2019 12:13am,1980,"409 Smith Lane, Key West, FL",-81.7799871,24.5550593,"key west, fl 33040, usa",Google Verified Location
28,Bo's Reef,,3225 Frost,Jacksonville,FL,(*) - Very popular,Bars/Clubs,NA,8/18/2019 10:23pm,9/7/2019 11:23am,1968,"3225 Frost, Jacksonville, FL",-81.7843749,30.3062301,"3225 frost st e, jacksonville, fl 32221, usa",Google Verified Location
190,Dan Fleming Guest House,,1423 Eliza St.,Key West,FL,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,9/14/2019 6:47pm,9/15/2019 1:39am,1980,"1423 Eliza St., Key West, FL",-81.7878333,24.5563655,"1423 eliza st, key west, fl 33040, usa",Google Verified Location
3088,Monroe County Beach - Reynolds St. Pier,,,Key West,FL,Cruisy Area,Cruising Areas,,,,1980,", Key West, FL",-81.788408,24.546313,unclear_coded_by_hand,Verified Location
1139,Monroe County Beach - Reynolds St. Pier,,,Key West,FL,Cruisy Area,Cruising Areas,,,,1979,", Key West, FL",-81.788408,24.546313,unclear_coded_by_hand,Verified Location
2798,Monroe County Beach - Reynolds St Pier ,,,Key West,FL,Cruisy Area,Cruising Areas,,,,1978,", Key West, FL",-81.788408,24.546313,unclear_coded_by_hand,Verified Location
207,One Havana Lane,,1 Havana Lane,Key West,FL,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,9/14/2019 6:47pm,9/15/2019 1:49am,1980,"1 Havana Lane, Key West, FL",-81.79253,24.5563316,"1 havana ln, key west, fl 33040, usa",Google Verified Location
131,Redwood Apartments,,719 South Street,Key West,FL,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,NA,11/7/2019 2:51pm,11/10/2019 2:18pm,1977,"719 South Street, Key West, FL",-81.7932047,24.5495762,"719 south st, key west, fl 33040, usa",Google Verified Location
164,Lanai Apts. of Key West,,1100 Angela St.,Key West,FL,,Bars/Clubs,,10/22/2019 6:51am,10/28/2019 10:06am,1979,"1100 Angela St., Key West, FL",-81.7941871,24.5581515,"1100 angela st, key west, fl 33040, usa",Google Verified Location
201,Lanai Apts. of Key West,,1100 Angela St.,Key West,FL,,Bars/Clubs,,9/14/2019 6:47pm,9/15/2019 1:46am,1980,"1100 Angela St., Key West, FL",-81.7941871,24.5581515,"1100 angela st, key west, fl 33040, usa",Google Verified Location
215,Southwind Motel,"(Some W, SM, FFA)",1321 Simonton St.,Key West,FL,"""(H) - Hotel, motel, or other overnight accomodations"",(*) - Very popular,(W) - Western or coyboy types,""(FFA) - Final Faith of America, or ask your friendly SM Serviceman"",""(SM) - Some motorcycle. Don't confuse with 'M-S,' which means mixed crowds - shows. """,Hotels,,9/14/2019 6:47pm,9/15/2019 1:52am,1980,"1321 Simonton St., Key West, FL",-81.7951886,24.5485027,"1321 simonton st, key west, fl 33040, usa",Google Verified Location
174,Southwind Motel,"(Some W, SM, FFA)",1321 Simonton St.,Key West,FL,"""(H) - Hotel, motel, or other overnight accomodations"",(*) - Very popular,(W) - Western or coyboy types,""(FFA) - Final Faith of America, or ask your friendly SM Serviceman"",""(SM) - Some motorcycle. Don't confuse with 'M-S,' which means mixed crowds - shows. """,Hotels,,10/22/2019 6:56am,12/18/2019 3:39pm,1979,"1321 Simonton St., Key West, FL",-81.7951886,24.5485027,"1321 simonton st, key west, fl 33040, usa",Google Verified Location
160,Island House,,1129 Fleming St.,Key West,FL,"(M) - Mixed - Some Straights,""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,10/22/2019 6:51am,10/28/2019 10:02am,1979,"1129 Fleming St., Key West, FL",-81.7952336,24.5610414,"1129 fleming st, key west, fl 33040, usa",Google Verified Location
198,Island House,,1129 Fleming St.,Key West,FL,"(M) - Mixed Crowds - Some Straights,""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,9/14/2019 6:47pm,9/15/2019 1:44am,1980,"1129 Fleming St., Key West, FL",-81.7952336,24.5610414,"1129 fleming st, key west, fl 33040, usa",Google Verified Location
113,Key Lime Village,,727 Truman Ave,Key West,FL,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,NA,11/6/2019 6:38am,11/8/2019 1:40pm,1976,"727 Truman Ave, Key West, FL",-81.7959757,24.5534785,"727 truman ave, key west, fl 33040, usa",Google Verified Location
127,Key Lime Village,,727 Truman Ave.,Key West,FL,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,NA,11/7/2019 2:45pm,11/10/2019 2:02pm,1977,"727 Truman Ave., Key West, FL",-81.7959757,24.5534785,"727 truman ave, key west, fl 33040, usa",Google Verified Location
156,Key Lime Village,(disco) (some G),727 Truman Ave.,Key West,FL,"(M) - Mixed - Some Straights,""(H) - Hotel, motel, or other overnight accomodations"",""(G) - Girls/Ms, but seldom exclusively""",Hotels,,12/3/2019 11:30am,12/18/2019 12:37pm,1978,"727 Truman Ave., Key West, FL",-81.7959757,24.5534785,"727 truman ave, key west, fl 33040, usa",Google Verified Location
837,Key Lime Village,,727 Truman Ave.,Key West,FL,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,12/17/2019 9:53am,12/17/2019 9:53am,1975,"727 Truman Ave., Key West, FL",-81.7959757,24.5534785,"727 truman ave, key west, fl 33040, usa",Google Verified Location
161,Key Lime Village,(Scruffy),727 Truman,Key West,FL,"(M) - Mixed - Some Straights,""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,10/22/2019 6:51am,10/28/2019 10:02am,1979,"727 Truman, Key West, FL",-81.7959757,24.5534785,"727 truman ave, key west, fl 33040, usa",Google Verified Location
2413,"
  Gondola Lounge
  ",,1208 Simonton ,Key West,FL,,Bars/Clubs,,,,1977,"1208 Simonton , Key West, FL",-81.796408,24.549659,unclear_coded_by_hand,Verified Location
211,Poor Richard's Buttery,,1208 Simonton St.,Key West,FL,"(PE) - Pretty elegant - jacket & tie may be required,(M) - Mixed Crowds - Some Straights,(*) - Very popular",Restaurant,,9/14/2019 6:47pm,9/15/2019 1:50am,1980,"1208 Simonton St., Key West, FL",-81.7964082,24.5496586,"1208 simonton st, key west, fl 33040, usa",Google Verified Location
170,Poor Richard's Buttery,,1208 Simonton St.,Key West,FL,"(PE) - Pretty elegant - jacket & tie may be required,(M) - Mixed - Some Straights,(*) - Very popular",Restaurant,,10/22/2019 6:56am,10/28/2019 9:54am,1979,"1208 Simonton St., Key West, FL",-81.7964082,24.5496586,"1208 simonton st, key west, fl 33040, usa",Google Verified Location
112,Italian Garden,,1208 Simonton St.,Key West,FL,(M) - Mixed or partially straight,Restaurant,NA,11/6/2019 6:38am,11/10/2019 1:35pm,1976,"1208 Simonton St., Key West, FL",-81.7964082,24.5496586,"1208 simonton st, key west, fl 33040, usa",Google Verified Location
126,Italian Garden,,1208 Simonton,Key West,FL,(M) - Mixed - Some Straights,Restaurant,NA,11/7/2019 2:45pm,11/10/2019 1:52pm,1977,"1208 Simonton, Key West, FL",-81.7964082,24.5496586,"1208 simonton st, key west, fl 33040, usa",Google Verified Location
209,Pines Guest House,,521 United St.,Key West,FL,"""(H) - Hotel, motel, or other overnight accomodations"",(*) - Very popular",Hotels,,9/14/2019 6:47pm,9/15/2019 1:50am,1980,"521 United St., Key West, FL",-81.7966644,24.5487974,"521 united st, key west, fl 33040, usa",Google Verified Location
162,The Pines,(disco) (Occ. S*),521 United St.,Key West,FL,"(M) - Mixed - Some Straights,""(H) - Hotel, motel, or other overnight accomodations"",(S) - Shows - impersonators or record pantomime acts - often touristy,(*) - Very popular",Hotels,,12/3/2019 11:30am,12/18/2019 12:37pm,1978,"521 United St., Key West, FL",-81.7966644,24.5487974,"521 united st, key west, fl 33040, usa",Google Verified Location
169,Pines Guest House,,521 United St.,Key West,FL,"""(H) - Hotel, motel, or other overnight accomodations"",(*) - Very popular",Hotels,,10/22/2019 6:51am,10/28/2019 10:02am,1979,"521 United St., Key West, FL",-81.7966644,24.5487974,"521 united st, key west, fl 33040, usa",Google Verified Location
187,Club Key West,C.B.C. Club Lodge (Baths & motel units),621 Truman Ave.,Key West,FL,(*) - Very popular,Baths,,9/14/2019 6:47pm,9/15/2019 12:13am,1980,"621 Truman Ave., Key West, FL",-81.797442,24.552598,"621 truman ave, key west, fl 33040, usa",Google Verified Location
154,Club Key West,(baths & lodgings),621 Truman Ave.,Key West,FL,(*) - Very popular,"Hotels,Baths",,12/3/2019 11:30am,12/16/2019 3:06pm,1978,"621 Truman Ave., Key West, FL",-81.797442,24.552598,"621 truman ave, key west, fl 33040, usa",Google Verified Location
154,Club Key West - C.B.C. Club Lodge,(Baths & motel units),621 Truman Ave.,Key West,FL,(*) - Very popular,"Hotels,Bars/Clubs,Baths",,10/22/2019 6:51am,10/28/2019 10:05am,1979,"621 Truman Ave., Key West, FL",-81.797442,24.552598,"621 truman ave, key west, fl 33040, usa",Google Verified Location
3084,Spg-Eddie's,(Italian),Elizabeth & Olivia,Key West,FL,(M) - Mixed Crowds - Some Straights,Restaurant,,,,1980,"Elizabeth & Olivia, Key West, FL",-81.797519,24.55351,unclear_coded_by_hand,Verified Location
153,China Gate,,1007 Simonton,Key West,FL,(M) - Mixed - Some Straights,Restaurant,,12/3/2019 11:30am,12/16/2019 1:17pm,1978,"1007 Simonton, Key West, FL",-81.7976895,24.5518474,"1007 simonton st, key west, fl 33040, usa",Google Verified Location
122,China Gate,,1007 Simonton,Key West,FL,(M) - Mixed - Some Straights,Restaurant,NA,11/7/2019 2:45pm,11/10/2019 1:52pm,1977,"1007 Simonton, Key West, FL",-81.7976895,24.5518474,"1007 simonton st, key west, fl 33040, usa",Google Verified Location
202,La Terraza de Marti,(R & Beer bar),1125 Duval St.,Key West,FL,"""(H) - Hotel, motel, or other overnight accomodations"",(*) - Very popular","Hotels,Restaurant",,9/14/2019 6:47pm,9/15/2019 1:46am,1980,"1125 Duval St., Key West, FL",-81.7977856,24.5494458,"1125 duval st, key west, fl 33040, usa",Google Verified Location
155,Curry House Guest House,,806 Fleming. Ave.,Key West,FL,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,10/22/2019 6:51am,10/28/2019 10:02am,1979,"806 Fleming. Ave., Key West, FL",-81.7990135,24.5582763,"806 fleming st, key west, fl 33040, usa",Google Verified Location
188,Curry House Guest House,,806 Fleming St.,Key West,FL,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,9/14/2019 6:47pm,9/15/2019 12:13am,1980,"806 Fleming St., Key West, FL",-81.7990135,24.5582763,"806 fleming st, key west, fl 33040, usa",Google Verified Location
206,News Stand,(books & peep shows),919 Duval St.,Key West,FL,,Book Store,,9/14/2019 6:47pm,9/15/2019 1:49am,1980,"919 Duval St., Key West, FL",-81.799239,24.551444,"919 duval st, key west, fl 33040, usa",Google Verified Location
167,New Stand,(Books & peep show),919 Duval St.,Key West,FL,,Book Store,,10/22/2019 6:51am,10/28/2019 9:49am,1979,"919 Duval St., Key West, FL",-81.799239,24.551444,"919 duval st, key west, fl 33040, usa",Google Verified Location
2983,Key Lodge Motel  ,,1004 Duval at Truman,Key West,FL,"""(H) - Hotel, motel, or other overnight accomodations"",(*) - Very popular",Hotels,,,,1978,"1004 Duval at Truman, Key West, FL",-81.799355,24.550602,unclear_coded_by_hand,Verified Location
128,Key Lodge Motel,,1004 Duval at Truman,Key West,FL,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,NA,11/7/2019 2:50pm,11/10/2019 2:02pm,1977,"1004 Duval at Truman, Key West, FL",-81.7993552,24.5506023,"1004 duval st, key west, fl 33040, usa",Google Verified Location
199,Key Lodge Motel,,1004 Duval St.,Key West,FL,"(M) - Mixed Crowds - Some Straights,""(H) - Hotel, motel, or other overnight accomodations"",(*) - Very popular",Hotels,,9/14/2019 6:47pm,9/15/2019 1:45am,1980,"1004 Duval St., Key West, FL",-81.7993552,24.5506023,"1004 duval st, key west, fl 33040, usa",Google Verified Location
114,Key Lodge Motel,,1004 Duval at Truman,Key West,FL,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,NA,11/6/2019 6:38am,11/8/2019 1:40pm,1976,"1004 Duval at Truman, Key West, FL",-81.7993552,24.5506023,"1004 duval st, key west, fl 33040, usa",Google Verified Location
162,Key Lodge Motel,,1004 Duval St.,Key West,FL,"(M) - Mixed - Some Straights,""(H) - Hotel, motel, or other overnight accomodations"",(*) - Very popular","Hotels,Bars/Clubs",,10/22/2019 6:51am,10/28/2019 9:45am,1979,"1004 Duval St., Key West, FL",-81.7993552,24.5506023,"1004 duval st, key west, fl 33040, usa",Google Verified Location
165,Lazy Afternoon,,Simonton St.,Key West,FL,(M) - Mixed - Some Straights,Restaurant,,10/22/2019 6:51am,10/28/2019 9:54am,1979,"Simonton St., Key West, FL",-81.7995702,24.5540894,"simonton st, key west, fl 33040, usa",Google Verified Location
195,Gideon Lowe House,,409 William St.,Key West,FL,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,9/14/2019 6:47pm,9/15/2019 1:43am,1980,"409 William St., Key West, FL",-81.7996542,24.55891,"409 william st, key west, fl 33040, usa",Google Verified Location
186,Claire,(open for breakfast too),900 Duval St.,Key West,FL,(E) - Entertainment,Restaurant,,9/14/2019 6:47pm,9/15/2019 12:12am,1980,"900 Duval St., Key West, FL",-81.7999958,24.5518348,"900 duval st, key west, fl 33040, usa",Google Verified Location
157,Halcyon Guest House,(Weekly or monthly rates),329 William St.,Key West,FL,"(PE) - Pretty elegant - jacket & tie may be required,""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,10/22/2019 6:51am,10/28/2019 10:02am,1979,"329 William St., Key West, FL",-81.8001133,24.5594993,"329 william st, key west, fl 33040, usa",Google Verified Location
196,Halcyon Guest House,(Weekly or monthly rates),329 William St.,Key West,FL,"(PE) - Pretty elegant - jacket & tie may be required,""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,9/14/2019 6:47pm,9/15/2019 1:44am,1980,"329 William St., Key West, FL",-81.8001133,24.5594993,"329 william st, key west, fl 33040, usa",Google Verified Location
218,Walt's Conch House,,316 Peacon Lane,Key West,FL,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,9/14/2019 6:47pm,9/15/2019 1:53am,1980,"316 Peacon Lane, Key West, FL",-81.8012024,24.5593053,"316 peacon ln, key west, fl 33040, usa",Google Verified Location
194,Garden House,(Apts.) (Whirlpool),329 Elizabeth St.,Key West,FL,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,9/14/2019 6:47pm,9/15/2019 1:43am,1980,"329 Elizabeth St., Key West, FL",-81.8012344,24.5588579,"329 elizabeth st, key west, fl 33040, usa",Google Verified Location
2800,End of Duval St. Sunset  ,,,Key West,FL,Cruisy Area,Cruising Areas,,,,1978,", Key West, FL",-81.801316,24.553851,unclear_coded_by_hand,Verified Location
3085,Duval St.,,,Key West,FL,Cruisy Area,Cruising Areas,General google Api coordinates for Duval St. used.,,,1980,", Key West, FL",-81.801316,24.553851,unclear_coded_by_hand,Verified Location
1138,Duval St. ,,,Key West,FL,Cruisy Area,Cruising Areas,General google Api coordinates for Duval St. used.,,,1979,", Key West, FL",-81.801316,24.553851,unclear_coded_by_hand,Verified Location
34,Cecil's,,613 Duval,Key West,FL,,Bars/Clubs,NA,8/18/2019 10:23pm,9/7/2019 11:23am,1968,"613 Duval, Key West, FL",-81.8015973,24.5546473,"613 duval st, key west, fl 33040, usa",Google Verified Location
123,Compass Rose,,611 Duval Street,Key West,FL,,Bars/Clubs,NA,11/7/2019 2:45pm,11/10/2019 2:21pm,1977,"611 Duval Street, Key West, FL",-81.801658,24.554616,"611 duval st, key west, fl 33040, usa",Google Verified Location
159,Ice Cream & Desert Garden,,525 Duval St.,Key West,FL,(M) - Mixed - Some Straights,Bars/Clubs,,10/22/2019 6:51am,10/28/2019 10:06am,1979,"525 Duval St., Key West, FL",-81.802174,24.5553622,"525 duval st, key west, fl 33040, usa",Google Verified Location
200,Key West Book,"(Movies, etc.)",528 Duval St.,Key West,FL,,Book Store,,9/14/2019 6:47pm,9/15/2019 1:45am,1980,"528 Duval St., Key West, FL",-81.80232,24.555023,"528 duval st, key west, fl 33040, usa",Google Verified Location
163,Key West Books,"(Movies, etc.)",528 Duval St.,Key West,FL,,Book Store,,10/22/2019 6:51am,10/28/2019 9:49am,1979,"528 Duval St., Key West, FL",-81.80232,24.555023,"528 duval st, key west, fl 33040, usa",Google Verified Location
217,Tutti & Frutti,(Ice Cream Parlor),522 Duval,Key West,FL,,Business,,9/14/2019 6:47pm,9/15/2019 1:53am,1980,"522 Duval, Key West, FL",-81.8025232,24.5551986,"522 duval st, key west, fl 33040, usa",Google Verified Location
121,Big Ruby's Guest House,,617 Whitehead,Key West,FL,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,NA,11/7/2019 2:45pm,11/10/2019 2:18pm,1977,"617 Whitehead, Key West, FL",-81.8026011,24.5536811,"617 whitehead st, key west, fl 33040, usa",Google Verified Location
152,Big Ruby's Guest House,,617 Whitehead,Key West,FL,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,,12/3/2019 11:30am,12/16/2019 1:16pm,1978,"617 Whitehead, Key West, FL",-81.8026011,24.5536811,"617 whitehead st, key west, fl 33040, usa",Google Verified Location
110,Big Ruby's Guest House,,617 Whitehead,Key West,FL,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,NA,11/6/2019 6:38am,11/8/2019 1:40pm,1976,"617 Whitehead, Key West, FL",-81.8026011,24.5536811,"617 whitehead st, key west, fl 33040, usa",Google Verified Location
152,Big Ruby's Guest House,(Inexpensive),617 Whitehead,Key West,FL,"""(H) - Hotel, motel, or other overnight accomodations"",(*) - Very popular",Hotels,,10/22/2019 6:41am,10/28/2019 10:02am,1979,"617 Whitehead, Key West, FL",-81.8026011,24.5536811,"617 whitehead st, key west, fl 33040, usa",Google Verified Location
184,Casa Donovan Guest House,,617 Whitehead,Key West,FL,"""(H) - Hotel, motel, or other overnight accomodations"",(*) - Very popular",Hotels,,9/14/2019 6:47pm,9/15/2019 12:13am,1980,"617 Whitehead, Key West, FL",-81.8026011,24.5536811,"617 whitehead st, key west, fl 33040, usa",Google Verified Location
214,Simonton Court Guest House,,320 Simonton,Key West,FL,"""(H) - Hotel, motel, or other overnight accomodations"",(*) - Very popular",Hotels,,9/14/2019 6:47pm,9/15/2019 1:52am,1980,"320 Simonton, Key West, FL",-81.8027719,24.5581125,"320 simonton st, key west, fl 33040, usa",Google Verified Location
173,Simonton Court Guest House,,320 Simonton St.,Key West,FL,"""(H) - Hotel, motel, or other overnight accomodations"",(*) - Very popular",Hotels,,10/22/2019 6:56am,10/28/2019 10:02am,1979,"320 Simonton St., Key West, FL",-81.8027719,24.5581125,"320 simonton st, key west, fl 33040, usa",Google Verified Location
56,Brown Derby,,601 Whitehead,Key West,FL,"(M) - Mixed Crowds,(RT) - 'Raunchy types' - downtown type places - often hustlers",Bars/Clubs,NA,9/9/2019 7:39am,10/28/2019 9:27am,1972,"601 Whitehead, Key West, FL",-81.8029854,24.5541166,"601 whitehead st, key west, fl 33040, usa",Google Verified Location
54,Brown Derby,,601 Whitehead,Key West,FL,"(M) - Mixed Crowds,(RT) - 'Raunchy Types' - usually downtow-type establishments  - can mean 'rent or commecial'",Bars/Clubs,,8/30/2019 9:00am,8/31/2019 12:02pm,1971,"601 Whitehead, Key West, FL",-81.8029854,24.5541166,"601 whitehead st, key west, fl 33040, usa",Google Verified Location
93,Brown Derby,,601 Whitehead,Key West,FL,"(M) - Mixed Crowds,(RT) - 'Raunchy types' - downtown type places - often hustlers",Bars/Clubs,NA,9/25/2019 7:04am,10/28/2019 9:41am,1973,"601 Whitehead, Key West, FL",-81.8029854,24.5541166,"601 whitehead st, key west, fl 33040, usa",Google Verified Location
2753,Adult Book Store ,,500 block of Duval St. ,Key West,FL,,Book Store,Coordinates for 500 Duval St.,,,1978,"500 block of Duval St. , Key West, FL",-81.803007,24.555753,unclear_coded_by_hand,Verified Location
