ID,title,status,description,lat.lon,streetaddress,notes,city,state,amenityfeatures,type,dateadded,lastmodified,Year
2971,"
  Area near book
  stores 
  ",General City Coordinates Used,,"35.994033,-78.898619",,,Durham,NC,Cruisy Area,"Cruising Areas,Book Store",,,1978
3225,Duke U. ,Found,Page Auditorium T-Room,"36.001194,-78.939965",,,Durham,NC,Cruisy Area,Cruising Areas,,,1980
3224,Chapel Hill St. nr. bookstore,General City Coordinates Used,,"35.994033,-78.898619",,,Durham,NC,Cruisy Area,Cruising Areas,,,1980
117,Truck stops along I-95,General City Coordinates Used,,"35.052664,-78.878358",,,Fayetteville,SC,Cruisy Area,Cruising Areas,9/7/2019 11:27am,9/7/2019 1:18pm,1974
107,Trailsways Bus Depot,General City Coordinates Used,,"35.052664,-78.878358",,,Fayetteville,NC,Cruisy Area,Cruising Areas,9/7/2019 10:46am,9/7/2019 1:18pm,1974
1216,‘Truck Stops’ along I-95,General City Coordinates Used,,"35.052664,-78.878358",,,Fayetteville,NC,Cruisy Area,Cruising Areas,,,1979
1215,Trailways Bus Depot,General City Coordinates Used,,"35.052664,-78.878358",,,Fayetteville,NC,Cruisy Area,Cruising Areas,,,1979
1214,Hay St. ,General City Coordinates Used,,"35.052664,-78.878358",,,Fayetteville,NC,Cruisy Area,Cruising Areas,,,1979
2100,'Truck Stops' along I-95,General City Coordinates Used,,"35.052664,-78.878358",,,Fayetteville,NC,Cruisy Area,Cruising Areas,,,1976
2097,Hay Street,General City Coordinates Used,,"35.052664,-78.878358",,,Fayetteville,NC,Cruisy Area,Cruising Areas,,,1976
2098,Trailways Bus Depot,General City Coordinates Used,,"35.052664,-78.878358",,,Fayetteville,NC,Cruisy Area,Cruising Areas,,,1976
2325,‘Truck Stops’ along I-95,General City Coordinates Used,,"35.052664,-78.878358",,,Fayetteville,NC,Cruisy Area,Cruising Areas,,,1977
2324,Trailways Bus Depot ,General City Coordinates Used,,"35.052664,-78.878358",,,Fayetteville,NC,Cruisy Area,Cruising Areas,,,1977
2323,Hay Street ,General City Coordinates Used,,"35.052664,-78.878358",,,Fayetteville,NC,Cruisy Area,Cruising Areas,,,1977
2523,Truck Stops along I-95,General City Coordinates Used,,"35.052664,-78.878358",,,Fayetteville,SC,Cruisy Area,Cruising Areas,,,1975
2508,Hay Street (Hayseeds?),General City Coordinates Used,,"35.052664,-78.878358",,,Fayetteville,NC,Cruisy Area,Cruising Areas,,,1975
2509,Trailways Bus Depot,General City Coordinates Used,,"35.052664,-78.878358",,,Fayetteville,NC,Cruisy Area,Cruising Areas,,,1975
2882,Hay St. ,General City Coordinates Used,,"35.052664,-78.878358",,,Fayetteville,NC,Cruisy Area,Cruising Areas,,,1978
2886,Trailways Bus Depot ,General City Coordinates Used,,"35.052664,-78.878358",,,Fayetteville,NC,Cruisy Area,Cruising Areas,,,1978
2715,"
  Shanty
  ",Found,Prince Charles Hotel ,"35.054659,-78.882866",430 Hay St. ,,Fayetteville,NC,"(M),(*)","Hotels,Bars/Clubs",,,1978
2735,"
  Brass Monkey 
  ",Found,Inquire locally ,"36.082156,-94.171854",,,Fayetteville,AK,"(M),(YC)",Bars/Clubs,,,1978
2736,"
  42nd
  Street Disco 
  ",Found,Inquire locally (Disco) ,"36.082156,-94.171854",,,Fayetteville,AK,"(M),(YC),(D),(*)",Bars/Clubs,,,1978
2884,‘Truck Stops’ along I-95 ,General City Coordinates Used,,"35.052664,-78.878358",,,Fayetteville,NC,Cruisy Area,Cruising Areas,,,1978
3227,Trailways Bus Depot,General City Coordinates Used,,"35.052664,-78.878358",,,Fayetteville,NC,Cruisy Area,Cruising Areas,,,1980
3226,Hay St.,General City Coordinates Used,,"35.052664,-78.878358",,,Fayetteville,NC,Cruisy Area,Cruising Areas,,,1980
3047,Sambo's,Found,,"36.082156,-94.171854",,,Fayetteville,AR,"(M),(R),(C),(AH)",Restaurant,,,1980
3228,'Truck Stops' along I-95,General City Coordinates Used,,"35.052664,-78.878358",,,Fayetteville,NC,Cruisy Area,Cruising Areas,,,1980
1220,"
  N. C. S. U. –
  Harrell Hall T-Room 
  ",Found,,"35.786777,-78.670675",,This building was demonlished in 2016. Approximate location.,Raleigh,NC,Cruisy Area,Cruising Areas,,,1979
1219,"
  Block in front of Holiday Inn – Downtown 
  ",General City Coordinates Used,,"35.77959,-78.638179",,,Raleigh,NC,Cruisy Area,Cruising Areas,,,1979
1627,Queen Bee,Found,,"35.77673,-78.636824",138 Martin at McDowell,,Raleigh,NC,,Bars/Clubs,,,1973
2327,"
  Round Bldg. – N.C. State Campus
  ",Found,,"35.784663,-78.682095 ",,General university coordinates.,Raleigh,NC,Cruisy Area,Cruising Areas,,,1977
2512,Queen Bee,Found,Park Central Hotel,"35.77673,-78.636824",137 Martin at McDowell,,Raleigh,NC,(M),"Hotels,Bars/Clubs",,,1975
2887,Harrell Hall T-Rooms – N.C. State U. ,Found,,"35.786777,-78.670675",,This building was demonlished in 2016. Approximate location.,Raleigh,NC,Cruisy Area,Cruising Areas,,,1978
2976,Block in front of Holiday Inn ,General City Coordinates Used,(Downtown) ,"35.77959,-78.638179",,,Raleigh,NC,Cruisy Area,"Cruising Areas,Hotels",,,1978
3234,N.C.S.U. ,Found,"Harrell Hall T-Room
","35.786777,-78.670675",,This building was demonlished in 2016. Approximate location.,Raleigh,NC,Cruisy Area,Cruising Areas,,,1980
3233,Block in front of Holiday Inn- Downtown,General City Coordinates Used,,"35.77959,-78.638179",,,Raleigh,NC,Cruisy Area,Cruising Areas,,,1980
213,Club One-O-Two,Found,,"34.233458,-77.948611 ",,,Wilmington,NC,(*),Bars/Clubs,8/30/2019 4:07pm,9/7/2019 1:20pm,1971
273,Wit's End,Found,Wrightsville Beach,"34.208504,-77.796371",,,Wilmington,NC,,Bars/Clubs,8/13/2019 2:05pm,9/7/2019 1:24pm,1969
300,Wits End ,Found,,"34.208504,-77.796371",,,Wilmington,NC,,Bars/Clubs,8/22/2019 4:07am,9/7/2019 1:23pm,1968
348,Wits End ,Found,,"34.208504,-77.796371",,,Wilmington,NC,,Bars/Clubs,8/13/2019 9:37am,9/7/2019 1:22pm,1966
1221,"
  Wrightsville Beach
  – N. end
  ",General City Coordinates Used,," 34.208504,-77.796371",,General coordinates from Wrightsville Beach.,Wilmington,NC,Cruisy Area,Cruising Areas,,,1979
1070,"
  Sambo’s 
  ",General City Coordinates Used,,"34.210389,-77.886812",Market St. nr. Holiday Inn,,Wilmington,NC,"(M),(R),(C),(AH)",Restaurant,,,1979
1403,Club One-O-Two,Found,,"34.233458,-77.948611 ",110 S. Front St. -bet. Dock & Orange,,Wilmington,NC,(*),Bars/Clubs,,,1972
1628,Club One-O-Two,Found,,"34.233458,-77.948611 ",110 S. Front St. – bet. Dock & Orange,,Wilmington,NC,"(M),(*)",Bars/Clubs,,,1973
1709,Club One-O-Two,Found,,"34.233458,-77.948611 ","Front St., between Dock & Orange",,Wilmington,NC,(*),Bars/Clubs,,,1970
2447,"
  David’s Lounge 
  ",General City Coordinates Used,(May be opening soon – inquire locally) ,"34.210389,-77.886812",,,Wilmington,NC,,Bars/Clubs,,,1977
2513,Peppermint Lounge,Found,,"34.235276,-77.948724","Market, between Front & Waterfront",Coordinates for Market and Front.,Wilmington,NC,"(YC),(D),(*)",Bars/Clubs,,,1975
3003,Sambo’s ,General City Coordinates Used,,"34.210389,-77.886812",Market St. nr. Holiday Inn ,,Wilmington,NC,"(M),(R),(C),(AH)",Restaurant,,,1978
2889,Wrightsville Beach – No. end,General City Coordinates Used,," 34.208504,-77.796371",,,Wilmington,NC,Cruisy Area,Cruising Areas,,,1978
3238,Wrightsville Beach,General City Coordinates Used,north end.," 34.208504,-77.796371",,,Wilmington,NC,Cruisy Area,Cruising Areas,,,1980
3239,U.S.S. N. Carolina Battleship Park & Museum,Found,"(Summers)
"," 34.235667,-77.952398",,,Wilmington,NC,Cruisy Area,Cruising Areas,,,1980
3237,Hugh McRae Park,Found,,"34.208175,-77.881924",,,Wilmington,NC,"(AYOR),Cruisy Area",Cruising Areas,,,1980
3236,Sambo's,General City Coordinates Used,,"34.210389,-77.886812",Market St. nr. Holiday Inn,,Wilmington,NC,"(M),(R),(C),(AH)",Restaurant,,,1980
120,Whitepoint Gardens,Found,,"32.769936,-79.930361",,,Charleston,SC,Cruisy Area,Cruising Areas,9/7/2019 11:27am,9/7/2019 1:18pm,1974
121,The Battery,Found,,"32.76928,-79.92885 ",,,Charleston,SC,Cruisy Area,Cruising Areas,9/7/2019 11:27am,9/7/2019 1:18pm,1974
108,Midnight Sun,General City Coordinates Used,"(nest to Coffee Cup)
","32.776475,-79.931051",,,Charleston,SC,,Bars/Clubs,9/7/2019 10:46am,9/7/2019 1:18pm,1974
109,Coffee Cup,Found,(after hours),"32.783307,-79.931947",,,Charleston,SC,"(M),(R),(C)",Restaurant,9/7/2019 10:46am,9/7/2019 1:18pm,1974
214,Pat's Lounge,Found,"(not bar at corner, but thru back door in adjoining cafe)","32.780578,-79.933222",,,Charleston,SC,(M),Bars/Clubs,8/30/2019 4:07pm,9/7/2019 1:20pm,1971
276,New Yorker,Found,,"32.780578,-79.933222",,,Charleston,SC,(*),Bars/Clubs,8/13/2019 2:05pm,9/7/2019 1:24pm,1969
301,Forty-Nine Club,General City Coordinates Used,(Inquire locally),"32.776475,-79.931051",,,Charleston,SC,,Bars/Clubs,8/22/2019 4:07am,9/7/2019 1:23pm,1968
302,New Yorker,Found,,"32.780578,-79.933222",,,Charleston,SC,(*),Bars/Clubs,8/22/2019 4:07am,9/7/2019 1:23pm,1968
349,New Yorker,Found,,"32.780578,-79.933222",,,Charleston,SC,(*),Bars/Clubs,8/13/2019 9:37am,9/7/2019 1:22pm,1966
382,New Yorker,Found,,"32.780578,-79.933222",,,Charleston,SC,(*),Bars/Clubs,8/14/2019 12:41am,9/7/2019 1:21pm,1965
1224,"
  Reynolds Ave. nr.
  Naval Yard 
  ",General City Coordinates Used,,"32.776475,-79.931051",,,Charleston,SC,Cruisy Area,Cruising Areas,,,1979
1072,"
  Love Inn
  ",Found,,"32.816486,-79.993315",1668 Hwy. 171 ,,Charleston,SC,"(M),(R),(C),(AH)",Restaurant,,,1979
1071,"
  Coffee Cup 
  ",Found,(‘Greasy spoon’) (Open 24 hrs.) ,"32.783209,-79.931862",Meeting St. at Wentworth ,,Charleston,SC,"(M),(R)",Restaurant,,,1979
1223,"
  Folly Beach
  ",Found,,"32.65518,-79.940367",,,Charleston,SC,Cruisy Area,Cruising Areas,,,1979
1348,"
  Lion’s Head Inn
  ",Found,(Semi-P) (Some G) (Disco-D-upstairs),"32.782299,-79.93225",81 ½ Hasell,,Charleston,SC,(YC),Bars/Clubs,,,1979
1405,Pat’s Lounge ,Found,"(Not bar on the corner, but thru back in adjoining cafe)","32.780578,-79.933222",King St. at Market,,Charleston,SC,(M),Bars/Clubs,,,1972
1549,Ashley Ave.,General City Coordinates Used,,"32.776475,-79.931051",,,Charleston,SC,Cruisy Areas,Cruising Areas,,,1973
1550,‘The Battery’,Found,,"32.76928,-79.92885",,,Charleston,SC,Cruisy Areas,Cruising Areas,,,1973
1711,New Yorker,Found,,"32.780578,-79.933222",King St. nr Market,,Charleston,SC,(*),Bars/Clubs,,,1970
2102,The Battery - Whitepoint Gardens,Found,,"32.769936,-79.930361",,,Charleston,SC,Cruisy Area,Cruising Areas,,,1976
2101,Reynolds Ave. near Naval Yard,General City Coordinates Used,,"32.776475,-79.931051",,,Charleston,SC,Cruisy Area,Cruising Areas,,,1976
2103,Folly Beach,Found,,"32.65518,-79.940367",,"General Coordinates for Folly Beach, SC.",Charleston,SC,Cruisy Area,Cruising Areas,,,1976
2194,Coffee Cup,Found,(open 24 hrs),"32.783307,-79.931947",Meeting St. & Wentworth,,Charleston,SC,"(M),(R),(C)",Restaurant,,,1976
2449,"
  Lions Head Inn 
  ",Found,(Disco) (2 floors) ,"32.782299,-79.93225",81 ½ Hasell,,Charleston,SC,"(YC),(D),(*)",Bars/Clubs,,,1977
2328,"
  Folly Beach 
  ",Found,,"32.65518,-79.940367",,,Charleston,SC,Cruisy Area,Cruising Areas,,,1977
2448,"
  Dolphin 
  ",Found,(R – Snacks) ,"32.782878,-79.933004",Wentworth between King & Meeting ,,Charleston,SC,"(YC),(PT),(*)",Bars/Clubs,,,1977
2329,"
  Reynolds Avenue bear Naval Yard 
  ",General City Coordinates Used,,"32.776475,-79.931051",,,Charleston,SC,Cruisy Area,Cruising Areas,,,1977
2210,"
  Coffee Cup 
  ",Found,(Opens 24 hours) ,"32.783209,-79.931862",Meeting Street & Wentworth ,,Charleston,SC,"(M),(R),(C)",Restaurant,,,1977
2330,"
  The Battery – Whitepoint Gardens 
  ",Found,,"32.76928,-79.92885",,,Charleston,SC,Cruisy Area,Cruising Areas,,,1977
2519,Whitepoint Gardens,Found,,"32.769936,-79.930361",,,Charleston,SC,Cruisy Area,Cruising Areas,,,1975
2516,Coffee Cup,Found,,"32.783307,-79.931947",Meeting St,,Charleston,SC,"(M),(C),(AH)",,,,1975
2517,Silver Dollar,Found,,"32.783209,-79.931862",Meeting St. next to Coffee Cup,,Charleston,SC,,Bars/Clubs,,,1975
2518,The Battery,Found,,"32.769936,-79.930361",,,Charleston,SC,Cruisy Area,Cruising Areas,,,1975
3004,Coffee Cup ,Found,(Open 24 hrs.),"32.783307,-79.931947",Meeting St. & Wentworth ,,Charleston,SC,"(M),(R)",Restaurant,,,1978
2888,Reynolds Ave. nr. Naval Yard  ,General City Coordinates Used,,"32.776475,-79.931051",,,Charleston,SC,Cruisy Area,Cruising Areas,,,1978
2890,Folly Beach ,Found,,"32.65518,-79.940367",,,Charleston,SC,Cruisy Area,Cruising Areas,,,1978
2891,The Battery – Whitepoint Gardens ,Found,,"32.769936,-79.930361",,,Charleston,SC,Cruisy Area,Cruising Areas,,,1978
2717,Lion’s Head Inn ,Found,(Semi-P) (Show Address Book for adm.) (Disco) (Upstairs),"32.782299,-79.93225",81 ½ Hasell ,,Charleston,SC,"(YC),(*),(PT),(D)",Bars/Clubs,,,1978
3241,Coffee Cup,Found,('Greasy spoon') (Open 24 hrs.) ,"32.783307,-79.931947",Meeting St. at Wentworth,,Charleston,SC,"(M),(R)",Restaurant,,,1980
118,'Primrose Path' - Senate St nr. the Capitol,Found,,"34.000399,-81.031569",,,Columbia,SC,Cruisy Area,Cruising Areas,9/7/2019 11:27am,9/7/2019 1:18pm,1974
119,Russel House - Univ of SC,Found,,"33.996645,-81.026995",,,Columbia,SC,Cruisy Area,Cruising Areas,9/7/2019 11:27am,9/7/2019 1:18pm,1974
212,Frenchie's,General City Coordinates Used,(Gal Paree),"34.00071,-81.034814",,,Columbia,SC,"(P),(D)",Bars/Clubs,8/30/2019 4:07pm,9/7/2019 1:20pm,1971
1227,U. of S.C. – Russel House & McKissick Library T-Rooms,Found,,"33.996645,-81.026995",,,Columbia,SC,Cruisy Area,Cruising Areas,,,1979
1228,Vicinity of Wade Hampton Hotel ,Found,,"34.001321,-81.033563",,See: http://columbiaclosings.com/wordpress/?p=882,Columbia,SC,Cruisy Area,"Cruising Areas,Hotels",,,1979
1079,Y.M.C.A. ,General City Coordinates Used,,"34.00071,-81.034814",,,Columbia,SC,"Cruisy Area,(M),(H)","Hotels,Cruising Areas",,,1979
1226,‘Rest Stop’ on I-26 S. ,General City Coordinates Used,,"34.00071,-81.034814",,,Columbia,SC,Cruisy Area,Cruising Areas,,,1979
1225,‘Primrose Path’ – Senate St. & grounds adj. to the Capitol ,Found,,"34.000399,-81.031569",,,Columbia,SC,Cruisy Area,Cruising Areas,,,1979
1451,Senate St. by the Capitol,Found,,"34.000399,-81.031569",,,Columbia,SC,Cruisy Areas,Cruising Areas,,,1972
1406,Frenchie’s  ‘Gai Paree’,General City Coordinates Used,,"34.00071,-81.034814",Two Notch Rd. ,,Columbia,SC,,Bars/Clubs,,,1972
1450,Russel House at the University ,Found,,"33.996645,-81.026995",,,Columbia,SC,Cruisy Areas,Cruising Areas,,,1972
1551,Russel House – Univ. of S.C.,Found,,"33.996645,-81.026995",,,Columbia,SC,Cruisy Areas,Cruising Areas,,,1973
1552,‘Primrose Path’ – Senate St. near Capitol,Found,,"34.000399,-81.031569",,,Columbia,SC,Cruisy Areas,Cruising Areas,,,1973
1712,Frenchie's Lounge,General City Coordinates Used,,"34.00071,-81.034814",Tow Notch Rd.,,Columbia,SC,"(D),(P)",Bars/Clubs,,,1970
2107,U. of South Carolina - McKissick Library and Russel House,Found,,"33.996645,-81.026995",,,Columbia,SC,Cruisy Area,Cruising Areas,,,1976
2109,Vicinity of Wade Hampton Hotel,Found,,"34.001321,-81.033563",,,Columbia,SC,Cruisy Area,Cruising Areas,,,1976
1997,Vic's Lounge,General City Coordinates Used,(old location on Lady St. was closed . . . will be re-opening on Rosewood Dr.),"34.00071,-81.034814",,,Columbia,SC,,Bars/Clubs,,,1976
2105,'Primrose Path' - Senate St. & Grounds adjacent to the capitol,Found,,"34.000399,-81.031569",,,Columbia,SC,Cruisy Area,Cruising Areas,,,1976
2170,Y.M.C.A.,General City Coordinates Used,,"34.00071,-81.034814",Sumter St.,,Columbia,SC,"(M),(H)",Hotels,,,1976
2104,'Rest area' on I-26 S. of town,General City Coordinates Used,,"34.00071,-81.034814",,,Columbia,SC,Cruisy Area,Cruising Areas,,,1976
2333,University of S. Carolina – McKissick Library & Russel House ,Found,,"33.996645,-81.026995",,,Columbia,SC,Cruisy Area,Cruising Areas,,,1977
2334,Vicinity of Wade Hampton Hotel ,Found,,"34.001321,-81.033563",,,Columbia,SC,Cruisy Area,"Cruising Areas,Hotels",,,1977
2331,“Primsore Path” – Senate Street & ground adjacent to the Capital ,Found,,"34.000399,-81.031569",,,Columbia,SC,Cruisy Area,Cruising Areas,,,1977
2332,“Rest Area” on I-26  south of town ,General City Coordinates Used,,"34.00071,-81.034814",,,Columbia,SC,Cruisy Area,Cruising Areas,,,1977
2227,Y.M.C.A. ,General City Coordinates Used,,"34.00071,-81.034814",Sumter Street ,,Columbia,SC,"(M),(H)",Hotels,,,1977
2521,Russel House - University of S.C. ,Found,,"33.996645,-81.026995",,,Columbia,SC,Cruisy Area,Cruising Areas,,,1975
2520,'Primrose Path' - Senate St. near the Capitol,Found,,"34.000399,-81.031569",,,Columbia,SC,Cruisy Area,Cruising Areas,,,1975
2893,‘Primrose Path’ – Senate St. & grounds adj. to the Capitol ,Found,,"34.000399,-81.031569",,,Columbia,SC,Cruisy Area,Cruising Areas,,,1978
2977,Y.M.C.A.,General City Coordinates Used,,"34.00071,-81.034814",,,Columbia,SC,"Cruisy Area,(M),(H)","Cruising Areas,Hotels",,,1978
2895,U. of So. Carolina – Russel House & McKissick Library ,Found,,"33.996645,-81.026995",,,Columbia,SC,Cruisy Area,Cruising Areas,,,1978
2892,Vicinity of Wade Hampton Hotel ,Found,,"34.001321,-81.033563",,,Columbia,SC,Cruisy Area,"Cruising Areas,Hotels",,,1978
2894,‘Rest Stop’ on I-26 So. ,General City Coordinates Used,,"34.00071,-81.034814",,,Columbia,SC,Cruisy Area,Cruising Areas,,,1978
3359,'Rest Stop' ,General City Coordinates Used,on I-26 S.,"34.00071,-81.034814",,,Columbia,SC,Cruisy Area,Cruising Areas,,,1980
3361,Vicinity of Wade Hampton Hotel,Found,,"34.001321,-81.033563",,,Columbia,SC,Cruisy Area,"Cruising Areas,Hotels",,,1980
3360,U. of S.C. ,Found,"Russel House & McKissick Library T-Rooms
","33.996645,-81.026995",,,Columbia,SC,Cruisy Area,Cruising Areas,,,1980
3362,Y.M.C.A.,General City Coordinates Used,,"34.00071,-81.034814",,,Columbia,SC,"Cruisy Area,(M),(H)","Cruising Areas,Hotels",,,1980
277,Read House Tavern,Found,,"35.045925,-85.311106",,9th street was renamed Martin Luther King Blvd in 1981.,Chattanooga,TN,,"Bars/Clubs,Hotels",8/13/2019 2:05pm,9/7/2019 1:33pm,1969
303,Read House Tavern,Found,,"35.045925,-85.311106",,9th street was renamed Martin Luther King Blvd in 1981.,Chattanooga,TN,,"Bars/Clubs,Hotels",8/22/2019 4:07am,9/7/2019 1:31pm,1968
350,Read House Tavern,Found,,"35.045925,-85.311106",,9th street was renamed Martin Luther King Blvd in 1981.,Chattanooga,TN,,"Bars/Clubs,Hotels",8/13/2019 9:48am,9/7/2019 1:30pm,1966
383,Read House Tavern,Found,,"35.045925,-85.311106",,9th street was renamed Martin Luther King Blvd in 1981.,Chattanooga,TN,,"Bars/Clubs,Hotels",8/14/2019 1:03am,9/7/2019 1:30pm,1965
1234,Read House – Mezzanine T-Room,Found,,"35.045925,-85.311106",,9th street was renamed Martin Luther King Blvd in 1981.,Chattanooga,TN,Cruisy Area,"Cruising Areas,Bars/Clubs,Hotels",,,1979
1236,U.T.C. – Race Hall – Downstairs T-Room,Found,,"35.046164,-85.299933 ",,,Chattanooga,TN,Cruisy Area,Cruising Areas,,,1979
1088,Tavern ,Found,Road House Hotel,"35.045925,-85.311106",Broad & 9th ,,Chattanooga,TN,"(M),(OC)","Hotels,Bars/Clubs",,,1979
1233,Chicamuga Dam Area – Hwy. 153 ,Found,,"35.095393,-85.223204",,,Chattanooga,TN,Cruisy Area,Cruising Areas,,,1979
1235,‘Rest Stop’ betw. Chattanooga & Cleveland ,General City Coordinates Used,,"35.04563,-85.30968",,,Chattanooga,TN,Cruisy Area,Cruising Areas,,,1979
1713,Read House Tavern,Found,,"35.045925,-85.311106",9th & Broad,,Chattanooga,TN,,"Bars/Clubs,Hotels",,,1970
2169,Book & Movie Arcade,General City Coordinates Used,,"35.04563,-85.30968",12th & Main,,Chattanooga,TN,Cruisy Area,"Cruising Areas,Book Store",,,1976
2110,Chickamuga Dam area - Hwy 153,Found,,"35.095393,-85.223204",,,Chattanooga,TN,Cruisy Area,Cruising Areas,,,1976
2112,Race Hall U.T.C - downstairs,Found,,"35.046164,-85.299933",,,Chattanooga,TN,Cruisy Area,Cruising Areas,,,1976
2113,'Rest stop' betw. Cleveland & Chatanooga,General City Coordinates Used,,"35.04563,-85.30968",,,Chattanooga,TN,Cruisy Area,Cruising Areas,,,1976
2181,Tavern,Found,,"35.045925,-85.311106",Read House Hotel,,Chattanooga,TN,(M),"Hotels,Bars/Clubs",,,1976
2111,Mezzanine T-Room- Read House Hotel,Found,,"35.045925,-85.311106",Read House Hotel,,Chattanooga,TN,"Cruisy Area,(HOT)","Cruising Areas,Bars/Clubs,Hotels",,,1976
2339,Mezzanine T-Room Read House ,Found,,"35.045925,-85.311106",,,Chattanooga,TN,"Cruisy Area,(HOT)","Cruising Areas,Bars/Clubs,Hotels",,,1977
2341,“Rest Stop” betw. Cleveland & Chattanooga,General City Coordinates Used,,"35.04563,-85.30968",,,Chattanooga,TN,Cruisy Area,Cruising Areas,,,1977
2338,Chickamuga Dam area – Hwy 153 ,Found,,"35.095393,-85.223204",,,Chattanooga,TN,Cruisy Area,Cruising Areas,,,1977
2340,Race Hall – U.T.C. – downstairs ,Found,,"35.046164,-85.299933",,,Chattanooga,TN,Cruisy Area,Cruising Areas,,,1977
2337,Book & movie arcade – 12th & Main ,General City Coordinates Used,,"35.04563,-85.30968",,,Chattanooga,TN,Cruisy Area,Cruising Areas,,,1977
2451,Sambo’s ,Found,(Red Banks) ,"35.02985,-85.258692 ",2500 Brainard Road and 4103 Dayton Road ,Coordinate for location #1: 2500 Brainard Road,Chattanooga,TN,"(M),(C),(AH),(*)",Bars/Clubs,,,1977
2473,Sambo’s ,Found,(Red Banks) ," 35.123562,-85.289345",2500 Brainard Road and 4103 Dayton Road ,Coordinates for location #2: 4103 Dayton Rd,Chattanooga,TN,"(M),(C),(AH),(*)",Bars/Clubs,,,1977
2607,Rest stop between Cleveland & Chattanooga,General City Coordinates Used,,"35.04563,-85.30968",,ask about location/title,Chattanooga,TN,Cruisy Area,,,,1975
2606,Race Hall,Found,,"35.046164,-85.299933",U.T.C. downstairs,,Chattanooga,TN,Cruisy Area,,,,1975
2605,Chickamauga Dam area,Found,,"35.095393,-85.223204",,,Chattanooga,TN,Cruisy Area,,,,1975
2564,Tavern,Found,"basement T-room, but can be hot","35.045925,-85.311106",Read House Hotel,,Chattanooga,TN,(M),"Hotels,Bars/Clubs",,,1975
2988,Tavern ,Found,Read House Hotel ,"35.045925,-85.311106",Broad & 9th ,,Chattanooga,TN,"(M),(OC)","Hotels,Bars/Clubs",,,1978
2902,Mezzanine T-Room – Read House ,Found,,"35.045925,-85.311106",,,Chattanooga,TN,"Cruisy Area,(HOT)","Cruising Areas,Hotels",,,1978
2899,Chicamuga Dam Area – Hwy. 153,Found,,"35.095393,-85.223204",,,Chattanooga,TN,Cruisy Area,Cruising Areas,,,1978
2898,‘Rest Stop’ betw. Cleveland & Chattanooga ,General City Coordinates Used,,"35.04563,-85.30968",,,Chattanooga,TN,Cruisy Area,Cruising Areas,,,1978
2973,Book & Movie Arcade – 12th & Main  ,General City Coordinates Used,,"35.04563,-85.30968",,,Chattanooga,TN,Cruisy Area,"Cruising Areas,Book Store,Theatre",,,1978
2901,U.T.C. – Race Hall – Downstairs T-Room ,Found,,"35.046164,-85.299933",,,Chattanooga,TN,Cruisy Area,Cruising Areas,,,1978
3376,'Rest Stop' betw. Chattanooga & Cleveland,General City Coordinates Used,,"35.04563,-85.30968",,,Chattanooga,TN,Cruisy Area,Cruising Areas,,,1980
3372,Echo Farms,General City Coordinates Used,(supposedly opening soon) Inquire locally,"35.04563,-85.30968",,,Chattanooga,TN,,Bars/Clubs,,,1980
3375,Read House,Found,Mezzanine T-Room,"35.045925,-85.311106",,9th street was renamed Martin Luther King Blvd in 1981.,Chattanooga,TN,Cruisy Area,Cruising Areas,,,1980
3373,Tavern,Found,"Road House Hotel, ","35.045925,-85.311106",Broad & 9th,,Chattanooga,TN,"(M),(OC)","Bars/Clubs,Hotels",,,1980
3377,U.T.C.,Found,Race Hall - Downstairs T-Room,"35.046164,-85.299933",,,Chattanooga,TN,Cruisy Area,Cruising Areas,,,1980
3374,Chicamuga Dam area,Found,Hwy. 153,"35.095393,-85.223204",,,Chattanooga,TN,Cruisy Area,Cruising Areas,,,1980
3371,Allen Gold's,General City Coordinates Used,(Disco),"35.04563,-85.30968",Patten Pkwy.,,Chattanooga,TN,(D),Bars/Clubs,,,1980
123,Hideaway,Found,,"35.960638,-83.920739",,,Knoxville,TN,,Bars/Clubs,9/7/2019 11:27am,9/7/2019 1:18pm,1974
218,Hideaway,Found,,"35.960638,-83.920739",,,Knoxville,TN,,Bars/Clubs,8/31/2019 12:50pm,9/7/2019 1:20pm,1971
1238,Cumberland Ave. around The Huddle ,General City Coordinates Used,,"35.960638,-83.920739",,,Knoxville,TN,Cruisy Area,Cruising Areas,,,1979
1240,U. of Tenn. – Library T-Room,Found,,"35.955093,-83.929763",,,Knoxville,TN,Cruisy Area,Cruising Areas,,,1979
1239,Gay St. – N. of Andrew Johnson Hotel ,General City Coordinates Used,,"35.960638,-83.920739",,,Knoxville,TN,Cruisy Area,Cruising Areas,,,1979
1352,Battle Ax Lounge ,Found,Holiday Inn Downtown,"35.954265,-83.915648",,,Knoxville,TN,,"Bars/Clubs,Hotels",,,1979
1408,Hideaway ,Found,,"35.960638,-83.920739",Gay St.,,Knoxville,TN,,Bars/Clubs,,,1972
1633,Hideaway,Found,,"35.960638,-83.920739",Gay St. ,,Knoxville,TN,,Bars/Clubs,,,1973
2115,U. of Tennessee Library,Found,,"35.955093,-83.929763",,,Knoxville,TN,Cruisy Area,Cruising Areas,,,1976
2344,Gay Street – north of Andrew Johnson Hotel,General City Coordinates Used,,"35.960638,-83.920739",,,Knoxville,TN,Cruisy Area,Cruising Areas,,,1977
2345,University of Tennessee Library ,Found,,"35.955093,-83.929763",,,Knoxville,TN,Cruisy Area,Cruising Areas,,,1977
