ID,title,status,description,streetaddress,Lat/lon,city,Year,state,amenityfeatures,type,unclearaddress,unclear type,notes,dateadded,lastmodified
124,Guarinos Cottage,Found,"(beer & pizza) 3 mi. So. on 89, 3/4 No. of Jct. U.S. 50 (P.O. Box 7013, So. Lake Tahoe",," 38.920344,-120.014897",Lake Tahoe,1971,CA,"""(H) - Hotel, motel, or other overnight accomodations"",(M) - Mixed Crowds - Some Straights",Hotels,checked,,P.O. Box,2/25/2020 11:39am,2/28/2020 1:12pm
134,Mustang,General City Coordinates Used,,7th St. near Freeway,"37.635472,-120.999676",Modesto ,1971,CA,,Bars/Clubs,checked,,,2/25/2020 11:39am,2/28/2020 1:12pm
149,"Corner, The",Found,,15th & Folsom,"37.766947,-122.415487",San Francisco,1971,CA,,Bars/Clubs,checked,,,2/25/2020 11:39am,2/28/2020 1:12pm
117,Mission Ranch,General City Coordinates Used,,So. Dolores,"36.555239,-121.923288",Carmel,1971,CA,"(M) - Mixed Crowds - Some Straights,(PE) - Pretty elegant - jacket & tie may be required",Restaurant,checked,,,2/25/2020 11:39am,2/28/2020 1:12pm
148,Big Basket,Found,(after hours),"Kearney, off Broadway","37.798022,-122.40553",San Francisco,1971,CA,"(YC) - Young and/or collegiate types,""(C) - Coffee, soft drinks and sometimes snacks"",(D) - Dancing,(*) - Very popular",Bars/Clubs,checked,,,2/25/2020 11:39am,2/28/2020 1:12pm
131,Por Favor,Found,(closed Mon),Santa Monica & Robertson,"34.083845,-118.38552",Los Angeles ,1971,CA,(M) - Mixed Crowds - Some Straights,Restaurant,checked,,,2/25/2020 11:39am,2/28/2020 1:12pm
122,Chances R,Found,Manon & Tennyson,,"37.632956,-122.066143",Hayward,1971,CA,"(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy",Bars/Clubs,checked,,,2/25/2020 11:39am,2/28/2020 1:12pm
138,Queen's Attic,Found,"
",67-901 Hwy. 111,"33.783337,-116.473668",Cathedral City,1971,CA,,Bars/Clubs,checked,,,2/25/2020 11:39am,2/28/2020 1:12pm
128,Ciro's,General City Coordinates Used,"(Sometimes open-sometimes closed), ",Sunset Strip,"34.052234,-118.243685 ",Los Angeles ,1971,CA,,Bars/Clubs,checked,,,2/25/2020 11:39am,2/28/2020 1:12pm
116,Mustang,General City Coordinates Used,Inquire Locally,," 34.895796,-117.017283",Barstow,1971,CA,(M) - Mixed Crowds - Some Straights,Bars/Clubs,checked,,,2/25/2020 11:39am,2/28/2020 1:12pm
135,Lancer's,General City Coordinates Used,,Lake Shore Plaze,"37.804351,-122.271164",Oakland,1971,CA,,Bars/Clubs,checked,,,2/25/2020 11:39am,2/28/2020 1:12pm
118,Vance Log Cabin,Found,,2nd St.,"40.804633,-124.16597",Eureka,1971,CA,,Bars/Clubs,checked,,See https://www.northcoastjournal.com/121798/cover1217.html for history of location.,2/25/2020 11:39am,2/28/2020 1:12pm
129,Metropolitan Church,Found,(highly respected religious organization services Sun. at 10 am) Encore Theatre,Encore Theatre Melrose & Van Ness," 34.083507,-118.31574 ",Los Angeles ,1971,CA,,Church,checked,,,2/25/2020 11:39am,2/28/2020 1:12pm
133,Black Knight,Found,(also (C) after hours), Burbank/Vineland,"34.172164,-118.370308",Los Angeles ,1971,CA,"""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours",Bars/Clubs,checked,,,2/25/2020 11:39am,2/28/2020 1:12pm
123,Denny's,General City Coordinates Used,So. Coast Hwy.,,"33.542719,-117.785357",Laguna Beach ,1971,CA,"""(C) - Coffee, soft drinks and sometimes snacks"",(M) - Mixed Crowds - Some Straights",Restaurant,checked,,,2/25/2020 11:39am,2/28/2020 1:12pm
141,Hat Rack,Found,,Artesia near Flagler,"3.872757,-118.379049",Redondo Beach,1971,CA,(*) - Very popular,Bars/Clubs,checked,,,2/25/2020 11:39am,2/28/2020 1:12pm
130,Orlando Baths,Found,,La Cienega & 3rd St,"34.073383,-118.376501",Los Angeles ,1971,CA,"(P) - Private club - Inquire locally to admission,(*) - Very popular",Baths,checked,,,2/25/2020 11:39am,2/28/2020 1:12pm
143,Cabarey ,General City Coordinates Used,,El Camino Real," 37.485215,-122.236355",Redwood City,1971,CA,,Bars/Clubs,checked,,,2/25/2020 11:39am,2/28/2020 1:12pm
150,La Caravelle,Found,(W. Chanel Rd. at Coast Hwy.,,"34.028317,-118.519426",Santa Monica,1971,CA,,Restaurant,checked,,,2/25/2020 11:39am,2/28/2020 1:12pm
144,Topper,Found,,1218 'K' St. Mall," 38.578179,-121.490857",Sacramento ,1971,CA,,Bars/Clubs,checked,,,2/25/2020 11:39am,2/28/2020 1:12pm
119,Fran's,Found,Old Hwy 99 at Ashland,," 36.794337,-119.864118",Fresno ,1971,CA,(*) - Very popular,Bars/Clubs,checked,,,2/25/2020 11:39am,2/28/2020 1:12pm
120,Fran's Pine  Lake Lodge,Found,(Same as above) Old Hwy 99 at Ashland,," 36.794337,-119.864118",Fresno ,1971,CA,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,checked,,,2/25/2020 11:39am,2/28/2020 1:12pm
139,Villa Caprice Country Club,General City Coordinates Used,,67-670 Carey Rd.,"33.792398,-116.48164",Palm Springs,1971,CA,"""(H) - Hotel, motel, or other overnight accomodations"",(P) - Private club - Inquire locally to admission",Bars/Clubs,checked,,,2/25/2020 11:39am,2/28/2020 1:12pm
127,Arthur J's,Found,(after hours) ,Highland at Santa Monica,"34.090711,-118.338612",Los Angeles ,1971,CA,"""(C) - Coffee, soft drinks and sometimes snacks"",(M) - Mixed Crowds - Some Straights",Restaurant,checked,,,2/25/2020 11:39am,2/28/2020 1:12pm
152,Al's Playhouse,Found,,Alondra and Clarke,"33.889311,-118.13397 ",Bellflower,1972,CA,,Bars/Clubs,checked,,,2/25/2020 11:39am,2/28/2020 1:12pm
184,Oil Can Harry's Spa,General City Coordinates Used,"$1.00 Admission, Hwy. 11, Cathedral City
",68-999 Broadway,"33.780539,-116.466804 ",Palm Springs,1972,CA,,Baths,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
204,Land's End,Found,"48th Ave., N. of Point Lobos Ave.",,"37.779858,-122.511617",San Francisco,1972,CA,Cruisy Areas,Cruisy Areas,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
179,Villa Caprice Country Club,General City Coordinates Used,,67-670 Carey Rd.,"33.792398,-116.48164",Palm Springs,1972,CA,"""(H) - Hotel, motel, or other overnight accomodations"",(P) - Private club - Inquire locally to admission",Hotels,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
174,Donut Chalet,Found,Downtown,5th & Main,"34.046701,-118.248562",Los Angeles ,1972,CA,"""(C) - Coffee, soft drinks and sometimes snacks"",(RT) - 'Raunchy types' - downtown type places - often hustlers",Bars/Clubs,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
205,Tenderloin,Found,area around Eddy & Mason Sts.,,"37.784269,-122.409526",San Francisco,1972,CA,Cruisy Areas,Cruisy Areas,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
198,Polk Gulch Saloon,Found,Polk at Post Sts.,,"37.786839,-122.419944",San Francisco,1972,CA,,Bars/Clubs,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
181,Sir James,General City Coordinates Used,,67-771 Hwy. 111," 33.824056,-116.547065 ",Palm Springs,1972,CA,"(D) - Dancing,(*) - Very popular",Restaurant,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
175,Black Knight,Found,Burbank & Vineland,Burbank & Vineland,"34.172164,-118.370308 ",North Hollywood ,1972,CA,,Bars/Clubs,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
199,QT Restaurant,Found,Polk at Clay Sts.,,"37.792391,-122.421076",San Francisco,1972,CA,,Restaurant,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
206,La Caravelle,Found,,W. Chanel Rd. at Coast Hwy.,"34.028317,-118.519426",Santa Monica,1972,CA,,Restaurant,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
185,Rathskeller,Found,,Garey & 3rd. ," 34.056921,-117.750114",Pomona,1972,CA,,Bars/Clubs,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
180,Queen's Attic,General City Coordinates Used,,67-901 Hwy 11,"33.824056,-116.547065",Palm Springs,1972,CA,,Bars/Clubs,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
170,Orlando Baths,Found,best afternoons,La Cienega & 3rd St.,"34.073383,-118.376501",Los Angeles ,1972,CA,(P) - Private club - Inquire locally to admission,Baths,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
189,Brass Rail,Found,,5th & Robinson," 32.746961,-117.160405",San Diego ,1972,CA,(D) - Dancing,Bars/Clubs,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
171,Por Favor,Found,Closed Monday,Santa Monica near Robertson,"34.083845,-118.38552",Los Angeles ,1972,CA,(M) - Mixed Crowds,Restaurant,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
195,Burkes Drive In,Found,14th & Market,,"37.767734,-122.428835",San Francisco,1972,CA,"(M) - Mixed Crowds,""(C) - Coffee, soft drinks and sometimes snacks""",Restaurant,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
173,Robertson Blvd.,Found,Cruisy Area,"Robertson Blvd., bet. Beverly & Melrose","34.078873,-118.384534 ",Los Angeles ,1972,CA,,Bars/Clubs,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
187,Staircase,Found,3rd St. & Broderick,,"38.574519,-121.506362",Sacramento ,1972,CA,,Bars/Clubs,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
157,Jack's Crackpot,General City Coordinates Used,2.5 mi. So. on Cal. 49,,"39.219061,-121.061061",Grass Valley,1972,CA,(M) - Mixed Crowds,Restaurant,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
156,Hotel Californian Bar,Found,Kern & Van Ness,,"36.733642,-119.788021",Fresno ,1972,CA,(M) - Mixed Crowds,Bars/Clubs,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
186,Paddleboard II,Found,,Ave F at Pacific Coast Hwy," 33.822551,-118.385404",Redondo Beach,1972,CA,(*) - Very popular,Bars/Clubs,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
177,Lake Merritt,Found,,,"37.801239,-122.258299",Oakland,1972,CA,Cruisy Areas,Cruisy Areas,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
158,Chances R,Found,Manon & Tennyson,,"37.632956,-122.066143",Hayward,1972,CA,"(D) - Dancing,(S) - Shows - impersonators or record pantomime acts - often touristy",Bars/Clubs,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
194,Big Basket,Found,(after hours) Kearney at Broadway,,"37.798022,-122.40553",San Francisco,1972,CA,"(YC) - Young and/or collegiate types,(D) - Dancing,""(C) - Coffee, soft drinks and sometimes snacks"",(P) - Private club - Inquire locally to admission,(*) - Very popular",Bars/Clubs,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
169,Main Street,Found,"Downtown L.A. around 5th & 6th
",Main Street,"34.046677,-118.248553",Los Angeles ,1972,CA,Cruisy Areas,Cruising Areas,checked,,Approximate. Pin in middle of block between 4th and 6th on main.,2/25/2020 11:40am,2/28/2020 1:12pm
183,Charcoal Charlie's,General City Coordinates Used,,67-800 Hwy. 111,"33.830296,-116.545292",Palm Springs,1972,CA,(M) - Mixed Crowds,Restaurant,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
202,Polk St.,Found,bet. Post and Union,,"37.787538,-122.414642",San Francisco,1972,CA,Cruisy Areas,Cruisy Areas,checked,,Approximate. Location for middle of the several block radius between Polk and Union.,2/25/2020 11:40am,2/28/2020 1:12pm
188,"""F"" Street",Found,Between 5th and Columbia,,"32.713589,-117.163858",San Diego ,1972,CA,Cruisy Areas,Cruising Areas,checked,,Coordinates for the middle of this block range. The construction of Horton Plaza in Downtown San Diego changed the streets slightly making this location difficult to approximate.,2/25/2020 11:40am,2/28/2020 1:12pm
168,Arthur J's,Found,(after hours),Highland at Santa Monica,"34.090711,-118.338612",Los Angeles ,1972,CA,"""(C) - Coffee, soft drinks and sometimes snacks"",(M) - Mixed Crowds",Restaurant,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
172,Alondra Park,Found,Lawndale,,"33.886545,-118.342035",Los Angeles ,1972,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
161,Denny's,General City Coordinates Used,(after hours),South Coast Hwy. ,"33.542719,-117.785357",Laguna Beach ,1972,CA,"""(C) - Coffee, soft drinks and sometimes snacks"",(M) - Mixed Crowds",Restaurant,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
190,Jerry's Hole,Found,(John-John's) (After hours),San Diego Ave. near Washington," 32.742835,-117.182044",San Diego ,1972,CA,"""(C) - Coffee, soft drinks and sometimes snacks"",(YC) - Young and/or collegiate types",Bars/Clubs,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
192,Bare Ass Beach,Found,"A half hour walk from parking lot at Torrey Pines Beach St. Park to base of Torrey Pines Golf Course
",,"32.889556,-117.253649",San Diego ,1972,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
203,Folsom St.,Found,bet. 6th & 12th Sts.,,"37.775037,-122.410441",San Francisco,1972,CA,Cruisy Areas,Cruisy Areas,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
176,Magnolia Park,Found,,Magnolia Park," 34.208483,-118.348606",North Hollywood ,1972,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
196,Golden Door ,Found,Mason at Ellis,,"37.785295,-122.409537",San Francisco,1972,CA,,Bars/Clubs,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
207,Ventura Blvd.,General City Coordinates Used,"Ventura Blvd. by car from Studio City to Sherman Oaks
",Ventura Blvd. by car from Studio City to Sherman Oaks,"34.13956,-118.387099",Studio City,1972,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
153,Star Room,General City Coordinates Used,Inquire Locally,,"33.91918,-118.416465",El Segundo,1972,CA,,Bars/Clubs,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
163,Farfy's Cottages,Found,"(beer & pizza) 3 mi. So. on 89, .75 mi. No. of Jct. U.S. 50, P.O. Box 7013, So. So. Lake Tahoe",," 38.920344,-120.014897",Lake Tahoe,1972,CA,"""(H) - Hotel, motel, or other overnight accomodations"",(M) - Mixed Crowds",Hotels,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
191,Mission Beach,Found,"Beyond Belmont Amusement Park
",,"32.770084,-117.253266",San Diego ,1972,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
155,Fran's Pine Lake Lodge,Found,(same as above) Old Hwy. 99 at Ashland,," 36.794337,-119.864118",Fresno ,1972,CA,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
178,Party Room,General City Coordinates Used,,67-977 Hwy. 11," 33.817427,-116.49313",Palm Springs,1972,CA,,Bars/Clubs,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
182,Desert Palms Hotel,General City Coordinates Used,,67-580 Hwy. 11,"33.817427,-116.49313",Palm Springs,1972,CA,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
164,Lil Lucy's Annex,General City Coordinates Used,,E. Anaheim ,"33.77005,-118.193739",Long Beach,1972,CA,"""(G) - Girls, but seldom exclusively""",Bars/Clubs,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
160,Daughters of Bilitis,General City Coordinates Used,,P.O. Box 3237,"34.092809,-118.328661",Hollywood Station,1972,CA,"""(G) - Girls, but seldom exclusively""",Bars/Clubs,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
201,Saturnalia,Found,Duboce & Valencia,,"37.769875,-122.42239",San Francisco,1972,CA,,Bars/Clubs,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
159,Noah's Ark,Found,,,"38.610466,-122.869161",Healdsburg,1972,CA,,Bars/Clubs,checked,checked,,2/25/2020 11:40am,2/28/2020 1:12pm
166,Griffith Park,Found,Cruisy Area,"Griffith Park, bet. Ferndale & the Observatory","34.136554,-118.2942",Los Angeles ,1972,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
154,Fran's ,Found,Old Hwy. 99 at Ashland,," 36.794337,-119.864118",Fresno ,1972,CA,(*) - Very popular,Bars/Clubs,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
167,Hollywood Blvd,Found,Cruisy Area,"Hollywood Blvd., bet. Highland & Vermont","34.101748,-118.319752",Los Angeles ,1972,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
200,Rendezvous,Found,(see Club Rendezvous),567 Sutter St,"37.788919,-122.409587",San Francisco,1972,CA,(*) - Very popular,Bars/Clubs,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
165,Hootenanny,General City Coordinates Used,,Willow Ave,"33.77005,-118.193739",Long Beach,1972,CA,,Bars/Clubs,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
162,Beach & Boardwalk in from of the breakers,Found,,140 S. Laguna ,"33.541639,-117.782843",Laguna Beach ,1972,CA,Cruisy Areas,Cruising Areas,checked,,Same address as breakers in laguna beach,2/25/2020 11:40am,2/28/2020 1:12pm
193,Broadway,Found,"from the Plaza to the ""Y""",,"32.715823,-117.173729",San Diego ,1972,CA,Cruisy Areas,Cruising Areas,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
197,Mr. B's Coffee Shop,Found,O'Farrell nr. Larkin,,"37.785184,-122.417931",San Francisco,1972,CA,,Restaurant,checked,,,2/25/2020 11:40am,2/28/2020 1:12pm
1272,San Gregoria nude beach ,Found,So. of S.F. on Hwy. 1,,"37.322999,-122.403308",San Francisco,1972,CA,Cruisy Areas,Cruisy Areas,,,,2/28/2020 11:10am,2/28/2020 1:12pm
1271,Market-Castro Street,Found,,,"37.762738,-122.435208",San Francisco,1972,CA,Cruisy Areas,Cruisy Areas,,,,2/28/2020 11:10am,2/28/2020 1:12pm
208,Central Park,Found,21st & 'R' Sts.,,"35.378109,-119.009455",Bakersfield,1973,CA,Cruisy Area,Cruisy Areas,checked,,,2/25/2020 11:41am,2/28/2020 1:12pm
286,Whispering Pines Motel,Found,"20 m. W. on Hwy. 140 in Begintown. P.O. Box 90, Midpines, Calif.",,"37.577924,-119.955536",Yosemite ,1973,CA,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
230,'Boys Town',Found,N. of Santa Monica Blvd. nr. the Four Star,,"34.084183,-118.385292",Hollywood,1973,CA,Cruisy Area,Cruisy Areas,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
238,Magnolia Park,Found,,,"34.168273,-118.338889",Los Angeles ,1973,CA,Cruisy Area,Cruisy Areas,checked,,again L.A. Valley area unclear,2/25/2020 11:42am,2/28/2020 1:12pm
247,Bunk House,Found,,,"38.610466,-122.869161",Healdsburg,1973,CA,,"Hotel,Bars/Clubs",checked,checked,,2/25/2020 11:42am,2/28/2020 1:12pm
222,Lincoln Park,Found,start of 'Milk Run',Ocean at Pacific,"33.767027,-118.193708",Long Beach,1973,CA,Cruisy Area,Cruisy Areas,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
239,Ventura Blvd.,Found,by car from Studio City to Sherman Oaks,,"34.145714,-118.418022",Los Angeles ,1973,CA,Cruisy Area,Cruisy Areas,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
260,"""Bare Ass Beach""",Found,a half hour walk from parking lot at Torrey Pines Beach St. Park to base of golf course,,"32.889556,-117.253649",San Diego ,1973,CA,Cruisy Area,Cruisy Areas,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
228,Orlando Baths,Found,La Cienega & 3rd Sts.,,"34.072678,-118.373418",Hollywood,1973,CA,(P) - Private club - Inquire locally to admission,Baths,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
242,Lake Temascal Regional,Found,Park & beach,,"37.846406,-122.230386",Oakland,1973,CA,Cruisy Area,Cruisy Areas,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
250,Fremont Park,Found,,,"38.571085,-121.489042",Sacramento ,1973,CA,Cruisy Area,Cruisy Areas,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
266,Corner 'Longhorn' Saloon,Found,15th & Folsom,,"37.766947,-122.415487",San Francisco,1973,CA,,Bars/Clubs,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
223,The 'Bluffs',Found,on beach bet. Gaviota & Redondo,,"33.76225,-118.162909",Long Beach,1973,CA,Cruisy Area,Cruisy Areas,checked,,Location here is approximate for the middle of the beach between Gaviota st and Redondo. ,2/25/2020 11:42am,2/28/2020 1:12pm
225,Daughters of Bilitis,General City Coordinates Used,P.O. Box 3237 Hollywood Station 90027,,"34.092809,-118.328661",Hollywood,1973,CA,"""(G) - Girls, but seldom exclusively""",Organizations,checked,checked,,2/25/2020 11:42am,2/28/2020 1:12pm
236,Alondra Park,Found,,,"33.88636,-118.342362",Lawndale,1973,CA,Cruisy Area,Cruisy Areas,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
240,Berkely Aquatic Park,Found,,," 37.85695,-122.300121",Oakland,1973,CA,Cruisy Area,Cruisy Areas,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
213,Continental,General City Coordinates Used,Huntington Dr. (Duarte),,"34.068621,-118.027567",El Monte,1973,CA,,Bars/Clubs,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
261,Broadway,Found,Placza to the 'Y',,"32.715823,-117.173729",San Diego ,1973,CA,Cruisy Area,Cruisy Areas,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
264,Mission Beach,Found,behind Belmont Amusement Park,,"32.770084,-117.253266",San Diego ,1973,CA,Cruisy Area,Cruisy Areas,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
257,Ranger,Found,(May be opening by summer '72) Palm just off Kettner,,"32.733518,-117.173779",San Diego ,1973,CA,(W) - Western or coyboy types,Bars/Clubs,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
271,Naked Grape,Found,Market & Church,,"37.767591,-122.428954",San Francisco,1973,CA,(HIP) - Heads frequent,Bars/Clubs,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
283,La Caravelle,Found,W. Chanel Rd. at Coast Hwy.,,"34.028317,-118.519426",Santa Monica,1973,CA,,Restaurant,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
218,Beach & Boardwalk,Found,nr. jct. Coast Hwy. & Laguna Canyon Rd.,,"33.541639,-117.782843",Laguna Beach ,1973,CA,Cruisy Area,Cruisy Areas,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
285,Jaunita's,Found,Fetters Hot Spgs Hotel 3 mi. N. in Boyce Hot Springs,,"38.32239,-122.489179",Sonoma,1973,CA,(M) - Mixed Crowds - Some Straights,Restaurant,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
269,Folsom PriSM,Found,6th & Harrison,,"37.777288,-122.40408",San Francisco,1973,CA,,Bars/Clubs,checked,,,2/25/2020 11:42am,2/28/2020 1:12pm
252,Caravan,Found,Greyhound Bus Depot Gabilon & Salinas,,"36.676038,-121.652417",Salinas,1973,CA,,Bars/Clubs,checked,checked,,2/25/2020 11:42am,2/28/2020 1:12pm
