ID,title,status,description,streetaddress,Lat/lon,city,Year,state,amenityfeatures,type,unclearaddress,unclear type,notes,dateadded,lastmodified
973,Keys To The City,General City Coordinates Used,"(See ad, pg. 41) ",,"34.092809,-118.328661",Hollywood,1980,CA,,Bars/Clubs,checked,checked,,2/25/2020 11:58am,2/28/2020 1:12pm
1049,Texaco Truck Stop,General City Coordinates Used,"I-10, E. of I-15 E.",,"34.108345,-117.289765",San Bernardino,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
949,Radio Park,Found,1st & Clinton,,"36.772278,-119.772475",Fresno ,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
927,Central Park,Found,21st & 'R' Sts.,,"35.378109,-119.009455",Bakersfield,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1003,Casbah,General City Coordinates Used,(Lunches - beer & wine) Desert Palms Inn ,67-580 Hwy. 111,"33.830296,-116.545292",Palm Springs,1980,CA,,Bars/Clubs,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1121,Mother's Noodle,Found,(Disco) Harbor Blvd. 2 mi S. of Garden Grove (Also AH),," 33.739286,-117.919637",Santa Ana,1980,CA,"(D) - Dancing,(AH) - After Hours,(YC) - Young and/or collegiate types,(*) - Very popular","Bars/Clubs,Restaurant",checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1015,'Cruisy jacuzzi' ,General City Coordinates Used,at Desert Palms (Late),,"33.830296,-116.545292",Palm Springs,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
989,Griffith Park,Found,Sonora & Victory ,,"34.158561,-118.29665",Los Angeles ,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
933,Twin Oaks Ranch,Question/To Discuss,"(Looks like a winner) Rooms, bunkhouse, RV space, swim pool & sports (BYOB) (805) 867-2326, Star Rte. Box 58 Caliente 93518 (See ad, pg. 19) ",,,Caliente,1980,CA,"(P) - Private club - Inquire locally to admission,""(H) - Hotel, motel, or other overnight accomodations"",(BYOB) - Bring your own bottle","Hotels,Restaurant",checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1137,Oak Park,Found,,,"37.983654,-121.292677",Stockton,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1113,S.J. State U.,Found,Journalism Bldg. & Library (3rd floor T-Room),,"37.335187,-121.881071",San Jose,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1095,Cala Market ,Found,18th near Diamond ,,"37.760764,-122.437216",San Francisco,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1110,The Strip,Found,Market St. from Van Ness to Castro 'Hitch-hikers or by car,,"37.771246,-122.423857",San Francisco,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
953,Maze Stone County Park,Found,4.5 mi W. on Hwy. 74,,"33.781393,-117.056477",Hemet,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1135,Fremont Park ,General City Coordinates Used,opp. P.O.,,"37.957702,-121.29078",Stockton,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1091,Twin Peaks Taavern ,Found,('Mixed bag') Castro & Market Sts.,,"37.762738,-122.435208",San Francisco,1980,CA,"(OC) - Older/More Mature Crowd,(*) - Very popular",Bars/Clubs,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
934,Bidwell Park,Found,Cedar Grove,,"39.734142,-121.830731",Chico,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
939,Stallion Oak Ranch ,Found,"P.O. Box 155, Descanso, CA 92016 (Resort) ",," 32.852829,-116.615852",Descanso,1980,CA,"(P) - Private club - Inquire locally to admission,""(H) - Hotel, motel, or other overnight accomodations""",Hotels,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
970,The Bluffs,Found,On beach betw. Gaviota & Redondo ,,"33.76225,-118.162909",Long Beach,1980,CA,"Cruisy Area,(AYOR) -  At Your Own Risk - Dangerous - Usually Fuzz",Cruising Areas,checked,,Location here is approximate for the middle of the beach between Gaviota st and Redondo. ,2/25/2020 11:58am,2/28/2020 1:12pm
1051,San Onofre Beach St. Park,Found,'B.A.' area at N. end of Camp Pendleton,,"33.372808,-117.565601",San Clemente,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
978,Griffith Park,Found,nr. Golf course E. of Greek Theatre & Ferndale Loop parking lot ,,"34.136554,-118.2942",Hollywood,1980,CA,"Cruisy Area,(AYOR) -  At Your Own Risk - Dangerous - Usually Fuzz",Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1033,Greyhound Bus Depot T-Room,General City Coordinates Used,,," 37.485215,-122.236355",Redwood City,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1046,Paradise Beach ,Found,On American River,,"38.58126,-121.423108",Sacramento ,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1040,Cal St. University ,Found,English Bldg. - T-Room,,"38.561292,-121.424052",Sacramento ,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1035,Lloyd's ,General City Coordinates Used,(Bar only late) Hwy. 30 6 mi. from Arrowhead,,"34.207786,-117.109205",Running Springs,1980,CA,(M) - Mixed Crowds - Some Straights,Restaurant,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1097,Devil's Slide,General City Coordinates Used,'B.A.' Beach S. on Hwy. 1,,"37.77493,-122.419415 ",San Francisco,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1007,Desert Palms Inn,General City Coordinates Used,1 blk. E. of Golf Club Dr. ,67-580 Hwy. 111,"33.817427,-116.49313",Palm Springs,1980,CA,"(*) - Very popular,""(H) - Hotel, motel, or other overnight accomodations""",Hotels,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1044,Fremont Park,Found,,,"38.571085,-121.489042",Sacramento ,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
937,The Company ,Found,(Disco) 2nd & G Sts.,,"38.543628,-121.738895",Davis,1980,CA,"(M) - Mixed Crowds - Some Straights,(YC) - Young and/or collegiate types,(D) - Dancing",Bars/Clubs,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
974,Manspace,Found,5524 Santa Monica Blvd. & 309 S. Orlando (Some SM) (Baths),309 S. Orlando,"34.072678,-118.373418 ",Hollywood,1980,CA,"(P) - Private club - Inquire locally to admission,""(FFA) - Final Faith of America, or ask your friendly SM Serviceman""",Baths,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1050,Sebastian's Playhouse ,Found,(Theatre reservations necessary),,"33.426537,-117.616094",San Clemente,1980,CA,(M) - Mixed Crowds - Some Straights,"Theatre,Restaurant",checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
952,Hillcrest Park,Found,T-Rooms,,"33.88271,-117.921239",Fullerton,1980,CA,"Cruisy Area,(*) - Very popular",Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1109,Tenderloin husters at Flagg Bro. corner ,Found,Mason & Market Sts.,,"37.78322,-122.409091",San Francisco,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
963,Mr. R's Adult Book Store,General City Coordinates Used,"(Rock-Book, Inc.) 17 N. Locust & discount showroom - 29 N. Locust",,"33.77005,-118.193739",Long Beach,1980,CA,(*) - Very popular,Book Store,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
976,Vista Theatre ,Found,Sunset at Hollywood,,"34.09817,-118.287088",Hollywood,1980,CA,,Theatre,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1077,Lion Pub,Found,(Also good afternoons) Corner of Sacramento & Divisadero Sts.,,"37.789009,-122.44061",San Francisco,1980,CA,(*) - Very popular,Bars/Clubs,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1065,Tiajuana Tilly's ,Found,"Jai Alai Palace (Green wing) (Tijuana, B.C. Mexico)",,"32.528661,-117.035617",Tijuana,1980,CA,"Cruisy Area,(AYOR) -  At Your Own Risk - Dangerous - Usually Fuzz,(M) - Mixed Crowds - Some Straights","Cruising Areas,Restaurant",checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
938,U.C.D. ,Found,Shields Library (4th Floor) & TB5 Bldg. T-Rooms,,"38.538232,-121.761712 ",Davis,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1132,Muscle Beach & Pirates Cove,Found,,," 33.985382,-118.472509",Santa Monica,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1018,Stanford U. ,Found,Meyer Library & Educ. Bldg. T-Rooms ,,"37.427475,-122.169719",Palo Alto,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
955,Beach & Steps by Coast Inn,Found,,,"33.531121,-117.77548",Laguna Beach ,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1076,Kito's ,Found,17th & Capp,,"37.763485,-122.418444",San Francisco,1980,CA,"""(L) - Ladies/Ms, but seldom exclusively unless noted"",(PT) - Pool Table",Bars/Clubs,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1066,Y.M.C.A.,Found,(Armed services),,"32.716003,-117.167788",San Diego ,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
959,West St. Beach,General City Coordinates Used,nr. Laguna Royal Motel S. Laguna ,,"33.542719,-117.785357",Laguna Beach ,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
960,Bear Pen,General City Coordinates Used,Squaw Valley,,"39.197607,-120.235442 ",Lake Tahoe,1980,CA,"(M) - Mixed Crowds - Some Straights,(*) - Very popular",Restaurant,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1130,Cooper House - Pacific Garden Mall,Found,,,"36.974955,-122.026418",Santa Cruz,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1064,San Diego St. University,Found,Library and Art Bldg.,,"32.775989,-117.071253 ",San Diego ,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1029,Copper Shield ,Found,El Camino Real & Roosevelt,,"37.479098,-122.225575",Redwood City,1980,CA,"(M) - Mixed Crowds - Some Straights,""(C) - Coffee, soft drinks and sometimes snacks"",(AH) - After Hours,(*) - Very popular",Bars/Clubs,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1008,Gaf,General City Coordinates Used,(Liquor) (2 bars) (Disco) at Cathedral Rd. ,68-555 Ramon Rd.,"33.780539,-116.466804 ",Cathedral City,1980,CA,"(YC) - Young and/or collegiate types,(D) - Dancing,(PT) - Pool Table",Bars/Clubs,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
982,Robertson Park,Found,(Days),,"34.083215,-118.384563",Hollywood,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1088,Taste of Leather ,Found,(Leather & erotica) Upstairs at Febe's - 11th & Folsom Sts.,,"37.771872,-122.414048 ",San Francisco,1980,CA,(*) - Very popular,Business,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1022,Ganesha Park,Found,,,"34.076281,-117.760531",Pomona,1980,CA,"(AYOR) -  At Your Own Risk - Dangerous - Usually Fuzz,Cruisy Area",Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1078,Newcomers Service ,General City Coordinates Used,"(Housing, jobs, counseling, ect.) Tel: 648-5948",,"37.77493,-122.419415 ",San Francisco,1980,CA,,Organizations,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
950,Roeding Park,Found,,,"36.754621,-119.823507",Fresno ,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1047,Caravan ,Found,(Latins) Greyhound Bus Depot Gabilon & Salinas,,"36.676038,-121.652417",Salinas,1980,CA,"(M) - Mixed Crowds - Some Straights,(B) - Blacks frequent,(RT) - 'Raunchy types' - downtown type places - often hustlers",Bars/Clubs,checked,checked,,2/25/2020 11:58am,2/28/2020 1:12pm
1071,Elephant Walk,Found,('Picking up') 18th & Castro,,"37.760891,-122.435026",San Francisco,1980,CA,,Restaurant,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
956,Heisler Park,Found,,,"33.543401,-117.790111",Laguna Beach ,1980,CA,"Cruisy Area,(AYOR) -  At Your Own Risk - Dangerous - Usually Fuzz",Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
928,21st & K Sts.,Found,,,"35.378138,-119.017595",Bakersfield,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
979,Hollywood Blvd.,Found,"Walking, hitch-hiking or by car from Highland to Vermont ",,"34.101748,-118.319752",Hollywood,1980,CA,"Cruisy Area,(AYOR) -  At Your Own Risk - Dangerous - Usually Fuzz",Cruising Areas,checked,,Approximate. Pin in middle of Hollywood between HIghland and Vermont.,2/25/2020 11:58am,2/28/2020 1:12pm
1118,Laguna Lake Park ,Found,at dusk ,,"35.269934,-120.681721",San Luis Obispo,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1122,Alameda Plaza,Found,,,"34.427784,-119.705319",Santa Barbara,1980,CA,"(AYOR) -  At Your Own Risk - Dangerous - Usually Fuzz,Cruisy Area",Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1090,Tuxedo Junction ,Found,21st Ave. & Geary St.,,"37.78035,-122.480477",San Francisco,1980,CA,"(P) - Private club - Inquire locally to admission,""(L) - Ladies/Ms, but seldom exclusively unless noted""",Bars/Clubs,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1119,Pirates Cove 'B.A.' Beach ,Found,left turn off Avila ,,"35.174775,-120.706996",San Luis Obispo,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1055,Balboa Park,Found,,,"32.734148,-117.144553 ",San Diego ,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
967,Granada Beach & parking lot,Found,,,"33.754667,-118.139058",Long Beach,1980,CA,"(AYOR) -  At Your Own Risk - Dangerous - Usually Fuzz,Cruisy Area",Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1074,Hideaway ,Found,(Pin balls - adj. to Church St. Station) (Open days) 14th & Market,,"37.767646,-122.428354",San Francisco,1980,CA,,Bars/Clubs,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
948,Courthouse Park,Found,,,"36.736016,-119.789631",Fresno ,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1093,Youngmen's Hotels,Found,(Register by 8pm) 719 Ellis & 1233 Polk St.,719 Ellis," 37.784033,-122.418081",San Francisco,1980,CA,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
995,Ellis Lake T-Rooms,Found,,,"39.145836,-121.58959",Marysville,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
951,Shaw Exit off US 101,General City Coordinates Used,,," 36.737798,-119.787125",Fresno ,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
986,West Hollywood ,Found,'Boys Town' area aff Santa Monica Blvd. nr. Rascals & Studio One,,"34.084183,-118.385292",Hollywood,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1126,Mar Mesa Beach,Found,On UCSB Campus ,,"34.41713,-119.787935",Santa Barbara,1980,CA,"(M) - Mixed Crowds - Some Straights,Cruisy Area",Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1020,Memorial Park,Found,,,"34.147981,-118.147671",Pasadena,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1139,Esplanade Shopping Center ,Found,Upstairs T-Room,,"34.234554,-119.177285 ",Ventura,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1105,San Gregorio ,Found,'B.A. Beach S. on Hwy 1. ,,"37.322999,-122.403308",San Francisco,1980,CA,"(*) - Very popular,Cruisy Area",Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
932,'Truck Stop',General City Coordinates Used,US 101 S. - east side,,"37.57787,-122.34809",Burlingame,1980,CA,(AYOR) -  At Your Own Risk - Dangerous - Usually Fuzz,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
991,Parking lot behind Boots,General City Coordinates Used,,,"34.099708,-118.338695",Los Angeles ,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1056,Broadway ,Found,Plaza to Y.M.C.A.,,"32.715823,-117.173729",San Diego ,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
929,Weill Park,Found,26th & Q Sts.,,"35.383413,-119.011125",Bakersfield,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1138,M.C.C. ,General City Coordinates Used,,18th & Arizona,"33.985047,-118.469483",Venice,1980,CA,M.C.C. - Metropolitan Community Church,Church,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1027,Alondra Park,Found,,,"33.88946,-118.330907",Redondo Beach,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
969,Recreation Park,Found,At 7th & Park Ave.,,"33.774956,-118.135192",Long Beach,1980,CA,"(AYOR) -  At Your Own Risk - Dangerous - Usually Fuzz,Cruisy Area",Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1002,Aunt Hattie's ,General City Coordinates Used,(Disco) (Liquor) off Hwy. 111 (Many L),68-999 Broadway,"33.780539,-116.466804 ",Cathedral City,1980,CA,"(*) - Very popular,(YC) - Young and/or collegiate types,(D) - Dancing,(WE) = Weekends",Bars/Clubs,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1125,Hitch-hikers ,Found,On US 101 nr. State St. (afternoons),,"34.415519,-119.693381",Santa Barbara,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1009,Hideaway ,Found,,71-472 Culver Dr. ,"33.739744,-116.41279",Rancho Mirage,1980,CA,"""(H) - Hotel, motel, or other overnight accomodations"",(YC) - Young and/or collegiate types,(*) - Very popular",Hotels,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
981,Robertson Blvd.,Found,'The Bushes' betw. Beverly & Melrose ,,"34.079078,-118.384466",Hollywood,1980,CA,"Cruisy Area,(AYOR) -  At Your Own Risk - Dangerous - Usually Fuzz",Cruising Areas,checked,,Approximate. Pin for middle of Robertson between Melrose and Beverly.,2/25/2020 11:58am,2/28/2020 1:12pm
935,Sunset Point Resort ,Found,"(Bunkhouse) (Beer & wine bar) (Campground, hot tubs, ect.) (Should be a winner) ",12037 Hwy. 20,"39.019599,-122.685485",Clearlake,1980,CA,"""(H) - Hotel, motel, or other overnight accomodations"",(*) - Very popular",Hotels,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1062,Presidio Park,Found,,,"32.757704,-117.194589",San Diego ,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1043,Discovery Park ,Found,,,"38.605763,-121.50348 ",Bryte,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1133,'Rest Stop',General City Coordinates Used,"U.S. 101, N. of Malibu",,"34.019454,-118.491191",Santa Monica,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
997,Del Monte Beach,Found,,,"36.605522,-121.868915",Monterey,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1134,Eden Square ,Found,,,"37.962123,-121.291604",Stockton,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1098,Dolores Park ,Found,,,"37.759586,-122.42690",San Francisco,1980,CA,"(AYOR) -  At Your Own Risk - Dangerous - Usually Fuzz,Cruisy Area",Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1000,Union 76 Truck Stop ,Found,1-10 opp. Ontario Speedway,,"34.065437,-117.56142",Ontario,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1103,Ringold Alley ,Found,betw. 8th & 9th Sts. (Pat McA says 'hot' when Bob D is away),,"37.7739,-122.410382",San Francisco,1980,CA,"(W) - Western or coyboy types,Cruisy Area",Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1114,Sin Jose,Found,1st St. betw. San Salvador & Santa Clara ('Hustlers'),,"37.334225,-121.889073",San Jose,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1116,Beach Rd. ,Found,then up hill before oil tanks ,,"35.162919,-120.685718",San Luis Obispo,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1124,Greyhound Bus Depot,General City Coordinates Used,,,"34.420831,-119.69819",Santa Barbara,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
954,'Rest Stop',Found,"On I-280, N. of Bunker Hill Dr. exit",,"37.574103,-122.379416",Hillsborough,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1039,Beach,Found,nr. end of N. 10th & Richards at jct. of American & Sacremento Rivers,,"38.594811,-121.487184",Sacramento ,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1101,Miracle Mile ,Found,Folsom St. betw. 8th & 12th Sts.,,"37.775037,-122.410441",San Francisco,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
931,Lake Tamescal Park & Beach,Found,,,"37.845729,-122.229449",Berkeley,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
940,Greyhound Bus Depot,General City Coordinates Used,T-Room,,"32.792,-115.563051",El Centro,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1083,Richard Elmon ,General City Coordinates Used,(Models & Escorts) (415) 641-1309,,"37.77493,-122.419415 ",San Francisco,1980,CA,,Business,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1032,Fairmont Park ,General City Coordinates Used,,," 37.485215,-122.236355",Redwood City,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1070,Different Strokes,Found,(Disco) 1500 California at Poll-,,"37.790998,-122.419273",San Francisco,1980,CA,"(B) - Blacks frequent,(D) - Dancing",Bars/Clubs,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
968,'Hitch-hikers',Found,On Broadway betw. Long Beach Blvd. & Magnolia,,"33.769284,-118.193606",Long Beach,1980,CA,Cruisy Area,Cruising Areas,checked,,Location for the middle of this 2 block radius.,2/25/2020 11:58am,2/28/2020 1:12pm
1087,Sukker's Likkers,Found,Pine & Polk Sts.,,"36.400862,-97.893418",San Francisco,1980,CA,,Bars/Clubs,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
985,Sunset Blvd.,Found,'Hitch-hikers' W. of Highland,,"34.097726,-118.338547",Hollywood,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
965,Art Museum,Found,,,"33.763461,-118.164814 ",Long Beach,1980,CA,"Cruisy Area,(AYOR) -  At Your Own Risk - Dangerous - Usually Fuzz",Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1036,Wildwood Ranch,General City Coordinates Used,"(Resort) (Swim pool - 2 day min.) P.O. Box 78, Guerneville 95446 (707) 632 - 5321",,"38.501858,-122.99611",Russian River,1980,CA,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
926,Beach Park,Found,21st & Oak Sts.,," 35.379928,-119.04058",Bakersfield,1980,CA,"Cruisy Area,(*) - Very popular",Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
964,Popeye's,Found,(Liquor) ,31 39th Place,"33.760222,-118.147763",Long Beach,1980,CA,,Business,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1104,S.F. State U. ,Found,Library & Creative Arts Bldg.,,"37.724149,-122.47994",San Francisco,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1006,Dave's Villa Caprice Country Club & Spa ,General City Coordinates Used,(Sauna) ,67-670 Carey Rd.,"33.817427,-116.49313",Palm Springs,1980,CA,"(P) - Private club - Inquire locally to admission,""(H) - Hotel, motel, or other overnight accomodations""",Hotels,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1080,Paperback Traffic ,Found,(Books) 535 & 538 Castro St. ,,"37.760273,-122.434816",San Francisco,1980,CA,(*) - Very popular,Book Store,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1094,Buena Vista Park ,Found,,,"37.768405,-122.441414",San Francisco,1980,CA,Cruisy Area,Cruising Areas,checked,,,2/25/2020 11:58am,2/28/2020 1:12pm
1145,Solarius ,Found,(Nautilus gym) 254 Sutter & 1335 Sutter,1335 Sutter,"37.787193,-122.422326",San Francisco,1980,CA,,Baths,checked,,,2/26/2020 8:02am,2/28/2020 1:12pm
1146,Youngmen's Hotels,Found,(Register by 8pm) 719 Ellis & 1233 Polk St.,1233 Polk St.,"37.788296,-122.420557",San Francisco,1980,CA,"""(H) - Hotel, motel, or other overnight accomodations""",Hotels,checked,,,2/26/2020 8:10am,2/28/2020 1:12pm
1148,'F' St. Bookstore ,Found,4th & F and 2004 University ,2004 University,"32.748618,-117.143424",San Diego ,1980,CA,(*) - Very popular,Book Store,checked,,,2/26/2020 7:45pm,2/28/2020 1:12pm
1268,Casanova's Adult Books,Found,1626 N. Cahuenga & 7766 Santa Monica Blvd. ,1626 N. Cahuenga,"34.100747,-118.329321 ",Hollywood,1980,CA,,Book Store,checked,,,2/28/2020 9:24am,2/28/2020 1:12pm
