"title","description","streetaddress","lon","lat","city","state","amenityfeatures","type","Year","notes","status","unclear_address","full.address","geoAddress"
"Louie's Spartan Lounge","(some SM, W, OC) (WE*)","305 9th St. N.W.",-77.0236663,38.8923768,"Washington","District of Columbia","(SM),(W),(OC),(WE),(*)","Bars/Clubs",1977,NA,"Google Verified Location",NA,NA,NA
"Louie's Spartan Lounge","(some SM, W)","305 9th St. N.W.",-77.0236663,38.8923768,"Washington","District of Columbia","(SM)","Bars/Clubs",1978,NA,"Google Verified Location",NA,NA,NA
"Louie's Spartan Lounge","(some SM, W)","305 9th St. N.W.",-77.0236663,38.8923768,"Washington","District of Columbia","(W),(*)","Bars/Clubs",1979,NA,"Google Verified Location",NA,NA,NA
"Louie's Spartan Lounge","(some SM, W)","305 9th St. N.W.",-77.0236663,38.8923768,"Washington","District of Columbia","(SM),(*)","Bars/Clubs",1980,NA,"Google Verified Location",NA,NA,NA
"M.C.C.","","9th & Maryland Ave. N.E.",-76.993744,38.895871,"Washington","District of Columbia","(SM),(*)","Church",1975,"","Verified Location",NA,NA,NA
"M.C.C.","","10th & G Sts.",-77.025989,38.898321,"Washington","District of Columbia","(SM),(*)","Church",1976,"","Verified Location",NA,NA,NA
"M.C.C.","","945 G St",-77.0256785,38.8985587,"Washington","District of Columbia","(SM),(*)","Church",1977,NA,"Google Verified Location",NA,NA,NA
"M.C.C.","","945 G St",-77.0256785,38.8985587,"Washington","District of Columbia","(MCC)","Church",1978,NA,"Google Verified Location",NA,NA,NA
"M.C.C.","","945 G St. NW",-77.0256785,38.8985587,"Washington","District of Columbia","(MCC)","Church",1980,NA,"Google Verified Location",NA,NA,NA
"M.C.T.","Gay Synagogue (202) 547-4562","",-77.036871,38.907192,"Washington","District of Columbia","(MCC)","Church",1980,"","Location could not be verified. General city or location coordinates used.",NA,NA,NA
"Magic Touch Massage","(3rd floor)","819 13th St. NW",-77.0295835,38.9003935,"Washington","District of Columbia","(MCC)","Business",1980,NA,"Google Verified Location",NA,NA,NA
"Man's World","(Books, peep shows, erotica)","918 9th St. NW",-77.024859,38.9017062,"Washington","District of Columbia","(MCC)","Business,Book Store",1979,NA,"Google Verified Location",NA,NA,NA
"Man's World","(Books, peep shows, erotica)","918 9th St. NW",-77.024859,38.9017062,"Washington","District of Columbia","","Business,Book Store",1980,NA,"Google Verified Location",NA,NA,NA
"Manchester Inn ","","1426 M St. NW",-77.0339425,38.9054177,"Washington","District of Columbia","","Hotels",1978,NA,"Google Verified Location",NA,NA,NA
"Metropole II","(cinema)","104 Rhode Island NW",-77.0125918,38.915377,"Washington","District of Columbia","","Theatre",1977,NA,"Google Verified Location",NA,NA,NA
"Metropole II","(cinema)","104 Rhode Island NW",-77.0125918,38.915377,"Washington","District of Columbia","","Theatre",1978,NA,"Google Verified Location",NA,NA,NA
"Metropole Theatre","","411 L St. NW",-77.0163994,38.9038982,"Washington","District of Columbia","(H)","Theatre",1973,NA,"Google Verified Location",NA,NA,NA
"Metropole Theatre","","411 L St. NW",-77.0163994,38.9038982,"Washington","District of Columbia","","Theatre",1974,NA,"Google Verified Location",NA,NA,NA
"Metropole Theatre","","411 L St. NW",-77.0163994,38.9038982,"Washington","District of Columbia","","Theatre",1975,NA,"Google Verified Location",NA,NA,NA
"Metropole Theatre","","411 L St. NW",-77.0163994,38.9038982,"Washington","District of Columbia","","Theatre",1976,NA,"Google Verified Location",NA,NA,NA
"Metropolitan Community Church","","9th & Maryland Ave. N.E.",-76.993744,38.895871,"Washington","District of Columbia","","Church",1974,"","Verified Location",NA,NA,NA
"Michelangelo","","8th & E St SE",-76.994956,38.882861,"Washington","District of Columbia","","Restaurant,Bars/Clubs",1974,"","Verified Location",NA,NA,NA
"Michelangelo","(after hours*)","8th & E St SE",-76.994956,38.882861,"Washington","District of Columbia","","Restaurant,Bars/Clubs",1975,"","Verified Location",NA,NA,NA
"Millie's & Lou's","(after hours)","406 8th St. S.E.",-76.9947303,38.883522,"Washington","District of Columbia","","Bars/Clubs",1972,NA,"Google Verified Location",NA,NA,NA
"Millie's & Lou's","(after hours)","406 8th St. S.E.",-76.9947303,38.883522,"Washington","District of Columbia","(R),(M),(C),(D),(*)","Bars/Clubs,Restaurant",1973,NA,"Google Verified Location",NA,NA,NA
"Millie's & Lou's","(after hours)","406 8th St. S.E.",-76.9947303,38.883522,"Washington","District of Columbia","(R),(M),(C),(D),(*)","Bars/Clubs,Restaurant",1974,NA,"Google Verified Location",NA,NA,NA
"Millie's & Lou's","(after hours)","406 8th St. S.E.",-76.9947303,38.883522,"Washington","District of Columbia","(M),(C),(R),(B),(AH),(RT),(AYOR)","Bars/Clubs,Restaurant",1975,NA,"Google Verified Location",NA,NA,NA
"Millie's & Lou's","(at your own risk)","406 8th St. S.E.",-76.9947303,38.883522,"Washington","District of Columbia","(M),(C),(R),(B),(AH),(RT),(AYOR)","Bars/Clubs,Restaurant",1976,NA,"Google Verified Location",NA,NA,NA
"Millie's & Lou's","","406 8th St. S.E.",-76.9947303,38.883522,"Washington","District of Columbia","(M),(C),(R),(B),(AH),(RT),(AYOR)","Bars/Clubs,Restaurant",1977,NA,"Google Verified Location",NA,NA,NA
"Millie's & Lou's","","8th & E Sts. SE",-76.994956,38.882861,"Washington","District of Columbia","(M),(C),(R),(B),(AH),(RT),(AYOR)","Bars/Clubs,Restaurant",1978,"","Verified Location",NA,NA,NA
"Millie's & Lou's","","8th & E Sts. SE",-76.994956,38.882861,"Washington","District of Columbia","(M),(C),(R),(B),(AH),(*),(RT)","Bars/Clubs,Restaurant",1979,"","Verified Location",NA,NA,NA
"Millie's & Lou's","","8th & E Sts. SE",-76.994956,38.882861,"Washington","District of Columbia","(M),(C),(R),(B),(AH),(*)","Bars/Clubs,Restaurant",1980,"","Verified Location",NA,NA,NA
"Mr. Henry's","","Pennsylvania & 6th St SE",-77.0203981,38.8935888,"Washington","District of Columbia","(M),(C),(R),(B)","Bars/Clubs",1968,NA,"Google Verified Location",NA,NA,NA
"Mr. Henry's","","601 Pennsylvania",-77.020398,38.893589,"Washington","District of Columbia","(M),(C),(R)","Bars/Clubs",1969,"","Verified Location",NA,NA,NA
"Mr. Henry's","","601 Pennsylvania",-77.020398,38.893589,"Washington","District of Columbia","(M),(C)","Bars/Clubs",1970,"","Verified Location",NA,NA,NA
"Mr. Henry's","","601 Pennsylvania",-77.020398,38.893589,"Washington","District of Columbia","(M),(R)","Bars/Clubs",1971,"","Verified Location",NA,NA,NA
"Mr. Henry's","","601 Pennsylvania",-77.0203981,38.8935888,"Washington","District of Columbia","(M),(RT)","Bars/Clubs",1972,NA,"Google Verified Location",NA,NA,NA
"Mr. Henry's","(Georgetown)","1225 Wisconsin Ave. NW",-77.06263,38.9057972,"Washington","District of Columbia","(M),(RT)","Bars/Clubs,Restaurant",1973,NA,"Google Verified Location",NA,NA,NA
"Mr. Henry's","","601 Pennsylvania",-77.0203981,38.8935888,"Washington","District of Columbia","(M),(RT)","Bars/Clubs,Restaurant",1973,NA,"Google Verified Location",NA,NA,NA
"Mr. Henry's","","601 Pennsylvania",-77.0203981,38.8935888,"Washington","District of Columbia","(M),(R),(*)","Bars/Clubs,Restaurant",1974,NA,"Google Verified Location",NA,NA,NA
"Mr. Henry's","(Georgetown)","1225 Wisconsin Ave. NW",-77.06263,38.9057972,"Washington","District of Columbia","(M),(R),(*)","Bars/Clubs,Restaurant",1974,NA,"Google Verified Location",NA,NA,NA
"Mr. Henry's","(Georgetown)","1225 Wisconsin Ave. NW",-77.06263,38.9057972,"Washington","District of Columbia","(M),(R),(*)","Bars/Clubs,Restaurant",1975,NA,"Google Verified Location",NA,NA,NA
"Mr. Henry's","","601 Pennsylvania",-77.0203981,38.8935888,"Washington","District of Columbia","(M),(R),(*)","Bars/Clubs,Restaurant",1975,NA,"Google Verified Location",NA,NA,NA
"Mr. Henry's","(Georgetown)","1225 Wisconsin Ave. NW",-77.06263,38.9057972,"Washington","District of Columbia","(M),(R),(*)","Bars/Clubs,Restaurant",1976,NA,"Google Verified Location",NA,NA,NA
"Mr. Henry's","","601 Pennsylvania",-77.0203981,38.8935888,"Washington","District of Columbia","(M),(R)","Bars/Clubs,Restaurant",1976,NA,"Google Verified Location",NA,NA,NA
"Mr. Henry's","","601 Pennsylvania",-77.0203981,38.8935888,"Washington","District of Columbia","(M),(R)","Bars/Clubs,Restaurant",1977,NA,"Google Verified Location",NA,NA,NA
"Mr. Henry's","(Georgetown)","1225 Wisconsin Ave. NW",-77.06263,38.9057972,"Washington","District of Columbia","(M),(R)","Bars/Clubs,Restaurant",1977,NA,"Google Verified Location",NA,NA,NA
"Mr. Henry's","","601 Pennsylvania",-77.0203981,38.8935888,"Washington","District of Columbia","(M),(R)","Bars/Clubs,Restaurant",1978,NA,"Google Verified Location",NA,NA,NA
"Mr. Henry's","(Georgetown)","1225 Wisconsin Ave. NW",-77.06263,38.9057972,"Washington","District of Columbia","(M),(R)","Bars/Clubs,Restaurant",1978,NA,"Google Verified Location",NA,NA,NA
"Mr. Henry's","(Georgetown)","1225 Wisconsin Ave. NW",-77.06263,38.9057972,"Washington","District of Columbia","(M)","Bars/Clubs,Restaurant",1979,NA,"Google Verified Location",NA,NA,NA
"Mr. Henry's","(Georgetown)","1225 Wisconsin Ave. NW",-77.06263,38.9057972,"Washington","District of Columbia","(M)","Bars/Clubs,Restaurant",1980,NA,"Google Verified Location",NA,NA,NA
"Mr. P's","","2147 P St. NW",-77.0482026,38.9097936,"Washington","District of Columbia","(M)","Bars/Clubs,Restaurant",1978,NA,"Google Verified Location",NA,NA,NA
"Mr. P's","(Cruisy)","2147 P St. NW",-77.0482026,38.9097936,"Washington","District of Columbia","(M)","Bars/Clubs,Restaurant,Cruising Areas",1979,NA,"Google Verified Location",NA,NA,NA
"Mr. P's","(Cruisy)","2147 P St. NW",-77.0482026,38.9097936,"Washington","District of Columbia","(M)","Bars/Clubs,Restaurant,Cruising Areas",1980,NA,"Google Verified Location",NA,NA,NA
"Naples","","1227 New York Ave NW",-77.0289606,38.900741,"Washington","District of Columbia","(R),(*),(D)","Bars/Clubs",1965,NA,"Google Verified Location",NA,NA,NA
"Naples","","1227 New York Ave NW",-77.0289606,38.900741,"Washington","District of Columbia","(R),(*)","Bars/Clubs",1966,NA,"Google Verified Location",NA,NA,NA
"Naples","","1227 New York Ave NW",-77.0289606,38.900741,"Washington","District of Columbia","(R),(PT),(*)","Bars/Clubs",1968,NA,"Google Verified Location",NA,NA,NA
"Naples","","1227 New York Ave NW",-77.0289606,38.900741,"Washington","District of Columbia","(RT),(*)","Bars/Clubs",1969,NA,"Google Verified Location",NA,NA,NA
"Naples","","1227 New York Ave NW",-77.0289606,38.900741,"Washington","District of Columbia","(RT),(*)","Bars/Clubs",1970,NA,"Google Verified Location",NA,NA,NA
"Naples","","1227 New York Ave NW",-77.0289606,38.900741,"Washington","District of Columbia","(RT),(*)","Bars/Clubs",1971,NA,"Google Verified Location",NA,NA,NA
"Naples","","1227 New York Ave NW",-77.0289606,38.900741,"Washington","District of Columbia","(RT),(*)","Bars/Clubs",1972,NA,"Google Verified Location",NA,NA,NA
"Naples","","1227 New York Ave NW",-77.0289606,38.900741,"Washington","District of Columbia","(RT),(*)","Bars/Clubs",1973,NA,"Google Verified Location",NA,NA,NA
"Naples","","1227 New York Ave NW",-77.0289606,38.900741,"Washington","District of Columbia","(RT),(*)","Bars/Clubs",1974,NA,"Google Verified Location",NA,NA,NA
"Naples","","1227 New York Ave NW",-77.0289606,38.900741,"Washington","District of Columbia","(RT),(*)","Bars/Clubs",1975,NA,"Google Verified Location",NA,NA,NA
"Naples","","1227 New York Ave NW",-77.0289606,38.900741,"Washington","District of Columbia","(RT),(*)","Bars/Clubs",1976,NA,"Google Verified Location",NA,NA,NA
"Naples","","1227 New York Ave NW",-77.0289606,38.900741,"Washington","District of Columbia","(RT),(*)","Bars/Clubs",1977,NA,"Google Verified Location",NA,NA,NA
"Naples","","1227 New York Ave NW",-77.0289606,38.900741,"Washington","District of Columbia","(RT),(*)","Bars/Clubs",1978,NA,"Google Verified Location",NA,NA,NA
"Naples","('Hustlers')","1227 New York Ave NW",-77.0289606,38.900741,"Washington","District of Columbia","(RT),(*)","Bars/Clubs",1979,NA,"Google Verified Location",NA,NA,NA
"Naples","('Hustlers')","1227 New York Ave NW",-77.0289606,38.900741,"Washington","District of Columbia","(RT),(*)","Bars/Clubs",1980,NA,"Google Verified Location",NA,NA,NA
"National Theatre","(2nd floor T-Room)","",-77.030517,38.896339,"Washington","District of Columbia","(RT),(*)","Cruising Areas",1979,"","Verified Location",NA,NA,NA
"National Theatre","(2nd floor T-Room)","",-77.030517,38.896339,"Washington","District of Columbia","(RT),(*)","Cruising Areas",1980,"","Verified Location",NA,NA,NA
"New York Ave. bet. 10th & 13th Sts. N.W. in area of bus depots","","",-77.028083,38.900708,"Washington","District of Columbia","(RT)","Cruising Areas",1972,"Pin at NY and 12th","Verified Location",NA,NA,NA
"New York Ave. betw. 10th & 13th Sts. N.W. in area of bus depots","","",-77.028083,38.900708,"Washington","District of Columbia","Cruisy Area","Cruising Areas",1974,"Pin at NY and 12th","Verified Location",NA,NA,NA
"New York Ave. between 10th & 13th St. N.W. - in area of bus depots","","",-77.028083,38.900708,"Washington","District of Columbia","Cruisy Area","Cruising Areas",1975,"Pin at NY and 12th","Verified Location",NA,NA,NA
"New York Ave. between 10th & 13th St. N.W. - in area of bus depots","","",-77.028083,38.900708,"Washington","District of Columbia","Cruisy Area","Cruising Areas",1976,"Pin at NY and 12th","Verified Location",NA,NA,NA
"New York Avenue between 10th & 13th Streets","","",-77.028083,38.900708,"Washington","District of Columbia","Cruisy Area","Cruising Areas",1977,"Pin at NY and 12th","Verified Location",NA,NA,NA
"New York Avenue between 10th & 13th Streets","","",-77.028083,38.900708,"Washington","District of Columbia","Cruisy Area","Cruising Areas",1978,"Pin at NY and 12th","Verified Location",NA,NA,NA
"New York Avenue between 10th & 13th Streets","('Hustlers')","",-77.028083,38.900708,"Washington","District of Columbia","Cruisy Area","Cruising Areas",1979,"Pin at NY and 12th","Verified Location",NA,NA,NA
"New York Avenue between 10th & 13th Streets","('Hustlers')","",-77.028083,38.900708,"Washington","District of Columbia","Cruisy Area","Cruising Areas",1980,"Pin at NY and 12th","Verified Location",NA,NA,NA
"Nob Hill","","1101 Kenyon NW",-77.0279412,38.9299319,"Washington","District of Columbia","Cruisy Area","Restaurant,Bars/Clubs",1966,NA,"Google Verified Location",NA,NA,NA
"Nob Hill","","1101 Kenyon NW",-77.0279412,38.9299319,"Washington","District of Columbia","Cruisy Area","Restaurant,Bars/Clubs",1968,NA,"Google Verified Location",NA,NA,NA
"Nob Hill","","1101 Kenyon NW",-77.0279412,38.9299319,"Washington","District of Columbia","Cruisy Area","Restaurant,Bars/Clubs",1969,NA,"Google Verified Location",NA,NA,NA
"Nob Hill","","1101 Kenyon NW",-77.0279412,38.9299319,"Washington","District of Columbia","(R),(B)","Restaurant,Bars/Clubs",1970,NA,"Google Verified Location",NA,NA,NA
"Nob Hill","","1101 Kenyon NW",-77.0279412,38.9299319,"Washington","District of Columbia","(R),(B)","Restaurant,Bars/Clubs",1972,NA,"Google Verified Location",NA,NA,NA
"Nob Hill","","1101 Kenyon NW",-77.0279412,38.9299319,"Washington","District of Columbia","(R),(B)","Restaurant,Bars/Clubs",1973,NA,"Google Verified Location",NA,NA,NA
"Nob Hill","","1101 Kenyon NW",-77.0279412,38.9299319,"Washington","District of Columbia","(R),(B)","Restaurant,Bars/Clubs",1974,NA,"Google Verified Location",NA,NA,NA
"Nob Hill","","1101 Kenyon NW",-77.0279412,38.9299319,"Washington","District of Columbia","(R),(B)","Restaurant,Bars/Clubs",1975,NA,"Google Verified Location",NA,NA,NA
"Nob Hill","","1101 Kenyon NW",-77.0279412,38.9299319,"Washington","District of Columbia","(R),(B)","Restaurant,Bars/Clubs",1976,NA,"Google Verified Location",NA,NA,NA
"Nob Hill","","1101 Kenyon NW",-77.0279412,38.9299319,"Washington","District of Columbia","(R),(B)","Restaurant,Bars/Clubs",1977,NA,"Google Verified Location",NA,NA,NA
"Nob Hill","","1101 Kenyon NW",-77.0279412,38.9299319,"Washington","District of Columbia","(R),(B)","Restaurant,Bars/Clubs",1978,NA,"Google Verified Location",NA,NA,NA
"Nob Hill","","1101 Kenyon NW",-77.0279412,38.9299319,"Washington","District of Columbia","(R),(B)","Restaurant,Bars/Clubs",1979,NA,"Google Verified Location",NA,NA,NA
"Nob Hill","","1101 Kenyon NW",-77.0279412,38.9299319,"Washington","District of Columbia","(R)","Restaurant,Bars/Clubs",1980,NA,"Google Verified Location",NA,NA,NA
"Olympic Baths","(2nd floor) (Should be a winner)","1405 H St. NW",-77.0326108,38.9003888,"Washington","District of Columbia","(R)","Baths",1979,NA,"Google Verified Location",NA,NA,NA
"Olympic Baths","(2nd floor) (Wed SM & Levi nite)","1405 H St. NW",-77.0326108,38.9003888,"Washington","District of Columbia","(R)","Baths",1980,NA,"Google Verified Location",NA,NA,NA
"Oscar's Eye","(weekends) (above Louie's)","305 9th St. NW",-77.0236663,38.8923768,"Washington","District of Columbia","(R)","Bars/Clubs",1975,NA,"Google Verified Location",NA,NA,NA
"Oscar's Eye"," (above Louie's)","305 9th St. NW",-77.0236663,38.8923768,"Washington","District of Columbia","(SM),(*)","Bars/Clubs",1976,NA,"Google Verified Location",NA,NA,NA
"Other Side","(Many L)","1345 Half St.",-77.0110056,38.8739079,"Washington","District of Columbia","","Bars/Clubs",1980,NA,"Google Verified Location",NA,NA,NA
"Owl & Tortoise","('Mixed bag') (Italian R)","916 19th St. NW",-77.0434621,38.9018134,"Washington","District of Columbia","(S),(WE)","Restaurant",1979,NA,"Google Verified Location",NA,NA,NA
"Paramount Steak House","","17th & R Sts NW",-77.038409,38.912563,"Washington","District of Columbia","(S)","Restaurant",1965,"","Verified Location",NA,NA,NA
"Paramount Steak House","","17th & R Sts NW",-77.038409,38.912563,"Washington","District of Columbia","(L),(R),(*)","Restaurant",1966,NA,"Verified Location",NA,NA,NA
"Paramount Steak House","","17th & R Sts NW",-77.038409,38.912563,"Washington","District of Columbia","(R)","Restaurant",1968,"","Verified Location",NA,NA,NA
"Paramount Steak House","","17th & R Sts NW",-77.038409,38.912563,"Washington","District of Columbia","(R),(*)","Restaurant",1969,"","Verified Location",NA,NA,NA
"Paramount Steak House","","17th & R Sts NW",-77.038409,38.912563,"Washington","District of Columbia","(R),(*)","Restaurant",1970,"","Verified Location",NA,NA,NA
"Paramount Steak House","","17th & R Sts NW",-77.038409,38.912563,"Washington","District of Columbia","(R),(M)","Restaurant",1971,"","Verified Location",NA,NA,NA
"Paramount Steak House","","1519 17th St N.W.",-77.0381521,38.9104801,"Washington","District of Columbia","(R),(M)","Restaurant",1972,NA,"Google Verified Location",NA,NA,NA
"Paramount Steak House","(Georgetown)","1227 Wisconsin Ave NW",-77.0626188,38.9058461,"Washington","District of Columbia","(R),(*),(M)","Restaurant",1973,NA,"Google Verified Location",NA,NA,NA
"Paramount Steak House","","1519 17th St N.W.",-77.0381521,38.9104801,"Washington","District of Columbia","(R),(M)","Restaurant",1973,NA,"Google Verified Location",NA,NA,NA
"Paramount Steak House","","1519 17th St N.W.",-77.0381521,38.9104801,"Washington","District of Columbia","(R),(*)","Restaurant",1974,NA,"Google Verified Location",NA,NA,NA
"Paramount Steak House","(Georgetown)","1227 Wisconsin Ave NW",-77.0626188,38.9058461,"Washington","District of Columbia","(R)","Restaurant",1974,NA,"Google Verified Location",NA,NA,NA
"Paramount Steak House","","1519 17th St N.W.",-77.0381521,38.9104801,"Washington","District of Columbia","(R)","Restaurant",1975,NA,"Google Verified Location",NA,NA,NA
"Paramount Steak House","(Georgetown)","1227 Wisconsin Ave NW",-77.0626188,38.9058461,"Washington","District of Columbia","(R),(*)","Restaurant",1975,NA,"Google Verified Location",NA,NA,NA
"Paramount Steak House","(Georgetown)","1227 Wisconsin Ave NW",-77.0626188,38.9058461,"Washington","District of Columbia","(R),(*)","Restaurant",1976,NA,"Google Verified Location",NA,NA,NA
"Paramount Steak House","","1519 17th St N.W.",-77.0381521,38.9104801,"Washington","District of Columbia","(R)","Restaurant",1976,NA,"Google Verified Location",NA,NA,NA
"Paramount Steak House","(Georgetown)","1227 Wisconsin Ave NW",-77.0626188,38.9058461,"Washington","District of Columbia","(R),(*)","Restaurant",1977,NA,"Google Verified Location",NA,NA,NA
"Paramount Steak House","","1519 17th St N.W.",-77.0381521,38.9104801,"Washington","District of Columbia","(R),(*)","Restaurant",1977,NA,"Google Verified Location",NA,NA,NA
"Paramount Steak House","(Georgetown)","1227 Wisconsin Ave NW",-77.0626188,38.9058461,"Washington","District of Columbia","(R),(*)","Restaurant",1978,NA,"Google Verified Location",NA,NA,NA
"Paramount Steak House","","1519 17th St N.W.",-77.0381521,38.9104801,"Washington","District of Columbia","(R)","Restaurant",1978,NA,"Google Verified Location",NA,NA,NA
"Paramount Steak House","","1519 17th St N.W.",-77.0381521,38.9104801,"Washington","District of Columbia","(R)","Restaurant",1979,NA,"Google Verified Location",NA,NA,NA
"Paramount Steak House","","1519 17th St N.W.",-77.0381521,38.9104801,"Washington","District of Columbia","(R)","Restaurant",1980,NA,"Google Verified Location",NA,NA,NA
"Parkside Plaza Hotel","","1336 I St. NW",-77.0306799,38.9013296,"Washington","District of Columbia","(R)","Hotels",1980,NA,"Google Verified Location",NA,NA,NA
"Phase III","","525 8th St. SE",-76.9952897,38.8819626,"Washington","District of Columbia","(R)","Bars/Clubs",1973,NA,"Google Verified Location",NA,NA,NA
"Phase One","","528 8th St. SE",-76.994631,38.8817049,"Washington","District of Columbia","(R)","Bars/Clubs",1974,NA,"Google Verified Location",NA,NA,NA
"Phase One","","528 8th St. SE",-76.994631,38.8817049,"Washington","District of Columbia","(H)","Bars/Clubs",1975,NA,"Google Verified Location",NA,NA,NA
"Phase One","","528 8th St. SE",-76.994631,38.8817049,"Washington","District of Columbia","(G),(D)","Bars/Clubs",1976,NA,"Google Verified Location",NA,NA,NA
"Phase One","","528 8th St. SE",-76.994631,38.8817049,"Washington","District of Columbia","(G),(D),(*),(R)","Bars/Clubs",1977,NA,"Google Verified Location",NA,NA,NA
"Phase One","","528 8th St. SE",-76.994631,38.8817049,"Washington","District of Columbia","(G),(D),(*),(R)","Bars/Clubs,Restaurant",1978,NA,"Google Verified Location",NA,NA,NA
"Phase One","","528 8th St. SE",-76.994631,38.8817049,"Washington","District of Columbia","(G),(D),(*)","Bars/Clubs,Restaurant",1979,NA,"Google Verified Location",NA,NA,NA
"Pier Nine","","1824 Half St.",-77.0104392,38.867474,"Washington","District of Columbia","(G),(D),(*)","Bars/Clubs",1971,NA,"Google Verified Location",NA,NA,NA
"Pier Nine","","1824 Half St.",-77.0104392,38.867474,"Washington","District of Columbia","(G),(D),(*)","Bars/Clubs",1972,NA,"Google Verified Location",NA,NA,NA
"Pier Nine","","1824 Half St. SW",-77.0104392,38.867474,"Washington","District of Columbia","(G),(D),(*)","Bars/Clubs",1973,NA,"Google Verified Location",NA,NA,NA
"Pier Nine","","1824 Half St. SW",-77.0104392,38.867474,"Washington","District of Columbia","(YC),(D),(*),(M)","Bars/Clubs",1974,NA,"Google Verified Location",NA,NA,NA
"Pier Nine","(Disco)","1824 Half St. SW",-77.0104392,38.867474,"Washington","District of Columbia","(YC),(D),(*)","Bars/Clubs",1975,NA,"Google Verified Location",NA,NA,NA
"Pier Nine","(Disco)","1824 Half St. SW",-77.0104392,38.867474,"Washington","District of Columbia","(YC),(D),(*)","Bars/Clubs",1976,NA,"Google Verified Location",NA,NA,NA
"Pier Nine","(Disco)","1824 Half St. SW",-77.0104392,38.867474,"Washington","District of Columbia","(YC),(D),(*)","Bars/Clubs",1977,NA,"Google Verified Location",NA,NA,NA
"Pier Nine","(Disco)","1824 Half St. SW",-77.0104392,38.867474,"Washington","District of Columbia","(YC),(D),(*)","Bars/Clubs",1978,NA,"Google Verified Location",NA,NA,NA
"Pier Nine","(Disco) (Snacks) (Super light & sound show)","1824 Half St. SW",-77.0104392,38.867474,"Washington","District of Columbia","(YC),(D),(*)","Bars/Clubs",1979,NA,"Google Verified Location",NA,NA,NA
"Pier Nine","(Disco) (Snacks) (Super light & sound show)","1824 Half St. SW",-77.0104392,38.867474,"Washington","District of Columbia","(YC),(D),(*)","Bars/Clubs",1980,NA,"Google Verified Location",NA,NA,NA
"Pink Elephant","","11th & E NW",-77.027319,38.895939,"Washington","District of Columbia","(YC),(D)","Bars/Clubs",1965,"","Verified Location",NA,NA,NA
"Pink Elephant","","11th & E NW",-77.027319,38.895939,"Washington","District of Columbia","(YC),(D),(*)","Bars/Clubs,Hotels",1966,"","Verified Location",NA,NA,NA
"Pink Elephant","","11th & E NW",-77.027319,38.895939,"Washington","District of Columbia","(YC),(D),(*)","Bars/Clubs,Hotels",1968,NA,"Verified Location",NA,NA,NA
"Pink Elephant","","11th & E Sts NW",-77.027319,38.895939,"Washington","District of Columbia","(M),(OC),(RT)","Bars/Clubs,Hotels",1969,"","Verified Location",NA,NA,NA
"Pink Elephant","Harrington Hotel","11th & E Sts NW",-77.027319,38.895939,"Washington","District of Columbia","(M),(OC),(RT)","Bars/Clubs,Hotels",1970,"","Verified Location",NA,NA,NA
"Pink Elephant","Harrington Hotel","11th & E Sts NW",-77.027319,38.895939,"Washington","District of Columbia","(RT)","Bars/Clubs,Hotels",1971,"","Verified Location",NA,NA,NA
"Pink Elephant","Harrington Hotel","11th & E Sts NW",-77.027319,38.895939,"Washington","District of Columbia","(B),(RT)","Bars/Clubs,Hotels",1972,"","Verified Location",NA,NA,NA
"Pink Elephant","Harrington Hotel","11th & E Sts NW",-77.027319,38.895939,"Washington","District of Columbia","","Bars/Clubs,Hotels",1973,"","Verified Location",NA,NA,NA
"Pink Elephant","Harrington Hotel","11th & E Sts NW",-77.027319,38.895939,"Washington","District of Columbia","","Bars/Clubs,Hotels",1974,"","Verified Location",NA,NA,NA
"Pink Elephant","(Some OC, RT) Harrington Hotel","11th & E Streets NW",-77.027319,38.895939,"Washington","District of Columbia","(RT),(M)","Bars/Clubs,Hotels",1977,"","Verified Location",NA,NA,NA
"Pink Elephant","(Some OC, RT) Harrington Hotel","11th & E Streets NW",-77.027319,38.895939,"Washington","District of Columbia","(RT),(M)","Bars/Clubs,Hotels",1978,"","Verified Location",NA,NA,NA
"Plain Brown Wrapper","(Books, films, peep shows, liquid, toys, etc.)","1210 New York Ave. NW",-77.028799,38.900232,"Washington","District of Columbia","","Book Store,Business",1979,"","Verified Location",NA,NA,NA
"Plain Brown Wrapper","(Books, films, peep shows, liquid, toys, etc.)","1210 New York Ave. NW",-77.028799,38.9002317,"Washington","District of Columbia","(M),(RT)","Book Store,Business",1980,NA,"Google Verified Location",NA,NA,NA
"Plus One","","529 8th St. S.E.",-76.9953419,38.88189,"Washington","District of Columbia","(M),(RT)","Bars/Clubs",1971,NA,"Google Verified Location",NA,NA,NA
"Plus One","","529 8th St. S.E.",-76.9953419,38.88189,"Washington","District of Columbia","(*)","Bars/Clubs",1972,NA,"Google Verified Location",NA,NA,NA
"Plus One","(was closed- May be reopening by June of '72)","529 8th St. S.E.",-76.9953419,38.88189,"Washington","District of Columbia","(*)","Bars/Clubs",1973,NA,"Google Verified Location",NA,NA,NA
"Plus One","","529 8th St. SE",-76.9953419,38.88189,"Washington","District of Columbia","(M),(R),(C),(AH),(*),(D),(WE)","Bars/Clubs,Restaurant",1975,NA,"Google Verified Location",NA,NA,NA
"Plus One","(Disco)","529 8th St. SE",-76.9953419,38.88189,"Washington","District of Columbia","(M),(R),(C),(AH),(*)","Bars/Clubs,Restaurant",1976,NA,"Google Verified Location",NA,NA,NA
