"title","description","streetaddress","city","state","amenityfeatures","type","notes","Year","lon","lat","status","unclear_address","full.address","geoAddress"
"Regency ","","1812 Hemphill","Ft. Worth","TX","(YC),(D),(*)","Bars/Clubs","",1976,-97.3320025,32.724277,"Geocoded",NA,NA,NA
"Regency ","(Some G) ","1812 Hemphill","Ft. Worth","TX","(PT),(D),(*)","Bars/Clubs","",1977,-97.3320025,32.724277,"Geocoded",NA,NA,NA
"Regency Country Club","(off Hwy 59)","15312 Lee Road","Humble","TX","","Bars/Clubs","",1970,-95.3035197,29.9414623,"Geocoded",NA,NA,NA
"Regency Health Center","(Baths - upstairs)","5 S.W. 2nd Ave","Miami","FL","(B),(RT)","Baths","",1976,-80.1976998,25.7740067,"Geocoded",NA,NA,NA
"Regency Health Center ","(Baths -Upstairs) ","5 S.W. 2nd Avenue ","Miami","FL","(OC)","Baths","",1977,-80.1976998,25.7740067,"Geocoded",NA,NA,NA
"Regency Health Center Baths","","5 S.W 2nd Ave. ","Miami","FL","(*)","Baths","",1973,-80.1976998,25.7740067,"Geocoded",NA,NA,NA
"Regency Health Center Baths","(upstairs)","5 S.W. 2nd Ave.","Miami","FL","","Baths","",1974,-80.1976998,25.7740067,"Geocoded",NA,NA,NA
"Regency Health Center Baths","(Upstairs)","5 S.W. 2nd Ave.","Miami","FL","","Baths","",1975,-80.1976998,25.7740067,"Geocoded",NA,NA,NA
"Regency Health Club Baths","","3930 E. Ocean View Ave.","Norfolk","VA","","Baths","",1972,-76.1942618,36.931231,"Geocoded",NA,NA,NA
"Regency Health Club Baths ","","3930 E. Ocean View Ave.","Norfolk","VA","","Baths","",1973,-76.1942618,36.931231,"Geocoded",NA,NA,NA
"Regency III Country Club","off Hwy 59","15312 Lee Rd ","Humble","TX","","Bars/Clubs","",1968,-95.3035197,29.9414623,"Geocoded",NA,NA,NA
"Regency III Country Club","(off Hwy 59)
","15312 Lee Road ","Humble","TX","","Bars/Clubs","",1969,-95.3035197,29.9414623,"Geocoded",NA,NA,NA
"Regency III Country Club","(off Hwy. 59)","15312 Lee Road","Humble","TX","","Bars/Clubs","",1971,-95.3035197,29.9414623,"Geocoded",NA,NA,NA
"Regency of Miami Steam Baths","","5 S.W. 2nd Ave. ","Miami","FL","(*)","Baths","",1972,-80.1976998,25.7740067,"Geocoded",NA,NA,NA
"Regency of Miami Steam Baths ","","5 S.W. 2nd Ave","Miami","FL","","Baths","",1971,-80.1976998,25.7740067,"Geocoded",NA,NA,NA
"Regent's Row","","740 Burgundy","New Orleans","LA","(*)","Bars/Clubs","",1965,-90.0667025,29.9605085,"Geocoded",NA,NA,NA
"Regent's Row","","740 Burgundy St.","New Orleans","LA","(*)","Bars/Clubs","",1966,-90.0667025,29.9605085,"Geocoded",NA,NA,NA
"Remember When","","916 Royal St.","New Orleans","LA","(R)","Restaurant","",1980,-90.062955,29.9599483,"Geocoded",NA,NA,NA
"Renaissance","","2130 Lawndale Dr.","Greensboro","NC","(P),(YC),(D),(BYOB),(*)","Bars/Clubs","",1974,-79.8156339,36.0954588,"Geocoded",NA,NA,NA
"Renaissance","","2130 Lawndale Dr.","Greensboro","NC","(P),(D),(YC),(*)","Bars/Clubs","",1975,-79.8156339,36.0954588,"Geocoded",NA,NA,NA
"Renaissance","($3.00 adm.)","2130 Lawndale Dr.","Greensboro","NC","(P),(YC),(D),(*)","Bars/Clubs","",1976,-79.8156339,36.0954588,"Geocoded",NA,NA,NA
"Renaissance ","","2130 Lawndale Dr.","Greensboro","NC","(P),(YC),(D),(BYOB),(*)","Bars/Clubs","",1973,-79.8156339,36.0954588,"Geocoded",NA,NA,NA
"Renaissance ","($3.00 adm.) ","2130 Lawndale Dr. ","Greensboro","NC","(P),(YC),(D),(*)","Bars/Clubs","",1977,-79.8156339,36.0954588,"Geocoded",NA,NA,NA
"Rendezvous","(near city bus depot)","Howard St","Biloxi","MS","(*),(M)","Bars/Clubs","",1965,-88.8795296,30.3963632,"Geocoded",NA,NA,NA
"Rendezvous","","64 November 6th St.","Memphis","TN","","Bars/Clubs","",1965,-90.0528081,35.1433903,"Geocoded",NA,NA,NA
"Rendezvous","(Inquire locally) (Also Supposedly across the border in Renosa, Mexico, are two bars, the Lion's Den & Ladies Lounge)","","McAllen","TX","","Bars/Clubs","",1973,-98.230012,26.203407,"General City Coordinates Used",NA,NA,NA
"Rendezvous","","","McAllen","TX","","Bars/Clubs","",1974,-98.230012,26.203407,"General City Coordinates Used",NA,NA,NA
"Rendezvous ","","3207 Montrose ","Houston","TX","(D)","Bars/Clubs","",1977,-95.390949,29.7443006,"Geocoded",NA,NA,NA
"Rendezvous ","(Disco)","120 E. McNabb Rd. ","Pompano Beach","FL","(P),(D),(BYOB)","Bars/Clubs","",1978,-80.121559,26.2110099,"Geocoded",NA,NA,NA
"Rene's","","206 N 8th St.","Richmond","VA","(*)","Bars/Clubs","",1965,-77.435968,37.5408083,"Geocoded",NA,NA,NA
"Rene's","","206 N. 8th St.","Richmond","VA","(*)","Bars/Clubs","",1966,-77.435968,37.5408083,"Geocoded",NA,NA,NA
"Rene's","","206 N 8th St","Richmond","VA","(*)","Bars/Clubs","",1968,-77.435968,37.5408083,"Geocoded",NA,NA,NA
"Rene's","","206 N 8th St","Richmond","VA","(*)","Bars/Clubs","",1969,-77.435968,37.5408083,"Geocoded",NA,NA,NA
"Rene's","(Disco) ($1.50 minimum weekends)","2605 W. Kennedy","Tampa","FL","(YC),(W),(D),(*)","Bars/Clubs","",1975,-82.4869759,27.9451655,"Geocoded",NA,NA,NA
"Rene's","($1.50 min WE)","2605 W. Kennedy","Tampa","FL","(W),(YC),(D),(*)","Bars/Clubs","",1976,-82.4869759,27.9451655,"Geocoded",NA,NA,NA
"Rene's","(Disco)","2605 W. Kennedy ","Tampa","FL","(D),(S)","Bars/Clubs","",1980,-82.4869759,27.9451655,"Geocoded",NA,NA,NA
"Rene's ","","2605 W. Kennedy","Tampa","FL","(YC),(D),(*)","Bars/Clubs","",1974,-82.4869759,27.9451655,"Geocoded",NA,NA,NA
"Rene's","","2605 W. Kennedy Blvd.","Tampa","FL","(D),(*)","Bars/Clubs","",1973,-82.4869759,27.9451655,"Geocoded",NA,NA,NA
"Rene's","(Disco)","2605 W. Kennedy Bl. ","Tampa","FL","(*),(D),(S)","Bars/Clubs","",1979,-82.4869759,27.9451655,"Geocoded",NA,NA,NA
"Rene's ","(Disco) (Some G) ","2605 W. Kennedy Blvd. ","Tampa","FL","(*),(D),(S),(YC),(G)","Bars/Clubs","",1978,-82.4869759,27.9451655,"Geocoded",NA,NA,NA
"Residence Club","","Route 8 (Ludlow)","Covington","KY","(P),(D),(*)","Bars/Clubs","",1969,-84.5091286,39.0860903,"Geocoded",NA,NA,NA
"Residence Club","","Route 8, Ludlow","Covington","KY","(P),(D),(G)","Bars/Clubs","",1970,-79.993946,37.793459,"General City Coordinates Used",NA,NA,NA
"Residence Club","","","Covington","KY","(P),(D),(G)","Bars/Clubs","",1971,-79.993946,37.793459,"General City Coordinates Used",NA,NA,NA
"Rest area next to Gulf Coast College at foot of Bay Bridge - East","","","Panama City","FL","Cruisy Area","Cruising Areas","",1976,-85.660206,30.158813,"General City Coordinates Used",NA,NA,NA
"Rest Stop","10 miles nort of I-10 on US 319","","Tallahassee","FL","Cruisy Area,(OC)","Cruising Areas","",1980,-84.280733,30.438256,"General City Coordinates Used",NA,NA,NA
"Rest Stop","5 miles south on US 27","","Leesburg","FL","Cruisy Area","Cruising Areas","",1980,-77.563601,39.115662,"General City Coordinates Used",NA,NA,NA
"Rest stop between Cleveland & Chattanooga","","","Chattanooga","TN","Cruisy Area","","ask about location/title",1975,-85.30968,35.04563,"General City Coordinates Used",NA,NA,NA
"Rest Stop next to Gulf Coast College","at foot of bay bridge- E.","","Panama City","FL","Cruisy Area","Cruising Areas","",1980,-85.660206,30.158813,"General City Coordinates Used",NA,NA,NA
"Rest Stop on I-30","5 miles South","","Ft. Smith","AR","Cruisy Area","Cruising Areas","",1980,-94.398547,35.385924,"General City Coordinates Used",NA,NA,NA
"Rest Stop on I-75 (Exit 21)","","","Gainsville","FL","Cruisy Area","Cruising Areas","",1980,-82.324826,29.651634,"General City Coordinates Used",NA,NA,NA
"Rest Stop on I-95 S.","","Between Boca Raton & Pompano- Bushes & Nature Walks","Boca Raton","FL","Cruisy Area","Cruising Areas","",1980,-80.128932,26.368306,"General City Coordinates Used",NA,NA,NA
"Restaurant Montparnasse","'the place' later at night","224 E. Main","Lexington","KY","(M),(R)","Restaurant","",1976,-84.4949125,38.0441299,"Geocoded",NA,NA,NA
"Restaurant Montparnasse ","","224 E. Main","Lexington","KY","(R),(*)","Restaurant","",1975,-84.4949125,38.0441299,"Geocoded",NA,NA,NA
"Restaurant Montparnasse ","(days) (“The Place at night -Disco -D -Up-stairs) ","224 E. Main Street ","Lexington","KY","(*),(M),(R)","Restaurant","",1977,-84.4949125,38.0441299,"Geocoded",NA,NA,NA
"Reux","(bet. Blanco & San Pedro)","1214 Basse Rd.","San Antonio","TX","(YC),(D),(*)","Bars/Clubs","",1972,-98.5033275,29.4879776,"Geocoded",NA,NA,NA
"Reverchon Park","","","Dallas","TX","Cruisy Areas","Cruising Areas","",1973,-96.812522,32.801702,"Found",NA,NA,NA
"Reverchon Park","","","Dallas","TX","Cruisy Area","Cruising Areas","",1974,-96.812522,32.801702,"Found",NA,NA,NA
"Reverchon Park","","","Dallas","TX","Cruisy Area","Cruising Areas","",1975,-96.812522,32.801702,"Found",NA,NA,NA
"Reverchon Park","","","Dallas","TX","Cruisy Area","Cruising Areas","",1976,-96.812522,32.801702,"Found",NA,NA,NA
"Reverchon Park","","","Dallas","TX","Cruisy Area","Cruising Areas","",1977,-96.812522,32.801702,"Found",NA,NA,NA
"Reverchon Park","","","Dallas","TX","Cruisy Area","Cruising Areas","",1978,-96.812522,32.801702,"Found",NA,NA,NA
"Reverchon Park","","","Dallas","TX","Cruisy Area","Cruising Areas","",1979,-96.812522,32.801702,"Found",NA,NA,NA
"Reverchon Park","","","Dallas","TX","Cruisy Area","Cruising Areas","",1980,-96.812522,32.801702,"Found",NA,NA,NA
"Reynolds Ave. ","Nr. Naval Yard","","Charleston","SC","Cruisy Area","Cruising Areas","",1980,-79.9310512,32.7764749,"Geocoded",NA,NA,NA
"Reynolds Ave. near Naval Yard","","","Charleston","SC","Cruisy Area","Cruising Areas","",1976,-79.931051,32.776475,"General City Coordinates Used",NA,NA,NA
"Reynolds Ave. nr.
  Naval Yard","","","Charleston","SC","Cruisy Area","Cruising Areas","",1979,-79.931051,32.776475,"General City Coordinates Used",NA,NA,NA
"Reynolds Ave. nr. Naval Yard","","","Charleston","SC","Cruisy Area","Cruising Areas","",1978,-79.931051,32.776475,"General City Coordinates Used",NA,NA,NA
"Reynolds Avenue bear Naval Yard","","","Charleston","SC","Cruisy Area","Cruising Areas","",1977,-79.931051,32.776475,"General City Coordinates Used",NA,NA,NA
"Rhapsody Club ","(Disco)","115 W. Rhapsody ","San Antonio","TX","(D)","Bars/Clubs","",1977,-98.4953166,29.5446248,"Geocoded",NA,NA,NA
"Rhinestone Circus","(Some girls) (Game room) (Next to Catalina Motel) ","5009 Governors Drive","Huntsville","AL","(D),(S),(G)","Bars/Clubs","",1978,-86.5311724,34.7099679,"Geocoded",NA,NA,NA
"Rib Room","(Hwy. 49)","2610 25th Ave","Gulfport","MS","(M)","Bars/Clubs","",1974,-89.0930308,30.3820137,"Geocoded",NA,NA,NA
"Rib Room ","(Hwy. 49)","2610 25th Ave.","Gulfport","MS","(*)","Bars/Clubs","",1973,-89.0930308,30.3820137,"Geocoded",NA,NA,NA
"Ribbett Room","(Cruisy) (Summers only)","","Hilton Head","GA","(M)","Bars/Clubs,Cruising Areas","",1980,-80.752608,32.216316,"General City Coordinates Used",NA,NA,NA
"Richards","(The old Rathskeller -- supposedly reopenig June '73)","931 Monroe Dr. N.E.","Atlanta","GA","","Bars/Clubs","",1974,-84.3675836,33.7794269,"Geocoded",NA,NA,NA
"Rickshaw","(some (B))","133 E. Houston","San Antonio","TX","(YC),(D),(*),(B)","Bars/Clubs","",1973,-98.4927249,29.4269286,"Geocoded",NA,NA,NA
"Rickshaw","","133 E. Houston","San Antonio","TX","(B),(D)","Bars/Clubs","",1974,-98.4927249,29.4269286,"Geocoded",NA,NA,NA
"Ricky's Place","","3240 S. Dixie Hwy","West Palm Beach","FL","","Bars/Clubs","",1980,-80.0542673,26.682558,"Geocoded",NA,NA,NA
"Rig 32","","","Lake Charles","LA","","Bars/Clubs","",1971,-93.217376,30.226595,"General City Coordinates Used",NA,NA,NA
"Rig 32","","Hwy. 90 E.","Lake Charles","LA","","Bars/Clubs","",1972,-93.216767,30.235767,"Geocoded",NA,NA,NA
"Rig 32","","Hwy. 90 E.","Lake Charles","LA","","Bars/Clubs","",1972,-93.217376,30.226595,"General City Coordinates Used",NA,NA,NA
"Rig 32","","Hwy. 90 E.","Lake Charles","LA","","Bars/Clubs","",1973,-93.217376,30.226595,"General City Coordinates Used",NA,NA,NA
"Rig 32","","","Lake Charles","LA","(*)","Bars/Clubs","",1974,-93.217376,30.226595,"General City Coordinates Used",NA,NA,NA
"Rio Lado Motel","","1100 N. St, Mary's","San Antonio","TX","(M),(H)","Hotels","",1975,-98.4873032,29.4335204,"Geocoded",NA,NA,NA
"Rio Lado Motel","","1100 N. St. Marys","San Antonio","TX","(M),(H)","Bars/Clubs,Hotels","",1976,-98.4873032,29.4335204,"Geocoded",NA,NA,NA
"Rio Lounge","","116 Drayton","Savannah","GA","(M),(RT)","Bars/Clubs","",1969,-81.0910518,32.0781025,"Geocoded",NA,NA,NA
"Rio Lounge","","116 Drayton","Savannah","GA","(RT),(M)","Bars/Clubs","",1970,-81.0910518,32.0781025,"Geocoded",NA,NA,NA
"Rio Lounge","","116 Drayton","Savannah","GA","(M),(RT)","Bars/Clubs","",1971,-81.0910518,32.0781025,"Geocoded",NA,NA,NA
"Rio Lounge","","116 Drayton","Savannah","GA","(M),(RT)","Bars/Clubs","",1972,-81.0910518,32.0781025,"Geocoded",NA,NA,NA
"Riptide","inquire locally","","Savannah Beach","GA","(M)","Bars/Clubs","",1969,-80.845666,32.000215,"General City Coordinates Used",NA,NA,NA
"Riptide","(Inquire locally)","","Savannah Beach","GA","(M)","Bars/Clubs","",1970,-80.845666,32.000215,"General City Coordinates Used",NA,NA,NA
"Ritz","(Open 24 hrs.)","McKinney & Lemmon","Dallas","TX","(M),(R),(C),(AH)","Restaurant","",1978,-96.798354,32.805859,"Found",NA,NA,NA
"Ritz Bar","","135 Brooke","Norfolk","VA","(*),(YC)","","",1970,-76.2919235,36.8487902,"Geocoded",NA,NA,NA
"Ritz Bar","","135 Brooke","Norfolk","VA","(YC),(*)","Bars/Clubs","",1971,-76.2919235,36.8487902,"Geocoded",NA,NA,NA
"Ritz Bar","","135 Brooke","Norfolk","VA","(YC),(*)","Bars/Clubs","",1972,-76.2919235,36.8487902,"Geocoded",NA,NA,NA
"Ritz Bar","","131 Brooke Ave.","Norfolk","VA","(*)","Bars/Clubs","",1973,-76.2918859,36.8487805,"Geocoded",NA,NA,NA
"Ritz Bar","","131 Brooke Ave","Norfolk","VA","(*)","Bars/Clubs","",1974,-76.2918859,36.8487805,"Geocoded",NA,NA,NA
"Ritz Bar","","131 Brooke Ave. ","Norfolk","VA","(*)","Bars/Clubs","",1975,-76.2918859,36.8487805,"Geocoded",NA,NA,NA
"Ritz Bar","","131 Brooke Ave.","Norfolk","VA","(*)","Bars/Clubs","",1976,-76.2918859,36.8487805,"Geocoded",NA,NA,NA
"Ritz Bar","(Some W, SM) (WE*)","131 Brooke Ave.","Norfolk","VA","(W),(SM),(WE),(*)","Bars/Clubs","",1979,-76.2918859,36.8487805,"Geocoded",NA,NA,NA
"Ritz Bar ","","131 Brooke Avenue ","Norfolk","VA","(*)","Bars/Clubs","",1977,-76.2918859,36.8487805,"Geocoded",NA,NA,NA
"Ritz Bar ","(Some W, SM)","131 Brooke Ave.","Norfolk","VA","(*),(W),(SM)","Bars/Clubs","",1978,-76.2918859,36.8487805,"Geocoded",NA,NA,NA
"River City Club","(also called Club Odyssey)","340 E. Oak","Louisville","KY","(P),(S),(D)","Bars/Clubs","",1980,-85.7497664,38.2339192,"Geocoded",NA,NA,NA
"River City Club ","(WE*)","340 E. Oak ","Louisville","KY","(WE),(*)","Bars/Clubs","",1979,-85.7497664,38.2339192,"Geocoded",NA,NA,NA
"River City News","","653 River City News","Louisville","KY","(*)","Business","",1980,-85.7584557,38.2526647,"Geocoded",NA,NA,NA
"River City, Ltd.","(Disco)","400 De Siard","Monroe","LA","(*),(YC),(D),(S)","Bars/Clubs","",1980,-92.1149669,32.5032593,"Geocoded",NA,NA,NA
"River Club ","(WE*) ","340 E. Oak ","Louisville","KY","(P),(S),(D),(OC),(WE),(*)","Bars/Clubs","",1978,-85.7497664,38.2339192,"Geocoded",NA,NA,NA
"River Queen","","622 Commerce St.","Shreveport","LA","(YC),(D),(*)","Bars/Clubs","",1973,-93.7445998,32.514114,"Geocoded",NA,NA,NA
"Riverside Mall","","","Alexandria","LA","Cruisy Area","Cruising Areas","",1976,-92.461305,31.277465,"Found",NA,NA,NA
"Riverside Mall","","","Baton Rouge","LA","Cruisy Area","Cruising Areas","",1977,-91.107741,30.429922,"Found",NA,NA,NA
"Riverside Mall","","","Baton Rouge","LA","Cruisy Area","Cruising Areas","",1979,-91.107741,30.429922,"Found",NA,NA,NA
"Riverside Mall","","","Baton Rouge","LA","Cruisy Area","Cruising Areas","",1980,-91.107741,30.429922,"Found",NA,NA,NA
"Riverside Mall ","","1505 W. Main ","Baton Rouge","LA","Cruisy Area","Cruising Areas","",1978,-91.1743303,30.4518452,"Geocoded",NA,NA,NA
"Riverside Park","","","Memphis","TN","Cruisy Areas","Cruising Areas","",1972,-90.063676,35.136067,"Found",NA,NA,NA
"Riverside Park","","","Memphis","TN","Cruisy Areas","Cruising Areas","",1973,-90.063676,35.136067,"Found",NA,NA,NA
"Riverside Park","","","Memphis","TN","Cruisy Area","Cruising Areas","",1974,-90.063676,35.136067,"Found",NA,NA,NA
"Riverside Park","","","Memphis","TN","Cruisy Area","Cruising Areas","",1975,-90.063676,35.136067,"Found",NA,NA,NA
"Riverside Park","","","Memphis","TN","Cruisy Area","Cruising Areas","",1976,-90.063676,35.136067,"Found",NA,NA,NA
"Riverside Park","","","Memphis","TN","Cruisy Area","Cruising Areas","",1977,-90.063676,35.136067,"Found",NA,NA,NA
"Riverside Park","","","Memphis","TN","Cruisy Area","Cruising Areas","",1978,-90.063676,35.136067,"Found",NA,NA,NA
"Riverside Park","","","Memphis","TN","Cruisy Area","Cruising Areas","",1979,-90.063676,35.136067,"Found",NA,NA,NA
"Riverside Park","","","Memphis","TN","Cruisy Area","Cruising Areas","",1980,-90.063676,35.136067,"Found",NA,NA,NA
"Riverside Pub","(Some RT) ","121 North Bl. ","Baton Rouge","LA","(PT),(RT)","Bars/Clubs","",1979,-91.1898684,30.4472755,"Geocoded",NA,NA,NA
"Riverside Pub","(Some RT)","121 North Blvd.","Baton Rouge","LA","(PT),(RT)","Bars/Clubs","",1980,-91.1898684,30.4472755,"Geocoded",NA,NA,NA
"Riverview Turkish Baths","","219 E 2nd St","Covington","KY","","Baths","",1969,-84.5077063,39.0900643,"Geocoded",NA,NA,NA
"Riviera Beach","","","West Palm Beach","FL","Cruisy Area","Cruising Areas","",1974,-80.058097,26.775341,"Found",NA,NA,NA
"Riviera Beach","","","West Palm Beach","FL","Cruisy Area","Cruising Areas","",1975,-80.058097,26.775341,"Found",NA,NA,NA
"Riviera Beach","","","West Palm Beach","FL","Cruisy Area","Cruising Areas","",1976,-80.058097,26.775341,"Found",NA,NA,NA
"Riviera Beach","","","West Palm Beach","FL","Cruisy Area","Cruising Areas","",1977,-80.058097,26.775341,"Found",NA,NA,NA
"Riviera Beach","(Air Force B.A.)","","West Palm Beach","FL","Cruisy Area","Cruising Areas","",1978,-80.058097,26.775341,"Found",NA,NA,NA
"Riviera Club","(some (G))","Monmouth & 2nd St.","Newport","KY","(P),(D),(S),(*)","Bars/Clubs","",1972,-84.496955,39.094402,"Found",NA,NA,NA
"Riviera Club","","2nd St. bet. Monmouth & York","Newport","KY","(R),(G),(S),(M),(*)","Restaurant","",1973,-84.496955,39.094402,"Found",NA,NA,NA
"Riviera Club","","","Newport","KY","(R),(C),(G)","Restaurant","Approximate location. It appears that 2nd st at this location no longer exists due to construction of the Newport Aquarium in 1999.",1974,-84.496955,39.094402,"Found",NA,NA,NA
"Riviera Hyatt House Bar","","1630 Peachtree St. N.W. ","Atlanta","GA","(M),(PE)","Hotels,Bars/Clubs","",1974,-84.3926034,33.7993855,"Geocoded",NA,NA,NA
"Riviera Hyatt House Bar","","1630 Peachtree St., N.W.","Atlanta","GA","(M),(PE)","Bars/Clubs","",1975,-84.3926034,33.7993855,"Geocoded",NA,NA,NA
"Riviera Hyatt House Bar","","1630 Peachtree St. N.W. ","Atlanta","GA","(M),(PE)","Bars/Clubs","",1976,-84.3926034,33.7993855,"Geocoded",NA,NA,NA
"Riviera Hyatt House Bar ","","1630 Peachtree St. N.W.","Atlanta","GA","(M),(PE)","Bars/Clubs","",1973,-84.3926034,33.7993855,"Geocoded",NA,NA,NA
"Riviera Hyatt House Bar ","","1630 Peachtree Street N.W. ","Atlanta","GA","(M),(PE)","Bars/Clubs","",1977,-84.3926034,33.7993855,"Geocoded",NA,NA,NA
"Road House ","(Disco)","2100 No. Dixie Hwy. ","Hollywood","FL","(D)","Bars/Clubs","",1978,-80.1501269,26.0299357,"Geocoded",NA,NA,NA
"Road House ","(Nude flicks & go go boys)","2100 n. Dixie Hwy. ","Hollywood","FL","(D)","Bars/Clubs","",1979,-80.1501196,26.0299359,"Geocoded",NA,NA,NA
"Roaring 60's","","2305 Shepherd","Houston","TX","(G)","Bars/Clubs","",1970,-95.4102219,29.8070229,"Geocoded",NA,NA,NA
"Roaring 60s ","","2305 S. Shepard","Houston","TX","(G)","Bars/Clubs","",1969,-95.4103775,29.745453,"Geocoded",NA,NA,NA
"Roaring Sixties","","2305 S. Shepherd","Houston","TX","(G)","Bars/Clubs","",1971,-95.4103775,29.745453,"Geocoded",NA,NA,NA
"Roaring Sixties","","2305 Shepherd","Houston","TX","(G),(D),(*)","Bars/Clubs","",1974,-95.4102219,29.8070229,"Geocoded",NA,NA,NA
"Roaring Sixties","","2305 Shepherd","Houston","TX","(*),(G),(D)","Bars/Clubs","",1975,-95.4102219,29.8070229,"Geocoded",NA,NA,NA
"Roaring Sixties ","","2305 S. Shepherd","Houston","TX","(G),(D)","Bars/Clubs","",1973,-95.4103775,29.745453,"Geocoded",NA,NA,NA
"Robbie's Yum Yum Tree","(Hwy. 1 in Holly Hill)","703 Ridgewood","Daytona Beach","FL","(S),(D),(*)","Bars/Clubs","",1972,-81.0160467,29.1993388,"Geocoded",NA,NA,NA
"Robbie's Yum Yum Tree West","","3006 E. Cervantes","Pensacola","FL","(D),(S),(*)","Bars/Clubs","",1974,-87.1816045,30.4253971,"Geocoded",NA,NA,NA
"Robbie's Yum Yum Tree West","","3006 E. Cervantes","Pensacola","FL","(D),(S),(*)","Bars/Clubs","",1975,-87.1816045,30.4253971,"Geocoded",NA,NA,NA
"Robbie's Yum Yum Tree","(some (G)) ( Hwy. 1 in Holly Hill)","703 N. Ridgewood","Daytona Beach","FL","(S),(D),(G)","Bars/Clubs","",1973,-81.0292655,29.2237854,"Geocoded",NA,NA,NA
"Robbie's Yum Yum Tree West","","3006 E. Cervantes","Pensacola","FL","(S),(*)","Bars/Clubs","",1973,-87.1816045,30.4253971,"Geocoded",NA,NA,NA
"Robert E Lee Hotel Bar","","","Jackson","MS","(M)","Bars/Clubs","",1965,-90.185537,32.302422,"Found",NA,NA,NA
"Robert E. Lee Hotel Bar","","","Jackson","MS","(M)","Bars/Clubs,Hotels","",1966,-90.185537,32.302422,"Found",NA,NA,NA
"Robert E. Lee Hotel Bar","","","Jackson","MS","(M)","Bars/Clubs,Hotels","",1968,-90.185537,32.302422,"Found",NA,NA,NA
"Robert Lafitte","","213 Kempner","Galveston","TX","(S),(D)","Bars/Clubs","",1980,-94.7930807,29.3070227,"Geocoded",NA,NA,NA
"Robert Lafitte ","","2503 Market","Galveston","TX","(D),(S)","Bars/Clubs","",1973,-94.7963299,29.3045341,"Geocoded",NA,NA,NA
"Robert's Lafitte","","2503 Market","Galveston","TX","(D),(S)","Bars/Clubs","",1974,-94.7963299,29.3045341,"Geocoded",NA,NA,NA
"Robert's Lafitte","Strictly a summer & weekend resort","409 Rosenberg","Galveston","TX","(YC),(D),(S),(*)","Bars/Clubs","",1975,-94.7962588,29.3043736,"Geocoded",NA,NA,NA
"Robert's LaFitte","","409 Rosenberg","Galveston","TX","(S),(WE),(*)","Bars/Clubs","",1976,-94.7962588,29.3043736,"Geocoded",NA,NA,NA
"Robert's Lafitte","(after hours)","411 25th St.","Galveston","TX","(P)","Bars/Clubs","",1972,-94.7962131,29.3043862,"Geocoded",NA,NA,NA
"Robert's Lafitte","","409 Rosenberg ","Galveston","TX","(S),(D),(R),(*)","Restaurant","",1978,-94.7962588,29.3043736,"Geocoded",NA,NA,NA
"Robert's Lafitte","","213 Kempner Ave.","Galveston","TX","(S),(D)","Bars/Clubs","",1979,-94.7930807,29.3070227,"Geocoded",NA,NA,NA
"Robert's Lafitte ","","409 Rosenberg ","Galveston","TX","(S),(D),(R),(*)","Bars/Clubs","",1977,-94.7962588,29.3043736,"Geocoded",NA,NA,NA
"Rock's 3412","","3412 W. Dallas","Houston","TX","(G),(P)","Bars/Clubs","",1969,-95.4015368,29.7570913,"Geocoded",NA,NA,NA
"Rocky's ","","3414 W. Dallas","Houston","TX","(S)","Bars/Clubs","",1977,-95.4016834,29.7573279,"Geocoded",NA,NA,NA
"Rod's Bar","(on again, off again)","625 St. Phillip St.","New Orleans","LA","","Bars/Clubs","",1974,-90.062059,29.960361,"Geocoded",NA,NA,NA
"Rod's Burger Shop","","514 St. Phillip ","New Orleans","LA","(M),(R)","Restaurant","",1975,-90.0610266,29.9593585,"Geocoded",NA,NA,NA
"Rod's Bar","","625 St. Phillip St.","New Orleans","LA","","Bars/Clubs","",1973,-90.062059,29.960361,"Geocoded",NA,NA,NA
"Roman Room","","201 NE 2nd Ave","Miami","FL","","Bars/Clubs","",1965,-80.190082,25.77647,"Geocoded",NA,NA,NA
"Romulus","(see Club Romulus)","2151 Richmond Ave","Houston","TX","(*)","Bars/Clubs","",1971,-95.4120332,29.7339065,"Geocoded",NA,NA,NA
"Ron Sue's","was closed but probably re-opening ","3236 Mckinney","Dallas","TX","(D),(S)","Bars/Clubs","",1975,-96.79917,32.8034697,"Geocoded",NA,NA,NA
"Ron Sue's ","","3236 Mckinney","Dallas","TX","(D),(S),(*)","Bars/Clubs","",1974,-96.79917,32.8034697,"Geocoded",NA,NA,NA
"Ron Sue's","","3236 McKinney","Dallas","TX","(D),(S),(*)","Bars/Clubs","",1973,-96.79917,32.8034697,"Geocoded",NA,NA,NA
"Ronnie's","","219 N. Frazier","Conroe","TX","","Bars/Clubs","",1966,-95.4617032,30.3107139,"Geocoded",NA,NA,NA
"Ronnie's","","219 N Frazier","Conroe","TX","","Bars/Clubs","",1968,-95.4617032,30.3107139,"Geocoded",NA,NA,NA
"Ronnie's Bamboo Lounge","","219 N. Frazier","Conroe","TX","","Bars/Clubs","",1974,-95.4617032,30.3107139,"Geocoded",NA,NA,NA
"Ronnie's Bamboo Lounge","","219 N. Frazier","Conroe","TX","","Bars/Clubs","",1975,-95.4617032,30.3107139,"Geocoded",NA,NA,NA
