"ID","title","amenityfeatures","description","streetaddress","type","city","state","Year","unclearaddress","uncleartype","notes","Last.Modified","full.address","lon","lat","geoAddress","status"
2203,"Inner Circle","","","2546 N. Clark St.","Bars/Clubs","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","2546 N. Clark St., Chicago, IL",-87.6427259,"41.9289435","2546 n clark st, chicago, il 60614, usa","Geocoded"
2204,"Irene's Diamonds","(L),(*)","(Some L)","3169 N. Halsted","Bars/Clubs","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","3169 N. Halsted, Chicago, IL",-87.649118,"41.939783","3169 n halsted st, chicago, il 60657, usa","Geocoded"
2205,"Lady Bug","(L)","","3445 N. Halsted","Bars/Clubs","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","3445 N. Halsted, Chicago, IL",-87.6491738,"41.9449721","3445 n halsted st, chicago, il 60657, usa","Geocoded"
2206,"Little Jim's","(D),(*)","(Opens 7am)","3501 N. Halsted","Bars/Clubs","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","3501 N. Halsted, Chicago, IL",-87.6491902,"41.9455805","3501 n halsted st, chicago, il 60657, usa","Geocoded"
2207,"Loading Dock","(D),(V),(*)","","3702 N. Halsted","Bars/Clubs","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","3702 N. Halsted, Chicago, IL",-87.6498756,"41.9493268","3702 n halsted st, chicago, il 60613, usa","Geocoded"
2208,"Male Hide Leather","(*)","(Clothes, leather, erotica)","2816 N. Lincoln Ave.","Erotic Shop,Business","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","2816 N. Lincoln Ave., Chicago, IL",-87.659561,"41.9328984","2816 n lincoln ave, chicago, il 60657, usa","Geocoded"
2209,"Manhandler","(WE),(W)","(W & levi)(WE*)","1948 N. Halsted","Bars/Clubs","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","1948 N. Halsted, Chicago, IL",-87.6487677,"41.9174171","1948 n halsted st, chicago, il 60614, usa","Geocoded"
2210,"Medusa's","","(Twinkies)(Sat.)","3257 N. Sheffield","Bars/Clubs","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","3257 N. Sheffield, Chicago, IL",-87.6540055,"41.941574","3257 n sheffield ave, chicago, il 60657, usa","Geocoded"
2211,"Men's Room","(SM)","(Cruisy)","3359 N. Halsted","Bars/Clubs,Cruising Areas","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","3359 N. Halsted, Chicago, IL",-87.649038,"41.9434863","3359 n halsted st, chicago, il 60657, usa","Geocoded"
2212,"905 Club","","","905 W. Belmont","Bars/Clubs","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","905 W. Belmont, Chicago, IL",-87.6518112,"41.93976","905 w belmont ave, chicago, il 60657, usa","Geocoded"
2213,"Normandy","(S),(*)","(Disco)(Strippers)","3400 N. Clark St.","Bars/Clubs","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","3400 N. Clark St., Chicago, IL",-87.6538586,"41.9437137","3400 n clark st, chicago, il 60657, usa","Geocoded"
2214,"Paradise Chicago","(R),(D),(YC)","(Disco)(Mon. & Thur. best*)","2848 N. Broadway","Restaurant,Bars/Clubs","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","2848 N. Broadway, Chicago, IL",-87.6443992,"41.9343272","2848 n broadway, chicago, il 60657, usa","Geocoded"
2215,"Piggen's Pub","(R)","","674 W. Diversey","Restaurant","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","674 W. Diversey, Chicago, IL",-87.6464979,"41.933027","674 w diversey pkwy, chicago, il 60614, usa","Geocoded"
2216,"Ram","(*)","(Books & flicks)","3511 1/2 N. Halsted","Book Store","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","3511 1/2 N. Halsted, Chicago, IL",-87.649211,"41.9459135","3511 n halsted st, chicago, il 60657, usa","Geocoded"
2217,"Second Story Emporium","(*),(F&S)","(Books)","2827 N. Broadway","Book Store","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","2827 N. Broadway, Chicago, IL",-87.6442975,"41.9336311","2827 n broadway, chicago, il 60657, usa","Geocoded"
2218,"Sheridan Books","","","3930 N. Sheridan","Book Store","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","3930 N. Sheridan, Chicago, IL",-87.6548051,"41.953605","3930 n sheridan rd, chicago, il 60613, usa","Geocoded"
2219,"Sidetrack","","(V-cruise bar)","3349 N. Halsted","Cruising Areas,Bars/Clubs","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","3349 N. Halsted, Chicago, IL",-87.6491605,"41.9431809","3349 n halsted st, chicago, il 60657, usa","Geocoded"
2220,"Take One","(YC),(*)","(Cruisy)","2570 N. Clark St.","Bars/Clubs,Cruising Areas","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","2570 N. Clark St., Chicago, IL",-87.6430247,"41.9294241","2570 n clark st, chicago, il 60614, usa","Geocoded"
2221,"Teddie's","","(Discobar)","3160 N. Clark St.","Bars/Clubs","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","3160 N. Clark St., Chicago, IL",-87.650256,"41.9392119","3160 n clark st, chicago, il 60657, usa","Geocoded"
2222,"Touche","(SM),(*),(FFA)","(SM ,FFA)(Action bar & patio)(Don't miss it) (Cruisy upstairs)(Full moon parties)","2825 N. Lincoln","Bars/Clubs,Cruising Areas","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","2825 N. Lincoln, Chicago, IL",-87.6594947,"41.9332617","2825 n lincoln ave, chicago, il 60657, usa","Geocoded"
2223,"Trianon","(D),(WE),(V)","(Disco)(WE*)","3150 N. Halsted","Bars/Clubs","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","3150 N. Halsted, Chicago, IL",-87.6496011,"41.9394796","3150 n halsted st, chicago, il 60657, usa","Geocoded"
2224,"Two Doors South","(R)","","3320 N. Clark St.","Restaurant","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","3320 N. Clark St., Chicago, IL",-87.6529392,"41.9422407","3320 n clark st, chicago, il 60657, usa","Geocoded"
2225,"Unabridged Books, Inc.","","","3251 N. Broadway","Book Store","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","3251 N. Broadway, Chicago, IL",-87.6442045,"41.9415648","3251 n broadway, chicago, il 60657, usa","Geocoded"
2226,"Unicorn Club, Ltd.","(IGHC),(P),(YC),(*)","","3246 N. Halsted","Bathhouses","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","3246 N. Halsted, Chicago, IL",-87.6496736,"41.9413525","3246 n halsted st, chicago, il 60657, usa","Geocoded"
2227,"Valentino's","(PE),(M),(R),(*)","","2628 N. Halsted","Restaurant","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","2628 N. Halsted, Chicago, IL",-87.6491844,"41.9299739","2628 n halsted st, chicago, il 60614, usa","Geocoded"
2228,"Windy City Bar & Grill","(R),(E),(V),(*)","(Upstairs)","3127 N. Clark St.","Restaurant,Bars/Clubs","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","3127 N. Clark St., Chicago, IL",-87.6495385,"41.9385221","3127 n clark st, chicago, il 60657, usa","Geocoded"
2229,"Windy City Times","","(Publication) Box 228","606 W. Barry","Publication","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","606 W. Barry, Chicago, IL",-87.6447056,"41.9380598","606 w barry ave, chicago, il 60657, usa","Geocoded"
2233,"Augie's & C.K.'s","(PT),(L),(*)","","3726 N. Broadway","Bars/Clubs","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","3726 N. Broadway, Chicago, IL",-87.6490126,"41.9498948","3726 n broadway, chicago, il 60613, usa","Geocoded"
2234,"Blue Pub","(OC)","","3059 W. Irving Park Blvd.","Bars/Clubs","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","3059 W. Irving Park Blvd., Chicago, IL",-87.7054129,"41.9537542","3059 w irving park rd, chicago, il 60618, usa","Geocoded"
2235,"Coconuts","(M),(D)","(Disco)(Cl. Mon. & Tue.)","5246 N. Broadway","Bars/Clubs","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","5246 N. Broadway, Chicago, IL",-87.6602477,"41.9777995","5246 n broadway, chicago, il 60640, usa","Geocoded"
2236,"Different Strokes","","","4923 N. Clark St.","Bars/Clubs","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","4923 N. Clark St., Chicago, IL",-87.667649,"41.9724386","4923 n clark st, chicago, il 60640, usa","Geocoded"
2237,"Dolores & Eddie's","(L),(E)","(Some L)","3700 N. Broadway","Bars/Clubs","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","3700 N. Broadway, Chicago, IL",-87.6486768,"41.9493155","3700 n broadway, chicago, il 60613, usa","Geocoded"
2238,"Foxy Ladies Studio","(D),(L)","","3739 W. Fullerton","Bars/Clubs","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","3739 W. Fullerton, Chicago, IL",-87.7209462,"41.9243398","3739 w fullerton ave, chicago, il 60647, usa","Geocoded"
2239,"Gold Coas","(SM)","","5025 N. Clark St.","Bars/Clubs","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","5025 N. Clark St., Chicago, IL",-87.6678122,"41.9732158","5025 n clark st, chicago, il 60640, usa","Geocoded"
2240,"Howard St. Book Store","","","7614 N. Ashland","Book Store","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","7614 N. Ashland, Chicago, IL",-87.6713202,"42.0193622","7614 n ashland ave, chicago, il 60626, usa","Geocoded"
2241,"Jacquelyn's","(D),(L)","(Some L)","4086 N. Broadway","Bars/Clubs","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","4086 N. Broadway, Chicago, IL",-87.652262,"41.9566241","4086 n broadway, chicago, il 60613, usa","Geocoded"
2242,"J.J.'s","(D),(L),(*)","(Some L)","6406 N. Clark","Bars/Clubs","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","6406 N. Clark, Chicago, IL",-87.6710109,"41.9984135","6406 n clark st, chicago, il 60626, usa","Geocoded"
2243,"Kitty's Korner","(L)","","2959 W. Irving Park Rd.","Bars/Clubs","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","2959 W. Irving Park Rd., Chicago, IL",-87.7027388,"41.9537694","2959 w irving park rd, chicago, il 60618, usa","Geocoded"
2244,"L.A. Connection","(V),(*)","(Cruisy)","3700 N. Halsted","Bars/Clubs,Cruising Areas","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","3700 N. Halsted, Chicago, IL",-87.6497252,"41.9492609","3700 n halsted st, chicago, il 60613, usa","Geocoded"
2245,"Lost & Found","(L)","","3058 W. Irving Park Rd.","Bars/Clubs","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","3058 W. Irving Park Rd., Chicago, IL",-87.7053631,"41.9541486","3058 w irving park rd, chicago, il 60618, usa","Geocoded"
2246,"Machine Shop","(F&S),(*)","(Books)","3704 N. Halsted St.","Book Store,Erotic Shop","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","3704 N. Halsted St., Chicago, IL",-87.6497218,"41.9494207","3704 n halsted st, chicago, il 60613, usa","Geocoded"
2247,"Man's Country","(P)","(Baths)(No booze)","5015 N. Clark St.","Bathhouses","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","5015 N. Clark St., Chicago, IL",-87.6678969,"41.9730663","5015 n clark st, chicago, il 60640, usa","Geocoded"
2248,"Man's World","(OC),(P),(*)","(Baths)","4740 N. Western","Bathhouses","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","4740 N. Western, Chicago, IL",-87.6892742,"41.9680162","4740 n western ave, chicago, il 60625, usa","Geocoded"
2249,"Mike's Terrace","","","1137 W. Granville","Bars/Clubs","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","1137 W. Granville, Chicago, IL",-87.6597969,"41.9943777","1137 w granville ave, chicago, il 60660, usa","Geocoded"
2250,"North End","(N)","","3733 N. Halsted","Bars/Clubs","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","3733 N. Halsted, Chicago, IL",-87.6493772,"41.9501082","3733 n halsted st, chicago, il 60613, usa","Geocoded"
2251,"Pelican","","","6341 N. Clark St.","Bars/Clubs","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","6341 N. Clark St., Chicago, IL",-87.6701145,"41.9976396","6341 n clark st, chicago, il 60660, usa","Geocoded"
2252,"Pepper's","(OC)","","1502 W. Jarvis","Bars/Clubs","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","1502 W. Jarvis, Chicago, IL",-87.6684902,"42.0162637","1502 w jarvis ave, chicago, il 60626, usa","Geocoded"
2253,"Opal Station","(L),(R)","","6655 N. Clark St.","Restaurant","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","6655 N. Clark St., Chicago, IL",-87.6722403,"42.0032803","6655 n clark st, chicago, il 60626, usa","Geocoded"
2254,"Smart Bar","","","3730 N. Clark St.","Bars/Clubs","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","3730 N. Clark St., Chicago, IL",-87.6589377,"41.9498373","metro / smart bar, 3730 n clark st, chicago, il 60613, usa","Geocoded"
2255,"Swan Club","(L)","","3720 N. Clark St.","Bars/Clubs","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","3720 N. Clark St., Chicago, IL",-87.6586872,"41.9496192","3720 n clark st, chicago, il 60613, usa","Geocoded"
2256,"Twenty One Club","","","3042 W. Irving Park Blvd.","Bars/Clubs","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","3042 W. Irving Park Blvd., Chicago, IL",-87.7048488,"41.9541509","3042 w irving park rd, chicago, il 60618, usa","Geocoded"
2257,"U.S. of A. Roller Rink","","(Tue. nights)","4836 N. Clark St.","Business","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","4836 N. Clark St., Chicago, IL",-87.6677711,"41.9700389","4836 n clark st, chicago, il 60640, usa","Geocoded"
2262,"Amen Corner","(L)","(Some L)","7643 1/2 S. Cottage Grove","Bars/Clubs","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","7643 1/2 S. Cottage Grove, Chicago, IL",-87.604983,"41.7554641","7643 s cottage grove ave, chicago, il 60619, usa","Geocoded"
2264,"Martin's Den","(B)","","5550 S. State St.","Bars/Clubs","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","5550 S. State St., Chicago, IL",-87.6258849,"41.7928342","5550 s state st, chicago, il 60621, usa","Geocoded"
2265,"Willie's Lounge","(L),(YC),(B)","(Some L)","8105 S. Cottage Grove","Bars/Clubs","Chicago","IL",1987,NA,"","","3/6/2023 12:05pm","8105 S. Cottage Grove, Chicago, IL",-87.6047244,"41.7474122","8105 s cottage grove ave, chicago, il 60619, usa","Geocoded"
2275,"Adult Bookstore","","","309 E. Main","Book Store","Danville","IL",1987,NA,"","","4/25/2022 9:36am","309 E. Main, Danville, IL",-87.6259061,"40.1244687","309 e main st, danville, il 61832, usa","Geocoded"
2276,"Quality Inn","(M)","(Bar)","400 N. Vermillion","Bars/Clubs","Danville","IL",1987,NA,"","","4/25/2022 9:36am","400 N. Vermillion, Danville, IL",-87.6307462,"40.1306425","400 n vermilion st, danville, il 61832, usa","Geocoded"
2277,"Redmore Book Store","","","425 E. Main","Book Store","Danville","IL",1987,NA,"","","4/25/2022 9:36am","425 E. Main, Danville, IL",-87.6244059,"40.1246027","425 e main st, danville, il 61832, usa","Geocoded"
2279,"Adult Book & Cinema","","(Cruisy)","145 N. Main St.","Book Store,Theatre,Cruising Areas","Decatur","IL",1987,NA,"","","4/25/2022 9:38am","145 N. Main St., Decatur, IL",-88.9562643,"39.8420065","145 n main st, decatur, il 62523, usa","Geocoded"
2283,"Adult Book Store","","","300 block Roosevelt Rd.","Book Store,Erotic Shop","Downers Grove","IL",1987,NA,"","","4/25/2022 9:39am","300 block Roosevelt Rd., Downers Grove, IL",-88.0231423,"41.8603012","300 roosevelt rd, lombard, il 60148, usa","Geocoded"
2284,"Ogden Books","","(24 hrs.)(Cruisy)","218 Ogden Ave.","Book Store,Cruising Areas","Downers Grove","IL",1987,NA,"","","4/25/2022 9:39am","218 Ogden Ave., Downers Grove, IL",-87.9916666,"41.8096418","218 ogden ave, downers grove, il 60515, usa","Geocoded"
2285,"Faces","(D),(YC),(S)","(Disco)(Good Sat.)(Use 4th St. entrance)","130 Collinsville Ave.","Bars/Clubs","East St. Louis","IL",1987,NA,"","","4/25/2022 10:23am","130 Collinsville Ave., East St. Louis, IL",-90.1602291,"38.626383","130 collinsville ave, east st louis, il 62201, usa","Geocoded"
2286,"Helen Schrader's","(WE),(OC),(S),(L)","(Tired S)(WE*)(Some L)","205 N. 5th St.","Bars/Clubs","East St. Louis","IL",1987,NA,"","","4/25/2022 10:23am","205 N. 5th St., East St. Louis, IL",-90.1549606,"38.628263","205 n 5th st, east st louis, il 62201, usa","Geocoded"
2288,"Ramada Inn","(R),(M)","(R & Bar)(Jet. 31 & N.W. Tollway)","500 W. River Rd.","Restaurant,Bars/Clubs","Elgin","IL",1987,NA,"","","4/25/2022 10:23am","500 W. River Rd., Elgin, IL",-88.2910293,"42.0639812","500 w river rd, elgin, il 60123, usa","Geocoded"
2289,"Hunter's","(V),(D),(*)","(Disco)","1932 E. Higgins","Bars/Clubs","Elk Grove Village","IL",1987,NA,"","","4/25/2022 10:23am","1932 E. Higgins, Elk Grove Village, IL",-87.9553435,"42.0204818","1932 e higgins rd, elk grove village, il 60007, usa","Geocoded"
2290,"M.C.C.","(MCC)","","933 Chicago","Religious Institution","Evanston","IL",1987,NA,"","","4/25/2022 10:23am","933 Chicago, Evanston, IL",-87.6876969,"42.0450722","evanston, il, usa","Geocoded"
2293,"Hideaway II","(V),(D),(*)","(Disco)","7301 W. Roosevelt Rd.","Bars/Clubs","Forest Park","IL",1987,NA,"","","4/25/2022 10:23am","7301 W. Roosevelt Rd., Forest Park, IL",-87.8041999,"41.8650091","7301 w roosevelt rd, oak park, il 60304, usa","Geocoded"
2294,"Nut Bush City Limits","(D)","(Disco)","41 S. Harlem","Bars/Clubs","Forest Park","IL",1987,NA,"","","4/25/2022 10:23am","41 S. Harlem, Forest Park, IL",-87.804589,"41.8794287","41 s harlem ave, oak park, il 60302, usa","Geocoded"
2295,"Adult Book Store","","","579 N. Henderson","Book Store,Erotic Shop","Galesburg","IL",1987,NA,"","","4/25/2022 10:23am","579 N. Henderson, Galesburg, IL",-90.3829781,"40.9546389","579 n henderson st, galesburg, il 61401, usa","Geocoded"
2297,"Holy Covenant M.C.C.","(MCC)","","17 W. Maple","Religious Institution","Hindale","IL",1987,NA,"","","4/25/2022 10:23am","17 W. Maple, Hindale, IL",-87.9304737,"41.8049539","17 w maple st, hinsdale, il 60521, usa","Geocoded"
2298,"Bill's Regulator","(YC),(M)","","216 E. State St.","Bars/Clubs","Jacksonville","IL",1987,NA,"","","4/25/2022 10:23am","216 E. State St., Jacksonville, IL",-90.227654,"39.7344781","216 e state st, jacksonville, il 62650, usa","Geocoded"
2299,"Club Illusions","(L),(D)","(Disco)","1620 Plainfield Ave.","Bars/Clubs","Joliet","IL",1987,NA,"","","4/25/2022 10:23am","1620 Plainfield Ave., Joliet, IL",-88.1223243,"41.5526721","1620 plainfield rd, crest hill, il 60403, usa","Geocoded"
2300,"Maneuvers","(L),(D),(*)","(Some L)(Disco)","118 E. Jefferson","Bars/Clubs","Joliet","IL",1987,NA,"","","4/25/2022 10:23am","118 E. Jefferson, Joliet, IL",-88.077652,"41.5248817","118 e jefferson st, joliet, il 60432, usa","Geocoded"
2303,"Club 94","(L),(*),(D),(V)","(Some L)(Disco)","9001 120th Ave.","Bars/Clubs","Kenosha","IL",1987,NA,"","","4/25/2022 10:23am","9001 120th Ave., Kenosha, IL",-87.951417,"42.5437968","9001 120th ave, kenosha, wi 53142, usa","Geocoded"
2306,"Mineshaft","(YC),(D),(*)","","8437 Ogden Ave.","Bars/Clubs","Lyons","IL",1987,NA,"","","4/25/2022 10:23am","8437 Ogden Ave., Lyons, IL",-87.8316665,"41.8160084","8437 ogden ave, lyons, il 60534, usa","Geocoded"
2307,"The Regulator","(M),(YC)","","1400 W. Jackson","Bars/Clubs","Macomb","IL",1987,NA,"","","4/25/2022 10:23am","1400 W. Jackson, Macomb, IL",-90.6913703,"40.458623","1400 w jackson st, macomb, il 61455, usa","Geocoded"
2311,"Bubbles Bistro","(D),(YC),(*)","(Disco)","9046 Golf Rd.","Bars/Clubs","Niles","IL",1987,NA,"","","4/25/2022 10:23am","9046 Golf Rd., Niles, IL",-87.85157,"42.0543337","9046 golf rd, niles, il 60714, usa","Geocoded"
2312,"Gentleman's Adult Books","","(Cruisy)","1506 N. Main","Erotic Shop,Book Store,Cruising Areas","Normal","IL",1987,NA,"","","4/25/2022 10:23am","1506 N. Main, Normal, IL",-88.9954367,"40.5270002","1506 n main st, normal, il 61761, usa","Geocoded"
2317,"Renaissance Books","","(Cruisy)","2307 N. Rand Rd.","Book Store,Cruising Areas","Palatine","IL",1987,NA,"","","4/25/2022 10:23am","2307 N. Rand Rd., Palatine, IL",-88.036945,"42.153304","2307 n rand rd, palatine, il 60074, usa","Geocoded"
2318,"Club Peorian","(*),(YC),(D),(S),(PT),(L)","(Some L)(Opens 10pm)","733 S.W. Adams","Bars/Clubs","Peoria","IL",1987,NA,"","","4/25/2022 10:23am","733 S.W. Adams, Peoria, IL",-89.5976547,"40.6870072","733 sw adams st, peoria, il 61602, usa","Geocoded"
2319,"M.C.C.","(MCC)","","908 Hamilton Blvd.","Religious Institution","Peoria","IL",1987,NA,"","","4/25/2022 10:23am","908 Hamilton Blvd., Peoria, IL",-89.594584,"40.699142","908 hamilton blvd, peoria, il 61603, usa","Geocoded"
2320,"Quench Room","(D),(L),(PT)","(Some L)","631 W. Main","Bars/Clubs","Peoria","IL",1987,NA,"","","4/25/2022 10:23am","631 W. Main, Peoria, IL",-89.6034941,"40.6998488","631 w main st, peoria, il 61606, usa","Geocoded"
2321,"Swingers World","","(Books, peep shows) (Cruisy)","333 Adams","Book Store,Cruising Areas","Peoria","IL",1987,NA,"","","4/25/2022 10:23am","333 Adams, Peoria, IL",-89.5863468,"40.6942325","333 ne adams st, peoria, il 61603, usa","Geocoded"
2329,"Chelsea Books","","(Cruisy arcade)(MCC upstairs)","122 N. 5th St.","Book Store,Cruising Areas","Quincy","IL",1987,NA,"","","7/13/2022 8:48am","122 N. 5th St., Quincy, IL",-91.4083045,"39.9326303","122 n 5th st, quincy, il 62301, usa","Geocoded"
2330,"Irene's Cabaret","(D),(S),(PT),(*)","(Disco)","124 N. 5th","Bars/Clubs","Quincy","IL",1987,NA,"","","4/25/2022 10:23am","124 N. 5th, Quincy, IL",-91.4080314,"39.9326416","124 n 5th st, quincy, il 62301, usa","Geocoded"
2332,"Bookmart I & II","","","519 W. State","Book Store","Rockford","IL",1987,NA,"","","4/25/2022 10:23am","519 W. State, Rockford, IL",-89.097559,"42.2726466","519 w state st, rockford, il 61102, usa","Geocoded"
2333,"Bookmart I & II","","","623 7th St.","Book Store","Rockford","IL",1987,NA,"","","4/25/2022 10:23am","623 7th St., Rockford, IL",-89.081104,"42.2609668","623 7th st, rockford, il 61104, usa","Geocoded"
2334,"Mr. C's","(WE),(D)","(Disco)(WE*)","528 7th St.","Bars/Clubs","Rockford","IL",1987,NA,"","","4/25/2022 10:23am","528 7th St., Rockford, IL",-89.080582,"42.2617328","528 7th st, rockford, il 61104, usa","Geocoded"
2335,"Office","(L),(OC),(*)","(Some L, OC)","513 E. State St.","Bars/Clubs","Rockford","IL",1987,NA,"","","4/25/2022 10:23am","513 E. State St., Rockford, IL",-89.0871622,"42.2672727","513 e state st, rockford, il 61104, usa","Geocoded"
2336,"Short Stop","(AH),(C),(M)","(Greasy spoon)","517 E. State St.","Bars/Clubs","Rockford","IL",1987,NA,"","","4/25/2022 10:23am","517 E. State St., Rockford, IL",-89.0869478,"42.2672036","517 e state st, rockford, il 61104, usa","Geocoded"
2337,"Adult Video Center","","(Cruisy arcade*)","309 20th St.","Cruising Areas,Erotic Shop","Rock Island","IL",1987,NA,"","","7/13/2022 9:04am","309 20th St., Rock Island, IL",-90.571605,"41.5063668","309 20th st, rock island, il 61201, usa","Geocoded"
2338,"Augie's","(SM),(OC),(RT),(L),(PT),(*)","(Some SM, OC, RT, L)","313 20th St.","Bars/Clubs","Rock Island","IL",1987,NA,"","","4/25/2022 10:23am","313 20th St., Rock Island, IL",-90.5715652,"41.5094235","313 20th st, rock island, il 61201, usa","Geocoded"
2339,"Madison Square","(OC),(PE),(*)","(Some OC, L)","321 20th St.","Bars/Clubs","Rock Island","IL",1987,NA,"","","4/25/2022 10:23am","321 20th St., Rock Island, IL",-90.5715816,"41.5092254","321 20th st, rock island, il 61201, usa","Geocoded"
2340,"J.R.'s","(YC),(D),(*)","(Disco)","325 20th St.","Bars/Clubs","Rock Island","IL",1987,NA,"","","4/25/2022 10:23am","325 20th St., Rock Island, IL",-90.5717191,"41.5092214","325 20th st, rock island, il 61201, usa","Geocoded"
2341,"Zebulon Adult Books","(F&S)","(Rt. 20)","24 W. 777 Lake St.","Book Store,Erotic Shop","Roselle","IL",1987,NA,"","","4/25/2022 10:23am","24 W. 777 Lake St., Roselle, IL",-88.1046411,"41.9649022","777 lake st, roselle, il 60172, usa","Geocoded"
2342,"Bobby's","(PT),(D)","(Disco)","3036 Peoria Rd.","Bars/Clubs","Springfield","IL",1987,NA,"","","4/25/2022 10:23am","3036 Peoria Rd., Springfield, IL",-89.6323294,"39.8430675","3036 n peoria rd, springfield, il 62702, usa","Geocoded"
2343,"Expo I Books","","","300 N. 5th St.","Book Store","Springfield","IL",1987,NA,"","","4/25/2022 10:23am","300 N. 5th St., Springfield, IL",-89.6492371,"39.8039825","300 n 5th st, springfield, il 62701, usa","Geocoded"
2344,"Smokey's Den","(*),(YC),(L),(D)","(Some YC, L)(Disco)","411 E. Washington","Bars/Clubs","Springfield","IL",1987,NA,"","","4/25/2022 10:23am","411 E. Washington, Springfield, IL",-89.6501866,"39.802087","411 e washington st, springfield, il 62701, usa","Geocoded"
2349,"Horizon Book Store","","","519 S. Goodwin","Book Store","Urbana","IL",1987,NA,"","","4/25/2022 10:23am","519 S. Goodwin, Urbana, IL",-88.2238953,"40.1087085","519 s goodwin ave, urbana, il 61801, usa","Geocoded"
2351,"Urbana Adult News","","","602 N. Cunningham","Book Store","Urbana","IL",1987,NA,"","","7/13/2022 8:44am","602 N. Cunningham, Urbana, IL",-88.2038292,"40.1177779","602 n cunningham ave, urbana, il 61802, usa","Geocoded"
2355,"Rainbow Inn","(M),(L),(PT)","(Some M, L)","12 E. Ferguson","Hotel","Wood River","IL",1987,NA,"","","4/25/2022 10:23am","12 E. Ferguson, Wood River, IL",-90.0977394,"38.8607364","12 e ferguson ave, wood river, il 62095, usa","Geocoded"
2359,"Bullwinkle's","(R),(D),(*),(YC),(L)","(Some YC, L)(Disco)","201 S. College","Restaurant,Bars/Clubs","Bloomington","IN",1987,NA,"","","4/25/2022 10:32am","201 S. College, Bloomington, IN",-86.5346033,"39.1653882","201 s college ave, bloomington, in 47404, usa","Geocoded"
2362,"Pleasure Hours","","(Books) 501 N. College","501 N. College","Book Store","Bloomington","IN",1987,NA,"","","4/25/2022 10:33am","501 N. College, Bloomington, IN",-86.535057,"39.1705763","501 n college ave, bloomington, in 47404, usa","Geocoded"
2369,"Triple Play Saloon","(M)","(Best late Thurs.)","100 N. Main St.","Bars/Clubs","Crown Point","IN",1987,NA,"","","4/25/2022 12:08pm","100 N. Main St., Crown Point, IN",-87.3640322,"41.4181757","100 n main st, crown point, in 46307, usa","Geocoded"
