"ID","title","description","streetaddress","city","state","amenityfeatures","type","unclearaddress","uncleartype","notes","Year","lastmodified","full.address","lon","lat","geoAddress","status"
2784,"Show Boat","","3717 Hessmer Ave.","New Orleans","LA","(D)","Bars/Clubs",NA,"","(Metarie)",1986,"3/6/2022 9:54pm","3717 Hessmer Ave., New Orleans, LA",-90.1634273,30.0083059,"3717 hessmer ave, metairie, la 70002, usa","Geocoded"
2286,"Swan Club","(Some L)","3720 N. Clark St.","Chicago","IL","(L)","Bars/Clubs",NA,"","",1986,"2/27/2022 6:37pm","3720 N. Clark St., Chicago, IL",-87.6586872,41.9496192,"3720 n clark st, chicago, il 60613, usa","Geocoded"
4229,"Dudes Book Store","(Flicks, etc.) (Cruisy)","3722 High Point Rd.","Greensboro","NC","","Book Store,Cruising Areas",NA,"","",1986,"6/7/2022 1:26pm","3722 High Point Rd., Greensboro, NC",-79.852846,36.039268,"3722 high point rd, greensboro, nc 27407, usa","Geocoded"
2263,"Augie's","","3726 N. Broadway","Chicago","IL","(L),(PT),(*)","Bars/Clubs",NA,"","",1986,"2/27/2022 6:27pm","3726 N. Broadway, Chicago, IL",-87.6490126,41.9498948,"3726 n broadway, chicago, il 60613, usa","Geocoded"
2264,"C.K.'s","","3726 N. Broadway","Chicago","IL","(L),(PT),(*)","Bars/Clubs",NA,"","",1986,"2/27/2022 6:27pm","3726 N. Broadway, Chicago, IL",-87.6490126,41.9498948,"3726 n broadway, chicago, il 60613, usa","Geocoded"
2243,"Norma's","(Some L)","3729 N. Halsted","Chicago","IL","(L)","Bars/Clubs",NA,"","",1986,"2/27/2022 1:08am","3729 N. Halsted, Chicago, IL",-87.6493637,41.9499406,"3729 n halsted st, chicago, il 60613, usa","Geocoded"
2285,"Smart Bar","","3730 N. Clark St.","Chicago","IL","","Bars/Clubs",NA,"","",1986,"2/27/2022 6:37pm","3730 N. Clark St., Chicago, IL",-87.6589377,41.9498373,"metro / smart bar, 3730 n clark st, chicago, il 60613, usa","Geocoded"
2282,"North End","","3733 N. Halsted","Chicago","IL","(N)","Bars/Clubs",NA,"","",1986,"2/27/2022 6:36pm","3733 N. Halsted, Chicago, IL",-87.6493772,41.9501082,"3733 n halsted st, chicago, il 60613, usa","Geocoded"
1479,"Delta Elite","(Disco)  (WE only)","3734 10th St. N.E.","Washington","D.C.","(B),(D),(WE)","Bars/Clubs",NA,"","",1986,"2/15/2022 5:29pm","3734 10th St. N.E., Washington, D.C.",-76.9938499,38.9364058,"3734 10th st ne, washington, dc 20017, usa","Geocoded"
5829,"Beer Garden","","3743 W. Vliet","Milwaukee","WI","(L),(D),(R)","Restaurant,Bars/Clubs",NA,"","",1986,"4/25/2022 1:29pm","3743 W. Vliet, Milwaukee, WI",-87.960924,43.048481,"3743 w vliet st, milwaukee, wi 53208, usa","Geocoded"
602,"Corral Club Baths","","3747 Cahuenga","N. Hollywood","CA","(P),(*)","Bathhouses",NA,"","",1986,"2/2/2022 2:22pm","3747 Cahuenga, N. Hollywood, CA",-118.3623763,34.1357555,"3747 cahuenga blvd, studio city, ca 91604, usa","Geocoded"
5580,"Adult Bookstores","(Cruisy arcades)","3747 Williamville","Roanoke","VA","","Book Store,Erotic Shop,Cruising Areas",NA,"","",1986,"6/7/2022 1:31pm","3747 Williamville, Roanoke, VA",-79.9414266,37.2709704,"roanoke, va, usa","Geocoded"
894,"Flame","(Disco)","3748 Park Blvd.","San Diego","CA","(L),(YC),(D),(PT),(*)","Bars/Clubs",NA,"","",1986,"2/6/2022 9:16pm","3748 Park Blvd., San Diego, CA",-117.1470151,32.7462159,"3748 park blvd, san diego, ca 92103, usa","Geocoded"
2427,"Dignity-Indianapolis","","3754 N. Illinois","Indianapolis","IN","","Religious Institution",NA,"","",1986,"6/7/2022 12:33pm","3754 N. Illinois, Indianapolis, IN",-86.1594457,39.8240607,"3754 n illinois st, indianapolis, in 46208, usa","Geocoded"
754,"Vermie's","(Disco)","3772 E. Foothill Blvd.","Pasadena","CA","(L),(D),(*)","Bars/Clubs",NA,"","",1986,"2/6/2022 1:49pm","3772 E. Foothill Blvd., Pasadena, CA",-118.0708707,34.1500484,"3772 e foothill blvd, pasadena, ca 91107, usa","Geocoded"
918,"San Diego Gayzette","(Publication)","3780 5th Ave.","San Diego","CA","","Publication",NA,"","",1986,"2/7/2022 11:43am","3780 5th Ave., San Diego, CA",-117.1607346,32.7466899,"3780 fifth ave, san diego, ca 92103, usa","Geocoded"
928,"White Unicorn Gifts","","3780 5th Ave.","San Diego","CA","","Business",NA,"","",1986,"2/7/2022 11:48am","3780 5th Ave., San Diego, CA",-117.1607346,32.7466899,"3780 fifth ave, san diego, ca 92103, usa","Geocoded"
873,"Brass Rail","(Liquor) (WE*)","3796 5th","San Diego","CA","(D),(S),(WE),(*)","Bars/Clubs",NA,"","& Robinson",1986,"6/7/2022 2:24pm","3796 5th, San Diego, CA",-117.1607394,32.7468303,"3796 fifth ave, san diego, ca 92103, usa","Geocoded"
914,"Park Place & Boardwalk","","3811 Park Bl.","San Diego","CA","(R),(V),(WE)","Restaurant,Theatre",NA,"","",1986,"2/7/2022 11:39am","3811 Park Bl., San Diego, CA",-117.1460703,32.7477326,"3811 park blvd, san diego, ca 92103, usa","Geocoded"
184,"Stables","(Baths)","3820 E. 40th St.","Tucson","AZ","(P)","Bathhouses",NA,"","",1986,"1/26/2022 7:32pm","3820 E. 40th St., Tucson, AZ",-110.9104275,32.1890921,"3820 e 40th st, tucson, az 85713, usa","Geocoded"
591,"Sushi Fune","(Japanese)","3820 Fountain","Silverlake","CA","(M),(R)","Restaurant",NA,"","",1986,"2/1/2022 2:26pm","3820 Fountain, Silverlake, CA",-118.2702036,34.0869409,"silver lake, los angeles, ca, usa","Geocoded"
1765,"Fire and Ice","(Disco) (WE only) (May be closing)","3841 N.E. 2nd Ave.","Miami","FL","(YC),(D),(WE)","Bars/Clubs",NA,"","",1986,"2/17/2022 7:18pm","3841 N.E. 2nd Ave., Miami, FL",-80.1910141,25.8126397,"3841 ne 2nd ave, miami, fl 33137, usa","Geocoded"
912,"#1 Fifth Avenue","(Cruisy) (Patio) (No sign)","3845 5th Ave.","San Diego","CA","(*),(E),(V)","Theatre,Bars/Clubs,Cruising Areas",NA,"","nr. Robinson",1986,"6/7/2022 2:10pm","3845 5th Ave., San Diego, CA",-117.1601832,32.7477981,"3845 fifth ave, san diego, ca 92103, usa","Geocoded"
5196,"Steak 'n' Eggs","","3849 Cedar Springs","Dallas","TX","(M),(R),(C)","Restaurant",NA,"","",1986,"4/20/2022 2:05pm","3849 Cedar Springs, Dallas, TX",-96.8100554,32.8100874,"3849 cedar springs rd, dallas, tx 75219, usa","Geocoded"
869,"Best Wishes","(Cards & gifts)","3850 5th Ave.","San Diego","CA","","Business",NA,"","",1986,"2/6/2022 6:52pm","3850 5th Ave., San Diego, CA",-117.1606477,32.7478045,"3850 fifth ave, san diego, ca 92103, usa","Geocoded"
592,"Tabasco","(Disco) (WE*)","3909 Sunset Blvd.","Silverlake","CA","(D),(WE),(*)","Bars/Clubs",NA,"","",1986,"2/1/2022 2:27pm","3909 Sunset Blvd., Silverlake, CA",-118.2796587,34.0922208,"3909 sunset blvd, los angeles, ca 90029, usa","Geocoded"
5193,"Old Plantation","(Unisex) (Disco)","3911 Cedar Springs","Dallas","TX","(YC),(D),(S)","Bars/Clubs",NA,"","",1986,"4/20/2022 2:05pm","3911 Cedar Springs, Dallas, TX",-96.8110709,32.810535,"3911 cedar springs rd, dallas, tx 75219, usa","Geocoded"
5190,"Moon Dreams","","3913 Cedar Springs","Dallas","TX","(L),(E)","Bars/Clubs",NA,"","",1986,"4/20/2022 2:05pm","3913 Cedar Springs, Dallas, TX",-96.8110754,32.8107397,"3913 cedar springs rd, dallas, tx 75219, usa","Geocoded"
5195,"Round-Up Saloon","(Disco) (Square D- lessons)","3914 Cedar Springs","Dallas","TX","(*),(C&W),(D)","Bars/Clubs",NA,"","",1986,"4/20/2022 2:05pm","3914 Cedar Springs, Dallas, TX",-96.8103948,32.8105759,"3914 cedar springs rd, dallas, tx 75219, usa","Geocoded"
1885,"Impressions","(Disco)","3914 S. Tamiami Trail","Sarasota","FL","(*),(YC),(D),(R),(E)","Bars/Clubs,Restaurant",NA,"","",1986,"6/7/2022 2:13pm","3914 S. Tamiami Trail, Sarasota, FL",-82.5309139,27.2980148,"3914 s tamiami trail, sarasota, fl 34231, usa","Geocoded"
5203,"Union Jack","(Clothing store)","3918 Cedar Springs","Dallas","TX","","Business",NA,"","",1986,"4/20/2022 2:05pm","3918 Cedar Springs, Dallas, TX",-96.8104768,32.8107667,"3918 cedar springs rd, dallas, tx 75219, usa","Geocoded"
3217,"Male Cinema Theatre","","3920 Oakwood","Melvindale","MI","","Theatre",NA,"","",1986,"3/12/2022 3:19pm","3920 Oakwood, Melvindale, MI",-83.1873432,42.281003,"3920 oakwood, melvindale, mi 48122, usa","Geocoded"
5182,"J.R.'s","(R-Hamburgers) (Chic Castro-like cruise bar)","3923 Cedar Springs","Dallas","TX","(R),(*),(YC)","Restaurant",NA,"","at Throckmorton",1986,"4/20/2022 2:05pm","3923 Cedar Springs, Dallas, TX",-96.8112868,32.8108039,"3923 cedar springs rd, dallas, tx 75219, usa","Geocoded"
694,"Revol","","3924 Telegraph Ave.","Oakland","CA","(R),(WE)","Restaurant",NA,"","",1986,"2/3/2022 11:34pm","3924 Telegraph Ave., Oakland, CA",-122.2643478,37.8288403,"3924 telegraph ave, oakland, ca 94609, usa","Geocoded"
5165,"Crossroads Market","(Art, boutiques & community book store)","3930 Cedar Springs","Dallas","TX","","Book Store",NA,"","",1986,"4/20/2022 2:05pm","3930 Cedar Springs, Dallas, TX",-96.8107444,32.8110753,"3930 cedar springs rd, dallas, tx 75219, usa","Geocoded"
2251,"Sheridan Books","","3930 N. Sheridan","Chicago","IL","","Book Store",NA,"","",1986,"2/27/2022 6:20pm","3930 N. Sheridan, Chicago, IL",-87.6548051,41.953605,"3930 n sheridan rd, chicago, il 60613, usa","Geocoded"
2597,"Town Crier Books","","3937 S.W. Gage Ctr. Dr.","Topeka","KS","","Book Store",NA,"","",1986,"3/3/2022 8:43pm","3937 S.W. Gage Ctr. Dr., Topeka, KS",-95.725629,39.0434532,"3937 sw gage center dr, topeka, ks 66604, usa","Geocoded"
890,"Eagle Crest Hotel","","3942 8th Ave.","San Diego","CA","(H),(*)","Hotel",NA,"","",1986,"2/6/2022 9:15pm","3942 8th Ave., San Diego, CA",-117.1577018,32.7491935,"3942 8th ave, san diego, ca 92103, usa","Geocoded"
3463,"Fanny's","(Disco) (Sun. only*)","3954 Central","Kansas City","MO","(D),(R),(*)","Restaurant,Bars/Clubs",NA,"","",1986,"3/16/2022 1:00am","3954 Central, Kansas City, MO",-94.5898922,39.0544145,"3954 central st, kansas city, mo 64111, usa","Geocoded"
925,"Waterloo Station","(Darts)","3968 5th Ave.","San Diego","CA","(PT)","Bars/Clubs",NA,"","",1986,"2/7/2022 11:46am","3968 5th Ave., San Diego, CA",-117.160722,32.749565,"3968 fifth ave, san diego, ca 92103, usa","Geocoded"
1887,"M.C.C.","","3975 Fruitville Rd.","Sarasota","FL","(MCC)","Religious Institution",NA,"","",1986,"6/7/2022 12:44pm","3975 Fruitville Rd., Sarasota, FL",-82.4892992,27.3382896,"3975 fruitville rd, sarasota, fl 34232, usa","Geocoded"
1917,"Papillions","","3976 W. Hillsborough Ave.","Tampa","FL","(L),(N)","Bars/Clubs",NA,"","",1986,"2/22/2022 7:12pm","3976 W. Hillsborough Ave., Tampa, FL",-82.5107048,27.9951017,"3976 w hillsborough ave, tampa, fl 33614, usa","Geocoded"
982,"Men's Room","","3988 18th St.","San Francisco","CA","(N),(*)","Bars/Clubs",NA,"","at Noe",1986,"2/13/2022 3:02pm","3988 18th St., San Francisco, CA",-122.4324918,37.7612084,"3988 18th st, san francisco, ca 94114, usa","Geocoded"
2128,"Adult Shop","(Books, etc.) (Cruisy)","3988 Chinden Blvd.","Boise","ID","","Book Store,Erotic Shop,Cruising Areas",NA,"","",1986,"6/7/2022 1:16pm","3988 Chinden Blvd., Boise, ID",-116.2475064,43.6288507,"3988 w chinden blvd, boise, id 83714, usa","Geocoded"
978,"Leather Forever","(Leather, clothes, etc.)","3989 17th St.","San Francisco","CA","(*)","Erotic Shop",NA,"","",1986,"6/7/2022 12:26pm","3989 17th St., San Francisco, CA",-122.4348123,37.762401,"3989 17th st, san francisco, ca 94114, usa","Geocoded"
991,"Orphan Andy's","","3991 17th St.","San Francisco","CA","(R),(AH),(*)","Restaurant",NA,"","",1986,"2/13/2022 3:02pm","3991 17th St., San Francisco, CA",-122.4348896,37.762326,"3991 17th st, san francisco, ca 94114, usa","Geocoded"
225,"Asher News & Video","(Cruisy)","4000 Asher Ave.","Little Rock","AR","","Book Store,Cruising Areas",NA,"","",1986,"6/7/2022 1:24pm","4000 Asher Ave., Little Rock, AR",-92.319182,34.725786,"4000 asher ave, little rock, ar 72204, usa","Geocoded"
5180,"Hunky's","(Burgers)","4000 Cedar Springs","Dallas","TX","(*),(R)","Restaurant",NA,"","",1986,"4/20/2022 2:05pm","4000 Cedar Springs, Dallas, TX",-96.8111322,32.8111293,"4000 cedar springs rd, dallas, tx 75219, usa","Geocoded"
3471,"M.C.C.","","4000 Harrison","Kansas City","MO","(MCC)","Religious Institution",NA,"","",1986,"6/7/2022 12:44pm","4000 Harrison, Kansas City, MO",-94.5736973,39.0542298,"4000 harrison st, kansas city, mo 64110, usa","Geocoded"
997,"Rosie's Cantina","(Fast-food Mexican R)","4001 18th St.","San Francisco","CA","(R)","Restaurant",NA,"","",1986,"2/13/2022 3:02pm","4001 18th St., San Francisco, CA",-122.4329885,37.760873,"4001 18th st, san francisco, ca 94114, usa","Geocoded"
5172,"4001 Club","(Preppy) (Disco) (C-AH)","4001 Cedar Springs","Dallas","TX","(*),(D),(C),(AH)","Bars/Clubs",NA,"","",1986,"4/20/2022 2:05pm","4001 Cedar Springs, Dallas, TX",-96.8116146,32.810988,"4001 cedar springs rd, dallas, tx 75219, usa","Geocoded"
5227,"Denny's","(AH-WE only)","4001 N. Mesa","El Paso","TX","(M),(R),(C),(AH),(WE)","Restaurant,Bars/Clubs",NA,"","",1986,"4/20/2022 2:05pm","4001 N. Mesa, El Paso, TX",-106.5073361,31.7883081,"4001 n mesa st, el paso, tx 79902, usa","Geocoded"
5205,"Wok","(Chinese R)","4006 Cedar Springs","Dallas","TX","(M),(R)","Restaurant",NA,"","",1986,"4/20/2022 2:05pm","4006 Cedar Springs, Dallas, TX",-96.8111317,32.8113417,"4006 cedar springs rd, dallas, tx 75219, usa","Geocoded"
580,"L.A. Leather","","4006 Santa Monica Blvd.","Silverlake","CA","","Erotic Shop",NA,"","",1986,"6/7/2022 12:27pm","4006 Santa Monica Blvd., Silverlake, CA",-118.2807627,34.0924955,"4006 santa monica blvd, los angeles, ca 90029, usa","Geocoded"
5179,"High Voltage","(Clothing)","4008 Cedar Springs","Dallas","TX","","Business",NA,"","",1986,"4/20/2022 2:05pm","4008 Cedar Springs, Dallas, TX",-96.8119061,32.8117163,"4008 cedar springs rd, dallas, tx 75219, usa","Geocoded"
576,"Hombre Menswear","","4008 Santa Monica Blvd.","Silverlake","CA","","Business",NA,"","",1986,"2/1/2022 2:16pm","4008 Santa Monica Blvd., Silverlake, CA",-118.2808057,34.0922888,"4008 santa monica blvd, los angeles, ca 90029, usa","Geocoded"
5185,"Lobo Book Store","","4008-C Cedar Springs","Dallas","TX","","Book Store",NA,"","",1986,"4/20/2022 2:05pm","4008-C Cedar Springs, Dallas, TX",-96.8112096,32.8113913,"parking lot, 4008 cedar springs rd c, dallas, tx 75219, usa","Geocoded"
922,"Unicorn Book Store","","4010 G oldfinch St.","San Diego","CA","","Book Store",NA,"","",1986,"2/7/2022 11:44am","4010 G oldfinch St., San Diego, CA",-117.1717396,32.7501806,"4010 goldfinch st, san diego, ca 92103, usa","Geocoded"
5170,"Eurotan","","4012 Cedar Springs","Dallas","TX","","Bars/Clubs",NA,"","",1986,"4/20/2022 2:05pm","4012 Cedar Springs, Dallas, TX",-96.8114233,32.8115021,"4012 cedar springs rd, dallas, tx 75219, usa","Geocoded"
3782,"Erotique Book Store","","4012 Central Ave.","Albuquerque","NM","","Erotic Shop,Book Store",NA,"","",1986,"3/18/2022 12:12pm","4012 Central Ave., Albuquerque, NM",-106.599315,35.0789543,"4012 central ave se, albuquerque, nm 87108, usa","Geocoded"
558,"A Different Light","(Books)","4014 Santa Monica Blvd.","Silverlake","CA","","Book Store",NA,"","",1986,"2/1/2022 2:04pm","4014 Santa Monica Blvd., Silverlake, CA",-118.2808932,34.0923697,"4014 santa monica blvd, los angeles, ca 90029, usa","Geocoded"
5539,"Candlelight","","4019 Granby St.","Norfolk","VA","(M),(R)","Restaurant",NA,"","",1986,"4/21/2022 11:38pm","4019 Granby St., Norfolk, VA",-76.281886,36.883748,"4019 granby st, norfolk, va 23504, usa","Geocoded"
3779,"Albuquerque Social Club","","4021 Central Ave. N.E.","Albuquerque","NM","(P)","Bars/Clubs",NA,"","",1986,"3/18/2022 12:12pm","4021 Central Ave. N.E., Albuquerque, NM",-106.5989274,35.0793714,"4021 central ave ne, albuquerque, nm 87108, usa","Geocoded"
561,"Bon Mot","","4022 N. Figueroa","Highland Park","CA","","Bars/Clubs",NA,"","",1986,"2/1/2022 2:05pm","4022 N. Figueroa, Highland Park, CA",-118.2098174,34.0925723,"4022 n figueroa st, los angeles, ca 90065, usa","Geocoded"
559,"Blu Nunn","(Breakfast & lunch)","4022 Santa Monica Blvd.","Silverlake","CA","","Restaurant",NA,"","",1986,"2/1/2022 2:04pm","4022 Santa Monica Blvd., Silverlake, CA",-118.2812343,34.0922431,"4022 santa monica blvd, los angeles, ca 90029, usa","Geocoded"
4490,"Rustler","","4023 Monroe","Toledo","OH","(W),(SM),(*)","Bars/Clubs",NA,"","",1986,"4/8/2022 12:53pm","4023 Monroe, Toledo, OH",-83.599127,41.678076,"4023 monroe st, toledo, oh 43606, usa","Geocoded"
5198,"Sundance Kid's","(C-AH) (WE*)","4025 Maple","Dallas","TX","(W),(SM),(C),(AH),(WE),(*)","Bars/Clubs",NA,"","",1986,"4/20/2022 2:05pm","4025 Maple, Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa","Geocoded"
1855,"Fancy Free","(Disco)","4026 Mobile Hwy.","Pensacola","FL","(D),(S),(R),(*)","Bars/Clubs,Restaurant",NA,"","",1986,"2/18/2022 2:12pm","4026 Mobile Hwy., Pensacola, FL",-87.2675981,30.4272126,"4026 mobile hwy, pensacola, fl 32506, usa","Geocoded"
3533,"Bolivar Road News","(Cruisy)","4030 Old Bolivar Rd.","Springfield","MO","","Cruising Areas,Book Store",NA,"","",1986,"6/7/2022 2:06pm","4030 Old Bolivar Rd., Springfield, MO",-93.3243333,37.2706585,"4030 n farm rd 139, springfield, mo 65803, usa","Geocoded"
338,"Palace Saloon","","4030E.Belmont","Fresno","CA","(L),(D),(PT),(WE)","Bars/Clubs",NA,"","",1986,"1/28/2022 10:23pm","4030E.Belmont, Fresno, CA",-119.7573239,36.7502083,"4030 belmont ave, fresno, ca 93702, usa","Geocoded"
3626,"Paradise Adult Books","(Arcade)","4034 Paradise Rd.","Las Vegas","NV","(F&S)","Book Store,Erotic Shop",NA,"","",1986,"6/7/2022 12:57pm","4034 Paradise Rd., Las Vegas, NV",-115.153389,36.1155442,"4034 paradise rd, las vegas, nv 89119, usa","Geocoded"
976,"Hot 'n' Hunky","(R-Hamburgers)","4039 18th St.","San Francisco","CA","(R),(*)","Restaurant",NA,"","",1986,"2/13/2022 3:02pm","4039 18th St., San Francisco, CA",-122.4336963,37.7608414,"4039 18th st, san francisco, ca 94114, usa","Geocoded"
1922,"Sahara","","4043 W. Kennedy","Tampa","FL","(L),(D)","Bars/Clubs",NA,"","",1986,"2/22/2022 7:17pm","4043 W. Kennedy, Tampa, FL",-82.5115436,27.9448917,"4043 w kennedy blvd, tampa, fl 33609, usa","Geocoded"
898,"Griffin's","","4046 30th St.","San Diego","CA","(PT),(L),(AH)","Bars/Clubs",NA,"","",1986,"2/7/2022 11:05am","4046 30th St., San Diego, CA",-117.1303932,32.751268,"4046 30th st, san diego, ca 92104, usa","Geocoded"
986,"Moby Dick's","","4049 18th St.","San Francisco","CA","(PT)","Bars/Clubs",NA,"","",1986,"2/13/2022 3:02pm","4049 18th St., San Francisco, CA",-122.4337525,37.7608316,"4049 18th st, san francisco, ca 94114, usa","Geocoded"
958,"Casto Country Club","(No booze)(Snacks)","4058 18th St.","San Francisco","CA","(C),(V)","Theatre",NA,"","",1986,"2/13/2022 3:02pm","4058 18th St., San Francisco, CA",-122.4340945,37.7611284,"4058 18th st, san francisco, ca 94114, usa","Geocoded"
3461,"Corner","","4059 Broadway","Kansas City","MO","(R)","Restaurant",NA,"","",1986,"3/16/2022 1:00am","4059 Broadway, Kansas City, MO",-94.5901644,39.0536015,"4059 broadway blvd, kansas city, mo 64111, usa","Geocoded"
988,"Neon Chicken","","4063 18th St.","San Francisco","CA","(R)","Restaurant",NA,"","",1986,"2/13/2022 3:02pm","4063 18th St., San Francisco, CA",-122.4342272,37.760827,"4063 18th st, san francisco, ca 94114, usa","Geocoded"
984,"Midnight Sun","(Cruisy)","4067 18th St.","San Francisco","CA","(*),(V)","Bars/Clubs,Theatre,Cruising Areas",NA,"checked","",1986,"6/7/2022 1:27pm","4067 18th St., San Francisco, CA",-122.43432,37.76073,"4067 18th st, san francisco, ca 94114, usa","Geocoded"
1006,"Village","(Patio)","4068 18th St.","San Francisco","CA","(PT)","Bars/Clubs",NA,"","",1986,"2/13/2022 3:02pm","4068 18th St., San Francisco, CA",-122.4342714,37.7611484,"4068 18th st, san francisco, ca 94114, usa","Geocoded"
871,"Book Mark & Expresson Cafe","","4077 Adams Ave.","San Diego","CA","","Restaurant,Book Store",NA,"","",1986,"6/7/2022 2:05pm","4077 Adams Ave., San Diego, CA",-117.1077027,32.7631243,"4077 adams ave, san diego, ca 92116, usa","Geocoded"
2270,"Foster's","on Broadway","4086 N. Broadway","Chicago","IL","","Bars/Clubs",NA,"","",1986,"2/27/2022 6:29pm","4086 N. Broadway, Chicago, IL",-87.652262,41.9566241,"4086 n broadway, chicago, il 60613, usa","Geocoded"
965,"Duo","(Beer & Wine)","4094 18th St.","San Francisco","CA","(R)","Restaurant",NA,"","",1986,"2/13/2022 3:02pm","4094 18th St., San Francisco, CA",-122.4347003,37.7610635,"4094 18th st, san francisco, ca 94114, usa","Geocoded"
5750,"Paperback Mart","(Books)","4100 MacCorkle","Charleston","WV","(M)","Book Store",NA,"","",1986,"4/23/2022 12:56am","4100 MacCorkle, Charleston, WV",-81.5891376,38.3260182,"4100 maccorkle ave se, charleston, wv 25304, usa","Geocoded"
315,"Eddie's","","4101 N. Arden Dr.","El Monte","CA","(PT)","Bars/Clubs",NA,"","",1986,"1/28/2022 8:45pm","4101 N. Arden Dr., El Monte, CA",-118.0455143,34.0810042,"4101 arden dr, el monte, ca 91731, usa","Geocoded"
2131,"Over 19 Adult Center","","4109 Chinden Blvd.","Boise","ID","","Community Center/ Support Group",NA,"","",1986,"2/26/2022 9:36pm","4109 Chinden Blvd., Boise, ID",-116.25013,43.6299701,"4109 w chinden blvd, garden city, id 83714, usa","Geocoded"
626,"Serpent 8 Club Baths","","4109 W. Burbank Blvd.","Burbank","CA","(P),(*)","Bathhouses",NA,"","",1986,"2/2/2022 2:44pm","4109 W. Burbank Blvd., Burbank, CA",-118.3551891,34.1733351,"4109 w burbank blvd, burbank, ca 91505, usa","Geocoded"
583,"Mary's Place","","4114 Santa Monica Blvd.","Silverlake","CA","(R),(AH),(M)","Restaurant",NA,"","",1986,"2/1/2022 2:22pm","4114 Santa Monica Blvd., Silverlake, CA",-118.2820488,34.0919109,"4114 santa monica blvd, los angeles, ca 90029, usa","Geocoded"
3610,"Driftwood Cafe","","4115 Laurel Ave.","Lake Tahoe","NV","(M)","Bars/Clubs",NA,"","at State Line",1986,"3/16/2022 11:49pm","4115 Laurel Ave., Lake Tahoe, NV",-120.0323507,39.0968493,"lake tahoe, united states","Geocoded"
5199,"Tex's Ranch","(C-AH) (WE*)","4117 Maple","Dallas","TX","(W),(D),(C),(AH),(WE),(*)","Bars/Clubs",NA,"","",1986,"4/20/2022 2:05pm","4117 Maple, Dallas, TX",-96.7969879,32.7766642,"dallas, tx, usa","Geocoded"
2858,"Butterfly","(Some L)","4119 E. Lombard St.","Baltimore","MD","(L),(D)","Bars/Clubs",NA,"","",1986,"3/8/2022 6:26pm","4119 E. Lombard St., Baltimore, MD",-76.5621046,39.2914485,"4119 e lombard st, baltimore, md 21224, usa","Geocoded"
952,"Badlands","(DJ but no D)","4121 18th St.","San Francisco","CA","(*),(PT),(D)","Bars/Clubs",NA,"","nr. Castro",1986,"2/13/2022 3:02pm","4121 18th St., San Francisco, CA",-122.4354659,37.7607065,"4121 18th st, san francisco, ca 94114, usa","Geocoded"
5432,"Rose","(Disco)","4121 Gardendale","San Antonio","TX","(L),(D),(PT)","Bars/Clubs",NA,"","",1986,"4/20/2022 2:05pm","4121 Gardendale, San Antonio, TX",-98.5664478,29.5221887,"4121 gardendale, san antonio, tx 78229, usa","Geocoded"
5342,"Talk of the Town Books","","4121 N. Freeway","Houston","TX","","Book Store",NA,"","",1986,"4/20/2022 2:05pm","4121 N. Freeway, Houston, TX",-95.3809158,29.8252282,"4121 north fwy, houston, tx 77022, usa","Geocoded"
5202,"Unicorn","(Disco)","4125 Lemmon","Dallas","TX","(L),(D),(*)","Bars/Clubs",NA,"","",1986,"4/20/2022 2:05pm","4125 Lemmon, Dallas, TX",-96.8101958,32.8152799,"4125 lemmon ave, dallas, tx 75219, usa","Geocoded"
1645,"Ambush Room","(C&W--Levi cruise bar)","4130 N .W . 6th St.","Gainesville","FL","(C&W),(PT)","Bars/Clubs",NA,"","",1986,"2/15/2022 11:07pm","4130 N .W . 6th St., Gainesville, FL",-82.3326363,29.6909975,"4130 nw 6th st, gainesville, fl 32609, usa","Geocoded"
1644,"Melody Club","(Disco) (Some L-Thu.) (Patio)","4130 N .W . 6th St.","Gainesville","FL","(*),(D),(S)","Bars/Clubs",NA,"","",1986,"2/15/2022 11:07pm","4130 N .W . 6th St., Gainesville, FL",-82.3326363,29.6909975,"4130 nw 6th st, gainesville, fl 32609, usa","Geocoded"
692,"Ollie's","","4130 Telegraph Ave.","Oakland","CA","(R),(PT),(L),(D),(*)","Restaurant,Bars/Clubs",NA,"","",1986,"2/3/2022 11:33pm","4130 Telegraph Ave., Oakland, CA",-122.2636607,37.8303264,"4130 telegraph ave, oakland, ca 94609, usa","Geocoded"
5177,"Hideaway","(Patio)","4144 Buena Vista","Dallas","TX","(OC),(E),(*)","Bars/Clubs",NA,"","",1986,"4/20/2022 2:05pm","4144 Buena Vista, Dallas, TX",-96.7948927,32.8168739,"4144 buena vista st, dallas, tx 75204, usa","Geocoded"
337,"M.C.C.","(Unitarian Church)","4144 N. Millbrook","Fresno","CA","(MCC)","Religious Institution",NA,"","",1986,"6/7/2022 12:44pm","4144 N. Millbrook, Fresno, CA",-119.762532,36.7927974,"4144 n millbrook ave, fresno, ca 93726, usa","Geocoded"
993,"Pendulum","","4148 18th St.","San Francisco","CA","(B),(W)","Bars/Clubs",NA,"","",1986,"2/13/2022 3:02pm","4148 18th St., San Francisco, CA",-122.4358444,37.7609364,"4148 18th st, san francisco, ca 94114, usa","Geocoded"
