"ID","title","amenityfeatures","description","streetaddress","unclear_address","city","state","type","uncleartype","notes","Year","Last.Modified","full.address","lon","lat","geoAddress","status"
411,"Hotel St. Maarten","(GF),(F),(SW)","494-1001","696 S. Coast Hwy.",NA,"Laguna Beach","CA","Accommodations","","",1996,"4/25/2023 9:20pm","696 S. Coast Hwy. ,  Laguna Beach ,  CA",-117.7790785,33.5380849,"696 s coast hwy, laguna beach, ca 92651, usa","Geocoded"
2254,"Model T","(MW),(NH),(S),(WC)","872-2209 noon-4am","699 Ponce de Leon",NA,"Atlanta","GA","Bars","","",1996,"4/25/2023 9:20pm","699 Ponce de Leon ,  Atlanta ,  GA",-84.3641302,33.7729948,"699 ponce de leon ave ne, atlanta, ga 30306, usa","Geocoded"
843,"Hartley House B&B Inn","(GF)","447-7829/ (800) 831-5806 turn-of-the-century mansion, conference facilities, full brkfst","700 22nd St.",NA,"Sacramento","CA","Accommodations","","",1996,"4/25/2023 9:20pm","700 22nd St. ,  Sacramento ,  CA",-121.4761724,38.5791474,"700 22nd st, sacramento, ca 95816, usa","Geocoded"
3033,"Midtowne Spa","(*),(MO),(V)","566-1442 24hrs, tractor/trailer","700 Baronne St.",NA,"New Orleans","LA","Gyms & Health Clubs","","",1996,"4/25/2023 9:20pm","700 Baronne St. ,  New Orleans ,  LA",-90.073527,29.9477659,"700 baronne st, new orleans, la 70113, usa","Geocoded"
5634,"Odyssey Adult Bookstore","","726-0243","700 Division St.",NA,"Nashville","TN","Erotica","","",1996,"4/25/2023 9:20pm","700 Division St. ,  Nashville ,  TN",-86.7778906,36.1501658,"700 division st, nashville, tn 37203, usa","Geocoded"
1941,"Mango's","(WC)","292-4606 11am-2am, plenty veggie; also full bar","700 Duval St.",NA,"Key West","FL","Restaurants & Cafes","","",1996,"4/25/2023 9:20pm","700 Duval St. ,  Key West ,  FL",-81.8015547,24.553555,"700 duval st, key west, fl 33040, usa","Geocoded"
1254,"Hob Nob","(M),(NH)","771-9866 6am-2am","700 Geary St.",NA,"San Francisco","CA","Bars","","",1996,"4/25/2023 9:20pm","700 Geary St. ,  San Francisco ,  CA",-122.4150054,37.7866311,"700 geary st, san francisco, ca 94109, usa","Geocoded"
4057,"The Den","(*),(MW),(D),(S),(V),(18+),(YC),(WC)","545-7329 8pm-2am, from 5pm Sun, CW Tue, Fri, Sun, 4 bars on property, 18+ Th","700 Hamilton St.",NA,"Somerset","NJ","Bars","","",1996,"4/25/2023 9:20pm","700 Hamilton St. ,  Somerset ,  NJ",-74.4722038,40.4912747,"700 hamilton st, somerset, nj 08873, usa","Geocoded"
2997,"Footloose","(MW),(D)","524-7654 24hrs, shows on wknds, TV/TS welcome","700 N. Rampart",NA,"New Orleans","LA","Bars","","",1996,"4/25/2023 9:20pm","700 N. Rampart ,  New Orleans ,  LA",-90.0681895,29.9604257,"700 n rampart st, new orleans, la 70116, usa","Geocoded"
2510,"Iggy's","","River North 829-4449, 7pm-2am, til 4am Fri-Sat, clsd Sun; also full bar","700 N. Milwaukee",NA,"Chicago","IL","Restaurants & Cafes","","",1996,"6/9/2023 9:24am","700 N. Milwaukee ,  Chicago ,  IL",-87.6538113,41.8949143,"700 n milwaukee ave, chicago, il 60642, usa","Geocoded"
2044,"A Fish Called Avalon","(*)","532-1727 6pm-11pm","700 Ocean Dr.",NA,"Miami Beach/South Beach","FL","Restaurants & Cafes","","",1996,"4/25/2023 9:20pm","700 Ocean Dr. ,  Miami Beach/South Beach ,  FL",-80.1318235,25.7770121,"700 ocean dr, miami beach, fl 33139, usa","Geocoded"
5666,"Omni Hotel","(GF),(SW),(WC)","476-3700/ (800) 843-6664; also restaurant","700 San Jacinto",NA,"Austin","TX","Accommodations","","",1996,"4/25/2023 9:20pm","700 San Jacinto ,  Austin ,  TX",-97.7400748,30.2688275,"700 san jacinto blvd, austin, tx 78701, usa","Geocoded"
2445,"Idaho Travel Council","","(800) 635-7820","700 W. State St.",NA,"Boise","ID","Travel/Tour Operators","","",1996,"4/25/2023 9:20pm","700 W. State St. ,  Boise ,  ID",-116.1993026,43.6187218,"700 w state st, boise, id 83702, usa","Geocoded"
1940,"Louie's Backyard","(*)","294-1061 lunch & dinner, bar 11:30am-2am, fine dining","700 Waddell Ave.",NA,"Key West","FL","Restaurants & Cafes","","",1996,"4/25/2023 9:20pm","700 Waddell Ave. ,  Key West ,  FL",-81.7928827,24.5473926,"700 waddell ave, key west, fl 33040, usa","Geocoded"
5618,"Pyramids","(M),(D),(A),(S),(WC)","259-9514 9pm-9am","701 4th Ave. S.",NA,"Nashville","TN","Bars","","",1996,"4/25/2023 9:20pm","701 4th Ave. S. ,  Nashville ,  TN",-86.7723049,36.1531377,"701 4th ave s, nashville, tn 37210, usa","Geocoded"
5782,"The Whatever Lounge","(M),(MRC-L),(BW),(BYOB),(WC)","533-0215 3pm-2am","701 E. Paisano St.",NA,"El Paso","TX","Bars","","",1996,"4/25/2023 9:20pm","701 E. Paisano St. ,  El Paso ,  TX",-106.4816556,31.7570101,"701 e paisano dr, el paso, tx 79901, usa","Geocoded"
6238,"Edge of the Circle","","726-1999, 10am-8pm, alternative spirituality store","701 E. Pike",NA,"Seattle","WA","Bookstores/Retail Shops","","",1996,"4/25/2023 9:20pm","701 E. Pike ,  Seattle ,  WA",-122.3232386,47.6139122,"701 e pike st, seattle, wa 98122, usa","Geocoded"
6452,"Platwood Club","(MW),(D),(WC)","341-8862 9pm-? Th-Sat","701 Hwy. 10 W.",NA,"Stevens Point","WI","Bars","","",1996,"4/25/2023 9:20pm","701 Hwy. 10 W. ,  Stevens Point ,  WI",-92.8024489,44.7574224,"701 vietnam war veterans mem hwy, prescott, wi 54021, usa","Geocoded"
4077,"W.E. Mauger Estate","(GF)","242-8755 intimate, restored Queen Anne residence, full brkfst","701 Roma Ave. NW",NA,"Albuquerque","NM","Accommodations","","",1996,"4/25/2023 9:20pm","701 Roma Ave. NW ,  Albuquerque ,  NM",-106.6543449,35.0897031,"701 roma ave nw, albuquerque, nm 87102, usa","Geocoded"
6338,"Rascals Bar & Grill","(MW),(F)","954-9262 5pm-2am, from noon Sun, patio","702 E. Wisconsin Ave.",NA,"Appleton","WI","Bars","","",1996,"4/25/2023 9:20pm","702 E. Wisconsin Ave. ,  Appleton ,  WI",-88.3966778,44.2731736,"702 e wisconsin ave, appleton, wi 54911, usa","Geocoded"
4845,"Scenic Bar","(W),(D)","241-5997 1pm-2:30am","702 Monroe St.",NA,"Toledo","OH","Bars","","",1996,"4/25/2023 9:20pm","702 Monroe St. ,  Toledo ,  OH",-83.5401317,41.6503614,"702 monroe st, toledo, oh 43604, usa","Geocoded"
5975,"The Sun","(*),(MW),(D),(YC),(PC),(WC)","531-0833 3pm-1am","702 W. 200 S.",NA,"Salt Lake City","UT","Bars","","",1996,"4/25/2023 9:20pm","702 W. 200 S. ,  Salt Lake City ,  UT",-111.911562,40.765332,"702 w 200 s, salt lake city, ut 84104, usa","Geocoded"
5934,"Executive Spa","(PC)","225-8807 24hrs","703 Ave. 'B'",NA,"San Antonio","TX","Men's Clubs","","",1996,"4/25/2023 9:20pm","703 Ave. 'B' ,  San Antonio ,  TX",-98.4843168,29.43281,"703 avenue b, san antonio, tx 78215, usa","Geocoded"
5608,"Center for Lesbian/Gay Community Services","","297-0008, 5pm-10pm","703 Berry Rd.",NA,"Nashville","TN","Info Lines & Services","","",1996,"4/25/2023 9:20pm","703 Berry Rd. ,  Nashville ,  TN",-86.7693409,36.1197788,"703 berry rd, nashville, tn 37204, usa","Geocoded"
1613,"The Shore Inn at Rehoboth","(M)","227-8487/(800) 597-8899 B&B open seasonally","703 Rehoboth Ave.",NA,"Rehoboth Beach","DE","Accommodations","","",1996,"4/25/2023 9:20pm","703 Rehoboth Ave. ,  Rehoboth Beach ,  DE",-75.096594,38.713521,"703 rehoboth ave, rehoboth beach, de 19971, usa","Geocoded"
2617,"D.J.'s Timeout","(MW),(D)","674-5902 1pm-1am, til 2am Th-Sat, Sun brunch","703 SW Adams",NA,"Peoria","IL","Bars","","",1996,"4/25/2023 9:20pm","703 SW Adams ,  Peoria ,  IL",-89.5970635,40.6870535,"703 sw adams st, peoria, il 61602, usa","Geocoded"
5251,"Strawberry Café","(*),(M),(V),(YC),(WC)","234-4228 2pm-2am, clsd Sun","704 N. 3rd St.",NA,"Harrisburg","PA","Bars","","",1996,"4/25/2023 9:20pm","704 N. 3rd St. ,  Harrisburg ,  PA",-76.8861028,40.2652837,"704 n 3rd st, harrisburg, pa 17102, usa","Geocoded"
2954,"Big D's Bed & Breakfast","(MW)","944-0216","704 Royal",NA,"New Orleans","LA","Accommodations","","",1996,"4/25/2023 9:20pm","704 Royal ,  New Orleans ,  LA",-90.0645864,29.9581392,"704 royal st, new orleans, la 70116, usa","Geocoded"
2939,"Billy B's","(MW),(NH),(WC)","433-0263 6pm-2am, clsd Sun","704 Ryan St.",NA,"Lake Charles","LA","Bars","","",1996,"4/25/2023 9:20pm","704 Ryan St. ,  Lake Charles ,  LA",-93.2170327,30.2302539,"704 ryan st, lake charles, la 70601, usa","Geocoded"
1951,"The Annex","","296-9800, clothes","705 Duval St.",NA,"Key West","FL","Bookstores/Retail Shops","","",1996,"4/25/2023 9:20pm","705 Duval St. ,  Key West ,  FL",-81.8010209,24.5537332,"705 duval st, key west, fl 33040, usa","Geocoded"
3772,"Avis' Lounge","(MW),(NH),(D),(WC)","364-9748 4pm-1:30am, clsd Sun","705 Esmond St.",NA,"St. Joseph","MO","Bars","","",1996,"4/25/2023 9:20pm","705 Esmond St. ,  St. Joseph ,  MO",-94.846681,39.7674578,"st joseph, mo, usa","Geocoded"
5336,"Liberties Restaurant & Bar","","238-0660, lunch & dinner, clsd Sun, live jazz wknds","705 N. 2nd St.",NA,"Philadelphia","PA","Restaurants & Cafes","","",1996,"4/25/2023 9:20pm","705 N. 2nd St. ,  Philadelphia ,  PA",-75.1407962,39.9620295,"705 n 2nd st, philadelphia, pa 19123, usa","Geocoded"
5674,"Cowboys","(*),(M),(CW)","478-7091 3pm-2am, patio; leather store opens 7pm","705 Red River",NA,"Austin","TX","Bars","","",1996,"4/25/2023 9:20pm","705 Red River ,  Austin ,  TX",-97.7371201,30.2670637,"705 red river st, austin, tx 78701, usa","Geocoded"
2987,"A Different Corner","(MW),(WC)","948-2300 4pm-? Cajun & CW","706 Franklin Ave.",NA,"New Orleans","LA","Bars","","",1996,"4/25/2023 9:20pm","706 Franklin Ave. ,  New Orleans ,  LA",-90.0514427,29.9651572,"706 franklin ave, new orleans, la 70117, usa","Geocoded"
5250,"Stallions","(*),(M),(D),(E),(K),(YC),(WC)","(rear entrance) 233-4681 4pm-2am, clsd Sun","706 N. 3rd St.",NA,"Harrisburg","PA","Bars","","",1996,"4/25/2023 9:20pm","706 N. 3rd St. ,  Harrisburg ,  PA",-76.8862215,40.265382,"706 n 3rd st, harrisburg, pa 17102, usa","Geocoded"
5524,"New Attitude","(*),(MW),(MRC-AF),(D)","233-1387 10pm-? wknds","706 W. Washington St.",NA,"Greenville","SC","Bars","","",1996,"4/25/2023 9:20pm","706 W. Washington St. ,  Greenville ,  SC",-82.4088654,34.8553243,"706 w washington st, greenville, sc 29601, usa","Geocoded"
2689,"The Metro","(MW),(D),(F),(V),(YC)","636-6022 noon-12:30am Sun","707 Massachusetts",NA,"Indianapolis","IN","Bars","","",1996,"4/25/2023 9:20pm","707 Massachusetts ,  Indianapolis ,  IN",-86.1466144,39.7765005,"707 massachusetts ave, indianapolis, in 46204, usa","Geocoded"
1888,"Chelsea House","(GF),(SW),(WC),(IGTA)","296-2211/(800) 845-8859","707 Truman Ave.",NA,"Key West","FL","Accommodations","","",1996,"4/25/2023 9:20pm","707 Truman Ave. ,  Key West ,  FL",-81.7967011,24.5529722,"707 truman ave, key west, fl 33040, usa","Geocoded"
360,"The Express","(*),(MW),(D),(E),(V)","233-1791 5pm-2am, from 3pm Sun, 3 bars, piano lounge & cabaret patios","708 N. Blackstone",NA,"Fresno","CA","Bars","","",1996,"4/25/2023 9:20pm","708 N. Blackstone ,  Fresno ,  CA",-119.7902844,36.7526634,"708 n blackstone ave, fresno, ca 93701, usa","Geocoded"
363,"Café Express","","233-1791, 6pm-9pm, champagne brunch 10am-3pm Sun, clsd Mon, fine dining","708 N. Blackstone",NA,"Fresno","CA","Restaurants & Cafes","","",1996,"4/25/2023 9:20pm","708 N. Blackstone ,  Fresno ,  CA",-119.7902844,36.7526634,"708 n blackstone ave, fresno, ca 93701, usa","Geocoded"
4769,"Le Tremont","(M),(NH),(S)","445-9365 10am-2:30pm, 1pm-11pm Sun, patio","708 S. High St.",NA,"Columbus","OH","Bars","","",1996,"4/25/2023 9:20pm","708 S. High St. ,  Columbus ,  OH",-82.9975898,39.9476749,"708 s high st, columbus, oh 43206, usa","Geocoded"
2252,"Loretta's","(GF),(NH),(D),(MRC-AF),(WC)","874-8125 6pm-4am","708 Spring St.",NA,"Atlanta","GA","Bars","","",1996,"4/25/2023 9:20pm","708 Spring St. ,  Atlanta ,  GA",-84.3891312,33.77404,"708 spring st nw, atlanta, ga 30308, usa","Geocoded"
2985,"Ursuline Guest House","(*),(M)","525-8509/ (800) 654-2351 hot tub, evening socials w/ wine","708 Ursulines St.",NA,"New Orleans","LA","Accommodations","","",1996,"4/25/2023 9:20pm","708 Ursulines St. ,  New Orleans ,  LA",-90.0621986,29.9613125,"708 ursulines ave, new orleans, la 70116, usa","Geocoded"
1781,"Robindale Suites","(GF),(SW)","565-4123/(800) 342-7109 comfortable, clean & tastefully furnished","709 Breakers Ave.",NA,"Fort Lauderdale","FL","Accommodations","","",1996,"4/25/2023 9:20pm","709 Breakers Ave. ,  Fort Lauderdale ,  FL",-80.1051356,26.1328963,"709 breakers ave, fort lauderdale, fl 33304, usa","Geocoded"
2158,"Pass-a-Grille Beach Motel","(GF),(SW)","367-4726/ (800) 537-3269","709 Gulfway Blvd.",NA,"St. Petersburg Beach","FL","Accommodations","","",1996,"4/25/2023 9:20pm","709 Gulfway Blvd. ,  St. Petersburg Beach ,  FL",-82.7376643,27.6878048,"709 gulf way, st pete beach, fl 33706, usa","Geocoded"
2099,"Alobar","","841-3050, books & music","709 W. Smith St.",NA,"Orlando","FL","Bookstores/Retail Shops","","",1996,"4/25/2023 9:20pm","709 W. Smith St. ,  Orlando ,  FL",-81.389988,28.5722108,"709 w smith st, orlando, fl 32804, usa","Geocoded"
1024,"Willows B&B Inn","(MW),(IGTA)","431-4770/431-5295 (fax) B&B in the true tradition of European country inns","710 4th St.",NA,"San Francisco","CA","Accommodations","","",1996,"4/25/2023 9:20pm","710 4th St. ,  San Francisco ,  CA",NA,NA,"NA","Geocoded"
1801,"Lefty's","(*),(M),(NH),(S)","(entrance in rear) 764-2752 8am-2am","710 N. Federal Hwy.",NA,"Fort Lauderdale","FL","Bars","","",1996,"4/25/2023 9:20pm","710 N. Federal Hwy. ,  Fort Lauderdale ,  FL",-80.1374295,26.1321873,"710 n federal hwy, fort lauderdale, fl 33304, usa","Geocoded"
5837,"Pacific Street","(*),(M),(D),(L),(S),(V),(WC)","523-0213 9pm-2am, from 7pm Fri & Sun, patio","710 Pacific St.",NA,"Houston","TX","Bars","","",1996,"4/25/2023 9:20pm","710 Pacific St. ,  Houston ,  TX",-95.3893983,29.7469638,"710 pacific st, houston, tx 77006, usa","Geocoded"
82,"Swinger Book Store","","561-5039, 24hrs","710 W. Northern Lights Blvd.",NA,"Anchorage","AK","Erotica","","",1996,"4/25/2023 9:20pm","710 W. Northern Lights Blvd. ,  Anchorage ,  AK",-149.897326,61.1951308,"710 w northern lights blvd, anchorage, ak 99503, usa","Geocoded"
1866,"Third Dimension","(M),(D),(A),(E),(S),(WC)","353-6316 3pm-2am, from 1pm wknds","711 Edison Ave.",NA,"Jacksonville","FL","Bars","","",1996,"4/25/2023 9:20pm","711 Edison Ave. ,  Jacksonville ,  FL",-81.6757687,30.3212641,"711 edison ave, jacksonville, fl 32204, usa","Geocoded"
5872,"Leather Forever","","526-6940","711 Fairview",NA,"Houston","TX","Erotica","","",1996,"4/25/2023 9:20pm","711 Fairview ,  Houston ,  TX",-95.3894051,29.7479604,"711 fairview st, houston, tx 77006, usa","Geocoded"
1410,"Adventure Bound Expeditions","","449-0990","711 Walnut St.",NA,"Boulder","CO","Travel/Tour Operators","","",1996,"4/25/2023 9:20pm","711 Walnut St. ,  Boulder ,  CO",-105.285886,40.0158124,"711 walnut st, boulder, co 80302, usa","Geocoded"
5539,"South Dakota Dept. of Tourism","","(800) 732-5682","711 Wells Ave.",NA,"Pierre","SD","Travel/Tour Operators","","",1996,"4/25/2023 9:20pm","711 Wells Ave. ,  Pierre ,  SD",-100.3430794,44.3636761,"9m74+fq, 711 e wells ave, pierre, sd 57501, usa","Geocoded"
6187,"Landes House B&B","(MW)","329-8781 deck, hot tub, nr. Broadway","712 11th Ave. E.",NA,"Seattle","WA","Accommodations","","",1996,"4/25/2023 9:20pm","712 11th Ave. E. ,  Seattle ,  WA",-122.3176063,47.6256073,"712 11th ave e, seattle, wa 98102, usa","Geocoded"
4640,"Rainbow News & Café","","723-0858, 9am-9pm, til 6pm Sun, alternative","712 Brookestown Ave.",NA,"Winston-Salem","NC","Bookstores/Retail Shops","","",1996,"4/25/2023 9:20pm","712 Brookestown Ave. ,  Winston-Salem ,  NC",-80.2527378,36.0941115,"712 brookstown ave, winston-salem, nc 27101, usa","Geocoded"
5506,"Affairs","(M),(NH)","779-4321 4pm-2am, patio","712 Huger St.",NA,"Columbia","SC","Bars","","",1996,"4/25/2023 9:20pm","712 Huger St. ,  Columbia ,  SC",-81.0417663,33.9918187,"712 huger st, columbia, sc 29201, usa","Geocoded"
2505,"Gentry","(*),(M),(E)","664-1033 1pm-2am","712 N. Rush St.",NA,"Chicago","IL","Bars","","",1996,"4/25/2023 9:20pm","712 N. Rush St. ,  Chicago ,  IL",-87.6257119,41.8954361,"712 n rush st, chicago, il 60611, usa","Geocoded"
3872,"Diamond Bar","(M),(NH),(WC)","342-9595 9am-1am, from noon Sun","712 S. 16th St.",NA,"Omaha","NE","Bars","","",1996,"4/25/2023 9:20pm","712 S. 16th St. ,  Omaha ,  NE",-95.937513,41.2530098,"712 s 16th st, omaha, ne 68102, usa","Geocoded"
2069,"Gay/Lesbian Community Center","","425-4527, 1pm-9pm,  noon-5pm Sat","714 E. Colonial Dr.",NA,"Orlando","FL","Info Lines & Services","","",1996,"4/25/2023 9:20pm","714 E. Colonial Dr. ,  Orlando ,  FL",-81.3653371,28.5533086,"714 e colonial dr, orlando, fl 32803, usa","Geocoded"
2104,"The Triangle","","425-4527, monthly","714 E. Colonial Dr.",NA,"Orlando","FL","Publications","","",1996,"4/25/2023 9:20pm","714 E. Colonial Dr. ,  Orlando ,  FL",-81.3653371,28.5533086,"714 e colonial dr, orlando, fl 32803, usa","Geocoded"
3179,"Adrian's Book Café","","Fells Point 732-1048, 8am-8pm, til 11pm Fri-Sat, from 11am wknds, new & used, some gay titles","714 S. Broadway",NA,"Baltimore","MD","Bookstores/Retail Shops","","",1996,"6/9/2023 9:25am","714 S. Broadway ,  Baltimore ,  MD",-76.5937239,39.2831271,"714 s broadway, baltimore, md 21231, usa","Geocoded"
1198,"Leather Tongue Video","","552-2900 great collection of camp, cult & obscure videos","714 Valencia St.",NA,"San Francisco","CA","Bookstores/Retail Shops","","",1996,"4/25/2023 9:20pm","714 Valencia St. ,  San Francisco ,  CA",-122.4217955,37.7613744,"714 valencia st, san francisco, ca 94110, usa","Geocoded"
2020,"Island House","(MW),(N),(IGTA)","864-2422/(800) 382-2422 South, Mid & North Beach locations, guesthouse, apts. & private villas","715 82nd St.",NA,"Miami Beach/South Beach","FL","Accommodations","","",1996,"4/25/2023 9:20pm","715 82nd St. ,  Miami Beach/South Beach ,  FL",NA,NA,"NA","Geocoded"
5843,"Ripcord","(M),(L),(WC)","521-2792 1pm-2am, from 7am Fri-Sat, from noon Sun; also Leather by Boots retail shop 526-0444","715 Fairview",NA,"Houston","TX","Bars","","",1996,"4/25/2023 9:20pm","715 Fairview ,  Houston ,  TX",-95.3895175,29.7480122,"715 fairview st, houston, tx 77006, usa","Geocoded"
1102,"The Box","(*),(MW),(D),(MRC)","Th only","715 Harrison St.",NA,"San Francisco","CA","Bars","","",1996,"4/25/2023 9:20pm","715 Harrison St. ,  San Francisco ,  CA",-122.3976578,37.7820285,"715 harrison st, san francisco, ca 94107, usa","Geocoded"
6138,"Blaine Books","","332-6964","715 Peace Portal Wy.",NA,"Blaine","WA","Erotica","","",1996,"4/25/2023 9:20pm","715 Peace Portal Wy. ,  Blaine ,  WA",-122.751932,48.9938379,"715 peace portal dr, blaine, wa 98230, usa","Geocoded"
696,"Avanti Resort Hotel","(M),(SW),(N),(IGTA)","325-9723/ (800) 572-2779 secluded resort, spa","715 San Lorenzo Rd.",NA,"Palm Springs","CA","Accommodations","","",1996,"4/25/2023 9:20pm","715 San Lorenzo Rd. ,  Palm Springs ,  CA",-116.5414015,33.8090754,"715 e san lorenzo rd, palm springs, ca 92264, usa","Geocoded"
1877,"Alexander Palms Court","(GF),(SW)","296-6413/(800) 858-1943 charming & affordable accommodations in a tropical setting","715 South St.",NA,"Key West","FL","Accommodations","","",1996,"4/25/2023 9:20pm","715 South St. ,  Key West ,  FL",-81.7933275,24.549491,"715 south st, key west, fl 33040, usa","Geocoded"
2448,"Adult Book Store","","454-2422","716 Arthur",NA,"Caldwell","ID","Erotica","","",1996,"4/25/2023 9:20pm","716 Arthur ,  Caldwell ,  ID",-116.6886309,43.665769,"716 arthur st, caldwell, id 83605, usa","Geocoded"
5688,"Congress Avenue Booksellers","","478-1157, 7:45am-8pm, 9am-6pm Sat, til 4pm Sun","716 Congress Ave.",NA,"Austin","TX","Bookstores/Retail Shops","","",1996,"4/25/2023 9:20pm","716 Congress Ave. ,  Austin ,  TX",-97.7425402,30.2696937,"johns-hamilton building, 716 congress ave., austin, tx 78701, usa","Geocoded"
1899,"Heartbreak Hotel","(GF),(WC)","294-0220","716 Duval",NA,"Key West","FL","Accommodations","","",1996,"4/25/2023 9:20pm","716 Duval ,  Key West ,  FL",-81.8013946,24.5530971,"716 duval st, key west, fl 33040, usa","Geocoded"
1965,"Alligator News & Books","","294-4004, 24hrs","716 Duval St.",NA,"Key West","FL","Erotica","","",1996,"4/25/2023 9:20pm","716 Duval St. ,  Key West ,  FL",-81.8013946,24.5530971,"716 duval st, key west, fl 33040, usa","Geocoded"
2981,"Royal Barracks Guest House","(GF)","529-7269 guest house, jacuzzi, priv. patios, priv. baths","717 Barracks St.",NA,"New Orleans","LA","Accommodations","","",1996,"4/25/2023 9:20pm","717 Barracks St. ,  New Orleans ,  LA",-90.0607971,29.9631721,"717 barracks st, new orleans, la 70116, usa","Geocoded"
3026,"Poppy's Grill","(WC)","524-3287 24hrs, diner","717 St. Peter",NA,"New Orleans","LA","Restaurants & Cafes","","",1996,"4/25/2023 9:20pm","717 St. Peter ,  New Orleans ,  LA",-90.0650605,29.958341,"717 st peter, new orleans, la 70116, usa","Geocoded"
6334,"Row House Guest Quarters","(GF)","232-5252/ (800) 371-3020","718  Main St.",NA,"Wheeling","WV","Accommodations","","",1996,"4/25/2023 9:20pm","718  Main St. ,  Wheeling ,  WV",-80.7246676,40.0749439,"718 main st, wheeling, wv 26003, usa","Geocoded"
1059,"The Galleon","(M),(E),(OC)","431-0253 1pm-2am; also piano bar","718 14th St.",NA,"San Francisco","CA","Restaurants & Cafes","","",1996,"4/25/2023 9:20pm","718 14th St. ,  San Francisco ,  CA",-122.4294516,37.767924,"718 14th st, san francisco, ca 94114, usa","Geocoded"
3015,"Ziggie's","(M),(NH)","566-7559 24hrs, drag queens & transsexuals","718 N. Rampart",NA,"New Orleans","LA","Bars","","",1996,"4/25/2023 9:20pm","718 N. Rampart ,  New Orleans ,  LA",-90.0680198,29.9606463,"718 n rampart st, new orleans, la 70116, usa","Geocoded"
9,"22nd Street Jazz Café","(GF),(F),(E),(S)","252-0407 clsd Sun-Tue, alternative night Wed","719 22nd St. S.",NA,"Birmingham","AL","Bars","","",1996,"4/25/2023 9:20pm","719 22nd St. S. ,  Birmingham ,  AL",-86.7966453,33.5065246,"719 22nd st s, birmingham, al 35233, usa","Geocoded"
3919,"Flick Adult Theatre","","386-0250, 24hrs","719 E. Fremont",NA,"Las Vegas","NV","Erotica","","",1996,"4/25/2023 9:20pm","719 E. Fremont ,  Las Vegas ,  NV",-115.1377823,36.1677451,"719 e fremont st, las vegas, nv 89101, usa","Geocoded"
1141,"Alamo Square Inn","(GF)","922-2055/(800) 345-9888 1895 Queen Anne & 1896 Tudor Revival Victorian mansions, full brkfst","719 Scott St.",NA,"San Francisco","CA","Accommodations","","",1996,"4/25/2023 9:20pm","719 Scott St. ,  San Francisco ,  CA",-122.4366824,37.7768034,"719 scott st, san francisco, ca 94117, usa","Geocoded"
297,"Lion's Den","(MW),(D),(YC)","645-3830 6pm-2am, 8pm Sat","719 W. 19th St.",NA,"Costa Mesa","CA","Bars","","",1996,"4/25/2023 9:20pm","719 W. 19th St. ,  Costa Mesa ,  CA",-117.929065,33.6427852,"719 w 19th st, costa mesa, ca 92627, usa","Geocoded"
4575,"Regulator Bookshop","","286-2700, 9am-8pm Mon-Sat, til 5pm Sun","720 9th St.",NA,"Durham","NC","Bookstores/Retail Shops","","",1996,"4/25/2023 9:20pm","720 9th St. ,  Durham ,  NC",-78.921817,36.0085622,"720 9th st, durham, nc 27705, usa","Geocoded"
5093,"Mother Kali's Bookstore","(WC)","343-4864 9am-6pm, from 10am Sat, gay section","720 E. 13th Ave.",NA,"Eugene","OR","Bookstores/Retail Shops","","",1996,"4/25/2023 9:20pm","720 E. 13th Ave. ,  Eugene ,  OR",-123.0816167,44.045305,"720 e 13th ave, eugene, or 97401, usa","Geocoded"
1440,"Aqua Lounge/69","(GF),(D),(A),(WC)","832-3474 popular happy hour buffet Th-Fri, Gay Night Th","720 E. 17th Ave.",NA,"Denver","CO","Bars","","",1996,"4/25/2023 9:20pm","720 E. 17th Ave. ,  Denver ,  CO",-104.9782109,39.7432671,"720 e 17th ave, denver, co 80203, usa","Geocoded"
2054,"GW","","534-4763, gifts, cards, clothing","720 Lincoln Rd.",NA,"Miami Beach/South Beach","FL","Bookstores/Retail Shops","","",1996,"4/25/2023 9:20pm","720 Lincoln Rd. ,  Miami Beach/South Beach ,  FL",-80.135898,25.79022,"720 lincoln rd, miami beach, fl 33139, usa","Geocoded"
6413,"Café Melange","(GF),(F),(E),(WC)","291-9889 11am-2am","720 N. 3rd St.",NA,"Milwaukee","WI","Bars","","",1996,"4/25/2023 9:20pm","720 N. 3rd St. ,  Milwaukee ,  WI",-87.9145517,43.0374004,"720 n 3rd st, milwaukee, wi 53203, usa","Geocoded"
2502,"Cairo","(GF),(D),(V),(WC)","266-6620 8pm-4am, clsd Sun-Mon, more gay Sat","720 N. Wells",NA,"Chicago","IL","Bars","","",1996,"4/25/2023 9:20pm","720 N. Wells ,  Chicago ,  IL",-87.634538,41.8954283,"720 n wells st, chicago, il 60654, usa","Geocoded"
1504,"Leland House","(*),(GF)","385-1920/(800) 664-1920 full brkfst","721 2nd Ave.",NA,"Durango","CO","Accommodations","","",1996,"4/25/2023 9:20pm","721 2nd Ave. ,  Durango ,  CO",-107.8802549,37.2714091,"721 e 2nd ave, durango, co 81301, usa","Geocoded"
1947,"Yo Sake","(BW)","294-2288 6pm-11pm, Japanese","722 Duval St.",NA,"Key West","FL","Restaurants & Cafes","","",1996,"4/25/2023 9:20pm","722 Duval St. ,  Key West ,  FL",-81.8009781,24.553086,"722 duval st, key west, fl 33040, usa","Geocoded"
